Unnamed: 0,0
"AUT Crop and animal production, hunting and related service activities",1459.1
AUT Forestry and logging,90.6
AUT Fishing and aquaculture,0.1
AUT Mining and quarrying,916.2
"AUT Manufacture of food products, beverages and tobacco products",1157.6
"AUT Manufacture of textiles, wearing apparel and leather products",78.3
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",355.2
AUT Manufacture of paper and paper products,2353.6
AUT Printing and reproduction of recorded media,26.7
AUT Manufacture of coke and refined petroleum products ,2725.2
AUT Manufacture of chemicals and chemical products ,2263.1
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,6.4
AUT Manufacture of rubber and plastic products,41.8
AUT Manufacture of other non-metallic mineral products,5352.5
AUT Manufacture of basic metals,12215.4
"AUT Manufacture of fabricated metal products, except machinery and equipment",205.1
"AUT Manufacture of computer, electronic and optical products",80.3
AUT Manufacture of electrical equipment,96.4
AUT Manufacture of machinery and equipment n.e.c.,200.7
"AUT Manufacture of motor vehicles, trailers and semi-trailers",48.1
AUT Manufacture of other transport equipment,6.0
AUT Manufacture of furniture; other manufacturing,96.2
AUT Repair and installation of machinery and equipment,17.1
"AUT Electricity, gas, steam and air conditioning supply",10944.0
"AUT Water collection, treatment and supply",188.9
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",122.3
AUT Construction,2686.6
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,158.3
"AUT Wholesale trade, except of motor vehicles and motorcycles",627.2
"AUT Retail trade, except of motor vehicles and motorcycles",498.4
AUT Land transport and transport via pipelines,3578.3
AUT Water transport,87.5
AUT Air transport,2710.3
AUT Warehousing and support activities for transportation,153.2
AUT Postal and courier activities,40.7
AUT Accommodation and food service activities,430.2
AUT Publishing activities,46.2
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",55.7
AUT Telecommunications,17.8
"AUT Computer programming, consultancy and related activities; information service activities",36.8
"AUT Financial service activities, except insurance and pension funding",42.6
"AUT Insurance, reinsurance and pension funding, except compulsory social security",20.4
AUT Activities auxiliary to financial services and insurance activities,37.9
AUT Real estate activities,51.8
AUT Legal and accounting activities; activities of head offices; management consultancy activities,86.6
AUT Architectural and engineering activities; technical testing and analysis,30.0
AUT Scientific research and development,9.1
AUT Advertising and market research,22.6
"AUT Other professional, scientific and technical activities; veterinary activities",53.8
AUT Administrative and support service activities,274.3
