,AUT,AUS,BEL,BGR,BRA,CAN,CHN,DEU,ESP,FRA,GBR,HUN,IDN,IND,IRL,ITA,JPN,KOR,MEX,NLD,NOR,POL,PRT,ROU,RUS,TUR,TWN,USA,REU,RoW
CHN Manufacture of rubber and plastic products,361.5,21.4,76.3,9.7,110.1,339.8,5766.1,440.7,169.7,347.5,413.4,18.6,114.7,78.8,23.4,221.9,1465.9,52.4,322.6,218.3,34.7,76.0,8.4,19.1,42.1,80.3,80.2,3148.0,197.3,2769.7
CHN Manufacture of other non-metallic mineral products,43.8,11.5,54.7,3.6,47.0,164.2,2829.6,242.9,74.8,131.3,191.8,5.0,20.6,23.1,6.3,163.2,199.8,127.7,63.4,93.6,13.4,49.0,8.1,14.0,81.3,29.8,12.3,1045.5,141.4,831.7
CHN Manufacture of basic metals,116.0,20.4,52.0,6.9,57.0,240.2,11208.1,318.2,104.0,177.5,273.2,8.3,45.7,58.0,18.1,142.2,395.6,84.2,113.5,109.4,21.9,43.6,7.9,12.5,128.6,44.1,32.1,1805.6,182.1,0.0
"CHN Manufacture of fabricated metal products, except machinery and equipment",289.7,34.9,133.6,11.7,148.1,225.0,20142.4,626.8,237.5,341.5,430.1,14.0,435.4,255.6,30.6,262.1,989.7,116.0,397.3,226.7,35.3,109.3,17.0,23.4,117.9,79.4,215.7,3365.5,321.4,4129.4
"CHN Manufacture of computer, electronic and optical products",5403.6,756.5,726.7,246.8,3552.1,5587.3,53348.5,14350.3,2331.8,6170.1,6589.8,800.2,1955.5,2771.9,313.1,2374.9,18072.2,8172.2,2690.4,914.3,463.3,2133.4,407.3,809.5,2048.5,1846.1,2280.0,63269.6,5054.1,82016.7
CHN Manufacture of electrical equipment,1365.6,175.8,535.6,96.2,992.9,1574.9,84268.3,3434.9,832.2,1449.3,2367.2,233.1,753.4,903.4,137.2,1350.2,7844.7,2055.9,1303.8,824.8,121.6,564.9,119.0,108.1,294.6,793.6,1537.9,11649.0,1856.7,20883.1
CHN Manufacture of machinery and equipment n.e.c.,1440.6,267.4,856.0,202.3,1574.0,1417.6,166481.8,3967.6,890.7,1323.8,1901.7,211.0,1898.4,3183.2,53.5,1927.4,3296.8,2508.4,1663.0,1998.9,177.7,607.1,92.7,495.0,3946.4,1224.6,1399.7,14196.9,2513.6,29946.7
"CHN Manufacture of motor vehicles, trailers and semi-trailers",189.0,19.8,74.3,5.0,180.2,142.5,145491.1,350.9,65.1,176.9,453.5,12.5,89.2,102.2,7.4,164.9,317.3,248.1,121.2,109.4,20.8,125.2,10.2,18.2,737.5,88.7,110.0,1325.7,890.1,6350.8
CHN Manufacture of other transport equipment,312.9,19.7,88.2,4.6,109.9,432.4,50822.5,2498.8,109.6,353.8,959.6,6.0,508.8,187.9,7.5,346.5,1050.1,628.6,102.4,373.2,279.9,107.9,24.1,22.9,244.1,50.9,77.9,1663.0,2168.0,13748.1
CHN Manufacture of furniture; other manufacturing,1084.7,218.4,513.5,58.1,402.9,2838.4,15294.4,3056.0,1099.9,1938.6,3078.1,60.9,124.1,222.4,232.4,1431.8,3253.7,375.0,1174.9,1089.3,235.3,404.3,76.3,80.7,351.1,372.9,53.4,20563.2,1737.6,8038.6
CHN Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHN Electricity, gas, steam and air conditioning supply",8.0,1.7,11.5,0.6,5.3,13.0,25377.1,46.1,6.1,10.6,15.2,1.3,5.0,6.6,0.8,11.0,33.5,9.2,7.5,8.1,1.2,3.2,0.5,1.1,12.1,4.0,5.2,96.1,15.1,204.7
"CHN Water collection, treatment and supply",0.5,0.1,0.2,0.0,0.2,0.9,4427.1,1.3,0.4,0.7,1.1,0.0,0.2,0.2,0.1,0.6,1.4,0.7,0.5,0.5,0.1,0.2,0.0,0.0,0.2,0.2,0.2,7.3,0.7,4.0
"CHN Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",2.8,0.5,1.0,0.1,1.4,5.4,7779.9,7.7,2.2,4.2,6.0,0.3,0.7,1.1,0.4,2.8,9.1,2.4,2.4,2.0,0.5,1.1,0.2,0.3,1.2,1.0,0.6,43.8,3.7,28.1
CHN Construction,1.6,1.8,1.3,0.0,0.0,1.5,1105903.0,0.6,0.0,0.0,7.7,0.4,0.0,1.7,0.0,0.2,0.0,0.0,0.0,4.8,0.2,0.9,0.3,0.3,3.4,0.0,0.0,0.0,3.0,2294.6
CHN Wholesale and retail trade and repair of motor vehicles and motorcycles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHN Wholesale trade, except of motor vehicles and motorcycles",0.3,2.8,9.3,0.0,1.4,0.6,154351.5,48.1,5.8,41.6,5.9,0.4,0.0,0.0,99.6,79.6,165.6,46.3,1.5,29.9,0.0,0.6,0.0,0.0,13.1,0.0,1.4,0.0,41.0,25501.5
"CHN Retail trade, except of motor vehicles and motorcycles",0.0,0.0,0.0,0.0,0.2,0.0,31931.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.1,0.0,0.6,0.2,0.0,0.0,0.5,0.0,0.0,0.0,5.3,5307.5
CHN Land transport and transport via pipelines,17.2,16.4,39.5,0.8,0.1,89.7,40982.1,76.0,36.2,50.4,19.0,2.8,0.4,0.0,0.2,22.2,54.4,14.5,0.0,13.5,0.1,18.8,0.1,0.1,12.2,1.3,0.2,64.0,63.6,4392.4
CHN Water transport,8.0,1.1,0.1,0.3,0.0,42.5,6254.3,24.4,3.8,2.2,31.3,0.5,0.3,0.6,0.1,2.1,154.8,0.3,0.0,16.2,0.6,2.9,0.0,0.2,2.6,1.8,0.0,0.0,21.2,12457.7
CHN Air transport,0.0,24.0,34.5,7.8,1.9,513.7,1709.0,88.1,162.2,267.5,184.4,14.9,3.6,3.5,4.2,198.2,787.9,177.7,5.2,65.9,7.5,9.3,0.7,0.5,6.5,1.0,1.7,1798.0,127.7,3030.7
CHN Warehousing and support activities for transportation,4.6,4.6,33.9,0.1,0.3,4.8,4003.1,61.7,17.2,41.8,4.4,1.3,0.2,0.1,0.0,22.1,22.0,51.7,0.0,2.1,1.3,1.4,0.1,0.0,2.4,0.1,0.2,0.0,21.7,411.4
CHN Postal and courier activities,0.0,0.1,0.2,0.1,0.1,0.0,928.1,0.4,0.8,0.6,3.2,0.0,0.0,0.0,0.0,0.3,0.5,0.5,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,265.7
CHN Accommodation and food service activities,77.0,6.2,13.5,0.4,21.4,276.5,95791.5,5.3,4.0,0.0,345.9,1.0,13.2,0.0,7.8,47.3,521.4,46.4,0.2,0.0,0.0,0.0,4.8,3.3,2.0,0.0,7.2,0.0,116.5,2682.3
CHN Publishing activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Telecommunications,57.5,1.1,4.5,2.5,1.0,0.7,53629.1,5.3,5.8,4.2,23.9,0.3,11.1,5.5,0.1,34.2,23.1,43.8,3.0,17.9,1.1,0.8,0.2,2.8,21.4,0.6,3.3,0.9,12.9,278.4
"CHN Computer programming, consultancy and related activities; information service activities",1.6,0.0,0.0,0.0,2.1,8.5,37745.9,7.0,10.8,1.4,21.5,0.1,0.4,1.9,0.0,1.9,8.6,1.6,0.0,1.9,0.3,2.1,0.2,0.6,0.0,0.1,0.5,12.1,14.8,2179.6
"CHN Financial service activities, except insurance and pension funding",0.1,0.0,0.1,0.0,1.4,0.1,41694.9,0.2,0.3,0.3,8.7,0.0,0.3,0.0,1.0,0.1,0.8,0.1,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.1,136.5
"CHN Insurance, reinsurance and pension funding, except compulsory social security",0.0,0.0,0.0,0.0,0.0,0.1,20092.8,0.0,0.1,0.0,0.2,0.0,0.2,0.6,0.0,0.1,0.3,0.0,4.9,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.1,1.2,0.5,612.4
CHN Activities auxiliary to financial services and insurance activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Real estate activities,0.0,0.0,0.0,0.0,0.0,0.0,182843.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Legal and accounting activities; activities of head offices; management consultancy activities,542.3,13.1,221.9,10.2,55.9,27.0,8700.4,185.7,119.9,439.5,70.1,0.9,128.2,46.2,5.2,420.9,0.0,370.4,0.0,658.1,123.3,58.6,1.7,8.1,0.0,0.0,4.4,1195.3,338.1,9011.2
CHN Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Scientific research and development,0.0,0.1,0.6,0.1,0.2,0.1,4772.3,5.1,0.2,3.5,0.8,0.0,0.0,0.0,0.2,1.5,0.9,193.5,0.0,2.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,7.8,12.8,6.7
CHN Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHN Other professional, scientific and technical activities; veterinary activities",0.0,0.0,0.0,0.0,0.0,0.0,17384.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Administrative and support service activities,0.0,0.0,0.0,0.0,0.0,0.0,22585.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Public administration and defence; compulsory social security,0.0,0.1,0.0,0.1,0.0,0.4,349354.8,1.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,5.0,0.4,0.0,0.2,18.7,0.0,0.0,0.0,0.0,1.3,0.0,0.4,1.4,217.0
CHN Education,1.1,0.0,0.0,0.0,0.0,1.4,196057.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.1,128.2
CHN Human health and social work activities,0.3,0.0,0.0,0.0,0.0,0.5,173232.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.1,216.2
CHN Other service activities,166.7,14.4,34.1,6.7,36.9,447.5,86437.0,11.4,254.8,44.0,295.8,47.8,97.0,1732.0,6.2,44.8,159.8,17.0,0.0,68.5,1.9,22.0,0.2,7.0,0.0,28.1,41.9,14.6,189.8,550.4
CHN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DEU Crop and animal production, hunting and related service activities",1.9,241.3,158.6,2.6,1.9,2.4,5.7,17178.4,89.8,184.5,150.6,43.0,0.2,0.9,21.3,168.9,3.9,0.8,1.0,206.3,20.7,130.3,16.4,19.4,45.5,6.2,0.7,39.0,710.1,90.6
DEU Forestry and logging,0.0,3.3,0.4,0.0,0.1,0.0,0.0,2014.0,0.2,1.0,0.3,0.5,0.0,0.0,0.1,0.7,0.0,0.0,0.3,6.7,0.1,1.4,0.1,0.1,0.4,0.1,0.1,0.1,17.0,0.3
DEU Fishing and aquaculture,0.0,8.4,8.9,0.0,0.0,0.0,0.0,148.3,4.5,8.7,0.0,0.2,0.0,0.0,0.1,10.8,0.1,0.0,0.0,10.7,0.1,0.0,0.8,0.0,0.8,0.0,0.0,0.0,23.8,93.3
DEU Mining and quarrying,0.5,6.8,36.9,0.3,1.1,0.7,3.5,3071.7,3.1,6.2,5.6,21.6,0.2,0.6,0.4,7.6,0.8,0.7,0.6,6.1,0.6,3.3,0.6,0.9,3.2,1.0,0.5,8.8,25.7,8.3
"DEU Manufacture of food products, beverages and tobacco products",238.1,3140.0,2014.5,242.9,63.5,302.7,186.8,122878.1,2178.1,5306.9,3756.4,770.2,31.0,9.8,470.7,5369.5,798.3,63.9,56.9,4518.3,384.9,1826.9,473.3,708.2,1226.2,198.3,117.8,800.0,8292.8,3412.0
"DEU Manufacture of textiles, wearing apparel and leather products",47.3,2161.6,503.8,35.8,11.3,150.2,80.8,-1219.1,630.0,785.9,1057.5,244.7,6.1,6.4,126.4,727.0,172.4,45.4,24.5,1079.6,183.4,1382.6,184.8,79.7,3826.4,140.3,32.1,337.3,2726.3,1455.1
"DEU Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2.0,23.2,8.3,0.6,1.5,1.9,7.4,6413.2,11.2,27.1,14.9,4.0,0.3,1.1,2.0,16.3,3.7,1.2,2.0,16.8,2.3,11.5,2.5,1.7,11.4,3.0,0.6,16.5,50.6,6.9
DEU Manufacture of paper and paper products,30.7,178.5,179.9,4.8,3.7,7.2,11.2,6404.4,76.7,439.4,198.3,39.4,1.2,2.3,21.6,68.7,7.3,4.2,6.6,171.5,24.7,69.9,21.8,17.7,41.2,7.7,2.0,97.9,479.0,99.5
DEU Printing and reproduction of recorded media,0.5,3.2,2.4,0.2,0.5,0.5,2.2,3489.3,1.9,5.4,3.5,0.7,0.1,0.4,0.4,2.5,0.5,0.5,0.4,3.2,0.5,1.8,0.4,0.6,2.0,0.5,0.3,3.0,11.4,-0.0
DEU Manufacture of coke and refined petroleum products ,12.4,1168.2,173.3,9.1,16.6,10.6,47.1,37713.8,258.8,706.2,487.3,60.5,3.1,7.1,11.2,87.8,13.3,15.5,15.0,974.2,14.8,460.8,20.8,31.9,67.9,35.6,22.3,657.0,1181.4,598.2
DEU Manufacture of chemicals and chemical products ,120.1,607.9,435.9,42.4,100.1,42.6,338.6,15055.8,541.6,1329.3,788.8,106.8,30.7,79.1,25.9,843.8,125.9,101.0,115.6,1073.8,132.9,633.6,141.6,125.5,812.7,305.7,34.3,779.4,2595.3,1203.9
DEU Manufacture of basic pharmaceutical products and pharmaceutical preparations,523.2,994.0,1601.6,174.9,487.6,723.8,673.9,6727.6,1338.4,3317.8,285.5,307.5,50.0,10.7,319.3,2125.4,50.9,267.9,593.3,569.3,80.9,919.8,427.0,463.1,26.1,13.8,31.3,4759.9,3323.7,7035.5
DEU Manufacture of rubber and plastic products,70.4,429.5,164.5,23.5,97.1,38.6,225.9,7455.6,276.8,728.8,437.1,109.3,11.5,41.9,39.2,382.1,120.9,23.7,128.3,732.0,70.3,396.8,53.9,95.0,153.3,103.1,20.0,343.5,820.9,675.4
DEU Manufacture of other non-metallic mineral products,8.7,126.9,33.8,3.2,11.1,15.2,34.7,11082.1,55.1,116.2,68.3,27.9,1.3,8.2,5.7,125.2,34.7,12.5,16.3,80.7,15.7,49.7,10.0,7.9,40.4,10.9,8.5,147.7,229.6,121.4
DEU Manufacture of basic metals,9.9,59.4,40.1,3.2,10.3,48.1,60.7,3580.7,44.8,103.8,61.8,10.3,2.9,10.3,5.3,67.1,14.9,10.6,12.6,76.0,11.1,40.7,8.5,10.0,45.4,19.2,6.6,86.5,234.2,148.5
"DEU Manufacture of fabricated metal products, except machinery and equipment",98.2,678.9,471.6,27.7,91.4,57.2,358.7,26591.9,461.5,1078.4,624.8,68.4,38.6,84.7,89.8,669.3,125.9,56.9,180.1,400.2,123.8,543.2,80.1,60.0,287.6,174.9,39.3,951.0,1283.0,1448.6
"DEU Manufacture of computer, electronic and optical products",343.7,1911.3,1441.3,179.9,723.4,328.5,1736.6,6603.8,3209.8,3222.7,3961.1,178.9,336.7,383.4,89.7,3081.7,1440.4,859.9,157.4,229.8,443.6,2322.7,577.5,686.9,1340.6,1266.4,216.8,5287.7,8057.8,10302.1
DEU Manufacture of electrical equipment,537.8,1594.2,945.5,84.3,298.9,245.3,2676.1,17051.4,1559.3,1676.3,1829.6,270.6,82.0,390.2,139.9,1471.8,618.2,524.5,290.1,972.4,248.8,1019.0,269.5,240.3,419.2,672.3,317.5,2013.8,4895.1,3914.7
DEU Manufacture of machinery and equipment n.e.c.,1191.4,4416.2,2513.4,523.5,1905.6,990.0,15201.4,67920.0,4054.1,6649.4,5720.6,1699.6,448.8,2473.4,274.0,6293.3,1099.9,2411.7,1984.9,2888.6,1549.1,3678.1,724.5,2163.7,9908.9,2807.8,1818.1,9443.7,15677.1,20726.9
"DEU Manufacture of motor vehicles, trailers and semi-trailers",2230.9,4532.0,3387.9,293.1,458.0,2766.8,6762.2,75935.2,9773.8,18219.6,16157.7,1424.6,127.9,433.4,1263.8,14854.4,2967.7,1309.2,1160.1,5164.1,2509.1,3416.0,2309.1,1065.3,8066.5,2572.7,475.6,21027.5,17606.4,22443.5
DEU Manufacture of other transport equipment,66.2,1221.6,267.0,115.4,196.3,456.7,1333.9,-5333.0,496.8,1321.5,3005.1,38.6,280.8,2074.5,161.5,1050.0,55.4,23.7,217.2,786.2,690.2,387.7,196.4,49.0,320.0,393.6,22.4,979.7,2911.3,8433.0
DEU Manufacture of furniture; other manufacturing,217.0,2062.2,569.5,52.1,196.7,310.7,1490.8,23978.4,1129.2,3100.1,1456.9,197.1,27.2,209.7,209.4,1418.8,581.0,138.6,336.8,2030.1,293.6,715.5,205.3,122.1,449.1,464.8,32.6,3012.6,3749.3,3540.8
DEU Repair and installation of machinery and equipment,13.5,289.8,49.5,14.0,38.7,48.4,187.6,19402.7,75.6,326.5,316.0,17.9,28.6,201.9,17.5,142.1,15.2,13.9,28.9,120.4,87.2,59.9,57.7,18.2,68.3,51.4,91.6,156.9,421.9,826.8
"DEU Electricity, gas, steam and air conditioning supply",4.7,229.5,991.1,3.3,77.5,33.9,49.0,61629.1,59.3,49.4,51.8,96.6,0.5,3.0,4.7,258.6,2.5,2.6,10.5,119.0,9.7,52.4,17.9,5.3,4.6,27.8,7.3,130.4,482.0,1099.2
"DEU Water collection, treatment and supply",0.5,4.6,14.6,0.1,1.4,0.7,3.5,5286.5,2.2,2.2,2.3,1.6,0.1,0.4,0.2,4.9,0.5,0.5,0.5,2.5,0.4,1.6,0.5,0.3,0.8,1.0,0.4,3.7,13.0,61.6
"DEU Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.5,1.7,2.1,0.1,0.4,0.3,3.7,24523.3,1.6,1.7,1.7,0.4,0.1,0.4,0.1,1.9,0.5,0.5,0.3,1.3,0.3,1.1,0.3,0.3,0.8,0.7,0.3,2.3,33.6,614.1
DEU Construction,16.2,72.6,37.5,6.9,23.5,14.0,192.7,229129.9,51.0,91.1,81.4,22.8,5.4,46.8,4.2,80.9,14.8,28.5,23.9,49.0,20.8,57.6,12.1,27.7,115.4,33.3,25.4,114.4,231.6,505.6
DEU Wholesale and retail trade and repair of motor vehicles and motorcycles,1.1,5.4,2.0,0.2,0.5,0.7,3.2,57526.0,9.5,4.3,13.0,0.6,0.1,0.4,0.3,4.8,0.8,3.2,3.2,3.6,0.6,1.9,0.6,1.0,21.5,0.8,1.4,22.9,34.6,176.4
"DEU Wholesale trade, except of motor vehicles and motorcycles",305.2,1563.6,1118.1,125.5,312.4,331.3,1275.0,52581.3,1385.6,2615.9,1572.2,337.3,75.5,190.1,254.2,2119.7,416.1,304.3,305.1,1334.6,237.7,1139.9,303.2,391.5,1111.2,369.7,150.2,2547.6,4415.6,9814.7
"DEU Retail trade, except of motor vehicles and motorcycles",4.3,26.1,15.5,1.7,4.4,5.3,19.4,184994.4,20.8,41.3,24.5,4.8,1.0,2.9,3.8,30.4,7.0,3.9,4.7,24.4,3.9,16.3,4.3,5.1,14.3,5.7,1.9,39.1,74.4,224.2
DEU Land transport and transport via pipelines,4.5,60.0,52.3,1.5,4.4,12.5,30.2,29643.5,50.3,29.5,27.4,5.9,2.3,7.3,1.5,43.0,9.6,3.8,1.7,17.4,2.1,49.2,3.1,2.1,13.3,18.4,3.0,17.2,115.4,1190.2
DEU Water transport,7.4,23.4,3.1,2.3,0.6,27.2,39.9,651.5,23.9,9.0,139.6,4.4,5.6,156.0,1.9,16.0,81.1,0.7,0.5,66.4,4.2,39.0,3.2,7.3,10.8,102.3,0.6,5.1,128.9,12907.7
DEU Air transport,0.1,103.7,45.8,12.8,45.7,88.0,86.9,15069.9,246.5,110.4,218.4,30.9,19.5,259.7,13.4,317.8,111.5,18.1,79.7,69.3,12.0,31.5,17.9,4.6,6.2,14.6,20.2,269.9,264.7,591.5
DEU Warehousing and support activities for transportation,7.4,119.2,257.9,1.4,36.4,7.0,7.0,5588.9,154.1,104.3,39.6,15.7,5.8,40.9,0.6,207.9,21.1,30.6,5.1,19.0,13.3,33.0,11.8,1.4,16.3,13.8,13.0,6.9,194.2,948.4
DEU Postal and courier activities,0.0,13.8,2.5,0.4,0.1,0.5,1.3,3343.8,42.0,9.3,73.7,2.3,0.0,0.0,2.9,3.2,0.2,0.0,0.0,44.6,0.3,2.9,0.9,0.1,0.0,0.0,0.1,0.0,20.7,233.3
DEU Accommodation and food service activities,10.8,228.0,199.3,13.4,11.6,81.5,21.8,83543.2,38.8,4.5,255.3,20.5,6.1,0.1,43.9,106.1,59.2,4.1,0.1,4.7,0.5,2.0,17.1,11.3,2.7,0.2,3.7,0.7,1855.5,1009.4
DEU Publishing activities,73.2,300.6,310.4,8.9,6.8,1.2,3.1,15444.2,123.1,211.5,491.5,41.1,1.1,0.5,0.6,156.6,14.5,16.7,0.7,147.9,15.5,132.2,42.3,7.5,2.7,0.9,8.7,176.5,468.4,2313.5
"DEU Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",3.8,255.4,132.5,18.7,7.5,3.4,0.0,15813.1,38.4,305.2,107.8,13.6,11.2,0.0,0.0,226.0,7.7,26.2,16.6,100.3,4.5,113.7,53.1,27.8,0.0,0.0,42.7,407.0,256.2,458.2
DEU Telecommunications,5.4,122.9,59.1,9.6,5.5,6.7,27.0,51687.2,171.1,100.8,318.6,29.6,4.2,4.6,10.0,220.1,11.6,10.6,6.2,96.9,7.1,72.4,21.2,12.9,61.6,11.9,14.0,95.0,322.9,260.1
"DEU Computer programming, consultancy and related activities; information service activities",43.5,95.6,98.3,7.5,11.2,84.2,2.1,40078.0,264.6,110.7,233.1,37.7,0.9,1.6,0.0,109.6,28.9,9.6,0.0,244.4,38.6,134.0,29.8,34.1,0.0,0.3,7.3,111.3,1404.3,3085.7
"DEU Financial service activities, except insurance and pension funding",4.1,48.3,11.1,0.4,11.2,24.4,2.8,48504.8,422.7,122.4,1581.9,13.4,0.7,0.2,207.9,108.8,15.8,6.0,9.7,1202.5,12.8,59.4,11.2,2.2,5.5,69.5,1.7,3.4,430.8,3798.0
"DEU Insurance, reinsurance and pension funding, except compulsory social security",0.7,4.6,2.2,0.5,0.3,1.1,0.5,53447.3,11.3,6.3,4.7,1.5,0.1,1.1,12.5,33.7,9.5,0.4,34.4,4.5,0.2,3.8,0.9,0.5,0.1,5.3,0.6,756.0,65.9,502.4
DEU Activities auxiliary to financial services and insurance activities,0.0,0.0,0.0,0.0,0.0,0.1,0.0,817.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,1.3,2.4
DEU Real estate activities,35.9,31.4,0.8,0.1,93.3,2.9,0.0,323524.3,6.8,0.0,227.8,0.0,31.3,0.0,0.0,165.3,0.4,30.3,0.0,506.2,1.1,110.4,2.7,0.0,2.5,0.0,24.7,0.0,16.3,64.4
DEU Legal and accounting activities; activities of head offices; management consultancy activities,76.0,25.9,137.3,6.6,15.7,20.5,1816.4,6934.2,288.8,178.8,20.8,8.5,8.8,5.3,1.1,114.7,1.1,3.4,0.0,394.1,26.5,196.7,12.5,16.2,0.0,0.0,3.7,241.7,456.0,697.3
DEU Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.2,0.0,25920.5,0.5,0.1,0.2,0.1,0.0,0.0,0.0,160.8,0.1,0.0,0.0,0.4,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.1,2.6,0.1
DEU Scientific research and development,0.0,46.3,74.3,11.6,12.3,13.3,330.0,2499.5,85.9,279.4,37.7,60.3,0.0,0.0,10.6,79.1,10.3,333.8,0.8,291.3,0.1,12.7,4.1,15.1,17.0,0.0,0.7,306.0,1921.2,87.5
DEU Advertising and market research,0.2,0.1,0.3,2.1,0.0,0.1,3.6,38.5,1.8,0.4,2.4,0.0,0.0,0.0,0.0,0.3,0.1,2.3,0.0,7.8,0.1,0.5,0.0,0.1,0.0,0.0,0.1,163.6,68.7,206.2
"DEU Other professional, scientific and technical activities; veterinary activities",0.1,0.8,0.4,0.0,0.1,0.7,0.3,7498.0,0.4,0.6,15.6,1.0,0.0,0.0,19.5,3.3,5.3,1.5,4.5,4.1,0.7,4.2,1.0,0.1,0.4,1.3,0.3,2.3,5.7,13.4
DEU Administrative and support service activities,19.8,13.3,3.0,0.1,53.8,2.6,0.0,21542.8,38.9,30.6,27.8,3.7,0.1,0.0,4.6,19.1,0.5,4.7,3.5,29.6,0.8,2.6,4.4,0.5,0.0,0.2,0.4,217.6,340.5,98.6
DEU Public administration and defence; compulsory social security,0.1,0.4,0.0,0.7,0.0,1.2,1.9,262051.6,0.9,0.2,1.1,2.1,0.7,0.0,0.0,0.2,2.9,0.0,0.0,1.2,56.2,0.4,0.1,0.1,1.6,58.8,0.1,30.8,10.1,406.0
DEU Education,0.0,0.0,0.0,0.0,0.0,0.2,0.0,156866.6,0.6,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.5,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.1,3.1,5.8
DEU Human health and social work activities,0.0,0.4,0.0,0.0,0.0,0.1,0.0,307499.0,0.4,0.5,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.1,0.2,0.1,0.1,0.0,0.0,0.2,0.1,2.2,1.7
