,0
"BRA Retail trade, except of motor vehicles and motorcycles",5601.5
BRA Land transport and transport via pipelines,33512.2
BRA Water transport,7014.5
BRA Air transport,24699.5
BRA Warehousing and support activities for transportation,3613.9
BRA Postal and courier activities,0.0
BRA Accommodation and food service activities,3200.3
BRA Publishing activities,19.2
"BRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",21.3
BRA Telecommunications,682.9
"BRA Computer programming, consultancy and related activities; information service activities",429.6
"BRA Financial service activities, except insurance and pension funding",853.9
"BRA Insurance, reinsurance and pension funding, except compulsory social security",0.0
BRA Activities auxiliary to financial services and insurance activities,0.0
BRA Real estate activities,449.5
BRA Legal and accounting activities; activities of head offices; management consultancy activities,1495.9
BRA Architectural and engineering activities; technical testing and analysis,642.2
BRA Scientific research and development,333.1
BRA Advertising and market research,0.0
"BRA Other professional, scientific and technical activities; veterinary activities",0.0
BRA Administrative and support service activities,2230.8
BRA Public administration and defence; compulsory social security,3950.1
BRA Education,3231.0
BRA Human health and social work activities,2111.9
BRA Other service activities,2235.8
BRA Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
BRA Activities of extraterritorial organizations and bodies,0.0
"CAN Crop and animal production, hunting and related service activities",7491.9
CAN Forestry and logging,2131.4
CAN Fishing and aquaculture,67.3
CAN Mining and quarrying,43063.2
"CAN Manufacture of food products, beverages and tobacco products",6240.3
"CAN Manufacture of textiles, wearing apparel and leather products",583.2
"CAN Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2635.7
CAN Manufacture of paper and paper products,8627.0
CAN Printing and reproduction of recorded media,1048.8
CAN Manufacture of coke and refined petroleum products ,23583.2
CAN Manufacture of chemicals and chemical products ,11997.4
CAN Manufacture of basic pharmaceutical products and pharmaceutical preparations,96.3
CAN Manufacture of rubber and plastic products,3394.0
CAN Manufacture of other non-metallic mineral products,13068.2
CAN Manufacture of basic metals,26671.7
"CAN Manufacture of fabricated metal products, except machinery and equipment",1293.0
"CAN Manufacture of computer, electronic and optical products",642.5
CAN Manufacture of electrical equipment,640.7
CAN Manufacture of machinery and equipment n.e.c.,1334.5
"CAN Manufacture of motor vehicles, trailers and semi-trailers",3607.6
CAN Manufacture of other transport equipment,547.9
CAN Manufacture of furniture; other manufacturing,1555.5
CAN Repair and installation of machinery and equipment,0.0
"CAN Electricity, gas, steam and air conditioning supply",123888.3
"CAN Water collection, treatment and supply",0.0
"CAN Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",2093.0
CAN Construction,5722.7
CAN Wholesale and retail trade and repair of motor vehicles and motorcycles,3070.9
"CAN Wholesale trade, except of motor vehicles and motorcycles",5994.8
"CAN Retail trade, except of motor vehicles and motorcycles",6716.7
CAN Land transport and transport via pipelines,27615.2
CAN Water transport,16060.8
CAN Air transport,24554.2
CAN Warehousing and support activities for transportation,1074.5
CAN Postal and courier activities,1287.8
CAN Accommodation and food service activities,3910.5
CAN Publishing activities,48.7
"CAN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",415.8
CAN Telecommunications,672.7
"CAN Computer programming, consultancy and related activities; information service activities",800.0
"CAN Financial service activities, except insurance and pension funding",3307.1
"CAN Insurance, reinsurance and pension funding, except compulsory social security",854.1
CAN Activities auxiliary to financial services and insurance activities,0.0
CAN Real estate activities,8938.4
CAN Legal and accounting activities; activities of head offices; management consultancy activities,1032.5
CAN Architectural and engineering activities; technical testing and analysis,729.2
CAN Scientific research and development,719.0
CAN Advertising and market research,217.3
"CAN Other professional, scientific and technical activities; veterinary activities",1743.7
CAN Administrative and support service activities,4372.6
CAN Public administration and defence; compulsory social security,7048.8
CAN Education,7410.7
CAN Human health and social work activities,6365.0
CAN Other service activities,4906.4
CAN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
CAN Activities of extraterritorial organizations and bodies,0.0
"CHN Crop and animal production, hunting and related service activities",86388.1
CHN Forestry and logging,9134.8
CHN Fishing and aquaculture,4865.2
CHN Mining and quarrying,114807.6
"CHN Manufacture of food products, beverages and tobacco products",62220.9
"CHN Manufacture of textiles, wearing apparel and leather products",44688.4
"CHN Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8202.1
CHN Manufacture of paper and paper products,31790.4
CHN Printing and reproduction of recorded media,3337.3
CHN Manufacture of coke and refined petroleum products ,51174.8
CHN Manufacture of chemicals and chemical products ,237264.0
CHN Manufacture of basic pharmaceutical products and pharmaceutical preparations,262.4
CHN Manufacture of rubber and plastic products,9595.5
CHN Manufacture of other non-metallic mineral products,635863.0
CHN Manufacture of basic metals,322134.9
"CHN Manufacture of fabricated metal products, except machinery and equipment",14029.4
"CHN Manufacture of computer, electronic and optical products",4560.9
CHN Manufacture of electrical equipment,8566.8
CHN Manufacture of machinery and equipment n.e.c.,26750.2
"CHN Manufacture of motor vehicles, trailers and semi-trailers",12482.5
CHN Manufacture of other transport equipment,4391.5
CHN Manufacture of furniture; other manufacturing,6765.5
CHN Repair and installation of machinery and equipment,0.0
"CHN Electricity, gas, steam and air conditioning supply",1554562.3
"CHN Water collection, treatment and supply",1141.7
"CHN Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",22537.7
CHN Construction,27751.1
CHN Wholesale and retail trade and repair of motor vehicles and motorcycles,0.0
"CHN Wholesale trade, except of motor vehicles and motorcycles",21887.3
"CHN Retail trade, except of motor vehicles and motorcycles",4527.9
CHN Land transport and transport via pipelines,33679.3
CHN Water transport,79533.6
CHN Air transport,25934.9
CHN Warehousing and support activities for transportation,3222.4
CHN Postal and courier activities,636.3
CHN Accommodation and food service activities,10926.1
CHN Publishing activities,0.0
"CHN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.0
CHN Telecommunications,730.8
"CHN Computer programming, consultancy and related activities; information service activities",1072.7
"CHN Financial service activities, except insurance and pension funding",1665.6
"CHN Insurance, reinsurance and pension funding, except compulsory social security",355.0
CHN Activities auxiliary to financial services and insurance activities,0.0
CHN Real estate activities,10222.9
CHN Legal and accounting activities; activities of head offices; management consultancy activities,1596.7
CHN Architectural and engineering activities; technical testing and analysis,0.0
CHN Scientific research and development,1587.1
CHN Advertising and market research,0.0
"CHN Other professional, scientific and technical activities; veterinary activities",1521.4
CHN Administrative and support service activities,143.5
CHN Public administration and defence; compulsory social security,12697.6
CHN Education,28425.9
CHN Human health and social work activities,7299.3
CHN Other service activities,28360.6
CHN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
CHN Activities of extraterritorial organizations and bodies,0.0
"DEU Crop and animal production, hunting and related service activities",1962.0
DEU Forestry and logging,96.0
DEU Fishing and aquaculture,9.3
DEU Mining and quarrying,11317.2
"DEU Manufacture of food products, beverages and tobacco products",10274.0
"DEU Manufacture of textiles, wearing apparel and leather products",1859.1
"DEU Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1042.1
DEU Manufacture of paper and paper products,6353.2
DEU Printing and reproduction of recorded media,1279.6
DEU Manufacture of coke and refined petroleum products ,23456.0
DEU Manufacture of chemicals and chemical products ,24382.6
DEU Manufacture of basic pharmaceutical products and pharmaceutical preparations,200.4
DEU Manufacture of rubber and plastic products,2074.7
DEU Manufacture of other non-metallic mineral products,38054.6
DEU Manufacture of basic metals,83146.5
"DEU Manufacture of fabricated metal products, except machinery and equipment",2859.3
"DEU Manufacture of computer, electronic and optical products",1478.1
DEU Manufacture of electrical equipment,2626.4
DEU Manufacture of machinery and equipment n.e.c.,3761.9
"DEU Manufacture of motor vehicles, trailers and semi-trailers",4257.2
DEU Manufacture of other transport equipment,471.3
DEU Manufacture of furniture; other manufacturing,1118.9
DEU Repair and installation of machinery and equipment,665.8
"DEU Electricity, gas, steam and air conditioning supply",333602.5
"DEU Water collection, treatment and supply",1697.4
"DEU Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",6653.3
DEU Construction,7136.8
DEU Wholesale and retail trade and repair of motor vehicles and motorcycles,3370.3
"DEU Wholesale trade, except of motor vehicles and motorcycles",15550.4
"DEU Retail trade, except of motor vehicles and motorcycles",16757.0
DEU Land transport and transport via pipelines,21667.9
DEU Water transport,42357.9
DEU Air transport,84106.1
DEU Warehousing and support activities for transportation,17193.8
DEU Postal and courier activities,1667.5
DEU Accommodation and food service activities,4955.3
DEU Publishing activities,418.6
"DEU Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",577.4
DEU Telecommunications,910.0
"DEU Computer programming, consultancy and related activities; information service activities",1839.7
"DEU Financial service activities, except insurance and pension funding",2226.5
"DEU Insurance, reinsurance and pension funding, except compulsory social security",715.7
DEU Activities auxiliary to financial services and insurance activities,605.7
DEU Real estate activities,1098.9
DEU Legal and accounting activities; activities of head offices; management consultancy activities,3041.4
DEU Architectural and engineering activities; technical testing and analysis,1398.7
DEU Scientific research and development,559.5
DEU Advertising and market research,795.8
"DEU Other professional, scientific and technical activities; veterinary activities",831.3
DEU Administrative and support service activities,4187.8
DEU Public administration and defence; compulsory social security,9473.3
DEU Education,5813.7
DEU Human health and social work activities,11440.4
DEU Other service activities,6219.5
DEU Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.7
DEU Activities of extraterritorial organizations and bodies,0.0
"ESP Crop and animal production, hunting and related service activities",6945.0
ESP Forestry and logging,239.1
ESP Fishing and aquaculture,93.5
ESP Mining and quarrying,899.5
"ESP Manufacture of food products, beverages and tobacco products",5215.5
"ESP Manufacture of textiles, wearing apparel and leather products",2123.3
"ESP Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",497.7
ESP Manufacture of paper and paper products,1990.4
ESP Printing and reproduction of recorded media,522.0
ESP Manufacture of coke and refined petroleum products ,11468.3
ESP Manufacture of chemicals and chemical products ,10506.7
ESP Manufacture of basic pharmaceutical products and pharmaceutical preparations,55.1
ESP Manufacture of rubber and plastic products,1393.2
ESP Manufacture of other non-metallic mineral products,34227.9
ESP Manufacture of basic metals,13056.4
"ESP Manufacture of fabricated metal products, except machinery and equipment",1479.2
"ESP Manufacture of computer, electronic and optical products",288.5
ESP Manufacture of electrical equipment,549.3
ESP Manufacture of machinery and equipment n.e.c.,682.7
"ESP Manufacture of motor vehicles, trailers and semi-trailers",1750.0
ESP Manufacture of other transport equipment,304.1
ESP Manufacture of furniture; other manufacturing,515.5
ESP Repair and installation of machinery and equipment,206.9
"ESP Electricity, gas, steam and air conditioning supply",92121.1
"ESP Water collection, treatment and supply",199.1
"ESP Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",497.8
ESP Construction,3391.2
ESP Wholesale and retail trade and repair of motor vehicles and motorcycles,1153.6
"ESP Wholesale trade, except of motor vehicles and motorcycles",2205.6
"ESP Retail trade, except of motor vehicles and motorcycles",3380.8
ESP Land transport and transport via pipelines,24146.5
ESP Water transport,8040.5
ESP Air transport,20244.6
ESP Warehousing and support activities for transportation,2102.6
ESP Postal and courier activities,262.4
ESP Accommodation and food service activities,2679.8
ESP Publishing activities,17.9
"ESP Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",107.8
ESP Telecommunications,345.5
"ESP Computer programming, consultancy and related activities; information service activities",254.6
"ESP Financial service activities, except insurance and pension funding",453.1
"ESP Insurance, reinsurance and pension funding, except compulsory social security",93.6
ESP Activities auxiliary to financial services and insurance activities,213.4
ESP Real estate activities,272.7
ESP Legal and accounting activities; activities of head offices; management consultancy activities,515.6
ESP Architectural and engineering activities; technical testing and analysis,364.4
ESP Scientific research and development,52.8
ESP Advertising and market research,180.7
"ESP Other professional, scientific and technical activities; veterinary activities",118.0
ESP Administrative and support service activities,1124.5
ESP Public administration and defence; compulsory social security,2342.6
ESP Education,1925.2
ESP Human health and social work activities,1571.5
ESP Other service activities,1174.6
ESP Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
ESP Activities of extraterritorial organizations and bodies,0.0
"FRA Crop and animal production, hunting and related service activities",11891.2
FRA Forestry and logging,520.6
FRA Fishing and aquaculture,1456.9
FRA Mining and quarrying,2790.3
"FRA Manufacture of food products, beverages and tobacco products",10611.0
"FRA Manufacture of textiles, wearing apparel and leather products",4078.4
"FRA Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",274.5
FRA Manufacture of paper and paper products,3757.5
FRA Printing and reproduction of recorded media,899.5
FRA Manufacture of coke and refined petroleum products ,18750.3
FRA Manufacture of chemicals and chemical products ,22125.6
FRA Manufacture of basic pharmaceutical products and pharmaceutical preparations,79.0
FRA Manufacture of rubber and plastic products,696.0
FRA Manufacture of other non-metallic mineral products,22298.2
FRA Manufacture of basic metals,28714.1
"FRA Manufacture of fabricated metal products, except machinery and equipment",1582.5
"FRA Manufacture of computer, electronic and optical products",860.5
FRA Manufacture of electrical equipment,572.7
FRA Manufacture of machinery and equipment n.e.c.,977.6
"FRA Manufacture of motor vehicles, trailers and semi-trailers",1961.6
FRA Manufacture of other transport equipment,546.6
FRA Manufacture of furniture; other manufacturing,393.4
FRA Repair and installation of machinery and equipment,954.5
"FRA Electricity, gas, steam and air conditioning supply",33522.6
"FRA Water collection, treatment and supply",282.9
"FRA Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",7221.5
FRA Construction,6497.3
FRA Wholesale and retail trade and repair of motor vehicles and motorcycles,1484.0
"FRA Wholesale trade, except of motor vehicles and motorcycles",8434.7
"FRA Retail trade, except of motor vehicles and motorcycles",6015.5
FRA Land transport and transport via pipelines,29480.8
FRA Water transport,7966.2
FRA Air transport,35903.4
FRA Warehousing and support activities for transportation,3771.0
FRA Postal and courier activities,580.9
FRA Accommodation and food service activities,2951.2
FRA Publishing activities,237.3
"FRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",1484.3
FRA Telecommunications,3165.4
"FRA Computer programming, consultancy and related activities; information service activities",1169.6
"FRA Financial service activities, except insurance and pension funding",1137.4
"FRA Insurance, reinsurance and pension funding, except compulsory social security",553.9
FRA Activities auxiliary to financial services and insurance activities,250.1
FRA Real estate activities,1388.4
FRA Legal and accounting activities; activities of head offices; management consultancy activities,2461.9
FRA Architectural and engineering activities; technical testing and analysis,844.4
FRA Scientific research and development,1105.6
FRA Advertising and market research,914.9
"FRA Other professional, scientific and technical activities; veterinary activities",276.2
FRA Administrative and support service activities,3437.2
FRA Public administration and defence; compulsory social security,7007.9
FRA Education,4192.1
FRA Human health and social work activities,5994.9
FRA Other service activities,3681.3
FRA Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
FRA Activities of extraterritorial organizations and bodies,0.0
"GBR Crop and animal production, hunting and related service activities",6285.6
GBR Forestry and logging,34.9
GBR Fishing and aquaculture,869.1
GBR Mining and quarrying,29153.1
"GBR Manufacture of food products, beverages and tobacco products",9626.0
"GBR Manufacture of textiles, wearing apparel and leather products",2479.2
"GBR Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1627.1
GBR Manufacture of paper and paper products,3843.7
GBR Printing and reproduction of recorded media,2244.1
GBR Manufacture of coke and refined petroleum products ,18706.0
GBR Manufacture of chemicals and chemical products ,19232.0
GBR Manufacture of basic pharmaceutical products and pharmaceutical preparations,2101.4
GBR Manufacture of rubber and plastic products,3907.5
GBR Manufacture of other non-metallic mineral products,16872.1
GBR Manufacture of basic metals,26385.5
"GBR Manufacture of fabricated metal products, except machinery and equipment",3222.8
"GBR Manufacture of computer, electronic and optical products",848.7
GBR Manufacture of electrical equipment,886.0
GBR Manufacture of machinery and equipment n.e.c.,1949.3
