,0
"AUT Financial service activities, except insurance and pension funding",24.6
"AUT Insurance, reinsurance and pension funding, except compulsory social security",11.3
AUT Activities auxiliary to financial services and insurance activities,19.3
AUT Real estate activities,2.0
AUT Legal and accounting activities; activities of head offices; management consultancy activities,43.5
AUT Architectural and engineering activities; technical testing and analysis,15.0
AUT Scientific research and development,4.7
AUT Advertising and market research,11.4
"AUT Other professional, scientific and technical activities; veterinary activities",25.6
AUT Administrative and support service activities,136.1
AUT Public administration and defence; compulsory social security,171.5
AUT Education,440.8
AUT Human health and social work activities,163.2
AUT Other service activities,293.8
AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
AUT Activities of extraterritorial organizations and bodies,0.0
"AUS Crop and animal production, hunting and related service activities",5564.7
AUS Forestry and logging,1255.9
AUS Fishing and aquaculture,29.9
AUS Mining and quarrying,23721.8
"AUS Manufacture of food products, beverages and tobacco products",3527.7
"AUS Manufacture of textiles, wearing apparel and leather products",408.5
"AUS Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",258.7
AUS Manufacture of paper and paper products,996.9
AUS Printing and reproduction of recorded media,240.1
AUS Manufacture of coke and refined petroleum products ,5982.7
AUS Manufacture of chemicals and chemical products ,8033.2
AUS Manufacture of basic pharmaceutical products and pharmaceutical preparations,44.3
AUS Manufacture of rubber and plastic products,71.6
AUS Manufacture of other non-metallic mineral products,11157.2
AUS Manufacture of basic metals,30191.2
"AUS Manufacture of fabricated metal products, except machinery and equipment",331.2
"AUS Manufacture of computer, electronic and optical products",124.5
AUS Manufacture of electrical equipment,84.6
AUS Manufacture of machinery and equipment n.e.c.,165.8
"AUS Manufacture of motor vehicles, trailers and semi-trailers",131.9
AUS Manufacture of other transport equipment,77.0
AUS Manufacture of furniture; other manufacturing,270.9
AUS Repair and installation of machinery and equipment,0.0
"AUS Electricity, gas, steam and air conditioning supply",195641.4
"AUS Water collection, treatment and supply",152.8
"AUS Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",113.4
AUS Construction,4102.1
AUS Wholesale and retail trade and repair of motor vehicles and motorcycles,719.1
"AUS Wholesale trade, except of motor vehicles and motorcycles",2709.3
"AUS Retail trade, except of motor vehicles and motorcycles",2855.7
AUS Land transport and transport via pipelines,10899.6
AUS Water transport,2628.5
AUS Air transport,34667.4
AUS Warehousing and support activities for transportation,1448.4
AUS Postal and courier activities,442.3
AUS Accommodation and food service activities,2072.7
AUS Publishing activities,19.4
"AUS Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",13.8
AUS Telecommunications,419.0
"AUS Computer programming, consultancy and related activities; information service activities",444.1
"AUS Financial service activities, except insurance and pension funding",500.1
"AUS Insurance, reinsurance and pension funding, except compulsory social security",248.4
AUS Activities auxiliary to financial services and insurance activities,366.3
AUS Real estate activities,458.6
AUS Legal and accounting activities; activities of head offices; management consultancy activities,2002.6
AUS Architectural and engineering activities; technical testing and analysis,0.0
AUS Scientific research and development,0.0
AUS Advertising and market research,0.0
"AUS Other professional, scientific and technical activities; veterinary activities",0.0
AUS Administrative and support service activities,1124.2
AUS Public administration and defence; compulsory social security,1974.9
AUS Education,2548.8
AUS Human health and social work activities,5130.3
AUS Other service activities,7199.5
AUS Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.5
AUS Activities of extraterritorial organizations and bodies,0.0
"BEL Crop and animal production, hunting and related service activities",1972.5
BEL Forestry and logging,33.2
BEL Fishing and aquaculture,150.0
BEL Mining and quarrying,610.2
"BEL Manufacture of food products, beverages and tobacco products",2388.8
"BEL Manufacture of textiles, wearing apparel and leather products",299.8
"BEL Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",43.8
BEL Manufacture of paper and paper products,313.5
BEL Printing and reproduction of recorded media,223.0
BEL Manufacture of coke and refined petroleum products ,5936.8
BEL Manufacture of chemicals and chemical products ,9327.3
BEL Manufacture of basic pharmaceutical products and pharmaceutical preparations,201.7
BEL Manufacture of rubber and plastic products,66.6
BEL Manufacture of other non-metallic mineral products,7735.9
BEL Manufacture of basic metals,5677.9
"BEL Manufacture of fabricated metal products, except machinery and equipment",219.8
"BEL Manufacture of computer, electronic and optical products",45.4
BEL Manufacture of electrical equipment,60.3
BEL Manufacture of machinery and equipment n.e.c.,143.4
"BEL Manufacture of motor vehicles, trailers and semi-trailers",107.3
BEL Manufacture of other transport equipment,32.9
BEL Manufacture of furniture; other manufacturing,72.0
BEL Repair and installation of machinery and equipment,135.2
"BEL Electricity, gas, steam and air conditioning supply",16600.7
"BEL Water collection, treatment and supply",33.9
"BEL Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",740.3
BEL Construction,2571.5
BEL Wholesale and retail trade and repair of motor vehicles and motorcycles,293.9
"BEL Wholesale trade, except of motor vehicles and motorcycles",923.9
"BEL Retail trade, except of motor vehicles and motorcycles",867.8
BEL Land transport and transport via pipelines,3158.3
BEL Water transport,499.4
BEL Air transport,3998.1
BEL Warehousing and support activities for transportation,1767.3
BEL Postal and courier activities,103.8
BEL Accommodation and food service activities,801.7
BEL Publishing activities,96.8
"BEL Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",55.7
BEL Telecommunications,40.9
"BEL Computer programming, consultancy and related activities; information service activities",132.5
"BEL Financial service activities, except insurance and pension funding",115.8
"BEL Insurance, reinsurance and pension funding, except compulsory social security",39.6
BEL Activities auxiliary to financial services and insurance activities,149.0
BEL Real estate activities,139.5
BEL Legal and accounting activities; activities of head offices; management consultancy activities,654.6
BEL Architectural and engineering activities; technical testing and analysis,206.3
BEL Scientific research and development,134.0
BEL Advertising and market research,39.9
"BEL Other professional, scientific and technical activities; veterinary activities",35.8
BEL Administrative and support service activities,1066.9
BEL Public administration and defence; compulsory social security,1107.2
BEL Education,552.1
BEL Human health and social work activities,951.4
BEL Other service activities,635.6
BEL Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,35.8
BEL Activities of extraterritorial organizations and bodies,0.0
"BGR Crop and animal production, hunting and related service activities",896.1
BGR Forestry and logging,37.6
BGR Fishing and aquaculture,1.5
BGR Mining and quarrying,192.6
"BGR Manufacture of food products, beverages and tobacco products",359.9
"BGR Manufacture of textiles, wearing apparel and leather products",66.4
"BGR Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",35.7
BGR Manufacture of paper and paper products,158.4
BGR Printing and reproduction of recorded media,3.1
BGR Manufacture of coke and refined petroleum products ,283.1
BGR Manufacture of chemicals and chemical products ,1607.1
BGR Manufacture of basic pharmaceutical products and pharmaceutical preparations,106.6
BGR Manufacture of rubber and plastic products,29.6
BGR Manufacture of other non-metallic mineral products,2344.9
BGR Manufacture of basic metals,392.6
"BGR Manufacture of fabricated metal products, except machinery and equipment",50.1
"BGR Manufacture of computer, electronic and optical products",2.3
BGR Manufacture of electrical equipment,12.0
BGR Manufacture of machinery and equipment n.e.c.,39.8
"BGR Manufacture of motor vehicles, trailers and semi-trailers",12.9
BGR Manufacture of other transport equipment,1.8
BGR Manufacture of furniture; other manufacturing,16.4
BGR Repair and installation of machinery and equipment,6.0
"BGR Electricity, gas, steam and air conditioning supply",28207.4
"BGR Water collection, treatment and supply",20.6
"BGR Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",48.4
BGR Construction,506.6
BGR Wholesale and retail trade and repair of motor vehicles and motorcycles,26.3
"BGR Wholesale trade, except of motor vehicles and motorcycles",320.9
"BGR Retail trade, except of motor vehicles and motorcycles",66.0
BGR Land transport and transport via pipelines,4140.0
BGR Water transport,39.5
BGR Air transport,37.6
BGR Warehousing and support activities for transportation,36.8
BGR Postal and courier activities,22.5
BGR Accommodation and food service activities,49.2
BGR Publishing activities,1.0
"BGR Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",2.5
BGR Telecommunications,13.9
"BGR Computer programming, consultancy and related activities; information service activities",7.3
"BGR Financial service activities, except insurance and pension funding",11.7
"BGR Insurance, reinsurance and pension funding, except compulsory social security",1.3
BGR Activities auxiliary to financial services and insurance activities,3.4
BGR Real estate activities,14.3
BGR Legal and accounting activities; activities of head offices; management consultancy activities,11.0
BGR Architectural and engineering activities; technical testing and analysis,7.8
BGR Scientific research and development,2.5
BGR Advertising and market research,4.0
"BGR Other professional, scientific and technical activities; veterinary activities",4.8
BGR Administrative and support service activities,37.4
BGR Public administration and defence; compulsory social security,50.3
BGR Education,135.0
BGR Human health and social work activities,57.0
BGR Other service activities,24.3
BGR Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
BGR Activities of extraterritorial organizations and bodies,0.0
"BRA Crop and animal production, hunting and related service activities",29048.3
BRA Forestry and logging,1219.8
BRA Fishing and aquaculture,292.2
BRA Mining and quarrying,17144.7
"BRA Manufacture of food products, beverages and tobacco products",6414.4
"BRA Manufacture of textiles, wearing apparel and leather products",3859.3
"BRA Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",825.4
BRA Manufacture of paper and paper products,4232.2
BRA Printing and reproduction of recorded media,368.0
BRA Manufacture of coke and refined petroleum products ,20493.1
BRA Manufacture of chemicals and chemical products ,16647.1
BRA Manufacture of basic pharmaceutical products and pharmaceutical preparations,100.3
BRA Manufacture of rubber and plastic products,2292.2
BRA Manufacture of other non-metallic mineral products,50568.0
BRA Manufacture of basic metals,90530.9
"BRA Manufacture of fabricated metal products, except machinery and equipment",1534.6
"BRA Manufacture of computer, electronic and optical products",332.1
BRA Manufacture of electrical equipment,908.1
BRA Manufacture of machinery and equipment n.e.c.,1075.3
"BRA Manufacture of motor vehicles, trailers and semi-trailers",1795.4
BRA Manufacture of other transport equipment,286.6
BRA Manufacture of furniture; other manufacturing,1829.2
BRA Repair and installation of machinery and equipment,0.0
"BRA Electricity, gas, steam and air conditioning supply",64426.4
"BRA Water collection, treatment and supply",678.5
"BRA Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0
BRA Construction,9255.6
BRA Wholesale and retail trade and repair of motor vehicles and motorcycles,2783.6
"BRA Wholesale trade, except of motor vehicles and motorcycles",6526.2
"BRA Retail trade, except of motor vehicles and motorcycles",9669.9
BRA Land transport and transport via pipelines,46731.2
BRA Water transport,7863.4
BRA Air transport,27962.0
BRA Warehousing and support activities for transportation,6239.9
BRA Postal and courier activities,0.0
BRA Accommodation and food service activities,4979.1
BRA Publishing activities,5.8
"BRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",10.2
BRA Telecommunications,704.7
"BRA Computer programming, consultancy and related activities; information service activities",686.8
"BRA Financial service activities, except insurance and pension funding",1140.6
"BRA Insurance, reinsurance and pension funding, except compulsory social security",0.0
BRA Activities auxiliary to financial services and insurance activities,0.0
BRA Real estate activities,381.0
BRA Legal and accounting activities; activities of head offices; management consultancy activities,1601.6
BRA Architectural and engineering activities; technical testing and analysis,610.7
BRA Scientific research and development,501.9
BRA Advertising and market research,0.0
"BRA Other professional, scientific and technical activities; veterinary activities",0.0
BRA Administrative and support service activities,5082.9
BRA Public administration and defence; compulsory social security,5391.0
BRA Education,6255.3
BRA Human health and social work activities,3994.4
BRA Other service activities,4742.8
BRA Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
BRA Activities of extraterritorial organizations and bodies,0.0
"CAN Crop and animal production, hunting and related service activities",11757.3
CAN Forestry and logging,4773.7
CAN Fishing and aquaculture,61.5
CAN Mining and quarrying,96051.0
"CAN Manufacture of food products, beverages and tobacco products",3904.6
"CAN Manufacture of textiles, wearing apparel and leather products",325.1
"CAN Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2558.0
CAN Manufacture of paper and paper products,4039.1
CAN Printing and reproduction of recorded media,610.9
CAN Manufacture of coke and refined petroleum products ,25212.9
CAN Manufacture of chemicals and chemical products ,16658.6
CAN Manufacture of basic pharmaceutical products and pharmaceutical preparations,107.5
CAN Manufacture of rubber and plastic products,3085.9
CAN Manufacture of other non-metallic mineral products,12673.2
CAN Manufacture of basic metals,23916.9
"CAN Manufacture of fabricated metal products, except machinery and equipment",506.9
"CAN Manufacture of computer, electronic and optical products",518.1
CAN Manufacture of electrical equipment,431.1
CAN Manufacture of machinery and equipment n.e.c.,1256.8
"CAN Manufacture of motor vehicles, trailers and semi-trailers",854.5
CAN Manufacture of other transport equipment,229.8
CAN Manufacture of furniture; other manufacturing,965.6
CAN Repair and installation of machinery and equipment,0.0
"CAN Electricity, gas, steam and air conditioning supply",90680.6
"CAN Water collection, treatment and supply",0.0
"CAN Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",709.9
CAN Construction,9292.3
CAN Wholesale and retail trade and repair of motor vehicles and motorcycles,3502.7
"CAN Wholesale trade, except of motor vehicles and motorcycles",5818.9
"CAN Retail trade, except of motor vehicles and motorcycles",6678.7
CAN Land transport and transport via pipelines,38256.2
CAN Water transport,15920.5
CAN Air transport,29957.2
CAN Warehousing and support activities for transportation,2033.0
CAN Postal and courier activities,1002.9
CAN Accommodation and food service activities,3472.9
CAN Publishing activities,24.6
"CAN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",323.2
CAN Telecommunications,813.4
"CAN Computer programming, consultancy and related activities; information service activities",694.4
"CAN Financial service activities, except insurance and pension funding",3307.5
"CAN Insurance, reinsurance and pension funding, except compulsory social security",715.3
CAN Activities auxiliary to financial services and insurance activities,0.0
CAN Real estate activities,8434.8
CAN Legal and accounting activities; activities of head offices; management consultancy activities,962.9
CAN Architectural and engineering activities; technical testing and analysis,850.2
CAN Scientific research and development,561.3
CAN Advertising and market research,206.6
"CAN Other professional, scientific and technical activities; veterinary activities",1720.3
CAN Administrative and support service activities,3620.6
CAN Public administration and defence; compulsory social security,7647.7
CAN Education,5035.4
CAN Human health and social work activities,6464.4
CAN Other service activities,4709.8
CAN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
CAN Activities of extraterritorial organizations and bodies,0.0
"CHN Crop and animal production, hunting and related service activities",138022.6
CHN Forestry and logging,39578.0
CHN Fishing and aquaculture,7912.4
CHN Mining and quarrying,265617.9
"CHN Manufacture of food products, beverages and tobacco products",132430.6
"CHN Manufacture of textiles, wearing apparel and leather products",70313.2
"CHN Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",18615.7
CHN Manufacture of paper and paper products,53236.0
CHN Printing and reproduction of recorded media,3366.5
CHN Manufacture of coke and refined petroleum products ,183701.8
CHN Manufacture of chemicals and chemical products ,679364.4
CHN Manufacture of basic pharmaceutical products and pharmaceutical preparations,1069.2
CHN Manufacture of rubber and plastic products,174096.1
CHN Manufacture of other non-metallic mineral products,1697240.6
CHN Manufacture of basic metals,1336409.4
"CHN Manufacture of fabricated metal products, except machinery and equipment",25076.3
"CHN Manufacture of computer, electronic and optical products",11637.2
CHN Manufacture of electrical equipment,25754.4
CHN Manufacture of machinery and equipment n.e.c.,41137.4
"CHN Manufacture of motor vehicles, trailers and semi-trailers",19399.7
CHN Manufacture of other transport equipment,11198.3
CHN Manufacture of furniture; other manufacturing,58184.6
CHN Repair and installation of machinery and equipment,0.0
"CHN Electricity, gas, steam and air conditioning supply",4258209.2
"CHN Water collection, treatment and supply",3007.1
"CHN Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",51052.2
CHN Construction,70512.6
CHN Wholesale and retail trade and repair of motor vehicles and motorcycles,0.0
"CHN Wholesale trade, except of motor vehicles and motorcycles",31672.3
"CHN Retail trade, except of motor vehicles and motorcycles",6552.2
CHN Land transport and transport via pipelines,101880.4
CHN Water transport,109389.4
CHN Air transport,25636.6
CHN Warehousing and support activities for transportation,20315.4
CHN Postal and courier activities,1871.5
CHN Accommodation and food service activities,13022.7
CHN Publishing activities,0.0
"CHN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.0
CHN Telecommunications,1537.3
"CHN Computer programming, consultancy and related activities; information service activities",842.6
"CHN Financial service activities, except insurance and pension funding",6752.6
"CHN Insurance, reinsurance and pension funding, except compulsory social security",604.0
CHN Activities auxiliary to financial services and insurance activities,0.0
CHN Real estate activities,6204.5
CHN Legal and accounting activities; activities of head offices; management consultancy activities,18152.1
CHN Architectural and engineering activities; technical testing and analysis,0.0
CHN Scientific research and development,6615.8
CHN Advertising and market research,0.0
"CHN Other professional, scientific and technical activities; veterinary activities",11901.3
CHN Administrative and support service activities,2345.7
CHN Public administration and defence; compulsory social security,60273.0
CHN Education,61771.1
CHN Human health and social work activities,61978.0
CHN Other service activities,60042.3
CHN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
CHN Activities of extraterritorial organizations and bodies,0.0
"DEU Crop and animal production, hunting and related service activities",9672.7
DEU Forestry and logging,405.4
DEU Fishing and aquaculture,48.8
DEU Mining and quarrying,3985.7
"DEU Manufacture of food products, beverages and tobacco products",9254.7
"DEU Manufacture of textiles, wearing apparel and leather products",902.8
"DEU Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1071.8
DEU Manufacture of paper and paper products,6862.6
DEU Printing and reproduction of recorded media,856.2
DEU Manufacture of coke and refined petroleum products ,21539.8
DEU Manufacture of chemicals and chemical products ,28276.2
DEU Manufacture of basic pharmaceutical products and pharmaceutical preparations,1526.7
DEU Manufacture of rubber and plastic products,2248.8
DEU Manufacture of other non-metallic mineral products,35781.5
DEU Manufacture of basic metals,42396.5
"DEU Manufacture of fabricated metal products, except machinery and equipment",3979.7
"DEU Manufacture of computer, electronic and optical products",1118.2
DEU Manufacture of electrical equipment,1259.9
DEU Manufacture of machinery and equipment n.e.c.,3498.4
"DEU Manufacture of motor vehicles, trailers and semi-trailers",4834.9
DEU Manufacture of other transport equipment,758.4
DEU Manufacture of furniture; other manufacturing,955.4
DEU Repair and installation of machinery and equipment,376.4
"DEU Electricity, gas, steam and air conditioning supply",359012.2
"DEU Water collection, treatment and supply",2076.9
"DEU Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",6119.2
DEU Construction,9803.0
DEU Wholesale and retail trade and repair of motor vehicles and motorcycles,1542.6
"DEU Wholesale trade, except of motor vehicles and motorcycles",6488.5
"DEU Retail trade, except of motor vehicles and motorcycles",9266.4
DEU Land transport and transport via pipelines,16852.7
DEU Water transport,25884.1
DEU Air transport,27766.2
DEU Warehousing and support activities for transportation,10035.6
DEU Postal and courier activities,2628.2
DEU Accommodation and food service activities,3683.1
DEU Publishing activities,599.2
"DEU Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",418.9
DEU Telecommunications,882.4
"DEU Computer programming, consultancy and related activities; information service activities",1584.9
"DEU Financial service activities, except insurance and pension funding",1137.6
"DEU Insurance, reinsurance and pension funding, except compulsory social security",522.6
DEU Activities auxiliary to financial services and insurance activities,248.2
DEU Real estate activities,1025.2
DEU Legal and accounting activities; activities of head offices; management consultancy activities,2675.5
DEU Architectural and engineering activities; technical testing and analysis,1443.3
DEU Scientific research and development,1755.0
DEU Advertising and market research,482.4
"DEU Other professional, scientific and technical activities; veterinary activities",484.8
DEU Administrative and support service activities,1047.8
DEU Public administration and defence; compulsory social security,6051.3
DEU Education,4097.8
DEU Human health and social work activities,6504.7
DEU Other service activities,5624.9
DEU Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
DEU Activities of extraterritorial organizations and bodies,0.0
"ESP Crop and animal production, hunting and related service activities",9488.2
ESP Forestry and logging,118.8
ESP Fishing and aquaculture,3067.1
ESP Mining and quarrying,2860.7
"ESP Manufacture of food products, beverages and tobacco products",1927.9
"ESP Manufacture of textiles, wearing apparel and leather products",811.5
"ESP Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1430.9
ESP Manufacture of paper and paper products,4227.3
ESP Printing and reproduction of recorded media,301.7
ESP Manufacture of coke and refined petroleum products ,16285.8
ESP Manufacture of chemicals and chemical products ,8788.7
ESP Manufacture of basic pharmaceutical products and pharmaceutical preparations,232.6
ESP Manufacture of rubber and plastic products,360.3
ESP Manufacture of other non-metallic mineral products,24962.3
ESP Manufacture of basic metals,10527.4
"ESP Manufacture of fabricated metal products, except machinery and equipment",494.1
"ESP Manufacture of computer, electronic and optical products",75.7
ESP Manufacture of electrical equipment,580.7
ESP Manufacture of machinery and equipment n.e.c.,580.8
"ESP Manufacture of motor vehicles, trailers and semi-trailers",1120.3
ESP Manufacture of other transport equipment,229.4
ESP Manufacture of furniture; other manufacturing,20.4
ESP Repair and installation of machinery and equipment,25.2
"ESP Electricity, gas, steam and air conditioning supply",57830.3
"ESP Water collection, treatment and supply",44.1
"ESP Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1167.1
ESP Construction,366.1
ESP Wholesale and retail trade and repair of motor vehicles and motorcycles,629.0
"ESP Wholesale trade, except of motor vehicles and motorcycles",2327.7
"ESP Retail trade, except of motor vehicles and motorcycles",1672.6
ESP Land transport and transport via pipelines,31110.9
ESP Water transport,1637.0
ESP Air transport,11170.4
ESP Warehousing and support activities for transportation,490.9
ESP Postal and courier activities,79.4
ESP Accommodation and food service activities,774.4
ESP Publishing activities,32.7
"ESP Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",119.7
ESP Telecommunications,188.5
"ESP Computer programming, consultancy and related activities; information service activities",258.5
"ESP Financial service activities, except insurance and pension funding",102.0
"ESP Insurance, reinsurance and pension funding, except compulsory social security",40.6
ESP Activities auxiliary to financial services and insurance activities,134.2
ESP Real estate activities,48.2
ESP Legal and accounting activities; activities of head offices; management consultancy activities,105.5
ESP Architectural and engineering activities; technical testing and analysis,144.2
ESP Scientific research and development,97.9
ESP Advertising and market research,38.9
"ESP Other professional, scientific and technical activities; veterinary activities",34.2
ESP Administrative and support service activities,251.6
ESP Public administration and defence; compulsory social security,2004.0
ESP Education,471.1
ESP Human health and social work activities,1227.5
ESP Other service activities,882.7
ESP Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
ESP Activities of extraterritorial organizations and bodies,0.0
"FRA Crop and animal production, hunting and related service activities",13032.9
FRA Forestry and logging,538.1
FRA Fishing and aquaculture,1266.6
FRA Mining and quarrying,1038.0
"FRA Manufacture of food products, beverages and tobacco products",8382.4
"FRA Manufacture of textiles, wearing apparel and leather products",940.7
"FRA Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",457.2
FRA Manufacture of paper and paper products,3256.4
FRA Printing and reproduction of recorded media,305.8
FRA Manufacture of coke and refined petroleum products ,14512.6
FRA Manufacture of chemicals and chemical products ,19346.5
FRA Manufacture of basic pharmaceutical products and pharmaceutical preparations,786.0
FRA Manufacture of rubber and plastic products,1502.0
FRA Manufacture of other non-metallic mineral products,20439.8
FRA Manufacture of basic metals,19677.2
"FRA Manufacture of fabricated metal products, except machinery and equipment",1073.7
"FRA Manufacture of computer, electronic and optical products",239.1
FRA Manufacture of electrical equipment,403.5
FRA Manufacture of machinery and equipment n.e.c.,642.5
"FRA Manufacture of motor vehicles, trailers and semi-trailers",824.1
FRA Manufacture of other transport equipment,324.8
FRA Manufacture of furniture; other manufacturing,281.0
FRA Repair and installation of machinery and equipment,430.2
"FRA Electricity, gas, steam and air conditioning supply",36067.1
"FRA Water collection, treatment and supply",94.3
"FRA Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",9340.0
FRA Construction,7911.8
FRA Wholesale and retail trade and repair of motor vehicles and motorcycles,3258.7
"FRA Wholesale trade, except of motor vehicles and motorcycles",3314.1
"FRA Retail trade, except of motor vehicles and motorcycles",3756.3
FRA Land transport and transport via pipelines,21255.5
FRA Water transport,4131.5
FRA Air transport,19370.5
FRA Warehousing and support activities for transportation,505.1
FRA Postal and courier activities,542.3
FRA Accommodation and food service activities,3872.6
FRA Publishing activities,136.6
"FRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",252.8
FRA Telecommunications,274.1
"FRA Computer programming, consultancy and related activities; information service activities",323.9
"FRA Financial service activities, except insurance and pension funding",563.0
"FRA Insurance, reinsurance and pension funding, except compulsory social security",110.7
FRA Activities auxiliary to financial services and insurance activities,126.3
FRA Real estate activities,447.4
FRA Legal and accounting activities; activities of head offices; management consultancy activities,625.1
FRA Architectural and engineering activities; technical testing and analysis,665.3
FRA Scientific research and development,683.6
FRA Advertising and market research,199.6
"FRA Other professional, scientific and technical activities; veterinary activities",114.3
FRA Administrative and support service activities,6419.8
FRA Public administration and defence; compulsory social security,4057.0
FRA Education,3182.6
FRA Human health and social work activities,5983.0
FRA Other service activities,3070.9
FRA Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
FRA Activities of extraterritorial organizations and bodies,0.0
"GBR Crop and animal production, hunting and related service activities",6041.0
GBR Forestry and logging,41.3
GBR Fishing and aquaculture,743.7
GBR Mining and quarrying,18290.5
"GBR Manufacture of food products, beverages and tobacco products",6882.0
"GBR Manufacture of textiles, wearing apparel and leather products",1549.5
"GBR Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",670.4
GBR Manufacture of paper and paper products,3165.8
GBR Printing and reproduction of recorded media,558.7
GBR Manufacture of coke and refined petroleum products ,16154.9
GBR Manufacture of chemicals and chemical products ,12047.9
GBR Manufacture of basic pharmaceutical products and pharmaceutical preparations,713.4
GBR Manufacture of rubber and plastic products,3101.9
GBR Manufacture of other non-metallic mineral products,12581.7
GBR Manufacture of basic metals,20282.2
"GBR Manufacture of fabricated metal products, except machinery and equipment",2418.1
"GBR Manufacture of computer, electronic and optical products",421.9
GBR Manufacture of electrical equipment,550.3
GBR Manufacture of machinery and equipment n.e.c.,1198.9
