,0
AUT Education,414.3
AUT Human health and social work activities,151.1
AUT Other service activities,276.0
AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
AUT Activities of extraterritorial organizations and bodies,0.0
"AUS Crop and animal production, hunting and related service activities",5450.0
AUS Forestry and logging,1266.0
AUS Fishing and aquaculture,32.2
AUS Mining and quarrying,24764.1
"AUS Manufacture of food products, beverages and tobacco products",3555.6
"AUS Manufacture of textiles, wearing apparel and leather products",420.6
"AUS Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",258.7
AUS Manufacture of paper and paper products,935.1
AUS Printing and reproduction of recorded media,247.6
AUS Manufacture of coke and refined petroleum products ,5499.2
AUS Manufacture of chemicals and chemical products ,7956.9
AUS Manufacture of basic pharmaceutical products and pharmaceutical preparations,52.1
AUS Manufacture of rubber and plastic products,80.9
AUS Manufacture of other non-metallic mineral products,10556.4
AUS Manufacture of basic metals,28370.9
"AUS Manufacture of fabricated metal products, except machinery and equipment",297.6
"AUS Manufacture of computer, electronic and optical products",105.8
AUS Manufacture of electrical equipment,74.0
AUS Manufacture of machinery and equipment n.e.c.,187.4
"AUS Manufacture of motor vehicles, trailers and semi-trailers",125.9
AUS Manufacture of other transport equipment,76.3
AUS Manufacture of furniture; other manufacturing,233.9
AUS Repair and installation of machinery and equipment,0.0
"AUS Electricity, gas, steam and air conditioning supply",186308.3
"AUS Water collection, treatment and supply",140.3
"AUS Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",131.0
AUS Construction,4218.4
AUS Wholesale and retail trade and repair of motor vehicles and motorcycles,738.8
"AUS Wholesale trade, except of motor vehicles and motorcycles",2893.2
"AUS Retail trade, except of motor vehicles and motorcycles",2835.8
AUS Land transport and transport via pipelines,10593.6
AUS Water transport,2579.7
AUS Air transport,36041.0
AUS Warehousing and support activities for transportation,1547.4
AUS Postal and courier activities,462.0
AUS Accommodation and food service activities,2259.5
AUS Publishing activities,21.0
"AUS Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",15.2
AUS Telecommunications,428.1
"AUS Computer programming, consultancy and related activities; information service activities",509.2
"AUS Financial service activities, except insurance and pension funding",534.6
"AUS Insurance, reinsurance and pension funding, except compulsory social security",227.6
AUS Activities auxiliary to financial services and insurance activities,354.6
AUS Real estate activities,456.1
AUS Legal and accounting activities; activities of head offices; management consultancy activities,2199.8
AUS Architectural and engineering activities; technical testing and analysis,0.0
AUS Scientific research and development,0.0
AUS Advertising and market research,0.0
"AUS Other professional, scientific and technical activities; veterinary activities",0.0
AUS Administrative and support service activities,1153.2
AUS Public administration and defence; compulsory social security,2049.5
AUS Education,2637.9
AUS Human health and social work activities,5558.3
AUS Other service activities,7798.7
AUS Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.3
AUS Activities of extraterritorial organizations and bodies,0.0
"BEL Crop and animal production, hunting and related service activities",1971.2
BEL Forestry and logging,79.5
BEL Fishing and aquaculture,148.1
BEL Mining and quarrying,612.7
"BEL Manufacture of food products, beverages and tobacco products",2415.0
"BEL Manufacture of textiles, wearing apparel and leather products",226.6
"BEL Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",45.1
BEL Manufacture of paper and paper products,374.2
BEL Printing and reproduction of recorded media,249.2
BEL Manufacture of coke and refined petroleum products ,6153.2
BEL Manufacture of chemicals and chemical products ,9024.9
BEL Manufacture of basic pharmaceutical products and pharmaceutical preparations,184.5
BEL Manufacture of rubber and plastic products,69.5
BEL Manufacture of other non-metallic mineral products,7824.9
BEL Manufacture of basic metals,5593.3
"BEL Manufacture of fabricated metal products, except machinery and equipment",179.6
"BEL Manufacture of computer, electronic and optical products",40.4
BEL Manufacture of electrical equipment,52.0
BEL Manufacture of machinery and equipment n.e.c.,121.8
"BEL Manufacture of motor vehicles, trailers and semi-trailers",73.1
BEL Manufacture of other transport equipment,27.3
BEL Manufacture of furniture; other manufacturing,72.9
BEL Repair and installation of machinery and equipment,119.0
"BEL Electricity, gas, steam and air conditioning supply",15714.7
"BEL Water collection, treatment and supply",30.9
"BEL Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",544.3
BEL Construction,2275.6
BEL Wholesale and retail trade and repair of motor vehicles and motorcycles,237.1
"BEL Wholesale trade, except of motor vehicles and motorcycles",989.5
"BEL Retail trade, except of motor vehicles and motorcycles",737.3
BEL Land transport and transport via pipelines,3113.6
BEL Water transport,492.5
BEL Air transport,4633.1
BEL Warehousing and support activities for transportation,1093.5
BEL Postal and courier activities,80.7
BEL Accommodation and food service activities,579.0
BEL Publishing activities,83.9
"BEL Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",51.4
BEL Telecommunications,38.9
"BEL Computer programming, consultancy and related activities; information service activities",147.6
"BEL Financial service activities, except insurance and pension funding",92.6
"BEL Insurance, reinsurance and pension funding, except compulsory social security",34.2
BEL Activities auxiliary to financial services and insurance activities,179.9
BEL Real estate activities,152.7
BEL Legal and accounting activities; activities of head offices; management consultancy activities,570.4
BEL Architectural and engineering activities; technical testing and analysis,211.6
BEL Scientific research and development,123.6
BEL Advertising and market research,38.7
"BEL Other professional, scientific and technical activities; veterinary activities",33.1
BEL Administrative and support service activities,913.8
BEL Public administration and defence; compulsory social security,1032.7
BEL Education,508.1
BEL Human health and social work activities,915.2
BEL Other service activities,543.2
BEL Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,32.6
BEL Activities of extraterritorial organizations and bodies,0.0
"BGR Crop and animal production, hunting and related service activities",1023.0
BGR Forestry and logging,45.8
BGR Fishing and aquaculture,2.3
BGR Mining and quarrying,245.9
"BGR Manufacture of food products, beverages and tobacco products",403.5
"BGR Manufacture of textiles, wearing apparel and leather products",70.3
"BGR Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",44.9
BGR Manufacture of paper and paper products,147.3
BGR Printing and reproduction of recorded media,7.4
BGR Manufacture of coke and refined petroleum products ,213.4
BGR Manufacture of chemicals and chemical products ,1704.6
BGR Manufacture of basic pharmaceutical products and pharmaceutical preparations,74.2
BGR Manufacture of rubber and plastic products,40.4
BGR Manufacture of other non-metallic mineral products,2558.6
BGR Manufacture of basic metals,436.8
"BGR Manufacture of fabricated metal products, except machinery and equipment",72.4
"BGR Manufacture of computer, electronic and optical products",1.6
BGR Manufacture of electrical equipment,21.3
BGR Manufacture of machinery and equipment n.e.c.,41.4
"BGR Manufacture of motor vehicles, trailers and semi-trailers",21.6
BGR Manufacture of other transport equipment,2.4
BGR Manufacture of furniture; other manufacturing,20.7
BGR Repair and installation of machinery and equipment,7.0
"BGR Electricity, gas, steam and air conditioning supply",29896.5
"BGR Water collection, treatment and supply",23.1
"BGR Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",60.4
BGR Construction,622.0
BGR Wholesale and retail trade and repair of motor vehicles and motorcycles,32.3
"BGR Wholesale trade, except of motor vehicles and motorcycles",343.3
"BGR Retail trade, except of motor vehicles and motorcycles",88.3
BGR Land transport and transport via pipelines,4192.1
BGR Water transport,43.0
BGR Air transport,28.2
BGR Warehousing and support activities for transportation,50.8
BGR Postal and courier activities,31.1
BGR Accommodation and food service activities,56.6
BGR Publishing activities,1.2
"BGR Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",2.6
BGR Telecommunications,12.7
"BGR Computer programming, consultancy and related activities; information service activities",11.9
"BGR Financial service activities, except insurance and pension funding",17.8
"BGR Insurance, reinsurance and pension funding, except compulsory social security",0.8
BGR Activities auxiliary to financial services and insurance activities,3.3
BGR Real estate activities,22.4
BGR Legal and accounting activities; activities of head offices; management consultancy activities,12.3
BGR Architectural and engineering activities; technical testing and analysis,11.0
BGR Scientific research and development,7.1
BGR Advertising and market research,4.5
"BGR Other professional, scientific and technical activities; veterinary activities",10.0
BGR Administrative and support service activities,52.4
BGR Public administration and defence; compulsory social security,52.2
BGR Education,150.2
BGR Human health and social work activities,50.6
BGR Other service activities,32.0
BGR Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
BGR Activities of extraterritorial organizations and bodies,0.0
"BRA Crop and animal production, hunting and related service activities",31075.6
BRA Forestry and logging,1242.4
BRA Fishing and aquaculture,289.2
BRA Mining and quarrying,18026.6
"BRA Manufacture of food products, beverages and tobacco products",6333.1
"BRA Manufacture of textiles, wearing apparel and leather products",3593.5
"BRA Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",798.9
BRA Manufacture of paper and paper products,4590.4
BRA Printing and reproduction of recorded media,390.5
BRA Manufacture of coke and refined petroleum products ,22048.6
BRA Manufacture of chemicals and chemical products ,16051.3
BRA Manufacture of basic pharmaceutical products and pharmaceutical preparations,95.3
BRA Manufacture of rubber and plastic products,2220.0
BRA Manufacture of other non-metallic mineral products,50950.9
BRA Manufacture of basic metals,93248.4
"BRA Manufacture of fabricated metal products, except machinery and equipment",1551.9
"BRA Manufacture of computer, electronic and optical products",338.6
BRA Manufacture of electrical equipment,904.4
BRA Manufacture of machinery and equipment n.e.c.,1020.6
"BRA Manufacture of motor vehicles, trailers and semi-trailers",1838.2
BRA Manufacture of other transport equipment,282.3
BRA Manufacture of furniture; other manufacturing,1713.7
BRA Repair and installation of machinery and equipment,0.0
"BRA Electricity, gas, steam and air conditioning supply",79702.2
"BRA Water collection, treatment and supply",576.4
"BRA Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0
BRA Construction,10246.2
BRA Wholesale and retail trade and repair of motor vehicles and motorcycles,2878.4
"BRA Wholesale trade, except of motor vehicles and motorcycles",6427.9
"BRA Retail trade, except of motor vehicles and motorcycles",9524.3
BRA Land transport and transport via pipelines,45480.6
BRA Water transport,8466.9
BRA Air transport,28988.8
BRA Warehousing and support activities for transportation,6573.3
BRA Postal and courier activities,0.0
BRA Accommodation and food service activities,4928.7
BRA Publishing activities,6.0
"BRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",10.5
BRA Telecommunications,638.7
"BRA Computer programming, consultancy and related activities; information service activities",742.3
"BRA Financial service activities, except insurance and pension funding",1285.2
"BRA Insurance, reinsurance and pension funding, except compulsory social security",0.0
BRA Activities auxiliary to financial services and insurance activities,0.0
BRA Real estate activities,396.9
BRA Legal and accounting activities; activities of head offices; management consultancy activities,1685.5
BRA Architectural and engineering activities; technical testing and analysis,710.8
BRA Scientific research and development,478.7
BRA Advertising and market research,0.0
"BRA Other professional, scientific and technical activities; veterinary activities",0.0
BRA Administrative and support service activities,5224.4
BRA Public administration and defence; compulsory social security,5496.9
BRA Education,6285.2
BRA Human health and social work activities,4013.7
BRA Other service activities,5103.9
BRA Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
BRA Activities of extraterritorial organizations and bodies,0.0
"CAN Crop and animal production, hunting and related service activities",11730.7
CAN Forestry and logging,4690.5
CAN Fishing and aquaculture,58.1
CAN Mining and quarrying,101573.7
"CAN Manufacture of food products, beverages and tobacco products",3930.7
"CAN Manufacture of textiles, wearing apparel and leather products",325.3
"CAN Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2781.4
CAN Manufacture of paper and paper products,3861.2
CAN Printing and reproduction of recorded media,583.1
CAN Manufacture of coke and refined petroleum products ,20008.5
CAN Manufacture of chemicals and chemical products ,15223.1
CAN Manufacture of basic pharmaceutical products and pharmaceutical preparations,105.2
CAN Manufacture of rubber and plastic products,2519.8
CAN Manufacture of other non-metallic mineral products,12806.7
CAN Manufacture of basic metals,24896.2
"CAN Manufacture of fabricated metal products, except machinery and equipment",475.1
"CAN Manufacture of computer, electronic and optical products",518.4
CAN Manufacture of electrical equipment,432.9
CAN Manufacture of machinery and equipment n.e.c.,1270.6
"CAN Manufacture of motor vehicles, trailers and semi-trailers",887.1
CAN Manufacture of other transport equipment,237.3
CAN Manufacture of furniture; other manufacturing,918.3
CAN Repair and installation of machinery and equipment,0.0
"CAN Electricity, gas, steam and air conditioning supply",91499.9
"CAN Water collection, treatment and supply",0.0
"CAN Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",776.2
CAN Construction,8831.5
CAN Wholesale and retail trade and repair of motor vehicles and motorcycles,3150.9
"CAN Wholesale trade, except of motor vehicles and motorcycles",5515.7
"CAN Retail trade, except of motor vehicles and motorcycles",6538.3
CAN Land transport and transport via pipelines,40324.0
CAN Water transport,15533.4
CAN Air transport,32303.4
CAN Warehousing and support activities for transportation,2061.5
CAN Postal and courier activities,927.3
CAN Accommodation and food service activities,3362.1
CAN Publishing activities,25.9
"CAN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",334.2
CAN Telecommunications,778.9
"CAN Computer programming, consultancy and related activities; information service activities",679.0
"CAN Financial service activities, except insurance and pension funding",3313.5
"CAN Insurance, reinsurance and pension funding, except compulsory social security",684.0
CAN Activities auxiliary to financial services and insurance activities,0.0
CAN Real estate activities,8729.1
CAN Legal and accounting activities; activities of head offices; management consultancy activities,958.3
CAN Architectural and engineering activities; technical testing and analysis,823.3
CAN Scientific research and development,570.1
CAN Advertising and market research,201.8
"CAN Other professional, scientific and technical activities; veterinary activities",1775.3
CAN Administrative and support service activities,3402.7
CAN Public administration and defence; compulsory social security,7489.7
CAN Education,4966.1
CAN Human health and social work activities,6416.6
CAN Other service activities,4699.6
CAN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
CAN Activities of extraterritorial organizations and bodies,0.0
"CHN Crop and animal production, hunting and related service activities",138701.1
CHN Forestry and logging,40904.8
CHN Fishing and aquaculture,7713.2
CHN Mining and quarrying,229360.4
"CHN Manufacture of food products, beverages and tobacco products",115433.1
"CHN Manufacture of textiles, wearing apparel and leather products",59226.4
"CHN Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",19197.1
CHN Manufacture of paper and paper products,43601.3
CHN Printing and reproduction of recorded media,2990.3
CHN Manufacture of coke and refined petroleum products ,188447.0
CHN Manufacture of chemicals and chemical products ,690717.9
CHN Manufacture of basic pharmaceutical products and pharmaceutical preparations,1082.5
CHN Manufacture of rubber and plastic products,160840.8
CHN Manufacture of other non-metallic mineral products,1825828.0
CHN Manufacture of basic metals,1354870.7
"CHN Manufacture of fabricated metal products, except machinery and equipment",22600.9
"CHN Manufacture of computer, electronic and optical products",11273.9
CHN Manufacture of electrical equipment,24211.8
CHN Manufacture of machinery and equipment n.e.c.,37552.2
"CHN Manufacture of motor vehicles, trailers and semi-trailers",17147.1
CHN Manufacture of other transport equipment,9869.2
CHN Manufacture of furniture; other manufacturing,54406.6
CHN Repair and installation of machinery and equipment,0.0
"CHN Electricity, gas, steam and air conditioning supply",4141215.3
"CHN Water collection, treatment and supply",3058.4
"CHN Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",52300.9
CHN Construction,71633.4
CHN Wholesale and retail trade and repair of motor vehicles and motorcycles,0.0
"CHN Wholesale trade, except of motor vehicles and motorcycles",33500.5
"CHN Retail trade, except of motor vehicles and motorcycles",6930.4
CHN Land transport and transport via pipelines,105361.9
CHN Water transport,113273.8
CHN Air transport,25634.3
CHN Warehousing and support activities for transportation,20839.8
CHN Postal and courier activities,1844.2
CHN Accommodation and food service activities,13563.6
CHN Publishing activities,0.0
"CHN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.0
CHN Telecommunications,1413.3
"CHN Computer programming, consultancy and related activities; information service activities",923.5
"CHN Financial service activities, except insurance and pension funding",7151.3
"CHN Insurance, reinsurance and pension funding, except compulsory social security",632.6
CHN Activities auxiliary to financial services and insurance activities,0.0
CHN Real estate activities,6163.8
CHN Legal and accounting activities; activities of head offices; management consultancy activities,17953.4
CHN Architectural and engineering activities; technical testing and analysis,0.0
CHN Scientific research and development,6898.7
CHN Advertising and market research,0.0
"CHN Other professional, scientific and technical activities; veterinary activities",12167.7
CHN Administrative and support service activities,2384.2
CHN Public administration and defence; compulsory social security,61514.9
CHN Education,56637.8
CHN Human health and social work activities,63468.4
CHN Other service activities,63725.5
CHN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
CHN Activities of extraterritorial organizations and bodies,0.0
"DEU Crop and animal production, hunting and related service activities",9338.3
DEU Forestry and logging,244.2
DEU Fishing and aquaculture,47.8
DEU Mining and quarrying,3736.6
"DEU Manufacture of food products, beverages and tobacco products",9072.3
"DEU Manufacture of textiles, wearing apparel and leather products",902.0
"DEU Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",984.7
DEU Manufacture of paper and paper products,6775.8
DEU Printing and reproduction of recorded media,842.2
DEU Manufacture of coke and refined petroleum products ,20410.0
DEU Manufacture of chemicals and chemical products ,27058.6
DEU Manufacture of basic pharmaceutical products and pharmaceutical preparations,1395.0
DEU Manufacture of rubber and plastic products,2330.8
DEU Manufacture of other non-metallic mineral products,36333.2
DEU Manufacture of basic metals,43885.3
"DEU Manufacture of fabricated metal products, except machinery and equipment",3716.6
"DEU Manufacture of computer, electronic and optical products",1030.1
DEU Manufacture of electrical equipment,1234.6
DEU Manufacture of machinery and equipment n.e.c.,3304.6
"DEU Manufacture of motor vehicles, trailers and semi-trailers",4674.6
DEU Manufacture of other transport equipment,635.0
DEU Manufacture of furniture; other manufacturing,901.0
DEU Repair and installation of machinery and equipment,446.3
"DEU Electricity, gas, steam and air conditioning supply",342397.9
"DEU Water collection, treatment and supply",1473.5
"DEU Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",6171.7
DEU Construction,9645.9
DEU Wholesale and retail trade and repair of motor vehicles and motorcycles,1860.2
"DEU Wholesale trade, except of motor vehicles and motorcycles",7313.4
"DEU Retail trade, except of motor vehicles and motorcycles",9206.6
DEU Land transport and transport via pipelines,15309.9
DEU Water transport,24766.6
DEU Air transport,26997.4
DEU Warehousing and support activities for transportation,10265.3
DEU Postal and courier activities,3644.6
DEU Accommodation and food service activities,3195.5
DEU Publishing activities,579.6
"DEU Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",388.9
DEU Telecommunications,854.3
"DEU Computer programming, consultancy and related activities; information service activities",1597.4
"DEU Financial service activities, except insurance and pension funding",1040.6
"DEU Insurance, reinsurance and pension funding, except compulsory social security",503.0
DEU Activities auxiliary to financial services and insurance activities,223.8
DEU Real estate activities,1050.5
DEU Legal and accounting activities; activities of head offices; management consultancy activities,2535.4
DEU Architectural and engineering activities; technical testing and analysis,1398.9
DEU Scientific research and development,1735.4
DEU Advertising and market research,465.6
"DEU Other professional, scientific and technical activities; veterinary activities",513.1
DEU Administrative and support service activities,1003.3
DEU Public administration and defence; compulsory social security,6286.8
DEU Education,3534.9
DEU Human health and social work activities,6479.3
DEU Other service activities,4403.9
DEU Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
DEU Activities of extraterritorial organizations and bodies,0.0
"ESP Crop and animal production, hunting and related service activities",9674.8
ESP Forestry and logging,120.7
ESP Fishing and aquaculture,4248.8
ESP Mining and quarrying,2586.7
"ESP Manufacture of food products, beverages and tobacco products",1781.0
"ESP Manufacture of textiles, wearing apparel and leather products",702.2
"ESP Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1478.3
ESP Manufacture of paper and paper products,3611.5
ESP Printing and reproduction of recorded media,285.7
ESP Manufacture of coke and refined petroleum products ,15761.0
ESP Manufacture of chemicals and chemical products ,9198.2
ESP Manufacture of basic pharmaceutical products and pharmaceutical preparations,301.7
ESP Manufacture of rubber and plastic products,36.1
ESP Manufacture of other non-metallic mineral products,25932.6
ESP Manufacture of basic metals,10608.9
"ESP Manufacture of fabricated metal products, except machinery and equipment",268.4
"ESP Manufacture of computer, electronic and optical products",58.6
ESP Manufacture of electrical equipment,545.6
ESP Manufacture of machinery and equipment n.e.c.,509.9
"ESP Manufacture of motor vehicles, trailers and semi-trailers",884.4
ESP Manufacture of other transport equipment,191.5
ESP Manufacture of furniture; other manufacturing,19.9
ESP Repair and installation of machinery and equipment,24.8
"ESP Electricity, gas, steam and air conditioning supply",61748.7
"ESP Water collection, treatment and supply",43.5
"ESP Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1334.3
ESP Construction,362.6
ESP Wholesale and retail trade and repair of motor vehicles and motorcycles,525.5
"ESP Wholesale trade, except of motor vehicles and motorcycles",2020.0
"ESP Retail trade, except of motor vehicles and motorcycles",1393.1
ESP Land transport and transport via pipelines,31144.1
ESP Water transport,1049.1
ESP Air transport,11876.3
ESP Warehousing and support activities for transportation,534.9
ESP Postal and courier activities,52.9
ESP Accommodation and food service activities,693.7
ESP Publishing activities,25.5
"ESP Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",92.2
ESP Telecommunications,168.0
"ESP Computer programming, consultancy and related activities; information service activities",269.2
"ESP Financial service activities, except insurance and pension funding",89.2
"ESP Insurance, reinsurance and pension funding, except compulsory social security",34.7
ESP Activities auxiliary to financial services and insurance activities,124.2
ESP Real estate activities,47.2
ESP Legal and accounting activities; activities of head offices; management consultancy activities,103.8
ESP Architectural and engineering activities; technical testing and analysis,133.4
ESP Scientific research and development,72.9
ESP Advertising and market research,38.9
"ESP Other professional, scientific and technical activities; veterinary activities",34.6
ESP Administrative and support service activities,224.2
ESP Public administration and defence; compulsory social security,2116.7
ESP Education,482.9
ESP Human health and social work activities,1050.8
ESP Other service activities,778.8
ESP Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
ESP Activities of extraterritorial organizations and bodies,0.0
"FRA Crop and animal production, hunting and related service activities",13097.4
FRA Forestry and logging,543.6
FRA Fishing and aquaculture,1315.1
FRA Mining and quarrying,970.3
"FRA Manufacture of food products, beverages and tobacco products",8405.8
"FRA Manufacture of textiles, wearing apparel and leather products",749.7
"FRA Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",439.2
FRA Manufacture of paper and paper products,2698.3
FRA Printing and reproduction of recorded media,256.0
FRA Manufacture of coke and refined petroleum products ,14543.8
FRA Manufacture of chemicals and chemical products ,20139.2
FRA Manufacture of basic pharmaceutical products and pharmaceutical preparations,509.8
FRA Manufacture of rubber and plastic products,1432.8
FRA Manufacture of other non-metallic mineral products,19277.6
FRA Manufacture of basic metals,19739.2
"FRA Manufacture of fabricated metal products, except machinery and equipment",968.0
"FRA Manufacture of computer, electronic and optical products",224.2
FRA Manufacture of electrical equipment,331.1
FRA Manufacture of machinery and equipment n.e.c.,554.3
"FRA Manufacture of motor vehicles, trailers and semi-trailers",715.1
FRA Manufacture of other transport equipment,262.8
FRA Manufacture of furniture; other manufacturing,277.6
FRA Repair and installation of machinery and equipment,413.9
"FRA Electricity, gas, steam and air conditioning supply",23190.9
"FRA Water collection, treatment and supply",95.4
"FRA Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",9486.7
FRA Construction,7748.1
FRA Wholesale and retail trade and repair of motor vehicles and motorcycles,2876.9
"FRA Wholesale trade, except of motor vehicles and motorcycles",3142.3
"FRA Retail trade, except of motor vehicles and motorcycles",3291.2
FRA Land transport and transport via pipelines,20081.7
FRA Water transport,3838.9
FRA Air transport,18753.1
FRA Warehousing and support activities for transportation,535.0
FRA Postal and courier activities,573.6
FRA Accommodation and food service activities,2594.0
FRA Publishing activities,136.0
"FRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",250.7
FRA Telecommunications,295.7
"FRA Computer programming, consultancy and related activities; information service activities",323.9
"FRA Financial service activities, except insurance and pension funding",563.7
"FRA Insurance, reinsurance and pension funding, except compulsory social security",110.2
FRA Activities auxiliary to financial services and insurance activities,126.1
FRA Real estate activities,446.8
FRA Legal and accounting activities; activities of head offices; management consultancy activities,622.4
FRA Architectural and engineering activities; technical testing and analysis,666.6
FRA Scientific research and development,351.2
FRA Advertising and market research,199.6
"FRA Other professional, scientific and technical activities; veterinary activities",116.6
FRA Administrative and support service activities,6485.9
FRA Public administration and defence; compulsory social security,2348.6
FRA Education,3973.4
FRA Human health and social work activities,6209.2
FRA Other service activities,3176.6
FRA Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
FRA Activities of extraterritorial organizations and bodies,0.0
"GBR Crop and animal production, hunting and related service activities",6439.6
GBR Forestry and logging,51.4
GBR Fishing and aquaculture,892.1
GBR Mining and quarrying,18285.1
"GBR Manufacture of food products, beverages and tobacco products",6954.6
"GBR Manufacture of textiles, wearing apparel and leather products",1546.4
"GBR Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",690.9
GBR Manufacture of paper and paper products,3048.2
GBR Printing and reproduction of recorded media,539.9
GBR Manufacture of coke and refined petroleum products ,15031.7
GBR Manufacture of chemicals and chemical products ,10637.5
GBR Manufacture of basic pharmaceutical products and pharmaceutical preparations,620.2
GBR Manufacture of rubber and plastic products,3444.2
GBR Manufacture of other non-metallic mineral products,12441.5
GBR Manufacture of basic metals,20588.8
"GBR Manufacture of fabricated metal products, except machinery and equipment",2438.3
"GBR Manufacture of computer, electronic and optical products",427.1
GBR Manufacture of electrical equipment,573.2
GBR Manufacture of machinery and equipment n.e.c.,1214.3
