,0
"AUS Water collection, treatment and supply",205.7
"AUS Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",108.2
AUS Construction,4098.8
AUS Wholesale and retail trade and repair of motor vehicles and motorcycles,631.7
"AUS Wholesale trade, except of motor vehicles and motorcycles",3070.8
"AUS Retail trade, except of motor vehicles and motorcycles",2873.7
AUS Land transport and transport via pipelines,10052.8
AUS Water transport,3414.8
AUS Air transport,32987.9
AUS Warehousing and support activities for transportation,1205.5
AUS Postal and courier activities,449.5
AUS Accommodation and food service activities,2071.7
AUS Publishing activities,12.9
"AUS Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",10.9
AUS Telecommunications,437.3
"AUS Computer programming, consultancy and related activities; information service activities",471.9
"AUS Financial service activities, except insurance and pension funding",575.1
"AUS Insurance, reinsurance and pension funding, except compulsory social security",218.7
AUS Activities auxiliary to financial services and insurance activities,371.2
AUS Real estate activities,444.5
AUS Legal and accounting activities; activities of head offices; management consultancy activities,2034.4
AUS Architectural and engineering activities; technical testing and analysis,0.0
AUS Scientific research and development,0.0
AUS Advertising and market research,0.0
"AUS Other professional, scientific and technical activities; veterinary activities",0.0
AUS Administrative and support service activities,1127.5
AUS Public administration and defence; compulsory social security,2007.7
AUS Education,2277.8
AUS Human health and social work activities,5120.5
AUS Other service activities,7118.5
AUS Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
AUS Activities of extraterritorial organizations and bodies,0.0
"BEL Crop and animal production, hunting and related service activities",1814.0
BEL Forestry and logging,33.7
BEL Fishing and aquaculture,161.6
BEL Mining and quarrying,708.6
"BEL Manufacture of food products, beverages and tobacco products",2246.0
"BEL Manufacture of textiles, wearing apparel and leather products",317.5
"BEL Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",44.5
BEL Manufacture of paper and paper products,305.4
BEL Printing and reproduction of recorded media,239.9
BEL Manufacture of coke and refined petroleum products ,5731.4
BEL Manufacture of chemicals and chemical products ,8656.0
BEL Manufacture of basic pharmaceutical products and pharmaceutical preparations,217.5
BEL Manufacture of rubber and plastic products,68.5
BEL Manufacture of other non-metallic mineral products,8580.8
BEL Manufacture of basic metals,7613.2
"BEL Manufacture of fabricated metal products, except machinery and equipment",213.6
"BEL Manufacture of computer, electronic and optical products",41.3
BEL Manufacture of electrical equipment,66.9
BEL Manufacture of machinery and equipment n.e.c.,139.3
"BEL Manufacture of motor vehicles, trailers and semi-trailers",98.9
BEL Manufacture of other transport equipment,31.1
BEL Manufacture of furniture; other manufacturing,83.9
BEL Repair and installation of machinery and equipment,110.5
"BEL Electricity, gas, steam and air conditioning supply",18444.0
"BEL Water collection, treatment and supply",29.7
"BEL Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",910.4
BEL Construction,2408.2
BEL Wholesale and retail trade and repair of motor vehicles and motorcycles,256.9
"BEL Wholesale trade, except of motor vehicles and motorcycles",964.7
"BEL Retail trade, except of motor vehicles and motorcycles",738.0
BEL Land transport and transport via pipelines,3107.0
BEL Water transport,604.5
BEL Air transport,3758.1
BEL Warehousing and support activities for transportation,1860.3
BEL Postal and courier activities,99.0
BEL Accommodation and food service activities,550.9
BEL Publishing activities,96.1
"BEL Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",52.6
BEL Telecommunications,36.6
"BEL Computer programming, consultancy and related activities; information service activities",114.8
"BEL Financial service activities, except insurance and pension funding",104.1
"BEL Insurance, reinsurance and pension funding, except compulsory social security",33.1
BEL Activities auxiliary to financial services and insurance activities,154.2
BEL Real estate activities,120.9
BEL Legal and accounting activities; activities of head offices; management consultancy activities,529.1
BEL Architectural and engineering activities; technical testing and analysis,172.4
BEL Scientific research and development,106.7
BEL Advertising and market research,38.2
"BEL Other professional, scientific and technical activities; veterinary activities",29.0
BEL Administrative and support service activities,904.1
BEL Public administration and defence; compulsory social security,1044.2
BEL Education,606.9
BEL Human health and social work activities,898.6
BEL Other service activities,582.2
BEL Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,30.5
BEL Activities of extraterritorial organizations and bodies,0.0
"BGR Crop and animal production, hunting and related service activities",1046.5
BGR Forestry and logging,41.6
BGR Fishing and aquaculture,3.9
BGR Mining and quarrying,204.4
"BGR Manufacture of food products, beverages and tobacco products",406.9
"BGR Manufacture of textiles, wearing apparel and leather products",96.7
"BGR Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",100.2
BGR Manufacture of paper and paper products,136.7
BGR Printing and reproduction of recorded media,5.5
BGR Manufacture of coke and refined petroleum products ,99.8
BGR Manufacture of chemicals and chemical products ,1421.8
BGR Manufacture of basic pharmaceutical products and pharmaceutical preparations,83.2
BGR Manufacture of rubber and plastic products,37.2
BGR Manufacture of other non-metallic mineral products,3296.5
BGR Manufacture of basic metals,563.8
"BGR Manufacture of fabricated metal products, except machinery and equipment",83.1
"BGR Manufacture of computer, electronic and optical products",3.6
BGR Manufacture of electrical equipment,25.8
BGR Manufacture of machinery and equipment n.e.c.,54.0
"BGR Manufacture of motor vehicles, trailers and semi-trailers",14.2
BGR Manufacture of other transport equipment,5.7
BGR Manufacture of furniture; other manufacturing,23.1
BGR Repair and installation of machinery and equipment,7.6
"BGR Electricity, gas, steam and air conditioning supply",36668.2
"BGR Water collection, treatment and supply",23.4
"BGR Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",66.0
BGR Construction,575.8
BGR Wholesale and retail trade and repair of motor vehicles and motorcycles,33.1
"BGR Wholesale trade, except of motor vehicles and motorcycles",319.8
"BGR Retail trade, except of motor vehicles and motorcycles",85.0
BGR Land transport and transport via pipelines,4313.9
BGR Water transport,70.0
BGR Air transport,65.6
BGR Warehousing and support activities for transportation,44.2
BGR Postal and courier activities,30.2
BGR Accommodation and food service activities,103.9
BGR Publishing activities,1.5
"BGR Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",3.9
BGR Telecommunications,16.2
"BGR Computer programming, consultancy and related activities; information service activities",10.9
"BGR Financial service activities, except insurance and pension funding",20.4
"BGR Insurance, reinsurance and pension funding, except compulsory social security",2.4
BGR Activities auxiliary to financial services and insurance activities,5.6
BGR Real estate activities,52.5
BGR Legal and accounting activities; activities of head offices; management consultancy activities,19.6
BGR Architectural and engineering activities; technical testing and analysis,12.3
BGR Scientific research and development,3.6
BGR Advertising and market research,5.7
"BGR Other professional, scientific and technical activities; veterinary activities",10.2
BGR Administrative and support service activities,62.3
BGR Public administration and defence; compulsory social security,87.9
BGR Education,239.8
BGR Human health and social work activities,86.8
BGR Other service activities,39.1
BGR Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
BGR Activities of extraterritorial organizations and bodies,0.0
"BRA Crop and animal production, hunting and related service activities",28549.4
BRA Forestry and logging,1257.4
BRA Fishing and aquaculture,220.7
BRA Mining and quarrying,15333.8
"BRA Manufacture of food products, beverages and tobacco products",6148.0
"BRA Manufacture of textiles, wearing apparel and leather products",3651.5
"BRA Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",857.8
BRA Manufacture of paper and paper products,4231.4
BRA Printing and reproduction of recorded media,336.1
BRA Manufacture of coke and refined petroleum products ,18592.7
BRA Manufacture of chemicals and chemical products ,17697.8
BRA Manufacture of basic pharmaceutical products and pharmaceutical preparations,91.3
BRA Manufacture of rubber and plastic products,2323.5
BRA Manufacture of other non-metallic mineral products,47483.2
BRA Manufacture of basic metals,90049.6
"BRA Manufacture of fabricated metal products, except machinery and equipment",1783.0
"BRA Manufacture of computer, electronic and optical products",305.2
BRA Manufacture of electrical equipment,935.0
BRA Manufacture of machinery and equipment n.e.c.,992.9
"BRA Manufacture of motor vehicles, trailers and semi-trailers",1906.7
BRA Manufacture of other transport equipment,267.1
BRA Manufacture of furniture; other manufacturing,1738.1
BRA Repair and installation of machinery and equipment,0.0
"BRA Electricity, gas, steam and air conditioning supply",30529.3
"BRA Water collection, treatment and supply",646.6
"BRA Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0
BRA Construction,8187.5
BRA Wholesale and retail trade and repair of motor vehicles and motorcycles,2646.4
"BRA Wholesale trade, except of motor vehicles and motorcycles",6340.9
"BRA Retail trade, except of motor vehicles and motorcycles",8575.7
BRA Land transport and transport via pipelines,41294.6
BRA Water transport,7943.0
BRA Air transport,27855.1
BRA Warehousing and support activities for transportation,4867.5
BRA Postal and courier activities,0.0
BRA Accommodation and food service activities,4596.9
BRA Publishing activities,8.4
"BRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",11.7
BRA Telecommunications,603.9
"BRA Computer programming, consultancy and related activities; information service activities",614.7
"BRA Financial service activities, except insurance and pension funding",1103.6
"BRA Insurance, reinsurance and pension funding, except compulsory social security",0.0
BRA Activities auxiliary to financial services and insurance activities,0.0
BRA Real estate activities,321.2
BRA Legal and accounting activities; activities of head offices; management consultancy activities,1477.5
BRA Architectural and engineering activities; technical testing and analysis,577.1
BRA Scientific research and development,398.8
BRA Advertising and market research,0.0
"BRA Other professional, scientific and technical activities; veterinary activities",0.0
BRA Administrative and support service activities,4447.7
BRA Public administration and defence; compulsory social security,4964.2
BRA Education,5356.1
BRA Human health and social work activities,3552.4
BRA Other service activities,4304.2
BRA Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
BRA Activities of extraterritorial organizations and bodies,0.0
"CAN Crop and animal production, hunting and related service activities",11630.7
CAN Forestry and logging,4658.0
CAN Fishing and aquaculture,60.7
CAN Mining and quarrying,82272.8
"CAN Manufacture of food products, beverages and tobacco products",3620.3
"CAN Manufacture of textiles, wearing apparel and leather products",272.7
"CAN Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2357.0
CAN Manufacture of paper and paper products,4010.5
CAN Printing and reproduction of recorded media,622.4
CAN Manufacture of coke and refined petroleum products ,24935.7
CAN Manufacture of chemicals and chemical products ,15517.2
CAN Manufacture of basic pharmaceutical products and pharmaceutical preparations,97.3
CAN Manufacture of rubber and plastic products,2812.9
CAN Manufacture of other non-metallic mineral products,13255.1
CAN Manufacture of basic metals,26458.4
"CAN Manufacture of fabricated metal products, except machinery and equipment",707.0
"CAN Manufacture of computer, electronic and optical products",434.3
CAN Manufacture of electrical equipment,381.6
CAN Manufacture of machinery and equipment n.e.c.,1129.3
"CAN Manufacture of motor vehicles, trailers and semi-trailers",843.8
CAN Manufacture of other transport equipment,258.2
CAN Manufacture of furniture; other manufacturing,1049.2
CAN Repair and installation of machinery and equipment,0.0
"CAN Electricity, gas, steam and air conditioning supply",96406.9
"CAN Water collection, treatment and supply",0.0
"CAN Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",755.0
CAN Construction,9263.5
CAN Wholesale and retail trade and repair of motor vehicles and motorcycles,3464.1
"CAN Wholesale trade, except of motor vehicles and motorcycles",5546.7
"CAN Retail trade, except of motor vehicles and motorcycles",6382.2
CAN Land transport and transport via pipelines,37012.9
CAN Water transport,16357.6
CAN Air transport,28766.6
CAN Warehousing and support activities for transportation,1991.8
CAN Postal and courier activities,1020.3
CAN Accommodation and food service activities,3559.2
CAN Publishing activities,22.6
"CAN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",309.0
CAN Telecommunications,774.7
"CAN Computer programming, consultancy and related activities; information service activities",777.7
"CAN Financial service activities, except insurance and pension funding",3215.9
"CAN Insurance, reinsurance and pension funding, except compulsory social security",744.3
CAN Activities auxiliary to financial services and insurance activities,0.0
CAN Real estate activities,8125.9
CAN Legal and accounting activities; activities of head offices; management consultancy activities,1022.5
CAN Architectural and engineering activities; technical testing and analysis,815.9
CAN Scientific research and development,586.8
CAN Advertising and market research,217.9
"CAN Other professional, scientific and technical activities; veterinary activities",1800.5
CAN Administrative and support service activities,3780.1
CAN Public administration and defence; compulsory social security,7558.6
CAN Education,6953.0
CAN Human health and social work activities,6497.0
CAN Other service activities,4717.8
CAN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
CAN Activities of extraterritorial organizations and bodies,0.0
"CHN Crop and animal production, hunting and related service activities",139370.3
CHN Forestry and logging,26603.7
CHN Fishing and aquaculture,7889.8
CHN Mining and quarrying,239774.8
"CHN Manufacture of food products, beverages and tobacco products",137161.3
"CHN Manufacture of textiles, wearing apparel and leather products",80005.7
"CHN Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",19848.9
CHN Manufacture of paper and paper products,66342.1
CHN Printing and reproduction of recorded media,3404.0
CHN Manufacture of coke and refined petroleum products ,175556.7
CHN Manufacture of chemicals and chemical products ,661073.1
CHN Manufacture of basic pharmaceutical products and pharmaceutical preparations,772.9
CHN Manufacture of rubber and plastic products,170604.0
CHN Manufacture of other non-metallic mineral products,1597149.0
CHN Manufacture of basic metals,1224788.4
"CHN Manufacture of fabricated metal products, except machinery and equipment",26701.6
"CHN Manufacture of computer, electronic and optical products",14718.1
CHN Manufacture of electrical equipment,28827.3
CHN Manufacture of machinery and equipment n.e.c.,56490.4
"CHN Manufacture of motor vehicles, trailers and semi-trailers",18161.9
CHN Manufacture of other transport equipment,10801.1
CHN Manufacture of furniture; other manufacturing,47461.3
CHN Repair and installation of machinery and equipment,0.0
"CHN Electricity, gas, steam and air conditioning supply",3904214.1
"CHN Water collection, treatment and supply",2606.1
"CHN Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",44874.3
CHN Construction,62063.2
CHN Wholesale and retail trade and repair of motor vehicles and motorcycles,0.0
"CHN Wholesale trade, except of motor vehicles and motorcycles",27119.4
"CHN Retail trade, except of motor vehicles and motorcycles",5610.3
CHN Land transport and transport via pipelines,86977.8
CHN Water transport,92686.3
CHN Air transport,25547.2
CHN Warehousing and support activities for transportation,18036.8
CHN Postal and courier activities,1574.1
CHN Accommodation and food service activities,16543.2
CHN Publishing activities,0.0
"CHN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.0
CHN Telecommunications,1243.3
"CHN Computer programming, consultancy and related activities; information service activities",693.1
"CHN Financial service activities, except insurance and pension funding",5436.9
"CHN Insurance, reinsurance and pension funding, except compulsory social security",616.0
CHN Activities auxiliary to financial services and insurance activities,0.0
CHN Real estate activities,5428.5
CHN Legal and accounting activities; activities of head offices; management consultancy activities,16387.6
CHN Architectural and engineering activities; technical testing and analysis,0.0
CHN Scientific research and development,5238.0
CHN Advertising and market research,0.0
"CHN Other professional, scientific and technical activities; veterinary activities",9173.0
CHN Administrative and support service activities,1913.8
CHN Public administration and defence; compulsory social security,51328.9
CHN Education,56561.5
CHN Human health and social work activities,51544.4
CHN Other service activities,50293.8
CHN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
CHN Activities of extraterritorial organizations and bodies,0.0
"DEU Crop and animal production, hunting and related service activities",9349.7
DEU Forestry and logging,312.5
DEU Fishing and aquaculture,51.5
DEU Mining and quarrying,7228.8
"DEU Manufacture of food products, beverages and tobacco products",9252.9
"DEU Manufacture of textiles, wearing apparel and leather products",879.8
"DEU Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",968.3
DEU Manufacture of paper and paper products,6614.3
DEU Printing and reproduction of recorded media,797.2
DEU Manufacture of coke and refined petroleum products ,21875.2
DEU Manufacture of chemicals and chemical products ,29953.8
DEU Manufacture of basic pharmaceutical products and pharmaceutical preparations,1405.2
DEU Manufacture of rubber and plastic products,2395.2
DEU Manufacture of other non-metallic mineral products,36823.1
DEU Manufacture of basic metals,44275.6
"DEU Manufacture of fabricated metal products, except machinery and equipment",4120.5
"DEU Manufacture of computer, electronic and optical products",1025.9
DEU Manufacture of electrical equipment,1290.7
DEU Manufacture of machinery and equipment n.e.c.,3790.3
"DEU Manufacture of motor vehicles, trailers and semi-trailers",4742.6
DEU Manufacture of other transport equipment,721.7
DEU Manufacture of furniture; other manufacturing,987.4
DEU Repair and installation of machinery and equipment,406.0
"DEU Electricity, gas, steam and air conditioning supply",343522.8
"DEU Water collection, treatment and supply",1809.6
"DEU Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",6142.6
DEU Construction,9522.3
DEU Wholesale and retail trade and repair of motor vehicles and motorcycles,1404.2
"DEU Wholesale trade, except of motor vehicles and motorcycles",6214.1
"DEU Retail trade, except of motor vehicles and motorcycles",9122.0
DEU Land transport and transport via pipelines,16695.6
DEU Water transport,22698.6
DEU Air transport,25694.9
DEU Warehousing and support activities for transportation,9546.2
DEU Postal and courier activities,2348.2
DEU Accommodation and food service activities,3555.1
DEU Publishing activities,591.6
"DEU Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",423.0
DEU Telecommunications,996.6
"DEU Computer programming, consultancy and related activities; information service activities",1394.7
"DEU Financial service activities, except insurance and pension funding",1002.5
"DEU Insurance, reinsurance and pension funding, except compulsory social security",446.5
DEU Activities auxiliary to financial services and insurance activities,208.8
DEU Real estate activities,975.1
DEU Legal and accounting activities; activities of head offices; management consultancy activities,2750.5
DEU Architectural and engineering activities; technical testing and analysis,1424.2
DEU Scientific research and development,1596.0
DEU Advertising and market research,488.2
"DEU Other professional, scientific and technical activities; veterinary activities",413.6
DEU Administrative and support service activities,1037.6
DEU Public administration and defence; compulsory social security,6473.2
DEU Education,4013.7
DEU Human health and social work activities,6260.4
DEU Other service activities,5684.2
DEU Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
DEU Activities of extraterritorial organizations and bodies,0.0
"ESP Crop and animal production, hunting and related service activities",9044.7
ESP Forestry and logging,110.4
ESP Fishing and aquaculture,3019.5
ESP Mining and quarrying,2713.2
"ESP Manufacture of food products, beverages and tobacco products",1692.4
"ESP Manufacture of textiles, wearing apparel and leather products",799.8
"ESP Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",909.5
ESP Manufacture of paper and paper products,4236.0
ESP Printing and reproduction of recorded media,272.0
ESP Manufacture of coke and refined petroleum products ,15764.2
ESP Manufacture of chemicals and chemical products ,8640.1
ESP Manufacture of basic pharmaceutical products and pharmaceutical preparations,24.1
ESP Manufacture of rubber and plastic products,981.2
ESP Manufacture of other non-metallic mineral products,30358.2
ESP Manufacture of basic metals,11526.5
"ESP Manufacture of fabricated metal products, except machinery and equipment",878.5
"ESP Manufacture of computer, electronic and optical products",139.5
ESP Manufacture of electrical equipment,717.4
ESP Manufacture of machinery and equipment n.e.c.,785.1
"ESP Manufacture of motor vehicles, trailers and semi-trailers",1662.8
ESP Manufacture of other transport equipment,359.2
ESP Manufacture of furniture; other manufacturing,40.6
ESP Repair and installation of machinery and equipment,49.0
"ESP Electricity, gas, steam and air conditioning supply",73144.2
"ESP Water collection, treatment and supply",87.9
"ESP Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",993.1
ESP Construction,653.2
ESP Wholesale and retail trade and repair of motor vehicles and motorcycles,737.7
"ESP Wholesale trade, except of motor vehicles and motorcycles",2938.3
"ESP Retail trade, except of motor vehicles and motorcycles",2466.9
ESP Land transport and transport via pipelines,33431.4
ESP Water transport,2636.2
ESP Air transport,10885.8
ESP Warehousing and support activities for transportation,244.2
ESP Postal and courier activities,79.4
ESP Accommodation and food service activities,1022.6
ESP Publishing activities,55.5
"ESP Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",214.0
ESP Telecommunications,279.0
"ESP Computer programming, consultancy and related activities; information service activities",368.3
"ESP Financial service activities, except insurance and pension funding",115.5
"ESP Insurance, reinsurance and pension funding, except compulsory social security",38.7
ESP Activities auxiliary to financial services and insurance activities,100.1
ESP Real estate activities,70.4
ESP Legal and accounting activities; activities of head offices; management consultancy activities,175.5
ESP Architectural and engineering activities; technical testing and analysis,188.1
ESP Scientific research and development,57.0
ESP Advertising and market research,67.5
"ESP Other professional, scientific and technical activities; veterinary activities",63.6
ESP Administrative and support service activities,359.3
ESP Public administration and defence; compulsory social security,2299.5
ESP Education,1291.1
ESP Human health and social work activities,1324.3
ESP Other service activities,1265.5
ESP Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
ESP Activities of extraterritorial organizations and bodies,0.0
"FRA Crop and animal production, hunting and related service activities",13138.1
FRA Forestry and logging,551.0
FRA Fishing and aquaculture,1403.2
FRA Mining and quarrying,1205.1
"FRA Manufacture of food products, beverages and tobacco products",8763.5
"FRA Manufacture of textiles, wearing apparel and leather products",905.2
"FRA Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",493.3
FRA Manufacture of paper and paper products,2281.7
FRA Printing and reproduction of recorded media,342.7
FRA Manufacture of coke and refined petroleum products ,18100.0
FRA Manufacture of chemicals and chemical products ,20436.6
FRA Manufacture of basic pharmaceutical products and pharmaceutical preparations,852.4
FRA Manufacture of rubber and plastic products,1381.2
FRA Manufacture of other non-metallic mineral products,23448.0
FRA Manufacture of basic metals,18546.2
"FRA Manufacture of fabricated metal products, except machinery and equipment",1071.3
"FRA Manufacture of computer, electronic and optical products",237.7
FRA Manufacture of electrical equipment,395.4
FRA Manufacture of machinery and equipment n.e.c.,574.2
"FRA Manufacture of motor vehicles, trailers and semi-trailers",787.0
FRA Manufacture of other transport equipment,298.2
FRA Manufacture of furniture; other manufacturing,300.3
FRA Repair and installation of machinery and equipment,419.3
"FRA Electricity, gas, steam and air conditioning supply",32821.3
"FRA Water collection, treatment and supply",92.8
"FRA Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",10356.7
FRA Construction,7676.1
FRA Wholesale and retail trade and repair of motor vehicles and motorcycles,3327.4
"FRA Wholesale trade, except of motor vehicles and motorcycles",3270.3
"FRA Retail trade, except of motor vehicles and motorcycles",3659.6
FRA Land transport and transport via pipelines,22381.5
FRA Water transport,3966.2
FRA Air transport,20245.8
FRA Warehousing and support activities for transportation,503.2
FRA Postal and courier activities,564.5
FRA Accommodation and food service activities,3755.0
FRA Publishing activities,132.0
"FRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",238.9
FRA Telecommunications,268.6
"FRA Computer programming, consultancy and related activities; information service activities",312.1
"FRA Financial service activities, except insurance and pension funding",551.3
"FRA Insurance, reinsurance and pension funding, except compulsory social security",106.7
FRA Activities auxiliary to financial services and insurance activities,122.4
FRA Real estate activities,438.3
FRA Legal and accounting activities; activities of head offices; management consultancy activities,602.4
FRA Architectural and engineering activities; technical testing and analysis,646.6
FRA Scientific research and development,630.7
FRA Advertising and market research,193.6
"FRA Other professional, scientific and technical activities; veterinary activities",112.9
FRA Administrative and support service activities,6335.4
FRA Public administration and defence; compulsory social security,3811.4
FRA Education,2959.1
FRA Human health and social work activities,6007.7
FRA Other service activities,3035.3
FRA Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
FRA Activities of extraterritorial organizations and bodies,0.0
"GBR Crop and animal production, hunting and related service activities",6485.2
GBR Forestry and logging,31.1
GBR Fishing and aquaculture,710.8
GBR Mining and quarrying,20188.6
"GBR Manufacture of food products, beverages and tobacco products",7023.5
"GBR Manufacture of textiles, wearing apparel and leather products",1702.0
"GBR Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",753.8
GBR Manufacture of paper and paper products,3198.1
GBR Printing and reproduction of recorded media,591.1
GBR Manufacture of coke and refined petroleum products ,18825.6
GBR Manufacture of chemicals and chemical products ,12774.8
GBR Manufacture of basic pharmaceutical products and pharmaceutical preparations,770.7
GBR Manufacture of rubber and plastic products,2766.8
GBR Manufacture of other non-metallic mineral products,12055.2
GBR Manufacture of basic metals,17149.5
"GBR Manufacture of fabricated metal products, except machinery and equipment",2550.0
"GBR Manufacture of computer, electronic and optical products",438.7
GBR Manufacture of electrical equipment,588.5
GBR Manufacture of machinery and equipment n.e.c.,1273.1
