,0
AUT,14569.0
AUS,30697.2
BEL,29949.0
BGR,3225.1
BRA,42616.0
CAN,91071.7
CHN,291373.8
DEU,191016.3
ESP,47920.8
FRA,115486.0
GBR,149330.2
HUN,13498.9
IDN,47530.6
IND,84241.4
IRL,10822.3
ITA,127079.8
JPN,131135.4
KOR,42906.8
MEX,63271.7
NLD,39059.0
NOR,5452.7
POL,37058.7
PRT,10312.7
ROU,10877.5
RUS,189930.7
TUR,44427.3
TWN,18544.3
USA,804133.5
REU,96922.6
RoW,664864.6
