,0
"FRA Retail trade, except of motor vehicles and motorcycles",6109.1
FRA Land transport and transport via pipelines,27039.3
FRA Water transport,8124.4
FRA Air transport,19473.6
FRA Warehousing and support activities for transportation,3490.5
FRA Postal and courier activities,520.8
FRA Accommodation and food service activities,2953.0
FRA Publishing activities,248.8
"FRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",1928.4
FRA Telecommunications,3126.7
"FRA Computer programming, consultancy and related activities; information service activities",1016.2
"FRA Financial service activities, except insurance and pension funding",1062.0
"FRA Insurance, reinsurance and pension funding, except compulsory social security",572.5
FRA Activities auxiliary to financial services and insurance activities,261.8
FRA Real estate activities,1606.2
FRA Legal and accounting activities; activities of head offices; management consultancy activities,2459.7
FRA Architectural and engineering activities; technical testing and analysis,906.4
FRA Scientific research and development,1009.3
FRA Advertising and market research,821.0
"FRA Other professional, scientific and technical activities; veterinary activities",266.8
FRA Administrative and support service activities,3104.1
FRA Public administration and defence; compulsory social security,6584.0
FRA Education,4277.3
FRA Human health and social work activities,6048.6
FRA Other service activities,4041.8
FRA Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
FRA Activities of extraterritorial organizations and bodies,0.0
"GBR Crop and animal production, hunting and related service activities",6783.5
GBR Forestry and logging,37.2
GBR Fishing and aquaculture,727.5
GBR Mining and quarrying,24457.2
"GBR Manufacture of food products, beverages and tobacco products",8086.2
"GBR Manufacture of textiles, wearing apparel and leather products",2206.3
"GBR Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1553.7
GBR Manufacture of paper and paper products,5266.3
GBR Printing and reproduction of recorded media,955.5
GBR Manufacture of coke and refined petroleum products ,19311.1
GBR Manufacture of chemicals and chemical products ,16414.2
GBR Manufacture of basic pharmaceutical products and pharmaceutical preparations,1171.8
GBR Manufacture of rubber and plastic products,3538.3
GBR Manufacture of other non-metallic mineral products,16158.7
GBR Manufacture of basic metals,26017.8
"GBR Manufacture of fabricated metal products, except machinery and equipment",3191.9
"GBR Manufacture of computer, electronic and optical products",651.9
GBR Manufacture of electrical equipment,872.5
GBR Manufacture of machinery and equipment n.e.c.,1662.8
