,AUT,AUS,BEL,BGR,BRA,CAN,CHN,DEU,ESP,FRA,GBR,HUN,IDN,IND,IRL,ITA,JPN,KOR,MEX,NLD,NOR,POL,PRT,ROU,RUS,TUR,TWN,USA,REU,RoW
"CHN Computer programming, consultancy and related activities; information service activities",0.1,0.0,0.0,0.0,0.1,0.7,6798.2,1.1,1.3,0.2,2.6,0.0,0.0,0.4,0.0,0.3,1.2,0.4,0.0,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.1,1.3,2.0,299.3
"CHN Financial service activities, except insurance and pension funding",0.0,0.0,0.0,0.0,0.1,0.0,15348.9,0.0,0.0,0.2,0.9,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9
"CHN Insurance, reinsurance and pension funding, except compulsory social security",0.0,0.0,0.0,0.0,0.0,0.1,2540.3,0.1,0.1,0.1,0.3,0.0,0.1,1.5,0.1,0.2,0.8,0.1,7.9,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.2,0.3,0.3,57.8
CHN Activities auxiliary to financial services and insurance activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Real estate activities,0.0,0.0,0.0,0.0,0.0,0.0,72207.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
CHN Legal and accounting activities; activities of head offices; management consultancy activities,218.0,2.8,26.7,0.6,4.1,4.2,7617.2,62.5,25.2,100.7,14.9,0.3,21.2,16.8,0.2,65.0,0.0,244.1,0.0,218.3,38.5,7.6,0.6,0.8,0.0,0.0,1.3,371.4,38.1,2100.1
CHN Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,5969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHN Other professional, scientific and technical activities; veterinary activities",0.0,0.0,0.0,0.0,0.0,0.0,10258.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Administrative and support service activities,0.0,0.0,0.0,0.0,0.0,0.0,1393.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Public administration and defence; compulsory social security,0.0,0.1,0.0,0.0,0.0,0.2,126226.0,1.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,11.6,0.3,0.0,0.1,21.7,0.0,0.0,0.0,0.0,0.9,0.0,0.5,0.8,72.6
CHN Education,1.6,0.0,0.0,0.0,0.0,1.0,77440.5,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,57.7
CHN Human health and social work activities,0.0,0.0,0.0,0.0,0.0,0.0,54634.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Other service activities,112.2,3.3,6.0,1.0,1.4,224.9,49219.7,13.0,89.0,10.6,124.8,113.1,98.6,102.8,4.0,11.6,23.5,5.0,0.0,5.3,0.4,20.1,0.4,0.2,0.0,2.9,17.5,5.7,45.5,1714.0
CHN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DEU Crop and animal production, hunting and related service activities",1.0,100.8,58.0,0.6,2.1,1.7,1.5,11855.9,46.6,110.3,108.4,8.1,0.5,0.5,14.0,121.9,3.3,0.5,0.7,150.1,7.0,16.9,22.4,3.1,8.3,2.8,0.4,25.9,246.4,29.3
DEU Forestry and logging,0.0,1.2,0.1,0.0,0.1,0.0,0.0,1102.6,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8
DEU Fishing and aquaculture,0.1,6.8,5.4,0.0,0.0,0.0,0.0,153.4,9.5,10.1,0.9,0.0,0.0,0.0,0.1,5.8,0.1,0.0,0.0,6.3,0.0,3.5,0.7,0.0,9.6,0.0,0.1,0.0,2.2,24.0
DEU Mining and quarrying,0.4,3.0,8.6,0.1,0.2,0.3,1.8,3442.5,1.3,2.5,4.1,23.2,0.0,0.1,0.2,5.0,0.4,0.3,0.2,2.1,0.4,0.7,0.3,0.2,2.1,0.4,0.2,5.1,17.3,13.1
"DEU Manufacture of food products, beverages and tobacco products",81.8,1370.1,1141.5,39.9,28.8,160.1,65.1,89835.4,1252.9,2895.4,1857.5,143.9,8.5,4.4,122.5,2889.6,270.7,49.9,65.9,2386.5,122.8,307.1,218.4,123.0,665.8,65.0,134.9,531.6,3286.3,1233.5
"DEU Manufacture of textiles, wearing apparel and leather products",51.8,1419.8,415.7,6.5,5.3,114.6,19.7,2566.5,317.9,1061.6,978.1,91.7,1.4,4.8,60.3,532.6,249.0,46.1,15.9,940.8,112.5,540.2,134.6,8.9,1161.8,50.2,29.0,446.3,2073.8,763.1
"DEU Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.4,14.2,6.1,0.2,0.7,1.1,2.6,4752.8,6.0,15.9,11.9,1.8,0.1,0.7,1.2,10.0,3.5,1.4,1.1,10.8,1.8,3.8,1.4,0.6,4.8,1.4,0.4,15.4,28.9,3.7
DEU Manufacture of paper and paper products,14.7,96.7,106.0,0.6,1.9,3.7,5.3,4448.3,28.8,324.0,151.1,16.0,0.4,1.8,7.2,42.2,12.0,1.8,4.7,160.2,20.9,25.3,8.3,2.8,16.1,5.7,2.0,76.8,387.8,62.7
DEU Printing and reproduction of recorded media,0.3,2.3,1.7,0.1,0.2,0.2,1.2,2782.8,1.5,4.3,3.0,0.4,0.1,0.2,0.6,2.0,0.6,0.3,0.4,2.8,0.4,0.8,0.3,0.2,0.7,0.4,0.2,2.9,9.6,0.0
DEU Manufacture of coke and refined petroleum products ,6.2,325.8,77.9,3.9,4.3,1.6,10.7,19313.5,65.9,212.2,198.5,10.2,0.9,1.2,1.2,34.2,5.8,2.7,3.3,115.2,58.8,61.2,21.4,13.5,20.1,9.2,10.9,259.3,461.8,97.3
DEU Manufacture of chemicals and chemical products ,61.0,360.1,266.6,18.9,49.7,17.0,123.5,11480.0,289.5,758.0,395.5,53.6,14.4,47.3,9.5,434.5,100.9,8.3,54.5,588.8,54.1,205.5,96.4,45.7,402.9,115.6,24.4,541.0,1304.0,586.9
DEU Manufacture of basic pharmaceutical products and pharmaceutical preparations,205.2,472.0,774.5,43.7,111.4,209.5,77.7,10166.9,611.3,1252.1,135.0,125.8,8.4,5.5,70.4,788.5,378.5,63.7,206.1,86.8,42.8,295.4,221.0,140.5,11.5,4.1,11.2,2841.7,1240.6,1696.0
DEU Manufacture of rubber and plastic products,34.9,229.5,82.4,7.1,41.4,21.5,72.1,5904.4,159.9,387.6,261.9,55.5,11.0,22.0,20.1,202.6,71.1,25.5,116.8,428.5,28.9,159.0,45.9,27.8,38.7,42.1,12.9,187.3,439.6,303.1
DEU Manufacture of other non-metallic mineral products,8.9,75.8,23.6,0.9,4.7,11.9,14.5,7779.9,36.1,67.8,56.3,14.4,0.5,3.2,4.0,79.3,13.6,7.9,8.7,43.5,12.9,18.9,5.1,2.1,19.3,5.1,3.4,155.4,163.3,56.8
DEU Manufacture of basic metals,7.2,19.3,13.3,0.6,2.2,2.5,13.7,1063.4,13.6,30.6,23.6,2.6,0.7,2.2,1.5,23.3,6.0,5.5,3.1,14.7,3.2,8.4,2.7,1.5,7.7,5.1,2.0,34.8,108.0,50.0
"DEU Manufacture of fabricated metal products, except machinery and equipment",44.0,419.9,205.5,7.5,31.5,32.6,182.9,16352.0,245.7,557.9,487.8,34.1,15.1,34.6,39.2,398.5,107.6,30.1,82.4,192.2,56.5,217.2,45.1,13.8,88.1,89.9,23.0,592.6,569.4,555.2
"DEU Manufacture of computer, electronic and optical products",280.6,1421.2,817.8,62.0,325.9,240.7,1165.1,4321.0,1643.2,2719.6,2995.5,184.7,77.9,240.7,91.2,2903.5,841.4,470.7,167.5,137.6,416.1,775.0,396.3,202.8,571.2,498.1,175.5,3518.5,5562.3,6272.1
DEU Manufacture of electrical equipment,218.4,833.0,532.7,30.7,244.3,147.4,901.1,15050.9,942.9,1039.2,1221.4,133.5,23.3,122.8,64.4,1144.8,527.0,226.5,187.1,866.1,139.3,430.4,143.4,38.7,131.3,218.4,152.1,1309.9,2612.8,1283.0
DEU Manufacture of machinery and equipment n.e.c.,553.0,2091.1,1339.5,124.6,656.6,505.8,5990.3,49399.7,1981.6,2957.7,2891.3,683.1,226.1,688.2,97.0,3129.0,825.6,1234.9,718.9,1314.6,455.3,1433.5,324.2,452.1,1821.3,1488.1,742.7,6620.3,6957.2,6230.7
"DEU Manufacture of motor vehicles, trailers and semi-trailers",1270.9,2710.2,2094.8,130.3,244.6,1288.2,2549.2,50402.3,5691.1,9111.2,12230.6,562.4,68.0,134.1,714.1,9496.3,2805.8,480.0,794.7,3411.8,1190.1,1190.9,948.8,408.7,1974.7,1316.1,400.4,22156.4,9196.5,9592.1
DEU Manufacture of other transport equipment,183.6,373.7,155.3,10.3,38.8,149.6,552.9,-2021.6,115.3,828.5,1772.8,23.2,20.9,703.3,37.4,267.7,114.9,36.7,11.5,784.9,164.1,191.3,60.2,40.7,47.5,16.6,19.9,1094.5,1661.5,896.7
DEU Manufacture of furniture; other manufacturing,88.6,1116.2,303.7,21.8,57.9,139.1,214.6,19318.5,560.8,1466.4,1068.1,102.8,7.0,136.4,108.8,831.0,533.2,249.6,91.1,1194.5,132.4,259.1,100.3,32.6,153.1,129.2,15.5,1885.5,2096.6,913.8
DEU Repair and installation of machinery and equipment,21.9,117.1,28.7,1.9,12.6,18.3,82.2,11879.6,26.5,201.9,200.7,8.5,3.2,74.0,5.6,55.3,18.7,9.8,13.7,98.1,32.8,28.1,26.6,7.8,13.4,8.9,43.8,153.8,256.7,405.6
"DEU Electricity, gas, steam and air conditioning supply",1.6,133.8,544.9,0.3,1.4,9.4,14.3,30619.7,29.1,37.6,40.1,28.5,0.3,0.8,3.9,234.6,4.5,1.6,2.3,78.3,9.6,11.9,9.7,2.3,2.9,14.3,7.8,67.2,281.1,216.9
"DEU Water collection, treatment and supply",0.2,3.9,13.5,0.0,0.2,0.4,1.4,3419.2,1.5,1.8,2.0,0.8,0.0,0.1,0.1,6.6,0.5,0.3,0.2,2.6,0.4,0.7,0.3,0.1,0.3,0.6,0.3,2.9,9.0,15.7
"DEU Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.2,1.0,1.5,0.0,0.2,0.2,1.2,15425.4,1.1,1.1,1.2,0.2,0.0,0.1,0.1,1.7,0.4,0.2,0.2,1.0,0.3,0.5,0.2,0.1,0.2,0.3,0.2,1.6,3.1,28.0
DEU Construction,9.5,47.9,27.8,2.1,11.5,8.9,101.8,156285.3,35.1,58.9,60.6,14.6,3.7,11.7,5.1,58.7,15.8,20.6,12.7,30.3,90.6,26.0,7.3,8.0,31.0,24.4,14.8,111.0,147.7,268.1
DEU Wholesale and retail trade and repair of motor vehicles and motorcycles,0.7,3.6,1.3,0.1,0.3,0.4,1.9,44240.5,10.3,3.1,14.9,0.3,7.0,0.2,0.2,4.5,1.0,1.6,0.4,2.9,0.4,0.9,0.4,0.5,8.9,0.6,2.0,30.5,19.1,21.2
"DEU Wholesale trade, except of motor vehicles and motorcycles",134.1,776.8,563.0,30.1,108.1,135.0,462.6,34825.0,702.4,1348.5,930.3,124.6,22.7,72.7,130.0,1193.6,337.6,145.1,123.9,686.4,114.7,339.8,157.9,90.3,339.5,151.1,82.4,1568.0,2083.7,3916.7
"DEU Retail trade, except of motor vehicles and motorcycles",2.4,17.6,10.5,0.6,1.9,2.8,7.9,137718.2,14.0,27.4,19.9,2.4,0.4,1.7,3.3,22.8,7.6,3.2,2.3,16.8,2.4,6.5,2.9,1.6,6.0,2.8,1.5,31.6,50.2,108.2
DEU Land transport and transport via pipelines,2.7,63.5,37.5,0.4,1.1,4.0,10.3,21348.2,21.9,22.6,27.5,2.6,2.2,13.6,1.3,67.9,9.0,3.6,1.0,14.7,1.6,9.3,2.4,1.1,5.5,15.1,2.5,17.5,72.7,803.0
DEU Water transport,0.9,16.9,4.1,0.5,0.7,5.1,18.4,65.0,11.4,10.8,75.9,2.2,5.4,107.0,1.4,17.7,32.6,11.9,0.8,29.8,2.6,6.2,2.7,2.5,4.6,39.8,0.8,10.8,67.3,3771.5
DEU Air transport,0.3,74.1,26.8,0.8,5.5,19.4,28.7,8906.1,98.8,73.0,151.0,13.5,8.8,75.3,11.6,402.1,64.4,7.8,15.2,36.9,7.4,5.8,11.3,2.9,2.8,7.4,7.3,217.2,147.1,248.0
DEU Warehousing and support activities for transportation,4.0,87.5,150.7,0.3,5.1,2.3,5.0,4350.4,66.3,68.0,33.3,6.6,3.7,34.7,0.5,247.3,15.6,16.9,3.4,15.1,7.3,7.7,7.3,0.9,6.4,10.6,18.9,8.6,117.5,661.3
DEU Postal and courier activities,0.0,19.5,4.1,0.0,0.0,0.3,0.5,2615.1,10.7,6.8,50.2,0.7,0.0,0.0,2.4,2.9,0.3,0.1,0.0,20.5,0.4,1.1,0.7,0.1,0.1,0.1,0.1,0.5,9.8,126.8
DEU Accommodation and food service activities,5.2,259.2,141.3,3.1,2.9,15.8,1.5,59107.1,23.7,6.1,243.3,2.4,2.1,0.2,304.0,148.6,103.1,3.1,0.6,4.4,0.6,1.3,13.5,11.2,3.6,0.5,2.6,4.6,1545.4,282.2
DEU Publishing activities,47.9,143.2,78.5,1.5,2.0,0.4,1.1,10952.8,69.4,179.6,111.5,7.1,0.1,0.2,0.3,139.6,19.2,5.8,0.3,171.7,15.2,27.3,12.9,5.6,0.8,0.4,23.4,204.7,241.1,784.0
"DEU Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",10.4,75.3,7.3,4.4,4.1,0.8,0.6,11568.3,149.1,62.1,57.4,1.3,7.1,0.1,0.1,120.8,8.6,5.3,54.8,67.8,0.9,21.3,2.0,4.2,0.4,0.2,29.0,612.8,173.1,162.1
DEU Telecommunications,5.4,80.4,34.7,1.7,2.8,2.6,10.9,37848.0,85.8,40.8,200.3,8.0,2.1,2.1,8.9,120.5,8.7,4.0,12.0,52.7,6.9,22.5,8.3,3.4,17.9,4.4,9.7,115.7,192.5,134.7
"DEU Computer programming, consultancy and related activities; information service activities",18.0,41.6,23.0,0.9,2.1,16.5,2.0,23144.0,136.9,75.2,63.2,5.6,0.2,0.7,0.2,70.8,20.9,4.1,0.3,117.7,23.9,35.2,12.5,2.2,0.9,0.5,12.9,83.9,873.9,1158.2
"DEU Financial service activities, except insurance and pension funding",2.4,30.4,5.3,0.3,3.4,16.4,2.8,42408.6,107.4,25.3,719.2,2.8,0.8,0.4,145.3,36.8,8.0,3.6,0.7,258.6,10.7,14.5,3.1,2.0,2.6,18.4,1.0,9.5,224.6,1674.3
"DEU Insurance, reinsurance and pension funding, except compulsory social security",1.7,1.5,1.2,0.1,0.2,1.3,6.6,39258.4,16.2,18.1,32.8,1.6,0.1,0.5,3.0,146.0,14.1,0.4,20.1,8.0,0.8,3.0,1.5,0.3,0.7,1.0,0.2,600.7,82.4,69.4
DEU Activities auxiliary to financial services and insurance activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2
DEU Real estate activities,10.7,15.5,0.8,0.1,15.4,0.7,0.4,224687.3,4.7,1.1,118.2,0.1,0.0,0.1,0.0,106.5,0.5,3.6,0.1,297.6,0.6,24.2,1.7,0.1,0.7,0.1,11.2,1.3,5.0,21.8
DEU Legal and accounting activities; activities of head offices; management consultancy activities,30.8,17.6,75.7,2.0,7.1,8.5,346.0,4850.8,216.0,146.8,22.6,4.2,5.3,2.4,1.1,126.6,2.1,5.7,0.5,247.8,18.2,67.9,10.3,9.4,1.3,0.6,2.4,121.8,344.6,296.6
DEU Architectural and engineering activities; technical testing and analysis,0.3,1.9,1.4,0.1,0.3,0.4,1.1,16964.4,1.9,3.3,2.4,0.3,0.1,0.2,0.1,108.8,0.8,0.4,0.3,1.8,0.4,0.9,0.4,0.2,0.8,0.4,0.2,3.9,7.1,1.3
DEU Scientific research and development,0.3,19.1,30.2,3.9,3.7,4.5,1.0,2478.5,43.4,151.4,21.3,24.5,0.0,0.2,5.8,59.2,10.6,32.4,272.3,132.0,0.4,4.3,3.1,5.3,4.2,0.3,0.8,131.2,984.6,51.4
DEU Advertising and market research,0.2,0.8,0.7,0.3,0.1,0.2,1.2,31.9,2.0,1.6,2.5,0.1,0.0,0.1,0.1,1.4,0.4,6.2,0.1,5.0,0.2,0.5,0.2,0.1,0.3,0.1,0.1,59.8,24.9,49.2
"DEU Other professional, scientific and technical activities; veterinary activities",0.1,0.6,0.4,0.0,0.0,0.3,0.2,6094.4,0.4,0.6,12.2,1.1,0.0,0.0,21.4,3.2,5.6,0.5,0.1,2.2,0.3,0.8,0.6,0.0,0.2,0.6,0.1,1.4,3.9,8.2
DEU Administrative and support service activities,5.0,5.7,1.9,0.1,4.6,1.4,0.5,14795.6,23.0,17.5,16.4,1.4,0.1,0.1,3.4,12.9,0.9,1.1,2.0,16.8,0.6,0.8,2.5,0.3,0.4,0.2,0.3,129.5,172.9,12.6
DEU Public administration and defence; compulsory social security,0.1,0.9,0.3,0.0,0.1,1.0,1.4,184623.6,1.0,0.9,1.3,0.4,0.1,0.0,0.0,0.8,3.8,0.1,0.1,0.9,13.8,0.3,0.1,0.1,1.3,23.9,0.1,30.3,7.3,402.5
DEU Education,0.0,0.0,0.0,0.0,0.0,0.1,0.0,109915.1,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,2.6,3.3
DEU Human health and social work activities,0.0,0.2,0.0,0.0,0.0,0.0,0.0,208866.2,0.2,0.4,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,1.8,1.3
DEU Other service activities,0.2,17.1,1.1,0.0,0.2,0.8,1.1,94747.5,718.3,3.7,63.7,0.1,0.0,2.5,2.0,18.6,3.1,0.3,0.1,9.8,0.4,2.6,0.1,0.3,0.2,0.7,1.1,3.2,61.3,-55.6
DEU Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6978.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
DEU Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ESP Crop and animal production, hunting and related service activities",1.8,103.4,189.7,0.8,4.6,15.0,0.7,1835.9,13649.2,1762.5,1046.0,31.8,0.1,0.8,35.1,583.6,6.5,1.0,3.2,639.6,79.8,212.1,305.9,0.7,30.5,0.7,3.0,117.1,679.4,77.6
ESP Forestry and logging,0.0,0.3,0.6,0.0,0.0,0.0,0.0,5.5,474.6,5.3,3.1,0.1,0.0,0.0,0.1,1.8,0.0,0.0,0.2,1.9,0.3,0.7,0.9,0.0,0.1,0.0,0.0,0.6,2.0,0.3
ESP Fishing and aquaculture,1.1,0.8,2.9,0.1,0.5,1.3,0.7,19.7,1606.5,140.1,9.0,0.2,0.1,0.1,0.5,140.3,15.2,0.4,1.8,3.1,0.7,0.6,152.3,0.3,4.9,0.2,0.2,11.1,13.0,17.6
ESP Mining and quarrying,0.0,0.0,0.2,0.0,0.0,0.0,0.9,12.2,-272.6,1.1,1.1,0.1,0.0,0.0,0.0,1.3,0.0,0.0,0.1,0.3,0.0,0.1,0.6,0.0,0.1,0.1,0.0,0.4,1.9,0.0
"ESP Manufacture of food products, beverages and tobacco products",92.6,39.5,172.0,10.1,39.2,116.0,41.8,850.3,41452.2,1908.4,709.3,20.1,6.7,2.8,34.9,1522.0,207.4,36.5,159.6,236.5,56.9,55.3,1500.4,23.8,188.6,21.2,17.3,496.8,737.5,1103.2
"ESP Manufacture of textiles, wearing apparel and leather products",19.4,46.9,121.6,2.9,25.0,56.3,5.2,451.9,11694.9,1099.9,549.6,12.2,0.3,2.0,18.8,389.4,185.6,8.0,241.9,80.6,20.6,60.5,771.5,4.3,110.4,57.6,8.9,395.0,457.6,782.0
"ESP Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.7,1.1,3.3,0.2,1.0,1.2,1.3,11.4,896.4,37.0,10.3,0.6,0.1,0.5,1.9,8.4,2.8,0.6,4.7,2.9,0.8,1.1,23.0,0.4,1.6,0.8,0.1,14.0,8.7,2.9
ESP Manufacture of paper and paper products,0.1,0.2,4.7,0.1,0.2,0.2,0.2,12.3,2290.6,32.7,24.8,0.4,0.0,0.3,0.5,9.1,0.3,0.5,3.1,2.7,0.8,0.8,99.0,0.4,0.2,0.7,0.2,1.6,7.4,13.8
ESP Printing and reproduction of recorded media,1.1,2.9,2.9,0.2,1.3,0.8,1.9,29.6,459.1,38.0,28.9,0.4,0.1,0.4,0.9,24.3,1.6,0.6,3.6,2.1,0.8,1.7,30.3,0.5,0.8,2.1,0.4,11.5,19.0,-0.0
ESP Manufacture of coke and refined petroleum products ,0.7,0.4,37.6,5.5,16.1,25.0,1.3,3.6,8293.4,77.9,19.1,0.6,0.6,0.0,0.0,17.2,0.7,0.2,0.2,36.2,3.9,0.3,82.3,0.5,0.3,4.2,1.2,146.3,39.5,443.8
ESP Manufacture of chemicals and chemical products ,15.3,14.6,39.1,2.4,7.1,1.6,11.4,169.2,5608.9,369.5,141.9,6.3,1.7,3.9,1.5,151.4,20.9,0.7,30.7,83.0,2.8,20.6,221.5,6.4,28.7,21.4,3.5,128.6,188.1,171.5
ESP Manufacture of basic pharmaceutical products and pharmaceutical preparations,33.7,41.5,22.6,2.5,19.7,14.0,10.0,494.0,2884.8,366.3,345.1,13.7,1.0,0.6,6.6,123.4,37.5,16.6,65.8,29.9,17.1,37.9,139.3,8.0,1.6,0.9,0.6,222.9,318.4,423.8
ESP Manufacture of rubber and plastic products,4.2,7.7,11.3,0.9,7.6,2.4,6.0,119.7,994.0,212.5,61.7,3.8,0.5,1.8,3.0,58.7,6.9,1.3,25.5,27.3,2.8,12.3,92.9,3.6,2.8,8.3,1.0,20.1,44.0,93.8
ESP Manufacture of other non-metallic mineral products,3.5,1.4,4.6,0.4,1.3,2.5,1.6,17.6,1234.2,51.6,22.9,1.3,0.2,0.8,1.5,19.0,3.6,1.5,5.7,6.1,1.0,2.4,22.1,0.5,2.5,1.6,0.7,71.2,15.9,28.2
ESP Manufacture of basic metals,0.8,0.7,1.8,0.3,1.5,1.0,2.7,9.3,467.3,13.7,7.2,0.5,0.2,0.4,0.5,6.4,0.7,0.5,3.8,2.1,0.5,1.4,10.8,0.6,1.0,1.4,0.3,8.5,7.5,-0.0
"ESP Manufacture of fabricated metal products, except machinery and equipment",13.3,11.2,21.4,3.0,20.9,11.0,37.9,133.6,4815.1,293.5,125.4,7.0,3.1,5.6,10.6,102.9,13.5,5.8,67.6,20.3,9.8,19.9,193.3,6.6,13.6,23.4,4.2,147.9,85.4,357.3
"ESP Manufacture of computer, electronic and optical products",19.9,54.4,34.3,3.1,23.3,11.1,34.0,551.2,2101.9,597.0,542.1,5.4,1.6,5.1,8.4,466.9,17.5,7.9,48.8,17.4,10.5,33.3,438.0,6.7,6.1,40.3,4.5,153.8,358.0,719.9
ESP Manufacture of electrical equipment,21.1,14.0,22.3,4.4,25.9,13.9,39.2,335.0,2782.3,252.6,169.7,16.3,2.0,5.2,7.0,157.7,15.2,7.1,48.6,39.9,7.0,48.0,215.0,6.0,4.9,18.1,4.5,68.5,164.6,225.8
ESP Manufacture of machinery and equipment n.e.c.,28.8,27.5,55.6,10.5,59.2,30.4,156.2,343.3,3021.9,314.7,261.0,24.1,7.8,24.1,9.1,249.7,13.3,29.6,159.9,45.4,19.6,47.9,328.2,34.7,50.4,63.1,13.9,252.3,207.3,710.4
"ESP Manufacture of motor vehicles, trailers and semi-trailers",133.5,317.4,321.5,4.7,4.8,1.9,41.8,3121.2,17401.5,7771.5,3068.6,163.1,3.3,2.6,143.7,3335.4,28.4,2.5,289.0,624.4,72.9,208.0,854.6,22.8,19.2,433.1,9.3,28.8,1003.6,1226.0
ESP Manufacture of other transport equipment,2.6,8.9,47.2,0.1,35.0,33.7,10.8,47.5,1890.1,161.2,248.1,0.9,41.8,2.0,56.9,68.8,4.2,0.6,7.9,22.2,8.7,48.4,88.5,0.3,5.0,2.3,0.2,21.5,108.7,1638.0
ESP Manufacture of furniture; other manufacturing,9.4,23.2,59.8,3.9,17.6,23.2,22.8,209.1,6553.8,626.5,209.9,10.5,2.4,10.7,37.4,154.4,52.3,8.6,81.4,52.1,14.5,19.3,363.2,7.5,28.3,16.1,1.3,240.0,149.4,337.8
ESP Repair and installation of machinery and equipment,1.4,2.1,2.2,0.3,1.7,0.9,3.6,25.9,1556.3,30.6,21.3,0.9,0.2,0.5,0.6,20.2,0.8,0.7,4.4,2.5,0.7,2.5,18.1,0.7,0.9,2.5,0.4,7.7,14.2,27.7
"ESP Electricity, gas, steam and air conditioning supply",0.1,0.5,8.9,0.0,0.2,0.5,0.2,66.1,6820.9,7.1,7.4,0.2,0.0,0.0,0.2,10.7,0.1,0.1,0.6,2.8,0.2,0.4,3.5,0.1,0.0,0.4,0.1,2.1,21.9,6.2
"ESP Water collection, treatment and supply",0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.4,2362.4,1.5,0.5,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.1,0.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.3,0.2
