,AUT,AUS,BEL,BGR,BRA,CAN,CHN,DEU,ESP,FRA,GBR,HUN,IDN,IND,IRL,ITA,JPN,KOR,MEX,NLD,NOR,POL,PRT,ROU,RUS,TUR,TWN,USA,REU,RoW
JPN Activities auxiliary to financial services and insurance activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPN Real estate activities,0.5,0.0,0.0,0.0,0.1,0.1,0.0,1.9,0.0,0.0,2.4,0.0,2.4,0.0,0.0,0.2,549929.8,0.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,8.4
JPN Legal and accounting activities; activities of head offices; management consultancy activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPN Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPN Scientific research and development,0.0,0.0,1.1,0.0,0.1,0.7,0.0,5.3,0.4,0.8,1.0,0.1,0.0,0.0,0.0,0.3,13622.0,16.8,0.1,5.3,0.1,0.0,0.0,0.0,0.0,0.0,1.0,11.9,6.7,21.4
JPN Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,1.6,0.0,0.0,0.0,0.1,0.0,256.0,7.1,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,69.9,2.8,251.9
"JPN Other professional, scientific and technical activities; veterinary activities",0.1,0.2,1.8,0.0,0.0,13.2,0.4,10.3,0.2,0.3,186.9,1.5,0.2,0.2,19.7,5.5,27484.9,64.2,0.0,26.9,2.1,0.8,0.2,0.0,0.2,0.9,55.3,32.3,6.0,823.4
JPN Administrative and support service activities,4.8,0.3,2.4,0.0,0.3,5.7,0.4,4.9,5.8,3.7,11.8,0.2,0.3,0.2,0.4,0.8,3933.0,1.9,1.4,22.5,0.2,0.0,0.1,0.0,0.0,0.1,13.7,494.6,4.5,130.0
JPN Public administration and defence; compulsory social security,0.0,0.2,0.1,0.0,0.0,0.6,4.0,8.9,0.0,0.1,0.2,1.2,0.6,0.0,0.0,0.1,437798.3,7.3,0.0,0.3,11.1,0.0,0.0,0.0,0.3,5.7,0.3,17.2,2.6,222.3
JPN Education,0.4,0.0,0.1,0.0,0.0,0.5,1.2,0.4,0.2,0.1,1.4,0.0,0.1,0.5,0.1,0.2,185833.8,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,1.2,1.4,0.6,8.4
JPN Human health and social work activities,0.1,0.0,0.0,0.0,0.0,0.2,0.9,0.1,0.0,0.0,0.4,0.0,0.1,0.1,0.1,0.1,382004.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.3,0.2,52.3
JPN Other service activities,0.2,6.2,1.5,0.0,2.4,15.4,232.1,24.6,33.6,3.3,29.8,1.1,0.2,75.3,0.4,11.6,189303.1,52.8,0.0,8.2,0.1,1.3,0.1,0.0,0.0,44.3,42.1,10.9,99.2,20.7
JPN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,228.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.9,1.0,157.1
JPN Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KOR Crop and animal production, hunting and related service activities",0.6,0.0,0.0,0.0,0.0,1.2,19.5,0.1,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,77.3,12807.8,0.0,0.4,0.0,0.0,0.0,0.0,0.7,0.1,11.9,16.2,0.1,7.2
KOR Forestry and logging,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOR Fishing and aquaculture,0.0,0.0,0.1,0.0,0.0,0.0,1.4,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.0,59.7,1195.3,0.0,0.0,0.3,0.0,0.0,0.0,5.5,0.0,6.5,0.0,0.1,6.5
KOR Mining and quarrying,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,-502.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
"KOR Manufacture of food products, beverages and tobacco products",54.7,0.6,3.4,0.4,2.1,34.4,221.9,7.9,37.5,5.7,10.7,0.1,69.1,2.4,0.3,11.1,929.4,35170.0,16.7,4.2,4.3,0.6,1.3,0.3,145.5,2.1,48.9,204.0,5.6,595.8
"KOR Manufacture of textiles, wearing apparel and leather products",18.7,9.0,16.1,0.1,4.2,98.2,518.7,168.3,44.3,58.2,130.0,2.3,30.5,8.3,8.3,25.9,615.2,14814.6,52.8,23.2,18.4,29.0,0.4,0.1,128.9,10.6,17.7,1587.9,71.1,628.5
"KOR Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.1,0.0,0.0,0.0,0.0,0.2,1.9,0.3,0.1,0.1,0.2,0.0,0.0,0.1,0.0,0.1,1.2,71.9,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.4,0.1,0.2
KOR Manufacture of paper and paper products,1.8,0.0,0.1,0.0,0.1,0.6,23.0,0.9,0.3,0.4,0.5,0.1,0.4,0.6,0.1,0.4,17.9,-369.9,0.4,0.2,0.1,0.1,0.0,0.0,0.5,0.6,7.7,6.8,0.6,7.9
KOR Printing and reproduction of recorded media,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
KOR Manufacture of coke and refined petroleum products ,242.3,2.8,1.0,0.0,7.2,1.1,99.3,7.3,9.9,6.0,0.1,0.0,344.9,79.0,0.0,2.5,758.5,7254.7,10.3,177.9,0.0,0.0,0.0,0.3,15.9,4.4,142.0,1130.9,17.3,888.6
KOR Manufacture of chemicals and chemical products ,11.6,0.8,4.5,1.1,1.9,3.2,193.1,10.2,2.8,4.8,8.0,1.2,18.3,7.0,0.3,3.2,95.5,-1458.7,6.3,10.3,0.5,1.6,0.3,0.3,11.1,2.9,20.7,90.8,9.7,95.1
KOR Manufacture of basic pharmaceutical products and pharmaceutical preparations,8.9,1.1,0.1,0.6,15.0,1.9,54.0,25.9,4.3,3.9,0.7,0.7,10.9,1.0,1.0,20.7,4.9,4586.4,13.5,1.3,0.1,1.0,0.6,1.3,0.3,0.2,1.8,49.4,2.5,162.7
KOR Manufacture of rubber and plastic products,13.3,1.3,1.1,0.1,2.1,5.4,118.7,10.8,1.9,3.8,6.3,0.9,10.4,7.3,0.1,5.2,100.0,597.4,18.0,7.9,0.4,3.4,0.2,0.9,1.1,3.2,5.0,55.0,6.3,79.9
KOR Manufacture of other non-metallic mineral products,1.1,0.0,0.2,0.0,0.4,3.1,15.0,12.8,0.8,4.7,0.8,0.1,0.6,1.4,0.0,5.9,10.6,453.0,2.2,1.5,0.0,0.4,0.0,0.3,0.3,0.2,0.6,15.1,0.8,9.0
KOR Manufacture of basic metals,1.9,0.3,0.3,0.1,0.3,2.2,10.6,2.6,1.9,1.4,1.9,0.2,0.8,0.8,0.3,1.6,6.9,1981.5,1.3,1.1,0.2,0.5,0.1,0.1,1.7,1.2,0.9,17.1,2.5,-0.0
"KOR Manufacture of fabricated metal products, except machinery and equipment",39.4,1.4,4.7,0.4,12.6,12.6,268.3,36.8,85.4,16.0,22.4,1.9,58.1,84.2,1.0,18.0,756.9,2241.7,80.3,17.2,1.7,16.9,0.7,0.9,14.1,36.4,35.3,277.6,64.6,771.8
"KOR Manufacture of computer, electronic and optical products",1027.0,501.0,92.5,36.1,843.9,387.5,10196.4,2726.3,664.9,1504.4,681.5,312.3,188.5,1128.6,40.1,1170.0,4790.1,21822.2,1968.2,30.6,44.0,867.5,95.5,92.9,292.7,731.1,539.0,7050.0,1375.8,7675.9
KOR Manufacture of electrical equipment,130.1,6.6,18.8,6.8,53.4,142.6,887.7,409.1,64.7,81.8,224.3,53.1,26.4,69.6,62.5,78.5,493.9,5984.7,174.7,36.4,6.1,39.9,9.9,7.4,13.3,213.6,662.3,1041.9,123.6,1853.5
KOR Manufacture of machinery and equipment n.e.c.,131.7,13.7,131.6,5.6,100.6,201.9,3660.6,253.4,98.0,73.0,151.5,40.6,122.4,519.2,5.1,154.3,378.5,21023.6,313.3,189.9,15.1,77.2,23.2,65.5,342.9,311.1,664.3,1952.3,213.8,2313.4
"KOR Manufacture of motor vehicles, trailers and semi-trailers",1028.5,267.1,156.4,34.9,97.9,1384.0,840.9,1210.8,1352.6,774.0,1079.0,87.5,36.1,20.8,226.0,962.7,49.9,17771.4,390.8,364.7,118.4,259.4,56.6,67.7,1340.9,564.0,116.1,8250.3,1113.4,6539.4
KOR Manufacture of other transport equipment,356.0,2.4,112.1,1.2,31.3,45.1,500.4,1626.6,41.8,352.9,507.8,7.8,27.2,193.9,6.5,178.3,190.6,16307.8,47.7,23.4,424.8,11.4,3.0,6.3,37.6,49.8,286.3,395.6,3890.7,11682.3
KOR Manufacture of furniture; other manufacturing,10.3,1.7,3.6,0.7,4.7,30.9,390.3,49.0,14.7,25.2,30.3,1.2,8.1,13.8,3.7,22.4,151.5,2661.0,18.9,12.2,2.6,3.9,0.9,1.0,11.8,17.2,3.9,360.9,21.8,95.4
KOR Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KOR Electricity, gas, steam and air conditioning supply",0.0,0.0,0.3,0.0,0.1,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,10824.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.1,4.8
"KOR Water collection, treatment and supply",0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.2,0.0,0.0,0.0,0.0,0.8,1.2,0.0,0.0,2.1,2336.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,183.9
"KOR Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0,0.0,0.0,0.0,0.0,0.2,1.2,0.5,0.1,0.1,0.1,0.0,2.3,3.6,0.0,0.1,6.1,1896.7,0.0,0.3,0.0,0.1,0.0,0.0,0.1,1.5,0.1,0.1,0.3,439.9
KOR Construction,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.6,0.1,146767.2,0.0,2.0,0.0,0.2,0.0,0.0,1.6,0.0,0.0,0.3,0.4,73.2
KOR Wholesale and retail trade and repair of motor vehicles and motorcycles,4.0,1.6,0.4,0.1,2.6,2.0,34.6,12.6,2.9,4.9,3.3,1.0,1.3,4.0,0.3,4.0,19.7,3443.9,6.5,0.6,0.2,2.8,0.3,0.3,2.7,2.7,3.5,37.3,5.3,54.3
"KOR Wholesale trade, except of motor vehicles and motorcycles",27.7,11.0,2.9,0.9,18.6,14.1,242.1,66.2,19.9,34.6,20.7,7.0,9.1,27.6,2.2,28.3,139.0,21805.3,45.3,4.2,1.7,19.3,2.2,2.2,11.8,19.1,19.4,209.7,35.9,467.3
"KOR Retail trade, except of motor vehicles and motorcycles",35.9,14.2,3.7,1.2,24.1,18.3,314.5,85.4,25.7,44.8,26.9,9.1,11.9,36.1,2.6,36.5,178.8,31221.4,58.9,5.4,2.2,25.0,2.8,2.9,15.1,24.8,24.9,272.4,46.5,611.2
KOR Land transport and transport via pipelines,0.1,0.1,0.5,0.0,0.1,0.3,2.1,1.8,0.4,0.6,0.1,0.0,1.5,0.3,0.0,0.4,1.6,17046.7,0.0,0.2,0.0,0.4,0.0,0.0,0.3,0.9,0.5,2.2,0.7,172.0
KOR Water transport,0.0,0.0,0.0,0.0,0.0,1.4,6.7,3.0,0.4,0.3,0.8,0.0,14.7,23.2,0.0,0.4,39.2,0.0,0.0,1.7,0.2,0.6,0.0,0.0,0.7,9.6,0.3,0.0,2.1,3441.6
KOR Air transport,0.0,1.0,6.0,0.5,16.7,22.4,49.5,26.2,23.3,41.5,6.2,0.5,76.3,99.7,0.9,42.6,304.5,273.7,83.8,8.2,2.4,2.4,0.8,0.1,2.4,5.9,42.6,518.7,14.7,688.2
KOR Warehousing and support activities for transportation,0.4,0.2,5.5,0.0,1.9,0.2,0.1,15.8,2.3,5.8,0.2,0.0,4.1,2.2,0.0,4.0,7.6,2540.2,1.1,0.3,0.3,0.3,0.1,0.0,0.8,0.6,5.6,0.2,1.8,125.3
KOR Postal and courier activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5
KOR Accommodation and food service activities,2.6,0.6,0.5,0.0,1.6,5.6,7.9,5.7,0.3,0.0,3.3,0.0,2.7,0.4,1.1,3.1,294.6,28709.2,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,100.6,0.0,6.4,446.6
KOR Publishing activities,0.6,0.2,0.2,0.0,0.5,0.0,0.0,1.0,1.1,0.4,0.8,3.6,0.3,0.0,0.0,0.1,0.7,6296.7,0.0,2.1,0.1,0.1,0.2,0.0,0.0,0.0,0.3,1.2,0.2,101.7
"KOR Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",3.5,1.0,0.4,0.1,10.7,1.8,21.3,6.7,2.5,5.4,3.1,3.0,10.7,2.8,0.3,9.4,24.2,10182.8,23.7,0.8,0.2,2.4,0.4,0.2,1.2,1.7,6.8,33.4,5.4,134.6
KOR Telecommunications,4.7,0.1,0.3,0.1,0.1,3.0,4.6,0.8,1.1,1.8,4.9,0.0,5.7,1.0,0.0,2.2,5.5,7128.0,0.4,2.3,0.3,0.3,0.1,0.2,1.9,0.3,26.6,0.9,5.2,123.1
"KOR Computer programming, consultancy and related activities; information service activities",0.1,0.0,0.0,0.0,2.0,0.4,7.4,1.1,0.9,0.1,0.4,0.1,0.1,5.0,0.0,0.1,0.6,8910.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.6,0.8,232.8
"KOR Financial service activities, except insurance and pension funding",0.1,0.0,0.0,0.0,2.2,0.2,0.2,0.1,0.9,0.0,3.8,0.0,0.5,0.0,3.2,0.0,0.3,23232.7,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.2,0.0,3.1,0.3,142.1
"KOR Insurance, reinsurance and pension funding, except compulsory social security",0.0,0.0,1.2,0.0,0.0,0.1,0.5,2.3,0.2,0.4,2.8,0.0,0.2,0.0,0.2,1.3,1.3,8976.4,0.4,0.2,0.0,0.1,0.1,0.0,0.0,0.8,0.6,13.6,1.4,128.4
KOR Activities auxiliary to financial services and insurance activities,0.1,0.0,1.1,0.0,0.0,0.0,0.0,0.2,0.9,0.0,5.3,0.0,0.0,0.0,0.5,0.1,0.0,4198.8,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,268.0
KOR Real estate activities,1.2,0.1,0.0,0.0,3.8,0.3,1.9,9.1,0.2,0.1,5.7,0.0,28.6,3.2,0.0,2.1,5.4,70676.6,0.1,3.7,0.1,1.4,0.0,0.0,0.2,1.1,5.9,0.6,0.3,395.5
KOR Legal and accounting activities; activities of head offices; management consultancy activities,4.0,0.1,0.7,0.0,2.6,0.9,202.5,2.3,3.1,1.6,0.8,0.0,2.0,2.3,0.0,2.1,0.0,2334.4,0.0,2.9,2.1,3.2,0.1,1.7,0.0,0.0,2.2,78.5,3.8,209.9
KOR Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,64.6,0.0,1.8,0.1,4413.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,72.2
KOR Scientific research and development,0.0,0.3,1.3,0.3,7.5,3.4,0.0,48.6,2.9,8.8,4.7,0.9,0.0,0.0,0.6,4.9,16.6,9909.2,3.8,8.2,2.1,0.8,0.2,3.1,4.2,0.0,3.4,306.6,59.8,256.1
KOR Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,97.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,67.0,0.6,62.0
"KOR Other professional, scientific and technical activities; veterinary activities",0.0,0.1,0.1,0.0,0.0,3.6,0.1,4.6,0.0,0.0,46.0,0.7,0.0,0.0,42.4,4.8,145.0,812.0,0.0,2.2,4.3,5.3,0.8,0.0,1.0,3.8,9.8,42.4,2.9,380.0
KOR Administrative and support service activities,4.6,0.1,0.1,0.0,21.8,1.1,0.1,1.5,2.4,1.3,7.9,0.1,0.2,0.1,0.3,1.6,1.4,3136.3,1.3,1.2,0.3,0.2,0.2,0.2,0.0,0.0,1.3,341.5,12.7,81.7
KOR Public administration and defence; compulsory social security,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.4,0.0,0.4,0.0,0.1,3.0,0.0,0.3,0.6,88274.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.0,12.3
KOR Education,0.4,0.0,0.0,0.0,0.1,0.8,0.5,0.2,0.0,0.0,0.3,0.0,0.2,0.2,0.1,0.1,9.8,71468.3,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,3.3,3.4,0.3,30.0
KOR Human health and social work activities,0.1,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,2.0,55402.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.2,0.1,6.6
KOR Other service activities,0.3,0.1,0.0,0.0,1.4,11.5,17.6,0.5,26.6,0.2,23.6,1.1,3.4,193.6,0.1,20.5,4.8,39646.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.7,2.4,3.2,1.4,37.5
KOR Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOR Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MEX Crop and animal production, hunting and related service activities",1.2,0.5,7.2,0.0,1.8,123.9,0.0,20.7,35.1,36.5,29.9,0.0,0.1,0.0,2.1,8.3,149.3,0.5,11320.0,9.8,0.1,0.4,7.3,0.0,0.6,0.0,0.1,3556.4,11.1,115.9
MEX Forestry and logging,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,0.0,0.1
MEX Fishing and aquaculture,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,32.4,0.0,1171.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,0.0,14.4
MEX Mining and quarrying,6.9,0.6,2.6,0.0,11.4,67.0,3.7,64.4,4.6,3.4,9.6,0.1,0.4,0.2,0.7,1.9,27.4,2.1,9771.2,7.0,0.3,0.5,0.7,0.2,1.4,0.9,1.9,1062.6,3.6,0.3
"MEX Manufacture of food products, beverages and tobacco products",58.3,4.0,18.5,0.4,8.4,365.8,31.6,26.6,45.9,16.2,84.2,0.8,7.8,0.8,4.4,23.7,372.7,35.4,83554.8,25.9,2.3,3.7,5.4,0.6,16.7,1.1,19.3,4230.3,35.0,546.1
"MEX Manufacture of textiles, wearing apparel and leather products",8.8,0.8,8.4,0.0,1.3,315.3,1.4,11.6,11.9,6.7,13.1,0.0,0.0,0.0,1.5,20.5,25.0,4.3,8763.9,1.9,0.3,1.8,0.1,0.0,1.8,0.2,1.1,7809.4,1.7,55.0
"MEX Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,453.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,81.8,0.0,0.5
MEX Manufacture of paper and paper products,0.2,0.0,3.5,0.0,0.1,0.3,0.0,0.0,5.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,2463.6,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.8,0.9,40.4
MEX Printing and reproduction of recorded media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEX Manufacture of coke and refined petroleum products ,0.0,0.0,0.0,0.0,0.1,10.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,12673.6,9.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,795.5,7.7,24.7
MEX Manufacture of chemicals and chemical products ,1.6,0.0,5.1,0.1,5.9,1.8,2.7,5.3,1.5,6.1,3.6,0.8,0.1,1.1,0.1,0.8,2.7,0.6,13970.8,4.4,0.0,0.7,0.1,2.4,2.4,2.4,0.2,604.3,2.5,239.4
MEX Manufacture of basic pharmaceutical products and pharmaceutical preparations,27.3,1.6,0.2,0.0,86.5,37.0,2.5,73.6,7.9,7.4,0.4,0.1,1.1,0.2,2.5,2.7,0.1,3.5,8494.7,0.4,1.7,0.5,1.4,0.0,0.0,0.0,0.1,345.5,4.6,405.0
MEX Manufacture of rubber and plastic products,4.7,0.2,8.3,0.0,8.2,25.7,5.3,9.4,2.4,8.2,6.3,0.2,0.1,0.5,0.2,1.2,8.0,0.6,2198.4,4.1,0.2,0.7,0.1,0.0,0.1,0.7,0.2,845.6,2.0,82.9
MEX Manufacture of other non-metallic mineral products,0.6,0.0,0.6,0.0,0.4,2.9,2.9,5.3,0.2,0.2,1.0,0.1,0.0,0.0,0.0,0.4,0.2,0.0,4158.7,0.6,0.1,0.0,0.1,0.0,0.0,0.0,0.0,83.5,1.5,9.1
MEX Manufacture of basic metals,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2084.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
"MEX Manufacture of fabricated metal products, except machinery and equipment",3.4,0.0,2.2,0.0,2.3,2.5,1.6,5.2,3.1,3.3,4.4,0.2,0.5,0.5,0.0,1.2,3.1,0.4,2356.8,0.7,0.0,7.6,0.8,0.0,2.1,0.1,0.2,554.0,0.9,526.1
"MEX Manufacture of computer, electronic and optical products",139.6,19.7,135.5,3.7,265.9,2549.5,374.7,366.8,37.1,91.6,93.2,4.9,1.8,31.1,24.9,26.1,407.2,179.4,1991.7,11.4,17.7,22.9,5.3,17.2,7.1,25.2,14.0,37934.6,78.0,4060.7
MEX Manufacture of electrical equipment,9.2,1.0,12.3,0.1,28.0,487.8,157.4,40.6,10.9,5.1,10.1,0.5,0.2,0.5,4.1,6.5,27.0,11.1,605.7,2.2,1.9,1.3,0.4,0.3,0.1,2.9,0.6,7828.4,12.9,456.2
MEX Manufacture of machinery and equipment n.e.c.,18.5,3.3,16.6,0.2,13.0,100.1,27.2,66.9,4.0,7.6,23.3,0.5,1.9,2.6,0.1,5.9,6.6,2.5,487.4,5.7,2.2,2.3,0.9,0.6,2.1,14.0,1.5,4110.8,25.0,217.2
"MEX Manufacture of motor vehicles, trailers and semi-trailers",127.6,14.7,9.9,0.1,326.7,1823.7,65.6,1509.9,13.5,13.0,18.5,0.1,0.0,0.2,13.1,5.8,159.0,14.1,20999.7,3.1,2.0,8.1,0.3,0.6,22.2,21.5,13.4,25025.1,19.1,1225.8
MEX Manufacture of other transport equipment,1.3,0.0,0.7,0.0,0.9,132.7,0.0,88.3,1.3,0.6,33.6,0.0,0.0,0.2,0.1,0.9,0.1,0.5,465.5,0.1,0.0,0.0,0.2,0.2,1.5,0.0,0.5,722.9,3.7,60.2
MEX Manufacture of furniture; other manufacturing,12.8,2.2,4.9,0.2,5.6,179.9,24.1,23.2,10.7,74.3,556.4,0.1,0.2,3.2,14.0,7.6,52.1,2.3,4005.7,42.5,1.3,2.0,2.1,0.2,2.7,3.4,0.1,5534.7,7.8,55.2
MEX Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MEX Electricity, gas, steam and air conditioning supply",0.0,0.1,0.5,0.0,0.2,0.4,0.0,3.2,0.7,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,9863.8,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,5.4,0.5,5.1
"MEX Water collection, treatment and supply",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MEX Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
MEX Construction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131718.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEX Wholesale and retail trade and repair of motor vehicles and motorcycles,1.7,0.2,0.5,0.0,2.7,16.1,0.9,9.7,1.1,0.8,1.6,0.0,0.1,0.0,0.2,0.4,6.6,0.5,7470.2,0.6,0.1,0.1,0.2,0.0,0.3,0.2,0.5,255.8,0.9,13.6
