,0
BEL Manufacture of machinery and equipment n.e.c.,203.7
"BEL Manufacture of motor vehicles, trailers and semi-trailers",180.4
BEL Manufacture of other transport equipment,39.9
BEL Manufacture of furniture; other manufacturing,83.0
BEL Repair and installation of machinery and equipment,52.4
"BEL Electricity, gas, steam and air conditioning supply",22681.1
"BEL Water collection, treatment and supply",22.6
"BEL Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",638.1
BEL Construction,2021.4
BEL Wholesale and retail trade and repair of motor vehicles and motorcycles,482.2
"BEL Wholesale trade, except of motor vehicles and motorcycles",1354.5
"BEL Retail trade, except of motor vehicles and motorcycles",899.7
BEL Land transport and transport via pipelines,7215.6
BEL Water transport,913.7
BEL Air transport,4728.5
BEL Warehousing and support activities for transportation,580.6
BEL Postal and courier activities,45.5
BEL Accommodation and food service activities,540.8
BEL Publishing activities,89.4
"BEL Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",34.6
BEL Telecommunications,128.6
"BEL Computer programming, consultancy and related activities; information service activities",161.6
"BEL Financial service activities, except insurance and pension funding",97.4
"BEL Insurance, reinsurance and pension funding, except compulsory social security",29.5
BEL Activities auxiliary to financial services and insurance activities,44.8
BEL Real estate activities,82.4
BEL Legal and accounting activities; activities of head offices; management consultancy activities,562.8
BEL Architectural and engineering activities; technical testing and analysis,74.8
BEL Scientific research and development,51.7
BEL Advertising and market research,33.6
"BEL Other professional, scientific and technical activities; veterinary activities",40.9
BEL Administrative and support service activities,605.9
BEL Public administration and defence; compulsory social security,1377.3
BEL Education,1147.5
BEL Human health and social work activities,796.4
BEL Other service activities,529.1
BEL Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,40.1
BEL Activities of extraterritorial organizations and bodies,0.0
"BGR Crop and animal production, hunting and related service activities",1278.7
BGR Forestry and logging,103.3
BGR Fishing and aquaculture,0.9
BGR Mining and quarrying,546.9
"BGR Manufacture of food products, beverages and tobacco products",661.3
"BGR Manufacture of textiles, wearing apparel and leather products",347.7
"BGR Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",121.9
BGR Manufacture of paper and paper products,380.5
BGR Printing and reproduction of recorded media,20.4
BGR Manufacture of coke and refined petroleum products ,829.5
BGR Manufacture of chemicals and chemical products ,3654.2
BGR Manufacture of basic pharmaceutical products and pharmaceutical preparations,7.0
BGR Manufacture of rubber and plastic products,28.1
BGR Manufacture of other non-metallic mineral products,3288.8
BGR Manufacture of basic metals,4060.5
"BGR Manufacture of fabricated metal products, except machinery and equipment",110.7
"BGR Manufacture of computer, electronic and optical products",18.0
BGR Manufacture of electrical equipment,24.8
BGR Manufacture of machinery and equipment n.e.c.,71.6
"BGR Manufacture of motor vehicles, trailers and semi-trailers",8.7
BGR Manufacture of other transport equipment,8.6
BGR Manufacture of furniture; other manufacturing,31.1
BGR Repair and installation of machinery and equipment,32.6
"BGR Electricity, gas, steam and air conditioning supply",25706.9
"BGR Water collection, treatment and supply",28.1
"BGR Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",57.9
BGR Construction,209.7
BGR Wholesale and retail trade and repair of motor vehicles and motorcycles,42.9
"BGR Wholesale trade, except of motor vehicles and motorcycles",226.5
"BGR Retail trade, except of motor vehicles and motorcycles",221.9
BGR Land transport and transport via pipelines,1851.5
BGR Water transport,263.1
BGR Air transport,914.8
BGR Warehousing and support activities for transportation,89.7
BGR Postal and courier activities,94.2
BGR Accommodation and food service activities,24.5
BGR Publishing activities,0.7
"BGR Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.3
BGR Telecommunications,13.9
"BGR Computer programming, consultancy and related activities; information service activities",50.7
"BGR Financial service activities, except insurance and pension funding",8.7
"BGR Insurance, reinsurance and pension funding, except compulsory social security",18.9
BGR Activities auxiliary to financial services and insurance activities,4.1
BGR Real estate activities,13.0
BGR Legal and accounting activities; activities of head offices; management consultancy activities,9.9
BGR Architectural and engineering activities; technical testing and analysis,17.5
BGR Scientific research and development,10.4
BGR Advertising and market research,7.6
"BGR Other professional, scientific and technical activities; veterinary activities",8.4
BGR Administrative and support service activities,19.4
BGR Public administration and defence; compulsory social security,208.2
BGR Education,170.8
BGR Human health and social work activities,139.7
BGR Other service activities,57.0
BGR Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
BGR Activities of extraterritorial organizations and bodies,0.0
"BRA Crop and animal production, hunting and related service activities",24215.6
BRA Forestry and logging,1207.6
BRA Fishing and aquaculture,242.2
BRA Mining and quarrying,8994.8
"BRA Manufacture of food products, beverages and tobacco products",5447.1
"BRA Manufacture of textiles, wearing apparel and leather products",2926.4
"BRA Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",565.8
BRA Manufacture of paper and paper products,4452.9
BRA Printing and reproduction of recorded media,199.2
BRA Manufacture of coke and refined petroleum products ,16451.9
BRA Manufacture of chemicals and chemical products ,16555.9
BRA Manufacture of basic pharmaceutical products and pharmaceutical preparations,67.5
BRA Manufacture of rubber and plastic products,1369.5
BRA Manufacture of other non-metallic mineral products,30948.3
BRA Manufacture of basic metals,70456.2
"BRA Manufacture of fabricated metal products, except machinery and equipment",851.6
"BRA Manufacture of computer, electronic and optical products",208.6
BRA Manufacture of electrical equipment,611.7
BRA Manufacture of machinery and equipment n.e.c.,477.6
"BRA Manufacture of motor vehicles, trailers and semi-trailers",1469.5
BRA Manufacture of other transport equipment,121.0
BRA Manufacture of furniture; other manufacturing,1287.3
BRA Repair and installation of machinery and equipment,0.0
"BRA Electricity, gas, steam and air conditioning supply",21396.9
"BRA Water collection, treatment and supply",323.3
"BRA Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0
BRA Construction,5538.4
BRA Wholesale and retail trade and repair of motor vehicles and motorcycles,2424.5
"BRA Wholesale trade, except of motor vehicles and motorcycles",4241.5
"BRA Retail trade, except of motor vehicles and motorcycles",4838.3
BRA Land transport and transport via pipelines,39420.0
BRA Water transport,7041.5
BRA Air transport,24999.3
BRA Warehousing and support activities for transportation,4102.1
BRA Postal and courier activities,0.0
BRA Accommodation and food service activities,2843.6
BRA Publishing activities,20.6
"BRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",22.4
BRA Telecommunications,775.3
"BRA Computer programming, consultancy and related activities; information service activities",394.6
"BRA Financial service activities, except insurance and pension funding",792.2
"BRA Insurance, reinsurance and pension funding, except compulsory social security",0.0
BRA Activities auxiliary to financial services and insurance activities,0.0
BRA Real estate activities,378.5
BRA Legal and accounting activities; activities of head offices; management consultancy activities,1370.9
BRA Architectural and engineering activities; technical testing and analysis,597.0
BRA Scientific research and development,313.6
BRA Advertising and market research,0.0
"BRA Other professional, scientific and technical activities; veterinary activities",0.0
BRA Administrative and support service activities,2037.0
BRA Public administration and defence; compulsory social security,3692.5
BRA Education,2880.8
BRA Human health and social work activities,1823.6
BRA Other service activities,1981.7
BRA Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
BRA Activities of extraterritorial organizations and bodies,0.0
"CAN Crop and animal production, hunting and related service activities",6661.8
CAN Forestry and logging,1881.9
CAN Fishing and aquaculture,61.3
CAN Mining and quarrying,45141.5
"CAN Manufacture of food products, beverages and tobacco products",5635.6
"CAN Manufacture of textiles, wearing apparel and leather products",490.6
"CAN Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2758.0
CAN Manufacture of paper and paper products,8088.9
CAN Printing and reproduction of recorded media,957.3
CAN Manufacture of coke and refined petroleum products ,28299.5
CAN Manufacture of chemicals and chemical products ,12999.7
CAN Manufacture of basic pharmaceutical products and pharmaceutical preparations,84.5
CAN Manufacture of rubber and plastic products,3824.3
CAN Manufacture of other non-metallic mineral products,13694.1
CAN Manufacture of basic metals,26688.5
"CAN Manufacture of fabricated metal products, except machinery and equipment",1237.7
"CAN Manufacture of computer, electronic and optical products",506.8
CAN Manufacture of electrical equipment,521.9
CAN Manufacture of machinery and equipment n.e.c.,999.1
"CAN Manufacture of motor vehicles, trailers and semi-trailers",3787.3
CAN Manufacture of other transport equipment,516.0
CAN Manufacture of furniture; other manufacturing,1250.0
CAN Repair and installation of machinery and equipment,0.0
"CAN Electricity, gas, steam and air conditioning supply",118228.2
"CAN Water collection, treatment and supply",0.0
"CAN Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1329.3
CAN Construction,5620.9
CAN Wholesale and retail trade and repair of motor vehicles and motorcycles,2995.7
"CAN Wholesale trade, except of motor vehicles and motorcycles",5737.4
"CAN Retail trade, except of motor vehicles and motorcycles",6230.6
CAN Land transport and transport via pipelines,27922.8
CAN Water transport,16026.2
CAN Air transport,24140.0
CAN Warehousing and support activities for transportation,1193.6
CAN Postal and courier activities,1264.8
CAN Accommodation and food service activities,3498.9
CAN Publishing activities,23.7
"CAN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",437.7
CAN Telecommunications,697.3
"CAN Computer programming, consultancy and related activities; information service activities",688.5
"CAN Financial service activities, except insurance and pension funding",3082.3
"CAN Insurance, reinsurance and pension funding, except compulsory social security",798.7
CAN Activities auxiliary to financial services and insurance activities,0.0
CAN Real estate activities,9473.9
CAN Legal and accounting activities; activities of head offices; management consultancy activities,888.1
CAN Architectural and engineering activities; technical testing and analysis,667.9
CAN Scientific research and development,585.1
CAN Advertising and market research,199.6
"CAN Other professional, scientific and technical activities; veterinary activities",1676.3
CAN Administrative and support service activities,4207.9
CAN Public administration and defence; compulsory social security,6616.3
CAN Education,7162.1
CAN Human health and social work activities,5725.9
CAN Other service activities,4736.4
CAN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
CAN Activities of extraterritorial organizations and bodies,0.0
"CHN Crop and animal production, hunting and related service activities",89590.8
CHN Forestry and logging,9419.8
CHN Fishing and aquaculture,4622.7
CHN Mining and quarrying,117524.3
"CHN Manufacture of food products, beverages and tobacco products",62902.3
"CHN Manufacture of textiles, wearing apparel and leather products",46024.1
"CHN Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8308.9
CHN Manufacture of paper and paper products,34309.5
CHN Printing and reproduction of recorded media,3520.4
CHN Manufacture of coke and refined petroleum products ,53379.9
CHN Manufacture of chemicals and chemical products ,262680.1
CHN Manufacture of basic pharmaceutical products and pharmaceutical preparations,251.1
CHN Manufacture of rubber and plastic products,7799.8
CHN Manufacture of other non-metallic mineral products,662656.9
CHN Manufacture of basic metals,353315.4
"CHN Manufacture of fabricated metal products, except machinery and equipment",13542.4
"CHN Manufacture of computer, electronic and optical products",5168.1
CHN Manufacture of electrical equipment,8459.0
CHN Manufacture of machinery and equipment n.e.c.,28929.9
"CHN Manufacture of motor vehicles, trailers and semi-trailers",13601.7
CHN Manufacture of other transport equipment,4844.8
CHN Manufacture of furniture; other manufacturing,5904.8
CHN Repair and installation of machinery and equipment,0.0
"CHN Electricity, gas, steam and air conditioning supply",1739372.8
"CHN Water collection, treatment and supply",1257.8
"CHN Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",24738.4
CHN Construction,28285.1
CHN Wholesale and retail trade and repair of motor vehicles and motorcycles,0.0
"CHN Wholesale trade, except of motor vehicles and motorcycles",20908.9
"CHN Retail trade, except of motor vehicles and motorcycles",4325.5
CHN Land transport and transport via pipelines,38081.7
CHN Water transport,79691.5
CHN Air transport,25952.3
CHN Warehousing and support activities for transportation,3604.3
CHN Postal and courier activities,700.0
CHN Accommodation and food service activities,12278.7
CHN Publishing activities,0.0
"CHN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.0
CHN Telecommunications,836.3
"CHN Computer programming, consultancy and related activities; information service activities",1507.9
"CHN Financial service activities, except insurance and pension funding",2059.9
"CHN Insurance, reinsurance and pension funding, except compulsory social security",370.5
CHN Activities auxiliary to financial services and insurance activities,0.0
CHN Real estate activities,10880.1
CHN Legal and accounting activities; activities of head offices; management consultancy activities,1950.5
CHN Architectural and engineering activities; technical testing and analysis,0.0
CHN Scientific research and development,2226.3
CHN Advertising and market research,0.0
"CHN Other professional, scientific and technical activities; veterinary activities",2044.9
CHN Administrative and support service activities,190.2
CHN Public administration and defence; compulsory social security,13495.6
CHN Education,30019.9
CHN Human health and social work activities,7198.8
CHN Other service activities,29341.5
CHN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
CHN Activities of extraterritorial organizations and bodies,0.0
"DEU Crop and animal production, hunting and related service activities",1793.3
DEU Forestry and logging,80.1
DEU Fishing and aquaculture,8.4
DEU Mining and quarrying,9272.6
"DEU Manufacture of food products, beverages and tobacco products",10096.2
"DEU Manufacture of textiles, wearing apparel and leather products",1648.9
"DEU Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",952.2
DEU Manufacture of paper and paper products,6164.4
DEU Printing and reproduction of recorded media,1179.9
DEU Manufacture of coke and refined petroleum products ,24256.1
DEU Manufacture of chemicals and chemical products ,25178.7
DEU Manufacture of basic pharmaceutical products and pharmaceutical preparations,184.1
DEU Manufacture of rubber and plastic products,1942.9
DEU Manufacture of other non-metallic mineral products,37216.1
DEU Manufacture of basic metals,81138.4
"DEU Manufacture of fabricated metal products, except machinery and equipment",2703.9
"DEU Manufacture of computer, electronic and optical products",1408.2
DEU Manufacture of electrical equipment,2501.6
DEU Manufacture of machinery and equipment n.e.c.,3540.7
"DEU Manufacture of motor vehicles, trailers and semi-trailers",4133.7
DEU Manufacture of other transport equipment,442.3
DEU Manufacture of furniture; other manufacturing,983.5
DEU Repair and installation of machinery and equipment,619.2
"DEU Electricity, gas, steam and air conditioning supply",337402.3
"DEU Water collection, treatment and supply",1559.1
"DEU Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",5937.4
DEU Construction,6184.4
DEU Wholesale and retail trade and repair of motor vehicles and motorcycles,3337.2
"DEU Wholesale trade, except of motor vehicles and motorcycles",13486.3
"DEU Retail trade, except of motor vehicles and motorcycles",16047.0
DEU Land transport and transport via pipelines,19058.9
DEU Water transport,42224.4
DEU Air transport,103880.9
DEU Warehousing and support activities for transportation,15858.3
DEU Postal and courier activities,1597.2
DEU Accommodation and food service activities,4650.6
DEU Publishing activities,369.9
"DEU Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",511.1
DEU Telecommunications,881.1
"DEU Computer programming, consultancy and related activities; information service activities",1647.5
"DEU Financial service activities, except insurance and pension funding",2039.8
"DEU Insurance, reinsurance and pension funding, except compulsory social security",792.9
DEU Activities auxiliary to financial services and insurance activities,562.9
DEU Real estate activities,987.5
DEU Legal and accounting activities; activities of head offices; management consultancy activities,2881.2
DEU Architectural and engineering activities; technical testing and analysis,1314.3
DEU Scientific research and development,547.8
DEU Advertising and market research,749.7
"DEU Other professional, scientific and technical activities; veterinary activities",816.2
DEU Administrative and support service activities,3642.3
DEU Public administration and defence; compulsory social security,8894.4
DEU Education,5522.3
DEU Human health and social work activities,10835.5
DEU Other service activities,5660.3
DEU Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.7
DEU Activities of extraterritorial organizations and bodies,0.0
"ESP Crop and animal production, hunting and related service activities",6761.2
ESP Forestry and logging,250.0
ESP Fishing and aquaculture,84.2
ESP Mining and quarrying,1064.3
"ESP Manufacture of food products, beverages and tobacco products",5842.4
"ESP Manufacture of textiles, wearing apparel and leather products",2079.0
"ESP Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",536.4
ESP Manufacture of paper and paper products,2447.4
ESP Printing and reproduction of recorded media,653.6
ESP Manufacture of coke and refined petroleum products ,10605.0
ESP Manufacture of chemicals and chemical products ,11520.6
ESP Manufacture of basic pharmaceutical products and pharmaceutical preparations,53.0
ESP Manufacture of rubber and plastic products,1760.2
ESP Manufacture of other non-metallic mineral products,32824.1
ESP Manufacture of basic metals,13009.7
"ESP Manufacture of fabricated metal products, except machinery and equipment",1267.7
"ESP Manufacture of computer, electronic and optical products",205.3
ESP Manufacture of electrical equipment,439.7
ESP Manufacture of machinery and equipment n.e.c.,604.3
"ESP Manufacture of motor vehicles, trailers and semi-trailers",1538.3
ESP Manufacture of other transport equipment,315.0
ESP Manufacture of furniture; other manufacturing,566.7
ESP Repair and installation of machinery and equipment,187.3
"ESP Electricity, gas, steam and air conditioning supply",108354.7
"ESP Water collection, treatment and supply",196.7
"ESP Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",598.0
ESP Construction,3277.1
ESP Wholesale and retail trade and repair of motor vehicles and motorcycles,1110.3
"ESP Wholesale trade, except of motor vehicles and motorcycles",2249.0
"ESP Retail trade, except of motor vehicles and motorcycles",3283.0
ESP Land transport and transport via pipelines,23868.8
ESP Water transport,8066.1
ESP Air transport,21884.1
ESP Warehousing and support activities for transportation,2195.5
ESP Postal and courier activities,252.2
ESP Accommodation and food service activities,2628.8
ESP Publishing activities,18.7
"ESP Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",105.7
ESP Telecommunications,356.9
"ESP Computer programming, consultancy and related activities; information service activities",250.9
"ESP Financial service activities, except insurance and pension funding",424.7
"ESP Insurance, reinsurance and pension funding, except compulsory social security",93.9
ESP Activities auxiliary to financial services and insurance activities,200.0
ESP Real estate activities,274.2
ESP Legal and accounting activities; activities of head offices; management consultancy activities,503.6
ESP Architectural and engineering activities; technical testing and analysis,353.5
ESP Scientific research and development,49.0
ESP Advertising and market research,170.5
"ESP Other professional, scientific and technical activities; veterinary activities",118.4
ESP Administrative and support service activities,1165.6
ESP Public administration and defence; compulsory social security,2230.2
ESP Education,1864.5
ESP Human health and social work activities,1529.0
ESP Other service activities,1142.4
ESP Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
ESP Activities of extraterritorial organizations and bodies,0.0
"FRA Crop and animal production, hunting and related service activities",11229.4
FRA Forestry and logging,582.7
FRA Fishing and aquaculture,1438.0
FRA Mining and quarrying,2411.6
"FRA Manufacture of food products, beverages and tobacco products",10658.8
"FRA Manufacture of textiles, wearing apparel and leather products",3931.6
"FRA Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",343.9
FRA Manufacture of paper and paper products,3828.2
FRA Printing and reproduction of recorded media,922.5
FRA Manufacture of coke and refined petroleum products ,16608.0
FRA Manufacture of chemicals and chemical products ,18367.9
FRA Manufacture of basic pharmaceutical products and pharmaceutical preparations,73.1
FRA Manufacture of rubber and plastic products,848.1
FRA Manufacture of other non-metallic mineral products,22628.6
FRA Manufacture of basic metals,29805.1
"FRA Manufacture of fabricated metal products, except machinery and equipment",1472.8
"FRA Manufacture of computer, electronic and optical products",716.7
FRA Manufacture of electrical equipment,478.9
FRA Manufacture of machinery and equipment n.e.c.,875.9
"FRA Manufacture of motor vehicles, trailers and semi-trailers",1773.5
FRA Manufacture of other transport equipment,452.1
FRA Manufacture of furniture; other manufacturing,396.0
FRA Repair and installation of machinery and equipment,868.2
"FRA Electricity, gas, steam and air conditioning supply",37108.1
"FRA Water collection, treatment and supply",297.0
"FRA Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",7573.8
FRA Construction,7505.3
FRA Wholesale and retail trade and repair of motor vehicles and motorcycles,1395.5
"FRA Wholesale trade, except of motor vehicles and motorcycles",8252.6
"FRA Retail trade, except of motor vehicles and motorcycles",5610.6
FRA Land transport and transport via pipelines,28845.2
FRA Water transport,7975.6
FRA Air transport,35363.9
FRA Warehousing and support activities for transportation,3568.7
FRA Postal and courier activities,535.6
FRA Accommodation and food service activities,2564.8
FRA Publishing activities,213.9
"FRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",1381.8
FRA Telecommunications,2731.3
"FRA Computer programming, consultancy and related activities; information service activities",1018.8
"FRA Financial service activities, except insurance and pension funding",1062.6
"FRA Insurance, reinsurance and pension funding, except compulsory social security",477.7
FRA Activities auxiliary to financial services and insurance activities,233.0
FRA Real estate activities,1379.9
FRA Legal and accounting activities; activities of head offices; management consultancy activities,2279.3
FRA Architectural and engineering activities; technical testing and analysis,788.6
FRA Scientific research and development,1032.5
FRA Advertising and market research,779.7
"FRA Other professional, scientific and technical activities; veterinary activities",241.3
FRA Administrative and support service activities,3201.7
FRA Public administration and defence; compulsory social security,6300.2
FRA Education,3884.5
FRA Human health and social work activities,5462.1
FRA Other service activities,3303.9
FRA Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
FRA Activities of extraterritorial organizations and bodies,0.0
"GBR Crop and animal production, hunting and related service activities",6396.2
GBR Forestry and logging,34.2
GBR Fishing and aquaculture,815.1
GBR Mining and quarrying,29552.3
"GBR Manufacture of food products, beverages and tobacco products",9059.7
"GBR Manufacture of textiles, wearing apparel and leather products",2308.4
"GBR Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1168.9
GBR Manufacture of paper and paper products,3591.7
GBR Printing and reproduction of recorded media,2230.2
GBR Manufacture of coke and refined petroleum products ,20535.2
GBR Manufacture of chemicals and chemical products ,18164.6
GBR Manufacture of basic pharmaceutical products and pharmaceutical preparations,1721.0
GBR Manufacture of rubber and plastic products,2929.5
GBR Manufacture of other non-metallic mineral products,16654.1
GBR Manufacture of basic metals,23632.3
"GBR Manufacture of fabricated metal products, except machinery and equipment",3082.2
"GBR Manufacture of computer, electronic and optical products",677.9
GBR Manufacture of electrical equipment,865.2
GBR Manufacture of machinery and equipment n.e.c.,1787.2
