,AUT,AUS,BEL,BGR,BRA,CAN,CHN,DEU,ESP,FRA,GBR,HUN,IDN,IND,IRL,ITA,JPN,KOR,MEX,NLD,NOR,POL,PRT,ROU,RUS,TUR,TWN,USA,REU,RoW
"ESP Manufacture of computer, electronic and optical products",7.3,11.9,38.6,4.0,32.1,6.7,47.8,257.3,3071.3,355.4,90.5,2.9,16.2,15.1,6.9,219.6,14.7,9.1,24.9,40.4,8.2,34.0,590.8,3.6,15.6,34.2,1.5,73.9,156.6,668.7
ESP Manufacture of electrical equipment,17.4,23.5,56.3,10.5,40.9,11.4,65.8,525.9,3656.6,312.9,132.7,13.5,5.1,23.0,10.0,155.9,65.9,8.3,52.2,31.1,18.5,69.8,431.0,10.6,22.3,76.4,5.7,85.9,240.8,615.2
ESP Manufacture of machinery and equipment n.e.c.,50.9,40.5,65.7,35.1,120.0,22.4,302.1,513.6,5905.5,500.7,180.8,56.9,11.0,120.3,19.6,335.6,15.5,31.5,279.6,69.3,26.5,195.0,546.9,98.0,226.2,155.6,17.8,275.3,307.0,1751.5
"ESP Manufacture of motor vehicles, trailers and semi-trailers",178.2,509.5,697.6,12.7,15.1,2.6,49.7,5278.7,15640.0,8510.1,2715.8,124.9,4.8,8.3,43.1,2370.9,15.6,3.7,306.8,547.3,65.7,361.7,1440.8,27.1,295.5,789.7,1.7,43.8,1187.1,2022.6
ESP Manufacture of other transport equipment,6.4,24.0,15.6,0.7,49.7,115.2,4.3,58.6,6746.4,215.9,125.9,2.0,51.3,1.9,177.8,116.4,1.8,2.1,58.1,33.5,220.7,58.8,355.4,1.5,58.3,158.3,2.2,69.2,118.4,1878.4
ESP Manufacture of furniture; other manufacturing,16.2,22.3,78.2,5.2,13.1,15.5,43.4,241.8,7707.8,640.3,135.7,6.1,3.3,24.1,19.4,185.3,21.2,3.5,113.9,58.5,18.1,36.7,514.1,8.5,39.2,39.2,1.4,135.7,157.6,623.1
ESP Repair and installation of machinery and equipment,2.3,4.3,7.1,1.1,6.0,1.5,9.5,56.0,3818.3,79.7,19.9,2.1,1.3,3.5,1.7,29.3,2.7,1.3,8.7,6.7,3.4,8.2,62.8,2.5,6.6,9.3,3.7,11.8,24.2,82.0
"ESP Electricity, gas, steam and air conditioning supply",0.3,1.4,44.6,0.1,1.2,0.7,0.6,30.2,18514.4,17.4,8.1,0.8,0.1,0.2,0.5,16.0,0.4,0.2,1.0,2.2,0.4,1.2,8.1,0.2,0.5,1.7,0.1,3.6,17.5,34.8
"ESP Water collection, treatment and supply",0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.9,4539.1,3.5,0.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.3,0.6,1.3
"ESP Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.2,0.2,0.5,0.0,0.1,0.2,0.2,3.0,7097.4,6.2,1.4,0.1,0.0,0.0,0.2,2.8,0.1,0.1,0.3,1.1,0.1,0.4,2.1,0.1,0.4,0.2,0.0,0.8,1.8,242.6
ESP Construction,2.9,2.2,6.2,1.3,4.5,1.6,10.8,24.8,233800.1,28.1,10.2,5.7,0.5,4.3,1.6,20.0,0.9,1.4,10.2,6.5,1.5,11.5,29.2,4.3,9.3,5.8,0.7,11.7,42.9,396.5
ESP Wholesale and retail trade and repair of motor vehicles and motorcycles,8.6,7.9,13.3,1.4,4.8,7.2,8.3,117.4,24666.0,129.1,49.9,3.0,1.0,1.9,3.9,57.7,5.1,2.5,11.6,20.1,3.9,14.2,71.6,2.7,17.6,10.5,1.0,24.7,56.1,110.8
"ESP Wholesale trade, except of motor vehicles and motorcycles",47.6,43.3,75.6,8.5,27.1,41.2,46.5,540.8,51649.6,746.9,281.1,17.0,5.5,10.6,35.8,347.1,34.0,13.5,63.0,124.9,22.4,78.5,409.2,15.4,93.4,57.2,5.9,129.9,303.7,1426.2
"ESP Retail trade, except of motor vehicles and motorcycles",17.8,15.3,26.1,3.7,10.3,15.6,17.3,190.9,68815.4,270.5,106.3,6.1,1.9,3.8,8.0,128.8,13.3,5.2,23.2,41.5,8.4,28.0,156.9,6.3,34.6,19.9,2.1,49.5,112.3,213.8
ESP Land transport and transport via pipelines,3.0,19.5,174.1,1.1,1.8,21.3,1.6,145.5,15271.7,183.9,177.5,3.4,0.2,0.1,11.0,79.0,0.9,0.3,0.7,55.5,0.9,24.1,32.8,0.3,15.3,35.6,0.8,25.9,253.4,2295.6
ESP Water transport,0.1,0.2,0.3,0.1,0.0,1.3,0.1,5.8,978.6,4.0,34.3,0.1,0.0,0.1,0.8,1.3,0.3,0.0,0.0,5.6,0.1,0.3,1.7,0.1,0.4,5.2,0.0,0.1,4.4,711.4
ESP Air transport,0.3,9.6,21.4,3.4,13.7,42.4,1.1,53.3,2739.5,177.8,597.6,6.8,1.2,0.5,58.5,213.0,2.9,0.8,59.1,43.6,7.7,5.8,95.7,0.5,3.6,10.0,2.1,210.9,150.4,493.2
ESP Warehousing and support activities for transportation,1.4,11.0,304.4,0.3,10.6,2.4,0.3,228.6,5904.2,164.8,89.9,9.3,0.1,0.2,0.2,147.4,0.6,1.1,3.0,8.2,4.8,4.0,62.7,0.2,5.5,5.2,1.2,1.6,126.9,472.0
ESP Postal and courier activities,0.0,0.2,1.1,0.0,0.1,0.1,0.0,2.7,629.0,3.4,0.7,0.1,0.0,0.0,0.6,0.8,0.1,0.0,0.0,4.8,0.1,0.1,1.2,0.0,0.0,0.1,0.0,1.1,1.5,35.7
ESP Accommodation and food service activities,3.5,8.1,61.1,0.9,15.5,39.2,2.9,100.1,138877.5,14.2,268.0,1.4,0.3,1.5,222.0,45.1,11.6,0.4,0.8,24.1,1.7,3.3,35.6,2.8,0.9,1.3,3.4,1.7,499.9,298.6
ESP Publishing activities,2.0,2.0,10.7,0.4,2.2,0.2,0.5,70.1,4085.6,14.5,6.1,0.2,0.4,0.2,0.2,6.3,0.3,0.5,0.6,4.8,0.7,2.1,25.8,0.5,0.5,0.3,1.7,16.8,28.7,518.9
"ESP Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.2,0.6,6.9,0.4,5.9,0.2,0.0,9.0,8382.4,25.3,0.4,1.3,1.9,0.0,0.1,18.6,2.8,0.9,9.6,3.7,6.6,2.6,26.8,1.0,0.0,0.0,4.9,24.3,6.4,148.3
ESP Telecommunications,0.8,4.6,40.5,0.4,3.9,1.0,2.4,91.0,21832.2,83.0,7.9,2.9,2.7,0.9,14.2,130.4,6.7,0.7,10.6,61.2,6.5,9.7,77.7,1.9,22.8,1.8,6.0,6.4,53.6,231.9
"ESP Computer programming, consultancy and related activities; information service activities",1.7,1.3,5.2,0.4,26.0,9.5,7.9,91.8,14401.2,50.5,17.9,3.8,1.2,2.6,1.0,23.5,1.9,2.2,1.5,94.4,2.6,10.2,79.3,18.2,1.3,2.3,2.0,26.0,72.6,2542.7
"ESP Financial service activities, except insurance and pension funding",0.6,0.6,19.5,0.1,27.8,6.1,0.6,11.9,15719.9,25.4,4.5,0.2,0.8,0.0,21.0,14.9,8.0,1.4,10.7,10.5,0.5,13.0,79.9,0.2,0.6,6.6,0.5,1.5,11.0,1693.2
"ESP Insurance, reinsurance and pension funding, except compulsory social security",0.1,1.7,2.6,0.4,0.1,0.5,0.5,4.4,14554.5,8.9,0.6,0.2,0.1,0.0,14.4,11.5,0.8,0.0,4.8,3.0,0.5,0.6,9.4,0.1,0.0,0.4,0.4,137.5,12.3,179.7
ESP Activities auxiliary to financial services and insurance activities,0.1,0.1,15.0,0.0,0.0,0.0,0.0,0.5,3034.5,0.2,0.4,0.0,0.0,0.0,0.4,5.9,0.0,0.2,0.0,0.1,0.0,0.3,10.1,0.0,0.0,0.0,0.0,0.0,0.5,207.1
ESP Real estate activities,0.1,0.1,0.2,0.0,2.2,0.1,0.1,3.8,119912.0,0.5,0.7,0.0,0.1,0.1,0.0,8.6,0.3,0.2,0.0,5.3,0.1,0.5,0.7,0.0,0.1,0.1,0.4,0.6,0.5,4.8
ESP Legal and accounting activities; activities of head offices; management consultancy activities,5.0,1.0,48.9,0.9,5.0,1.7,23.6,30.0,7526.3,153.2,1.3,0.7,2.5,0.2,1.1,64.5,0.1,0.3,0.2,99.4,28.0,15.0,28.7,4.6,0.2,0.1,1.0,44.1,27.2,98.4
ESP Architectural and engineering activities; technical testing and analysis,0.2,0.4,1.4,0.1,0.7,0.3,1.0,7.1,12034.2,10.0,2.0,0.1,0.3,0.3,0.4,156.1,0.2,0.5,0.6,2.4,0.3,0.8,9.6,0.2,0.5,0.6,0.1,2.6,4.4,11.2
ESP Scientific research and development,0.0,2.5,11.2,0.5,1.1,0.3,0.8,41.0,5362.4,38.3,1.9,0.6,0.0,0.0,4.8,11.1,0.3,5.5,0.1,19.6,0.0,0.3,2.4,0.9,0.3,0.0,0.0,18.0,24.0,13.7
ESP Advertising and market research,0.1,0.1,0.6,0.6,0.2,0.1,0.2,1.5,338.7,1.8,0.3,0.0,0.0,0.0,0.1,0.8,0.1,0.2,0.1,3.2,0.2,0.2,0.9,0.1,0.1,0.1,0.1,60.6,3.9,111.9
"ESP Other professional, scientific and technical activities; veterinary activities",0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.7,902.1,0.6,0.3,0.0,0.0,0.0,0.2,0.7,0.2,0.0,0.0,0.3,0.1,0.1,0.6,0.0,0.0,0.1,0.1,0.7,0.5,3.3
ESP Administrative and support service activities,0.7,16.8,39.7,0.4,1.6,8.7,1.5,227.8,11652.8,1085.1,67.3,9.3,0.2,0.5,4.1,503.9,0.6,5.4,7.5,183.4,10.4,17.2,139.7,0.8,1.5,1.0,2.0,84.8,160.8,412.2
ESP Public administration and defence; compulsory social security,0.4,3.6,48.5,0.2,3.1,2.1,1.4,65.6,109766.7,61.9,22.1,2.9,0.3,0.6,1.9,42.3,3.6,1.6,0.6,18.7,24.9,4.3,16.6,0.8,1.6,4.8,1.1,13.6,38.7,284.6
ESP Education,0.1,1.7,7.8,0.3,0.9,0.8,0.6,28.1,82666.3,25.7,9.5,0.4,0.0,0.0,4.4,7.7,0.3,3.6,0.1,13.3,0.0,0.6,2.3,0.7,0.3,0.1,0.0,13.5,19.3,30.1
ESP Human health and social work activities,1.0,0.6,1.6,0.1,0.6,1.0,0.6,9.2,119353.4,9.2,9.0,0.2,0.1,0.2,0.6,4.3,0.9,0.7,0.4,2.7,0.2,0.8,2.9,0.2,0.2,0.2,0.3,4.4,5.2,29.5
ESP Other service activities,2.9,14.8,60.8,2.2,51.9,55.2,25.7,74.3,54460.4,97.6,101.5,11.5,1.8,32.8,1.8,325.1,156.7,4.4,0.9,61.0,26.4,62.2,115.6,6.0,0.9,23.6,44.9,9.5,110.8,91.9
ESP Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13657.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FRA Crop and animal production, hunting and related service activities",12.6,32.1,476.5,3.0,10.1,42.3,42.7,684.5,499.0,17375.5,514.0,17.8,3.5,8.9,45.8,442.8,69.4,9.3,4.3,119.1,30.8,39.1,97.3,7.3,41.6,5.0,11.5,99.2,504.3,294.9
FRA Forestry and logging,0.0,0.0,1.7,0.0,0.1,0.1,0.0,0.1,0.1,1291.4,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.5,0.7,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.7,0.3
FRA Fishing and aquaculture,0.0,1.5,9.3,0.1,0.0,0.0,0.3,10.3,33.4,773.8,0.7,0.1,0.0,0.0,7.2,59.1,0.2,0.0,0.0,0.7,0.0,0.0,2.3,0.4,407.1,0.0,0.0,0.0,11.5,17.3
FRA Mining and quarrying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,-2053.5,0.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,2.4
"FRA Manufacture of food products, beverages and tobacco products",185.8,170.9,2980.6,45.1,97.8,708.1,678.7,3824.1,2227.5,87448.3,3762.3,79.3,29.6,9.2,70.4,2333.5,1136.8,148.9,74.0,1178.6,145.6,232.6,404.1,81.9,489.9,42.0,120.6,1639.6,2919.8,3885.9
"FRA Manufacture of textiles, wearing apparel and leather products",41.7,119.2,581.3,14.2,19.2,137.4,97.2,1172.1,1366.7,798.2,1125.4,40.8,1.6,10.7,36.8,1913.8,1086.8,185.6,28.7,149.3,64.0,251.7,329.8,40.6,1489.0,56.7,63.7,737.2,1095.5,2374.2
"FRA Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.1,0.3,3.1,0.1,0.1,0.3,0.3,2.3,6.9,831.1,0.9,0.1,0.0,0.0,0.1,3.4,0.6,0.1,0.0,0.3,0.1,0.1,1.3,0.1,0.2,0.0,0.0,3.3,10.0,3.6
FRA Manufacture of paper and paper products,5.5,6.6,57.2,0.4,0.1,1.6,1.2,165.9,91.9,2687.7,85.5,3.1,0.0,0.1,3.3,22.9,0.4,0.3,0.1,80.5,1.2,6.4,11.9,0.6,3.4,7.6,0.3,12.8,66.8,30.8
FRA Printing and reproduction of recorded media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-304.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA Manufacture of coke and refined petroleum products ,1.0,4.2,200.5,1.6,5.7,24.5,5.9,414.4,98.2,21437.9,462.9,3.0,1.0,4.6,0.3,80.5,5.4,1.0,20.3,220.4,46.9,6.0,14.7,9.3,1.7,112.3,55.7,383.1,246.1,527.2
FRA Manufacture of chemicals and chemical products ,106.5,89.7,413.2,19.4,59.5,25.0,316.7,1541.6,728.3,3420.1,1109.5,9.9,4.2,17.2,45.9,802.0,251.4,172.6,85.6,305.4,57.9,193.6,214.4,55.6,625.7,137.8,41.7,865.2,1393.5,1527.4
FRA Manufacture of basic pharmaceutical products and pharmaceutical preparations,574.5,145.8,118.6,91.3,292.9,464.9,474.9,2025.0,1207.0,2808.7,453.0,426.4,27.1,4.2,229.0,1243.1,78.4,158.2,204.1,223.8,24.0,602.7,317.9,249.4,0.0,0.0,95.3,2331.3,1357.9,4866.6
FRA Manufacture of rubber and plastic products,17.0,28.8,76.7,3.2,26.2,13.9,37.5,351.0,66.3,800.0,147.8,4.6,1.9,15.2,8.9,130.2,32.4,1.6,28.1,74.4,4.8,61.0,36.0,24.2,4.9,32.6,1.8,57.2,110.3,297.8
FRA Manufacture of other non-metallic mineral products,1.9,4.7,27.1,1.1,3.2,7.0,8.0,40.9,37.7,2011.1,50.5,2.0,1.1,1.3,2.7,36.9,26.9,1.7,2.1,9.0,2.6,10.2,5.4,2.5,21.4,1.2,1.5,49.8,41.0,118.9
FRA Manufacture of basic metals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-163.2,0.1,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0
"FRA Manufacture of fabricated metal products, except machinery and equipment",30.5,23.5,257.4,5.6,25.6,11.8,33.9,313.1,393.0,6968.3,188.7,16.6,4.2,23.0,6.9,250.7,158.6,14.9,84.5,120.4,18.6,36.8,50.4,20.3,23.8,45.9,4.2,241.0,190.9,614.3
"FRA Manufacture of computer, electronic and optical products",128.1,99.2,453.1,15.7,201.0,92.4,512.5,1506.7,561.6,1459.1,239.8,21.7,31.8,170.4,48.0,666.3,291.3,212.9,30.6,237.0,64.2,68.0,280.7,66.0,180.9,210.4,15.3,1402.9,902.4,5056.0
FRA Manufacture of electrical equipment,55.6,54.3,352.5,16.6,54.0,52.0,271.5,1218.6,587.2,2227.1,334.3,40.2,5.3,58.2,29.8,315.7,84.4,134.9,31.8,133.1,20.1,116.6,72.7,22.8,25.8,138.0,14.3,218.5,458.5,1530.5
FRA Manufacture of machinery and equipment n.e.c.,231.3,318.8,832.2,66.6,297.5,148.6,1288.7,2689.6,937.7,2994.6,990.7,145.8,69.0,334.0,47.5,1310.8,115.3,511.0,278.5,494.1,165.0,297.6,202.1,464.2,700.9,566.5,94.0,885.4,1732.7,4639.3
"FRA Manufacture of motor vehicles, trailers and semi-trailers",98.9,486.0,2104.4,42.4,72.6,43.8,103.2,5418.4,2662.4,16187.5,1489.9,96.3,2.2,18.7,71.4,2579.7,81.9,18.8,32.6,472.6,169.9,734.5,667.1,77.2,681.9,452.0,12.7,99.1,2194.1,4603.1
FRA Manufacture of other transport equipment,505.9,40.9,82.1,1.5,205.7,127.8,1027.9,4504.2,273.2,4077.0,1477.7,148.0,627.8,1649.5,2051.6,566.3,17.7,333.3,21.4,261.8,211.0,43.0,538.2,39.9,363.0,111.0,2.0,1428.2,1733.2,17315.2
FRA Manufacture of furniture; other manufacturing,55.3,83.4,324.9,8.1,46.6,120.7,223.3,1150.2,796.7,7757.2,711.2,18.9,2.4,63.0,32.2,758.8,280.5,21.9,75.0,182.4,46.8,103.7,171.6,17.5,40.8,60.0,7.1,794.7,833.7,1490.5
FRA Repair and installation of machinery and equipment,0.0,39.3,22.2,0.9,30.4,0.6,0.0,147.0,6.5,30926.6,0.0,12.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,12.1,17.3,0.2,29.8,11.5,0.0,0.0,96.5,21.7,30.8,112.4
"FRA Electricity, gas, steam and air conditioning supply",0.0,1.9,129.9,0.1,2.2,2.2,1.5,55.5,4.7,37106.0,3.8,3.9,0.0,0.0,0.5,19.5,0.1,0.0,0.5,0.0,0.8,1.5,1.6,0.2,0.0,2.2,0.4,8.5,29.8,184.7
"FRA Water collection, treatment and supply",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5375.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FRA Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6820.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1857.4
FRA Construction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284723.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA Wholesale and retail trade and repair of motor vehicles and motorcycles,22.1,14.5,87.7,3.9,14.4,26.4,46.7,227.8,126.0,39571.1,129.7,13.0,3.4,10.1,14.0,130.8,40.6,16.1,11.7,43.1,8.2,28.7,30.0,11.7,37.3,13.2,6.2,134.4,154.1,317.2
"FRA Wholesale trade, except of motor vehicles and motorcycles",237.6,156.7,966.7,42.0,154.9,284.9,502.7,2473.2,1367.1,97446.1,1396.3,141.6,36.5,108.3,187.8,1438.3,440.0,173.6,125.6,479.2,88.6,310.0,323.2,126.4,402.9,141.7,67.5,1446.4,1681.3,8214.2
"FRA Retail trade, except of motor vehicles and motorcycles",89.7,58.8,356.7,15.9,58.4,107.4,189.9,926.1,512.5,136836.3,527.3,53.0,13.8,40.9,57.0,531.7,165.0,65.3,47.4,175.3,33.5,116.8,122.1,47.8,151.7,53.5,25.2,546.5,626.6,1290.0
FRA Land transport and transport via pipelines,65.1,45.7,289.2,11.6,42.0,82.6,158.5,686.1,399.5,30737.9,387.5,39.4,12.1,29.2,42.1,395.5,120.9,47.0,33.9,137.3,24.0,93.4,88.3,34.4,113.4,49.3,18.4,397.2,484.0,2605.7
FRA Water transport,1.2,0.9,2.7,0.4,0.4,5.5,15.2,18.6,6.9,52.8,30.3,0.7,1.8,30.3,1.5,6.6,16.5,0.5,0.3,17.3,0.6,2.4,1.5,1.6,2.7,21.3,0.2,4.0,14.8,5560.4
FRA Air transport,0.0,10.8,22.9,5.9,12.9,71.2,110.9,53.0,168.4,7992.7,226.5,19.3,50.1,146.3,44.4,275.2,80.9,8.9,44.8,59.3,6.2,12.1,20.4,4.2,5.2,14.2,6.7,355.9,147.4,898.1
FRA Warehousing and support activities for transportation,7.4,10.8,225.8,1.3,9.5,9.2,12.6,192.7,110.2,5916.8,52.8,17.6,7.5,13.8,3.8,135.2,17.2,11.4,4.2,16.2,6.1,12.7,15.5,3.4,15.9,8.7,3.7,36.4,133.8,1073.3
FRA Postal and courier activities,0.0,0.5,2.2,0.2,0.0,0.1,0.3,2.5,13.5,2081.9,24.7,0.3,0.0,0.0,1.4,2.9,0.1,0.0,0.0,8.3,0.2,0.7,0.6,0.1,0.0,0.0,0.0,0.0,5.5,251.3
FRA Accommodation and food service activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92784.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
FRA Publishing activities,11.1,3.6,20.8,0.4,0.3,0.0,0.0,84.5,48.5,21615.5,50.7,0.5,0.1,0.0,1.8,14.0,0.9,0.7,0.0,24.2,4.0,11.6,12.1,1.9,0.0,0.0,0.4,41.2,55.3,1167.3
"FRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",2.3,2.5,76.5,4.0,5.5,4.5,0.0,94.0,37.5,11784.6,12.7,1.7,14.0,0.0,0.8,59.2,2.7,9.9,25.1,21.3,9.3,17.5,13.8,6.0,0.0,0.0,19.2,43.2,87.8,585.2
FRA Telecommunications,2.0,4.6,42.2,5.4,0.7,1.7,5.2,26.4,153.7,35821.3,214.7,4.8,1.6,4.5,9.2,180.5,3.5,1.0,1.5,28.9,2.1,23.0,12.0,6.3,18.3,4.0,2.0,0.6,76.2,372.6
"FRA Computer programming, consultancy and related activities; information service activities",0.1,0.0,0.0,0.2,0.0,2.3,0.1,29.7,32.8,44677.5,6.4,4.8,0.0,0.1,0.0,7.4,0.6,0.1,0.0,30.0,4.4,6.2,2.3,3.6,0.0,0.0,0.1,5.8,118.1,733.2
"FRA Financial service activities, except insurance and pension funding",0.5,0.4,4.0,0.0,2.2,5.4,0.4,19.3,31.9,28112.6,29.9,1.5,0.1,0.0,10.9,32.9,2.0,1.0,0.5,14.5,2.4,11.9,5.2,0.3,0.5,4.5,0.1,0.2,18.5,2431.0
"FRA Insurance, reinsurance and pension funding, except compulsory social security",0.0,0.3,6.1,0.0,0.0,2.3,0.8,9.0,1.5,46421.1,1.6,0.3,0.0,0.3,12.8,13.0,0.6,0.0,1.1,0.4,0.0,0.1,0.3,0.1,0.0,0.9,0.1,59.6,128.1,323.5
FRA Activities auxiliary to financial services and insurance activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
FRA Real estate activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296299.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA Legal and accounting activities; activities of head offices; management consultancy activities,62.4,1.2,76.1,2.3,4.6,6.8,1146.5,25.8,62.9,19934.4,3.4,1.2,12.9,5.9,1.2,53.6,0.0,1.0,0.0,59.7,14.8,22.7,3.2,8.6,0.0,0.0,0.9,112.6,105.9,234.3
FRA Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26640.5,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA Scientific research and development,0.2,20.0,86.3,6.0,5.0,5.3,170.3,204.4,26.9,49840.9,121.4,6.0,0.0,0.0,28.3,47.5,1.0,193.3,0.1,59.7,0.2,2.0,1.7,7.7,1.7,0.0,0.6,244.5,617.3,88.6
FRA Advertising and market research,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,103.7,1.3,419.3
"FRA Other professional, scientific and technical activities; veterinary activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3536.3,0.4,0.0,0.0,0.0,0.7,0.2,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5
FRA Administrative and support service activities,19.0,16.2,51.7,0.4,5.5,27.5,0.0,77.7,156.8,6190.8,123.3,13.4,0.8,0.0,36.2,74.6,0.4,13.3,2.8,249.9,5.9,6.0,17.9,3.9,0.0,0.5,1.4,1422.2,71.6,145.1
FRA Public administration and defence; compulsory social security,3.1,1.2,8.2,0.2,0.9,1.8,31.8,17.7,12.8,253784.3,11.8,0.6,0.5,0.8,1.0,12.0,2.5,1.3,0.6,7.4,1.1,2.5,2.5,0.8,1.9,0.9,0.3,25.9,16.3,234.7
FRA Education,0.4,0.4,1.6,0.0,0.2,0.5,1.4,5.1,3.7,142085.8,3.8,0.1,0.0,0.2,0.3,3.0,0.9,0.3,0.3,2.2,0.2,0.6,0.8,0.1,0.8,0.3,0.1,10.0,4.3,14.2
FRA Human health and social work activities,3.0,2.2,8.7,0.3,1.7,6.8,6.5,25.1,17.0,268253.5,44.5,0.9,0.5,1.7,1.0,18.3,7.2,3.0,1.2,5.4,1.1,4.7,3.9,1.4,8.2,2.6,0.6,25.5,18.4,333.8
FRA Other service activities,0.6,4.2,44.2,0.3,3.4,35.9,44.9,53.1,253.7,89843.8,421.7,0.7,0.0,18.7,7.0,60.6,10.3,2.5,0.0,31.6,2.1,21.5,4.0,2.6,0.0,9.7,11.9,6.0,342.1,45.4
FRA Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5109.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
FRA Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GBR Crop and animal production, hunting and related service activities",4.2,0.9,12.9,0.1,0.7,1.8,3.9,26.7,64.4,26.4,13865.0,4.7,0.4,1.7,60.1,27.3,4.7,0.8,0.4,32.2,4.1,17.3,4.1,0.6,2.1,4.3,0.5,11.1,36.0,153.5
GBR Forestry and logging,0.3,0.1,0.5,0.0,0.2,0.6,0.8,1.5,0.6,1.0,612.0,0.0,0.0,0.0,2.5,0.9,0.5,0.1,0.0,1.0,0.1,0.2,0.1,0.1,0.2,0.1,0.1,1.4,3.2,0.1
