,0
AUT,16104.6
AUS,36593.2
BEL,28857.2
BGR,3629.6
BRA,47875.7
CAN,101072.1
CHN,418688.9
DEU,182506.9
ESP,64278.6
FRA,127781.5
GBR,148222.5
HUN,16692.9
IDN,51259.9
IND,109693.8
IRL,13419.7
ITA,123929.5
JPN,140345.4
KOR,50851.7
MEX,85857.3
NLD,38613.8
NOR,6521.7
POL,50118.4
PRT,10560.7
ROU,13461.2
RUS,180303.1
TUR,53732.8
TWN,21717.8
USA,903435.7
REU,108778.7
RoW,700933.4
