,AUT,AUS,BEL,BGR,BRA,CAN,CHN,DEU,ESP,FRA,GBR,HUN,IDN,IND,IRL,ITA,JPN,KOR,MEX,NLD,NOR,POL,PRT,ROU,RUS,TUR,TWN,USA,REU,RoW
"DEU Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",2.4,173.8,29.8,7.8,4.2,6.4,0.0,12558.1,168.5,251.5,81.1,6.3,4.1,0.0,0.0,139.0,16.0,18.2,26.5,300.4,14.6,75.2,35.1,8.4,0.0,0.0,34.2,382.6,202.6,338.3
DEU Telecommunications,3.6,71.1,26.8,3.0,3.1,3.5,15.2,42407.7,122.4,78.7,210.3,10.7,1.7,4.2,7.6,365.3,9.3,8.6,14.2,99.6,7.2,44.9,12.7,6.8,17.0,7.8,11.8,82.3,244.2,155.0
"DEU Computer programming, consultancy and related activities; information service activities",29.2,40.9,39.8,2.4,3.2,23.2,1.2,27768.7,144.7,55.7,72.8,19.1,0.2,1.0,0.0,91.8,13.2,8.8,0.0,142.6,20.7,63.1,18.3,14.8,0.0,0.1,9.3,104.8,1011.7,1676.1
"DEU Financial service activities, except insurance and pension funding",2.1,46.6,8.3,0.2,4.2,19.2,1.3,47362.5,107.6,52.8,925.9,14.7,1.1,0.2,309.4,85.8,4.6,3.5,0.3,502.1,11.8,42.4,13.0,2.3,2.0,37.0,0.6,3.7,213.4,2446.0
"DEU Insurance, reinsurance and pension funding, except compulsory social security",1.1,5.9,1.2,0.3,0.1,3.3,2.6,47793.4,0.6,10.6,2.3,3.4,0.1,0.9,32.4,31.8,1.6,0.8,34.5,2.9,1.5,5.7,0.7,0.4,0.1,2.8,0.4,463.6,55.7,123.1
DEU Activities auxiliary to financial services and insurance activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.7
DEU Real estate activities,15.2,17.1,0.3,0.0,13.5,0.7,0.0,252854.0,3.9,0.0,109.9,0.0,22.8,0.0,0.0,138.7,0.2,13.1,0.0,390.4,0.4,42.7,1.7,0.0,0.9,0.0,16.0,0.0,5.9,32.5
DEU Legal and accounting activities; activities of head offices; management consultancy activities,53.6,16.2,101.2,2.8,10.5,10.5,1032.5,5088.5,265.2,159.0,19.5,5.6,1.6,6.1,0.9,187.4,0.4,16.6,0.0,386.0,18.2,127.9,13.1,11.7,0.0,0.0,6.8,149.4,394.9,355.3
DEU Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.1,0.0,18219.9,0.2,0.0,0.1,0.0,0.0,234.8,0.0,189.3,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,2.0,214.1
DEU Scientific research and development,0.0,23.9,43.1,5.9,6.0,9.4,0.0,2299.9,56.1,222.8,26.9,41.2,0.0,0.0,6.4,113.8,6.4,225.2,27.5,279.9,0.0,8.4,4.3,7.8,11.1,0.0,1.8,155.1,1399.0,155.2
DEU Advertising and market research,0.1,0.0,0.3,0.7,0.0,0.0,2.4,33.6,1.5,0.4,1.7,0.0,0.0,0.0,0.0,0.5,0.1,37.2,0.0,7.2,0.1,0.3,0.0,0.1,0.0,0.0,0.1,74.9,19.9,115.4
"DEU Other professional, scientific and technical activities; veterinary activities",0.1,0.6,0.4,0.0,0.0,0.5,0.2,6639.5,0.4,0.5,13.1,1.7,0.0,0.0,22.3,5.8,3.1,3.5,0.1,4.2,0.4,2.8,1.0,0.1,0.2,0.7,0.3,1.6,4.6,21.7
DEU Administrative and support service activities,11.6,6.5,1.9,0.0,11.3,2.2,0.0,17701.7,25.3,22.1,21.4,2.2,0.0,0.0,2.4,25.6,0.6,5.6,2.0,31.2,0.4,1.4,4.5,0.3,0.0,0.1,0.5,163.9,238.3,39.6
DEU Public administration and defence; compulsory social security,0.0,0.2,0.0,0.1,0.0,0.8,1.3,205756.3,0.5,0.1,0.8,1.4,0.1,0.0,0.0,0.1,5.0,2.3,0.0,0.6,47.8,0.2,0.1,0.1,0.8,34.0,0.0,33.6,7.7,390.6
DEU Education,0.0,0.0,0.0,0.0,0.0,0.1,0.0,124251.8,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,2.8,3.9
DEU Human health and social work activities,0.0,0.2,0.0,0.0,0.0,0.0,0.0,237448.4,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.3,0.1,2.0,0.9
DEU Other service activities,0.0,34.7,2.4,0.0,0.2,5.4,66.0,105664.4,913.1,7.6,59.0,0.1,0.0,11.1,0.8,14.1,0.6,0.9,0.0,52.9,0.4,10.3,0.5,0.4,0.0,0.8,2.2,0.7,82.2,5.0
DEU Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7880.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
DEU Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ESP Crop and animal production, hunting and related service activities",1.7,109.4,215.3,0.7,12.3,14.3,1.3,1882.1,12899.6,1878.5,1177.6,42.8,0.2,1.9,51.6,469.2,8.9,2.3,3.6,658.9,83.6,231.0,350.6,2.8,25.7,0.9,3.8,93.2,763.5,108.2
ESP Forestry and logging,0.0,0.4,1.0,0.0,0.1,0.1,0.0,7.0,522.1,8.1,4.3,0.2,0.0,0.0,0.2,1.7,0.3,0.0,0.0,2.4,0.3,0.8,1.9,0.0,0.1,0.0,0.0,1.0,3.1,0.1
ESP Fishing and aquaculture,1.0,1.3,3.8,0.1,0.5,1.1,1.8,20.7,1828.3,154.1,10.0,0.3,0.0,0.0,0.6,135.6,23.4,0.8,1.6,2.6,0.7,0.5,161.9,1.5,9.2,1.0,0.3,7.2,13.0,29.4
ESP Mining and quarrying,0.1,0.0,0.6,0.0,0.0,0.0,1.5,19.3,-274.3,1.3,1.2,0.1,0.0,0.1,0.0,1.3,0.1,0.0,0.1,1.2,0.0,0.1,0.7,0.0,0.1,0.1,0.0,0.5,1.3,0.0
"ESP Manufacture of food products, beverages and tobacco products",109.8,49.6,238.9,14.7,58.7,123.8,58.8,1065.9,55252.7,2416.1,926.5,31.3,5.2,4.3,44.0,1756.3,274.0,87.3,182.2,258.5,55.6,59.5,1916.8,67.1,206.5,16.5,20.2,584.3,943.2,1340.2
"ESP Manufacture of textiles, wearing apparel and leather products",25.0,69.3,131.1,4.4,17.6,56.1,7.1,391.8,11546.5,793.1,554.7,22.5,4.1,3.4,38.8,437.7,152.8,10.0,230.4,65.3,20.3,72.2,1071.0,4.5,126.7,96.0,7.4,317.1,532.2,852.0
"ESP Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.6,0.8,3.7,0.2,0.5,1.0,1.9,10.3,957.9,37.7,9.0,0.4,0.1,0.7,1.7,8.0,2.2,0.4,5.7,3.0,0.7,1.0,24.7,0.7,1.3,1.1,0.1,9.3,7.7,3.3
ESP Manufacture of paper and paper products,0.1,0.3,8.1,0.1,0.2,0.1,0.3,11.5,2431.2,35.9,25.5,0.3,0.0,0.1,0.6,23.6,0.3,0.1,0.6,2.8,0.4,1.0,121.9,1.2,0.2,0.3,0.1,1.8,10.9,14.6
ESP Printing and reproduction of recorded media,0.9,2.7,3.6,0.4,1.4,0.8,2.3,23.7,575.4,40.7,37.0,0.8,0.3,0.6,1.0,24.2,1.6,0.8,4.7,2.7,0.7,1.5,47.5,0.9,0.8,3.4,0.4,9.5,26.5,0.0
ESP Manufacture of coke and refined petroleum products ,0.9,0.6,74.3,4.2,28.1,17.8,0.3,6.6,13145.7,118.3,25.5,1.0,0.6,0.1,0.0,8.6,0.1,0.2,53.0,42.6,14.3,0.4,111.8,2.6,1.1,17.7,2.7,303.7,39.9,905.1
ESP Manufacture of chemicals and chemical products ,23.9,16.0,129.1,2.8,9.4,2.8,19.0,221.6,6911.9,431.9,178.7,6.6,4.0,16.2,1.9,166.7,22.4,1.2,39.1,124.7,2.7,24.1,275.7,9.5,37.3,26.0,4.3,159.2,256.0,216.9
ESP Manufacture of basic pharmaceutical products and pharmaceutical preparations,62.3,41.9,20.5,4.8,20.8,28.1,23.8,798.6,2767.8,479.6,133.0,17.8,1.9,1.3,9.4,249.4,9.4,20.6,59.3,31.6,11.7,44.0,184.0,12.1,1.6,1.0,0.6,501.5,714.9,498.2
ESP Manufacture of rubber and plastic products,5.5,8.2,14.9,1.3,6.5,2.8,9.3,146.5,1116.2,257.3,76.7,5.2,1.1,3.9,4.4,58.1,7.9,1.5,25.2,26.8,3.2,15.5,115.0,5.6,3.7,14.3,0.8,18.2,47.5,106.3
ESP Manufacture of other non-metallic mineral products,1.5,1.7,6.7,0.5,1.2,1.2,2.3,20.1,1404.9,57.7,21.5,1.0,0.4,2.5,1.3,25.4,9.3,0.6,6.9,7.4,1.0,2.0,32.5,1.1,2.5,2.1,0.8,44.1,15.9,24.6
ESP Manufacture of basic metals,1.2,0.9,3.2,0.4,1.7,1.1,3.7,14.9,622.3,19.6,9.8,0.8,0.4,1.2,1.1,8.7,1.0,0.7,7.9,6.8,1.2,1.7,17.4,1.4,1.3,2.5,0.4,10.0,16.1,-0.0
"ESP Manufacture of fabricated metal products, except machinery and equipment",19.3,12.9,29.0,3.4,17.0,12.6,39.2,168.4,6269.6,371.9,137.6,14.1,6.1,12.1,19.6,115.1,16.0,7.7,140.9,38.1,15.2,19.1,280.7,14.1,13.1,34.6,3.9,149.5,96.4,424.7
"ESP Manufacture of computer, electronic and optical products",13.9,45.2,36.9,4.8,22.3,10.1,31.8,387.6,2311.3,549.4,627.5,12.4,4.2,7.1,9.5,395.5,17.2,11.1,53.3,18.6,9.1,24.1,643.2,10.3,7.0,60.3,4.0,119.8,443.1,1068.1
ESP Manufacture of electrical equipment,17.8,14.7,33.0,8.1,16.7,9.2,27.4,459.2,3535.2,265.6,218.9,12.8,3.2,13.8,9.2,171.9,24.1,9.4,60.8,43.9,12.2,48.0,287.6,9.9,6.3,37.0,3.9,79.2,182.1,331.7
ESP Manufacture of machinery and equipment n.e.c.,42.6,36.0,66.5,13.3,75.7,20.7,198.2,397.8,3382.0,389.5,306.5,21.3,16.5,57.6,16.2,262.3,18.3,26.7,259.7,57.9,37.9,65.1,461.8,70.3,54.8,101.5,18.0,202.4,256.3,890.5
"ESP Manufacture of motor vehicles, trailers and semi-trailers",331.4,338.7,368.6,5.5,11.6,2.1,45.1,3206.6,18676.8,8700.5,3422.4,140.1,35.0,4.6,232.4,2403.4,27.5,3.9,275.3,505.7,93.2,170.7,833.2,50.1,120.5,773.7,4.5,31.6,1244.1,1621.0
ESP Manufacture of other transport equipment,4.1,11.1,55.1,3.4,1.3,146.8,3.0,388.4,2393.5,245.7,327.6,2.6,0.2,5.2,112.0,299.9,14.7,1.1,10.7,17.1,74.2,4.3,181.4,1.3,4.8,11.1,0.5,33.8,111.5,2711.8
ESP Manufacture of furniture; other manufacturing,13.8,20.9,79.8,4.3,9.9,24.6,39.4,232.5,8350.2,748.1,226.1,8.1,1.7,17.6,40.2,190.2,46.5,8.3,120.6,64.4,17.4,18.3,475.0,14.6,26.4,27.6,1.3,184.9,177.0,471.6
ESP Repair and installation of machinery and equipment,1.8,2.4,3.0,0.5,2.0,0.7,4.2,29.0,2098.7,37.4,28.9,1.1,0.5,1.3,1.0,20.6,1.2,0.9,6.6,3.0,1.1,2.7,28.7,1.5,1.3,4.9,0.4,7.3,19.8,42.2
"ESP Electricity, gas, steam and air conditioning supply",0.2,0.8,15.2,0.1,0.2,1.4,0.3,78.4,9982.0,10.6,10.0,0.7,0.0,0.7,0.3,15.8,0.2,0.2,0.9,3.6,0.3,0.7,6.1,0.1,0.1,1.0,0.0,3.8,17.3,25.8
"ESP Water collection, treatment and supply",0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.4,3081.2,1.8,0.7,0.0,0.0,0.1,0.0,1.7,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.4,1.0
"ESP Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.8,4913.1,2.9,1.0,0.0,0.0,0.0,0.1,1.7,0.0,0.1,0.0,1.4,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.7,2.7,32.5
ESP Construction,0.6,1.0,2.3,0.2,1.1,0.7,2.5,12.0,225083.1,13.6,7.3,0.5,0.3,2.0,0.6,19.3,0.6,0.8,4.5,6.5,0.7,1.3,9.5,1.1,1.1,1.5,0.5,4.9,8.6,44.9
ESP Wholesale and retail trade and repair of motor vehicles and motorcycles,0.1,0.2,1.1,0.0,0.1,0.1,0.0,10.3,20076.6,4.4,1.7,0.1,0.4,0.0,0.1,2.5,0.0,0.2,0.2,1.4,0.1,0.1,0.9,0.1,0.4,0.2,0.1,1.3,1.9,13.4
"ESP Wholesale trade, except of motor vehicles and motorcycles",1.0,1.9,8.3,0.2,1.1,2.3,0.8,28.8,39707.3,45.0,16.9,0.8,0.1,2.2,14.3,49.8,3.9,1.5,2.4,24.5,1.2,2.3,21.5,0.9,2.5,0.9,1.4,7.3,17.5,942.4
"ESP Retail trade, except of motor vehicles and motorcycles",1.4,0.9,3.7,0.2,1.0,2.0,1.0,15.5,39396.1,32.9,13.8,0.5,0.1,0.9,0.7,25.0,3.5,1.3,2.6,7.1,0.9,1.2,25.4,1.0,2.6,0.5,0.7,7.8,13.4,59.8
ESP Land transport and transport via pipelines,2.9,15.1,59.5,2.6,0.9,39.1,0.9,160.1,10525.5,157.7,253.0,3.9,0.1,0.1,3.2,100.3,1.8,1.1,0.3,19.6,0.7,17.7,28.5,0.3,4.7,32.7,0.8,18.1,323.4,1970.4
ESP Water transport,0.0,0.1,0.1,0.1,0.0,2.0,0.0,4.9,619.5,0.9,44.6,0.1,0.0,0.1,0.1,1.0,0.5,0.0,0.0,2.3,0.2,0.3,1.2,0.1,0.1,4.2,0.0,0.0,4.2,680.6
ESP Air transport,0.0,7.4,19.0,3.1,7.6,82.0,0.5,66.6,1033.8,293.1,904.3,6.6,0.1,1.1,19.0,291.1,9.8,3.2,189.3,30.7,6.8,3.8,87.8,0.6,0.9,7.0,1.8,145.0,168.9,701.0
ESP Warehousing and support activities for transportation,2.1,9.0,134.5,0.6,7.3,5.6,0.1,300.0,1916.6,336.8,140.8,4.3,0.1,0.3,0.1,223.1,1.7,7.3,14.0,10.3,8.1,3.9,65.2,0.1,2.5,6.0,2.1,1.5,105.9,466.2
ESP Postal and courier activities,0.0,0.6,0.6,0.0,0.1,0.1,0.0,3.2,603.9,3.1,1.1,0.1,0.0,0.0,0.6,0.9,0.1,0.2,0.0,6.0,0.0,0.1,0.8,0.0,0.0,0.1,0.0,0.8,1.7,44.2
ESP Accommodation and food service activities,0.0,1.7,3.8,0.1,1.5,3.8,0.3,5.6,117511.8,11.9,10.8,0.1,0.1,8.2,0.2,23.5,1.0,1.0,0.2,21.5,1.4,3.0,7.2,0.7,0.1,1.6,3.8,0.8,7.9,10.4
ESP Publishing activities,2.6,1.4,6.2,3.8,1.7,0.2,0.2,41.5,4246.4,22.5,13.8,1.2,0.2,0.1,0.1,10.9,0.4,4.5,0.5,22.8,1.3,2.1,30.7,0.5,0.1,0.2,4.1,21.9,13.8,407.3
"ESP Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.1,0.3,1.8,0.5,1.3,0.2,0.0,2.3,6021.7,13.1,0.6,0.1,0.4,0.0,0.0,8.1,1.1,4.0,8.3,6.9,2.3,0.8,21.5,0.8,0.0,0.0,2.4,21.8,5.1,83.6
ESP Telecommunications,0.6,9.3,20.6,0.8,2.0,1.1,1.1,106.8,16146.8,68.4,9.3,3.0,1.8,1.8,11.5,152.1,4.2,1.7,31.7,83.0,2.5,5.7,52.1,4.6,11.6,1.3,8.8,3.7,68.2,167.9
"ESP Computer programming, consultancy and related activities; information service activities",0.8,1.5,2.5,0.5,8.3,7.8,2.7,43.3,9337.0,24.0,27.5,3.6,0.2,2.8,0.3,19.1,0.6,4.7,1.6,71.0,2.1,4.8,49.8,8.1,0.2,1.7,2.3,19.3,40.2,1543.6
"ESP Financial service activities, except insurance and pension funding",0.6,0.4,9.4,0.0,17.6,9.3,0.3,9.4,10361.7,34.6,9.3,0.6,2.0,0.0,100.0,7.4,9.7,6.1,0.0,16.7,0.3,8.0,40.0,0.3,0.6,5.9,0.8,1.0,10.4,1941.9
"ESP Insurance, reinsurance and pension funding, except compulsory social security",0.2,2.4,3.5,0.1,0.1,1.1,0.7,8.8,9960.1,11.4,1.5,0.6,0.0,0.1,15.7,24.3,1.2,0.3,21.1,6.6,0.6,1.1,15.6,0.2,0.0,0.8,1.0,45.7,20.2,183.3
ESP Activities auxiliary to financial services and insurance activities,0.2,0.1,9.9,0.0,0.0,0.0,0.0,0.9,2329.9,0.0,0.6,0.0,0.0,0.0,0.8,3.8,0.0,0.4,0.0,0.2,0.0,0.2,6.0,0.0,0.0,0.0,0.0,0.0,1.0,196.7
ESP Real estate activities,0.0,0.1,0.0,0.0,0.3,0.0,0.0,3.4,80127.5,0.1,0.2,0.0,0.4,0.0,0.0,3.6,0.0,0.1,0.0,9.0,0.0,0.2,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.9
ESP Legal and accounting activities; activities of head offices; management consultancy activities,4.4,2.5,75.6,1.5,5.1,2.7,19.1,35.1,6019.8,106.1,1.9,0.5,0.7,0.4,0.7,119.5,0.0,2.8,0.1,230.3,15.4,15.9,22.9,5.5,0.0,0.0,2.1,50.6,30.4,137.4
ESP Architectural and engineering activities; technical testing and analysis,0.0,0.2,0.3,0.0,0.1,0.1,0.1,2.3,7824.9,3.2,2.6,0.1,0.0,26.2,0.1,202.8,0.1,0.2,0.3,1.2,0.0,0.1,2.7,0.1,0.0,0.2,0.0,0.8,2.3,111.9
ESP Scientific research and development,0.0,0.7,7.0,0.7,0.8,0.7,0.0,37.0,866.1,31.5,0.4,0.9,0.0,0.0,1.1,15.7,0.3,7.5,3.3,37.4,0.0,0.3,2.1,1.0,0.5,0.0,0.1,11.5,19.8,36.7
ESP Advertising and market research,0.1,0.0,0.9,0.7,0.1,0.1,0.2,1.2,316.8,1.6,0.3,0.0,0.0,0.0,0.1,1.5,0.0,9.3,0.1,9.0,0.2,0.2,0.7,0.2,0.0,0.0,0.1,40.8,7.7,103.1
"ESP Other professional, scientific and technical activities; veterinary activities",0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.5,600.0,0.6,0.4,0.0,0.0,0.2,0.4,0.7,0.0,0.2,0.0,0.9,0.0,0.1,0.4,0.0,0.0,0.0,0.1,0.4,0.5,4.9
ESP Administrative and support service activities,0.4,21.1,28.4,0.2,0.9,9.8,0.4,125.1,10222.0,664.7,250.5,5.7,0.1,0.3,4.9,360.3,0.4,8.3,3.4,264.9,16.8,16.0,125.4,0.5,0.1,0.3,3.3,162.9,139.5,39.0
ESP Public administration and defence; compulsory social security,0.3,2.5,18.2,0.4,1.6,2.5,0.8,75.8,71413.4,59.9,22.6,2.4,0.1,2.7,0.8,43.7,1.5,5.4,2.7,35.5,94.9,2.7,11.3,0.9,0.5,4.6,1.4,20.2,31.6,211.4
ESP Education,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.8,57617.2,0.5,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,1.0,0.0,0.1,0.6,0.1,0.0,0.0,0.0,0.3,0.7,19.4
ESP Human health and social work activities,0.1,0.2,0.5,0.1,0.2,0.4,0.1,2.8,76382.7,2.8,1.2,0.1,0.0,0.6,0.1,2.5,0.1,0.3,0.2,2.7,0.1,0.3,1.4,0.1,0.0,0.1,0.3,1.3,2.2,12.1
ESP Other service activities,0.7,31.5,67.3,1.9,28.6,71.0,5.9,86.8,38488.5,190.9,194.2,1.0,0.8,157.1,1.6,414.3,18.3,18.3,0.9,391.5,25.3,55.7,124.0,13.6,0.2,30.3,72.2,8.7,135.8,74.1
ESP Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9880.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FRA Crop and animal production, hunting and related service activities",10.6,26.2,456.6,1.9,4.1,40.2,11.4,644.8,433.8,17510.0,647.4,14.4,2.1,7.8,57.7,352.6,89.5,8.7,5.1,122.1,32.2,28.7,83.7,6.7,36.0,3.7,12.8,126.5,495.7,170.4
FRA Forestry and logging,0.0,0.0,2.0,0.0,0.0,0.4,0.0,0.2,0.3,2102.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.1,0.4,0.1
FRA Fishing and aquaculture,0.0,1.9,38.2,0.0,0.0,0.0,7.4,16.0,88.0,184.5,3.7,0.3,0.0,0.0,1.8,82.0,0.2,0.4,0.0,1.6,0.0,0.0,6.0,0.8,305.6,0.4,0.0,0.0,15.0,18.3
FRA Mining and quarrying,0.0,0.0,1.7,0.0,0.0,0.0,0.3,128.1,0.1,1038.1,1.3,57.3,0.0,0.0,0.0,0.6,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,1.7,0.8
"FRA Manufacture of food products, beverages and tobacco products",148.2,157.2,2654.2,15.8,44.0,560.5,154.4,3217.5,1603.0,74199.6,3652.2,44.7,21.3,9.5,185.5,1960.4,1206.9,127.2,73.2,796.0,120.2,104.5,350.8,80.5,336.9,43.0,114.8,1727.5,2507.2,2580.9
"FRA Manufacture of textiles, wearing apparel and leather products",49.4,85.9,716.2,8.5,14.2,116.2,23.6,870.6,1186.9,5901.9,1353.9,34.1,1.8,6.0,30.7,1410.5,1235.1,161.1,37.1,176.1,49.0,185.2,329.0,14.0,508.0,67.1,76.8,916.6,883.7,1879.2
"FRA Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.5,0.1,3.1,0.0,0.0,0.6,0.2,1.4,8.3,1083.0,1.2,0.1,0.0,0.0,0.2,3.2,0.7,0.1,0.0,0.2,0.1,0.2,1.3,0.0,0.3,0.1,0.0,3.0,9.9,3.8
FRA Manufacture of paper and paper products,2.2,9.4,65.1,0.2,0.1,1.0,0.6,141.8,86.3,2809.5,97.1,3.1,0.0,0.3,1.1,28.1,1.0,0.7,0.3,64.8,2.0,8.8,11.5,0.4,1.8,0.5,0.4,11.3,79.6,24.8
FRA Printing and reproduction of recorded media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA Manufacture of coke and refined petroleum products ,2.3,3.2,258.4,2.4,5.4,12.7,0.4,424.8,165.5,23590.0,488.0,5.0,0.9,0.0,0.7,68.5,2.6,2.3,7.4,268.7,26.0,4.5,27.6,17.8,3.3,29.4,10.7,527.7,199.1,311.7
FRA Manufacture of chemicals and chemical products ,96.6,82.1,806.4,14.6,43.4,23.7,129.5,1206.1,664.8,5305.2,882.9,28.2,9.4,24.5,7.9,776.5,259.2,3.8,80.7,826.8,45.3,99.9,175.3,46.6,454.7,106.7,56.7,826.8,1059.4,986.1
FRA Manufacture of basic pharmaceutical products and pharmaceutical preparations,290.4,117.1,121.7,53.9,119.5,278.5,108.7,2224.8,918.6,7512.9,295.2,280.7,6.8,3.1,28.9,1283.4,35.3,122.3,135.3,45.8,38.0,350.8,246.0,205.0,0.0,0.0,13.7,2476.4,1087.3,2204.7
FRA Manufacture of rubber and plastic products,10.4,27.8,82.9,3.1,20.5,11.4,30.6,331.9,170.3,1140.6,166.9,12.6,0.9,23.0,6.0,124.8,27.3,12.8,32.3,89.3,5.0,52.2,39.4,28.4,1.7,25.6,2.1,53.8,98.0,244.0
FRA Manufacture of other non-metallic mineral products,2.2,6.3,26.8,0.6,2.5,14.2,4.6,64.2,39.7,1889.7,53.4,3.4,0.3,2.9,3.4,47.5,38.7,2.5,3.8,12.0,3.0,11.1,8.5,2.1,20.1,2.2,1.5,97.3,36.2,117.1
FRA Manufacture of basic metals,0.0,0.0,0.3,0.0,0.0,0.1,0.0,1.6,0.0,1025.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,3.6
"FRA Manufacture of fabricated metal products, except machinery and equipment",22.6,23.7,223.3,2.9,21.8,18.4,29.7,373.3,355.5,8842.1,237.7,11.5,5.2,15.6,13.8,182.3,106.3,46.3,91.5,91.7,5.6,31.8,53.0,5.9,9.8,70.4,5.5,256.5,127.4,565.2
"FRA Manufacture of computer, electronic and optical products",161.0,154.7,426.9,29.4,188.3,120.2,673.2,2223.7,1137.1,913.1,1044.5,33.2,40.0,253.1,72.1,1449.3,240.1,187.8,77.4,75.2,100.9,199.7,149.4,166.3,161.9,280.9,50.5,1333.4,1271.1,6468.6
FRA Manufacture of electrical equipment,66.7,51.0,293.0,9.1,59.3,45.8,432.7,1189.0,532.0,2269.9,539.8,25.1,6.1,69.0,52.6,436.8,96.0,64.2,53.0,156.6,28.3,114.8,62.3,20.3,26.8,114.6,32.2,279.2,469.4,1105.6
FRA Manufacture of machinery and equipment n.e.c.,241.4,323.7,927.1,37.2,214.9,180.9,1037.7,2554.5,1568.3,5082.7,1364.9,168.3,77.1,261.3,42.4,1460.1,232.2,393.9,199.8,334.6,194.7,398.1,192.9,440.9,403.0,420.0,173.3,2060.6,1643.8,2991.0
"FRA Manufacture of motor vehicles, trailers and semi-trailers",273.9,745.6,1642.0,50.7,50.5,78.1,172.2,7540.2,6734.0,28283.2,4331.8,263.9,6.2,3.4,453.7,3871.8,210.5,18.4,147.1,927.8,289.1,788.5,1001.3,159.2,683.7,981.7,38.7,37.1,3661.8,5546.7
FRA Manufacture of other transport equipment,965.1,56.4,80.8,0.4,239.0,170.8,1267.9,3278.5,1158.5,2516.0,1680.9,54.7,26.3,2809.2,271.6,780.0,77.7,604.2,53.5,452.3,76.9,37.6,292.5,12.4,30.2,253.6,633.5,1379.3,741.1,9380.5
FRA Manufacture of furniture; other manufacturing,54.6,81.7,281.5,5.0,25.0,115.8,150.6,773.2,796.9,6727.9,839.0,19.8,1.6,38.3,46.1,659.8,447.1,56.2,58.8,199.8,50.4,61.9,151.2,20.5,28.2,62.7,6.1,969.1,892.4,737.9
FRA Repair and installation of machinery and equipment,0.0,33.7,18.0,0.3,3.5,0.2,0.0,34.4,0.1,25311.7,0.1,2.6,0.0,0.0,0.0,13.3,0.0,0.0,0.0,28.9,23.5,0.0,17.1,2.9,0.0,0.0,36.7,7.1,71.2,24.0
