,AUT,AUS,BEL,BGR,BRA,CAN,CHN,DEU,ESP,FRA,GBR,HUN,IDN,IND,IRL,ITA,JPN,KOR,MEX,NLD,NOR,POL,PRT,ROU,RUS,TUR,TWN,USA,REU,RoW
IDN Other service activities,0.0,0.1,0.0,0.0,0.0,2.8,54.2,0.0,0.1,0.0,0.4,0.0,8031.9,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
IDN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDN Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IND Crop and animal production, hunting and related service activities",24.3,3.1,21.5,1.4,4.9,13.2,8.8,77.8,34.0,44.5,123.4,0.2,6.2,122839.1,4.3,11.0,74.8,5.4,1.6,71.0,9.6,13.1,6.6,0.5,40.1,11.6,2.3,294.4,48.7,1211.4
IND Forestry and logging,0.3,0.7,0.2,0.0,0.2,2.2,0.0,1.5,0.7,0.4,2.1,0.0,0.0,9841.3,0.0,0.6,0.0,0.0,0.1,0.5,0.0,0.1,0.1,0.0,0.2,0.0,0.1,81.4,0.5,2.5
IND Fishing and aquaculture,0.1,0.2,11.3,0.1,0.0,1.8,18.1,3.6,5.3,3.6,0.3,0.0,0.0,6499.3,0.4,0.7,11.2,0.5,0.0,0.0,0.0,0.0,0.0,1.8,342.7,3.5,0.2,1.3,15.1,333.7
IND Mining and quarrying,2.0,0.0,7.9,0.0,0.0,0.0,56.3,53.2,0.0,0.2,3.2,0.1,0.0,-779.2,1.2,0.7,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8,642.2
"IND Manufacture of food products, beverages and tobacco products",49.0,5.2,63.8,1.5,3.2,78.2,138.1,51.9,78.3,56.4,116.0,2.2,38.8,77880.1,7.3,37.1,202.5,15.9,8.7,30.7,3.6,5.2,15.1,5.1,53.7,4.5,9.0,246.6,54.0,2602.6
"IND Manufacture of textiles, wearing apparel and leather products",161.6,61.2,130.0,2.8,35.8,494.1,8.2,1313.9,494.7,808.0,1761.0,9.7,2.8,46634.8,49.4,725.8,166.9,11.5,81.8,214.0,66.3,91.4,66.0,2.6,200.4,59.3,3.5,4380.2,513.3,1449.5
"IND Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.6,0.3,11.7,0.0,0.6,5.3,2.0,7.6,4.2,5.6,13.7,0.1,0.2,3970.8,0.6,4.1,6.6,0.2,0.7,2.0,0.4,0.5,0.3,0.1,0.2,0.8,0.1,140.3,5.1,15.8
IND Manufacture of paper and paper products,0.7,0.0,0.3,0.0,0.1,0.3,0.2,0.7,0.2,0.4,3.9,0.0,0.0,2871.0,0.1,0.3,1.7,0.1,0.1,0.3,0.1,0.1,0.0,0.0,0.3,0.1,0.4,6.7,1.0,1.9
IND Printing and reproduction of recorded media,0.4,0.0,0.6,0.0,0.1,0.3,0.2,0.6,0.2,0.4,1.5,0.0,0.0,4830.5,0.1,0.3,0.5,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.1,7.7,0.4,0.0
IND Manufacture of coke and refined petroleum products ,1.4,0.0,9.2,0.1,243.1,0.1,1.8,8.1,19.7,95.4,232.2,0.0,15.1,30555.7,0.1,9.3,113.7,246.0,2.1,354.4,0.0,0.2,8.5,0.2,0.7,28.1,524.9,222.0,56.0,2286.4
IND Manufacture of chemicals and chemical products ,12.1,1.6,11.4,1.6,8.7,9.9,23.9,35.2,14.2,21.8,53.5,1.1,3.4,10485.2,1.7,24.4,38.3,26.5,9.1,45.9,1.6,4.9,2.3,3.2,14.8,27.2,7.6,157.9,59.5,472.0
IND Manufacture of basic pharmaceutical products and pharmaceutical preparations,4.5,1.0,0.3,0.8,13.1,1.9,7.3,24.0,3.0,5.1,5.7,2.9,1.6,7812.3,2.8,3.3,0.7,3.5,6.4,1.2,0.0,2.2,1.0,5.9,0.2,0.4,0.2,82.0,6.8,183.0
IND Manufacture of rubber and plastic products,11.6,1.5,4.3,0.2,3.3,12.0,3.4,34.6,13.6,19.9,43.2,0.4,1.5,10569.4,2.2,17.7,4.8,1.4,5.3,12.9,1.8,3.8,1.2,0.9,3.5,3.6,0.3,98.9,15.7,119.3
IND Manufacture of other non-metallic mineral products,1.7,0.3,2.5,0.0,0.9,1.7,1.5,5.7,16.3,3.4,11.9,0.1,1.5,5130.1,0.2,1.7,1.7,0.7,1.0,2.1,0.5,0.4,0.3,0.2,0.4,1.4,0.5,31.2,13.7,7.7
IND Manufacture of basic metals,13.0,1.2,5.4,0.5,7.6,19.1,7.1,34.1,19.2,13.0,33.4,0.7,7.3,28598.1,3.4,14.4,8.3,6.2,23.1,12.5,1.1,2.9,1.4,0.8,2.2,4.4,1.6,127.1,22.1,-0.0
"IND Manufacture of fabricated metal products, except machinery and equipment",26.8,2.0,18.5,1.2,17.7,10.8,21.5,50.3,17.6,22.9,62.0,2.6,13.7,14989.7,4.4,26.3,17.2,11.8,35.4,16.7,2.0,5.1,2.6,2.5,6.1,12.2,3.1,320.4,23.9,470.1
"IND Manufacture of computer, electronic and optical products",12.0,0.9,5.9,0.5,19.7,3.5,21.6,50.7,3.9,8.2,17.5,11.8,4.2,8232.1,0.6,16.0,22.1,10.9,4.3,4.7,2.3,2.2,1.0,1.0,5.5,13.7,1.1,166.0,11.1,540.5
IND Manufacture of electrical equipment,27.9,1.8,5.7,0.4,10.3,9.1,31.4,54.2,16.7,14.0,33.8,1.5,5.2,15879.5,2.9,12.0,30.9,7.4,8.6,37.0,2.4,3.1,3.3,0.8,2.7,15.8,3.7,229.9,21.6,567.6
IND Manufacture of machinery and equipment n.e.c.,67.4,3.9,26.9,5.4,60.6,15.4,107.5,105.3,14.3,20.9,96.0,12.4,48.1,23757.6,0.8,34.5,17.0,28.4,21.9,20.8,3.0,7.8,8.0,12.2,29.3,61.7,9.8,453.7,24.6,1133.3
"IND Manufacture of motor vehicles, trailers and semi-trailers",10.4,10.5,5.2,0.8,5.6,2.6,9.1,70.3,68.3,29.3,69.7,1.5,69.4,32451.3,1.2,146.1,3.8,19.2,95.9,37.5,4.3,6.9,9.4,1.2,5.3,37.3,0.8,52.5,88.9,1383.7
IND Manufacture of other transport equipment,3.6,1.6,3.3,0.1,1.5,2.9,2.6,16.5,163.4,5.8,50.1,0.5,13.9,4746.8,0.3,2.4,1.3,1.3,5.5,4.0,0.2,0.7,1.8,0.3,0.8,4.9,0.3,25.0,120.2,1015.1
IND Manufacture of furniture; other manufacturing,46.4,3.5,142.0,0.5,10.1,39.7,30.3,86.2,33.7,50.5,155.1,1.9,6.7,28581.4,7.3,51.3,80.1,4.7,12.5,19.3,4.1,5.2,3.4,1.4,3.7,13.3,1.2,1677.3,52.7,1945.3
IND Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IND Electricity, gas, steam and air conditioning supply",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5706.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IND Water collection, treatment and supply",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2590.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IND Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND Construction,0.0,0.1,0.2,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,219488.5,0.0,0.1,0.0,0.0,0.0,31.8,0.0,0.4,0.0,0.0,5.5,0.0,0.0,0.0,0.1,133.2
IND Wholesale and retail trade and repair of motor vehicles and motorcycles,0.1,0.2,0.1,0.0,0.0,0.0,0.0,10.9,0.0,0.0,9.7,0.0,0.0,3480.8,0.0,0.2,0.1,12.1,0.0,0.3,0.0,0.0,0.0,0.0,1.6,0.0,0.1,0.5,3.7,720.9
"IND Wholesale trade, except of motor vehicles and motorcycles",0.0,0.2,0.4,0.0,0.1,0.0,0.0,1.5,0.0,1.1,0.9,0.0,0.0,27043.7,1.8,2.5,2.0,0.9,0.0,2.3,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,1.8,2085.9
"IND Retail trade, except of motor vehicles and motorcycles",0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,44160.4,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.5,3428.0
IND Land transport and transport via pipelines,0.1,5.2,3.6,0.1,0.0,0.3,2.9,6.3,6.9,7.1,4.8,0.0,0.4,70757.3,0.0,2.1,1.7,1.0,0.0,1.5,0.0,3.4,0.0,0.0,1.5,0.9,0.1,2.2,7.9,3790.4
IND Water transport,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.3,1068.0
IND Air transport,0.0,3.7,1.6,0.4,0.6,1.0,3.8,3.7,16.3,19.8,23.8,0.1,1.1,167.8,0.2,9.4,18.9,3.1,2.8,3.4,0.6,0.8,0.1,0.1,0.4,0.3,0.3,25.1,5.0,493.8
IND Warehousing and support activities for transportation,0.1,3.4,7.7,0.0,0.4,0.0,0.0,12.5,8.1,15.0,2.7,0.0,0.3,2738.8,0.0,5.0,2.7,8.0,0.1,0.6,0.4,0.6,0.1,0.0,0.7,0.2,0.2,0.0,7.9,799.3
IND Postal and courier activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND Accommodation and food service activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32608.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND Publishing activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IND Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND Telecommunications,8.2,6.6,12.3,0.1,2.6,0.2,27.7,7.3,0.7,11.4,0.2,0.5,12.7,6495.1,0.0,34.5,3.8,5.6,10.4,12.7,0.2,10.1,0.0,0.9,40.4,0.9,1.4,0.1,13.1,705.0
"IND Computer programming, consultancy and related activities; information service activities",59.4,0.0,0.0,1.3,1.1,0.1,8.5,320.1,0.1,8.2,0.0,2.1,0.1,1934.4,0.0,5.8,108.7,0.0,0.0,481.7,6.6,17.1,0.0,1.9,0.0,0.0,0.0,1351.5,234.5,11454.2
"IND Financial service activities, except insurance and pension funding",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15531.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IND Insurance, reinsurance and pension funding, except compulsory social security",0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.1,4063.7,0.0,0.1,0.1,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.7,0.2,558.4
IND Activities auxiliary to financial services and insurance activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND Real estate activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND Legal and accounting activities; activities of head offices; management consultancy activities,1.3,0.1,1.0,0.0,0.5,0.1,65.9,0.6,0.1,1.3,1.7,0.0,0.6,1447.2,0.0,1.4,0.0,1.2,0.0,5.4,0.1,1.8,0.0,0.0,0.0,0.0,0.0,0.4,4.6,110.8
IND Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
IND Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IND Other professional, scientific and technical activities; veterinary activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND Administrative and support service activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND Public administration and defence; compulsory social security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
IND Education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44167.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND Human health and social work activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26601.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND Other service activities,21.3,0.8,97.3,3.5,340.1,87.2,1870.1,84.8,177.0,231.5,5030.9,0.0,0.0,10699.4,0.8,171.2,131.0,17.6,0.0,38.2,16.7,98.8,0.3,20.4,0.0,191.7,81.5,4.0,178.8,958.3
IND Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IRL Crop and animal production, hunting and related service activities",0.0,0.5,3.6,0.0,0.1,0.3,1.1,2.3,11.3,0.8,350.5,0.2,0.0,1.9,674.0,15.6,0.0,0.0,0.0,2.2,0.6,0.8,0.7,0.0,0.8,0.0,0.0,1.0,12.7,5.3
IRL Forestry and logging,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,189.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
IRL Fishing and aquaculture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL Mining and quarrying,0.5,0.0,0.4,0.0,0.0,0.3,0.8,4.5,0.3,0.4,5.3,0.0,0.0,0.0,979.1,0.4,0.2,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.1,0.0,0.0,8.3,0.4,0.0
"IRL Manufacture of food products, beverages and tobacco products",546.6,30.6,404.5,23.8,5.5,294.0,118.9,1412.1,892.3,1321.2,7932.8,17.4,32.7,0.7,1189.4,698.0,139.4,51.8,184.0,550.3,57.8,100.5,173.1,74.4,215.1,57.4,33.9,805.1,1088.9,3440.9
"IRL Manufacture of textiles, wearing apparel and leather products",1.9,1.0,7.4,0.0,0.1,3.5,0.4,20.1,18.0,6.7,285.0,0.1,0.0,0.1,114.3,4.3,8.4,0.2,0.1,8.3,2.8,1.4,1.5,0.3,2.5,0.5,0.0,28.0,11.5,21.5
"IRL Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.3,0.2,0.4,0.0,0.1,0.4,0.6,1.8,0.5,1.6,7.4,0.0,0.0,0.1,152.6,1.0,2.4,0.1,0.2,4.4,0.1,0.1,0.1,0.0,0.3,0.1,0.0,6.8,0.7,0.0
IRL Manufacture of paper and paper products,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.6,0.5,0.4,23.7,0.0,0.0,0.0,196.5,0.3,0.2,0.0,0.0,0.4,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.4,0.5,7.0
IRL Printing and reproduction of recorded media,0.1,0.1,0.4,0.0,0.1,0.0,0.3,2.2,0.6,1.2,2.4,0.0,0.0,0.1,190.9,0.7,0.4,0.2,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.0,0.0,1.3,1.1,-0.0
IRL Manufacture of coke and refined petroleum products ,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.7,0.3,8.0,0.0,0.0,0.4,7.7,0.1,0.0,0.0,0.0,0.2,3.4,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.4,1.1
IRL Manufacture of chemicals and chemical products ,2.5,1.0,18.3,0.4,0.8,3.1,1.7,35.2,11.7,29.7,64.0,0.3,0.1,0.1,79.1,10.4,8.7,0.7,2.5,9.0,0.7,3.4,2.1,0.3,2.8,0.8,0.3,47.3,16.9,7.5
IRL Manufacture of basic pharmaceutical products and pharmaceutical preparations,242.5,102.7,366.6,8.5,93.0,511.8,147.5,1898.5,962.7,1807.0,429.5,18.0,4.3,0.9,3515.4,958.5,24.7,48.5,110.8,61.8,7.1,79.1,239.8,20.7,9.9,1.4,15.1,4863.3,652.4,2270.9
IRL Manufacture of rubber and plastic products,4.2,2.7,4.8,0.2,1.6,2.8,5.1,54.4,10.1,27.0,115.5,0.4,0.6,0.8,285.9,5.7,14.7,1.2,5.1,21.5,1.7,1.9,0.9,0.4,0.7,2.6,0.7,37.8,19.6,22.0
IRL Manufacture of other non-metallic mineral products,2.3,0.1,0.4,0.0,0.1,1.7,0.8,2.6,1.2,1.6,23.6,0.1,0.0,0.0,287.9,1.8,1.1,0.2,0.1,1.1,0.1,0.1,0.0,0.0,0.6,0.0,0.2,44.9,1.2,16.8
IRL Manufacture of basic metals,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.2,0.3,3.0,0.0,0.0,0.0,16.8,0.1,0.2,0.1,0.0,2.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.3,0.0
"IRL Manufacture of fabricated metal products, except machinery and equipment",2.4,0.8,2.4,0.1,0.5,1.2,1.5,20.2,7.9,8.3,115.7,0.3,0.1,0.9,296.9,3.9,9.9,2.1,0.5,4.4,2.7,1.4,0.6,0.4,0.7,0.4,0.3,15.6,8.2,26.2
"IRL Manufacture of computer, electronic and optical products",114.1,144.3,423.4,8.0,63.5,35.8,125.3,2549.3,631.5,1345.1,2178.1,30.4,4.3,67.1,978.8,705.4,476.2,188.3,8.7,191.3,114.8,214.9,91.8,50.1,50.4,54.2,23.2,1565.0,1242.4,1926.9
IRL Manufacture of electrical equipment,3.4,2.4,7.9,0.2,0.9,1.6,3.9,56.7,23.4,28.1,95.3,0.8,0.1,1.5,306.5,9.5,11.7,4.1,1.1,12.2,2.8,3.1,2.4,1.2,1.0,1.4,2.0,36.0,30.1,34.3
IRL Manufacture of machinery and equipment n.e.c.,32.6,12.3,28.4,2.1,5.4,33.9,17.5,213.6,58.8,109.5,368.3,4.4,0.5,5.3,388.0,54.2,20.2,24.6,7.8,75.7,21.1,33.1,11.0,16.7,21.7,4.0,1.6,171.2,147.2,204.3
"IRL Manufacture of motor vehicles, trailers and semi-trailers",5.1,0.4,2.7,0.2,0.6,8.9,1.3,22.0,5.9,9.5,324.5,0.8,0.0,0.4,244.8,3.6,1.5,1.7,1.4,43.0,1.7,2.1,0.4,0.5,0.9,1.7,0.4,4.2,11.6,46.0
IRL Manufacture of other transport equipment,0.0,0.1,0.1,0.1,0.0,0.5,0.8,1.3,1.3,7.3,20.4,0.0,0.1,0.0,156.6,0.3,0.1,0.1,0.0,29.5,0.2,0.0,0.6,0.0,0.0,0.0,0.3,0.5,4.5,5.0
IRL Manufacture of furniture; other manufacturing,82.4,37.9,90.5,1.0,17.0,106.2,66.9,291.7,73.3,302.1,519.3,2.1,1.1,14.4,1953.0,91.1,627.8,11.6,40.6,851.0,10.4,16.5,16.2,2.2,8.3,23.8,3.4,1703.7,100.6,330.1
IRL Repair and installation of machinery and equipment,0.8,0.4,1.1,0.1,0.2,0.8,0.7,7.6,2.3,4.4,12.7,0.1,0.0,0.2,141.3,2.1,0.9,0.8,0.2,3.9,0.6,0.9,0.4,0.4,0.6,0.2,0.1,5.3,4.9,7.8
"IRL Electricity, gas, steam and air conditioning supply",0.1,0.0,0.4,0.0,0.1,0.1,9.2,1.1,1.0,1.3,0.3,0.0,0.0,0.1,2128.8,2.3,0.2,0.1,0.0,0.9,0.1,0.2,0.1,0.0,0.7,0.0,0.1,0.2,0.5,45.1
"IRL Water collection, treatment and supply",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IRL Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.1,0.2,0.2,0.0,0.0,0.0,0.0,1391.5,0.2,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.8
IRL Construction,0.2,0.1,0.2,0.0,0.2,0.6,0.0,0.7,1.8,3.3,1.4,0.1,0.0,0.0,45983.8,0.7,0.0,0.2,0.0,1.6,0.1,0.1,1.2,0.0,0.0,0.0,0.1,9.2,1.1,0.6
IRL Wholesale and retail trade and repair of motor vehicles and motorcycles,0.1,0.1,0.1,0.0,0.1,0.3,0.0,0.3,0.8,1.6,0.7,0.0,0.0,0.0,1636.9,0.3,0.0,0.1,0.0,0.7,0.1,0.0,0.6,0.0,0.0,0.0,0.0,4.4,0.5,0.3
"IRL Wholesale trade, except of motor vehicles and motorcycles",1.3,2.4,11.2,0.1,1.8,3.4,0.2,57.9,43.0,73.6,22.7,1.7,0.1,0.0,3046.4,136.9,11.3,7.3,0.3,39.0,1.0,4.6,3.7,0.3,52.2,0.1,5.0,17.2,30.5,1493.0
"IRL Retail trade, except of motor vehicles and motorcycles",0.3,0.1,0.4,0.0,0.3,0.9,17.6,0.6,1.0,0.8,6.6,0.0,0.0,1.5,8812.9,1.0,0.1,0.1,0.0,0.8,0.1,0.4,0.2,0.0,0.0,0.0,0.1,0.3,1.3,10.2
IRL Land transport and transport via pipelines,0.0,0.2,1.4,0.0,0.0,0.4,0.1,1.4,1.7,2.8,5.8,0.1,0.0,0.0,2931.9,2.3,0.1,0.1,0.0,0.6,0.0,0.4,0.2,0.0,1.0,0.2,0.1,0.2,1.6,112.1
IRL Water transport,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,4.2,0.0,0.0,0.1,137.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,125.5
IRL Air transport,0.0,1.4,5.7,0.7,1.3,10.0,1.3,7.2,34.5,62.4,269.4,3.9,0.2,4.8,794.9,54.8,0.9,0.7,0.7,8.9,0.4,0.9,8.7,0.1,3.3,0.7,1.4,27.4,17.7,311.7
IRL Warehousing and support activities for transportation,0.1,0.5,11.2,0.0,0.3,0.2,0.0,8.0,7.0,19.4,12.9,0.5,0.0,0.2,122.4,11.3,0.0,0.6,0.0,0.6,0.1,0.3,1.9,0.0,1.2,0.1,0.3,0.0,4.3,80.3
IRL Postal and courier activities,0.0,0.7,0.4,0.0,0.7,0.0,22.3,1.9,1.1,2.2,53.7,0.0,0.0,0.0,153.2,1.5,0.1,0.1,0.0,1.0,0.0,0.3,0.1,0.0,0.0,0.0,0.2,0.0,1.2,146.5
IRL Accommodation and food service activities,12.5,11.6,17.1,0.3,24.1,105.6,22.5,39.9,21.5,0.0,549.3,2.4,1.2,0.0,7227.4,24.5,10.7,1.3,0.1,0.0,0.0,0.1,5.0,4.1,0.0,0.0,11.1,0.0,115.6,432.9
IRL Publishing activities,7.3,84.8,12.4,3.3,4.5,0.4,5.7,599.9,39.8,208.5,306.8,64.8,0.5,0.1,2132.5,102.9,7.5,5.0,0.0,1082.1,76.7,176.2,12.9,33.1,0.8,0.2,5.2,334.4,574.6,2238.4
"IRL Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.1,0.1,0.1,0.3,0.0,0.0,0.2,552.7,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3
IRL Telecommunications,0.7,1.2,1.8,0.1,3.2,0.2,50.3,8.0,3.1,4.1,73.5,0.3,1.3,43.4,3175.5,25.2,0.6,1.3,1.7,3.7,0.9,3.4,0.8,0.7,1.4,1.3,3.4,0.1,14.7,43.6
