,AUT,AUS,BEL,BGR,BRA,CAN,CHN,DEU,ESP,FRA,GBR,HUN,IDN,IND,IRL,ITA,JPN,KOR,MEX,NLD,NOR,POL,PRT,ROU,RUS,TUR,TWN,USA,REU,RoW
"JPN Manufacture of computer, electronic and optical products",917.9,149.9,373.3,6.4,228.3,816.9,6078.5,2972.1,575.6,1139.6,1432.6,29.6,236.5,185.2,48.2,516.1,65948.5,3361.9,600.5,139.6,63.2,51.5,34.3,11.5,115.2,201.0,2480.0,12931.8,995.4,8532.1
JPN Manufacture of electrical equipment,318.7,51.4,211.5,1.1,144.1,154.7,3486.1,1569.1,197.8,241.2,384.4,86.7,181.9,133.3,37.1,121.8,60452.7,1960.4,285.6,128.8,11.7,32.9,8.6,1.6,39.2,66.2,2502.3,3594.8,374.2,4664.7
JPN Manufacture of machinery and equipment n.e.c.,538.9,72.4,416.8,3.2,205.1,312.1,8214.6,815.6,238.1,418.0,649.1,59.6,771.0,426.6,37.3,445.1,71972.4,3566.3,341.0,494.7,42.8,77.2,44.6,14.3,251.9,255.8,6369.1,6985.3,453.4,6054.7
"JPN Manufacture of motor vehicles, trailers and semi-trailers",6692.3,470.2,605.3,3.3,113.3,2800.1,2494.9,2684.1,1275.5,1589.6,3171.4,69.0,590.4,88.1,353.6,1279.3,86786.7,289.7,854.9,382.1,475.9,134.1,190.2,13.2,4613.6,339.0,696.4,31874.8,2147.5,15966.2
JPN Manufacture of other transport equipment,123.7,10.6,127.5,0.9,162.1,488.3,155.0,644.6,139.6,314.2,624.0,13.3,140.3,225.3,59.3,475.5,12102.7,129.6,10.1,107.6,93.7,36.3,188.1,0.5,18.2,17.9,340.2,1408.7,1023.1,9296.6
JPN Manufacture of furniture; other manufacturing,73.2,15.2,69.0,2.0,14.4,88.8,360.0,402.2,53.3,157.0,150.9,2.6,22.4,77.5,11.5,84.4,13702.6,272.8,33.7,43.4,8.2,7.2,6.9,2.3,18.1,21.5,78.3,1182.6,114.8,621.3
JPN Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"JPN Electricity, gas, steam and air conditioning supply",0.1,0.1,5.8,0.0,0.0,0.5,1.2,39.7,0.2,0.6,1.2,0.0,0.0,0.0,0.1,1.3,50494.6,0.0,0.1,4.1,0.2,0.0,0.0,0.0,0.0,0.1,0.0,4.4,2.6,16.2
"JPN Water collection, treatment and supply",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9284.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-493.6
"JPN Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,1521.9,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.4
JPN Construction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546984.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
JPN Wholesale and retail trade and repair of motor vehicles and motorcycles,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.1,0.1,0.2,0.0,0.1,0.0,0.1,0.1,27294.3,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.5,0.5,7.7
"JPN Wholesale trade, except of motor vehicles and motorcycles",3.0,0.4,5.5,0.0,0.5,4.3,12.3,39.1,9.9,10.9,6.9,0.5,1.2,0.9,22.6,9.0,231703.5,15.6,0.4,76.3,0.2,0.7,0.1,0.0,1.0,0.2,51.0,25.6,9.6,22632.1
"JPN Retail trade, except of motor vehicles and motorcycles",1.5,0.2,0.8,0.0,0.2,1.5,7.1,4.6,0.9,1.8,1.6,0.0,0.7,0.6,1.0,1.0,244433.2,6.0,0.3,3.6,0.1,0.1,0.0,0.0,0.3,0.2,9.8,15.2,1.2,1220.0
JPN Land transport and transport via pipelines,30.1,4.1,36.9,0.1,13.0,54.2,127.2,147.9,29.1,49.0,99.6,1.1,62.8,17.9,6.3,55.5,89934.8,26.1,0.5,47.7,7.7,7.1,14.5,0.0,4.9,6.9,60.3,169.8,141.9,2663.7
JPN Water transport,0.3,0.4,1.1,0.0,0.1,11.6,93.2,44.1,3.4,2.5,133.1,0.1,88.5,117.0,1.3,2.5,1774.5,2.5,0.1,61.1,2.4,1.0,0.1,0.0,1.3,10.6,4.7,0.0,19.2,9463.6
JPN Air transport,0.0,2.3,9.9,0.0,7.5,51.9,304.5,47.4,44.5,63.0,261.1,0.4,112.6,93.9,16.2,73.7,13728.4,63.4,34.0,83.3,8.8,1.2,1.1,0.0,1.2,1.8,111.4,857.4,59.4,565.6
JPN Warehousing and support activities for transportation,16.9,2.3,58.4,0.0,6.0,3.0,2.8,170.2,27.7,56.1,34.6,0.7,40.3,24.4,0.0,41.9,16603.7,122.0,4.5,19.0,7.9,1.1,0.6,0.0,2.4,1.4,109.8,0.8,46.7,733.2
JPN Postal and courier activities,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.1,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,2058.5,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,24.5
JPN Accommodation and food service activities,31.4,6.5,20.5,0.1,44.1,103.8,22.0,39.8,2.4,0.2,197.1,1.3,17.4,0.3,8.0,24.2,195553.3,60.9,0.9,0.3,0.0,0.3,2.3,0.2,0.9,1.0,1342.5,0.5,46.8,1009.1
JPN Publishing activities,1.5,0.0,1.9,0.0,0.0,0.0,0.1,2.2,0.2,1.5,4.7,0.1,0.2,0.0,0.0,0.4,9320.0,0.8,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,4.7,9.5,1.1,26.7
"JPN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.5,0.1,0.9,0.7,0.1,0.4,0.0,0.1,0.6,8501.4,1.9,0.1,0.6,0.0,1.0,0.0,0.0,0.0,0.1,4.4,6.1,1.1,8.4
JPN Telecommunications,3.8,0.5,2.0,0.0,0.2,0.1,5.9,2.1,0.2,1.0,18.0,0.1,2.0,1.8,0.0,0.6,67357.7,9.9,1.0,3.0,0.6,0.6,0.1,0.4,1.1,2.0,31.3,0.7,4.3,60.7
"JPN Computer programming, consultancy and related activities; information service activities",0.2,0.0,0.0,0.1,0.0,0.9,0.1,26.5,0.1,0.2,3.0,1.8,0.0,0.0,0.6,1.0,68079.6,1.8,0.0,14.5,0.1,0.2,0.1,0.1,0.0,0.3,1.4,19.0,22.8,252.2
"JPN Financial service activities, except insurance and pension funding",4.9,0.1,0.3,0.0,1.7,2.2,2.7,5.4,0.2,4.6,157.5,0.2,1.4,0.1,10.6,0.3,28381.6,6.3,0.7,6.3,0.5,0.1,0.3,0.0,0.0,8.7,0.5,8.6,3.9,1229.7
"JPN Insurance, reinsurance and pension funding, except compulsory social security",0.6,0.1,0.2,0.0,0.0,3.8,11.4,5.2,0.1,3.0,6.3,0.0,1.2,0.7,3.3,1.7,83548.2,0.9,7.9,0.7,0.0,0.0,0.5,0.0,0.0,5.9,4.2,92.9,10.7,154.6
JPN Activities auxiliary to financial services and insurance activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPN Real estate activities,1.6,0.0,0.0,0.0,0.1,0.0,0.0,2.3,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.2,581107.9,0.8,0.0,10.7,0.0,0.1,0.0,0.0,0.0,0.0,6.5,0.0,0.0,4.5
JPN Legal and accounting activities; activities of head offices; management consultancy activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPN Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPN Scientific research and development,0.0,0.0,0.3,0.0,0.1,0.5,0.0,4.4,0.3,0.9,0.6,0.1,0.0,0.0,0.0,0.2,15472.1,12.7,0.9,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,11.9,6.5,19.8
JPN Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,1.4,0.0,0.0,0.0,0.4,0.0,267.7,33.5,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,83.8,4.5,19.6
"JPN Other professional, scientific and technical activities; veterinary activities",0.1,0.1,0.7,0.0,0.0,11.7,0.0,9.8,0.2,0.2,144.9,1.4,0.1,0.1,73.4,3.7,27808.5,71.6,0.0,44.5,1.9,3.1,0.2,0.0,0.1,0.8,28.8,31.0,7.4,273.8
JPN Administrative and support service activities,4.1,0.1,0.4,0.0,0.1,2.3,0.0,2.3,2.4,2.2,4.6,0.1,0.1,0.0,1.0,0.3,4231.4,1.1,0.5,17.2,0.1,0.1,0.1,0.0,0.0,0.1,3.0,300.4,2.3,39.7
JPN Public administration and defence; compulsory social security,0.1,0.1,0.1,0.0,0.0,0.4,4.4,9.2,0.1,0.1,0.2,1.0,0.2,0.0,0.1,0.1,455298.9,7.4,0.0,0.4,155.4,0.0,0.0,0.0,0.3,3.9,0.3,20.6,1.9,35.5
JPN Education,0.9,0.0,0.1,0.0,0.0,0.4,0.1,0.3,0.2,0.1,1.4,0.0,0.1,0.4,0.5,0.1,205060.6,0.8,0.0,0.4,0.1,0.1,0.0,0.0,0.0,0.2,1.4,1.3,0.7,2.5
JPN Human health and social work activities,0.2,0.0,0.1,0.0,0.2,0.4,0.1,0.2,0.1,0.0,0.8,0.0,0.1,0.0,0.0,0.1,395366.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.4,0.3,25.1
JPN Other service activities,0.3,2.7,0.4,0.0,0.1,10.3,10.1,10.5,49.9,4.4,49.3,0.2,0.2,12.9,0.8,10.4,200439.4,16.9,0.0,10.5,0.1,17.7,0.1,0.0,0.3,49.6,27.7,7.1,114.4,-81.4
JPN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,239.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,23.2
JPN Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KOR Crop and animal production, hunting and related service activities",0.7,0.0,0.0,0.1,0.0,3.9,20.3,0.1,0.0,0.2,0.1,0.0,0.6,0.1,0.0,0.0,127.9,11157.7,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,14.5,10.9,1.0,5.7
KOR Forestry and logging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,655.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0
KOR Fishing and aquaculture,0.1,0.0,0.0,0.0,0.1,0.0,1.6,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,55.0,914.9,0.0,0.0,0.1,0.0,0.0,0.0,16.3,0.0,3.6,0.1,0.0,8.6
KOR Mining and quarrying,0.1,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-613.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
"KOR Manufacture of food products, beverages and tobacco products",35.4,0.4,3.2,0.4,1.5,34.2,187.3,7.8,36.1,3.8,9.4,0.0,43.0,2.3,0.3,15.4,1235.7,29788.6,4.4,2.8,2.6,0.4,1.0,0.0,65.0,1.0,40.6,200.3,7.7,448.0
"KOR Manufacture of textiles, wearing apparel and leather products",26.7,12.3,15.4,0.2,6.1,225.4,403.0,248.4,79.2,116.6,195.5,3.0,12.0,11.0,6.8,43.9,818.1,8998.7,60.1,47.7,22.1,47.3,1.2,0.1,147.5,6.7,35.9,2847.6,98.3,629.6
"KOR Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.1,0.0,0.0,0.0,0.0,0.1,1.3,0.2,0.0,0.1,0.3,0.0,0.0,0.1,0.0,0.1,0.8,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.6,0.1,0.2
KOR Manufacture of paper and paper products,0.5,0.0,0.0,0.0,0.1,0.3,14.2,0.4,0.1,0.3,0.4,0.0,1.9,1.6,0.0,0.2,50.5,-674.7,0.2,1.3,0.1,0.1,0.0,0.0,0.3,0.1,22.7,4.2,0.3,8.0
KOR Printing and reproduction of recorded media,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-0.0
KOR Manufacture of coke and refined petroleum products ,31.9,0.0,0.6,0.0,0.0,2.9,77.9,0.0,0.1,0.2,4.1,0.0,68.0,0.0,0.0,0.0,752.8,4063.6,0.0,11.1,0.0,0.0,0.0,0.1,5.8,0.1,158.4,345.2,0.1,492.9
KOR Manufacture of chemicals and chemical products ,7.0,0.3,3.8,0.2,1.1,1.4,127.1,3.6,3.1,3.4,4.4,1.1,11.4,16.4,0.1,1.2,92.3,-2339.0,4.0,6.9,0.4,0.3,0.2,0.0,5.9,1.3,14.9,73.9,10.0,80.0
KOR Manufacture of basic pharmaceutical products and pharmaceutical preparations,2.5,1.8,0.2,0.0,11.9,1.5,41.3,24.7,4.6,0.6,0.3,0.5,4.6,0.9,0.1,11.2,2.5,3719.1,20.0,1.8,0.0,3.3,2.9,0.6,0.0,0.0,3.3,47.4,4.3,136.3
KOR Manufacture of rubber and plastic products,11.0,1.5,1.0,0.0,2.5,8.6,127.1,12.0,1.8,3.2,8.4,0.7,11.5,9.3,0.2,4.2,133.7,242.8,33.2,8.1,0.8,2.8,0.3,1.0,0.5,3.9,8.1,45.0,8.2,96.8
KOR Manufacture of other non-metallic mineral products,1.4,0.1,0.3,0.0,0.3,3.7,3.0,14.2,0.8,3.5,0.6,0.1,1.0,1.5,0.0,6.5,10.3,248.8,2.8,2.0,0.0,0.1,0.0,0.3,0.1,0.1,1.2,12.6,0.8,8.3
KOR Manufacture of basic metals,1.5,0.3,0.2,0.1,0.1,2.2,2.3,1.9,1.5,1.0,1.7,0.1,0.3,0.3,0.2,1.2,1.4,465.8,0.4,0.8,0.1,0.1,0.1,0.0,1.0,0.8,0.4,15.5,1.7,0.0
"KOR Manufacture of fabricated metal products, except machinery and equipment",35.0,1.2,2.6,0.2,17.8,8.2,270.4,20.1,29.6,11.0,33.4,1.5,90.4,71.6,2.2,14.9,735.8,819.9,79.2,2.6,1.8,8.2,0.4,0.1,7.2,25.6,27.2,242.0,24.6,440.4
"KOR Manufacture of computer, electronic and optical products",1446.0,300.3,160.6,9.4,742.3,641.8,7229.4,2292.8,375.1,1085.6,1367.4,184.0,226.7,1168.5,52.7,1211.5,2372.7,15955.2,786.5,54.8,43.4,318.2,78.6,65.5,109.1,309.8,511.8,11382.5,1555.9,7154.1
KOR Manufacture of electrical equipment,166.9,5.0,21.9,2.7,38.2,94.7,652.8,623.4,138.0,189.2,391.6,56.6,32.1,80.5,115.3,68.2,487.2,4974.1,145.8,61.2,3.3,15.2,12.0,2.6,6.0,116.8,200.9,854.4,180.1,950.6
KOR Manufacture of machinery and equipment n.e.c.,146.1,8.2,86.6,4.9,55.9,85.1,3332.6,219.6,148.8,88.4,112.7,30.1,164.3,321.8,5.3,256.4,317.5,14293.6,177.6,141.0,6.4,19.1,32.2,20.6,149.0,185.0,525.1,1339.0,126.7,1889.4
"KOR Manufacture of motor vehicles, trailers and semi-trailers",630.9,199.9,107.7,76.0,30.5,1409.5,672.8,902.5,946.2,565.9,1020.3,73.9,94.8,49.3,123.4,792.3,43.3,9624.4,149.4,294.9,65.1,71.3,48.1,24.5,660.7,498.2,121.5,10035.1,799.0,4262.2
KOR Manufacture of other transport equipment,8.1,0.5,22.4,0.2,4.3,268.9,237.1,548.6,106.2,88.4,335.6,1.6,56.5,1473.4,50.4,119.4,30.3,12117.0,7.8,7.2,97.9,1.4,2.3,0.6,24.2,97.6,18.4,297.0,1922.7,8607.6
KOR Manufacture of furniture; other manufacturing,72.7,4.5,13.9,1.1,7.7,84.2,420.7,126.2,26.7,67.0,105.8,3.2,17.6,41.0,2.4,53.3,436.3,1366.1,35.2,26.5,6.6,6.9,3.2,1.8,13.6,39.7,6.1,1008.3,55.9,312.3
KOR Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KOR Electricity, gas, steam and air conditioning supply",0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7683.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,1.8
"KOR Water collection, treatment and supply",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1523.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
"KOR Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1746.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
KOR Construction,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2.0,0.0,116995.4,0.0,1.8,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.1,7.1
KOR Wholesale and retail trade and repair of motor vehicles and motorcycles,3.8,0.7,0.4,0.0,1.8,1.9,19.3,8.7,1.2,2.9,4.1,0.5,5.8,3.1,0.2,3.1,9.9,2582.0,2.3,0.3,0.1,0.8,0.2,0.2,1.5,0.9,2.3,38.8,4.1,26.7
"KOR Wholesale trade, except of motor vehicles and motorcycles",26.3,5.2,3.1,0.2,12.9,13.6,135.9,44.3,8.2,20.4,27.2,3.4,6.2,21.5,1.6,22.0,71.3,16917.5,16.2,2.1,1.0,5.9,1.4,1.1,3.3,6.5,11.0,227.2,28.2,296.5
"KOR Retail trade, except of motor vehicles and motorcycles",34.0,6.6,4.0,0.2,16.7,17.6,175.8,56.9,10.5,26.3,35.2,4.3,8.0,27.8,1.9,27.8,89.9,24117.3,20.9,2.6,1.3,7.6,1.8,1.5,4.1,8.4,14.0,293.9,36.4,387.7
KOR Land transport and transport via pipelines,0.1,0.0,0.2,0.0,0.0,0.2,1.5,0.9,0.3,0.4,0.1,0.0,0.7,0.0,0.0,0.1,1.3,12981.0,0.0,0.3,0.0,0.1,0.0,0.0,0.2,0.5,0.3,1.7,0.5,66.1
KOR Water transport,1.0,0.2,0.1,0.0,0.5,1.3,13.7,4.7,0.6,0.9,2.1,0.1,9.6,29.7,0.1,0.8,34.5,0.0,0.6,3.9,0.2,0.4,0.1,0.0,0.6,8.1,0.6,8.4,2.0,2253.7
KOR Air transport,0.3,0.4,2.1,0.1,5.1,9.6,76.6,9.8,13.8,21.6,6.1,0.2,31.5,61.3,0.5,6.6,195.8,591.0,39.5,13.9,1.6,0.8,0.6,0.0,1.3,3.7,22.6,378.4,7.2,374.4
KOR Warehousing and support activities for transportation,0.3,0.1,2.1,0.0,0.7,0.1,0.1,5.9,1.5,3.4,0.2,0.0,1.9,2.7,0.0,0.7,5.4,2031.6,0.9,0.5,0.3,0.1,0.1,0.0,0.4,0.4,3.9,0.2,1.2,71.6
KOR Postal and courier activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
KOR Accommodation and food service activities,1.7,0.6,2.0,0.0,0.8,2.7,2.0,5.7,0.3,0.1,5.7,0.0,1.6,0.1,0.6,1.6,365.1,21255.1,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,81.8,1.2,5.9,175.1
KOR Publishing activities,0.7,0.2,0.3,0.0,0.1,0.0,0.0,3.8,0.6,0.1,0.6,0.6,0.1,0.0,0.0,0.2,0.2,4132.8,0.0,5.4,0.0,0.5,0.1,0.0,0.0,0.0,0.1,1.5,0.1,36.7
"KOR Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",2.7,0.5,0.4,0.0,3.0,1.4,12.0,5.3,1.0,2.7,3.0,1.0,4.5,2.0,0.1,4.6,9.1,5811.6,10.9,1.1,0.1,0.7,0.3,0.1,0.5,0.6,3.5,26.8,3.3,75.1
KOR Telecommunications,2.4,0.2,0.5,0.0,0.0,1.5,1.7,0.6,0.5,0.1,2.7,0.0,1.7,1.1,0.0,0.2,4.5,5786.4,0.4,1.2,0.2,0.1,0.2,0.1,1.6,0.2,14.2,0.8,1.5,56.2
"KOR Computer programming, consultancy and related activities; information service activities",0.0,0.0,0.0,0.0,0.5,0.2,4.3,0.2,0.4,0.0,0.2,0.0,0.0,5.2,0.0,0.0,0.4,6316.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,101.9
"KOR Financial service activities, except insurance and pension funding",0.1,0.0,0.0,0.0,0.5,0.1,0.2,0.1,0.5,0.0,1.4,0.0,0.3,0.0,0.1,0.0,0.2,17668.5,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,66.0
"KOR Insurance, reinsurance and pension funding, except compulsory social security",0.0,0.0,0.5,0.0,0.0,0.1,0.9,0.2,0.1,0.2,1.3,0.0,0.1,0.0,0.1,1.1,1.8,4741.8,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.4,0.3,17.8,1.1,39.2
KOR Activities auxiliary to financial services and insurance activities,0.3,0.0,1.1,0.0,0.0,0.0,0.1,0.2,0.5,0.0,2.4,0.0,0.0,0.0,0.0,0.1,0.1,3108.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,117.6
KOR Real estate activities,2.9,0.3,0.0,0.0,2.7,0.1,0.1,8.4,0.1,0.0,6.9,0.0,0.0,0.0,0.0,5.4,0.2,52231.7,0.0,7.2,0.1,1.3,0.0,0.0,0.1,0.0,14.8,0.1,0.0,21.2
KOR Legal and accounting activities; activities of head offices; management consultancy activities,5.3,0.2,0.5,0.0,0.8,0.7,114.3,2.0,2.0,1.5,0.7,0.0,1.3,2.8,0.0,4.5,0.2,2179.0,0.0,3.9,1.9,2.2,0.1,0.5,0.0,0.0,1.2,53.3,2.6,99.6
KOR Architectural and engineering activities; technical testing and analysis,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.1,0.1,0.0,0.0,67.3,0.0,2.8,0.2,4218.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,37.4
KOR Scientific research and development,0.1,0.7,0.7,0.2,1.7,1.9,0.6,26.6,1.4,6.0,2.8,0.5,0.0,0.1,0.2,8.2,18.4,547.1,21.8,8.1,0.0,0.4,0.2,1.0,1.7,0.0,1.8,193.7,35.0,143.5
KOR Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,195.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,38.5,0.3,30.3
"KOR Other professional, scientific and technical activities; veterinary activities",0.2,0.2,0.1,0.0,0.1,1.9,0.9,2.3,0.1,0.1,24.4,0.4,0.0,0.2,12.7,6.5,150.1,485.9,0.1,1.9,2.2,2.3,0.4,0.0,0.5,1.6,4.2,20.1,1.6,140.0
KOR Administrative and support service activities,5.8,0.3,0.1,0.0,4.8,0.7,0.5,1.0,1.4,0.9,5.3,0.1,0.1,0.2,0.1,3.2,1.7,2329.8,0.6,1.4,0.2,0.1,0.2,0.1,0.0,0.1,0.6,238.0,11.8,44.4
KOR Public administration and defence; compulsory social security,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,63190.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,6.4
KOR Education,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,51270.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3.2,0.0,8.0
KOR Human health and social work activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37579.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9
KOR Other service activities,0.1,0.1,0.1,0.0,0.7,6.2,6.8,1.1,15.7,0.3,9.8,1.7,1.9,72.5,0.1,13.9,10.0,30554.7,0.0,1.8,0.0,0.4,0.0,0.0,0.0,0.7,1.9,1.9,0.9,27.9
KOR Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOR Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MEX Crop and animal production, hunting and related service activities",0.4,0.1,5.1,0.4,1.1,109.4,0.8,29.9,28.9,34.6,24.6,1.9,0.0,0.1,0.9,5.1,86.4,0.1,9962.9,7.2,0.1,0.2,2.7,0.0,0.1,0.3,0.4,2545.0,8.2,83.6
MEX Forestry and logging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,0.0,0.0
