,AUT,AUS,BEL,BGR,BRA,CAN,CHN,DEU,ESP,FRA,GBR,HUN,IDN,IND,IRL,ITA,JPN,KOR,MEX,NLD,NOR,POL,PRT,ROU,RUS,TUR,TWN,USA,REU,RoW
"ESP Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.2,1.1,3.6,0.2,1.0,1.0,2.2,10.9,924.3,27.4,6.4,0.4,0.2,1.2,0.5,12.4,1.4,0.2,6.5,2.1,0.7,1.7,24.9,0.7,2.2,2.7,0.1,6.7,10.3,3.8
ESP Manufacture of paper and paper products,0.6,1.0,13.6,0.5,0.8,0.5,1.3,30.8,1996.6,108.6,35.7,0.7,0.1,0.7,2.1,34.2,0.6,0.9,1.1,6.2,0.5,3.4,163.9,0.5,1.3,1.3,0.1,3.7,16.2,37.5
ESP Printing and reproduction of recorded media,1.2,2.0,4.0,0.3,2.4,0.7,3.0,15.1,785.6,22.6,5.7,0.4,0.3,1.3,0.8,11.4,1.0,0.6,3.4,2.7,0.6,1.6,35.5,0.6,1.3,3.2,0.2,7.2,11.3,0.0
ESP Manufacture of coke and refined petroleum products ,4.8,4.3,257.8,0.8,48.5,126.9,27.8,95.9,13362.3,335.2,210.7,2.3,0.6,3.7,2.0,164.7,2.4,14.4,54.2,84.1,18.9,8.4,458.1,4.7,12.4,105.8,2.5,1476.1,114.0,2795.9
ESP Manufacture of chemicals and chemical products ,43.8,32.2,177.1,4.4,32.3,23.3,65.7,413.0,7722.6,709.1,224.3,9.0,4.6,15.7,18.2,250.8,29.0,13.3,60.3,52.6,8.2,70.7,438.5,14.5,122.5,62.8,5.0,263.2,362.6,594.9
ESP Manufacture of basic pharmaceutical products and pharmaceutical preparations,427.5,64.3,22.2,12.0,82.4,467.5,143.9,641.1,4719.7,929.6,354.2,50.5,10.4,2.1,51.0,456.9,96.6,17.5,73.3,102.7,9.9,157.0,275.5,26.9,9.2,4.9,14.0,350.3,699.8,824.4
ESP Manufacture of rubber and plastic products,13.3,15.6,28.4,1.9,14.7,5.3,20.1,232.7,1781.9,330.1,89.5,6.5,2.2,6.6,4.5,106.0,11.1,2.0,32.1,29.7,5.2,30.0,108.1,8.5,21.7,39.2,1.0,30.3,72.9,176.5
ESP Manufacture of other non-metallic mineral products,2.8,2.4,7.8,0.6,5.8,2.5,7.2,34.1,1190.8,65.2,19.7,1.1,0.6,2.6,1.0,34.1,8.7,1.4,7.9,5.6,1.1,5.2,42.4,1.9,7.5,6.0,1.3,26.5,23.0,33.0
ESP Manufacture of basic metals,4.2,2.1,6.9,0.9,8.9,2.0,12.9,39.5,2294.4,45.7,13.9,1.9,0.5,4.1,24.3,21.3,2.1,1.7,19.5,7.6,1.9,5.9,37.1,4.9,9.3,11.3,1.0,23.5,23.2,-0.0
"ESP Manufacture of fabricated metal products, except machinery and equipment",31.1,17.0,36.5,5.8,46.8,8.7,62.5,258.5,6832.4,495.2,115.0,10.3,2.5,25.2,9.9,143.0,23.9,7.2,136.9,38.5,17.6,34.4,309.5,22.9,49.6,69.7,6.0,175.1,129.6,680.8
"ESP Manufacture of computer, electronic and optical products",15.8,30.8,25.9,3.9,39.6,7.9,44.4,222.4,3103.0,238.9,53.7,4.0,4.8,17.8,7.2,112.3,12.3,9.6,22.8,31.7,12.4,19.7,442.2,6.9,15.8,54.3,2.6,95.6,123.0,602.1
ESP Manufacture of electrical equipment,35.9,21.9,75.4,10.7,102.3,12.7,105.2,828.4,2895.3,381.2,138.0,11.1,4.2,26.4,9.4,185.6,16.2,12.1,74.6,34.3,12.5,103.6,460.6,15.4,35.3,150.2,14.7,137.8,245.1,782.6
ESP Manufacture of machinery and equipment n.e.c.,88.2,44.4,72.7,21.8,239.2,30.3,386.9,639.5,7404.4,517.6,200.8,50.5,14.2,114.5,20.9,375.0,13.3,43.7,507.6,88.0,25.2,110.2,515.2,166.8,274.9,279.7,24.9,267.7,354.8,2022.1
"ESP Manufacture of motor vehicles, trailers and semi-trailers",449.9,632.1,987.0,15.9,62.7,9.4,122.6,6407.1,12579.9,9890.8,2941.3,209.2,2.9,21.8,134.8,2533.9,46.1,9.6,311.4,905.8,124.5,480.3,1226.5,99.3,1055.3,1486.1,7.8,75.5,2158.7,2553.3
ESP Manufacture of other transport equipment,110.2,12.4,25.9,0.7,15.3,166.6,5.8,58.8,6807.8,283.7,688.4,2.8,30.7,2.8,8.0,230.3,2.1,2.5,147.0,11.6,678.4,8.5,96.1,4.9,4.5,157.5,1.9,25.4,86.0,2948.0
ESP Manufacture of furniture; other manufacturing,28.8,24.0,68.8,4.1,24.3,23.7,50.1,235.6,5982.5,525.8,142.6,6.1,5.3,30.0,8.8,209.4,27.0,3.2,154.7,38.7,25.8,30.6,441.9,10.6,38.8,68.8,1.6,143.3,206.6,664.7
ESP Repair and installation of machinery and equipment,4.0,6.3,8.7,0.7,9.4,3.5,8.3,46.6,4279.7,95.8,16.9,2.2,0.7,2.5,1.1,19.4,1.3,1.2,9.4,5.5,7.3,5.0,51.7,3.0,6.2,11.2,6.8,11.6,21.9,78.2
"ESP Electricity, gas, steam and air conditioning supply",0.4,1.5,27.1,0.0,1.9,0.4,0.4,10.1,22530.2,11.1,6.0,1.5,0.0,0.1,0.2,14.9,0.1,0.2,1.0,2.2,0.5,0.8,5.0,0.2,1.1,1.9,0.1,2.1,15.7,21.3
"ESP Water collection, treatment and supply",0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.8,5498.7,0.6,0.1,0.0,0.0,0.0,0.0,1.7,0.0,0.1,0.0,0.2,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.1,0.7,1.3
"ESP Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.3,0.2,0.6,0.0,0.2,0.3,0.3,2.5,8218.2,3.0,1.1,0.1,0.0,0.0,0.1,2.2,0.2,0.1,0.3,0.6,0.1,0.4,1.7,0.1,0.5,0.3,0.0,0.6,3.4,258.2
ESP Construction,2.6,3.6,19.9,1.1,7.2,3.2,12.0,23.4,164661.2,18.1,10.2,1.9,0.5,3.3,0.9,16.5,0.5,1.5,14.8,11.1,2.0,20.7,26.9,13.5,20.7,7.9,0.8,8.3,71.7,437.9
ESP Wholesale and retail trade and repair of motor vehicles and motorcycles,30.8,20.4,29.5,2.8,16.5,30.4,28.3,234.7,27602.0,260.2,104.7,8.0,2.3,4.8,9.1,139.1,16.6,6.3,33.3,41.2,11.4,36.4,144.6,9.0,53.0,29.5,2.7,58.9,139.2,256.5
"ESP Wholesale trade, except of motor vehicles and motorcycles",159.2,105.1,152.2,14.9,85.8,158.3,149.2,1034.4,46989.7,1379.1,547.4,42.3,11.9,24.8,62.9,744.4,90.6,29.2,169.4,223.6,59.7,179.7,760.8,46.6,259.2,151.5,12.2,291.6,701.4,1883.3
"ESP Retail trade, except of motor vehicles and motorcycles",55.3,36.1,50.2,5.4,30.2,55.0,52.8,355.4,84876.8,476.1,193.0,14.4,4.1,8.5,16.9,259.6,32.3,10.4,58.8,75.4,20.7,61.8,267.6,16.4,89.9,51.8,4.2,102.2,243.5,442.6
ESP Land transport and transport via pipelines,4.1,36.0,178.2,0.9,6.7,24.3,3.7,140.3,16215.6,318.5,242.5,7.6,0.2,0.2,11.4,100.2,2.3,1.0,1.4,59.3,1.9,22.4,38.0,1.0,30.0,49.4,1.2,40.8,228.2,2122.9
ESP Water transport,0.1,0.4,0.5,0.1,0.1,2.0,0.2,11.4,985.2,8.0,74.5,0.1,0.0,0.0,0.9,1.6,0.9,0.0,0.1,2.0,0.2,0.1,1.6,0.3,0.7,14.9,0.0,0.1,3.8,567.5
ESP Air transport,4.0,9.5,46.5,2.1,22.1,38.9,2.1,34.3,3262.0,150.4,603.8,7.4,1.4,0.4,45.1,202.4,6.0,1.8,50.3,18.2,29.4,4.4,72.5,1.1,3.5,12.7,4.8,214.0,105.1,282.6
ESP Warehousing and support activities for transportation,1.1,13.5,201.3,0.2,20.1,2.7,0.6,159.3,9466.9,108.6,96.7,3.7,0.1,0.1,0.2,114.8,1.0,1.8,2.1,3.2,6.6,2.8,53.2,0.3,6.0,5.2,0.9,1.5,153.6,277.1
ESP Postal and courier activities,0.0,0.2,0.8,0.0,0.1,0.1,0.0,4.7,537.0,3.3,0.7,0.0,0.0,0.0,1.1,1.2,0.1,0.0,0.0,3.5,0.1,0.1,0.7,0.0,0.1,0.1,0.0,1.1,0.7,25.6
ESP Accommodation and food service activities,12.2,22.4,76.3,2.1,100.5,60.2,12.3,252.3,133663.9,11.9,800.9,3.1,0.8,0.5,294.9,91.9,16.1,1.2,1.6,121.1,5.5,3.7,73.8,9.7,2.5,0.7,5.4,2.3,886.4,662.8
ESP Publishing activities,1.9,1.9,13.8,0.2,2.6,0.7,1.0,19.9,3494.6,11.5,7.4,0.4,0.3,0.3,0.3,9.6,0.4,0.8,1.2,2.9,1.2,3.0,14.8,0.4,0.9,0.8,1.2,14.0,21.4,496.3
"ESP Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.4,0.9,11.8,3.2,15.7,0.7,0.1,9.7,8972.9,34.2,0.7,3.4,4.5,0.0,0.1,17.0,1.6,4.1,17.5,3.6,28.5,14.8,68.3,1.1,0.1,0.1,11.7,28.7,10.8,152.8
ESP Telecommunications,1.5,4.3,30.7,4.9,5.4,2.7,3.6,169.6,21546.6,92.3,9.9,1.6,3.3,0.7,18.4,137.8,6.6,1.8,11.1,51.8,8.5,6.8,88.8,5.1,22.3,2.3,8.5,7.6,40.7,217.0
"ESP Computer programming, consultancy and related activities; information service activities",3.5,2.8,6.0,1.2,53.6,20.2,19.7,129.3,14893.5,129.1,18.7,9.9,0.6,2.7,1.2,24.5,1.3,5.2,1.7,54.8,1.5,19.8,34.5,11.0,2.2,3.9,2.5,31.0,65.3,3812.5
"ESP Financial service activities, except insurance and pension funding",0.5,0.5,24.8,0.0,39.0,9.0,0.6,17.4,8680.6,52.2,3.4,0.2,0.7,0.0,24.3,14.1,6.6,3.8,5.5,6.0,0.6,2.6,64.5,0.1,0.9,5.9,0.7,1.1,8.2,1319.0
"ESP Insurance, reinsurance and pension funding, except compulsory social security",0.1,0.4,2.5,0.0,0.1,0.9,0.4,1.8,15597.2,3.5,0.3,0.4,0.1,0.0,4.7,6.7,0.4,0.1,2.5,0.9,0.7,0.4,4.8,0.1,0.0,0.2,0.3,72.6,5.0,171.5
ESP Activities auxiliary to financial services and insurance activities,0.1,0.1,15.9,0.0,0.0,0.0,0.0,0.1,2825.2,0.2,0.4,0.0,0.0,0.0,0.5,9.5,0.0,0.5,0.0,0.2,0.0,0.1,15.2,0.0,0.0,0.0,0.0,0.0,0.5,156.3
ESP Real estate activities,0.2,0.1,0.2,0.0,4.9,0.3,0.2,1.5,120478.0,0.5,1.5,0.1,0.1,0.0,0.0,9.0,0.1,0.6,0.0,0.2,0.2,1.0,0.7,0.0,0.1,0.0,0.6,1.0,0.5,5.5
ESP Legal and accounting activities; activities of head offices; management consultancy activities,4.9,0.6,5.8,0.2,5.0,2.5,16.8,22.2,6233.8,101.2,1.0,0.6,2.8,0.1,2.2,36.9,0.1,0.3,0.3,33.2,44.0,11.5,17.1,3.0,0.2,0.2,0.9,29.7,11.8,70.2
ESP Architectural and engineering activities; technical testing and analysis,0.6,0.7,2.8,0.1,1.1,0.5,1.2,10.4,11795.7,11.1,2.0,0.2,0.1,0.4,0.4,128.2,0.3,0.9,1.1,2.1,1.0,0.6,8.2,0.4,0.8,1.2,0.1,3.1,5.4,9.5
ESP Scientific research and development,0.0,1.5,27.8,0.1,1.4,0.3,0.4,77.9,7947.0,65.9,1.2,0.6,0.0,0.0,3.0,16.7,0.1,10.0,0.0,14.2,2.5,0.2,1.5,0.5,0.4,0.0,0.0,12.2,30.6,10.3
ESP Advertising and market research,0.1,0.1,0.3,0.1,0.2,0.1,0.1,0.7,262.3,1.1,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.3,0.1,0.3,0.3,0.2,0.6,0.1,0.0,0.0,0.1,61.7,0.5,32.5
"ESP Other professional, scientific and technical activities; veterinary activities",0.1,0.1,0.3,0.0,0.1,0.2,0.2,1.1,1081.8,1.2,0.5,0.1,0.0,0.0,0.1,0.7,0.1,0.1,0.1,0.2,0.1,0.2,0.8,0.0,0.2,0.1,0.0,1.0,0.7,2.4
ESP Administrative and support service activities,1.1,8.6,93.1,0.4,2.0,7.1,2.3,128.2,10290.4,95.5,28.9,10.2,0.2,0.6,1.7,284.7,0.6,4.5,11.4,37.3,6.6,11.9,101.6,1.2,2.4,1.8,1.3,25.9,121.8,744.0
ESP Public administration and defence; compulsory social security,0.4,3.6,35.2,0.3,4.5,2.9,1.6,43.4,107240.3,33.2,23.0,1.9,0.3,0.2,1.0,30.8,1.2,0.9,0.5,8.3,3.2,4.2,13.5,0.6,2.4,4.2,0.7,7.3,39.6,210.4
ESP Education,0.3,2.0,32.5,0.1,2.3,2.1,0.6,91.4,83473.2,76.6,24.8,0.8,0.0,0.0,5.1,20.1,0.4,11.6,0.1,17.3,2.9,0.7,2.6,0.7,0.7,0.1,0.1,19.6,40.8,30.8
ESP Human health and social work activities,2.2,0.7,5.0,0.1,1.0,3.0,1.2,17.5,121228.3,17.7,21.8,0.5,0.1,0.1,0.8,6.4,0.7,1.8,0.8,3.3,0.8,1.3,3.5,0.3,0.5,0.3,0.2,7.0,9.8,32.1
ESP Other service activities,5.1,3.4,18.6,6.5,18.9,83.1,41.9,12.8,53535.5,21.1,73.3,20.2,1.9,8.1,1.4,87.6,16.6,11.4,1.1,10.6,36.3,58.0,67.2,1.0,1.2,6.0,15.3,4.9,37.6,42.1
ESP Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14096.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FRA Crop and animal production, hunting and related service activities",21.9,29.7,340.4,7.0,12.4,65.3,141.1,725.9,630.2,17106.5,536.7,30.0,5.7,22.0,104.9,531.4,101.1,15.5,7.2,111.9,75.3,55.8,108.9,16.0,60.0,14.9,14.9,152.5,616.2,422.7
FRA Forestry and logging,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,2711.9,0.0,0.0,0.0,0.0,12.2,0.5,0.0,0.0,0.3,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.2
FRA Fishing and aquaculture,0.0,0.1,13.2,0.1,0.0,0.0,0.5,9.7,73.7,630.8,1.1,0.4,0.0,0.0,21.4,90.5,0.1,0.0,0.0,0.2,0.3,0.0,3.0,0.0,309.1,0.0,0.0,0.0,16.6,40.9
FRA Mining and quarrying,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.5,0.0,405.6,0.2,0.9,0.0,0.0,0.0,107.9,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.6,1.4
"FRA Manufacture of food products, beverages and tobacco products",291.8,216.5,2977.3,70.5,135.9,891.6,1649.1,4119.2,2609.6,91238.0,3870.9,78.0,40.7,11.2,51.1,2923.8,1374.9,218.3,102.5,1143.0,160.2,290.1,392.0,88.1,492.0,106.2,163.6,2090.2,3123.4,5648.5
"FRA Manufacture of textiles, wearing apparel and leather products",97.8,142.4,439.9,14.6,33.7,193.4,262.1,1086.3,984.4,522.5,957.8,57.7,3.6,15.8,24.6,2154.5,1003.6,304.0,43.6,149.9,58.7,232.2,302.2,50.3,1643.0,110.1,79.6,1075.3,1095.8,3197.5
"FRA Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.2,0.6,1.9,0.0,0.0,0.2,0.7,1.5,2.6,965.6,0.8,0.1,0.0,0.0,0.0,3.9,0.7,0.1,0.0,0.5,0.1,0.3,0.5,0.1,0.8,0.2,0.1,2.3,10.4,6.5
FRA Manufacture of paper and paper products,3.8,2.7,68.4,0.4,0.1,1.4,1.2,154.9,50.6,3259.9,69.0,0.7,0.0,0.1,5.9,29.7,0.5,0.9,0.2,60.4,1.0,9.0,8.2,0.8,4.2,0.8,0.2,15.1,43.6,34.0
FRA Printing and reproduction of recorded media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-126.7,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
FRA Manufacture of coke and refined petroleum products ,1.5,3.5,395.1,1.5,29.9,53.4,18.0,425.2,281.0,31925.3,366.3,3.5,3.0,4.7,0.0,155.7,8.7,9.7,20.6,270.7,165.0,9.9,9.1,6.7,2.8,80.3,3.7,516.3,318.2,1221.0
FRA Manufacture of chemicals and chemical products ,138.5,81.2,382.8,15.4,97.1,28.9,547.2,1759.2,804.5,3965.6,1125.0,12.4,7.2,26.2,117.7,978.5,242.2,249.7,129.0,169.7,65.2,214.1,166.5,47.3,630.1,198.2,51.4,1243.1,1569.3,1923.3
FRA Manufacture of basic pharmaceutical products and pharmaceutical preparations,510.0,89.9,151.6,71.0,335.9,418.2,698.8,1697.6,1377.2,2930.5,485.8,355.8,45.6,4.0,102.3,1181.9,134.0,34.6,273.9,176.5,25.7,805.7,237.4,220.8,0.0,0.0,91.1,1778.2,1216.7,4823.3
FRA Manufacture of rubber and plastic products,15.4,31.4,87.4,5.0,36.6,18.2,54.8,430.5,53.2,2421.8,133.3,10.2,5.0,15.8,9.8,175.3,35.2,6.1,33.9,57.2,7.0,71.0,17.2,33.9,4.6,45.8,2.2,72.8,135.3,333.2
FRA Manufacture of other non-metallic mineral products,1.5,4.8,21.8,1.1,3.2,5.7,22.1,41.0,29.6,2544.0,46.3,3.3,0.9,1.7,2.2,43.0,28.6,15.7,2.9,10.2,2.5,10.0,2.8,2.9,26.7,2.0,2.3,47.5,36.2,119.0
FRA Manufacture of basic metals,0.0,0.0,0.7,0.0,0.0,0.1,0.0,6.6,0.0,2133.9,0.2,0.2,0.0,0.0,13.6,0.5,0.1,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,9.4,-0.0
"FRA Manufacture of fabricated metal products, except machinery and equipment",48.4,20.6,229.3,2.3,30.8,20.0,27.2,335.1,359.4,6682.8,161.2,17.0,2.5,14.9,4.3,238.5,172.7,15.5,79.6,124.8,23.0,59.3,40.7,15.6,15.3,27.7,9.3,225.7,140.0,686.4
"FRA Manufacture of computer, electronic and optical products",230.6,94.6,408.5,42.8,254.0,139.0,560.5,1688.9,801.9,8.1,383.6,19.6,90.6,209.8,50.1,978.1,422.5,120.8,52.8,348.9,100.1,119.4,176.4,86.0,210.2,438.3,21.2,1317.8,1065.2,5224.2
FRA Manufacture of electrical equipment,62.6,53.3,275.3,15.1,65.1,43.1,279.9,1394.6,533.6,2693.6,280.8,40.4,9.6,42.2,16.0,303.6,112.2,111.1,40.5,67.0,19.7,121.5,65.4,18.4,60.2,253.1,24.9,228.0,446.3,1477.9
FRA Manufacture of machinery and equipment n.e.c.,328.5,301.9,613.9,73.5,428.7,267.8,1646.0,3536.2,896.0,2838.0,1193.2,113.9,106.3,334.9,53.3,1365.7,131.6,382.3,239.2,519.5,158.4,411.7,159.8,680.2,1114.3,783.0,106.0,1317.6,1943.8,4644.3
"FRA Manufacture of motor vehicles, trailers and semi-trailers",174.0,525.1,2741.6,54.1,92.0,21.6,258.5,5120.2,2719.6,20303.0,2045.8,83.9,4.4,9.1,161.0,2266.6,206.0,47.9,120.4,923.1,350.0,1035.3,592.5,111.8,420.2,1067.3,24.7,91.9,2963.1,4284.3
FRA Manufacture of other transport equipment,1279.0,31.2,92.9,1.4,360.2,250.8,2852.9,8904.4,639.7,3962.1,2106.3,295.8,421.1,1076.9,479.8,652.4,148.0,2782.4,64.7,170.3,52.7,41.5,13.7,11.4,438.1,534.8,283.1,1907.2,1086.3,15869.5
FRA Manufacture of furniture; other manufacturing,60.1,108.0,273.8,9.0,69.4,138.7,215.9,1288.6,813.7,7127.6,977.1,28.0,5.1,86.3,50.4,1220.2,221.1,33.5,92.2,166.8,28.0,107.3,122.5,17.7,49.8,89.7,6.0,738.1,1016.6,1638.5
FRA Repair and installation of machinery and equipment,0.0,49.2,95.3,0.4,50.5,30.0,0.0,121.5,33.7,30867.7,2.8,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,13.9,0.7,74.0,8.6,0.0,0.0,45.0,23.6,77.0,274.3
"FRA Electricity, gas, steam and air conditioning supply",0.0,4.1,145.7,0.2,10.8,2.0,1.6,15.3,2.0,38269.6,3.7,4.6,0.0,0.0,0.0,23.2,0.0,0.0,1.7,8.0,1.4,1.1,2.2,0.4,0.0,4.3,0.2,7.1,44.0,259.9
"FRA Water collection, treatment and supply",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4963.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
"FRA Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7638.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1794.0
FRA Construction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300206.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA Wholesale and retail trade and repair of motor vehicles and motorcycles,24.1,11.8,69.6,3.2,15.9,24.4,67.8,224.5,111.7,49288.4,118.3,10.3,4.5,10.6,9.6,126.7,35.7,24.2,12.0,34.2,9.2,28.9,18.7,10.4,34.4,20.5,6.6,115.5,135.0,348.0
"FRA Wholesale trade, except of motor vehicles and motorcycles",445.7,218.2,1303.4,59.7,295.2,452.1,1255.5,4170.7,2080.7,59449.5,2190.1,190.4,82.8,196.0,192.4,2357.0,661.8,448.4,222.6,642.9,171.0,535.2,345.4,193.0,638.1,379.5,122.3,2138.6,2522.3,8736.0
"FRA Retail trade, except of motor vehicles and motorcycles",41.2,20.1,119.2,5.5,27.3,41.8,116.1,384.3,191.3,170294.5,202.4,17.6,7.7,18.1,16.4,216.9,61.1,41.4,20.6,58.6,15.8,49.4,31.9,17.8,58.8,35.1,11.3,197.8,231.0,595.7
FRA Land transport and transport via pipelines,70.9,44.1,256.1,9.9,48.4,82.4,238.0,687.4,343.7,30254.1,360.7,31.2,19.3,30.7,29.7,386.7,106.0,71.0,34.9,131.8,26.9,90.6,55.5,31.0,107.8,80.6,19.9,346.1,432.5,3781.2
FRA Water transport,1.9,1.9,5.7,0.6,1.0,11.5,35.4,46.1,7.7,227.3,64.5,0.8,3.7,41.0,2.2,11.2,15.6,1.6,0.8,13.5,0.9,2.2,1.9,3.9,4.2,68.5,0.4,7.6,16.1,6555.8
FRA Air transport,1.2,17.0,91.8,9.6,51.9,109.7,179.1,65.1,18.5,9371.4,287.1,9.9,158.3,219.9,53.5,265.4,57.4,13.8,78.1,66.7,9.5,9.8,20.3,7.7,7.5,21.4,24.7,407.0,136.9,996.1
FRA Warehousing and support activities for transportation,7.0,15.3,221.2,1.1,27.8,9.8,17.2,198.3,47.0,6411.7,53.2,4.9,16.8,15.3,2.4,107.0,12.6,12.0,4.2,12.6,7.3,9.7,12.0,3.0,13.7,12.1,3.9,29.3,126.0,990.0
FRA Postal and courier activities,0.0,0.5,8.0,0.0,0.2,0.3,0.5,5.3,3.0,1948.0,48.8,0.2,0.0,0.0,1.8,3.4,0.1,0.1,0.0,7.0,0.1,0.7,0.4,0.1,0.0,0.0,0.1,0.0,9.6,295.9
FRA Accommodation and food service activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95013.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA Publishing activities,4.2,5.4,53.7,0.2,1.1,0.0,0.0,45.9,12.4,23148.3,52.7,0.7,0.1,0.0,4.1,11.1,0.6,3.4,0.0,7.2,3.8,8.0,3.7,1.7,0.0,0.0,0.6,28.1,44.6,1074.1
"FRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",1.8,2.2,57.2,2.0,18.7,1.3,0.0,73.4,59.2,12307.7,12.6,1.3,4.6,0.0,6.2,86.2,1.3,9.1,2.8,16.0,10.9,7.6,19.9,4.2,0.0,0.0,5.6,59.1,164.3,470.9
FRA Telecommunications,2.8,4.5,172.0,1.2,2.4,5.6,11.8,58.1,139.4,35461.2,413.2,2.5,8.8,5.9,9.3,139.5,5.8,4.8,3.3,30.3,2.7,40.3,16.7,10.2,70.2,4.3,10.4,1.4,94.5,497.7
"FRA Computer programming, consultancy and related activities; information service activities",4.9,0.0,0.0,0.7,0.5,11.1,0.4,88.5,43.8,54722.8,43.9,2.6,0.0,0.2,0.0,22.5,1.2,0.1,0.0,26.1,0.0,15.3,0.0,6.9,0.0,0.0,0.8,17.1,242.6,1824.0
"FRA Financial service activities, except insurance and pension funding",2.2,4.0,32.4,0.0,23.0,24.1,1.8,71.6,87.3,19697.5,111.0,1.8,0.3,0.0,66.5,42.3,4.2,4.7,0.9,21.0,6.0,8.3,9.2,0.2,0.9,11.7,0.8,0.3,107.5,3844.7
"FRA Insurance, reinsurance and pension funding, except compulsory social security",0.0,0.5,21.3,0.0,0.0,11.3,0.4,41.9,2.8,51528.7,9.7,0.2,0.1,0.2,7.6,12.5,2.8,0.0,19.8,0.1,0.0,0.4,1.7,0.1,0.0,2.2,0.1,58.2,79.8,1012.0
FRA Activities auxiliary to financial services and insurance activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA Real estate activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308967.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA Legal and accounting activities; activities of head offices; management consultancy activities,100.0,1.0,20.7,1.6,14.6,11.5,576.4,94.2,238.1,21197.0,11.5,0.8,90.7,2.1,5.2,93.3,0.0,1.2,0.0,103.7,92.7,56.8,14.3,10.0,0.0,0.0,1.1,183.8,176.6,420.7
FRA Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27660.6,0.0,0.0,0.0,0.0,0.0,118.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
FRA Scientific research and development,0.1,12.6,353.4,2.3,11.2,3.1,32.4,1019.2,57.9,71235.9,257.6,2.6,0.0,0.0,19.8,121.8,0.9,225.1,0.2,123.0,14.2,2.7,4.3,4.5,7.1,0.0,0.2,213.7,751.8,150.0
