,AUT,AUS,BEL,BGR,BRA,CAN,CHN,DEU,ESP,FRA,GBR,HUN,IDN,IND,IRL,ITA,JPN,KOR,MEX,NLD,NOR,POL,PRT,ROU,RUS,TUR,TWN,USA,REU,RoW
DEU Manufacture of coke and refined petroleum products ,2.2,186.2,26.6,1.6,2.5,1.2,4.2,15996.9,17.7,76.9,108.6,6.0,0.7,0.7,0.6,17.4,4.6,1.1,2.4,53.0,17.6,30.8,6.4,5.5,8.9,2.5,8.4,98.3,253.8,52.7
DEU Manufacture of chemicals and chemical products ,37.1,308.4,155.8,12.2,50.3,25.8,54.2,11510.9,195.8,509.2,310.0,40.2,13.7,26.8,10.0,335.2,112.6,7.7,36.4,479.6,43.5,145.0,61.1,29.8,250.2,73.3,39.1,452.7,1299.0,316.9
DEU Manufacture of basic pharmaceutical products and pharmaceutical preparations,121.8,371.8,169.2,29.5,92.5,299.8,52.1,7853.9,452.2,840.0,90.7,74.8,6.9,4.2,95.6,655.0,345.7,54.1,138.9,69.8,25.8,206.4,180.2,79.6,5.1,1.7,9.9,2656.5,933.3,1038.9
DEU Manufacture of rubber and plastic products,22.0,191.1,70.8,5.3,32.3,16.4,32.3,4880.2,114.5,297.2,193.4,43.8,12.2,15.2,15.0,154.2,48.7,19.4,73.7,311.2,20.6,114.1,36.9,21.1,24.3,28.7,9.9,127.6,339.8,209.3
DEU Manufacture of other non-metallic mineral products,6.8,60.9,18.0,0.6,4.3,7.8,6.7,6984.4,24.2,54.7,44.3,8.2,0.8,2.5,3.0,66.0,33.5,3.1,5.1,45.5,9.2,13.7,5.2,1.3,12.0,3.5,2.4,138.5,125.0,45.3
DEU Manufacture of basic metals,3.6,15.8,10.5,0.4,2.7,2.2,7.0,1085.5,9.5,35.9,18.7,2.0,0.9,1.6,1.1,18.3,6.7,3.3,2.9,116.0,2.2,6.2,2.1,1.1,5.4,3.0,2.3,29.3,66.0,30.5
"DEU Manufacture of fabricated metal products, except machinery and equipment",24.4,370.5,156.7,6.7,45.1,28.3,105.5,14391.0,166.5,441.3,359.9,25.7,17.9,22.8,34.4,292.1,79.9,72.9,68.3,164.1,42.9,147.4,38.0,12.1,51.3,62.5,21.4,450.8,467.9,415.6
"DEU Manufacture of computer, electronic and optical products",144.2,1280.4,675.8,49.6,397.6,153.0,852.8,4080.5,1223.0,2333.7,2750.3,244.9,83.0,136.2,38.6,2469.3,626.4,294.0,133.9,163.1,281.2,711.9,369.6,136.5,443.7,280.1,100.9,2615.6,4522.7,5347.4
DEU Manufacture of electrical equipment,151.2,763.2,417.7,21.4,260.9,155.4,433.4,14197.3,589.7,826.5,1068.3,113.6,31.6,84.0,39.8,940.5,547.4,133.4,195.9,812.9,106.8,275.9,131.3,34.4,90.0,142.2,169.8,1119.3,2076.0,1078.7
DEU Manufacture of machinery and equipment n.e.c.,371.7,1765.5,1163.6,84.6,797.0,493.8,2622.6,40247.9,1716.5,2514.3,2547.8,516.3,309.9,467.5,89.6,2973.9,636.0,829.8,842.8,1141.5,371.0,1255.0,312.2,344.1,1322.9,777.2,889.3,6717.6,5458.0,4891.5
"DEU Manufacture of motor vehicles, trailers and semi-trailers",736.0,2377.6,2117.1,82.7,190.3,613.0,817.0,43886.9,3796.6,7157.6,8475.5,359.6,127.9,54.2,501.5,7153.3,2659.5,182.9,624.9,2731.0,962.2,1044.0,801.6,289.6,2142.8,386.6,374.3,15968.0,7176.4,7414.8
DEU Manufacture of other transport equipment,16.6,226.5,60.3,1.9,92.6,883.2,914.6,-867.5,85.6,795.0,1530.4,42.3,460.3,8.4,3.4,543.3,84.9,52.8,30.3,199.3,98.1,78.7,290.8,7.0,21.9,93.2,12.3,2112.0,1458.1,3574.6
DEU Manufacture of furniture; other manufacturing,72.2,961.2,278.2,15.2,75.3,106.4,88.3,16386.8,412.3,1196.1,811.1,76.1,8.0,165.9,69.5,660.9,409.5,158.9,73.2,1040.5,104.9,202.8,89.6,28.6,145.5,91.4,16.2,1504.1,1653.5,743.9
DEU Repair and installation of machinery and equipment,3.8,79.4,15.4,1.2,15.1,88.9,101.4,10048.1,19.5,160.5,167.9,7.8,46.2,3.1,1.2,75.6,13.8,9.2,11.1,44.5,23.2,14.8,42.3,3.2,8.4,12.9,90.7,245.4,212.6,414.6
"DEU Electricity, gas, steam and air conditioning supply",1.7,86.9,388.9,1.1,1.0,3.4,7.1,22481.5,18.0,23.8,23.9,15.5,0.3,0.4,1.0,130.8,3.0,1.5,1.5,82.8,3.6,7.2,6.4,1.0,1.5,12.9,5.0,107.8,106.9,75.0
"DEU Water collection, treatment and supply",0.2,2.8,10.4,0.0,0.2,0.2,0.6,2765.6,0.9,1.2,1.4,0.5,0.0,0.1,0.1,4.1,0.4,0.2,0.2,2.7,0.2,0.4,0.3,0.1,0.2,0.5,0.3,3.8,4.3,8.3
"DEU Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.2,0.7,1.1,0.0,0.2,0.5,0.5,12217.8,0.6,0.6,0.7,0.1,0.0,0.1,0.0,1.0,0.3,0.1,0.2,0.8,0.1,0.2,0.1,0.0,0.1,0.1,0.1,1.2,1.7,50.0
DEU Construction,7.2,45.2,24.9,1.8,15.4,9.8,48.8,138001.6,33.4,54.6,56.1,10.8,5.9,9.0,2.5,60.7,14.0,15.8,16.2,31.0,10.4,24.3,7.3,6.6,24.8,14.7,22.7,126.8,132.0,265.9
DEU Wholesale and retail trade and repair of motor vehicles and motorcycles,0.8,2.3,0.8,0.0,0.2,0.2,0.6,29446.2,6.9,1.7,11.0,0.2,1.6,0.1,0.1,2.8,0.6,1.1,0.2,2.2,0.2,0.5,0.3,0.2,5.3,0.2,1.4,30.3,12.9,8.4
"DEU Wholesale trade, except of motor vehicles and motorcycles",78.8,615.7,337.2,20.7,114.2,133.6,226.7,28640.9,505.9,999.4,728.4,92.5,25.8,48.3,66.3,938.3,269.3,95.8,103.7,545.9,75.9,263.2,128.1,59.2,256.7,82.6,81.5,1331.8,1565.9,2928.2
"DEU Retail trade, except of motor vehicles and motorcycles",1.5,13.7,6.6,0.4,2.0,2.4,3.7,109232.3,9.8,20.1,15.1,1.7,0.4,1.4,1.4,17.4,5.8,2.1,1.9,13.2,1.6,4.8,2.4,1.0,4.6,1.6,1.4,25.8,38.6,79.6
DEU Land transport and transport via pipelines,1.7,52.3,28.6,0.2,1.2,2.1,5.2,17167.0,16.2,18.4,24.0,1.7,1.3,9.0,0.5,41.3,9.1,1.9,0.9,18.0,0.9,6.4,1.9,0.5,6.3,14.3,2.0,15.8,62.4,514.8
DEU Water transport,0.4,13.9,1.9,0.3,0.5,2.8,14.2,109.6,8.9,6.8,151.0,1.5,2.7,126.6,0.5,15.6,57.2,9.4,0.5,28.2,1.8,4.6,2.1,1.5,4.6,42.8,0.6,6.2,60.4,4227.5
DEU Air transport,0.1,50.0,17.1,0.4,4.8,6.6,11.2,6856.8,70.2,50.8,89.0,2.3,5.1,35.7,1.9,205.1,86.2,2.6,13.2,51.3,4.2,3.5,7.7,1.1,2.4,8.9,4.8,242.3,98.6,143.1
DEU Warehousing and support activities for transportation,2.6,58.9,104.4,0.2,5.6,1.4,2.2,3141.2,48.1,54.8,26.3,3.0,2.4,19.7,0.2,144.3,15.8,7.3,3.5,16.2,5.1,5.0,5.3,0.4,7.1,10.5,14.7,5.8,79.5,324.7
DEU Postal and courier activities,0.0,8.2,1.1,0.0,0.0,0.1,0.6,2031.3,4.8,4.0,33.4,0.3,0.0,0.0,0.5,0.9,0.1,0.0,0.0,3.0,0.1,0.9,0.4,0.0,0.0,0.0,0.1,0.2,7.4,89.0
DEU Accommodation and food service activities,3.2,167.7,100.7,1.7,4.1,5.6,0.5,49258.1,15.4,3.7,227.1,1.2,1.0,0.1,63.4,100.6,76.6,1.6,0.4,2.9,0.3,0.7,11.1,6.1,2.2,0.2,1.9,2.5,1386.2,176.8
DEU Publishing activities,36.9,88.8,56.0,1.4,1.4,0.8,0.6,9692.6,49.8,110.7,53.9,15.0,0.1,0.1,0.2,123.5,13.7,3.8,0.3,188.0,13.0,28.6,10.9,4.0,0.7,0.2,9.8,199.6,238.1,436.5
"DEU Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",2.2,76.6,3.8,3.3,6.3,0.6,0.2,10442.1,159.8,94.7,38.0,2.2,4.8,0.0,0.0,171.0,25.1,3.4,55.0,15.0,1.5,25.7,3.7,3.6,0.2,0.1,38.2,281.0,166.3,260.3
DEU Telecommunications,1.8,45.0,13.6,1.3,2.5,1.2,5.4,27636.6,53.8,35.8,134.2,5.7,1.1,5.6,3.7,67.0,7.5,1.7,9.4,28.5,3.6,28.7,5.7,3.6,11.1,3.2,10.1,42.9,129.0,101.1
"DEU Computer programming, consultancy and related activities; information service activities",10.3,22.0,13.8,0.5,1.3,3.8,0.4,19990.6,83.6,36.9,28.2,5.2,0.0,0.1,0.1,42.4,6.5,1.8,0.1,82.8,8.1,13.6,14.8,1.6,0.3,0.2,3.4,61.7,890.0,573.4
"DEU Financial service activities, except insurance and pension funding",2.0,21.1,5.1,0.1,6.6,29.3,1.0,29035.7,132.6,21.5,591.7,2.5,0.7,0.2,74.7,23.9,41.5,2.4,0.4,214.5,5.5,12.0,3.9,0.6,1.5,32.9,0.7,5.9,147.6,1025.0
"DEU Insurance, reinsurance and pension funding, except compulsory social security",6.7,9.5,0.4,0.0,0.1,20.8,4.0,26042.8,11.2,13.9,15.7,1.4,0.1,0.3,1.2,125.7,16.8,0.5,108.6,1.9,0.2,1.4,3.9,0.1,0.4,6.1,0.2,359.5,196.1,39.8
DEU Activities auxiliary to financial services and insurance activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7
DEU Real estate activities,24.4,8.0,0.3,0.0,15.7,0.3,0.1,174903.5,2.8,0.5,65.6,0.0,0.0,0.0,0.0,49.2,0.7,1.4,0.1,265.7,0.3,12.0,0.8,0.0,0.3,0.0,9.4,0.7,2.7,16.2
DEU Legal and accounting activities; activities of head offices; management consultancy activities,95.8,11.1,57.2,2.0,8.3,3.6,303.4,3730.4,134.4,128.6,16.8,1.6,13.6,1.9,0.7,80.5,0.8,3.1,0.2,264.6,12.6,45.0,7.8,5.9,0.6,0.2,3.8,132.5,195.5,177.2
DEU Architectural and engineering activities; technical testing and analysis,0.1,0.9,0.5,0.0,0.2,0.2,0.3,15246.0,0.9,1.5,1.1,0.1,0.0,0.1,0.1,67.3,0.4,0.1,0.2,0.9,0.1,0.4,0.2,0.1,0.4,0.1,0.1,2.0,5.7,0.7
DEU Scientific research and development,0.1,12.5,24.9,3.1,3.7,2.0,0.3,1747.6,28.7,123.4,15.1,10.4,0.0,0.1,3.6,40.6,4.1,13.5,231.5,142.6,2.5,2.7,2.3,3.6,3.3,0.1,0.9,128.9,495.1,53.6
DEU Advertising and market research,0.4,0.4,0.4,0.3,0.1,0.1,1.1,33.6,1.4,1.0,1.6,0.1,0.1,0.0,0.0,0.8,0.2,3.1,0.1,5.5,0.1,0.3,0.1,0.1,0.2,0.0,0.1,62.0,12.9,42.3
"DEU Other professional, scientific and technical activities; veterinary activities",0.0,0.5,0.2,0.0,0.0,0.2,0.1,5227.4,0.3,0.5,11.4,0.4,0.0,0.0,7.8,2.4,2.5,0.3,0.0,2.7,0.3,0.5,0.6,0.0,0.2,0.8,0.2,1.5,3.2,8.9
DEU Administrative and support service activities,18.6,2.7,1.1,0.0,5.6,0.6,0.1,12399.3,14.1,12.6,12.0,0.4,0.1,0.0,1.1,8.0,0.4,0.5,1.1,17.8,0.3,0.4,1.8,0.1,0.2,0.1,0.2,121.4,96.7,14.8
DEU Public administration and defence; compulsory social security,0.0,0.4,0.1,0.0,0.0,0.2,1.8,142174.3,0.5,0.4,0.6,0.3,0.0,0.0,0.0,0.3,2.1,0.1,0.0,0.6,0.9,0.1,0.1,0.0,0.3,6.3,0.0,25.3,5.7,660.7
DEU Education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84252.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.5
DEU Human health and social work activities,0.0,0.1,0.0,0.0,0.0,0.0,0.0,153976.5,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,1.5,0.7
DEU Other service activities,0.0,8.8,0.3,0.0,0.1,0.3,0.4,73453.4,594.4,2.6,16.3,0.0,0.0,1.0,0.2,12.8,9.7,0.1,0.0,0.9,0.1,1.3,0.1,0.1,0.1,1.5,0.5,1.2,47.5,-70.9
DEU Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5338.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
DEU Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ESP Crop and animal production, hunting and related service activities",2.1,78.1,114.1,0.2,7.0,13.5,0.4,1224.5,10549.0,1199.1,801.9,13.0,0.1,0.8,31.9,296.3,10.4,1.1,3.3,521.3,53.8,157.4,237.7,0.5,20.3,0.6,2.6,98.3,422.1,55.4
ESP Forestry and logging,0.0,0.2,0.5,0.0,0.4,0.1,0.0,4.1,407.8,4.4,2.4,0.0,0.0,0.0,0.1,0.9,0.1,0.0,0.4,1.9,0.2,0.5,0.9,0.0,0.1,0.0,0.0,0.8,1.5,0.2
ESP Fishing and aquaculture,0.7,0.7,2.6,0.2,0.8,1.1,0.8,16.3,1305.3,106.5,9.3,0.1,0.1,0.0,0.5,108.2,43.2,0.4,1.5,2.6,0.5,0.5,97.8,0.2,1.8,0.1,0.3,9.3,11.0,20.4
ESP Mining and quarrying,0.0,0.0,0.2,0.0,0.0,0.0,0.7,6.9,-173.4,1.8,0.4,0.1,0.1,0.0,0.0,0.9,0.0,0.0,0.1,1.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,1.5,3.9,0.1
"ESP Manufacture of food products, beverages and tobacco products",54.2,34.5,131.7,6.4,55.7,75.6,23.3,685.8,29830.7,1332.2,588.4,7.0,4.4,1.9,24.9,1013.9,194.1,25.9,108.7,146.7,38.4,39.9,1242.6,12.0,133.4,8.6,18.8,393.9,537.8,852.2
"ESP Manufacture of textiles, wearing apparel and leather products",10.2,33.8,81.4,1.2,14.7,52.2,2.2,332.6,9862.7,854.5,350.3,10.8,1.2,1.6,17.1,289.8,150.3,7.0,158.3,68.7,15.1,42.8,515.5,0.9,81.5,21.8,9.2,403.1,288.4,637.4
"ESP Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.4,0.9,3.0,0.1,1.0,0.9,0.5,10.1,782.4,30.1,8.9,0.4,0.4,0.4,1.8,7.5,3.5,0.8,3.8,3.1,0.7,1.2,19.8,0.2,1.8,0.6,0.2,13.4,7.9,2.5
ESP Manufacture of paper and paper products,0.1,0.2,1.1,0.0,0.3,0.1,0.1,15.4,1921.0,31.1,16.4,0.5,0.2,0.1,0.1,6.3,0.3,0.0,1.2,2.5,0.5,0.8,71.2,0.1,0.2,0.3,0.1,2.2,8.1,8.2
ESP Printing and reproduction of recorded media,0.4,1.3,2.4,0.1,1.5,0.4,0.8,23.5,344.3,25.0,12.0,0.4,0.5,0.2,0.6,11.0,1.3,0.5,1.7,2.4,0.4,1.8,21.9,0.2,0.7,0.7,0.4,6.1,10.7,0.0
ESP Manufacture of coke and refined petroleum products ,0.4,0.5,35.8,3.1,9.5,8.7,0.3,2.7,6967.7,61.0,22.3,0.4,0.0,0.0,0.0,15.2,0.1,0.0,0.2,22.0,3.1,0.1,77.3,0.8,0.2,3.9,0.4,197.4,90.0,268.2
ESP Manufacture of chemicals and chemical products ,12.0,12.8,26.2,1.1,5.7,1.0,3.6,145.6,4547.2,283.8,109.6,5.1,2.9,13.1,0.9,111.1,18.4,0.5,22.0,79.2,2.5,15.2,177.3,2.7,9.0,13.2,6.8,66.7,156.9,108.3
ESP Manufacture of basic pharmaceutical products and pharmaceutical preparations,12.2,34.4,9.9,1.2,14.1,6.8,7.3,250.2,2884.3,193.6,150.2,10.1,0.8,0.8,3.9,98.7,16.0,9.8,33.0,37.8,5.6,29.3,106.9,3.9,1.0,0.5,0.8,62.3,176.0,316.6
ESP Manufacture of rubber and plastic products,2.4,5.3,9.0,0.4,7.7,1.7,2.2,88.9,852.7,156.7,50.0,3.7,0.5,1.2,2.7,43.0,5.3,0.9,24.3,22.7,2.1,7.0,80.9,1.9,2.6,5.0,0.8,16.9,32.7,73.6
ESP Manufacture of other non-metallic mineral products,2.7,1.4,3.3,0.2,1.8,2.8,0.9,16.2,1255.9,39.1,20.9,1.0,0.3,0.9,1.4,15.4,7.4,1.7,5.9,4.8,0.9,2.2,21.7,0.3,1.3,0.9,0.5,76.7,12.9,29.6
ESP Manufacture of basic metals,0.4,0.6,1.8,0.1,2.0,0.5,1.2,7.7,394.3,11.0,4.9,0.4,0.2,0.4,0.3,5.6,0.6,0.4,4.2,4.2,0.7,1.0,8.9,0.3,0.7,0.9,0.3,7.4,5.8,0.0
"ESP Manufacture of fabricated metal products, except machinery and equipment",6.8,8.8,22.7,1.3,35.3,5.6,15.7,110.3,3967.4,212.6,80.7,5.9,3.0,4.0,6.2,83.5,12.5,5.6,90.3,17.0,9.7,15.5,154.8,3.4,9.0,14.3,2.9,114.5,63.6,268.8
"ESP Manufacture of computer, electronic and optical products",9.7,34.8,46.9,1.7,43.1,4.6,22.2,626.3,2371.8,535.4,301.4,8.7,11.3,3.7,4.5,282.4,12.5,7.2,25.9,29.6,7.2,46.7,452.1,3.5,7.7,18.8,8.8,79.3,271.1,703.9
ESP Manufacture of electrical equipment,8.1,14.9,21.3,2.3,42.1,12.8,17.4,215.5,2532.3,187.1,146.4,12.6,1.3,3.2,9.3,128.1,12.2,3.8,43.8,33.5,7.2,32.6,154.3,4.7,3.6,10.7,5.3,62.0,124.4,201.0
ESP Manufacture of machinery and equipment n.e.c.,16.8,26.5,49.2,4.0,78.1,17.0,70.9,283.6,1923.9,251.6,162.0,20.2,11.2,18.9,7.3,223.4,12.3,17.6,150.6,37.7,14.5,44.0,284.4,17.6,43.4,44.8,13.7,234.0,158.1,621.2
"ESP Manufacture of motor vehicles, trailers and semi-trailers",77.5,151.0,174.0,3.9,10.1,1.0,5.7,2385.9,12800.3,5711.2,2616.5,101.9,3.8,1.6,186.0,2051.3,115.3,1.3,279.9,625.1,72.5,168.9,629.0,7.4,70.4,98.9,9.3,23.2,773.8,973.6
ESP Manufacture of other transport equipment,1.1,3.9,93.4,0.1,57.8,1.9,0.7,50.6,1210.0,118.7,126.7,0.8,0.4,1.2,9.2,85.2,3.7,0.5,3.6,11.0,111.4,4.2,91.5,0.1,0.6,0.4,1.0,14.8,98.9,635.4
ESP Manufacture of furniture; other manufacturing,7.0,15.2,49.1,1.9,15.5,15.5,8.1,171.6,4998.1,476.8,157.1,7.0,7.3,7.2,31.3,127.9,58.8,13.5,55.0,51.6,15.3,19.2,292.0,3.0,29.8,8.9,1.8,202.3,123.4,271.4
ESP Repair and installation of machinery and equipment,0.5,1.2,1.7,0.1,2.1,0.5,1.4,17.5,1070.9,19.2,11.0,0.7,0.3,0.3,0.5,10.8,0.6,0.4,3.1,2.1,0.4,1.8,12.2,0.3,0.7,1.1,0.4,4.7,8.1,18.6
"ESP Electricity, gas, steam and air conditioning supply",0.0,0.3,9.4,0.1,0.2,0.2,0.1,41.5,4867.4,4.7,3.9,0.1,0.0,0.0,0.1,7.4,0.1,0.1,0.5,1.7,0.2,0.3,2.6,0.0,0.0,0.3,0.1,3.8,3.2,3.2
"ESP Water collection, treatment and supply",0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,1741.0,1.0,0.3,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.1,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.3,0.1
"ESP Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.7,3182.2,2.2,0.6,0.0,0.0,0.0,0.1,1.5,0.0,0.1,0.2,1.1,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.9,0.6,18.7
ESP Construction,0.1,0.4,1.0,0.0,0.6,0.2,0.4,4.4,97057.8,4.6,2.0,0.2,0.1,0.1,0.2,7.2,0.2,0.2,2.5,2.5,0.2,0.4,3.2,0.2,0.3,0.3,0.3,2.8,3.1,7.7
ESP Wholesale and retail trade and repair of motor vehicles and motorcycles,0.0,0.1,0.7,0.0,0.1,0.0,0.0,8.1,11581.2,2.6,0.9,0.0,0.0,0.0,0.0,1.7,0.1,0.1,0.4,0.9,0.1,0.1,0.6,0.0,0.1,0.0,0.1,1.3,1.5,5.3
"ESP Wholesale trade, except of motor vehicles and motorcycles",0.4,1.0,5.6,0.1,0.8,0.9,0.2,17.4,20220.8,24.5,8.0,0.3,0.1,0.4,5.3,28.8,4.2,0.4,2.0,14.9,0.7,0.8,11.7,0.2,1.2,0.3,0.6,5.0,9.2,362.9
"ESP Retail trade, except of motor vehicles and motorcycles",0.7,0.6,2.3,0.1,1.0,1.1,0.4,10.8,22930.9,19.6,8.9,0.1,0.1,0.2,0.4,15.7,3.3,0.4,1.7,4.5,0.7,0.7,17.4,0.2,1.8,0.2,0.4,6.0,8.5,37.1
ESP Land transport and transport via pipelines,1.0,10.7,50.1,1.3,1.1,3.5,0.3,152.3,7056.3,122.8,127.9,0.2,0.0,0.0,0.6,91.3,1.5,0.5,0.5,18.3,0.8,7.0,20.8,0.2,0.9,21.2,0.6,26.0,349.6,849.8
ESP Water transport,0.0,0.1,0.1,0.1,0.0,0.2,0.0,5.7,289.9,0.8,51.2,0.0,0.0,0.2,0.0,1.0,0.6,0.4,0.0,0.9,0.2,0.1,1.1,0.0,0.0,2.2,0.0,0.0,3.3,409.4
ESP Air transport,0.0,3.6,13.3,1.4,7.0,7.2,0.4,43.7,906.6,193.6,363.5,0.1,0.1,0.5,2.4,209.4,10.7,1.4,51.6,21.9,5.3,1.5,64.4,0.3,0.1,5.3,1.3,237.8,134.4,171.9
ESP Warehousing and support activities for transportation,0.7,4.5,85.3,0.4,8.5,0.6,0.0,195.6,1229.6,222.5,69.0,0.2,0.1,0.2,0.0,160.7,1.7,3.7,13.6,7.5,6.6,2.0,45.5,0.1,0.4,4.9,4.4,1.6,69.1,181.8
ESP Postal and courier activities,0.0,0.4,0.5,0.0,0.1,0.0,0.0,2.8,379.1,2.3,0.6,0.0,0.0,0.0,0.2,0.6,0.1,0.1,0.0,1.6,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.8,1.3,26.3
ESP Accommodation and food service activities,0.0,0.6,2.8,0.0,0.8,1.0,0.1,6.0,65003.7,9.9,6.3,0.1,0.1,1.7,0.1,15.4,7.8,0.2,0.6,12.8,1.3,0.3,4.9,0.4,0.0,0.7,1.2,1.0,6.6,5.8
ESP Publishing activities,0.7,1.1,6.7,0.4,1.5,0.2,0.1,30.5,2531.6,18.8,9.2,0.1,0.1,0.0,0.1,13.7,0.3,1.9,0.4,19.9,1.1,1.2,24.1,0.2,0.1,0.1,3.0,19.9,10.9,187.5
"ESP Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.0,0.1,1.3,0.2,1.4,0.0,0.0,2.4,3510.5,9.4,0.4,0.1,0.6,0.0,0.0,5.0,0.5,1.7,6.2,9.3,1.5,0.2,13.0,0.5,0.0,0.0,2.7,18.8,5.9,35.4
ESP Telecommunications,0.2,8.5,22.0,1.0,1.9,0.3,0.3,76.1,8976.5,54.0,5.9,2.3,0.4,1.0,6.1,88.1,4.4,0.8,50.1,71.8,2.2,2.8,49.2,3.5,1.9,0.9,12.9,3.6,32.6,99.0
"ESP Computer programming, consultancy and related activities; information service activities",0.2,0.6,1.7,0.1,4.2,1.2,0.4,33.5,4683.1,12.4,8.0,1.3,0.2,1.0,0.1,10.9,0.9,1.1,2.3,44.9,1.0,4.3,32.4,2.9,0.1,0.3,1.0,14.7,26.6,761.4
"ESP Financial service activities, except insurance and pension funding",0.2,0.3,10.0,0.0,21.6,2.6,0.1,46.5,7299.7,33.5,7.9,0.3,4.0,0.0,29.8,6.2,51.7,3.6,0.0,16.1,0.3,4.0,33.9,0.2,0.2,3.4,0.7,1.2,16.2,954.4
"ESP Insurance, reinsurance and pension funding, except compulsory social security",0.2,0.9,1.9,0.0,0.0,0.5,0.8,5.8,4757.2,8.1,1.2,0.1,0.1,0.1,4.1,47.4,1.9,0.2,24.6,3.7,0.3,0.4,14.8,0.0,0.0,0.6,1.1,38.2,15.5,20.0
ESP Activities auxiliary to financial services and insurance activities,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.8,1518.9,0.0,1.2,0.0,0.0,0.0,0.3,2.1,0.0,0.2,0.0,0.1,0.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0.6,98.7
ESP Real estate activities,0.0,0.1,0.0,0.0,0.4,0.0,0.0,2.4,38737.9,0.0,0.1,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,6.2,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.5
ESP Legal and accounting activities; activities of head offices; management consultancy activities,1.1,1.8,46.4,0.8,4.2,0.6,5.3,28.6,3706.8,61.0,1.0,0.3,3.7,0.4,0.3,71.4,0.0,1.9,0.9,134.8,10.7,8.3,11.8,2.5,0.0,0.0,1.5,44.6,14.1,61.7
ESP Architectural and engineering activities; technical testing and analysis,0.0,0.1,0.2,0.0,0.1,0.0,0.0,1.8,4065.0,1.5,0.7,0.0,0.0,0.0,0.0,113.9,0.0,0.1,0.5,0.6,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.5,1.6,0.7
ESP Scientific research and development,0.0,0.5,4.8,0.3,0.5,0.1,0.0,22.2,451.6,13.7,0.1,0.5,0.0,0.0,0.5,8.5,0.2,2.1,22.7,18.0,0.5,0.2,1.3,0.4,0.1,0.0,0.1,10.5,11.0,17.9
ESP Advertising and market research,0.0,0.0,0.5,0.2,0.1,0.0,0.0,0.9,192.8,0.9,0.2,0.0,0.0,0.0,0.0,0.9,0.1,3.8,0.4,6.0,0.1,0.1,0.5,0.1,0.0,0.0,0.1,40.2,8.5,37.9
"ESP Other professional, scientific and technical activities; veterinary activities",0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,391.2,0.4,0.2,0.0,0.0,0.0,0.2,0.5,0.2,0.1,0.2,0.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.4,1.7
ESP Administrative and support service activities,0.1,15.4,25.5,0.1,0.7,3.0,0.1,101.3,5741.5,429.3,137.6,3.6,0.1,0.1,2.2,270.0,0.3,10.6,22.1,188.1,19.8,8.5,90.4,0.2,0.1,0.1,2.7,186.0,107.0,22.7
ESP Public administration and defence; compulsory social security,0.1,1.5,12.1,0.2,1.4,0.6,0.6,46.0,38896.9,36.8,12.0,0.6,0.1,0.6,0.3,30.6,4.9,1.6,12.1,20.8,24.6,1.0,7.9,0.4,0.1,2.4,0.9,18.1,20.2,141.9
