,0
"BGR Other professional, scientific and technical activities; veterinary activities",7.7
BGR Administrative and support service activities,59.0
BGR Public administration and defence; compulsory social security,83.3
BGR Education,432.1
BGR Human health and social work activities,133.9
BGR Other service activities,35.8
BGR Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
BGR Activities of extraterritorial organizations and bodies,0.0
"BRA Crop and animal production, hunting and related service activities",28617.0
BRA Forestry and logging,1469.6
BRA Fishing and aquaculture,303.6
BRA Mining and quarrying,15182.6
"BRA Manufacture of food products, beverages and tobacco products",5673.6
"BRA Manufacture of textiles, wearing apparel and leather products",3690.0
"BRA Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",707.5
BRA Manufacture of paper and paper products,3868.6
BRA Printing and reproduction of recorded media,221.8
BRA Manufacture of coke and refined petroleum products ,21374.4
BRA Manufacture of chemicals and chemical products ,17236.1
BRA Manufacture of basic pharmaceutical products and pharmaceutical preparations,93.8
BRA Manufacture of rubber and plastic products,1891.0
BRA Manufacture of other non-metallic mineral products,38570.1
BRA Manufacture of basic metals,78401.3
"BRA Manufacture of fabricated metal products, except machinery and equipment",1463.3
"BRA Manufacture of computer, electronic and optical products",284.1
BRA Manufacture of electrical equipment,784.2
BRA Manufacture of machinery and equipment n.e.c.,916.7
"BRA Manufacture of motor vehicles, trailers and semi-trailers",1535.0
BRA Manufacture of other transport equipment,230.6
BRA Manufacture of furniture; other manufacturing,1759.3
BRA Repair and installation of machinery and equipment,0.0
"BRA Electricity, gas, steam and air conditioning supply",31495.9
"BRA Water collection, treatment and supply",252.5
"BRA Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0
BRA Construction,6441.2
BRA Wholesale and retail trade and repair of motor vehicles and motorcycles,2192.0
"BRA Wholesale trade, except of motor vehicles and motorcycles",5327.1
"BRA Retail trade, except of motor vehicles and motorcycles",7190.8
BRA Land transport and transport via pipelines,36517.2
BRA Water transport,8364.9
BRA Air transport,13758.9
BRA Warehousing and support activities for transportation,4101.3
BRA Postal and courier activities,0.0
BRA Accommodation and food service activities,3400.0
BRA Publishing activities,12.9
"BRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",14.0
BRA Telecommunications,611.2
"BRA Computer programming, consultancy and related activities; information service activities",568.9
"BRA Financial service activities, except insurance and pension funding",858.7
"BRA Insurance, reinsurance and pension funding, except compulsory social security",0.0
BRA Activities auxiliary to financial services and insurance activities,0.0
BRA Real estate activities,533.3
BRA Legal and accounting activities; activities of head offices; management consultancy activities,2018.9
BRA Architectural and engineering activities; technical testing and analysis,828.4
BRA Scientific research and development,512.5
BRA Advertising and market research,0.0
"BRA Other professional, scientific and technical activities; veterinary activities",0.0
BRA Administrative and support service activities,3035.4
BRA Public administration and defence; compulsory social security,4584.2
BRA Education,4180.1
BRA Human health and social work activities,2606.4
BRA Other service activities,3032.9
BRA Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
BRA Activities of extraterritorial organizations and bodies,0.0
"CAN Crop and animal production, hunting and related service activities",11104.8
CAN Forestry and logging,3582.7
CAN Fishing and aquaculture,77.8
CAN Mining and quarrying,71536.1
"CAN Manufacture of food products, beverages and tobacco products",3977.0
"CAN Manufacture of textiles, wearing apparel and leather products",424.2
"CAN Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3307.2
CAN Manufacture of paper and paper products,4736.1
CAN Printing and reproduction of recorded media,767.9
CAN Manufacture of coke and refined petroleum products ,27654.5
CAN Manufacture of chemicals and chemical products ,14043.3
CAN Manufacture of basic pharmaceutical products and pharmaceutical preparations,135.4
CAN Manufacture of rubber and plastic products,3021.0
CAN Manufacture of other non-metallic mineral products,14809.1
CAN Manufacture of basic metals,27588.4
"CAN Manufacture of fabricated metal products, except machinery and equipment",1211.7
"CAN Manufacture of computer, electronic and optical products",536.8
CAN Manufacture of electrical equipment,471.8
CAN Manufacture of machinery and equipment n.e.c.,1476.0
"CAN Manufacture of motor vehicles, trailers and semi-trailers",1240.7
CAN Manufacture of other transport equipment,331.7
CAN Manufacture of furniture; other manufacturing,1368.3
CAN Repair and installation of machinery and equipment,0.0
"CAN Electricity, gas, steam and air conditioning supply",109594.8
"CAN Water collection, treatment and supply",0.0
"CAN Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1070.8
CAN Construction,9214.9
CAN Wholesale and retail trade and repair of motor vehicles and motorcycles,3090.4
"CAN Wholesale trade, except of motor vehicles and motorcycles",5966.9
"CAN Retail trade, except of motor vehicles and motorcycles",7652.2
CAN Land transport and transport via pipelines,26721.8
CAN Water transport,16869.7
CAN Air transport,14406.7
CAN Warehousing and support activities for transportation,1216.7
CAN Postal and courier activities,1115.9
CAN Accommodation and food service activities,4387.4
CAN Publishing activities,22.0
"CAN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",373.1
CAN Telecommunications,693.3
"CAN Computer programming, consultancy and related activities; information service activities",998.9
"CAN Financial service activities, except insurance and pension funding",3563.0
"CAN Insurance, reinsurance and pension funding, except compulsory social security",832.5
CAN Activities auxiliary to financial services and insurance activities,0.0
CAN Real estate activities,9548.0
CAN Legal and accounting activities; activities of head offices; management consultancy activities,1184.9
CAN Architectural and engineering activities; technical testing and analysis,927.1
CAN Scientific research and development,807.4
CAN Advertising and market research,255.9
"CAN Other professional, scientific and technical activities; veterinary activities",1925.5
CAN Administrative and support service activities,4807.4
CAN Public administration and defence; compulsory social security,7839.4
CAN Education,8013.4
CAN Human health and social work activities,7582.0
CAN Other service activities,5303.2
CAN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
CAN Activities of extraterritorial organizations and bodies,0.0
"CHN Crop and animal production, hunting and related service activities",136418.3
CHN Forestry and logging,18525.2
CHN Fishing and aquaculture,7643.0
CHN Mining and quarrying,174224.3
"CHN Manufacture of food products, beverages and tobacco products",134311.3
"CHN Manufacture of textiles, wearing apparel and leather products",83225.6
"CHN Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",19528.7
CHN Manufacture of paper and paper products,59953.8
CHN Printing and reproduction of recorded media,4826.4
CHN Manufacture of coke and refined petroleum products ,91448.8
CHN Manufacture of chemicals and chemical products ,527120.2
CHN Manufacture of basic pharmaceutical products and pharmaceutical preparations,530.7
CHN Manufacture of rubber and plastic products,117125.4
CHN Manufacture of other non-metallic mineral products,1293847.7
CHN Manufacture of basic metals,864372.9
"CHN Manufacture of fabricated metal products, except machinery and equipment",22177.6
"CHN Manufacture of computer, electronic and optical products",13429.3
CHN Manufacture of electrical equipment,19506.4
CHN Manufacture of machinery and equipment n.e.c.,62940.6
"CHN Manufacture of motor vehicles, trailers and semi-trailers",16927.2
CHN Manufacture of other transport equipment,10085.5
CHN Manufacture of furniture; other manufacturing,46644.5
CHN Repair and installation of machinery and equipment,0.0
"CHN Electricity, gas, steam and air conditioning supply",2999859.1
"CHN Water collection, treatment and supply",2480.6
"CHN Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",25441.4
CHN Construction,47040.9
CHN Wholesale and retail trade and repair of motor vehicles and motorcycles,0.0
"CHN Wholesale trade, except of motor vehicles and motorcycles",23438.9
"CHN Retail trade, except of motor vehicles and motorcycles",4848.9
CHN Land transport and transport via pipelines,72354.4
CHN Water transport,85033.2
CHN Air transport,25498.2
CHN Warehousing and support activities for transportation,18495.3
CHN Postal and courier activities,1091.0
CHN Accommodation and food service activities,16314.7
CHN Publishing activities,0.0
"CHN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.0
CHN Telecommunications,1140.6
"CHN Computer programming, consultancy and related activities; information service activities",441.0
"CHN Financial service activities, except insurance and pension funding",3524.7
"CHN Insurance, reinsurance and pension funding, except compulsory social security",842.7
CHN Activities auxiliary to financial services and insurance activities,0.0
CHN Real estate activities,4138.3
CHN Legal and accounting activities; activities of head offices; management consultancy activities,12923.9
CHN Architectural and engineering activities; technical testing and analysis,0.0
CHN Scientific research and development,5012.8
CHN Advertising and market research,0.0
"CHN Other professional, scientific and technical activities; veterinary activities",4292.5
CHN Administrative and support service activities,1032.9
CHN Public administration and defence; compulsory social security,48593.8
CHN Education,39117.4
CHN Human health and social work activities,40702.3
CHN Other service activities,42003.1
CHN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
CHN Activities of extraterritorial organizations and bodies,0.0
"DEU Crop and animal production, hunting and related service activities",9818.5
DEU Forestry and logging,393.6
DEU Fishing and aquaculture,54.1
DEU Mining and quarrying,8000.4
"DEU Manufacture of food products, beverages and tobacco products",9319.1
"DEU Manufacture of textiles, wearing apparel and leather products",1119.6
"DEU Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1314.7
DEU Manufacture of paper and paper products,7839.6
DEU Printing and reproduction of recorded media,961.8
DEU Manufacture of coke and refined petroleum products ,23366.2
DEU Manufacture of chemicals and chemical products ,27007.3
DEU Manufacture of basic pharmaceutical products and pharmaceutical preparations,1608.4
DEU Manufacture of rubber and plastic products,2437.8
DEU Manufacture of other non-metallic mineral products,39634.9
DEU Manufacture of basic metals,47450.8
"DEU Manufacture of fabricated metal products, except machinery and equipment",4219.3
"DEU Manufacture of computer, electronic and optical products",1012.4
DEU Manufacture of electrical equipment,1408.0
DEU Manufacture of machinery and equipment n.e.c.,3723.8
"DEU Manufacture of motor vehicles, trailers and semi-trailers",4541.1
DEU Manufacture of other transport equipment,462.2
DEU Manufacture of furniture; other manufacturing,1021.8
DEU Repair and installation of machinery and equipment,443.4
"DEU Electricity, gas, steam and air conditioning supply",357436.7
"DEU Water collection, treatment and supply",2697.4
"DEU Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",6404.6
DEU Construction,8730.4
DEU Wholesale and retail trade and repair of motor vehicles and motorcycles,1814.9
"DEU Wholesale trade, except of motor vehicles and motorcycles",5720.3
"DEU Retail trade, except of motor vehicles and motorcycles",9469.7
DEU Land transport and transport via pipelines,14713.0
DEU Water transport,31035.2
DEU Air transport,30325.1
DEU Warehousing and support activities for transportation,10083.6
DEU Postal and courier activities,3175.6
DEU Accommodation and food service activities,3494.4
DEU Publishing activities,876.5
"DEU Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",635.7
DEU Telecommunications,1234.2
"DEU Computer programming, consultancy and related activities; information service activities",1331.0
"DEU Financial service activities, except insurance and pension funding",1095.8
"DEU Insurance, reinsurance and pension funding, except compulsory social security",613.3
DEU Activities auxiliary to financial services and insurance activities,296.9
DEU Real estate activities,1139.9
DEU Legal and accounting activities; activities of head offices; management consultancy activities,4545.3
DEU Architectural and engineering activities; technical testing and analysis,1856.1
DEU Scientific research and development,694.0
DEU Advertising and market research,813.7
"DEU Other professional, scientific and technical activities; veterinary activities",588.2
DEU Administrative and support service activities,1134.9
DEU Public administration and defence; compulsory social security,7423.0
DEU Education,4952.7
DEU Human health and social work activities,6806.9
DEU Other service activities,7071.5
DEU Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
DEU Activities of extraterritorial organizations and bodies,0.0
"ESP Crop and animal production, hunting and related service activities",8753.2
ESP Forestry and logging,92.1
ESP Fishing and aquaculture,2552.1
ESP Mining and quarrying,5234.6
"ESP Manufacture of food products, beverages and tobacco products",2067.0
"ESP Manufacture of textiles, wearing apparel and leather products",1000.2
"ESP Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1252.7
ESP Manufacture of paper and paper products,4005.1
ESP Printing and reproduction of recorded media,238.9
ESP Manufacture of coke and refined petroleum products ,16505.4
ESP Manufacture of chemicals and chemical products ,9043.4
ESP Manufacture of basic pharmaceutical products and pharmaceutical preparations,37.0
ESP Manufacture of rubber and plastic products,1166.7
ESP Manufacture of other non-metallic mineral products,43731.4
ESP Manufacture of basic metals,12117.5
"ESP Manufacture of fabricated metal products, except machinery and equipment",761.3
"ESP Manufacture of computer, electronic and optical products",189.8
ESP Manufacture of electrical equipment,995.6
ESP Manufacture of machinery and equipment n.e.c.,1161.8
"ESP Manufacture of motor vehicles, trailers and semi-trailers",2240.9
ESP Manufacture of other transport equipment,535.0
ESP Manufacture of furniture; other manufacturing,74.5
ESP Repair and installation of machinery and equipment,74.3
"ESP Electricity, gas, steam and air conditioning supply",91897.6
"ESP Water collection, treatment and supply",139.8
"ESP Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",902.0
ESP Construction,1045.2
ESP Wholesale and retail trade and repair of motor vehicles and motorcycles,393.1
"ESP Wholesale trade, except of motor vehicles and motorcycles",2033.1
"ESP Retail trade, except of motor vehicles and motorcycles",1946.5
ESP Land transport and transport via pipelines,40662.9
ESP Water transport,4259.8
ESP Air transport,11535.9
ESP Warehousing and support activities for transportation,229.8
ESP Postal and courier activities,87.5
ESP Accommodation and food service activities,814.3
ESP Publishing activities,39.7
"ESP Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",170.7
ESP Telecommunications,127.3
"ESP Computer programming, consultancy and related activities; information service activities",158.0
"ESP Financial service activities, except insurance and pension funding",103.9
"ESP Insurance, reinsurance and pension funding, except compulsory social security",40.7
ESP Activities auxiliary to financial services and insurance activities,117.8
ESP Real estate activities,70.3
ESP Legal and accounting activities; activities of head offices; management consultancy activities,163.1
ESP Architectural and engineering activities; technical testing and analysis,115.8
ESP Scientific research and development,46.8
ESP Advertising and market research,40.9
"ESP Other professional, scientific and technical activities; veterinary activities",30.8
ESP Administrative and support service activities,285.8
ESP Public administration and defence; compulsory social security,2565.0
ESP Education,975.9
ESP Human health and social work activities,957.2
ESP Other service activities,1191.7
ESP Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
ESP Activities of extraterritorial organizations and bodies,0.0
"FRA Crop and animal production, hunting and related service activities",12944.4
FRA Forestry and logging,557.3
FRA Fishing and aquaculture,1051.2
FRA Mining and quarrying,1578.2
"FRA Manufacture of food products, beverages and tobacco products",10235.1
"FRA Manufacture of textiles, wearing apparel and leather products",1306.3
"FRA Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",659.0
FRA Manufacture of paper and paper products,3096.9
FRA Printing and reproduction of recorded media,403.3
FRA Manufacture of coke and refined petroleum products ,21503.4
FRA Manufacture of chemicals and chemical products ,22227.7
FRA Manufacture of basic pharmaceutical products and pharmaceutical preparations,773.7
FRA Manufacture of rubber and plastic products,2084.8
FRA Manufacture of other non-metallic mineral products,25162.4
FRA Manufacture of basic metals,23095.0
"FRA Manufacture of fabricated metal products, except machinery and equipment",1373.8
"FRA Manufacture of computer, electronic and optical products",232.2
FRA Manufacture of electrical equipment,491.1
FRA Manufacture of machinery and equipment n.e.c.,669.9
"FRA Manufacture of motor vehicles, trailers and semi-trailers",1067.3
FRA Manufacture of other transport equipment,381.6
FRA Manufacture of furniture; other manufacturing,801.1
FRA Repair and installation of machinery and equipment,417.0
"FRA Electricity, gas, steam and air conditioning supply",40218.9
"FRA Water collection, treatment and supply",88.9
"FRA Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",9874.3
FRA Construction,7677.3
FRA Wholesale and retail trade and repair of motor vehicles and motorcycles,2593.0
"FRA Wholesale trade, except of motor vehicles and motorcycles",3120.0
"FRA Retail trade, except of motor vehicles and motorcycles",3851.1
FRA Land transport and transport via pipelines,23992.1
FRA Water transport,3626.1
FRA Air transport,21553.6
FRA Warehousing and support activities for transportation,513.3
FRA Postal and courier activities,554.5
FRA Accommodation and food service activities,4014.6
FRA Publishing activities,136.9
"FRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",278.2
FRA Telecommunications,279.3
"FRA Computer programming, consultancy and related activities; information service activities",326.6
"FRA Financial service activities, except insurance and pension funding",535.7
"FRA Insurance, reinsurance and pension funding, except compulsory social security",113.8
FRA Activities auxiliary to financial services and insurance activities,120.7
FRA Real estate activities,378.7
FRA Legal and accounting activities; activities of head offices; management consultancy activities,662.6
FRA Architectural and engineering activities; technical testing and analysis,655.0
FRA Scientific research and development,773.7
FRA Advertising and market research,203.7
"FRA Other professional, scientific and technical activities; veterinary activities",113.7
FRA Administrative and support service activities,6985.3
FRA Public administration and defence; compulsory social security,4234.0
FRA Education,3429.1
FRA Human health and social work activities,6417.3
FRA Other service activities,3397.8
FRA Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
FRA Activities of extraterritorial organizations and bodies,0.0
"GBR Crop and animal production, hunting and related service activities",6430.9
GBR Forestry and logging,31.4
GBR Fishing and aquaculture,711.4
GBR Mining and quarrying,23425.4
"GBR Manufacture of food products, beverages and tobacco products",7489.9
"GBR Manufacture of textiles, wearing apparel and leather products",1987.3
"GBR Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",759.7
GBR Manufacture of paper and paper products,4354.8
GBR Printing and reproduction of recorded media,767.6
GBR Manufacture of coke and refined petroleum products ,18830.3
GBR Manufacture of chemicals and chemical products ,15642.3
GBR Manufacture of basic pharmaceutical products and pharmaceutical preparations,1179.8
GBR Manufacture of rubber and plastic products,2357.1
GBR Manufacture of other non-metallic mineral products,16012.4
GBR Manufacture of basic metals,25779.9
"GBR Manufacture of fabricated metal products, except machinery and equipment",2838.0
"GBR Manufacture of computer, electronic and optical products",520.6
GBR Manufacture of electrical equipment,701.7
GBR Manufacture of machinery and equipment n.e.c.,1388.7
