,0
"CAN Wholesale trade, except of motor vehicles and motorcycles",5373.0
"CAN Retail trade, except of motor vehicles and motorcycles",6378.6
CAN Land transport and transport via pipelines,36576.3
CAN Water transport,17368.7
CAN Air transport,28053.4
CAN Warehousing and support activities for transportation,1811.5
CAN Postal and courier activities,954.2
CAN Accommodation and food service activities,3686.6
CAN Publishing activities,21.8
"CAN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",315.6
CAN Telecommunications,890.4
"CAN Computer programming, consultancy and related activities; information service activities",784.9
"CAN Financial service activities, except insurance and pension funding",3163.8
"CAN Insurance, reinsurance and pension funding, except compulsory social security",738.9
CAN Activities auxiliary to financial services and insurance activities,0.0
CAN Real estate activities,7980.2
CAN Legal and accounting activities; activities of head offices; management consultancy activities,1047.2
CAN Architectural and engineering activities; technical testing and analysis,785.5
CAN Scientific research and development,591.8
CAN Advertising and market research,243.9
"CAN Other professional, scientific and technical activities; veterinary activities",1757.3
CAN Administrative and support service activities,3761.8
CAN Public administration and defence; compulsory social security,7331.4
CAN Education,6735.7
CAN Human health and social work activities,6543.2
CAN Other service activities,4558.7
CAN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
CAN Activities of extraterritorial organizations and bodies,0.0
"CHN Crop and animal production, hunting and related service activities",142792.5
CHN Forestry and logging,22894.4
CHN Fishing and aquaculture,8309.4
CHN Mining and quarrying,240808.6
"CHN Manufacture of food products, beverages and tobacco products",136542.3
"CHN Manufacture of textiles, wearing apparel and leather products",83139.5
"CHN Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",20249.7
CHN Manufacture of paper and paper products,66870.6
CHN Printing and reproduction of recorded media,4012.8
CHN Manufacture of coke and refined petroleum products ,161129.0
CHN Manufacture of chemicals and chemical products ,603602.5
CHN Manufacture of basic pharmaceutical products and pharmaceutical preparations,641.3
CHN Manufacture of rubber and plastic products,169764.8
CHN Manufacture of other non-metallic mineral products,1480149.7
CHN Manufacture of basic metals,1118889.6
"CHN Manufacture of fabricated metal products, except machinery and equipment",25111.7
"CHN Manufacture of computer, electronic and optical products",13749.9
CHN Manufacture of electrical equipment,25386.9
CHN Manufacture of machinery and equipment n.e.c.,56740.4
"CHN Manufacture of motor vehicles, trailers and semi-trailers",17922.3
CHN Manufacture of other transport equipment,10903.8
CHN Manufacture of furniture; other manufacturing,46083.4
CHN Repair and installation of machinery and equipment,0.0
"CHN Electricity, gas, steam and air conditioning supply",3448399.5
"CHN Water collection, treatment and supply",2502.0
"CHN Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",41241.1
CHN Construction,58347.0
CHN Wholesale and retail trade and repair of motor vehicles and motorcycles,0.0
"CHN Wholesale trade, except of motor vehicles and motorcycles",24453.4
"CHN Retail trade, except of motor vehicles and motorcycles",5058.8
CHN Land transport and transport via pipelines,77789.7
CHN Water transport,90464.4
CHN Air transport,25496.4
CHN Warehousing and support activities for transportation,17730.3
CHN Postal and courier activities,1340.0
CHN Accommodation and food service activities,18202.5
CHN Publishing activities,0.0
"CHN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.0
CHN Telecommunications,1151.8
"CHN Computer programming, consultancy and related activities; information service activities",658.8
"CHN Financial service activities, except insurance and pension funding",4829.6
"CHN Insurance, reinsurance and pension funding, except compulsory social security",657.6
CHN Activities auxiliary to financial services and insurance activities,0.0
CHN Real estate activities,5180.7
CHN Legal and accounting activities; activities of head offices; management consultancy activities,15149.2
CHN Architectural and engineering activities; technical testing and analysis,0.0
CHN Scientific research and development,4929.9
CHN Advertising and market research,0.0
"CHN Other professional, scientific and technical activities; veterinary activities",7796.1
CHN Administrative and support service activities,1704.7
CHN Public administration and defence; compulsory social security,49895.3
CHN Education,49793.2
CHN Human health and social work activities,45543.2
CHN Other service activities,45974.4
CHN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
CHN Activities of extraterritorial organizations and bodies,0.0
"DEU Crop and animal production, hunting and related service activities",9219.8
DEU Forestry and logging,313.7
DEU Fishing and aquaculture,55.3
DEU Mining and quarrying,6130.8
"DEU Manufacture of food products, beverages and tobacco products",9449.6
"DEU Manufacture of textiles, wearing apparel and leather products",929.5
"DEU Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1202.0
DEU Manufacture of paper and paper products,7289.9
DEU Printing and reproduction of recorded media,894.8
DEU Manufacture of coke and refined petroleum products ,21895.8
DEU Manufacture of chemicals and chemical products ,27815.3
DEU Manufacture of basic pharmaceutical products and pharmaceutical preparations,1291.0
DEU Manufacture of rubber and plastic products,2668.3
DEU Manufacture of other non-metallic mineral products,35381.2
DEU Manufacture of basic metals,45954.1
"DEU Manufacture of fabricated metal products, except machinery and equipment",4145.2
"DEU Manufacture of computer, electronic and optical products",920.1
DEU Manufacture of electrical equipment,1348.4
DEU Manufacture of machinery and equipment n.e.c.,3818.3
"DEU Manufacture of motor vehicles, trailers and semi-trailers",4810.2
DEU Manufacture of other transport equipment,850.3
DEU Manufacture of furniture; other manufacturing,1030.4
DEU Repair and installation of machinery and equipment,422.3
"DEU Electricity, gas, steam and air conditioning supply",350751.1
"DEU Water collection, treatment and supply",1345.9
"DEU Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",5944.9
DEU Construction,9201.5
DEU Wholesale and retail trade and repair of motor vehicles and motorcycles,1911.0
"DEU Wholesale trade, except of motor vehicles and motorcycles",6190.5
"DEU Retail trade, except of motor vehicles and motorcycles",9474.4
DEU Land transport and transport via pipelines,16154.4
DEU Water transport,26601.6
DEU Air transport,26314.8
DEU Warehousing and support activities for transportation,9367.0
DEU Postal and courier activities,2880.4
DEU Accommodation and food service activities,3786.7
DEU Publishing activities,526.3
"DEU Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",413.6
DEU Telecommunications,1024.5
"DEU Computer programming, consultancy and related activities; information service activities",1231.8
"DEU Financial service activities, except insurance and pension funding",1128.5
"DEU Insurance, reinsurance and pension funding, except compulsory social security",514.9
DEU Activities auxiliary to financial services and insurance activities,221.3
DEU Real estate activities,1015.1
DEU Legal and accounting activities; activities of head offices; management consultancy activities,2964.2
DEU Architectural and engineering activities; technical testing and analysis,1449.6
DEU Scientific research and development,1647.2
DEU Advertising and market research,557.6
"DEU Other professional, scientific and technical activities; veterinary activities",431.4
DEU Administrative and support service activities,1058.4
DEU Public administration and defence; compulsory social security,7189.4
DEU Education,4454.4
DEU Human health and social work activities,6936.4
DEU Other service activities,6252.1
DEU Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
DEU Activities of extraterritorial organizations and bodies,0.0
"ESP Crop and animal production, hunting and related service activities",8707.3
ESP Forestry and logging,64.9
ESP Fishing and aquaculture,2755.6
ESP Mining and quarrying,4670.4
"ESP Manufacture of food products, beverages and tobacco products",1982.6
"ESP Manufacture of textiles, wearing apparel and leather products",1029.6
"ESP Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1163.8
ESP Manufacture of paper and paper products,3983.1
ESP Printing and reproduction of recorded media,263.7
ESP Manufacture of coke and refined petroleum products ,15199.1
ESP Manufacture of chemicals and chemical products ,8681.1
ESP Manufacture of basic pharmaceutical products and pharmaceutical preparations,27.3
ESP Manufacture of rubber and plastic products,1260.2
ESP Manufacture of other non-metallic mineral products,33074.4
ESP Manufacture of basic metals,12002.2
"ESP Manufacture of fabricated metal products, except machinery and equipment",1014.0
"ESP Manufacture of computer, electronic and optical products",167.5
ESP Manufacture of electrical equipment,859.9
ESP Manufacture of machinery and equipment n.e.c.,950.0
"ESP Manufacture of motor vehicles, trailers and semi-trailers",2038.1
ESP Manufacture of other transport equipment,432.0
ESP Manufacture of furniture; other manufacturing,47.2
ESP Repair and installation of machinery and equipment,56.1
"ESP Electricity, gas, steam and air conditioning supply",59685.4
"ESP Water collection, treatment and supply",103.6
"ESP Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",918.7
ESP Construction,747.8
ESP Wholesale and retail trade and repair of motor vehicles and motorcycles,826.0
"ESP Wholesale trade, except of motor vehicles and motorcycles",2589.1
"ESP Retail trade, except of motor vehicles and motorcycles",2237.0
ESP Land transport and transport via pipelines,34961.9
ESP Water transport,3396.1
ESP Air transport,10069.1
ESP Warehousing and support activities for transportation,267.7
ESP Postal and courier activities,70.3
ESP Accommodation and food service activities,874.7
ESP Publishing activities,69.8
"ESP Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",225.6
ESP Telecommunications,263.6
"ESP Computer programming, consultancy and related activities; information service activities",344.9
"ESP Financial service activities, except insurance and pension funding",118.0
"ESP Insurance, reinsurance and pension funding, except compulsory social security",40.2
ESP Activities auxiliary to financial services and insurance activities,81.0
ESP Real estate activities,82.2
ESP Legal and accounting activities; activities of head offices; management consultancy activities,173.4
ESP Architectural and engineering activities; technical testing and analysis,198.1
ESP Scientific research and development,66.4
ESP Advertising and market research,77.3
"ESP Other professional, scientific and technical activities; veterinary activities",60.9
ESP Administrative and support service activities,357.5
ESP Public administration and defence; compulsory social security,2587.5
ESP Education,1250.2
ESP Human health and social work activities,1200.5
ESP Other service activities,1384.3
ESP Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
ESP Activities of extraterritorial organizations and bodies,0.0
"FRA Crop and animal production, hunting and related service activities",13132.4
FRA Forestry and logging,549.8
FRA Fishing and aquaculture,1342.2
FRA Mining and quarrying,1268.8
"FRA Manufacture of food products, beverages and tobacco products",9455.9
"FRA Manufacture of textiles, wearing apparel and leather products",989.5
"FRA Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",539.7
FRA Manufacture of paper and paper products,2631.1
FRA Printing and reproduction of recorded media,378.1
FRA Manufacture of coke and refined petroleum products ,18603.7
FRA Manufacture of chemicals and chemical products ,20221.3
FRA Manufacture of basic pharmaceutical products and pharmaceutical preparations,993.7
FRA Manufacture of rubber and plastic products,1638.8
FRA Manufacture of other non-metallic mineral products,22606.2
FRA Manufacture of basic metals,20637.0
"FRA Manufacture of fabricated metal products, except machinery and equipment",1126.9
"FRA Manufacture of computer, electronic and optical products",244.0
FRA Manufacture of electrical equipment,528.2
FRA Manufacture of machinery and equipment n.e.c.,640.5
"FRA Manufacture of motor vehicles, trailers and semi-trailers",971.5
FRA Manufacture of other transport equipment,366.1
FRA Manufacture of furniture; other manufacturing,319.9
FRA Repair and installation of machinery and equipment,432.8
"FRA Electricity, gas, steam and air conditioning supply",40909.9
"FRA Water collection, treatment and supply",91.2
"FRA Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",10242.0
FRA Construction,7613.7
FRA Wholesale and retail trade and repair of motor vehicles and motorcycles,3310.0
"FRA Wholesale trade, except of motor vehicles and motorcycles",3401.7
"FRA Retail trade, except of motor vehicles and motorcycles",3968.6
FRA Land transport and transport via pipelines,22104.4
FRA Water transport,3617.8
FRA Air transport,19581.4
FRA Warehousing and support activities for transportation,526.2
FRA Postal and courier activities,570.2
FRA Accommodation and food service activities,3956.2
FRA Publishing activities,139.8
"FRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",272.3
FRA Telecommunications,278.8
"FRA Computer programming, consultancy and related activities; information service activities",335.3
"FRA Financial service activities, except insurance and pension funding",581.5
"FRA Insurance, reinsurance and pension funding, except compulsory social security",117.8
FRA Activities auxiliary to financial services and insurance activities,132.2
FRA Real estate activities,460.4
FRA Legal and accounting activities; activities of head offices; management consultancy activities,653.6
FRA Architectural and engineering activities; technical testing and analysis,675.4
FRA Scientific research and development,738.8
FRA Advertising and market research,204.8
"FRA Other professional, scientific and technical activities; veterinary activities",114.9
FRA Administrative and support service activities,6475.5
FRA Public administration and defence; compulsory social security,4391.1
FRA Education,3433.9
FRA Human health and social work activities,6301.2
FRA Other service activities,3218.2
FRA Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
FRA Activities of extraterritorial organizations and bodies,0.0
"GBR Crop and animal production, hunting and related service activities",6348.9
GBR Forestry and logging,30.1
GBR Fishing and aquaculture,727.7
GBR Mining and quarrying,22773.1
"GBR Manufacture of food products, beverages and tobacco products",7111.9
"GBR Manufacture of textiles, wearing apparel and leather products",1659.7
"GBR Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",839.4
GBR Manufacture of paper and paper products,3303.0
GBR Printing and reproduction of recorded media,616.5
GBR Manufacture of coke and refined petroleum products ,18518.6
GBR Manufacture of chemicals and chemical products ,13973.5
GBR Manufacture of basic pharmaceutical products and pharmaceutical preparations,844.9
GBR Manufacture of rubber and plastic products,3243.8
GBR Manufacture of other non-metallic mineral products,12039.3
GBR Manufacture of basic metals,19117.6
"GBR Manufacture of fabricated metal products, except machinery and equipment",2620.3
"GBR Manufacture of computer, electronic and optical products",450.2
GBR Manufacture of electrical equipment,594.6
GBR Manufacture of machinery and equipment n.e.c.,1273.4
