Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
"AUT Crop and animal production, hunting and related service activities",12272430741143.623,12272430741142.39,12272430741142.303,12272430741142.076,12272430741142.791,12272430741142.355,12272430741142.156,12272430741142.096,12272430741142.094,12272430741142.074,12272430741142.121,12272430741142.123,12272430741142.104,12272430741142.072,12272430741142.07,12272430741142.068,12272430741142.074,12272430741142.07,12272430741142.076,12272430741142.082,12272430741142.08,12272430741142.105,12272430741142.07,12272430741142.072,12272430741142.094,12272430741142.076,12272430741142.088,12272430741142.092,12272430741142.19,12272430741142.082,12272430741142.07,12272430741142.076,12272430741142.086,12272430741142.088,12272430741142.348,12272430741142.086,12272430741142.113,12272430741142.07,12272430741142.08,12272430741142.07,12272430741142.07,12272430741142.076,12272430741142.08,12272430741142.082,12272430741142.098,12272430741142.084,12272430741142.096,12272430741142.115,12272430741142.12,12272430741142.11
AUT Forestry and logging,1912126007150.694,1912126007151.7314,1912126007150.694,1912126007150.6873,1912126007150.691,1912126007150.6914,1912126007150.9622,1912126007150.7578,1912126007150.6997,1912126007150.6868,1912126007150.703,1912126007150.697,1912126007150.6973,1912126007150.688,1912126007150.687,1912126007150.6921,1912126007150.687,1912126007150.6875,1912126007150.6885,1912126007150.6877,1912126007150.6973,1912126007150.7488,1912126007150.6875,1912126007150.689,1912126007150.687,1912126007150.6997,1912126007150.6868,1912126007150.6877,1912126007150.6887,1912126007150.6868,1912126007150.685,1912126007150.686,1912126007150.687,1912126007150.687,1912126007150.6885,1912126007150.6895,1912126007150.6873,1912126007150.6873,1912126007150.6853,1912126007150.6824,1912126007150.6824,1912126007150.6833,1912126007150.6868,1912126007150.6848,1912126007150.6863,1912126007150.6873,1912126007150.691,1912126007150.688,1912126007150.6868,1912126007150.6865
AUT Fishing and aquaculture,435486761574.9465,435486761574.945,435486761575.9594,435486761574.9443,435486761574.95776,435486761574.95685,435486761574.9444,435486761574.9445,435486761574.9448,435486761574.94446,435486761574.94495,435486761574.9454,435486761574.94464,435486761574.94434,435486761574.9441,435486761574.9441,435486761574.9444,435486761574.9443,435486761574.9444,435486761574.9445,435486761574.9443,435486761574.94617,435486761574.9441,435486761574.944,435486761574.94507,435486761574.94385,435486761574.9446,435486761574.9449,435486761574.95026,435486761574.9446,435486761574.94415,435486761574.94446,435486761574.9448,435486761574.9448,435486761574.9649,435486761574.94476,435486761574.9448,435486761574.94446,435486761574.9446,435486761574.9443,435486761574.94415,435486761574.94434,435486761574.94446,435486761574.9447,435486761574.9448,435486761574.9447,435486761574.94476,435486761574.9451,435486761574.94543,435486761574.9452
AUT Mining and quarrying,45422502940180.664,45422502940180.734,45422502940180.75,45422502940181.984,45422502940180.61,45422502940180.62,45422502940180.69,45422502940180.64,45422502940180.64,45422502940181.68,45422502940180.78,45422502940180.63,45422502940180.7,45422502940180.914,45422502940181.56,45422502940181.02,45422502940180.805,45422502940180.984,45422502940180.94,45422502940180.78,45422502940180.875,45422502940180.836,45422502940180.9,45422502940180.69,45422502940180.85,45422502940180.68,45422502940180.69,45422502940180.65,45422502940180.57,45422502940180.86,45422502940180.72,45422502940180.83,45422502940180.61,45422502940180.7,45422502940180.61,45422502940180.555,45422502940180.56,45422502940180.62,45422502940180.58,45422502940180.53,45422502940180.53,45422502940180.56,45422502940180.58,45422502940180.57,45422502940180.6,45422502940180.61,45422502940180.58,45422502940180.6,45422502940180.58,45422502940180.59
"AUT Manufacture of food products, beverages and tobacco products",13369196067714.06,13369196067713.982,13369196067714.082,13369196067713.943,13369196067715.28,13369196067714.107,13369196067713.951,13369196067713.945,13369196067713.957,13369196067713.945,13369196067713.988,13369196067714.016,13369196067713.96,13369196067713.943,13369196067713.938,13369196067713.938,13369196067713.945,13369196067713.943,13369196067713.945,13369196067713.95,13369196067713.945,13369196067713.957,13369196067713.936,13369196067713.938,13369196067713.977,13369196067713.934,13369196067713.959,13369196067713.96,13369196067714.098,13369196067713.95,13369196067713.936,13369196067713.943,13369196067713.957,13369196067713.957,13369196067714.361,13369196067713.951,13369196067713.965,13369196067713.943,13369196067713.951,13369196067713.938,13369196067713.938,13369196067713.941,13369196067713.945,13369196067713.951,13369196067713.957,13369196067713.957,13369196067713.969,13369196067713.99,13369196067713.984,13369196067713.984
"AUT Manufacture of textiles, wearing apparel and leather products",3794046041862.1777,3794046041862.1846,3794046041862.1987,3794046041862.1763,3794046041862.1797,3794046041863.583,3794046041862.181,3794046041862.1865,3794046041862.1934,3794046041862.1743,3794046041862.182,3794046041862.18,3794046041862.198,3794046041862.1797,3794046041862.1753,3794046041862.18,3794046041862.181,3794046041862.1787,3794046041862.181,3794046041862.185,3794046041862.193,3794046041862.2324,3794046041862.175,3794046041862.1733,3794046041862.2065,3794046041862.1763,3794046041862.183,3794046041862.1787,3794046041862.1787,3794046041862.1797,3794046041862.1753,3794046041862.177,3794046041862.1777,3794046041862.1836,3794046041862.185,3794046041862.1787,3794046041862.1797,3794046041862.177,3794046041862.1763,3794046041862.1685,3794046041862.1685,3794046041862.1704,3794046041862.1733,3794046041862.1733,3794046041862.1763,3794046041862.181,3794046041862.1846,3794046041862.205,3794046041862.183,3794046041862.205
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5326287359761.104,5326287359761.113,5326287359761.126,5326287359761.108,5326287359761.102,5326287359761.115,5326287359762.315,5326287359761.115,5326287359761.107,5326287359761.106,5326287359761.102,5326287359761.101,5326287359761.106,5326287359761.105,5326287359761.107,5326287359761.13,5326287359761.103,5326287359761.105,5326287359761.11,5326287359761.106,5326287359761.15,5326287359761.339,5326287359761.109,5326287359761.115,5326287359761.104,5326287359761.159,5326287359761.104,5326287359761.107,5326287359761.107,5326287359761.1045,5326287359761.102,5326287359761.1045,5326287359761.108,5326287359761.104,5326287359761.103,5326287359761.101,5326287359761.106,5326287359761.106,5326287359761.099,5326287359761.092,5326287359761.092,5326287359761.096,5326287359761.106,5326287359761.099,5326287359761.102,5326287359761.105,5326287359761.12,5326287359761.102,5326287359761.1045,5326287359761.101
AUT Manufacture of paper and paper products,5651643437597.35,5651643437597.344,5651643437597.346,5651643437597.343,5651643437597.376,5651643437597.358,5651643437597.348,5651643437598.57,5651643437597.5205,5651643437597.343,5651643437597.356,5651643437597.383,5651643437597.361,5651643437597.36,5651643437597.343,5651643437597.344,5651643437597.353,5651643437597.349,5651643437597.351,5651643437597.348,5651643437597.346,5651643437597.351,5651643437597.344,5651643437597.34,5651643437597.355,5651643437597.345,5651643437597.349,5651643437597.355,5651643437597.365,5651643437597.344,5651643437597.342,5651643437597.346,5651643437597.346,5651643437597.355,5651643437597.361,5651643437597.43,5651643437597.353,5651643437597.351,5651643437597.353,5651643437597.34,5651643437597.339,5651643437597.34,5651643437597.344,5651643437597.349,5651643437597.35,5651643437597.355,5651643437597.37,5651643437597.371,5651643437597.35,5651643437597.359
AUT Printing and reproduction of recorded media,7432466280981.408,7432466280981.411,7432466280981.41,7432466280981.409,7432466280981.412,7432466280981.421,7432466280981.409,7432466280981.459,7432466280982.457,7432466280981.407,7432466280981.414,7432466280981.419,7432466280981.414,7432466280981.412,7432466280981.407,7432466280981.407,7432466280981.416,7432466280981.413,7432466280981.42,7432466280981.418,7432466280981.411,7432466280981.413,7432466280981.409,7432466280981.406,7432466280981.433,7432466280981.408,7432466280981.418,7432466280981.428,7432466280981.448,7432466280981.412,7432466280981.407,7432466280981.411,7432466280981.417,7432466280981.436,7432466280981.42,7432466280981.461,7432466280981.446,7432466280981.427,7432466280981.436,7432466280981.412,7432466280981.411,7432466280981.413,7432466280981.417,7432466280981.423,7432466280981.429,7432466280981.434,7432466280981.443,7432466280981.421,7432466280981.427,7432466280981.439
AUT Manufacture of coke and refined petroleum products ,21480515172149.984,21480515172150.03,21480515172150.06,21480515172150.06,21480515172149.96,21480515172149.93,21480515172149.98,21480515172149.94,21480515172149.938,21480515172151.07,21480515172150.0,21480515172149.934,21480515172149.973,21480515172149.992,21480515172150.03,21480515172149.97,21480515172149.938,21480515172149.97,21480515172149.97,21480515172149.94,21480515172149.957,21480515172149.96,21480515172149.96,21480515172149.97,21480515172150.188,21480515172149.934,21480515172149.94,21480515172149.92,21480515172149.906,21480515172150.16,21480515172150.055,21480515172150.156,21480515172149.934,21480515172150.03,21480515172149.934,21480515172149.906,21480515172149.902,21480515172149.94,21480515172149.91,21480515172149.895,21480515172149.895,21480515172149.906,21480515172149.91,21480515172149.91,21480515172149.926,21480515172149.93,21480515172149.918,21480515172149.92,21480515172149.906,21480515172149.926
