Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
"AUT Crop and animal production, hunting and related service activities",25143577009891.336,25143577009889.97,25143577009889.83,25143577009889.445,25143577009890.555,25143577009889.953,25143577009889.652,25143577009889.504,25143577009889.465,25143577009889.445,25143577009889.53,25143577009889.53,25143577009889.5,25143577009889.434,25143577009889.426,25143577009889.44,25143577009889.445,25143577009889.434,25143577009889.438,25143577009889.445,25143577009889.45,25143577009889.51,25143577009889.434,25143577009889.457,25143577009889.46,25143577009889.445,25143577009889.453,25143577009889.473,25143577009889.645,25143577009889.445,25143577009889.43,25143577009889.44,25143577009889.457,25143577009889.445,25143577009889.887,25143577009889.465,25143577009889.508,25143577009889.45,25143577009889.45,25143577009889.434,25143577009889.438,25143577009889.434,25143577009889.465,25143577009889.465,25143577009889.49,25143577009889.46,25143577009889.49,25143577009889.496,25143577009889.535,25143577009889.496
AUT Forestry and logging,3754320528755.559,3754320528756.6143,3754320528755.561,3754320528755.5503,3754320528755.556,3754320528755.556,3754320528755.9565,3754320528755.6704,3754320528755.5713,3754320528755.551,3754320528755.577,3754320528755.568,3754320528755.5664,3754320528755.548,3754320528755.5474,3754320528755.5596,3754320528755.549,3754320528755.5503,3754320528755.5513,3754320528755.549,3754320528755.5664,3754320528755.654,3754320528755.5503,3754320528755.5527,3754320528755.5474,3754320528755.571,3754320528755.547,3754320528755.5503,3754320528755.5527,3754320528755.5493,3754320528755.5454,3754320528755.549,3754320528755.5483,3754320528755.547,3754320528755.5522,3754320528755.556,3754320528755.549,3754320528755.5493,3754320528755.5464,3754320528755.541,3754320528755.543,3754320528755.5425,3754320528755.549,3754320528755.546,3754320528755.5474,3754320528755.5503,3754320528755.557,3754320528755.5483,3754320528755.5513,3754320528755.5483
AUT Fishing and aquaculture,787594950295.2662,787594950295.2642,787594950296.2856,787594950295.263,787594950295.2811,787594950295.2831,787594950295.2638,787594950295.2635,787594950295.2635,787594950295.2635,787594950295.264,787594950295.265,787594950295.2637,787594950295.2627,787594950295.2626,787594950295.2633,787594950295.2634,787594950295.263,787594950295.2631,787594950295.2635,787594950295.2632,787594950295.2659,787594950295.2631,787594950295.2631,787594950295.2638,787594950295.2628,787594950295.2637,787594950295.2642,787594950295.273,787594950295.2634,787594950295.263,787594950295.2634,787594950295.2639,787594950295.2635,787594950295.2957,787594950295.264,787594950295.264,787594950295.2638,787594950295.2638,787594950295.2632,787594950295.2633,787594950295.2631,787594950295.2637,787594950295.2642,787594950295.264,787594950295.2639,787594950295.2642,787594950295.264,787594950295.2655,787594950295.2642
AUT Mining and quarrying,31435061326011.137,31435061326011.2,31435061326011.23,31435061326012.336,31435061326011.137,31435061326011.133,31435061326011.188,31435061326011.145,31435061326011.133,31435061326011.926,31435061326011.21,31435061326011.11,31435061326011.184,31435061326011.258,31435061326011.723,31435061326011.43,31435061326011.254,31435061326011.375,31435061326011.344,31435061326011.23,31435061326011.316,31435061326011.297,31435061326011.258,31435061326011.184,31435061326011.297,31435061326011.17,31435061326011.152,31435061326011.13,31435061326011.098,31435061326011.312,31435061326011.207,31435061326011.305,31435061326011.117,31435061326011.184,31435061326011.11,31435061326011.082,31435061326011.094,31435061326011.137,31435061326011.098,31435061326011.055,31435061326011.074,31435061326011.066,31435061326011.11,31435061326011.105,31435061326011.105,31435061326011.12,31435061326011.117,31435061326011.11,31435061326011.12,31435061326011.11
"AUT Manufacture of food products, beverages and tobacco products",15261218798167.021,15261218798166.945,15261218798167.041,15261218798166.906,15261218798168.207,15261218798167.074,15261218798166.928,15261218798166.918,15261218798166.914,15261218798166.912,15261218798166.955,15261218798166.98,15261218798166.932,15261218798166.902,15261218798166.896,15261218798166.906,15261218798166.912,15261218798166.904,15261218798166.906,15261218798166.918,15261218798166.912,15261218798166.926,15261218798166.902,15261218798166.912,15261218798166.938,15261218798166.9,15261218798166.922,15261218798166.93,15261218798167.07,15261218798166.914,15261218798166.9,15261218798166.906,15261218798166.92,15261218798166.914,15261218798167.324,15261218798166.918,15261218798166.93,15261218798166.918,15261218798166.92,15261218798166.904,15261218798166.904,15261218798166.9,15261218798166.914,15261218798166.926,15261218798166.928,15261218798166.928,15261218798166.943,15261218798166.947,15261218798166.963,15261218798166.953
"AUT Manufacture of textiles, wearing apparel and leather products",1448604144707.2686,1448604144707.2703,1448604144707.274,1448604144707.2686,1448604144707.2698,1448604144708.3748,1448604144707.2722,1448604144707.2725,1448604144707.2747,1448604144707.268,1448604144707.2708,1448604144707.2703,1448604144707.2742,1448604144707.269,1448604144707.268,1448604144707.271,1448604144707.2705,1448604144707.2705,1448604144707.2708,1448604144707.2722,1448604144707.2742,1448604144707.2834,1448604144707.2683,1448604144707.2686,1448604144707.275,1448604144707.2698,1448604144707.2717,1448604144707.2693,1448604144707.2695,1448604144707.2695,1448604144707.268,1448604144707.269,1448604144707.2693,1448604144707.27,1448604144707.271,1448604144707.2698,1448604144707.2698,1448604144707.2695,1448604144707.2693,1448604144707.2659,1448604144707.2668,1448604144707.2664,1448604144707.268,1448604144707.2686,1448604144707.269,1448604144707.2695,1448604144707.2717,1448604144707.276,1448604144707.2715,1448604144707.2754
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6621838213382.007,6621838213382.0205,6621838213382.038,6621838213382.018,6621838213382.007,6621838213382.025,6621838213383.235,6621838213382.029,6621838213382.018,6621838213382.015,6621838213382.01,6621838213382.009,6621838213382.014,6621838213382.01,6621838213382.014,6621838213382.047,6621838213382.012,6621838213382.017,6621838213382.022,6621838213382.015,6621838213382.067,6621838213382.286,6621838213382.02,6621838213382.027,6621838213382.008,6621838213382.08,6621838213382.01,6621838213382.017,6621838213382.018,6621838213382.015,6621838213382.009,6621838213382.014,6621838213382.015,6621838213382.007,6621838213382.012,6621838213382.009,6621838213382.014,6621838213382.015,6621838213382.006,6621838213381.994,6621838213381.997,6621838213381.997,6621838213382.014,6621838213382.006,6621838213382.008,6621838213382.015,6621838213382.033,6621838213382.008,6621838213382.015,6621838213382.007
AUT Manufacture of paper and paper products,6733244466839.6455,6733244466839.641,6733244466839.644,6733244466839.64,6733244466839.668,6733244466839.656,6733244466839.651,6733244466840.882,6733244466839.829,6733244466839.641,6733244466839.657,6733244466839.6875,6733244466839.662,6733244466839.661,6733244466839.637,6733244466839.646,6733244466839.652,6733244466839.648,6733244466839.648,6733244466839.646,6733244466839.6455,6733244466839.651,6733244466839.644,6733244466839.642,6733244466839.652,6733244466839.6455,6733244466839.6455,6733244466839.658,6733244466839.667,6733244466839.643,6733244466839.638,6733244466839.6455,6733244466839.642,6733244466839.651,6733244466839.661,6733244466839.737,6733244466839.651,6733244466839.652,6733244466839.653,6733244466839.64,6733244466839.64,6733244466839.637,6733244466839.644,6733244466839.648,6733244466839.647,6733244466839.656,6733244466839.674,6733244466839.67,6733244466839.652,6733244466839.661
AUT Printing and reproduction of recorded media,8747203026985.936,8747203026985.939,8747203026985.941,8747203026985.941,8747203026985.94,8747203026985.95,8747203026985.946,8747203026985.994,8747203026986.989,8747203026985.94,8747203026985.944,8747203026985.951,8747203026985.946,8747203026985.941,8747203026985.934,8747203026985.946,8747203026985.948,8747203026985.947,8747203026985.952,8747203026985.947,8747203026985.944,8747203026985.948,8747203026985.947,8747203026985.941,8747203026985.962,8747203026985.941,8747203026985.949,8747203026985.966,8747203026985.987,8747203026985.944,8747203026985.938,8747203026985.941,8747203026985.948,8747203026985.967,8747203026985.951,8747203026985.997,8747203026985.981,8747203026985.966,8747203026985.972,8747203026985.945,8747203026985.944,8747203026985.944,8747203026985.953,8747203026985.959,8747203026985.961,8747203026985.973,8747203026985.981,8747203026985.954,8747203026985.967,8747203026985.975
AUT Manufacture of coke and refined petroleum products ,23899686877635.945,23899686877635.996,23899686877636.04,23899686877636.055,23899686877635.93,23899686877635.914,23899686877635.965,23899686877635.92,23899686877635.902,23899686877637.074,23899686877635.97,23899686877635.89,23899686877635.953,23899686877635.938,23899686877635.984,23899686877635.953,23899686877635.91,23899686877635.934,23899686877635.934,23899686877635.91,23899686877635.92,23899686877635.94,23899686877635.92,23899686877635.953,23899686877636.184,23899686877635.906,23899686877635.91,23899686877635.89,23899686877635.89,23899686877636.16,23899686877636.047,23899686877636.156,23899686877635.895,23899686877636.008,23899686877635.902,23899686877635.88,23899686877635.883,23899686877635.92,23899686877635.887,23899686877635.848,23899686877635.867,23899686877635.863,23899686877635.883,23899686877635.89,23899686877635.895,23899686877635.906,23899686877635.895,23899686877635.89,23899686877635.887,23899686877635.895
