Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
"AUT Crop and animal production, hunting and related service activities",17655276934257.477,17655276934256.195,17655276934256.07,17655276934255.777,17655276934256.668,17655276934256.14,17655276934255.92,17655276934255.824,17655276934255.81,17655276934255.785,17655276934255.86,17655276934255.86,17655276934255.84,17655276934255.773,17655276934255.777,17655276934255.79,17655276934255.777,17655276934255.777,17655276934255.777,17655276934255.793,17655276934255.797,17655276934255.824,17655276934255.777,17655276934255.793,17655276934255.812,17655276934255.785,17655276934255.793,17655276934255.81,17655276934255.934,17655276934255.785,17655276934255.78,17655276934255.785,17655276934255.785,17655276934255.797,17655276934256.13,17655276934255.81,17655276934255.84,17655276934255.797,17655276934255.793,17655276934255.793,17655276934255.793,17655276934255.785,17655276934255.8,17655276934255.8,17655276934255.81,17655276934255.81,17655276934255.816,17655276934255.85,17655276934255.844,17655276934255.82
AUT Forestry and logging,2608231252860.0415,2608231252861.0864,2608231252860.0415,2608231252860.0327,2608231252860.037,2608231252860.0386,2608231252860.3613,2608231252860.1226,2608231252860.0503,2608231252860.033,2608231252860.0547,2608231252860.047,2608231252860.047,2608231252860.033,2608231252860.0337,2608231252860.0396,2608231252860.0317,2608231252860.0327,2608231252860.034,2608231252860.034,2608231252860.045,2608231252860.105,2608231252860.0337,2608231252860.0366,2608231252860.033,2608231252860.0493,2608231252860.032,2608231252860.034,2608231252860.0347,2608231252860.033,2608231252860.031,2608231252860.0327,2608231252860.032,2608231252860.033,2608231252860.034,2608231252860.0386,2608231252860.033,2608231252860.0337,2608231252860.0312,2608231252860.0293,2608231252860.029,2608231252860.0283,2608231252860.033,2608231252860.0317,2608231252860.0312,2608231252860.0347,2608231252860.039,2608231252860.0356,2608231252860.034,2608231252860.032
AUT Fishing and aquaculture,616696962347.3989,616696962347.3972,616696962348.4148,616696962347.3959,616696962347.4124,616696962347.4116,616696962347.397,616696962347.3967,616696962347.397,616696962347.3962,616696962347.3971,616696962347.3977,616696962347.3971,616696962347.3958,616696962347.396,616696962347.3962,616696962347.396,616696962347.3959,616696962347.3959,616696962347.3965,616696962347.3961,616696962347.3981,616696962347.3961,616696962347.3964,616696962347.3972,616696962347.3958,616696962347.3965,616696962347.3971,616696962347.4038,616696962347.3964,616696962347.3962,616696962347.3965,616696962347.3965,616696962347.3969,616696962347.4224,616696962347.397,616696962347.397,616696962347.3967,616696962347.3967,616696962347.3967,616696962347.3966,616696962347.3965,616696962347.3966,616696962347.3971,616696962347.3967,616696962347.3971,616696962347.3971,616696962347.3977,616696962347.398,616696962347.3972
AUT Mining and quarrying,46389989964135.83,46389989964135.94,46389989964135.94,46389989964137.11,46389989964135.82,46389989964135.8,46389989964135.914,46389989964135.83,46389989964135.83,46389989964136.83,46389989964135.95,46389989964135.8,46389989964135.914,46389989964136.04,46389989964136.66,46389989964136.25,46389989964135.99,46389989964136.19,46389989964136.125,46389989964135.984,46389989964136.11,46389989964136.04,46389989964136.04,46389989964135.94,46389989964136.055,46389989964135.88,46389989964135.86,46389989964135.836,46389989964135.766,46389989964136.03,46389989964135.914,46389989964136.02,46389989964135.78,46389989964135.93,46389989964135.78,46389989964135.76,46389989964135.8,46389989964135.836,46389989964135.78,46389989964135.766,46389989964135.766,46389989964135.75,46389989964135.805,46389989964135.805,46389989964135.77,46389989964135.81,46389989964135.805,46389989964135.82,46389989964135.805,46389989964135.8
"AUT Manufacture of food products, beverages and tobacco products",14989927132667.33,14989927132667.256,14989927132667.344,14989927132667.201,14989927132668.54,14989927132667.367,14989927132667.234,14989927132667.219,14989927132667.225,14989927132667.209,14989927132667.264,14989927132667.293,14989927132667.242,14989927132667.2,14989927132667.201,14989927132667.209,14989927132667.201,14989927132667.2,14989927132667.203,14989927132667.219,14989927132667.209,14989927132667.217,14989927132667.203,14989927132667.217,14989927132667.248,14989927132667.201,14989927132667.225,14989927132667.232,14989927132667.367,14989927132667.21,14989927132667.209,14989927132667.21,14989927132667.21,14989927132667.227,14989927132667.637,14989927132667.225,14989927132667.238,14989927132667.227,14989927132667.225,14989927132667.217,14989927132667.215,14989927132667.209,14989927132667.215,14989927132667.23,14989927132667.223,14989927132667.232,14989927132667.246,14989927132667.27,14989927132667.262,14989927132667.25
"AUT Manufacture of textiles, wearing apparel and leather products",4066146919357.442,4066146919357.4507,4066146919357.4624,4066146919357.4385,4066146919357.447,4066146919358.837,4066146919357.4507,4066146919357.452,4066146919357.4585,4066146919357.4404,4066146919357.45,4066146919357.4473,4066146919357.4644,4066146919357.4434,4066146919357.4414,4066146919357.4473,4066146919357.4453,4066146919357.444,4066146919357.444,4066146919357.45,4066146919357.4575,4066146919357.4937,4066146919357.4414,4066146919357.4434,4066146919357.473,4066146919357.4434,4066146919357.449,4066146919357.446,4066146919357.444,4066146919357.4434,4066146919357.4404,4066146919357.442,4066146919357.4424,4066146919357.45,4066146919357.45,4066146919357.448,4066146919357.447,4066146919357.446,4066146919357.445,4066146919357.439,4066146919357.439,4066146919357.438,4066146919357.4404,4066146919357.4434,4066146919357.4424,4066146919357.4507,4066146919357.4517,4066146919357.4756,4066146919357.45,4066146919357.473
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5926545366163.817,5926545366163.833,5926545366163.844,5926545366163.823,5926545366163.816,5926545366163.832,5926545366165.041,5926545366163.835,5926545366163.827,5926545366163.824,5926545366163.821,5926545366163.817,5926545366163.827,5926545366163.821,5926545366163.824,5926545366163.849,5926545366163.817,5926545366163.822,5926545366163.827,5926545366163.823,5926545366163.867,5926545366164.054,5926545366163.828,5926545366163.837,5926545366163.821,5926545366163.881,5926545366163.82,5926545366163.827,5926545366163.823,5926545366163.822,5926545366163.818,5926545366163.821,5926545366163.822,5926545366163.821,5926545366163.82,5926545366163.82,5926545366163.823,5926545366163.826,5926545366163.816,5926545366163.8125,5926545366163.812,5926545366163.81,5926545366163.824,5926545366163.816,5926545366163.816,5926545366163.827,5926545366163.838,5926545366163.821,5926545366163.821,5926545366163.816
AUT Manufacture of paper and paper products,6330170508623.005,6330170508623.003,6330170508623.003,6330170508622.998,6330170508623.031,6330170508623.013,6330170508623.013,6330170508624.236,6330170508623.183,6330170508622.998,6330170508623.019,6330170508623.045,6330170508623.023,6330170508623.018,6330170508622.998,6330170508623.003,6330170508623.008,6330170508623.004,6330170508623.004,6330170508623.005,6330170508623.003,6330170508623.005,6330170508623.002,6330170508623.003,6330170508623.014,6330170508623.003,6330170508623.005,6330170508623.015,6330170508623.02,6330170508623.002,6330170508622.998,6330170508623.004,6330170508623.002,6330170508623.014,6330170508623.016,6330170508623.096,6330170508623.01,6330170508623.012,6330170508623.012,6330170508623.003,6330170508623.003,6330170508622.998,6330170508623.004,6330170508623.01,6330170508623.005,6330170508623.016,6330170508623.03,6330170508623.031,6330170508623.009,6330170508623.016
AUT Printing and reproduction of recorded media,8186698027963.896,8186698027963.9,8186698027963.898,8186698027963.895,8186698027963.9,8186698027963.906,8186698027963.906,8186698027963.95,8186698027964.947,8186698027963.895,8186698027963.905,8186698027963.908,8186698027963.908,8186698027963.901,8186698027963.8955,8186698027963.9,8186698027963.9,8186698027963.899,8186698027963.905,8186698027963.907,8186698027963.9,8186698027963.899,8186698027963.902,8186698027963.901,8186698027963.925,8186698027963.899,8186698027963.905,8186698027963.922,8186698027963.937,8186698027963.901,8186698027963.898,8186698027963.9,8186698027963.903,8186698027963.927,8186698027963.906,8186698027963.953,8186698027963.938,8186698027963.924,8186698027963.928,8186698027963.91,8186698027963.907,8186698027963.902,8186698027963.909,8186698027963.915,8186698027963.914,8186698027963.93,8186698027963.934,8186698027963.915,8186698027963.921,8186698027963.926
AUT Manufacture of coke and refined petroleum products ,24112821122367.633,24112821122367.703,24112821122367.71,24112821122367.71,24112821122367.613,24112821122367.58,24112821122367.656,24112821122367.6,24112821122367.594,24112821122368.74,24112821122367.66,24112821122367.58,24112821122367.645,24112821122367.633,24112821122367.684,24112821122367.633,24112821122367.59,24112821122367.625,24112821122367.617,24112821122367.6,24112821122367.617,24112821122367.617,24112821122367.617,24112821122367.652,24112821122367.863,24112821122367.59,24112821122367.594,24112821122367.58,24112821122367.562,24112821122367.824,24112821122367.723,24112821122367.824,24112821122367.58,24112821122367.695,24112821122367.574,24112821122367.566,24112821122367.566,24112821122367.605,24112821122367.566,24112821122367.562,24112821122367.566,24112821122367.56,24112821122367.57,24112821122367.58,24112821122367.566,24112821122367.594,24112821122367.57,24112821122367.586,24112821122367.566,24112821122367.57
