Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
"AUT Manufacture of fabricated metal products, except machinery and equipment",11727333613311.547,11727333613311.559,11727333613311.584,11727333613311.586,11727333613311.555,11727333613311.56,11727333613311.592,11727333613311.557,11727333613311.541,11727333613311.584,11727333613311.562,11727333613311.54,11727333613311.568,11727333613311.63,11727333613311.588,11727333613312.654,11727333613311.58,11727333613311.623,11727333613311.654,11727333613311.596,11727333613311.656,11727333613311.602,11727333613311.559,11727333613311.578,11727333613311.541,11727333613311.623,11727333613311.574,11727333613311.557,11727333613311.549,11727333613311.566,11727333613311.54,11727333613311.559,11727333613311.549,11727333613311.562,11727333613311.547,11727333613311.547,11727333613311.547,11727333613311.543,11727333613311.54,11727333613311.537,11727333613311.54,11727333613311.541,11727333613311.557,11727333613311.541,11727333613311.545,11727333613311.555,11727333613311.555,11727333613311.545,11727333613311.55,11727333613311.549
"AUT Manufacture of computer, electronic and optical products",2380301876070.499,2380301876070.5005,2380301876070.502,2380301876070.501,2380301876070.5005,2380301876070.5024,2380301876070.501,2380301876070.5015,2380301876070.5005,2380301876070.502,2380301876070.5005,2380301876070.499,2380301876070.5,2380301876070.5015,2380301876070.5015,2380301876070.5005,2380301876071.547,2380301876070.5137,2380301876070.516,2380301876070.503,2380301876070.516,2380301876070.501,2380301876070.5015,2380301876070.5,2380301876070.502,2380301876070.502,2380301876070.506,2380301876070.5015,2380301876070.5,2380301876070.501,2380301876070.4995,2380301876070.5024,2380301876070.502,2380301876070.5073,2380301876070.501,2380301876070.502,2380301876070.506,2380301876070.5054,2380301876070.503,2380301876070.5015,2380301876070.5015,2380301876070.503,2380301876070.501,2380301876070.5015,2380301876070.502,2380301876070.5015,2380301876070.5063,2380301876070.5107,2380301876070.504,2380301876070.5005
AUT Manufacture of electrical equipment,2737859078446.077,2737859078446.0786,2737859078446.086,2737859078446.0806,2737859078446.0776,2737859078446.0786,2737859078446.0786,2737859078446.0806,2737859078446.0767,2737859078446.081,2737859078446.0776,2737859078446.074,2737859078446.08,2737859078446.0796,2737859078446.082,2737859078446.081,2737859078446.1143,2737859078447.149,2737859078446.1216,2737859078446.0815,2737859078446.106,2737859078446.0796,2737859078446.095,2737859078446.079,2737859078446.076,2737859078446.0874,2737859078446.088,2737859078446.0776,2737859078446.076,2737859078446.08,2737859078446.0747,2737859078446.079,2737859078446.077,2737859078446.082,2737859078446.077,2737859078446.077,2737859078446.0786,2737859078446.083,2737859078446.076,2737859078446.075,2737859078446.075,2737859078446.076,2737859078446.0767,2737859078446.0757,2737859078446.0767,2737859078446.0786,2737859078446.077,2737859078446.077,2737859078446.081,2737859078446.077
AUT Manufacture of machinery and equipment n.e.c.,6231124973467.572,6231124973467.582,6231124973467.631,6231124973467.599,6231124973467.572,6231124973467.569,6231124973467.576,6231124973467.571,6231124973467.57,6231124973467.597,6231124973467.574,6231124973467.564,6231124973467.572,6231124973467.585,6231124973467.597,6231124973467.589,6231124973467.593,6231124973467.608,6231124973468.658,6231124973467.583,6231124973467.624,6231124973467.572,6231124973467.574,6231124973467.57,6231124973467.568,6231124973467.575,6231124973467.609,6231124973467.571,6231124973467.564,6231124973467.574,6231124973467.568,6231124973467.575,6231124973467.567,6231124973467.574,6231124973467.566,6231124973467.568,6231124973467.567,6231124973467.567,6231124973467.564,6231124973467.562,6231124973467.563,6231124973467.566,6231124973467.564,6231124973467.568,6231124973467.566,6231124973467.567,6231124973467.568,6231124973467.565,6231124973467.579,6231124973467.564
"AUT Manufacture of motor vehicles, trailers and semi-trailers",7031162771822.179,7031162771822.182,7031162771822.186,7031162771822.181,7031162771822.182,7031162771822.181,7031162771822.193,7031162771822.182,7031162771822.181,7031162771822.179,7031162771822.181,7031162771822.176,7031162771822.176,7031162771822.191,7031162771822.183,7031162771822.186,7031162771822.186,7031162771822.188,7031162771822.188,7031162771823.547,7031162771822.178,7031162771822.186,7031162771822.175,7031162771822.172,7031162771822.186,7031162771822.183,7031162771822.636,7031162771822.185,7031162771822.176,7031162771822.26,7031162771822.183,7031162771822.181,7031162771822.2,7031162771822.202,7031162771822.178,7031162771822.175,7031162771822.174,7031162771822.176,7031162771822.178,7031162771822.174,7031162771822.172,7031162771822.174,7031162771822.174,7031162771822.172,7031162771822.176,7031162771822.179,7031162771822.179,7031162771822.176,7031162771822.181,7031162771822.174
AUT Manufacture of other transport equipment,5126235937235.736,5126235937235.736,5126235937235.757,5126235937235.738,5126235937235.738,5126235937235.736,5126235937235.739,5126235937235.74,5126235937235.74,5126235937235.741,5126235937235.738,5126235937235.733,5126235937235.736,5126235937235.742,5126235937235.738,5126235937235.738,5126235937235.741,5126235937235.739,5126235937235.74,5126235937235.748,5126235937236.778,5126235937235.733,5126235937235.738,5126235937235.733,5126235937235.738,5126235937235.738,5126235937235.75,5126235937235.743,5126235937235.739,5126235937235.754,5126235937235.7705,5126235937235.835,5126235937235.745,5126235937235.756,5126235937235.736,5126235937235.741,5126235937235.742,5126235937235.743,5126235937235.745,5126235937235.74,5126235937235.741,5126235937235.745,5126235937235.74,5126235937235.744,5126235937235.742,5126235937235.746,5126235937235.742,5126235937235.734,5126235937235.736,5126235937235.736
AUT Manufacture of furniture; other manufacturing,1814158454726.4946,1814158454726.4954,1814158454726.497,1814158454726.496,1814158454726.4949,1814158454726.498,1814158454726.5076,1814158454726.4988,1814158454726.4958,1814158454726.496,1814158454726.4954,1814158454726.4944,1814158454726.4966,1814158454726.4976,1814158454726.4963,1814158454726.497,1814158454726.497,1814158454726.498,1814158454726.4976,1814158454726.515,1814158454726.5002,1814158454727.5725,1814158454726.4956,1814158454726.4954,1814158454726.4973,1814158454726.5027,1814158454726.5051,1814158454726.496,1814158454726.4958,1814158454726.4976,1814158454726.4944,1814158454726.4954,1814158454726.4963,1814158454726.4985,1814158454726.496,1814158454726.4958,1814158454726.5022,1814158454726.4956,1814158454726.4954,1814158454726.4954,1814158454726.495,1814158454726.4956,1814158454726.496,1814158454726.4949,1814158454726.496,1814158454726.4956,1814158454726.5022,1814158454726.501,1814158454726.5112,1814158454726.4978
"AUT Electricity, gas, steam and air conditioning supply",46048476178108.766,46048476178108.8,46048476178108.77,46048476178108.836,46048476178108.8,46048476178108.81,46048476178108.82,46048476178108.99,46048476178108.81,46048476178108.88,46048476178108.914,46048476178108.81,46048476178108.95,46048476178108.91,46048476178109.0,46048476178108.89,46048476178108.87,46048476178108.83,46048476178108.81,46048476178108.82,46048476178108.82,46048476178108.84,46048476178111.09,46048476178108.97,46048476178108.73,46048476178108.78,46048476178108.79,46048476178108.77,46048476178108.81,46048476178108.77,46048476178108.734,46048476178108.766,46048476178108.79,46048476178108.75,46048476178108.84,46048476178108.81,46048476178108.766,46048476178108.78,46048476178108.73,46048476178108.72,46048476178108.73,46048476178108.734,46048476178108.75,46048476178108.734,46048476178108.78,46048476178108.88,46048476178108.78,46048476178108.766,46048476178108.734,46048476178108.734
"AUT Water collection, treatment and supply",8454554605353.096,8454554605353.078,8454554605353.071,8454554605353.065,8454554605353.084,8454554605353.075,8454554605353.069,8454554605353.094,8454554605353.069,8454554605353.067,8454554605353.069,8454554605353.08,8454554605353.071,8454554605353.072,8454554605353.068,8454554605353.064,8454554605353.069,8454554605353.067,8454554605353.068,8454554605353.076,8454554605353.064,8454554605353.058,8454554605353.08,8454554605354.403,8454554605353.095,8454554605353.073,8454554605353.072,8454554605353.067,8454554605353.063,8454554605353.064,8454554605353.06,8454554605353.063,8454554605353.069,8454554605353.063,8454554605353.083,8454554605353.072,8454554605353.067,8454554605353.072,8454554605353.064,8454554605353.062,8454554605353.065,8454554605353.068,8454554605353.071,8454554605353.083,8454554605353.084,8454554605353.073,8454554605353.068,8454554605353.071,8454554605353.073,8454554605353.069
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",4315060151932.4023,4315060151932.402,4315060151932.4,4315060151932.3984,4315060151932.4023,4315060151932.4014,4315060151932.4014,4315060151932.401,4315060151932.4004,4315060151932.4004,4315060151932.3994,4315060151932.3975,4315060151932.401,4315060151932.4062,4315060151932.401,4315060151932.402,4315060151932.4033,4315060151932.4023,4315060151932.402,4315060151932.4,4315060151932.4053,4315060151932.3984,4315060151932.4067,4315060151932.401,4315060151933.4453,4315060151932.403,4315060151932.4014,4315060151932.4067,4315060151932.401,4315060151932.4023,4315060151932.402,4315060151932.402,4315060151932.408,4315060151932.4033,4315060151932.4033,4315060151932.4023,4315060151932.404,4315060151932.424,4315060151932.417,4315060151932.406,4315060151932.4062,4315060151932.407,4315060151932.4077,4315060151932.4067,4315060151932.411,4315060151932.4043,4315060151932.406,4315060151932.4087,4315060151932.402,4315060151932.403
AUT Construction,73448690320739.5,73448690320739.5,73448690320739.45,73448690320739.6,73448690320739.47,73448690320739.47,73448690320739.61,73448690320739.48,73448690320739.42,73448690320739.6,73448690320739.45,73448690320739.38,73448690320739.42,73448690320739.5,73448690320739.61,73448690320739.5,73448690320739.5,73448690320739.47,73448690320739.48,73448690320739.45,73448690320739.48,73448690320739.52,73448690320739.64,73448690320739.61,73448690320739.45,73448690320741.12,73448690320739.47,73448690320739.56,73448690320739.48,73448690320739.55,73448690320739.44,73448690320739.5,73448690320739.62,73448690320739.5,73448690320739.52,73448690320739.48,73448690320739.48,73448690320739.5,73448690320739.5,73448690320739.47,73448690320739.48,73448690320739.48,73448690320739.72,73448690320739.47,73448690320739.52,73448690320739.62,73448690320739.48,73448690320739.44,73448690320739.44,73448690320739.42
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,7554581701671.264,7554581701671.269,7554581701671.2705,7554581701671.267,7554581701671.2705,7554581701671.264,7554581701671.283,7554581701671.265,7554581701671.268,7554581701671.267,7554581701671.268,7554581701671.261,7554581701671.262,7554581701671.276,7554581701671.271,7554581701671.268,7554581701671.264,7554581701671.263,7554581701671.263,7554581701671.264,7554581701671.257,7554581701671.27,7554581701671.264,7554581701671.262,7554581701671.291,7554581701671.27,7554581701672.269,7554581701671.2705,7554581701671.261,7554581701671.369,7554581701671.271,7554581701671.264,7554581701671.268,7554581701671.302,7554581701671.263,7554581701671.262,7554581701671.259,7554581701671.268,7554581701671.2705,7554581701671.264,7554581701671.261,7554581701671.263,7554581701671.261,7554581701671.256,7554581701671.267,7554581701671.264,7554581701671.261,7554581701671.26,7554581701671.263,7554581701671.26
