Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
"AUT Crop and animal production, hunting and related service activities",15642704514857.154,15642704514855.883,15642704514855.79,15642704514855.537,15642704514856.342,15642704514855.877,15642704514855.65,15642704514855.576,15642704514855.56,15642704514855.559,15642704514855.604,15642704514855.611,15642704514855.582,15642704514855.543,15642704514855.543,15642704514855.543,15642704514855.553,15642704514855.549,15642704514855.549,15642704514855.549,15642704514855.553,15642704514855.582,15642704514855.54,15642704514855.553,15642704514855.564,15642704514855.549,15642704514855.553,15642704514855.57,15642704514855.676,15642704514855.543,15642704514855.545,15642704514855.555,15642704514855.553,15642704514855.549,15642704514855.861,15642704514855.56,15642704514855.582,15642704514855.549,15642704514855.553,15642704514855.543,15642704514855.549,15642704514855.545,15642704514855.553,15642704514855.555,15642704514855.564,15642704514855.56,15642704514855.572,15642704514855.594,15642704514855.604,15642704514855.584
AUT Forestry and logging,2697886372246.754,2697886372247.7974,2697886372246.7554,2697886372246.7466,2697886372246.7524,2697886372246.752,2697886372247.062,2697886372246.8325,2697886372246.763,2697886372246.7495,2697886372246.767,2697886372246.761,2697886372246.76,2697886372246.748,2697886372246.7476,2697886372246.7554,2697886372246.748,2697886372246.7485,2697886372246.749,2697886372246.7476,2697886372246.76,2697886372246.8237,2697886372246.7485,2697886372246.7505,2697886372246.746,2697886372246.763,2697886372246.745,2697886372246.748,2697886372246.7485,2697886372246.7466,2697886372246.7456,2697886372246.7466,2697886372246.7466,2697886372246.745,2697886372246.748,2697886372246.751,2697886372246.746,2697886372246.7466,2697886372246.744,2697886372246.741,2697886372246.742,2697886372246.742,2697886372246.7466,2697886372246.744,2697886372246.744,2697886372246.7476,2697886372246.753,2697886372246.748,2697886372246.748,2697886372246.746
AUT Fishing and aquaculture,532656653108.959,532656653108.9573,532656653109.9729,532656653108.95636,532656653108.9714,532656653108.97125,532656653108.95703,532656653108.95685,532656653108.9571,532656653108.9569,532656653108.9575,532656653108.9582,532656653108.9571,532656653108.9566,532656653108.95654,532656653108.95667,532656653108.9569,532656653108.95654,532656653108.9566,532656653108.9568,532656653108.95654,532656653108.95844,532656653108.95654,532656653108.95685,532656653108.95734,532656653108.9564,532656653108.957,532656653108.95746,532656653108.9635,532656653108.957,532656653108.95667,532656653108.95715,532656653108.95715,532656653108.95685,532656653108.9798,532656653108.9572,532656653108.9571,532656653108.95685,532656653108.95703,532656653108.9568,532656653108.9568,532656653108.957,532656653108.9568,532656653108.9573,532656653108.95715,532656653108.9572,532656653108.95715,532656653108.9576,532656653108.95825,532656653108.9575
AUT Mining and quarrying,33419165541461.703,33419165541461.78,33419165541461.81,33419165541462.88,33419165541461.69,33419165541461.684,33419165541461.754,33419165541461.71,33419165541461.707,33419165541462.473,33419165541461.79,33419165541461.695,33419165541461.754,33419165541461.84,33419165541462.305,33419165541461.996,33419165541461.832,33419165541461.97,33419165541461.926,33419165541461.805,33419165541461.895,33419165541461.87,33419165541461.812,33419165541461.76,33419165541461.883,33419165541461.734,33419165541461.72,33419165541461.684,33419165541461.64,33419165541461.87,33419165541461.79,33419165541461.883,33419165541461.664,33419165541461.742,33419165541461.67,33419165541461.637,33419165541461.65,33419165541461.69,33419165541461.656,33419165541461.62,33419165541461.637,33419165541461.64,33419165541461.652,33419165541461.668,33419165541461.64,33419165541461.68,33419165541461.664,33419165541461.676,33419165541461.676,33419165541461.668
"AUT Manufacture of food products, beverages and tobacco products",15743903453336.467,15743903453336.377,15743903453336.482,15743903453336.332,15743903453337.695,15743903453336.523,15743903453336.355,15743903453336.354,15743903453336.355,15743903453336.348,15743903453336.4,15743903453336.43,15743903453336.37,15743903453336.34,15743903453336.338,15743903453336.34,15743903453336.348,15743903453336.342,15743903453336.342,15743903453336.348,15743903453336.346,15743903453336.355,15743903453336.338,15743903453336.35,15743903453336.379,15743903453336.332,15743903453336.36,15743903453336.367,15743903453336.51,15743903453336.346,15743903453336.342,15743903453336.354,15743903453336.35,15743903453336.35,15743903453336.795,15743903453336.354,15743903453336.363,15743903453336.35,15743903453336.354,15743903453336.34,15743903453336.342,15743903453336.346,15743903453336.342,15743903453336.355,15743903453336.354,15743903453336.361,15743903453336.375,15743903453336.398,15743903453336.4,15743903453336.39
"AUT Manufacture of textiles, wearing apparel and leather products",1695205032593.9624,1695205032593.964,1695205032593.9692,1695205032593.9607,1695205032593.964,1695205032595.1018,1695205032593.966,1695205032593.9668,1695205032593.9697,1695205032593.962,1695205032593.9658,1695205032593.9648,1695205032593.9692,1695205032593.9626,1695205032593.962,1695205032593.9646,1695205032593.9648,1695205032593.9646,1695205032593.9644,1695205032593.9658,1695205032593.9678,1695205032593.9795,1695205032593.9614,1695205032593.9622,1695205032593.9705,1695205032593.9636,1695205032593.9656,1695205032593.963,1695205032593.963,1695205032593.9634,1695205032593.9617,1695205032593.963,1695205032593.9617,1695205032593.9636,1695205032593.9656,1695205032593.9639,1695205032593.9626,1695205032593.9624,1695205032593.9626,1695205032593.9595,1695205032593.9597,1695205032593.9604,1695205032593.961,1695205032593.9622,1695205032593.962,1695205032593.9644,1695205032593.9656,1695205032593.9714,1695205032593.9656,1695205032593.9712
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6695246552648.329,6695246552648.347,6695246552648.361,6695246552648.337,6695246552648.329,6695246552648.347,6695246552649.581,6695246552648.35,6695246552648.34,6695246552648.339,6695246552648.333,6695246552648.334,6695246552648.338,6695246552648.334,6695246552648.338,6695246552648.366,6695246552648.335,6695246552648.339,6695246552648.343,6695246552648.337,6695246552648.387,6695246552648.6,6695246552648.342,6695246552648.349,6695246552648.332,6695246552648.4,6695246552648.333,6695246552648.34,6695246552648.339,6695246552648.337,6695246552648.334,6695246552648.338,6695246552648.338,6695246552648.33,6695246552648.333,6695246552648.329,6695246552648.334,6695246552648.338,6695246552648.327,6695246552648.319,6695246552648.324,6695246552648.323,6695246552648.337,6695246552648.327,6695246552648.327,6695246552648.337,6695246552648.354,6695246552648.332,6695246552648.337,6695246552648.329
AUT Manufacture of paper and paper products,6643271047408.439,6643271047408.437,6643271047408.4375,6643271047408.435,6643271047408.468,6643271047408.448,6643271047408.445,6643271047409.676,6643271047408.622,6643271047408.435,6643271047408.455,6643271047408.483,6643271047408.458,6643271047408.456,6643271047408.435,6643271047408.44,6643271047408.447,6643271047408.444,6643271047408.442,6643271047408.44,6643271047408.439,6643271047408.445,6643271047408.437,6643271047408.4375,6643271047408.45,6643271047408.439,6643271047408.439,6643271047408.451,6643271047408.457,6643271047408.4375,6643271047408.435,6643271047408.44,6643271047408.436,6643271047408.445,6643271047408.453,6643271047408.531,6643271047408.445,6643271047408.444,6643271047408.446,6643271047408.432,6643271047408.433,6643271047408.436,6643271047408.4375,6643271047408.44,6643271047408.439,6643271047408.448,6643271047408.467,6643271047408.464,6643271047408.446,6643271047408.455
AUT Printing and reproduction of recorded media,8701105487181.209,8701105487181.212,8701105487181.213,8701105487181.21,8701105487181.216,8701105487181.221,8701105487181.217,8701105487181.268,8701105487182.264,8701105487181.212,8701105487181.222,8701105487181.2295,8701105487181.222,8701105487181.216,8701105487181.212,8701105487181.216,8701105487181.223,8701105487181.221,8701105487181.225,8701105487181.221,8701105487181.214,8701105487181.22,8701105487181.213,8701105487181.214,8701105487181.236,8701105487181.214,8701105487181.221,8701105487181.235,8701105487181.255,8701105487181.216,8701105487181.213,8701105487181.216,8701105487181.216,8701105487181.235,8701105487181.223,8701105487181.27,8701105487181.252,8701105487181.235,8701105487181.243,8701105487181.216,8701105487181.217,8701105487181.219,8701105487181.223,8701105487181.229,8701105487181.228,8701105487181.242,8701105487181.25,8701105487181.2295,8701105487181.239,8701105487181.247
AUT Manufacture of coke and refined petroleum products ,24996328551798.004,24996328551798.074,24996328551798.113,24996328551798.098,24996328551797.99,24996328551797.957,24996328551798.02,24996328551797.98,24996328551797.97,24996328551799.133,24996328551798.047,24996328551797.965,24996328551798.016,24996328551798.01,24996328551798.05,24996328551798.004,24996328551797.973,24996328551798.0,24996328551797.99,24996328551797.965,24996328551797.99,24996328551798.0,24996328551797.977,24996328551798.023,24996328551798.258,24996328551797.957,24996328551797.965,24996328551797.945,24996328551797.93,24996328551798.22,24996328551798.113,24996328551798.223,24996328551797.953,24996328551798.062,24996328551797.953,24996328551797.934,24996328551797.93,24996328551797.973,24996328551797.94,24996328551797.914,24996328551797.918,24996328551797.926,24996328551797.926,24996328551797.95,24996328551797.934,24996328551797.97,24996328551797.94,24996328551797.945,24996328551797.94,24996328551797.953
