Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
AUT Manufacture of chemicals and chemical products ,6568539519858.644,6568539519858.619,6568539519858.615,6568539519858.615,6568539519858.63,6568539519858.628,6568539519858.619,6568539519858.646,6568539519858.638,6568539519858.617,6568539519859.739,6568539519858.7295,6568539519858.87,6568539519858.634,6568539519858.61,6568539519858.614,6568539519858.625,6568539519858.646,6568539519858.615,6568539519858.621,6568539519858.626,6568539519858.631,6568539519858.6045,6568539519858.634,6568539519858.602,6568539519858.627,6568539519858.614,6568539519858.609,6568539519858.6045,6568539519858.6045,6568539519858.602,6568539519858.606,6568539519858.601,6568539519858.605,6568539519858.61,6568539519858.618,6568539519858.611,6568539519858.602,6568539519858.598,6568539519858.597,6568539519858.597,6568539519858.597,6568539519858.602,6568539519858.604,6568539519858.603,6568539519858.605,6568539519858.608,6568539519858.612,6568539519858.619,6568539519858.612
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,2214298062718.965,2214298062718.9414,2214298062718.941,2214298062718.936,2214298062718.9517,2214298062718.9487,2214298062718.9355,2214298062718.9404,2214298062718.933,2214298062718.9355,2214298062718.937,2214298062720.0884,2214298062718.9404,2214298062718.934,2214298062718.9336,2214298062718.9346,2214298062718.935,2214298062718.932,2214298062718.9336,2214298062718.9316,2214298062718.933,2214298062718.934,2214298062718.9307,2214298062718.932,2214298062718.9307,2214298062718.9336,2214298062718.932,2214298062718.9346,2214298062718.934,2214298062718.9307,2214298062718.9316,2214298062718.932,2214298062718.931,2214298062718.9316,2214298062718.9375,2214298062718.934,2214298062718.9355,2214298062718.9316,2214298062718.93,2214298062718.9307,2214298062718.9316,2214298062718.9307,2214298062718.93,2214298062718.9316,2214298062718.9307,2214298062718.9316,2214298062718.9365,2214298062718.9644,2214298062718.957,2214298062718.9375
AUT Manufacture of rubber and plastic products,4673240271151.58,4673240271151.58,4673240271151.586,4673240271151.582,4673240271151.588,4673240271151.587,4673240271151.589,4673240271151.601,4673240271151.629,4673240271151.582,4673240271151.605,4673240271151.603,4673240271152.649,4673240271151.584,4673240271151.578,4673240271151.584,4673240271151.602,4673240271151.597,4673240271151.594,4673240271151.614,4673240271151.599,4673240271151.617,4673240271151.579,4673240271151.586,4673240271151.577,4673240271151.601,4673240271151.6045,4673240271151.585,4673240271151.582,4673240271151.59,4673240271151.577,4673240271151.581,4673240271151.577,4673240271151.587,4673240271151.578,4673240271151.594,4673240271151.583,4673240271151.576,4673240271151.574,4673240271151.571,4673240271151.574,4673240271151.573,4673240271151.58,4673240271151.575,4673240271151.574,4673240271151.582,4673240271151.58,4673240271151.58,4673240271151.585,4673240271151.581
AUT Manufacture of other non-metallic mineral products,7548390766768.26,7548390766768.263,7548390766768.255,7548390766768.273,7548390766768.266,7548390766768.256,7548390766768.275,7548390766768.255,7548390766768.251,7548390766768.271,7548390766768.264,7548390766768.272,7548390766768.263,7548390766769.45,7548390766768.266,7548390766768.285,7548390766768.261,7548390766768.263,7548390766768.266,7548390766768.284,7548390766768.269,7548390766768.277,7548390766768.271,7548390766768.289,7548390766768.255,7548390766768.372,7548390766768.27,7548390766768.262,7548390766768.258,7548390766768.261,7548390766768.257,7548390766768.262,7548390766768.269,7548390766768.257,7548390766768.257,7548390766768.257,7548390766768.263,7548390766768.258,7548390766768.257,7548390766768.255,7548390766768.252,7548390766768.254,7548390766768.274,7548390766768.257,7548390766768.256,7548390766768.27,7548390766768.26,7548390766768.252,7548390766768.263,7548390766768.26
AUT Manufacture of basic metals,11264009338163.447,11264009338163.46,11264009338163.473,11264009338163.482,11264009338163.447,11264009338163.447,11264009338163.47,11264009338163.455,11264009338163.447,11264009338163.479,11264009338163.455,11264009338163.447,11264009338163.463,11264009338163.482,11264009338164.596,11264009338163.795,11264009338163.537,11264009338163.654,11264009338163.617,11264009338163.568,11264009338163.59,11264009338163.572,11264009338163.46,11264009338163.47,11264009338163.443,11264009338163.52,11264009338163.506,11264009338163.457,11264009338163.443,11264009338163.463,11264009338163.453,11264009338163.463,11264009338163.453,11264009338163.457,11264009338163.441,11264009338163.45,11264009338163.459,11264009338163.447,11264009338163.445,11264009338163.441,11264009338163.44,11264009338163.443,11264009338163.453,11264009338163.45,11264009338163.44,11264009338163.457,11264009338163.453,11264009338163.441,11264009338163.469,11264009338163.455
"AUT Manufacture of fabricated metal products, except machinery and equipment",11734906912754.492,11734906912754.508,11734906912754.523,11734906912754.54,11734906912754.496,11734906912754.488,11734906912754.527,11734906912754.5,11734906912754.486,11734906912754.533,11734906912754.506,11734906912754.496,11734906912754.516,11734906912754.566,11734906912754.525,11734906912755.61,11734906912754.514,11734906912754.559,11734906912754.613,11734906912754.543,11734906912754.586,11734906912754.55,11734906912754.504,11734906912754.533,11734906912754.486,11734906912754.58,11734906912754.514,11734906912754.492,11734906912754.49,11734906912754.51,11734906912754.492,11734906912754.508,11734906912754.494,11734906912754.506,11734906912754.486,11734906912754.492,11734906912754.498,11734906912754.486,11734906912754.482,11734906912754.48,11734906912754.48,11734906912754.486,11734906912754.498,11734906912754.488,11734906912754.482,11734906912754.504,11734906912754.498,11734906912754.482,11734906912754.506,11734906912754.506
"AUT Manufacture of computer, electronic and optical products",2393700300141.277,2393700300141.2783,2393700300141.281,2393700300141.281,2393700300141.278,2393700300141.278,2393700300141.2783,2393700300141.2783,2393700300141.279,2393700300141.281,2393700300141.278,2393700300141.2783,2393700300141.278,2393700300141.278,2393700300141.279,2393700300141.279,2393700300142.3584,2393700300141.294,2393700300141.296,2393700300141.279,2393700300141.289,2393700300141.28,2393700300141.281,2393700300141.2803,2393700300141.2803,2393700300141.2812,2393700300141.282,2393700300141.279,2393700300141.2783,2393700300141.279,2393700300141.281,2393700300141.2827,2393700300141.281,2393700300141.2847,2393700300141.2773,2393700300141.282,2393700300141.2896,2393700300141.285,2393700300141.2827,2393700300141.2803,2393700300141.2812,2393700300141.2817,2393700300141.28,2393700300141.282,2393700300141.28,2393700300141.2812,2393700300141.2837,2393700300141.288,2393700300141.283,2393700300141.2803
AUT Manufacture of electrical equipment,2978089244832.854,2978089244832.8564,2978089244832.8667,2978089244832.861,2978089244832.8545,2978089244832.8545,2978089244832.856,2978089244832.858,2978089244832.854,2978089244832.8623,2978089244832.855,2978089244832.8535,2978089244832.858,2978089244832.8545,2978089244832.859,2978089244832.859,2978089244832.88,2978089244833.934,2978089244832.9033,2978089244832.858,2978089244832.8843,2978089244832.8594,2978089244832.8794,2978089244832.859,2978089244832.8535,2978089244832.867,2978089244832.8657,2978089244832.8545,2978089244832.8535,2978089244832.856,2978089244832.8545,2978089244832.8564,2978089244832.8545,2978089244832.8584,2978089244832.853,2978089244832.8545,2978089244832.8584,2978089244832.862,2978089244832.853,2978089244832.8525,2978089244832.852,2978089244832.8525,2978089244832.8545,2978089244832.8545,2978089244832.8525,2978089244832.857,2978089244832.855,2978089244832.8525,2978089244832.8604,2978089244832.8564
AUT Manufacture of machinery and equipment n.e.c.,6830022088299.879,6830022088299.891,6830022088299.959,6830022088299.914,6830022088299.88,6830022088299.877,6830022088299.88,6830022088299.875,6830022088299.882,6830022088299.909,6830022088299.881,6830022088299.872,6830022088299.878,6830022088299.884,6830022088299.894,6830022088299.896,6830022088299.89,6830022088299.901,6830022088300.9795,6830022088299.89,6830022088299.928,6830022088299.885,6830022088299.879,6830022088299.881,6830022088299.87,6830022088299.884,6830022088299.946,6830022088299.871,6830022088299.868,6830022088299.881,6830022088299.875,6830022088299.88,6830022088299.869,6830022088299.879,6830022088299.869,6830022088299.874,6830022088299.877,6830022088299.871,6830022088299.868,6830022088299.865,6830022088299.865,6830022088299.869,6830022088299.868,6830022088299.872,6830022088299.867,6830022088299.873,6830022088299.875,6830022088299.868,6830022088299.896,6830022088299.877
"AUT Manufacture of motor vehicles, trailers and semi-trailers",3502767893204.3804,3502767893204.3823,3502767893204.386,3502767893204.383,3502767893204.383,3502767893204.3833,3502767893204.387,3502767893204.381,3502767893204.3813,3502767893204.383,3502767893204.3813,3502767893204.3813,3502767893204.381,3502767893204.3843,3502767893204.3833,3502767893204.384,3502767893204.3843,3502767893204.3853,3502767893204.3887,3502767893205.586,3502767893204.383,3502767893204.388,3502767893204.38,3502767893204.381,3502767893204.384,3502767893204.3843,3502767893204.6084,3502767893204.3813,3502767893204.3794,3502767893204.4204,3502767893204.3853,3502767893204.3823,3502767893204.3896,3502767893204.3916,3502767893204.378,3502767893204.381,3502767893204.3823,3502767893204.3813,3502767893204.381,3502767893204.3784,3502767893204.378,3502767893204.3794,3502767893204.3774,3502767893204.3794,3502767893204.378,3502767893204.3833,3502767893204.3813,3502767893204.38,3502767893204.384,3502767893204.3823
AUT Manufacture of other transport equipment,4878295407086.824,4878295407086.825,4878295407086.861,4878295407086.827,4878295407086.828,4878295407086.825,4878295407086.827,4878295407086.827,4878295407086.828,4878295407086.83,4878295407086.825,4878295407086.827,4878295407086.826,4878295407086.827,4878295407086.827,4878295407086.828,4878295407086.827,4878295407086.827,4878295407086.83,4878295407086.837,4878295407087.897,4878295407086.828,4878295407086.825,4878295407086.827,4878295407086.825,4878295407086.827,4878295407086.838,4878295407086.829,4878295407086.826,4878295407086.845,4878295407086.873,4878295407086.917,4878295407086.832,4878295407086.842,4878295407086.823,4878295407086.829,4878295407086.831,4878295407086.83,4878295407086.832,4878295407086.826,4878295407086.827,4878295407086.83,4878295407086.826,4878295407086.833,4878295407086.827,4878295407086.837,4878295407086.83,4878295407086.823,4878295407086.827,4878295407086.828
AUT Manufacture of furniture; other manufacturing,1606565286587.5918,1606565286587.5923,1606565286587.593,1606565286587.5945,1606565286587.5925,1606565286587.5933,1606565286587.5962,1606565286587.5938,1606565286587.593,1606565286587.5942,1606565286587.592,1606565286587.5925,1606565286587.5938,1606565286587.5935,1606565286587.593,1606565286587.5938,1606565286587.5938,1606565286587.595,1606565286587.5955,1606565286587.6067,1606565286587.596,1606565286588.6167,1606565286587.593,1606565286587.5935,1606565286587.5935,1606565286587.5964,1606565286587.599,1606565286587.5925,1606565286587.5928,1606565286587.5935,1606565286587.5928,1606565286587.5933,1606565286587.593,1606565286587.5945,1606565286587.592,1606565286587.5938,1606565286587.598,1606565286587.5933,1606565286587.5925,1606565286587.593,1606565286587.5923,1606565286587.5923,1606565286587.5928,1606565286587.5928,1606565286587.5925,1606565286587.593,1606565286587.6018,1606565286587.5972,1606565286587.615,1606565286587.596
"AUT Electricity, gas, steam and air conditioning supply",38179491537366.95,38179491537367.055,38179491537367.0,38179491537367.05,38179491537367.01,38179491537367.02,38179491537367.05,38179491537367.11,38179491537367.0,38179491537367.195,38179491537367.13,38179491537367.016,38179491537367.15,38179491537367.05,38179491537367.21,38179491537367.06,38179491537366.97,38179491537367.0,38179491537367.0,38179491537367.055,38179491537367.03,38179491537367.086,38179491537369.055,38179491537367.09,38179491537366.93,38179491537366.99,38179491537366.96,38179491537366.945,38179491537367.0,38179491537366.96,38179491537366.94,38179491537366.99,38179491537366.97,38179491537366.94,38179491537367.01,38179491537366.99,38179491537366.99,38179491537366.97,38179491537366.92,38179491537366.93,38179491537366.914,38179491537366.914,38179491537366.94,38179491537366.94,38179491537366.94,38179491537367.04,38179491537366.95,38179491537366.94,38179491537366.945,38179491537366.95
"AUT Water collection, treatment and supply",7469716931353.393,7469716931353.361,7469716931353.361,7469716931353.356,7469716931353.382,7469716931353.374,7469716931353.355,7469716931353.377,7469716931353.357,7469716931353.358,7469716931353.356,7469716931353.375,7469716931353.361,7469716931353.357,7469716931353.361,7469716931353.355,7469716931353.3545,7469716931353.3545,7469716931353.361,7469716931353.367,7469716931353.355,7469716931353.355,7469716931353.359,7469716931354.44,7469716931353.366,7469716931353.364,7469716931353.362,7469716931353.3545,7469716931353.3545,7469716931353.3545,7469716931353.355,7469716931353.357,7469716931353.359,7469716931353.354,7469716931353.368,7469716931353.366,7469716931353.363,7469716931353.364,7469716931353.355,7469716931353.3545,7469716931353.355,7469716931353.359,7469716931353.359,7469716931353.374,7469716931353.369,7469716931353.364,7469716931353.361,7469716931353.363,7469716931353.368,7469716931353.365
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",3538280237849.839,3538280237849.8364,3538280237849.838,3538280237849.838,3538280237849.839,3538280237849.839,3538280237849.837,3538280237849.837,3538280237849.8384,3538280237849.839,3538280237849.8364,3538280237849.837,3538280237849.8384,3538280237849.84,3538280237849.8384,3538280237849.8403,3538280237849.839,3538280237849.8403,3538280237849.8403,3538280237849.8374,3538280237849.842,3538280237849.84,3538280237849.8433,3538280237849.8403,3538280237850.868,3538280237849.8413,3538280237849.8374,3538280237849.8413,3538280237849.8374,3538280237849.8394,3538280237849.8413,3538280237849.8394,3538280237849.8433,3538280237849.8384,3538280237849.8384,3538280237849.8394,3538280237849.8423,3538280237849.8584,3538280237849.8506,3538280237849.842,3538280237849.842,3538280237849.842,3538280237849.8423,3538280237849.843,3538280237849.844,3538280237849.842,3538280237849.842,3538280237849.8447,3538280237849.84,3538280237849.841
AUT Construction,84997753926749.25,84997753926749.27,84997753926749.17,84997753926749.39,84997753926749.2,84997753926749.17,84997753926749.33,84997753926749.16,84997753926749.12,84997753926749.39,84997753926749.16,84997753926749.16,84997753926749.17,84997753926749.14,84997753926749.25,84997753926749.19,84997753926749.19,84997753926749.14,84997753926749.19,84997753926749.17,84997753926749.16,84997753926749.3,84997753926749.42,84997753926749.4,84997753926749.17,84997753926751.02,84997753926749.16,84997753926749.27,84997753926749.22,84997753926749.27,84997753926749.19,84997753926749.27,84997753926749.38,84997753926749.22,84997753926749.2,84997753926749.19,84997753926749.25,84997753926749.22,84997753926749.22,84997753926749.19,84997753926749.17,84997753926749.17,84997753926749.47,84997753926749.2,84997753926749.2,84997753926749.4,84997753926749.22,84997753926749.12,84997753926749.19,84997753926749.22
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,7007473221830.162,7007473221830.163,7007473221830.165,7007473221830.166,7007473221830.166,7007473221830.164,7007473221830.179,7007473221830.16,7007473221830.165,7007473221830.167,7007473221830.164,7007473221830.164,7007473221830.16,7007473221830.169,7007473221830.167,7007473221830.167,7007473221830.162,7007473221830.159,7007473221830.163,7007473221830.165,7007473221830.16,7007473221830.173,7007473221830.161,7007473221830.165,7007473221830.184,7007473221830.17,7007473221831.169,7007473221830.165,7007473221830.157,7007473221830.277,7007473221830.176,7007473221830.164,7007473221830.166,7007473221830.199,7007473221830.156,7007473221830.161,7007473221830.166,7007473221830.166,7007473221830.167,7007473221830.159,7007473221830.158,7007473221830.158,7007473221830.157,7007473221830.155,7007473221830.161,7007473221830.165,7007473221830.161,7007473221830.158,7007473221830.164,7007473221830.164
