Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
AUT Manufacture of chemicals and chemical products ,15203668132248.752,15203668132248.729,15203668132248.697,15203668132248.693,15203668132248.723,15203668132248.71,15203668132248.71,15203668132248.76,15203668132248.793,15203668132248.715,15203668132249.996,15203668132248.762,15203668132249.033,15203668132248.707,15203668132248.686,15203668132248.686,15203668132248.71,15203668132248.727,15203668132248.69,15203668132248.701,15203668132248.707,15203668132248.723,15203668132248.672,15203668132248.729,15203668132248.701,15203668132248.69,15203668132248.682,15203668132248.678,15203668132248.682,15203668132248.688,15203668132248.674,15203668132248.69,15203668132248.674,15203668132248.682,15203668132248.695,15203668132248.686,15203668132248.68,15203668132248.67,15203668132248.672,15203668132248.66,15203668132248.656,15203668132248.662,15203668132248.67,15203668132248.67,15203668132248.682,15203668132248.682,15203668132248.68,15203668132248.707,15203668132248.701,15203668132248.715
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,2671954565732.917,2671954565732.879,2671954565732.876,2671954565732.867,2671954565732.892,2671954565732.8794,2671954565732.871,2671954565732.879,2671954565732.8745,2671954565732.8677,2671954565732.877,2671954565733.98,2671954565732.876,2671954565732.8667,2671954565732.866,2671954565732.8647,2671954565732.8677,2671954565732.8687,2671954565732.867,2671954565732.867,2671954565732.867,2671954565732.868,2671954565732.865,2671954565732.8677,2671954565732.8687,2671954565732.866,2671954565732.867,2671954565732.8687,2671954565732.8726,2671954565732.8667,2671954565732.871,2671954565732.868,2671954565732.8687,2671954565732.868,2671954565732.877,2671954565732.872,2671954565732.875,2671954565732.8667,2671954565732.869,2671954565732.8687,2671954565732.8677,2671954565732.8687,2671954565732.868,2671954565732.8687,2671954565732.869,2671954565732.868,2671954565732.8745,2671954565732.902,2671954565732.898,2671954565732.871
AUT Manufacture of rubber and plastic products,10651509985420.773,10651509985420.777,10651509985420.791,10651509985420.766,10651509985420.803,10651509985420.8,10651509985420.787,10651509985420.836,10651509985420.93,10651509985420.771,10651509985420.844,10651509985420.834,10651509985421.87,10651509985420.773,10651509985420.766,10651509985420.771,10651509985420.809,10651509985420.803,10651509985420.793,10651509985420.828,10651509985420.803,10651509985420.834,10651509985420.768,10651509985420.791,10651509985420.781,10651509985420.791,10651509985420.797,10651509985420.781,10651509985420.783,10651509985420.785,10651509985420.773,10651509985420.783,10651509985420.777,10651509985420.793,10651509985420.785,10651509985420.787,10651509985420.773,10651509985420.783,10651509985420.773,10651509985420.766,10651509985420.762,10651509985420.764,10651509985420.771,10651509985420.768,10651509985420.77,10651509985420.783,10651509985420.781,10651509985420.785,10651509985420.781,10651509985420.78
AUT Manufacture of other non-metallic mineral products,8946358777370.787,8946358777370.818,8946358777370.791,8946358777370.795,8946358777370.79,8946358777370.787,8946358777370.807,8946358777370.79,8946358777370.791,8946358777370.791,8946358777370.809,8946358777370.803,8946358777370.809,8946358777372.176,8946358777370.799,8946358777370.818,8946358777370.8,8946358777370.818,8946358777370.807,8946358777370.81,8946358777370.809,8946358777370.812,8946358777370.818,8946358777370.822,8946358777370.791,8946358777370.895,8946358777370.799,8946358777370.79,8946358777370.785,8946358777370.79,8946358777370.783,8946358777370.785,8946358777370.785,8946358777370.781,8946358777370.791,8946358777370.777,8946358777370.78,8946358777370.79,8946358777370.777,8946358777370.773,8946358777370.768,8946358777370.773,8946358777370.791,8946358777370.777,8946358777370.781,8946358777370.791,8946358777370.783,8946358777370.791,8946358777370.791,8946358777370.783
AUT Manufacture of basic metals,30513956513549.33,30513956513549.414,30513956513549.42,30513956513549.402,30513956513549.34,30513956513549.387,30513956513549.42,30513956513549.363,30513956513549.41,30513956513549.4,30513956513549.387,30513956513549.355,30513956513549.414,30513956513549.42,30513956513550.836,30513956513550.1,30513956513549.723,30513956513550.047,30513956513549.934,30513956513549.67,30513956513549.867,30513956513549.77,30513956513549.387,30513956513549.438,30513956513549.367,30513956513549.484,30513956513549.453,30513956513549.375,30513956513549.35,30513956513549.402,30513956513549.387,30513956513549.41,30513956513549.367,30513956513549.375,30513956513549.34,30513956513549.35,30513956513549.363,30513956513549.363,30513956513549.34,30513956513549.33,30513956513549.324,30513956513549.33,30513956513549.363,30513956513549.34,30513956513549.34,30513956513549.375,30513956513549.367,30513956513549.375,30513956513549.402,30513956513549.348
"AUT Manufacture of fabricated metal products, except machinery and equipment",16378058085222.457,16378058085222.512,16378058085222.523,16378058085222.498,16378058085222.47,16378058085222.477,16378058085222.523,16378058085222.48,16378058085222.482,16378058085222.49,16378058085222.486,16378058085222.475,16378058085222.506,16378058085222.506,16378058085222.514,16378058085223.678,16378058085222.506,16378058085222.582,16378058085222.658,16378058085222.521,16378058085222.635,16378058085222.55,16378058085222.49,16378058085222.557,16378058085222.475,16378058085222.562,16378058085222.486,16378058085222.467,16378058085222.47,16378058085222.496,16378058085222.475,16378058085222.484,16378058085222.473,16378058085222.49,16378058085222.473,16378058085222.467,16378058085222.473,16378058085222.48,16378058085222.457,16378058085222.445,16378058085222.445,16378058085222.447,16378058085222.473,16378058085222.457,16378058085222.455,16378058085222.48,16378058085222.48,16378058085222.473,16378058085222.482,16378058085222.467
"AUT Manufacture of computer, electronic and optical products",3522547210965.276,3522547210965.284,3522547210965.2847,3522547210965.28,3522547210965.277,3522547210965.2793,3522547210965.28,3522547210965.279,3522547210965.282,3522547210965.2783,3522547210965.2803,3522547210965.2803,3522547210965.2793,3522547210965.279,3522547210965.2783,3522547210965.2783,3522547210966.307,3522547210965.299,3522547210965.2896,3522547210965.282,3522547210965.3076,3522547210965.2803,3522547210965.28,3522547210965.2827,3522547210965.2847,3522547210965.2803,3522547210965.286,3522547210965.283,3522547210965.2812,3522547210965.2827,3522547210965.2847,3522547210965.285,3522547210965.2866,3522547210965.2935,3522547210965.2783,3522547210965.283,3522547210965.2935,3522547210965.2925,3522547210965.2876,3522547210965.2827,3522547210965.281,3522547210965.2827,3522547210965.281,3522547210965.285,3522547210965.283,3522547210965.2847,3522547210965.2905,3522547210965.2993,3522547210965.2905,3522547210965.283
AUT Manufacture of electrical equipment,3145849841234.8003,3145849841234.807,3145849841234.811,3145849841234.803,3145849841234.801,3145849841234.8022,3145849841234.8027,3145849841234.8037,3145849841234.803,3145849841234.8022,3145849841234.8027,3145849841234.8013,3145849841234.8047,3145849841234.803,3145849841234.805,3145849841234.803,3145849841234.823,3145849841235.862,3145849841234.8315,3145849841234.8066,3145849841234.8247,3145849841234.803,3145849841234.8213,3145849841234.8057,3145849841234.805,3145849841234.807,3145849841234.811,3145849841234.8027,3145849841234.8022,3145849841234.8066,3145849841234.803,3145849841234.8037,3145849841234.8047,3145849841234.809,3145849841234.802,3145849841234.803,3145849841234.808,3145849841234.812,3145849841234.805,3145849841234.8022,3145849841234.8013,3145849841234.802,3145849841234.8022,3145849841234.803,3145849841234.802,3145849841234.8027,3145849841234.805,3145849841234.806,3145849841234.81,3145849841234.803
AUT Manufacture of machinery and equipment n.e.c.,5846974986159.774,5846974986159.834,5846974986159.82,5846974986159.788,5846974986159.774,5846974986159.778,5846974986159.792,5846974986159.777,5846974986159.784,5846974986159.783,5846974986159.777,5846974986159.775,5846974986159.774,5846974986159.777,5846974986159.783,5846974986159.785,5846974986159.791,5846974986159.807,5846974986160.816,5846974986159.788,5846974986159.8125,5846974986159.783,5846974986159.78,5846974986159.78,5846974986159.78,5846974986159.776,5846974986159.811,5846974986159.775,5846974986159.775,5846974986159.78,5846974986159.779,5846974986159.782,5846974986159.776,5846974986159.777,5846974986159.772,5846974986159.775,5846974986159.778,5846974986159.776,5846974986159.773,5846974986159.774,5846974986159.7705,5846974986159.773,5846974986159.773,5846974986159.774,5846974986159.773,5846974986159.776,5846974986159.777,5846974986159.777,5846974986159.79,5846974986159.774
"AUT Manufacture of motor vehicles, trailers and semi-trailers",8068786628570.124,8068786628570.157,8068786628570.148,8068786628570.123,8068786628570.128,8068786628570.127,8068786628570.134,8068786628570.123,8068786628570.134,8068786628570.123,8068786628570.131,8068786628570.127,8068786628570.119,8068786628570.128,8068786628570.126,8068786628570.121,8068786628570.124,8068786628570.134,8068786628570.137,8068786628571.358,8068786628570.126,8068786628570.133,8068786628570.124,8068786628570.123,8068786628570.129,8068786628570.122,8068786628570.42,8068786628570.134,8068786628570.136,8068786628570.196,8068786628570.14,8068786628570.134,8068786628570.148,8068786628570.142,8068786628570.121,8068786628570.128,8068786628570.121,8068786628570.137,8068786628570.124,8068786628570.123,8068786628570.123,8068786628570.122,8068786628570.123,8068786628570.124,8068786628570.127,8068786628570.127,8068786628570.128,8068786628570.127,8068786628570.129,8068786628570.126
AUT Manufacture of other transport equipment,5263564441234.524,5263564441234.524,5263564441234.546,5263564441234.529,5263564441234.523,5263564441234.528,5263564441234.525,5263564441234.528,5263564441234.531,5263564441234.529,5263564441234.53,5263564441234.529,5263564441234.53,5263564441234.528,5263564441234.53,5263564441234.525,5263564441234.528,5263564441234.533,5263564441234.532,5263564441234.53,5263564441235.619,5263564441234.529,5263564441234.525,5263564441234.526,5263564441234.528,5263564441234.524,5263564441234.528,5263564441234.535,5263564441234.526,5263564441234.552,5263564441234.614,5263564441234.641,5263564441234.546,5263564441234.53,5263564441234.524,5263564441234.529,5263564441234.526,5263564441234.528,5263564441234.529,5263564441234.53,5263564441234.526,5263564441234.53,5263564441234.528,5263564441234.531,5263564441234.532,5263564441234.538,5263564441234.529,5263564441234.526,5263564441234.526,5263564441234.523
AUT Manufacture of furniture; other manufacturing,2578065175250.88,2578065175250.8853,2578065175250.8867,2578065175250.8804,2578065175250.881,2578065175250.9004,2578065175250.8906,2578065175250.8833,2578065175250.8857,2578065175250.88,2578065175250.885,2578065175250.883,2578065175250.8853,2578065175250.8813,2578065175250.8833,2578065175250.888,2578065175250.8833,2578065175250.887,2578065175250.887,2578065175250.893,2578065175250.8887,2578065175251.91,2578065175250.882,2578065175250.884,2578065175250.8853,2578065175250.8867,2578065175250.889,2578065175250.8833,2578065175250.883,2578065175250.883,2578065175250.881,2578065175250.882,2578065175250.882,2578065175250.883,2578065175250.8857,2578065175250.883,2578065175250.8877,2578065175250.8823,2578065175250.8813,2578065175250.881,2578065175250.8794,2578065175250.8804,2578065175250.8813,2578065175250.881,2578065175250.8804,2578065175250.884,2578065175250.9053,2578065175250.893,2578065175250.895,2578065175250.885
"AUT Electricity, gas, steam and air conditioning supply",23796824133421.277,23796824133421.293,23796824133421.3,23796824133421.344,23796824133421.293,23796824133421.29,23796824133421.316,23796824133421.344,23796824133421.33,23796824133421.344,23796824133421.367,23796824133421.312,23796824133421.34,23796824133421.445,23796824133421.484,23796824133421.387,23796824133421.355,23796824133421.395,23796824133421.375,23796824133421.336,23796824133421.363,23796824133421.348,23796824133422.793,23796824133421.375,23796824133421.324,23796824133421.324,23796824133421.316,23796824133421.293,23796824133421.29,23796824133421.305,23796824133421.3,23796824133421.31,23796824133421.324,23796824133421.305,23796824133421.312,23796824133421.29,23796824133421.297,23796824133421.297,23796824133421.285,23796824133421.273,23796824133421.26,23796824133421.27,23796824133421.285,23796824133421.293,23796824133421.293,23796824133421.293,23796824133421.35,23796824133421.316,23796824133421.305,23796824133421.297
"AUT Water collection, treatment and supply",8375450543174.967,8375450543174.934,8375450543174.934,8375450543174.931,8375450543174.948,8375450543174.941,8375450543174.931,8375450543174.9375,8375450543174.936,8375450543174.932,8375450543174.943,8375450543174.937,8375450543174.935,8375450543174.931,8375450543174.933,8375450543174.925,8375450543174.932,8375450543174.935,8375450543174.934,8375450543174.935,8375450543174.928,8375450543174.929,8375450543174.9375,8375450543176.013,8375450543174.943,8375450543174.934,8375450543174.94,8375450543174.936,8375450543174.935,8375450543174.941,8375450543174.935,8375450543174.935,8375450543174.948,8375450543174.931,8375450543174.943,8375450543174.936,8375450543174.932,8375450543174.944,8375450543174.935,8375450543174.9375,8375450543174.933,8375450543174.9375,8375450543174.948,8375450543174.949,8375450543174.948,8375450543174.938,8375450543174.934,8375450543174.942,8375450543174.937,8375450543174.943
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1291593680827.0693,1291593680827.0698,1291593680827.0698,1291593680827.073,1291593680827.0698,1291593680827.0703,1291593680827.0698,1291593680827.0713,1291593680827.0708,1291593680827.0728,1291593680827.0713,1291593680827.0713,1291593680827.071,1291593680827.0713,1291593680827.0728,1291593680827.0708,1291593680827.0708,1291593680827.0723,1291593680827.0713,1291593680827.0708,1291593680827.0723,1291593680827.0708,1291593680827.0757,1291593680827.0786,1291593680828.0703,1291593680827.087,1291593680827.0708,1291593680827.0713,1291593680827.0708,1291593680827.0713,1291593680827.071,1291593680827.0713,1291593680827.0713,1291593680827.0703,1291593680827.0703,1291593680827.0703,1291593680827.07,1291593680827.0718,1291593680827.07,1291593680827.0703,1291593680827.0698,1291593680827.0703,1291593680827.0723,1291593680827.07,1291593680827.0706,1291593680827.0718,1291593680827.0703,1291593680827.0732,1291593680827.0708,1291593680827.0698
AUT Construction,58994160720577.63,58994160720577.63,58994160720577.63,58994160720577.83,58994160720577.625,58994160720577.62,58994160720577.625,58994160720577.61,58994160720577.63,58994160720577.83,58994160720577.66,58994160720577.62,58994160720577.625,58994160720577.66,58994160720577.77,58994160720577.664,58994160720577.66,58994160720577.71,58994160720577.68,58994160720577.64,58994160720577.67,58994160720577.63,58994160720577.96,58994160720577.93,58994160720577.68,58994160720579.234,58994160720577.61,58994160720577.69,58994160720577.64,58994160720577.72,58994160720577.67,58994160720577.69,58994160720577.71,58994160720577.63,58994160720577.65,58994160720577.63,58994160720577.62,58994160720577.77,58994160720577.63,58994160720577.64,58994160720577.625,58994160720577.64,58994160720577.766,58994160720577.63,58994160720577.63,58994160720577.77,58994160720577.63,58994160720577.63,58994160720577.625,58994160720577.6
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,11854262405400.924,11854262405401.01,11854262405400.955,11854262405400.916,11854262405400.926,11854262405400.92,11854262405400.943,11854262405400.92,11854262405400.94,11854262405400.914,11854262405400.934,11854262405400.922,11854262405400.912,11854262405400.92,11854262405400.916,11854262405400.906,11854262405400.908,11854262405400.92,11854262405400.914,11854262405400.916,11854262405400.906,11854262405400.922,11854262405400.918,11854262405400.918,11854262405400.922,11854262405400.914,11854262405401.908,11854262405400.932,11854262405400.941,11854262405401.016,11854262405400.95,11854262405400.92,11854262405400.947,11854262405400.943,11854262405400.914,11854262405400.928,11854262405400.914,11854262405400.938,11854262405400.912,11854262405400.91,11854262405400.906,11854262405400.906,11854262405400.912,11854262405400.912,11854262405400.922,11854262405400.914,11854262405400.914,11854262405400.926,11854262405400.918,11854262405400.92
"AUT Wholesale trade, except of motor vehicles and motorcycles",44154991499965.82,44154991499965.87,44154991499965.875,44154991499965.766,44154991499965.84,44154991499965.95,44154991499965.84,44154991499965.81,44154991499965.85,44154991499965.78,44154991499965.88,44154991499965.81,44154991499965.85,44154991499965.79,44154991499965.79,44154991499965.805,44154991499965.85,44154991499965.88,44154991499965.86,44154991499965.89,44154991499965.88,44154991499965.88,44154991499965.75,44154991499965.79,44154991499965.84,44154991499965.77,44154991499965.914,44154991499966.77,44154991499965.78,44154991499965.85,44154991499965.79,44154991499965.81,44154991499965.766,44154991499965.805,44154991499965.82,44154991499965.77,44154991499965.79,44154991499965.78,44154991499965.75,44154991499965.72,44154991499965.7,44154991499965.72,44154991499965.73,44154991499965.734,44154991499965.73,44154991499965.76,44154991499965.805,44154991499965.875,44154991499965.82,44154991499965.78
