Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
"AUT Manufacture of fabricated metal products, except machinery and equipment",17335823908573.424,17335823908573.488,17335823908573.502,17335823908573.477,17335823908573.438,17335823908573.453,17335823908573.504,17335823908573.467,17335823908573.438,17335823908573.463,17335823908573.459,17335823908573.43,17335823908573.486,17335823908573.494,17335823908573.48,17335823908574.707,17335823908573.484,17335823908573.57,17335823908573.652,17335823908573.506,17335823908573.64,17335823908573.54,17335823908573.46,17335823908573.533,17335823908573.445,17335823908573.549,17335823908573.469,17335823908573.436,17335823908573.43,17335823908573.469,17335823908573.441,17335823908573.46,17335823908573.424,17335823908573.46,17335823908573.447,17335823908573.416,17335823908573.43,17335823908573.451,17335823908573.424,17335823908573.4,17335823908573.398,17335823908573.398,17335823908573.434,17335823908573.424,17335823908573.428,17335823908573.451,17335823908573.443,17335823908573.436,17335823908573.451,17335823908573.436
"AUT Manufacture of computer, electronic and optical products",3399600803182.1655,3399600803182.1724,3399600803182.172,3399600803182.169,3399600803182.1655,3399600803182.169,3399600803182.1694,3399600803182.1694,3399600803182.1675,3399600803182.1685,3399600803182.168,3399600803182.167,3399600803182.168,3399600803182.168,3399600803182.1665,3399600803182.169,3399600803183.1953,3399600803182.1855,3399600803182.1753,3399600803182.172,3399600803182.1953,3399600803182.1694,3399600803182.1685,3399600803182.171,3399600803182.1704,3399600803182.169,3399600803182.1753,3399600803182.1704,3399600803182.168,3399600803182.1714,3399600803182.171,3399600803182.1733,3399600803182.172,3399600803182.18,3399600803182.1675,3399600803182.1704,3399600803182.1787,3399600803182.1816,3399600803182.1763,3399600803182.1694,3399600803182.169,3399600803182.1694,3399600803182.1704,3399600803182.1733,3399600803182.1714,3399600803182.173,3399600803182.1772,3399600803182.1875,3399600803182.1787,3399600803182.1724
AUT Manufacture of electrical equipment,3023522208094.6436,3023522208094.652,3023522208094.6543,3023522208094.648,3023522208094.645,3023522208094.648,3023522208094.647,3023522208094.6494,3023522208094.645,3023522208094.648,3023522208094.6455,3023522208094.643,3023522208094.6475,3023522208094.6484,3023522208094.6475,3023522208094.649,3023522208094.668,3023522208095.707,3023522208094.674,3023522208094.6504,3023522208094.669,3023522208094.648,3023522208094.6655,3023522208094.649,3023522208094.648,3023522208094.651,3023522208094.6562,3023522208094.6465,3023522208094.6445,3023522208094.6494,3023522208094.6465,3023522208094.649,3023522208094.6465,3023522208094.6523,3023522208094.645,3023522208094.644,3023522208094.6494,3023522208094.6562,3023522208094.648,3023522208094.6445,3023522208094.6445,3023522208094.644,3023522208094.6465,3023522208094.6465,3023522208094.646,3023522208094.6475,3023522208094.6465,3023522208094.6494,3023522208094.6533,3023522208094.6475
AUT Manufacture of machinery and equipment n.e.c.,5990025803883.023,5990025803883.087,5990025803883.072,5990025803883.04,5990025803883.022,5990025803883.03,5990025803883.048,5990025803883.031,5990025803883.029,5990025803883.033,5990025803883.025,5990025803883.021,5990025803883.026,5990025803883.031,5990025803883.031,5990025803883.037,5990025803883.041,5990025803883.056,5990025803884.069,5990025803883.041,5990025803883.067,5990025803883.035,5990025803883.029,5990025803883.029,5990025803883.028,5990025803883.027,5990025803883.063,5990025803883.022,5990025803883.021,5990025803883.029,5990025803883.028,5990025803883.031,5990025803883.0205,5990025803883.026,5990025803883.022,5990025803883.019,5990025803883.025,5990025803883.026,5990025803883.021,5990025803883.019,5990025803883.017,5990025803883.019,5990025803883.0205,5990025803883.022,5990025803883.022,5990025803883.025,5990025803883.023,5990025803883.026,5990025803883.038,5990025803883.0205
"AUT Manufacture of motor vehicles, trailers and semi-trailers",7161368139897.526,7161368139897.554,7161368139897.548,7161368139897.524,7161368139897.529,7161368139897.53,7161368139897.536,7161368139897.531,7161368139897.527,7161368139897.524,7161368139897.527,7161368139897.523,7161368139897.525,7161368139897.532,7161368139897.524,7161368139897.527,7161368139897.526,7161368139897.532,7161368139897.531,7161368139898.751,7161368139897.527,7161368139897.537,7161368139897.524,7161368139897.525,7161368139897.527,7161368139897.526,7161368139897.803,7161368139897.535,7161368139897.534,7161368139897.589,7161368139897.537,7161368139897.538,7161368139897.545,7161368139897.543,7161368139897.525,7161368139897.521,7161368139897.524,7161368139897.538,7161368139897.527,7161368139897.5205,7161368139897.519,7161368139897.52,7161368139897.523,7161368139897.526,7161368139897.529,7161368139897.53,7161368139897.526,7161368139897.527,7161368139897.531,7161368139897.526
AUT Manufacture of other transport equipment,4704641342488.779,4704641342488.779,4704641342488.8,4704641342488.785,4704641342488.778,4704641342488.784,4704641342488.781,4704641342488.783,4704641342488.781,4704641342488.785,4704641342488.782,4704641342488.78,4704641342488.783,4704641342488.784,4704641342488.783,4704641342488.783,4704641342488.781,4704641342488.784,4704641342488.784,4704641342488.783,4704641342489.87,4704641342488.783,4704641342488.779,4704641342488.781,4704641342488.781,4704641342488.779,4704641342488.783,4704641342488.789,4704641342488.78,4704641342488.803,4704641342488.864,4704641342488.892,4704641342488.796,4704641342488.783,4704641342488.779,4704641342488.779,4704641342488.778,4704641342488.783,4704641342488.784,4704641342488.781,4704641342488.779,4704641342488.781,4704641342488.781,4704641342488.787,4704641342488.786,4704641342488.794,4704641342488.781,4704641342488.782,4704641342488.781,4704641342488.78
AUT Manufacture of furniture; other manufacturing,2523783056281.8438,2523783056281.8486,2523783056281.851,2523783056281.8457,2523783056281.8447,2523783056281.857,2523783056281.8555,2523783056281.85,2523783056281.848,2523783056281.8457,2523783056281.8486,2523783056281.846,2523783056281.851,2523783056281.847,2523783056281.848,2523783056281.8555,2523783056281.8486,2523783056281.8516,2523783056281.852,2523783056281.86,2523783056281.854,2523783056282.878,2523783056281.8457,2523783056281.8496,2523783056281.848,2523783056281.8516,2523783056281.854,2523783056281.8477,2523783056281.8467,2523783056281.8467,2523783056281.8447,2523783056281.8467,2523783056281.8447,2523783056281.8477,2523783056281.85,2523783056281.845,2523783056281.8516,2523783056281.847,2523783056281.846,2523783056281.8438,2523783056281.8433,2523783056281.8438,2523783056281.845,2523783056281.845,2523783056281.845,2523783056281.8486,2523783056281.87,2523783056281.8574,2523783056281.8594,2523783056281.8477
"AUT Electricity, gas, steam and air conditioning supply",22215114273540.902,22215114273540.918,22215114273540.918,22215114273540.965,22215114273540.918,22215114273540.918,22215114273540.938,22215114273540.973,22215114273540.93,22215114273540.973,22215114273540.97,22215114273540.91,22215114273540.953,22215114273541.074,22215114273541.117,22215114273541.016,22215114273540.98,22215114273541.016,22215114273540.984,22215114273540.965,22215114273540.98,22215114273540.973,22215114273542.418,22215114273540.996,22215114273540.938,22215114273540.95,22215114273540.94,22215114273540.914,22215114273540.895,22215114273540.92,22215114273540.918,22215114273540.934,22215114273540.926,22215114273540.92,22215114273540.934,22215114273540.89,22215114273540.906,22215114273540.92,22215114273540.906,22215114273540.88,22215114273540.87,22215114273540.875,22215114273540.902,22215114273540.906,22215114273540.914,22215114273540.92,22215114273540.96,22215114273540.938,22215114273540.92,22215114273540.92
"AUT Water collection, treatment and supply",8001212806855.816,8001212806855.787,8001212806855.785,8001212806855.782,8001212806855.801,8001212806855.795,8001212806855.78,8001212806855.791,8001212806855.778,8001212806855.784,8001212806855.791,8001212806855.783,8001212806855.783,8001212806855.783,8001212806855.78,8001212806855.78,8001212806855.782,8001212806855.783,8001212806855.778,8001212806855.785,8001212806855.776,8001212806855.778,8001212806855.788,8001212806856.862,8001212806855.792,8001212806855.784,8001212806855.792,8001212806855.785,8001212806855.782,8001212806855.789,8001212806855.784,8001212806855.789,8001212806855.795,8001212806855.783,8001212806855.796,8001212806855.779,8001212806855.778,8001212806855.797,8001212806855.787,8001212806855.782,8001212806855.781,8001212806855.78,8001212806855.797,8001212806855.801,8001212806855.803,8001212806855.789,8001212806855.78,8001212806855.791,8001212806855.787,8001212806855.794
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1257522875257.93,1257522875257.9302,1257522875257.9302,1257522875257.9336,1257522875257.93,1257522875257.9312,1257522875257.9307,1257522875257.9324,1257522875257.9302,1257522875257.9336,1257522875257.9314,1257522875257.9312,1257522875257.932,1257522875257.9326,1257522875257.9329,1257522875257.932,1257522875257.9316,1257522875257.9324,1257522875257.9312,1257522875257.9314,1257522875257.9333,1257522875257.9314,1257522875257.9363,1257522875257.9397,1257522875258.9304,1257522875257.9492,1257522875257.9321,1257522875257.932,1257522875257.9304,1257522875257.9314,1257522875257.9312,1257522875257.9324,1257522875257.931,1257522875257.931,1257522875257.9304,1257522875257.9297,1257522875257.93,1257522875257.9329,1257522875257.9304,1257522875257.9294,1257522875257.9297,1257522875257.9294,1257522875257.9321,1257522875257.9304,1257522875257.9314,1257522875257.9326,1257522875257.93,1257522875257.9338,1257522875257.9314,1257522875257.93
AUT Construction,44590401941278.54,44590401941278.55,44590401941278.54,44590401941278.7,44590401941278.52,44590401941278.54,44590401941278.55,44590401941278.54,44590401941278.49,44590401941278.71,44590401941278.54,44590401941278.5,44590401941278.54,44590401941278.57,44590401941278.63,44590401941278.57,44590401941278.555,44590401941278.58,44590401941278.55,44590401941278.54,44590401941278.57,44590401941278.54,44590401941278.81,44590401941278.78,44590401941278.56,44590401941280.06,44590401941278.54,44590401941278.586,44590401941278.52,44590401941278.59,44590401941278.555,44590401941278.61,44590401941278.57,44590401941278.54,44590401941278.55,44590401941278.5,44590401941278.5,44590401941278.68,44590401941278.54,44590401941278.51,44590401941278.51,44590401941278.51,44590401941278.63,44590401941278.54,44590401941278.55,44590401941278.664,44590401941278.51,44590401941278.52,44590401941278.52,44590401941278.51
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,10824377828084.02,10824377828084.098,10824377828084.049,10824377828084.006,10824377828084.02,10824377828084.016,10824377828084.041,10824377828084.021,10824377828084.023,10824377828084.008,10824377828084.021,10824377828084.006,10824377828084.008,10824377828084.016,10824377828084.004,10824377828084.008,10824377828084.002,10824377828084.006,10824377828084.0,10824377828084.012,10824377828084.0,10824377828084.021,10824377828084.016,10824377828084.01,10824377828084.016,10824377828084.006,10824377828085.008,10824377828084.025,10824377828084.025,10824377828084.105,10824377828084.035,10824377828084.016,10824377828084.033,10824377828084.035,10824377828084.008,10824377828084.01,10824377828084.002,10824377828084.027,10824377828084.008,10824377828083.996,10824377828083.994,10824377828083.994,10824377828084.004,10824377828084.004,10824377828084.018,10824377828084.01,10824377828084.002,10824377828084.014,10824377828084.012,10824377828084.012
