Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
AUT Manufacture of chemicals and chemical products ,15863421598522.705,15863421598522.697,15863421598522.652,15863421598522.66,15863421598522.676,15863421598522.664,15863421598522.68,15863421598522.738,15863421598522.746,15863421598522.682,15863421598523.953,15863421598522.732,15863421598523.0,15863421598522.672,15863421598522.648,15863421598522.648,15863421598522.672,15863421598522.674,15863421598522.64,15863421598522.66,15863421598522.66,15863421598522.672,15863421598522.643,15863421598522.68,15863421598522.652,15863421598522.65,15863421598522.643,15863421598522.625,15863421598522.627,15863421598522.645,15863421598522.637,15863421598522.643,15863421598522.621,15863421598522.629,15863421598522.65,15863421598522.627,15863421598522.635,15863421598522.629,15863421598522.625,15863421598522.604,15863421598522.605,15863421598522.602,15863421598522.62,15863421598522.621,15863421598522.633,15863421598522.633,15863421598522.629,15863421598522.658,15863421598522.643,15863421598522.668
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,2693278400865.034,2693278400864.9985,2693278400864.9927,2693278400864.9863,2693278400865.011,2693278400864.9976,2693278400864.991,2693278400864.999,2693278400864.9927,2693278400864.9854,2693278400864.993,2693278400866.095,2693278400864.9937,2693278400864.9863,2693278400864.9854,2693278400864.9844,2693278400864.9863,2693278400864.9854,2693278400864.984,2693278400864.9854,2693278400864.985,2693278400864.9863,2693278400864.985,2693278400864.985,2693278400864.9863,2693278400864.9844,2693278400864.9854,2693278400864.9854,2693278400864.9893,2693278400864.985,2693278400864.9893,2693278400864.9854,2693278400864.985,2693278400864.985,2693278400864.996,2693278400864.9883,2693278400864.992,2693278400864.9854,2693278400864.9873,2693278400864.9844,2693278400864.985,2693278400864.9844,2693278400864.9844,2693278400864.9863,2693278400864.987,2693278400864.985,2693278400864.992,2693278400865.018,2693278400865.0137,2693278400864.9883
AUT Manufacture of rubber and plastic products,11012887580380.322,11012887580380.328,11012887580380.334,11012887580380.32,11012887580380.35,11012887580380.342,11012887580380.348,11012887580380.396,11012887580380.479,11012887580380.322,11012887580380.387,11012887580380.383,11012887580381.42,11012887580380.324,11012887580380.32,11012887580380.324,11012887580380.357,11012887580380.34,11012887580380.338,11012887580380.377,11012887580380.35,11012887580380.377,11012887580380.328,11012887580380.334,11012887580380.324,11012887580380.338,11012887580380.348,11012887580380.328,11012887580380.324,11012887580380.334,11012887580380.328,11012887580380.33,11012887580380.324,11012887580380.34,11012887580380.332,11012887580380.328,11012887580380.316,11012887580380.336,11012887580380.322,11012887580380.303,11012887580380.303,11012887580380.303,11012887580380.318,11012887580380.318,11012887580380.314,11012887580380.33,11012887580380.33,11012887580380.332,11012887580380.324,11012887580380.33
AUT Manufacture of other non-metallic mineral products,9288958304311.99,9288958304312.023,9288958304311.994,9288958304312.006,9288958304311.994,9288958304311.99,9288958304312.023,9288958304312.006,9288958304311.998,9288958304312.002,9288958304312.008,9288958304312.012,9288958304312.012,9288958304313.42,9288958304312.012,9288958304312.031,9288958304312.008,9288958304312.023,9288958304312.014,9288958304312.02,9288958304312.018,9288958304312.02,9288958304312.041,9288958304312.031,9288958304311.994,9288958304312.107,9288958304312.008,9288958304311.992,9288958304311.986,9288958304311.998,9288958304311.992,9288958304311.994,9288958304311.99,9288958304311.982,9288958304311.994,9288958304311.98,9288958304311.98,9288958304311.996,9288958304311.984,9288958304311.975,9288958304311.977,9288958304311.977,9288958304311.996,9288958304311.984,9288958304311.982,9288958304311.996,9288958304311.99,9288958304311.996,9288958304311.996,9288958304311.99
AUT Manufacture of basic metals,33734849823820.508,33734849823820.594,33734849823820.6,33734849823820.594,33734849823820.508,33734849823820.56,33734849823820.637,33734849823820.582,33734849823820.574,33734849823820.574,33734849823820.55,33734849823820.53,33734849823820.59,33734849823820.613,33734849823822.168,33734849823821.367,33734849823820.926,33734849823821.277,33734849823821.16,33734849823820.89,33734849823821.1,33734849823820.984,33734849823820.605,33734849823820.62,33734849823820.53,33734849823820.684,33734849823820.645,33734849823820.54,33734849823820.508,33734849823820.582,33734849823820.59,33734849823820.594,33734849823820.54,33734849823820.55,33734849823820.508,33734849823820.5,33734849823820.52,33734849823820.57,33734849823820.523,33734849823820.48,33734849823820.49,33734849823820.49,33734849823820.523,33734849823820.51,33734849823820.5,33734849823820.54,33734849823820.543,33734849823820.54,33734849823820.562,33734849823820.523
"AUT Manufacture of fabricated metal products, except machinery and equipment",16768989946771.633,16768989946771.684,16768989946771.695,16768989946771.684,16768989946771.633,16768989946771.646,16768989946771.713,16768989946771.672,16768989946771.648,16768989946771.656,16768989946771.656,16768989946771.652,16768989946771.678,16768989946771.686,16768989946771.695,16768989946772.873,16768989946771.686,16768989946771.752,16768989946771.832,16768989946771.703,16768989946771.816,16768989946771.727,16768989946771.678,16768989946771.73,16768989946771.643,16768989946771.746,16768989946771.664,16768989946771.635,16768989946771.629,16768989946771.668,16768989946771.654,16768989946771.658,16768989946771.639,16768989946771.656,16768989946771.637,16768989946771.625,16768989946771.633,16768989946771.654,16768989946771.635,16768989946771.615,16768989946771.615,16768989946771.62,16768989946771.639,16768989946771.627,16768989946771.623,16768989946771.645,16768989946771.654,16768989946771.643,16768989946771.645,16768989946771.645
"AUT Manufacture of computer, electronic and optical products",3619198039817.3086,3619198039817.3164,3619198039817.3164,3619198039817.313,3619198039817.3076,3619198039817.3096,3619198039817.3145,3619198039817.3145,3619198039817.314,3619198039817.3115,3619198039817.3096,3619198039817.3125,3619198039817.3105,3619198039817.3105,3619198039817.3125,3619198039817.3125,3619198039818.342,3619198039817.3286,3619198039817.32,3619198039817.3164,3619198039817.343,3619198039817.312,3619198039817.3164,3619198039817.3145,3619198039817.316,3619198039817.3135,3619198039817.319,3619198039817.3135,3619198039817.3115,3619198039817.316,3619198039817.3184,3619198039817.3164,3619198039817.3184,3619198039817.3257,3619198039817.3105,3619198039817.3145,3619198039817.325,3619198039817.3286,3619198039817.322,3619198039817.3145,3619198039817.3154,3619198039817.315,3619198039817.3135,3619198039817.3184,3619198039817.3145,3619198039817.3174,3619198039817.324,3619198039817.333,3619198039817.3228,3619198039817.317
AUT Manufacture of electrical equipment,3258708796232.044,3258708796232.0513,3258708796232.0537,3258708796232.049,3258708796232.044,3258708796232.0454,3258708796232.05,3258708796232.051,3258708796232.0474,3258708796232.0464,3258708796232.0454,3258708796232.0454,3258708796232.0474,3258708796232.0474,3258708796232.0493,3258708796232.049,3258708796232.0693,3258708796233.1084,3258708796232.0767,3258708796232.0513,3258708796232.0703,3258708796232.0474,3258708796232.0713,3258708796232.0483,3258708796232.048,3258708796232.051,3258708796232.056,3258708796232.0454,3258708796232.0454,3258708796232.0503,3258708796232.049,3258708796232.0483,3258708796232.048,3258708796232.0537,3258708796232.045,3258708796232.045,3258708796232.0503,3258708796232.0586,3258708796232.049,3258708796232.043,3258708796232.045,3258708796232.0444,3258708796232.046,3258708796232.0474,3258708796232.046,3258708796232.047,3258708796232.0483,3258708796232.049,3258708796232.0537,3258708796232.0483
AUT Manufacture of machinery and equipment n.e.c.,5647665571453.369,5647665571453.423,5647665571453.409,5647665571453.384,5647665571453.367,5647665571453.37,5647665571453.392,5647665571453.378,5647665571453.375,5647665571453.377,5647665571453.367,5647665571453.368,5647665571453.37,5647665571453.374,5647665571453.378,5647665571453.38,5647665571453.383,5647665571453.395,5647665571454.409,5647665571453.386,5647665571453.405,5647665571453.376,5647665571453.378,5647665571453.374,5647665571453.372,5647665571453.373,5647665571453.402,5647665571453.367,5647665571453.367,5647665571453.374,5647665571453.375,5647665571453.373,5647665571453.369,5647665571453.371,5647665571453.365,5647665571453.368,5647665571453.37,5647665571453.373,5647665571453.369,5647665571453.363,5647665571453.365,5647665571453.365,5647665571453.366,5647665571453.37,5647665571453.367,5647665571453.37,5647665571453.372,5647665571453.372,5647665571453.381,5647665571453.368
"AUT Manufacture of motor vehicles, trailers and semi-trailers",8158640812355.3545,8158640812355.387,8158640812355.377,8158640812355.355,8158640812355.354,8158640812355.354,8158640812355.372,8158640812355.36,8158640812355.359,8158640812355.351,8158640812355.3545,8158640812355.3545,8158640812355.349,8158640812355.359,8158640812355.358,8158640812355.3545,8158640812355.3545,8158640812355.362,8158640812355.363,8158640812356.599,8158640812355.355,8158640812355.364,8158640812355.362,8158640812355.353,8158640812355.3545,8158640812355.3545,8158640812355.657,8158640812355.358,8158640812355.36,8158640812355.424,8158640812355.372,8158640812355.363,8158640812355.375,8158640812355.369,8158640812355.351,8158640812355.354,8158640812355.353,8158640812355.369,8158640812355.355,8158640812355.345,8158640812355.348,8158640812355.35,8158640812355.351,8158640812355.3545,8158640812355.353,8158640812355.3545,8158640812355.357,8158640812355.3545,8158640812355.355,8158640812355.355
AUT Manufacture of other transport equipment,6366295164336.601,6366295164336.598,6366295164336.625,6366295164336.606,6366295164336.599,6366295164336.602,6366295164336.605,6366295164336.606,6366295164336.604,6366295164336.607,6366295164336.6,6366295164336.603,6366295164336.6,6366295164336.604,6366295164336.607,6366295164336.603,6366295164336.602,6366295164336.604,6366295164336.606,6366295164336.606,6366295164337.722,6366295164336.6,6366295164336.604,6366295164336.599,6366295164336.601,6366295164336.599,6366295164336.602,6366295164336.608,6366295164336.598,6366295164336.632,6366295164336.718,6366295164336.745,6366295164336.624,6366295164336.602,6366295164336.598,6366295164336.601,6366295164336.599,6366295164336.605,6366295164336.605,6366295164336.599,6366295164336.6,6366295164336.602,6366295164336.598,6366295164336.608,6366295164336.605,6366295164336.616,6366295164336.604,6366295164336.601,6366295164336.601,6366295164336.599
AUT Manufacture of furniture; other manufacturing,2581221331209.2944,2581221331209.2993,2581221331209.3013,2581221331209.298,2581221331209.2954,2581221331209.3125,2581221331209.309,2581221331209.3013,2581221331209.301,2581221331209.296,2581221331209.2983,2581221331209.2983,2581221331209.301,2581221331209.2974,2581221331209.3013,2581221331209.3057,2581221331209.2993,2581221331209.302,2581221331209.3022,2581221331209.3096,2581221331209.3047,2581221331210.3257,2581221331209.2993,2581221331209.3,2581221331209.3,2581221331209.303,2581221331209.305,2581221331209.298,2581221331209.2974,2581221331209.299,2581221331209.298,2581221331209.2974,2581221331209.297,2581221331209.298,2581221331209.3,2581221331209.2964,2581221331209.302,2581221331209.299,2581221331209.298,2581221331209.294,2581221331209.2944,2581221331209.2944,2581221331209.2954,2581221331209.297,2581221331209.2954,2581221331209.299,2581221331209.3203,2581221331209.308,2581221331209.31,2581221331209.3
"AUT Electricity, gas, steam and air conditioning supply",23387064631525.355,23387064631525.38,23387064631525.375,23387064631525.426,23387064631525.363,23387064631525.363,23387064631525.41,23387064631525.434,23387064631525.4,23387064631525.426,23387064631525.42,23387064631525.383,23387064631525.402,23387064631525.52,23387064631525.6,23387064631525.49,23387064631525.45,23387064631525.48,23387064631525.46,23387064631525.43,23387064631525.45,23387064631525.434,23387064631526.9,23387064631525.44,23387064631525.395,23387064631525.402,23387064631525.395,23387064631525.367,23387064631525.35,23387064631525.375,23387064631525.383,23387064631525.383,23387064631525.39,23387064631525.367,23387064631525.383,23387064631525.355,23387064631525.355,23387064631525.383,23387064631525.37,23387064631525.332,23387064631525.34,23387064631525.336,23387064631525.363,23387064631525.367,23387064631525.363,23387064631525.367,23387064631525.42,23387064631525.383,23387064631525.375,23387064631525.38
"AUT Water collection, treatment and supply",8153900009550.617,8153900009550.587,8153900009550.585,8153900009550.586,8153900009550.596,8153900009550.589,8153900009550.588,8153900009550.595,8153900009550.586,8153900009550.582,8153900009550.589,8153900009550.588,8153900009550.585,8153900009550.583,8153900009550.588,8153900009550.58,8153900009550.582,8153900009550.583,8153900009550.58,8153900009550.587,8153900009550.577,8153900009550.577,8153900009550.596,8153900009551.662,8153900009550.592,8153900009550.585,8153900009550.591,8153900009550.583,8153900009550.58,8153900009550.592,8153900009550.587,8153900009550.582,8153900009550.599,8153900009550.58,8153900009550.593,8153900009550.58,8153900009550.579,8153900009550.599,8153900009550.588,8153900009550.581,8153900009550.583,8153900009550.582,8153900009550.598,8153900009550.603,8153900009550.6,8153900009550.589,8153900009550.582,8153900009550.591,8153900009550.585,8153900009550.595
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1247941394800.5583,1247941394800.5588,1247941394800.5583,1247941394800.5623,1247941394800.5583,1247941394800.5588,1247941394800.56,1247941394800.5615,1247941394800.5593,1247941394800.5618,1247941394800.5593,1247941394800.5603,1247941394800.5598,1247941394800.5603,1247941394800.5623,1247941394800.5603,1247941394800.5598,1247941394800.5608,1247941394800.5598,1247941394800.5598,1247941394800.5615,1247941394800.5593,1247941394800.5662,1247941394800.5671,1247941394801.5593,1247941394800.5764,1247941394800.5603,1247941394800.5598,1247941394800.5588,1247941394800.56,1247941394800.5603,1247941394800.56,1247941394800.5598,1247941394800.5588,1247941394800.5588,1247941394800.5583,1247941394800.5583,1247941394800.5613,1247941394800.5593,1247941394800.5583,1247941394800.5588,1247941394800.5583,1247941394800.5608,1247941394800.559,1247941394800.5593,1247941394800.5608,1247941394800.5588,1247941394800.5618,1247941394800.5596,1247941394800.5588
AUT Construction,54998636096591.3,54998636096591.3,54998636096591.29,54998636096591.5,54998636096591.266,54998636096591.266,54998636096591.336,54998636096591.336,54998636096591.3,54998636096591.484,54998636096591.27,54998636096591.3,54998636096591.27,54998636096591.31,54998636096591.43,54998636096591.34,54998636096591.32,54998636096591.336,54998636096591.31,54998636096591.31,54998636096591.336,54998636096591.28,54998636096591.695,54998636096591.57,54998636096591.336,54998636096592.89,54998636096591.3,54998636096591.336,54998636096591.28,54998636096591.375,54998636096591.336,54998636096591.336,54998636096591.36,54998636096591.29,54998636096591.3,54998636096591.25,54998636096591.25,54998636096591.46,54998636096591.32,54998636096591.27,54998636096591.29,54998636096591.27,54998636096591.43,54998636096591.305,54998636096591.3,54998636096591.43,54998636096591.29,54998636096591.29,54998636096591.27,54998636096591.266
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,11716907934758.445,11716907934758.525,11716907934758.47,11716907934758.441,11716907934758.441,11716907934758.434,11716907934758.475,11716907934758.451,11716907934758.455,11716907934758.434,11716907934758.443,11716907934758.438,11716907934758.43,11716907934758.441,11716907934758.44,11716907934758.436,11716907934758.428,11716907934758.436,11716907934758.428,11716907934758.438,11716907934758.43,11716907934758.443,11716907934758.451,11716907934758.434,11716907934758.44,11716907934758.434,11716907934759.428,11716907934758.443,11716907934758.451,11716907934758.533,11716907934758.469,11716907934758.432,11716907934758.463,11716907934758.46,11716907934758.434,11716907934758.44,11716907934758.432,11716907934758.46,11716907934758.436,11716907934758.418,11716907934758.424,11716907934758.424,11716907934758.428,11716907934758.432,11716907934758.438,11716907934758.432,11716907934758.434,11716907934758.443,11716907934758.432,11716907934758.44
