Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
AUT Manufacture of chemicals and chemical products ,13640596289195.018,13640596289195.012,13640596289194.979,13640596289194.979,13640596289194.992,13640596289194.986,13640596289194.982,13640596289195.041,13640596289195.059,13640596289194.986,13640596289196.244,13640596289195.043,13640596289195.3,13640596289194.988,13640596289194.97,13640596289194.975,13640596289194.98,13640596289195.004,13640596289194.97,13640596289194.988,13640596289194.998,13640596289195.006,13640596289194.951,13640596289195.012,13640596289194.965,13640596289194.97,13640596289194.965,13640596289194.953,13640596289194.963,13640596289194.96,13640596289194.947,13640596289194.965,13640596289194.947,13640596289194.955,13640596289194.969,13640596289194.951,13640596289194.96,13640596289194.947,13640596289194.951,13640596289194.932,13640596289194.94,13640596289194.938,13640596289194.94,13640596289194.951,13640596289194.957,13640596289194.955,13640596289194.963,13640596289194.98,13640596289194.973,13640596289194.992
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,2285701000356.5083,2285701000356.4756,2285701000356.4717,2285701000356.4644,2285701000356.4863,2285701000356.4746,2285701000356.467,2285701000356.475,2285701000356.47,2285701000356.464,2285701000356.471,2285701000357.5635,2285701000356.472,2285701000356.4644,2285701000356.4644,2285701000356.4644,2285701000356.4634,2285701000356.465,2285701000356.4644,2285701000356.465,2285701000356.4653,2285701000356.467,2285701000356.463,2285701000356.4653,2285701000356.4644,2285701000356.4634,2285701000356.4644,2285701000356.4644,2285701000356.4688,2285701000356.4634,2285701000356.4663,2285701000356.4653,2285701000356.4644,2285701000356.464,2285701000356.4727,2285701000356.467,2285701000356.47,2285701000356.4624,2285701000356.4644,2285701000356.464,2285701000356.4644,2285701000356.464,2285701000356.4634,2285701000356.466,2285701000356.4653,2285701000356.464,2285701000356.47,2285701000356.4937,2285701000356.49,2285701000356.467
AUT Manufacture of rubber and plastic products,9580737751134.303,9580737751134.31,9580737751134.322,9580737751134.303,9580737751134.326,9580737751134.326,9580737751134.322,9580737751134.363,9580737751134.445,9580737751134.3,9580737751134.361,9580737751134.355,9580737751135.395,9580737751134.31,9580737751134.303,9580737751134.312,9580737751134.334,9580737751134.326,9580737751134.328,9580737751134.361,9580737751134.34,9580737751134.375,9580737751134.3,9580737751134.324,9580737751134.305,9580737751134.32,9580737751134.332,9580737751134.309,9580737751134.312,9580737751134.316,9580737751134.299,9580737751134.316,9580737751134.303,9580737751134.32,9580737751134.314,9580737751134.309,9580737751134.303,9580737751134.312,9580737751134.303,9580737751134.29,9580737751134.293,9580737751134.291,9580737751134.297,9580737751134.3,9580737751134.303,9580737751134.312,9580737751134.31,9580737751134.31,9580737751134.31,9580737751134.312
AUT Manufacture of other non-metallic mineral products,7590617509115.514,7590617509115.547,7590617509115.5205,7590617509115.525,7590617509115.52,7590617509115.514,7590617509115.533,7590617509115.5205,7590617509115.52,7590617509115.524,7590617509115.528,7590617509115.532,7590617509115.533,7590617509116.849,7590617509115.528,7590617509115.552,7590617509115.523,7590617509115.544,7590617509115.533,7590617509115.539,7590617509115.54,7590617509115.544,7590617509115.544,7590617509115.552,7590617509115.516,7590617509115.61,7590617509115.531,7590617509115.518,7590617509115.518,7590617509115.5205,7590617509115.51,7590617509115.518,7590617509115.514,7590617509115.51,7590617509115.518,7590617509115.506,7590617509115.508,7590617509115.517,7590617509115.509,7590617509115.506,7590617509115.509,7590617509115.508,7590617509115.52,7590617509115.512,7590617509115.512,7590617509115.5205,7590617509115.516,7590617509115.517,7590617509115.517,7590617509115.518
AUT Manufacture of basic metals,16522504056595.057,16522504056595.1,16522504056595.11,16522504056595.105,16522504056595.062,16522504056595.086,16522504056595.105,16522504056595.086,16522504056595.09,16522504056595.096,16522504056595.086,16522504056595.082,16522504056595.11,16522504056595.111,16522504056596.3,16522504056595.574,16522504056595.271,16522504056595.498,16522504056595.428,16522504056595.264,16522504056595.395,16522504056595.332,16522504056595.086,16522504056595.129,16522504056595.066,16522504056595.143,16522504056595.133,16522504056595.076,16522504056595.066,16522504056595.098,16522504056595.082,16522504056595.105,16522504056595.066,16522504056595.082,16522504056595.062,16522504056595.05,16522504056595.066,16522504056595.072,16522504056595.062,16522504056595.043,16522504056595.053,16522504056595.047,16522504056595.062,16522504056595.064,16522504056595.06,16522504056595.072,16522504056595.082,16522504056595.072,16522504056595.086,16522504056595.072
"AUT Manufacture of fabricated metal products, except machinery and equipment",13987312274147.07,13987312274147.12,13987312274147.13,13987312274147.113,13987312274147.084,13987312274147.088,13987312274147.129,13987312274147.098,13987312274147.084,13987312274147.107,13987312274147.096,13987312274147.098,13987312274147.12,13987312274147.117,13987312274147.12,13987312274148.312,13987312274147.105,13987312274147.178,13987312274147.264,13987312274147.135,13987312274147.248,13987312274147.166,13987312274147.098,13987312274147.166,13987312274147.08,13987312274147.166,13987312274147.1,13987312274147.078,13987312274147.08,13987312274147.105,13987312274147.078,13987312274147.1,13987312274147.08,13987312274147.098,13987312274147.08,13987312274147.064,13987312274147.076,13987312274147.086,13987312274147.068,13987312274147.057,13987312274147.066,13987312274147.06,13987312274147.076,13987312274147.076,13987312274147.07,13987312274147.084,13987312274147.094,13987312274147.076,13987312274147.084,13987312274147.084
"AUT Manufacture of computer, electronic and optical products",3160595534306.0576,3160595534306.0645,3160595534306.0645,3160595534306.062,3160595534306.056,3160595534306.059,3160595534306.06,3160595534306.0615,3160595534306.062,3160595534306.0596,3160595534306.0586,3160595534306.0615,3160595534306.061,3160595534306.0596,3160595534306.061,3160595534306.062,3160595534307.0864,3160595534306.0776,3160595534306.0693,3160595534306.065,3160595534306.091,3160595534306.063,3160595534306.061,3160595534306.0645,3160595534306.0625,3160595534306.061,3160595534306.0664,3160595534306.062,3160595534306.061,3160595534306.064,3160595534306.063,3160595534306.065,3160595534306.0635,3160595534306.072,3160595534306.0586,3160595534306.061,3160595534306.0723,3160595534306.0713,3160595534306.0674,3160595534306.061,3160595534306.062,3160595534306.0615,3160595534306.0596,3160595534306.066,3160595534306.0625,3160595534306.0635,3160595534306.0713,3160595534306.079,3160595534306.0693,3160595534306.0654
AUT Manufacture of electrical equipment,2439342986446.8696,2439342986446.8745,2439342986446.8774,2439342986446.872,2439342986446.8696,2439342986446.8706,2439342986446.871,2439342986446.8735,2439342986446.872,2439342986446.8716,2439342986446.871,2439342986446.871,2439342986446.873,2439342986446.872,2439342986446.873,2439342986446.874,2439342986446.8877,2439342986447.9233,2439342986446.896,2439342986446.875,2439342986446.892,2439342986446.873,2439342986446.8843,2439342986446.8745,2439342986446.8716,2439342986446.874,2439342986446.879,2439342986446.871,2439342986446.871,2439342986446.8745,2439342986446.8716,2439342986446.8726,2439342986446.8716,2439342986446.8765,2439342986446.87,2439342986446.8696,2439342986446.875,2439342986446.8784,2439342986446.873,2439342986446.87,2439342986446.8706,2439342986446.8706,2439342986446.8706,2439342986446.872,2439342986446.871,2439342986446.8716,2439342986446.873,2439342986446.873,2439342986446.8765,2439342986446.873
AUT Manufacture of machinery and equipment n.e.c.,4445549958721.822,4445549958721.863,4445549958721.853,4445549958721.835,4445549958721.821,4445549958721.823,4445549958721.835,4445549958721.827,4445549958721.828,4445549958721.829,4445549958721.824,4445549958721.825,4445549958721.825,4445549958721.828,4445549958721.831,4445549958721.837,4445549958721.831,4445549958721.848,4445549958722.858,4445549958721.838,4445549958721.855,4445549958721.833,4445549958721.826,4445549958721.829,4445549958721.825,4445549958721.824,4445549958721.849,4445549958721.823,4445549958721.823,4445549958721.828,4445549958721.825,4445549958721.829,4445549958721.823,4445549958721.825,4445549958721.822,4445549958721.82,4445549958721.825,4445549958721.823,4445549958721.823,4445549958721.82,4445549958721.819,4445549958721.819,4445549958721.82,4445549958721.824,4445549958721.822,4445549958721.823,4445549958721.826,4445549958721.824,4445549958721.832,4445549958721.823
"AUT Manufacture of motor vehicles, trailers and semi-trailers",8020099601386.734,8020099601386.767,8020099601386.759,8020099601386.735,8020099601386.734,8020099601386.734,8020099601386.745,8020099601386.738,8020099601386.74,8020099601386.7295,8020099601386.734,8020099601386.734,8020099601386.731,8020099601386.74,8020099601386.735,8020099601386.738,8020099601386.726,8020099601386.74,8020099601386.743,8020099601387.988,8020099601386.739,8020099601386.749,8020099601386.73,8020099601386.735,8020099601386.731,8020099601386.73,8020099601387.036,8020099601386.741,8020099601386.743,8020099601386.806,8020099601386.745,8020099601386.746,8020099601386.753,8020099601386.749,8020099601386.73,8020099601386.726,8020099601386.7295,8020099601386.744,8020099601386.731,8020099601386.724,8020099601386.725,8020099601386.725,8020099601386.725,8020099601386.731,8020099601386.733,8020099601386.735,8020099601386.738,8020099601386.731,8020099601386.734,8020099601386.735
AUT Manufacture of other transport equipment,4853930066856.205,4853930066856.205,4853930066856.226,4853930066856.213,4853930066856.205,4853930066856.207,4853930066856.206,4853930066856.209,4853930066856.209,4853930066856.21,4853930066856.208,4853930066856.209,4853930066856.21,4853930066856.211,4853930066856.213,4853930066856.211,4853930066856.205,4853930066856.211,4853930066856.215,4853930066856.209,4853930066857.302,4853930066856.21,4853930066856.205,4853930066856.208,4853930066856.206,4853930066856.204,4853930066856.208,4853930066856.214,4853930066856.208,4853930066856.229,4853930066856.283,4853930066856.309,4853930066856.22,4853930066856.207,4853930066856.205,4853930066856.205,4853930066856.206,4853930066856.206,4853930066856.209,4853930066856.204,4853930066856.207,4853930066856.206,4853930066856.205,4853930066856.211,4853930066856.211,4853930066856.217,4853930066856.21,4853930066856.206,4853930066856.206,4853930066856.206
AUT Manufacture of furniture; other manufacturing,2349339962043.327,2349339962043.332,2349339962043.3345,2349339962043.329,2349339962043.328,2349339962043.3477,2349339962043.3374,2349339962043.3315,2349339962043.3325,2349339962043.328,2349339962043.331,2349339962043.331,2349339962043.333,2349339962043.3296,2349339962043.331,2349339962043.338,2349339962043.33,2349339962043.333,2349339962043.3345,2349339962043.342,2349339962043.337,2349339962044.3613,2349339962043.3286,2349339962043.332,2349339962043.3315,2349339962043.334,2349339962043.336,2349339962043.3306,2349339962043.3306,2349339962043.33,2349339962043.328,2349339962043.3296,2349339962043.3286,2349339962043.3306,2349339962043.3325,2349339962043.3276,2349339962043.3345,2349339962043.329,2349339962043.3286,2349339962043.326,2349339962043.327,2349339962043.327,2349339962043.327,2349339962043.329,2349339962043.3276,2349339962043.3315,2349339962043.351,2349339962043.339,2349339962043.34,2349339962043.3325
"AUT Electricity, gas, steam and air conditioning supply",20714872836973.7,20714872836973.703,20714872836973.707,20714872836973.76,20714872836973.703,20714872836973.695,20714872836973.727,20714872836973.758,20714872836973.73,20714872836973.754,20714872836973.754,20714872836973.73,20714872836973.742,20714872836973.84,20714872836973.85,20714872836973.777,20714872836973.742,20714872836973.77,20714872836973.76,20714872836973.74,20714872836973.758,20714872836973.746,20714872836975.156,20714872836973.785,20714872836973.727,20714872836973.723,20714872836973.727,20714872836973.707,20714872836973.707,20714872836973.707,20714872836973.707,20714872836973.715,20714872836973.727,20714872836973.71,20714872836973.723,20714872836973.69,20714872836973.71,20714872836973.703,20714872836973.695,20714872836973.676,20714872836973.684,20714872836973.684,20714872836973.69,20714872836973.71,20714872836973.71,20714872836973.707,20714872836973.766,20714872836973.727,20714872836973.707,20714872836973.72
"AUT Water collection, treatment and supply",7999697167280.451,7999697167280.423,7999697167280.422,7999697167280.422,7999697167280.435,7999697167280.425,7999697167280.416,7999697167280.427,7999697167280.423,7999697167280.419,7999697167280.426,7999697167280.429,7999697167280.423,7999697167280.421,7999697167280.421,7999697167280.418,7999697167280.414,7999697167280.419,7999697167280.421,7999697167280.425,7999697167280.418,7999697167280.419,7999697167280.423,7999697167281.499,7999697167280.426,7999697167280.421,7999697167280.43,7999697167280.422,7999697167280.423,7999697167280.427,7999697167280.418,7999697167280.424,7999697167280.432,7999697167280.416,7999697167280.43,7999697167280.416,7999697167280.418,7999697167280.428,7999697167280.421,7999697167280.418,7999697167280.424,7999697167280.421,7999697167280.431,7999697167280.4375,7999697167280.436,7999697167280.425,7999697167280.421,7999697167280.425,7999697167280.422,7999697167280.434
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1131098685143.0066,1131098685143.007,1131098685143.007,1131098685143.0103,1131098685143.0066,1131098685143.007,1131098685143.0073,1131098685143.0088,1131098685143.0076,1131098685143.0098,1131098685143.0078,1131098685143.0085,1131098685143.0083,1131098685143.0088,1131098685143.0103,1131098685143.0085,1131098685143.007,1131098685143.0088,1131098685143.008,1131098685143.008,1131098685143.0098,1131098685143.0083,1131098685143.0117,1131098685143.0151,1131098685144.0068,1131098685143.0225,1131098685143.0083,1131098685143.0083,1131098685143.0078,1131098685143.008,1131098685143.0076,1131098685143.0088,1131098685143.0078,1131098685143.007,1131098685143.0073,1131098685143.0063,1131098685143.007,1131098685143.0085,1131098685143.0068,1131098685143.0063,1131098685143.0068,1131098685143.0068,1131098685143.0083,1131098685143.0073,1131098685143.0076,1131098685143.0085,1131098685143.007,1131098685143.0095,1131098685143.0073,1131098685143.0073
AUT Construction,58836881313549.94,58836881313549.95,58836881313549.945,58836881313550.14,58836881313549.9,58836881313549.91,58836881313549.94,58836881313549.94,58836881313549.93,58836881313550.125,58836881313549.94,58836881313549.945,58836881313549.94,58836881313549.98,58836881313550.11,58836881313550.0,58836881313549.914,58836881313550.0,58836881313549.97,58836881313549.96,58836881313549.99,58836881313549.97,58836881313550.24,58836881313550.26,58836881313549.945,58836881313551.55,58836881313549.94,58836881313549.99,58836881313549.97,58836881313550.016,58836881313549.945,58836881313550.016,58836881313549.99,58836881313549.914,58836881313549.945,58836881313549.89,58836881313549.9,58836881313550.07,58836881313549.94,58836881313549.91,58836881313549.93,58836881313549.914,58836881313550.03,58836881313549.96,58836881313549.95,58836881313550.07,58836881313549.93,58836881313549.914,58836881313549.91,58836881313549.92
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,11848547472287.629,11848547472287.717,11848547472287.662,11848547472287.623,11848547472287.627,11848547472287.62,11848547472287.65,11848547472287.633,11848547472287.643,11848547472287.62,11848547472287.63,11848547472287.625,11848547472287.621,11848547472287.629,11848547472287.623,11848547472287.625,11848547472287.604,11848547472287.62,11848547472287.62,11848547472287.623,11848547472287.62,11848547472287.637,11848547472287.625,11848547472287.625,11848547472287.621,11848547472287.615,11848547472288.615,11848547472287.63,11848547472287.64,11848547472287.72,11848547472287.646,11848547472287.625,11848547472287.646,11848547472287.646,11848547472287.62,11848547472287.62,11848547472287.617,11848547472287.635,11848547472287.617,11848547472287.604,11848547472287.61,11848547472287.605,11848547472287.607,11848547472287.617,11848547472287.621,11848547472287.621,11848547472287.617,11848547472287.623,11848547472287.617,11848547472287.627
"AUT Wholesale trade, except of motor vehicles and motorcycles",41351306073594.79,41351306073594.836,41351306073594.836,41351306073594.76,41351306073594.8,41351306073594.91,41351306073594.805,41351306073594.805,41351306073594.82,41351306073594.734,41351306073594.82,41351306073594.8,41351306073594.82,41351306073594.76,41351306073594.77,41351306073594.81,41351306073594.8,41351306073594.84,41351306073594.836,41351306073594.875,41351306073594.88,41351306073594.88,41351306073594.72,41351306073594.77,41351306073594.8,41351306073594.734,41351306073594.9,41351306073595.73,41351306073594.75,41351306073594.81,41351306073594.734,41351306073594.79,41351306073594.71,41351306073594.78,41351306073594.79,41351306073594.7,41351306073594.75,41351306073594.74,41351306073594.72,41351306073594.68,41351306073594.68,41351306073594.67,41351306073594.69,41351306073594.72,41351306073594.71,41351306073594.73,41351306073594.79,41351306073594.83,41351306073594.77,41351306073594.77
