Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
AUT Manufacture of chemicals and chemical products ,8882261619526.27,8882261619526.26,8882261619526.234,8882261619526.232,8882261619526.25,8882261619526.246,8882261619526.248,8882261619526.29,8882261619526.291,8882261619526.244,8882261619527.426,8882261619526.348,8882261619526.545,8882261619526.258,8882261619526.227,8882261619526.234,8882261619526.25,8882261619526.264,8882261619526.234,8882261619526.24,8882261619526.246,8882261619526.256,8882261619526.22,8882261619526.262,8882261619526.22,8882261619526.24,8882261619526.232,8882261619526.223,8882261619526.223,8882261619526.223,8882261619526.217,8882261619526.225,8882261619526.217,8882261619526.22,8882261619526.23,8882261619526.232,8882261619526.223,8882261619526.215,8882261619526.22,8882261619526.209,8882261619526.217,8882261619526.217,8882261619526.223,8882261619526.217,8882261619526.223,8882261619526.22,8882261619526.217,8882261619526.234,8882261619526.234,8882261619526.24
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,2263143240630.082,2263143240630.0527,2263143240630.046,2263143240630.04,2263143240630.0596,2263143240630.049,2263143240630.0415,2263143240630.047,2263143240630.041,2263143240630.04,2263143240630.044,2263143240631.159,2263143240630.046,2263143240630.0405,2263143240630.0386,2263143240630.039,2263143240630.0386,2263143240630.0376,2263143240630.038,2263143240630.0366,2263143240630.0396,2263143240630.0396,2263143240630.0356,2263143240630.037,2263143240630.0366,2263143240630.0366,2263143240630.037,2263143240630.039,2263143240630.041,2263143240630.0366,2263143240630.038,2263143240630.0376,2263143240630.036,2263143240630.0366,2263143240630.045,2263143240630.039,2263143240630.041,2263143240630.0356,2263143240630.0376,2263143240630.0356,2263143240630.0376,2263143240630.037,2263143240630.036,2263143240630.0376,2263143240630.0376,2263143240630.036,2263143240630.0415,2263143240630.0684,2263143240630.064,2263143240630.039
AUT Manufacture of rubber and plastic products,6382447756612.282,6382447756612.283,6382447756612.292,6382447756612.282,6382447756612.297,6382447756612.297,6382447756612.296,6382447756612.325,6382447756612.388,6382447756612.285,6382447756612.319,6382447756612.313,6382447756613.363,6382447756612.293,6382447756612.28,6382447756612.287,6382447756612.311,6382447756612.298,6382447756612.301,6382447756612.324,6382447756612.307,6382447756612.329,6382447756612.278,6382447756612.293,6382447756612.281,6382447756612.301,6382447756612.31,6382447756612.287,6382447756612.287,6382447756612.295,6382447756612.278,6382447756612.287,6382447756612.28,6382447756612.295,6382447756612.287,6382447756612.303,6382447756612.287,6382447756612.281,6382447756612.28,6382447756612.272,6382447756612.275,6382447756612.277,6382447756612.282,6382447756612.279,6382447756612.278,6382447756612.284,6382447756612.282,6382447756612.284,6382447756612.287,6382447756612.283
AUT Manufacture of other non-metallic mineral products,6899888734588.498,6899888734588.514,6899888734588.496,6899888734588.51,6899888734588.505,6899888734588.497,6899888734588.52,6899888734588.497,6899888734588.498,6899888734588.511,6899888734588.508,6899888734588.511,6899888734588.51,6899888734589.767,6899888734588.506,6899888734588.529,6899888734588.506,6899888734588.51,6899888734588.511,6899888734588.516,6899888734588.514,6899888734588.52,6899888734588.514,6899888734588.53,6899888734588.498,6899888734588.595,6899888734588.512,6899888734588.502,6899888734588.497,6899888734588.502,6899888734588.496,6899888734588.501,6899888734588.502,6899888734588.492,6899888734588.497,6899888734588.495,6899888734588.495,6899888734588.495,6899888734588.498,6899888734588.492,6899888734588.496,6899888734588.496,6899888734588.512,6899888734588.497,6899888734588.496,6899888734588.505,6899888734588.491,6899888734588.5,6899888734588.498,6899888734588.493
AUT Manufacture of basic metals,16729469169691.307,16729469169691.34,16729469169691.344,16729469169691.357,16729469169691.309,16729469169691.324,16729469169691.354,16729469169691.324,16729469169691.322,16729469169691.36,16729469169691.33,16729469169691.309,16729469169691.344,16729469169691.373,16729469169692.48,16729469169691.82,16729469169691.525,16729469169691.701,16729469169691.643,16729469169691.502,16729469169691.582,16729469169691.545,16729469169691.336,16729469169691.35,16729469169691.312,16729469169691.398,16729469169691.402,16729469169691.326,16729469169691.312,16729469169691.344,16729469169691.322,16729469169691.342,16729469169691.312,16729469169691.326,16729469169691.305,16729469169691.309,16729469169691.318,16729469169691.312,16729469169691.314,16729469169691.297,16729469169691.307,16729469169691.318,16729469169691.32,16729469169691.312,16729469169691.309,16729469169691.314,16729469169691.312,16729469169691.314,16729469169691.328,16729469169691.305
"AUT Manufacture of fabricated metal products, except machinery and equipment",11819240736877.62,11819240736877.65,11819240736877.66,11819240736877.662,11819240736877.621,11819240736877.63,11819240736877.668,11819240736877.63,11819240736877.623,11819240736877.66,11819240736877.639,11819240736877.621,11819240736877.65,11819240736877.69,11819240736877.66,11819240736878.77,11819240736877.654,11819240736877.701,11819240736877.758,11819240736877.668,11819240736877.75,11819240736877.691,11819240736877.633,11819240736877.674,11819240736877.621,11819240736877.7,11819240736877.645,11819240736877.621,11819240736877.621,11819240736877.646,11819240736877.621,11819240736877.639,11819240736877.62,11819240736877.635,11819240736877.621,11819240736877.617,11819240736877.621,11819240736877.617,11819240736877.62,11819240736877.604,11819240736877.615,11819240736877.617,11819240736877.63,11819240736877.617,11819240736877.617,11819240736877.625,11819240736877.623,11819240736877.62,11819240736877.625,11819240736877.623
"AUT Manufacture of computer, electronic and optical products",2439814462431.181,2439814462431.184,2439814462431.185,2439814462431.183,2439814462431.1807,2439814462431.183,2439814462431.182,2439814462431.183,2439814462431.185,2439814462431.1836,2439814462431.182,2439814462431.183,2439814462431.1826,2439814462431.1836,2439814462431.182,2439814462431.183,2439814462432.2173,2439814462431.195,2439814462431.197,2439814462431.185,2439814462431.2036,2439814462431.1836,2439814462431.1826,2439814462431.185,2439814462431.185,2439814462431.183,2439814462431.1885,2439814462431.1836,2439814462431.1836,2439814462431.184,2439814462431.1836,2439814462431.187,2439814462431.185,2439814462431.1904,2439814462431.182,2439814462431.185,2439814462431.191,2439814462431.19,2439814462431.1875,2439814462431.1836,2439814462431.185,2439814462431.186,2439814462431.184,2439814462431.186,2439814462431.185,2439814462431.1836,2439814462431.189,2439814462431.1953,2439814462431.188,2439814462431.1836
AUT Manufacture of electrical equipment,2520823037745.099,2520823037745.104,2520823037745.1074,2520823037745.1035,2520823037745.0996,2520823037745.1006,2520823037745.102,2520823037745.1035,2520823037745.102,2520823037745.104,2520823037745.101,2520823037745.1,2520823037745.1035,2520823037745.1035,2520823037745.1035,2520823037745.104,2520823037745.129,2520823037746.1646,2520823037745.139,2520823037745.1045,2520823037745.1284,2520823037745.1035,2520823037745.117,2520823037745.104,2520823037745.101,2520823037745.1074,2520823037745.11,2520823037745.1006,2520823037745.1006,2520823037745.104,2520823037745.102,2520823037745.1035,2520823037745.101,2520823037745.106,2520823037745.0996,2520823037745.1006,2520823037745.104,2520823037745.1074,2520823037745.102,2520823037745.099,2520823037745.0996,2520823037745.101,2520823037745.101,2520823037745.101,2520823037745.1006,2520823037745.101,2520823037745.1,2520823037745.102,2520823037745.1055,2520823037745.1006
AUT Manufacture of machinery and equipment n.e.c.,4809875777462.2705,4809875777462.304,4809875777462.31,4809875777462.291,4809875777462.27,4809875777462.2705,4809875777462.279,4809875777462.271,4809875777462.274,4809875777462.29,4809875777462.274,4809875777462.268,4809875777462.272,4809875777462.281,4809875777462.286,4809875777462.284,4809875777462.286,4809875777462.296,4809875777463.327,4809875777462.282,4809875777462.312,4809875777462.278,4809875777462.271,4809875777462.272,4809875777462.2705,4809875777462.271,4809875777462.301,4809875777462.27,4809875777462.269,4809875777462.275,4809875777462.271,4809875777462.275,4809875777462.267,4809875777462.271,4809875777462.268,4809875777462.269,4809875777462.271,4809875777462.269,4809875777462.27,4809875777462.265,4809875777462.268,4809875777462.27,4809875777462.268,4809875777462.2705,4809875777462.269,4809875777462.27,4809875777462.269,4809875777462.269,4809875777462.279,4809875777462.267
"AUT Manufacture of motor vehicles, trailers and semi-trailers",7353975589687.733,7353975589687.754,7353975589687.746,7353975589687.731,7353975589687.734,7353975589687.731,7353975589687.747,7353975589687.733,7353975589687.734,7353975589687.734,7353975589687.733,7353975589687.73,7353975589687.7295,7353975589687.742,7353975589687.734,7353975589687.734,7353975589687.731,7353975589687.733,7353975589687.743,7353975589689.058,7353975589687.738,7353975589687.746,7353975589687.727,7353975589687.7295,7353975589687.741,7353975589687.731,7353975589688.136,7353975589687.735,7353975589687.741,7353975589687.817,7353975589687.745,7353975589687.742,7353975589687.757,7353975589687.754,7353975589687.73,7353975589687.731,7353975589687.73,7353975589687.734,7353975589687.738,7353975589687.723,7353975589687.7295,7353975589687.731,7353975589687.728,7353975589687.73,7353975589687.734,7353975589687.731,7353975589687.73,7353975589687.7295,7353975589687.73,7353975589687.7295
AUT Manufacture of other transport equipment,4625447775249.447,4625447775249.448,4625447775249.469,4625447775249.452,4625447775249.447,4625447775249.449,4625447775249.449,4625447775249.451,4625447775249.453,4625447775249.452,4625447775249.451,4625447775249.45,4625447775249.45,4625447775249.453,4625447775249.45,4625447775249.451,4625447775249.45,4625447775249.448,4625447775249.455,4625447775249.455,4625447775250.513,4625447775249.449,4625447775249.446,4625447775249.448,4625447775249.449,4625447775249.446,4625447775249.456,4625447775249.453,4625447775249.451,4625447775249.47,4625447775249.5,4625447775249.556,4625447775249.458,4625447775249.464,4625447775249.447,4625447775249.451,4625447775249.451,4625447775249.451,4625447775249.457,4625447775249.45,4625447775249.453,4625447775249.456,4625447775249.452,4625447775249.456,4625447775249.455,4625447775249.458,4625447775249.45,4625447775249.449,4625447775249.45,4625447775249.448
AUT Manufacture of furniture; other manufacturing,1924230803290.5789,1924230803290.5818,1924230803290.5828,1924230803290.5815,1924230803290.5798,1924230803290.587,1924230803290.5928,1924230803290.5835,1924230803290.5825,1924230803290.5818,1924230803290.5818,1924230803290.5808,1924230803290.5835,1924230803290.5828,1924230803290.5818,1924230803290.5852,1924230803290.5818,1924230803290.5828,1924230803290.5845,1924230803290.5964,1924230803290.587,1924230803291.6418,1924230803290.5803,1924230803290.582,1924230803290.5823,1924230803290.586,1924230803290.5894,1924230803290.5813,1924230803290.5818,1924230803290.5823,1924230803290.5806,1924230803290.5815,1924230803290.5803,1924230803290.5825,1924230803290.5815,1924230803290.5808,1924230803290.5876,1924230803290.5803,1924230803290.5808,1924230803290.579,1924230803290.5808,1924230803290.5806,1924230803290.5808,1924230803290.58,1924230803290.5803,1924230803290.581,1924230803290.5918,1924230803290.5884,1924230803290.5957,1924230803290.5825
"AUT Electricity, gas, steam and air conditioning supply",29128668989191.633,29128668989191.65,29128668989191.63,29128668989191.707,29128668989191.656,29128668989191.645,29128668989191.664,29128668989191.758,29128668989191.676,29128668989191.727,29128668989191.734,29128668989191.695,29128668989191.74,29128668989191.773,29128668989191.797,29128668989191.734,29128668989191.703,29128668989191.688,29128668989191.69,29128668989191.676,29128668989191.7,29128668989191.703,29128668989193.555,29128668989191.766,29128668989191.63,29128668989191.645,29128668989191.66,29128668989191.637,29128668989191.67,29128668989191.652,29128668989191.645,29128668989191.65,29128668989191.656,29128668989191.633,29128668989191.684,29128668989191.656,29128668989191.65,29128668989191.64,29128668989191.637,29128668989191.61,29128668989191.62,29128668989191.63,29128668989191.633,29128668989191.64,29128668989191.66,29128668989191.703,29128668989191.66,29128668989191.652,29128668989191.625,29128668989191.62
"AUT Water collection, treatment and supply",7173300342131.654,7173300342131.63,7173300342131.625,7173300342131.627,7173300342131.64,7173300342131.633,7173300342131.624,7173300342131.641,7173300342131.628,7173300342131.629,7173300342131.63,7173300342131.64,7173300342131.629,7173300342131.63,7173300342131.625,7173300342131.623,7173300342131.624,7173300342131.622,7173300342131.628,7173300342131.628,7173300342131.625,7173300342131.623,7173300342131.63,7173300342132.832,7173300342131.646,7173300342131.627,7173300342131.631,7173300342131.624,7173300342131.627,7173300342131.628,7173300342131.623,7173300342131.627,7173300342131.631,7173300342131.621,7173300342131.638,7173300342131.627,7173300342131.627,7173300342131.631,7173300342131.63,7173300342131.621,7173300342131.627,7173300342131.63,7173300342131.634,7173300342131.644,7173300342131.64,7173300342131.63,7173300342131.623,7173300342131.631,7173300342131.628,7173300342131.634
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",2585034631088.5205,2585034631088.5205,2585034631088.519,2585034631088.52,2585034631088.52,2585034631088.5205,2585034631088.5195,2585034631088.521,2585034631088.5215,2585034631088.521,2585034631088.5205,2585034631088.5205,2585034631088.5215,2585034631088.524,2585034631088.52,2585034631088.521,2585034631088.5215,2585034631088.521,2585034631088.522,2585034631088.52,2585034631088.5254,2585034631088.521,2585034631088.524,2585034631088.525,2585034631089.5522,2585034631088.5264,2585034631088.5205,2585034631088.524,2585034631088.522,2585034631088.5225,2585034631088.5234,2585034631088.5225,2585034631088.525,2585034631088.5205,2585034631088.521,2585034631088.5205,2585034631088.5215,2585034631088.5317,2585034631088.5312,2585034631088.5225,2585034631088.525,2585034631088.526,2585034631088.5264,2585034631088.5244,2585034631088.527,2585034631088.524,2585034631088.5215,2585034631088.5273,2585034631088.521,2585034631088.5205
AUT Construction,67171601238673.586,67171601238673.586,67171601238673.53,67171601238673.73,67171601238673.55,67171601238673.55,67171601238673.63,67171601238673.56,67171601238673.55,67171601238673.74,67171601238673.57,67171601238673.53,67171601238673.56,67171601238673.62,67171601238673.69,67171601238673.62,67171601238673.586,67171601238673.57,67171601238673.6,67171601238673.56,67171601238673.62,67171601238673.62,67171601238673.77,67171601238673.805,67171601238673.57,67171601238675.21,67171601238673.56,67171601238673.65,67171601238673.586,67171601238673.65,67171601238673.586,67171601238673.63,67171601238673.67,67171601238673.55,67171601238673.57,67171601238673.55,67171601238673.57,67171601238673.62,67171601238673.62,67171601238673.55,67171601238673.586,67171601238673.586,67171601238673.79,67171601238673.586,67171601238673.586,67171601238673.7,67171601238673.516,67171601238673.56,67171601238673.53,67171601238673.516
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,8477526158759.017,8477526158759.066,8477526158759.03,8477526158759.015,8477526158759.0205,8477526158759.013,8477526158759.04,8477526158759.018,8477526158759.024,8477526158759.02,8477526158759.021,8477526158759.015,8477526158759.013,8477526158759.026,8477526158759.019,8477526158759.017,8477526158759.007,8477526158759.009,8477526158759.014,8477526158759.012,8477526158759.011,8477526158759.026,8477526158759.011,8477526158759.014,8477526158759.04,8477526158759.014,8477526158760.011,8477526158759.018,8477526158759.0205,8477526158759.122,8477526158759.03,8477526158759.017,8477526158759.023,8477526158759.046,8477526158759.01,8477526158759.015,8477526158759.011,8477526158759.02,8477526158759.0205,8477526158759.006,8477526158759.012,8477526158759.012,8477526158759.01,8477526158759.008,8477526158759.02,8477526158759.009,8477526158759.007,8477526158759.012,8477526158759.011,8477526158759.013
