Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
AUT Manufacture of chemicals and chemical products ,7801077177811.57,7801077177811.557,7801077177811.536,7801077177811.536,7801077177811.55,7801077177811.547,7801077177811.544,7801077177811.584,7801077177811.583,7801077177811.536,7801077177812.698,7801077177811.655,7801077177811.838,7801077177811.558,7801077177811.534,7801077177811.533,7801077177811.55,7801077177811.564,7801077177811.532,7801077177811.539,7801077177811.543,7801077177811.552,7801077177811.523,7801077177811.5625,7801077177811.521,7801077177811.544,7801077177811.532,7801077177811.525,7801077177811.521,7801077177811.521,7801077177811.517,7801077177811.525,7801077177811.517,7801077177811.5205,7801077177811.529,7801077177811.534,7801077177811.525,7801077177811.513,7801077177811.515,7801077177811.512,7801077177811.512,7801077177811.513,7801077177811.519,7801077177811.5205,7801077177811.523,7801077177811.52,7801077177811.524,7801077177811.537,7801077177811.541,7801077177811.539
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,2392393660014.8945,2392393660014.8647,2392393660014.855,2392393660014.8496,2392393660014.8687,2392393660014.8594,2392393660014.8506,2392393660014.8555,2392393660014.85,2392393660014.8477,2392393660014.8516,2392393660015.9805,2392393660014.8555,2392393660014.8496,2392393660014.849,2392393660014.848,2392393660014.8486,2392393660014.8467,2392393660014.846,2392393660014.845,2392393660014.847,2392393660014.8486,2392393660014.8447,2392393660014.846,2392393660014.846,2392393660014.8467,2392393660014.846,2392393660014.8486,2392393660014.849,2392393660014.8447,2392393660014.8467,2392393660014.8467,2392393660014.8447,2392393660014.8457,2392393660014.854,2392393660014.848,2392393660014.849,2392393660014.8447,2392393660014.8457,2392393660014.845,2392393660014.8457,2392393660014.845,2392393660014.844,2392393660014.8477,2392393660014.8467,2392393660014.846,2392393660014.852,2392393660014.88,2392393660014.8765,2392393660014.8496
AUT Manufacture of rubber and plastic products,5577386109636.275,5577386109636.275,5577386109636.281,5577386109636.274,5577386109636.285,5577386109636.288,5577386109636.285,5577386109636.31,5577386109636.366,5577386109636.2705,5577386109636.304,5577386109636.3,5577386109637.35,5577386109636.279,5577386109636.274,5577386109636.274,5577386109636.299,5577386109636.287,5577386109636.287,5577386109636.309,5577386109636.29,5577386109636.313,5577386109636.2705,5577386109636.282,5577386109636.274,5577386109636.292,5577386109636.299,5577386109636.278,5577386109636.274,5577386109636.281,5577386109636.27,5577386109636.276,5577386109636.2705,5577386109636.283,5577386109636.273,5577386109636.295,5577386109636.277,5577386109636.27,5577386109636.267,5577386109636.265,5577386109636.265,5577386109636.266,5577386109636.273,5577386109636.271,5577386109636.271,5577386109636.276,5577386109636.274,5577386109636.277,5577386109636.282,5577386109636.277
AUT Manufacture of other non-metallic mineral products,6628892268973.383,6628892268973.392,6628892268973.377,6628892268973.392,6628892268973.387,6628892268973.38,6628892268973.399,6628892268973.378,6628892268973.38,6628892268973.385,6628892268973.388,6628892268973.396,6628892268973.387,6628892268974.626,6628892268973.392,6628892268973.411,6628892268973.388,6628892268973.387,6628892268973.387,6628892268973.3955,6628892268973.391,6628892268973.401,6628892268973.395,6628892268973.411,6628892268973.383,6628892268973.48,6628892268973.391,6628892268973.383,6628892268973.376,6628892268973.381,6628892268973.378,6628892268973.38,6628892268973.381,6628892268973.376,6628892268973.38,6628892268973.376,6628892268973.38,6628892268973.377,6628892268973.377,6628892268973.373,6628892268973.373,6628892268973.377,6628892268973.392,6628892268973.382,6628892268973.381,6628892268973.388,6628892268973.38,6628892268973.381,6628892268973.386,6628892268973.378
AUT Manufacture of basic metals,14438274454177.709,14438274454177.723,14438274454177.734,14438274454177.744,14438274454177.7,14438274454177.715,14438274454177.732,14438274454177.713,14438274454177.715,14438274454177.73,14438274454177.717,14438274454177.703,14438274454177.73,14438274454177.754,14438274454178.852,14438274454178.156,14438274454177.889,14438274454178.031,14438274454177.977,14438274454177.87,14438274454177.918,14438274454177.893,14438274454177.729,14438274454177.736,14438274454177.709,14438274454177.783,14438274454177.791,14438274454177.72,14438274454177.695,14438274454177.727,14438274454177.713,14438274454177.729,14438274454177.703,14438274454177.713,14438274454177.695,14438274454177.7,14438274454177.709,14438274454177.7,14438274454177.7,14438274454177.691,14438274454177.688,14438274454177.695,14438274454177.709,14438274454177.709,14438274454177.703,14438274454177.713,14438274454177.71,14438274454177.71,14438274454177.732,14438274454177.7
"AUT Manufacture of fabricated metal products, except machinery and equipment",11118755572272.756,11118755572272.771,11118755572272.787,11118755572272.795,11118755572272.748,11118755572272.762,11118755572272.79,11118755572272.76,11118755572272.756,11118755572272.777,11118755572272.766,11118755572272.756,11118755572272.78,11118755572272.82,11118755572272.797,11118755572273.88,11118755572272.787,11118755572272.828,11118755572272.871,11118755572272.799,11118755572272.87,11118755572272.818,11118755572272.764,11118755572272.797,11118755572272.754,11118755572272.83,11118755572272.775,11118755572272.754,11118755572272.748,11118755572272.771,11118755572272.754,11118755572272.764,11118755572272.746,11118755572272.762,11118755572272.748,11118755572272.748,11118755572272.756,11118755572272.748,11118755572272.746,11118755572272.738,11118755572272.738,11118755572272.74,11118755572272.754,11118755572272.754,11118755572272.748,11118755572272.76,11118755572272.758,11118755572272.756,11118755572272.768,11118755572272.754
"AUT Manufacture of computer, electronic and optical products",2367054525972.5356,2367054525972.5366,2367054525972.537,2367054525972.537,2367054525972.5347,2367054525972.5366,2367054525972.5347,2367054525972.5356,2367054525972.537,2367054525972.5347,2367054525972.535,2367054525972.5356,2367054525972.535,2367054525972.535,2367054525972.5366,2367054525972.5356,2367054525973.576,2367054525972.549,2367054525972.55,2367054525972.537,2367054525972.553,2367054525972.537,2367054525972.5366,2367054525972.537,2367054525972.5386,2367054525972.537,2367054525972.5396,2367054525972.5356,2367054525972.535,2367054525972.535,2367054525972.536,2367054525972.538,2367054525972.536,2367054525972.54,2367054525972.5347,2367054525972.537,2367054525972.5425,2367054525972.54,2367054525972.5386,2367054525972.536,2367054525972.5366,2367054525972.5376,2367054525972.536,2367054525972.5386,2367054525972.537,2367054525972.5376,2367054525972.542,2367054525972.548,2367054525972.541,2367054525972.5376
AUT Manufacture of electrical equipment,2557535022035.751,2557535022035.7524,2557535022035.758,2557535022035.7534,2557535022035.7495,2557535022035.751,2557535022035.75,2557535022035.7524,2557535022035.7505,2557535022035.7515,2557535022035.75,2557535022035.7495,2557535022035.7524,2557535022035.751,2557535022035.755,2557535022035.7534,2557535022035.782,2557535022036.8193,2557535022035.792,2557535022035.754,2557535022035.779,2557535022035.753,2557535022035.768,2557535022035.7534,2557535022035.7515,2557535022035.7593,2557535022035.759,2557535022035.7495,2557535022035.749,2557535022035.752,2557535022035.7505,2557535022035.752,2557535022035.7495,2557535022035.7534,2557535022035.7495,2557535022035.75,2557535022035.753,2557535022035.757,2557535022035.75,2557535022035.749,2557535022035.7485,2557535022035.7495,2557535022035.75,2557535022035.7515,2557535022035.7505,2557535022035.752,2557535022035.7515,2557535022035.7515,2557535022035.757,2557535022035.7515
AUT Manufacture of machinery and equipment n.e.c.,5333605933015.374,5333605933015.3955,5333605933015.418,5333605933015.3955,5333605933015.367,5333605933015.368,5333605933015.373,5333605933015.368,5333605933015.371,5333605933015.386,5333605933015.37,5333605933015.366,5333605933015.37,5333605933015.375,5333605933015.39,5333605933015.383,5333605933015.387,5333605933015.397,5333605933016.44,5333605933015.381,5333605933015.413,5333605933015.373,5333605933015.371,5333605933015.371,5333605933015.368,5333605933015.372,5333605933015.402,5333605933015.364,5333605933015.362,5333605933015.37,5333605933015.369,5333605933015.372,5333605933015.362,5333605933015.368,5333605933015.363,5333605933015.364,5333605933015.368,5333605933015.364,5333605933015.363,5333605933015.36,5333605933015.361,5333605933015.364,5333605933015.362,5333605933015.369,5333605933015.366,5333605933015.368,5333605933015.369,5333605933015.367,5333605933015.381,5333605933015.363
"AUT Manufacture of motor vehicles, trailers and semi-trailers",6364488359697.394,6364488359697.405,6364488359697.403,6364488359697.394,6364488359697.394,6364488359697.394,6364488359697.401,6364488359697.392,6364488359697.3955,6364488359697.389,6364488359697.392,6364488359697.394,6364488359697.39,6364488359697.397,6364488359697.396,6364488359697.394,6364488359697.393,6364488359697.3955,6364488359697.399,6364488359698.707,6364488359697.39,6364488359697.404,6364488359697.389,6364488359697.392,6364488359697.399,6364488359697.394,6364488359697.784,6364488359697.393,6364488359697.392,6364488359697.464,6364488359697.399,6364488359697.3955,6364488359697.411,6364488359697.408,6364488359697.386,6364488359697.389,6364488359697.389,6364488359697.389,6364488359697.392,6364488359697.385,6364488359697.385,6364488359697.386,6364488359697.385,6364488359697.39,6364488359697.39,6364488359697.394,6364488359697.394,6364488359697.39,6364488359697.396,6364488359697.392
AUT Manufacture of other transport equipment,4549177408955.565,4549177408955.562,4549177408955.582,4549177408955.566,4549177408955.5625,4549177408955.563,4549177408955.562,4549177408955.565,4549177408955.568,4549177408955.562,4549177408955.563,4549177408955.565,4549177408955.564,4549177408955.566,4549177408955.566,4549177408955.565,4549177408955.568,4549177408955.564,4549177408955.568,4549177408955.572,4549177408956.612,4549177408955.564,4549177408955.563,4549177408955.564,4549177408955.565,4549177408955.563,4549177408955.573,4549177408955.569,4549177408955.564,4549177408955.581,4549177408955.605,4549177408955.663,4549177408955.57,4549177408955.578,4549177408955.562,4549177408955.565,4549177408955.568,4549177408955.566,4549177408955.57,4549177408955.564,4549177408955.566,4549177408955.569,4549177408955.564,4549177408955.572,4549177408955.569,4549177408955.574,4549177408955.568,4549177408955.565,4549177408955.568,4549177408955.564
AUT Manufacture of furniture; other manufacturing,1777719855523.1633,1777719855523.164,1777719855523.1648,1777719855523.1643,1777719855523.1626,1777719855523.1675,1777719855523.1746,1777719855523.166,1777719855523.165,1777719855523.1633,1777719855523.163,1777719855523.1636,1777719855523.165,1777719855523.1646,1777719855523.1648,1777719855523.166,1777719855523.165,1777719855523.1653,1777719855523.1663,1777719855523.181,1777719855523.1685,1777719855524.234,1777719855523.1636,1777719855523.1648,1777719855523.1658,1777719855523.1704,1777719855523.172,1777719855523.1633,1777719855523.1638,1777719855523.1643,1777719855523.163,1777719855523.1636,1777719855523.163,1777719855523.165,1777719855523.1636,1777719855523.1638,1777719855523.1704,1777719855523.1628,1777719855523.163,1777719855523.163,1777719855523.163,1777719855523.163,1777719855523.1638,1777719855523.164,1777719855523.1638,1777719855523.164,1777719855523.1726,1777719855523.1704,1777719855523.1797,1777719855523.1663
"AUT Electricity, gas, steam and air conditioning supply",34683111534662.043,34683111534662.023,34683111534662.008,34683111534662.09,34683111534662.043,34683111534662.047,34683111534662.035,34683111534662.168,34683111534662.055,34683111534662.098,34683111534662.125,34683111534662.09,34683111534662.145,34683111534662.133,34683111534662.223,34683111534662.12,34683111534662.086,34683111534662.066,34683111534662.055,34683111534662.047,34683111534662.062,34683111534662.09,34683111534664.137,34683111534662.188,34683111534662.01,34683111534662.03,34683111534662.027,34683111534662.004,34683111534662.047,34683111534662.004,34683111534662.01,34683111534662.023,34683111534662.02,34683111534661.996,34683111534662.066,34683111534662.035,34683111534662.02,34683111534662.023,34683111534661.99,34683111534661.984,34683111534661.98,34683111534661.99,34683111534662.004,34683111534662.023,34683111534662.03,34683111534662.12,34683111534662.043,34683111534662.035,34683111534662.023,34683111534662.01
"AUT Water collection, treatment and supply",7361537674321.235,7361537674321.21,7361537674321.205,7361537674321.206,7361537674321.22,7361537674321.209,7361537674321.2,7361537674321.222,7361537674321.209,7361537674321.201,7361537674321.204,7361537674321.223,7361537674321.206,7361537674321.207,7361537674321.205,7361537674321.2,7361537674321.204,7361537674321.199,7361537674321.204,7361537674321.207,7361537674321.199,7361537674321.199,7361537674321.213,7361537674322.476,7361537674321.233,7361537674321.209,7361537674321.207,7361537674321.199,7361537674321.2,7361537674321.2,7361537674321.201,7361537674321.202,7361537674321.206,7361537674321.197,7361537674321.214,7361537674321.206,7361537674321.204,7361537674321.209,7361537674321.204,7361537674321.201,7361537674321.204,7361537674321.206,7361537674321.209,7361537674321.224,7361537674321.222,7361537674321.211,7361537674321.206,7361537674321.211,7361537674321.214,7361537674321.214
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",3149061355705.7197,3149061355705.7163,3149061355705.7163,3149061355705.717,3149061355705.7173,3149061355705.7173,3149061355705.7153,3149061355705.7173,3149061355705.7183,3149061355705.714,3149061355705.7163,3149061355705.718,3149061355705.718,3149061355705.719,3149061355705.717,3149061355705.718,3149061355705.7183,3149061355705.7173,3149061355705.718,3149061355705.716,3149061355705.72,3149061355705.717,3149061355705.7217,3149061355705.7197,3149061355706.756,3149061355705.722,3149061355705.717,3149061355705.7197,3149061355705.7173,3149061355705.718,3149061355705.7197,3149061355705.7188,3149061355705.7217,3149061355705.717,3149061355705.7173,3149061355705.718,3149061355705.7188,3149061355705.7324,3149061355705.7295,3149061355705.72,3149061355705.72,3149061355705.7217,3149061355705.723,3149061355705.7227,3149061355705.725,3149061355705.721,3149061355705.72,3149061355705.7256,3149061355705.72,3149061355705.719
AUT Construction,67079623321918.14,67079623321918.1,67079623321918.055,67079623321918.24,67079623321918.055,67079623321918.07,67079623321918.16,67079623321918.07,67079623321918.07,67079623321918.17,67079623321918.055,67079623321918.055,67079623321918.055,67079623321918.086,67079623321918.24,67079623321918.1,67079623321918.11,67079623321918.07,67079623321918.086,67079623321918.055,67079623321918.086,67079623321918.14,67079623321918.3,67079623321918.3,67079623321918.1,67079623321919.75,67079623321918.04,67079623321918.14,67079623321918.07,67079623321918.125,67079623321918.086,67079623321918.125,67079623321918.18,67079623321918.055,67079623321918.086,67079623321918.055,67079623321918.1,67079623321918.1,67079623321918.11,67079623321918.07,67079623321918.07,67079623321918.086,67079623321918.3,67079623321918.125,67079623321918.125,67079623321918.24,67079623321918.1,67079623321918.086,67079623321918.1,67079623321918.055
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,7786224158332.821,7786224158332.847,7786224158332.826,7786224158332.819,7786224158332.82,7786224158332.813,7786224158332.834,7786224158332.814,7786224158332.824,7786224158332.813,7786224158332.819,7786224158332.818,7786224158332.813,7786224158332.822,7786224158332.824,7786224158332.816,7786224158332.812,7786224158332.811,7786224158332.813,7786224158332.813,7786224158332.809,7786224158332.826,7786224158332.815,7786224158332.818,7786224158332.845,7786224158332.818,7786224158333.815,7786224158332.818,7786224158332.813,7786224158332.921,7786224158332.829,7786224158332.817,7786224158332.818,7786224158332.849,7786224158332.81,7786224158332.814,7786224158332.812,7786224158332.817,7786224158332.818,7786224158332.8125,7786224158332.81,7786224158332.812,7786224158332.811,7786224158332.8125,7786224158332.82,7786224158332.816,7786224158332.814,7786224158332.814,7786224158332.818,7786224158332.814
