Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
AUT Manufacture of chemicals and chemical products ,6366745545382.541,6366745545382.515,6366745545382.515,6366745545382.511,6366745545382.52,6366745545382.524,6366745545382.518,6366745545382.542,6366745545382.535,6366745545382.51,6366745545383.624,6366745545382.621,6366745545382.757,6366745545382.531,6366745545382.508,6366745545382.51,6366745545382.523,6366745545382.541,6366745545382.509,6366745545382.516,6366745545382.52,6366745545382.525,6366745545382.502,6366745545382.528,6366745545382.499,6366745545382.52,6366745545382.51,6366745545382.508,6366745545382.501,6366745545382.5,6366745545382.497,6366745545382.499,6366745545382.497,6366745545382.499,6366745545382.509,6366745545382.515,6366745545382.5,6366745545382.496,6366745545382.497,6366745545382.493,6366745545382.495,6366745545382.498,6366745545382.498,6366745545382.499,6366745545382.502,6366745545382.499,6366745545382.5,6366745545382.514,6366745545382.516,6366745545382.507
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,2225756507336.831,2225756507336.807,2225756507336.8066,2225756507336.8013,2225756507336.8145,2225756507336.812,2225756507336.8013,2225756507336.8057,2225756507336.8,2225756507336.801,2225756507336.8022,2225756507337.953,2225756507336.806,2225756507336.801,2225756507336.7993,2225756507336.7993,2225756507336.802,2225756507336.7983,2225756507336.798,2225756507336.797,2225756507336.798,2225756507336.7993,2225756507336.797,2225756507336.7974,2225756507336.796,2225756507336.7983,2225756507336.798,2225756507336.8013,2225756507336.7993,2225756507336.7954,2225756507336.7974,2225756507336.796,2225756507336.796,2225756507336.796,2225756507336.8027,2225756507336.801,2225756507336.799,2225756507336.7974,2225756507336.797,2225756507336.7954,2225756507336.797,2225756507336.7974,2225756507336.796,2225756507336.7974,2225756507336.797,2225756507336.797,2225756507336.801,2225756507336.831,2225756507336.822,2225756507336.802
AUT Manufacture of rubber and plastic products,4583928158309.558,4583928158309.559,4583928158309.564,4583928158309.557,4583928158309.561,4583928158309.563,4583928158309.567,4583928158309.574,4583928158309.6045,4583928158309.557,4583928158309.581,4583928158309.576,4583928158310.623,4583928158309.562,4583928158309.556,4583928158309.558,4583928158309.578,4583928158309.572,4583928158309.567,4583928158309.589,4583928158309.572,4583928158309.591,4583928158309.556,4583928158309.562,4583928158309.553,4583928158309.573,4583928158309.581,4583928158309.5625,4583928158309.557,4583928158309.5625,4583928158309.552,4583928158309.553,4583928158309.552,4583928158309.5625,4583928158309.557,4583928158309.568,4583928158309.555,4583928158309.551,4583928158309.551,4583928158309.548,4583928158309.549,4583928158309.553,4583928158309.555,4583928158309.553,4583928158309.553,4583928158309.555,4583928158309.553,4583928158309.558,4583928158309.56,4583928158309.556
AUT Manufacture of other non-metallic mineral products,7469449911828.559,7469449911828.56,7469449911828.555,7469449911828.566,7469449911828.558,7469449911828.552,7469449911828.576,7469449911828.553,7469449911828.554,7469449911828.568,7469449911828.5625,7469449911828.569,7469449911828.56,7469449911829.745,7469449911828.563,7469449911828.583,7469449911828.563,7469449911828.561,7469449911828.56,7469449911828.582,7469449911828.565,7469449911828.572,7469449911828.57,7469449911828.585,7469449911828.558,7469449911828.669,7469449911828.57,7469449911828.566,7469449911828.554,7469449911828.557,7469449911828.554,7469449911828.554,7469449911828.5625,7469449911828.553,7469449911828.56,7469449911828.558,7469449911828.555,7469449911828.557,7469449911828.558,7469449911828.552,7469449911828.552,7469449911828.558,7469449911828.57,7469449911828.558,7469449911828.558,7469449911828.565,7469449911828.552,7469449911828.555,7469449911828.561,7469449911828.557
AUT Manufacture of basic metals,11142193136528.379,11142193136528.395,11142193136528.406,11142193136528.412,11142193136528.375,11142193136528.379,11142193136528.402,11142193136528.385,11142193136528.385,11142193136528.412,11142193136528.389,11142193136528.379,11142193136528.395,11142193136528.42,11142193136529.494,11142193136528.713,11142193136528.475,11142193136528.584,11142193136528.54,11142193136528.494,11142193136528.52,11142193136528.496,11142193136528.396,11142193136528.4,11142193136528.377,11142193136528.443,11142193136528.434,11142193136528.395,11142193136528.379,11142193136528.39,11142193136528.389,11142193136528.39,11142193136528.383,11142193136528.383,11142193136528.377,11142193136528.385,11142193136528.38,11142193136528.377,11142193136528.377,11142193136528.37,11142193136528.373,11142193136528.38,11142193136528.385,11142193136528.38,11142193136528.377,11142193136528.383,11142193136528.377,11142193136528.38,11142193136528.398,11142193136528.38
"AUT Manufacture of fabricated metal products, except machinery and equipment",11766707545675.332,11766707545675.35,11766707545675.367,11766707545675.373,11766707545675.33,11766707545675.332,11766707545675.367,11766707545675.338,11766707545675.33,11766707545675.373,11766707545675.348,11766707545675.33,11766707545675.354,11766707545675.414,11766707545675.365,11766707545676.441,11766707545675.36,11766707545675.4,11766707545675.441,11766707545675.375,11766707545675.424,11766707545675.387,11766707545675.348,11766707545675.37,11766707545675.328,11766707545675.408,11766707545675.354,11766707545675.336,11766707545675.332,11766707545675.34,11766707545675.336,11766707545675.332,11766707545675.33,11766707545675.338,11766707545675.33,11766707545675.334,11766707545675.33,11766707545675.324,11766707545675.322,11766707545675.314,11766707545675.32,11766707545675.328,11766707545675.336,11766707545675.328,11766707545675.322,11766707545675.338,11766707545675.33,11766707545675.332,11766707545675.342,11766707545675.342
"AUT Manufacture of computer, electronic and optical products",2427185604065.6455,2427185604065.646,2427185604065.648,2427185604065.647,2427185604065.643,2427185604065.6455,2427185604065.6465,2427185604065.6455,2427185604065.648,2427185604065.647,2427185604065.646,2427185604065.646,2427185604065.6455,2427185604065.6465,2427185604065.646,2427185604065.646,2427185604066.7266,2427185604065.6606,2427185604065.6616,2427185604065.6465,2427185604065.6562,2427185604065.6465,2427185604065.6484,2427185604065.647,2427185604065.6475,2427185604065.6475,2427185604065.649,2427185604065.648,2427185604065.646,2427185604065.6455,2427185604065.648,2427185604065.6484,2427185604065.6475,2427185604065.651,2427185604065.645,2427185604065.6494,2427185604065.655,2427185604065.653,2427185604065.6504,2427185604065.6465,2427185604065.6475,2427185604065.6494,2427185604065.647,2427185604065.6494,2427185604065.6484,2427185604065.648,2427185604065.6494,2427185604065.6562,2427185604065.651,2427185604065.6465
AUT Manufacture of electrical equipment,3005179611523.133,3005179611523.1357,3005179611523.146,3005179611523.1387,3005179611523.1304,3005179611523.132,3005179611523.1353,3005179611523.1353,3005179611523.1343,3005179611523.1396,3005179611523.1343,3005179611523.1313,3005179611523.1357,3005179611523.135,3005179611523.1367,3005179611523.136,3005179611523.1597,3005179611524.2114,3005179611523.1797,3005179611523.136,3005179611523.1606,3005179611523.1367,3005179611523.1562,3005179611523.135,3005179611523.132,3005179611523.145,3005179611523.1436,3005179611523.1343,3005179611523.1313,3005179611523.134,3005179611523.133,3005179611523.1333,3005179611523.132,3005179611523.1357,3005179611523.132,3005179611523.134,3005179611523.1343,3005179611523.14,3005179611523.1323,3005179611523.1294,3005179611523.13,3005179611523.1323,3005179611523.132,3005179611523.1333,3005179611523.1304,3005179611523.1333,3005179611523.13,3005179611523.1323,3005179611523.138,3005179611523.134
AUT Manufacture of machinery and equipment n.e.c.,6902850758333.832,6902850758333.846,6902850758333.912,6902850758333.861,6902850758333.828,6902850758333.828,6902850758333.835,6902850758333.828,6902850758333.838,6902850758333.86,6902850758333.836,6902850758333.822,6902850758333.831,6902850758333.842,6902850758333.85,6902850758333.848,6902850758333.847,6902850758333.8545,6902850758334.923,6902850758333.842,6902850758333.875,6902850758333.837,6902850758333.835,6902850758333.832,6902850758333.822,6902850758333.836,6902850758333.896,6902850758333.828,6902850758333.82,6902850758333.834,6902850758333.828,6902850758333.828,6902850758333.821,6902850758333.827,6902850758333.822,6902850758333.828,6902850758333.822,6902850758333.826,6902850758333.821,6902850758333.815,6902850758333.816,6902850758333.822,6902850758333.82,6902850758333.827,6902850758333.822,6902850758333.824,6902850758333.824,6902850758333.824,6902850758333.848,6902850758333.826
"AUT Manufacture of motor vehicles, trailers and semi-trailers",3476605724253.336,3476605724253.338,3476605724253.341,3476605724253.3374,3476605724253.3354,3476605724253.3364,3476605724253.3423,3476605724253.335,3476605724253.338,3476605724253.3374,3476605724253.336,3476605724253.3364,3476605724253.335,3476605724253.3394,3476605724253.3364,3476605724253.3374,3476605724253.3403,3476605724253.3403,3476605724253.341,3476605724254.5273,3476605724253.336,3476605724253.341,3476605724253.3345,3476605724253.3345,3476605724253.3384,3476605724253.338,3476605724253.551,3476605724253.3384,3476605724253.3335,3476605724253.371,3476605724253.3403,3476605724253.3354,3476605724253.3433,3476605724253.344,3476605724253.333,3476605724253.336,3476605724253.335,3476605724253.3364,3476605724253.3374,3476605724253.3315,3476605724253.332,3476605724253.336,3476605724253.332,3476605724253.3345,3476605724253.3354,3476605724253.3354,3476605724253.3335,3476605724253.335,3476605724253.3374,3476605724253.3354
AUT Manufacture of other transport equipment,4958931232371.154,4958931232371.157,4958931232371.193,4958931232371.158,4958931232371.152,4958931232371.154,4958931232371.159,4958931232371.156,4958931232371.16,4958931232371.158,4958931232371.157,4958931232371.156,4958931232371.155,4958931232371.158,4958931232371.156,4958931232371.156,4958931232371.159,4958931232371.157,4958931232371.159,4958931232371.165,4958931232372.226,4958931232371.158,4958931232371.156,4958931232371.156,4958931232371.156,4958931232371.156,4958931232371.166,4958931232371.162,4958931232371.157,4958931232371.174,4958931232371.204,4958931232371.244,4958931232371.161,4958931232371.171,4958931232371.154,4958931232371.16,4958931232371.158,4958931232371.16,4958931232371.162,4958931232371.155,4958931232371.156,4958931232371.162,4958931232371.156,4958931232371.162,4958931232371.159,4958931232371.163,4958931232371.158,4958931232371.156,4958931232371.157,4958931232371.155
AUT Manufacture of furniture; other manufacturing,1536541142403.504,1536541142403.505,1536541142403.5056,1536541142403.5059,1536541142403.5034,1536541142403.5054,1536541142403.5085,1536541142403.5059,1536541142403.5056,1536541142403.5063,1536541142403.5046,1536541142403.5042,1536541142403.5059,1536541142403.5059,1536541142403.505,1536541142403.5054,1536541142403.506,1536541142403.5066,1536541142403.5068,1536541142403.5176,1536541142403.507,1536541142404.527,1536541142403.5054,1536541142403.5054,1536541142403.5054,1536541142403.5078,1536541142403.5107,1536541142403.5056,1536541142403.505,1536541142403.5051,1536541142403.5046,1536541142403.504,1536541142403.505,1536541142403.5056,1536541142403.5046,1536541142403.506,1536541142403.508,1536541142403.5051,1536541142403.5054,1536541142403.5044,1536541142403.5044,1536541142403.5051,1536541142403.505,1536541142403.5051,1536541142403.5056,1536541142403.5044,1536541142403.5122,1536541142403.509,1536541142403.5254,1536541142403.507
"AUT Electricity, gas, steam and air conditioning supply",43801471861300.49,43801471861300.57,43801471861300.51,43801471861300.56,43801471861300.49,43801471861300.53,43801471861300.58,43801471861300.63,43801471861300.52,43801471861300.664,43801471861300.68,43801471861300.52,43801471861300.68,43801471861300.58,43801471861300.695,43801471861300.56,43801471861300.5,43801471861300.516,43801471861300.5,43801471861300.57,43801471861300.53,43801471861300.59,43801471861302.66,43801471861300.62,43801471861300.43,43801471861300.484,43801471861300.48,43801471861300.484,43801471861300.516,43801471861300.45,43801471861300.445,43801471861300.45,43801471861300.48,43801471861300.43,43801471861300.53,43801471861300.51,43801471861300.46,43801471861300.484,43801471861300.43,43801471861300.414,43801471861300.42,43801471861300.445,43801471861300.445,43801471861300.44,43801471861300.46,43801471861300.555,43801471861300.445,43801471861300.45,43801471861300.445,43801471861300.44
"AUT Water collection, treatment and supply",8495928609441.109,8495928609441.072,8495928609441.072,8495928609441.066,8495928609441.087,8495928609441.083,8495928609441.066,8495928609441.09,8495928609441.074,8495928609441.066,8495928609441.067,8495928609441.086,8495928609441.072,8495928609441.071,8495928609441.068,8495928609441.0625,8495928609441.066,8495928609441.064,8495928609441.067,8495928609441.081,8495928609441.0625,8495928609441.0625,8495928609441.073,8495928609442.158,8495928609441.078,8495928609441.075,8495928609441.074,8495928609441.071,8495928609441.065,8495928609441.063,8495928609441.065,8495928609441.062,8495928609441.068,8495928609441.0625,8495928609441.082,8495928609441.079,8495928609441.066,8495928609441.075,8495928609441.067,8495928609441.062,8495928609441.066,8495928609441.074,8495928609441.073,8495928609441.088,8495928609441.087,8495928609441.074,8495928609441.065,8495928609441.078,8495928609441.079,8495928609441.072
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",4044533461731.247,4044533461731.245,4044533461731.2466,4044533461731.2456,4044533461731.2446,4044533461731.2456,4044533461731.2466,4044533461731.2437,4044533461731.2495,4044533461731.246,4044533461731.2456,4044533461731.244,4044533461731.2466,4044533461731.2495,4044533461731.2456,4044533461731.248,4044533461731.25,4044533461731.2485,4044533461731.247,4044533461731.2456,4044533461731.25,4044533461731.247,4044533461731.2534,4044533461731.248,4044533461732.2793,4044533461731.248,4044533461731.246,4044533461731.2534,4044533461731.2466,4044533461731.2456,4044533461731.251,4044533461731.2456,4044533461731.252,4044533461731.246,4044533461731.2466,4044533461731.2495,4044533461731.248,4044533461731.269,4044533461731.2617,4044533461731.2505,4044533461731.25,4044533461731.253,4044533461731.251,4044533461731.253,4044533461731.256,4044533461731.2495,4044533461731.248,4044533461731.257,4044533461731.2485,4044533461731.2485
AUT Construction,76870674232064.12,76870674232064.14,76870674232064.06,76870674232064.22,76870674232064.02,76870674232064.05,76870674232064.2,76870674232064.02,76870674232064.05,76870674232064.22,76870674232064.05,76870674232064.02,76870674232064.03,76870674232064.06,76870674232064.12,76870674232064.05,76870674232064.1,76870674232064.03,76870674232064.05,76870674232064.05,76870674232064.03,76870674232064.14,76870674232064.27,76870674232064.23,76870674232064.06,76870674232065.77,76870674232064.05,76870674232064.17,76870674232064.08,76870674232064.08,76870674232064.06,76870674232064.06,76870674232064.2,76870674232064.05,76870674232064.11,76870674232064.08,76870674232064.06,76870674232064.08,76870674232064.1,76870674232064.03,76870674232064.05,76870674232064.08,76870674232064.31,76870674232064.08,76870674232064.1,76870674232064.22,76870674232064.02,76870674232064.05,76870674232064.06,76870674232064.06
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,7253334852385.601,7253334852385.602,7253334852385.602,7253334852385.599,7253334852385.599,7253334852385.599,7253334852385.617,7253334852385.595,7253334852385.604,7253334852385.602,7253334852385.599,7253334852385.598,7253334852385.595,7253334852385.604,7253334852385.601,7253334852385.599,7253334852385.599,7253334852385.595,7253334852385.596,7253334852385.6,7253334852385.591,7253334852385.606,7253334852385.596,7253334852385.6,7253334852385.617,7253334852385.604,7253334852386.604,7253334852385.604,7253334852385.593,7253334852385.712,7253334852385.61,7253334852385.596,7253334852385.6,7253334852385.632,7253334852385.594,7253334852385.597,7253334852385.593,7253334852385.602,7253334852385.6045,7253334852385.592,7253334852385.594,7253334852385.596,7253334852385.592,7253334852385.592,7253334852385.599,7253334852385.596,7253334852385.592,7253334852385.595,7253334852385.597,7253334852385.595
