Unnamed: 0,AUT
"AUT Crop and animal production, hunting and related service activities",13021.3
AUT Forestry and logging,257.5
AUT Fishing and aquaculture,1442.0
AUT Mining and quarrying,10339.2
"AUT Manufacture of food products, beverages and tobacco products",30139.5
"AUT Manufacture of textiles, wearing apparel and leather products",1463.0
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-505.4
AUT Manufacture of paper and paper products,1672.1
AUT Printing and reproduction of recorded media,832.3
AUT Manufacture of coke and refined petroleum products ,6408.2
AUT Manufacture of chemicals and chemical products ,3131.6
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,4694.5
AUT Manufacture of rubber and plastic products,2465.3
AUT Manufacture of other non-metallic mineral products,-832.6
AUT Manufacture of basic metals,669.3
"AUT Manufacture of fabricated metal products, except machinery and equipment",3497.3
"AUT Manufacture of computer, electronic and optical products",1995.3
AUT Manufacture of electrical equipment,1488.2
AUT Manufacture of machinery and equipment n.e.c.,3111.2
"AUT Manufacture of motor vehicles, trailers and semi-trailers",7891.9
AUT Manufacture of other transport equipment,5082.4
AUT Manufacture of furniture; other manufacturing,2236.5
AUT Repair and installation of machinery and equipment,0.0
"AUT Electricity, gas, steam and air conditioning supply",15442.5
"AUT Water collection, treatment and supply",8111.6
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",986.0
AUT Construction,228302.0
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,7658.4
"AUT Wholesale trade, except of motor vehicles and motorcycles",52233.8
"AUT Retail trade, except of motor vehicles and motorcycles",83629.7
AUT Land transport and transport via pipelines,20831.8
AUT Water transport,2608.4
AUT Air transport,843.9
AUT Warehousing and support activities for transportation,15735.9
AUT Postal and courier activities,1212.6
AUT Accommodation and food service activities,56444.4
AUT Publishing activities,3528.3
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",6210.8
AUT Telecommunications,15011.6
"AUT Computer programming, consultancy and related activities; information service activities",15122.4
"AUT Financial service activities, except insurance and pension funding",31864.6
"AUT Insurance, reinsurance and pension funding, except compulsory social security",35852.3
AUT Activities auxiliary to financial services and insurance activities,2794.6
AUT Real estate activities,165292.2
AUT Legal and accounting activities; activities of head offices; management consultancy activities,25453.3
AUT Architectural and engineering activities; technical testing and analysis,0.0
AUT Scientific research and development,0.0
AUT Advertising and market research,0.0
"AUT Other professional, scientific and technical activities; veterinary activities",0.0
AUT Administrative and support service activities,7436.3
AUT Public administration and defence; compulsory social security,109020.5
AUT Education,80548.0
AUT Human health and social work activities,127087.4
AUT Other service activities,29934.5
AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,9772.6
AUT Activities of extraterritorial organizations and bodies,0.0
