Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
AUT Manufacture of chemicals and chemical products ,561.4,25.7,4.3,246.7,107.9,26.2,48.2,111.1,78.4,230.7,1239.9,80.1,872.1,103.7,88.5,65.7,44.9,47.2,21.6,89.4,33.1,34.5,0.0,40.2,106.4,2.2,614.8,25.5,140.9,59.3,51.7,1.8,12.8,23.7,6.3,97.3,6.5,23.8,25.5,40.9,2.6,0.4,2.6,65.0,103.9,0.0,0.0,0.0,0.0,183.9,107.3,36.1,107.3,157.9,55.7,0.0
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,385.0,0.9,0.5,14.6,26.4,3.2,3.1,19.2,7.0,7.2,31.8,140.8,19.9,5.4,9.0,6.1,3.1,2.3,2.8,9.0,2.3,2.2,0.0,3.8,3.3,0.2,45.4,6.4,35.1,20.6,5.6,3.1,3.5,6.6,1.2,16.4,5.4,9.6,5.6,10.2,1.5,0.4,1.9,13.1,29.0,0.0,0.0,0.0,0.0,27.0,13.2,30.5,139.8,242.2,3.6,0.0
AUT Manufacture of rubber and plastic products,81.8,5.1,9.5,58.2,583.2,34.3,56.4,106.9,225.4,44.3,289.3,71.0,272.1,37.2,51.6,60.9,70.5,36.5,69.7,350.5,50.3,106.7,0.0,21.2,50.1,1.2,1021.1,76.1,252.8,116.6,113.4,2.0,38.8,58.0,33.5,113.1,22.7,7.7,112.3,44.4,2.0,0.2,1.0,121.0,54.3,0.0,0.0,0.0,0.0,67.5,188.9,42.3,53.3,83.9,14.4,0.0
AUT Manufacture of other non-metallic mineral products,37.4,18.0,2.2,37.8,191.0,4.9,31.4,8.0,8.0,7.1,68.4,21.3,48.3,1200.7,87.5,143.5,21.1,31.1,34.8,117.4,21.3,29.0,0.0,87.6,43.8,0.9,3186.7,48.4,130.0,40.0,14.3,0.5,3.8,8.6,2.0,70.4,2.9,3.4,8.8,7.4,1.6,0.3,1.2,76.7,26.8,0.0,0.0,0.0,0.0,34.7,46.5,15.0,38.1,70.7,9.8,0.0
AUT Manufacture of basic metals,23.7,3.6,2.3,226.4,46.3,34.5,52.3,20.3,37.5,46.9,68.3,6.4,84.9,106.3,5877.9,2945.4,378.0,688.8,892.7,1118.1,410.4,438.9,0.0,41.2,39.6,0.6,1956.9,33.5,345.9,72.0,26.9,0.8,4.6,12.0,6.0,35.9,3.8,7.1,22.2,19.5,1.8,0.7,4.5,148.9,72.4,0.0,0.0,0.0,0.0,38.1,69.9,17.9,22.8,187.1,6.5,0.0
"AUT Manufacture of fabricated metal products, except machinery and equipment",72.0,26.1,21.9,315.9,291.9,18.1,118.2,40.0,14.3,11.9,90.4,22.1,127.4,124.2,355.8,1253.3,58.5,129.2,463.3,287.2,216.7,106.9,0.0,74.3,184.4,1.6,3401.2,58.8,164.0,130.1,166.7,1.6,11.0,31.2,37.2,144.0,12.1,27.9,107.8,33.2,4.9,1.0,1.3,180.0,55.6,0.0,0.0,0.0,0.0,44.9,197.7,119.9,56.1,160.8,24.1,0.0
"AUT Manufacture of computer, electronic and optical products",13.9,4.5,2.9,34.2,17.8,3.0,3.0,3.7,4.2,3.0,8.5,2.1,8.3,4.7,8.8,15.1,51.5,30.1,29.9,30.3,49.9,5.0,0.0,15.4,11.5,0.7,139.5,27.9,52.2,22.3,33.7,1.1,5.5,33.1,21.0,21.5,4.6,27.5,111.1,46.3,5.3,0.8,2.7,21.8,94.0,0.0,0.0,0.0,0.0,42.3,61.0,65.9,102.0,103.5,7.2,0.0
AUT Manufacture of electrical equipment,18.2,3.6,3.8,27.2,26.2,3.0,2.8,7.2,2.8,3.0,8.3,1.5,13.0,5.4,14.3,17.4,35.2,96.6,80.4,31.9,33.9,4.2,0.0,109.9,8.1,0.5,260.6,36.0,45.1,21.6,33.8,0.7,2.4,11.8,11.5,17.3,2.2,13.5,83.8,23.7,3.0,0.4,1.5,20.0,42.1,0.0,0.0,0.0,0.0,19.8,28.2,15.6,19.4,76.5,5.2,0.0
AUT Manufacture of machinery and equipment n.e.c.,67.6,38.8,19.7,190.0,67.0,11.0,14.9,10.1,15.7,8.2,20.4,6.4,18.2,23.6,44.9,65.6,29.6,43.9,121.5,107.1,59.3,11.7,0.0,48.1,20.7,1.2,267.6,144.4,92.8,51.2,32.4,2.9,9.1,24.5,9.6,41.0,8.2,15.1,48.5,30.9,7.8,1.8,5.8,39.2,104.8,0.0,0.0,0.0,0.0,60.5,72.7,40.9,33.1,165.7,7.5,0.0
"AUT Manufacture of motor vehicles, trailers and semi-trailers",24.5,4.1,5.8,31.5,16.8,3.1,2.7,3.0,3.8,1.6,5.2,2.5,4.8,7.7,14.2,14.2,8.1,10.0,28.4,1355.5,7.6,12.5,0.0,10.0,5.0,0.4,135.2,965.1,96.8,88.7,290.4,2.4,31.2,89.2,13.7,22.6,2.4,5.9,65.4,25.4,1.8,0.8,4.4,27.6,67.5,0.0,0.0,0.0,0.0,40.6,67.7,30.7,10.6,51.1,4.6,0.0
AUT Manufacture of other transport equipment,21.9,0.9,10.9,62.2,6.8,1.6,1.8,1.3,1.3,1.1,2.2,1.1,8.0,1.7,5.3,5.2,2.6,2.2,11.2,13.7,180.2,2.8,0.0,3.8,2.3,0.1,74.9,10.7,118.5,29.5,233.0,75.3,461.7,133.6,1.0,7.7,1.3,2.4,5.8,9.0,1.3,0.7,2.5,17.6,33.0,0.0,0.0,0.0,0.0,44.0,142.0,5.7,4.6,15.1,1.3,0.0
AUT Manufacture of furniture; other manufacturing,14.1,2.4,2.6,14.9,37.3,18.4,24.3,7.5,6.1,2.5,17.3,3.8,14.6,6.6,53.4,44.3,5.7,6.4,14.7,75.8,10.2,48.5,0.0,9.5,8.6,0.7,257.2,25.0,81.8,46.4,12.7,0.4,3.1,6.4,4.1,72.9,1.6,13.8,18.6,11.2,1.1,0.1,0.2,16.9,27.1,0.0,0.0,0.0,0.0,13.7,55.3,135.4,56.9,130.5,6.6,0.0
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",94.3,2.4,3.6,446.5,299.5,11.9,58.4,77.8,28.0,137.6,185.8,22.8,70.1,288.4,1486.0,61.7,41.0,18.9,38.9,83.5,17.4,11.8,0.0,2687.8,140.9,3.6,693.5,73.6,233.1,163.8,50.6,2.5,6.9,181.6,20.3,322.9,10.4,33.5,118.8,72.6,14.7,2.0,2.2,140.1,222.2,0.0,0.0,0.0,0.0,215.5,198.5,280.0,118.2,153.1,29.8,0.0
"AUT Water collection, treatment and supply",337.0,0.9,1.4,59.6,85.4,9.6,5.8,19.5,4.6,23.1,52.1,6.9,15.9,15.7,57.1,6.4,6.0,3.1,12.0,41.4,1.4,2.1,0.0,65.8,219.9,2.3,304.1,48.2,62.8,20.3,91.9,1.4,1.3,98.1,5.3,132.7,4.6,6.5,131.8,31.2,4.5,3.8,3.2,252.7,324.4,0.0,0.0,0.0,0.0,219.5,130.1,24.2,49.7,56.9,23.8,0.0
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1.3,0.0,0.0,16.2,9.0,1.3,1.4,3.8,0.7,1.9,4.7,2.0,4.7,4.6,12.2,2.7,1.3,1.3,1.5,4.3,3.1,1.1,0.0,15.6,15.5,0.0,667.8,6.0,24.5,13.2,2.2,0.5,1.9,3.5,0.9,7.0,0.9,1.3,6.4,3.2,0.9,0.7,0.7,14.7,7.9,0.0,0.0,0.0,0.0,12.2,11.8,1.9,16.3,12.5,1.0,0.0
AUT Construction,362.1,13.7,5.8,1267.0,160.5,13.2,45.4,29.2,21.1,389.6,47.5,21.9,52.4,38.4,178.2,49.8,31.3,16.4,31.9,88.3,32.1,8.6,0.0,1163.2,470.5,1.4,21376.7,47.0,1009.7,400.8,316.0,7.1,56.3,298.0,13.3,422.7,40.1,23.7,828.8,193.2,26.2,11.8,39.4,1566.1,403.6,0.0,0.0,0.0,0.0,216.4,1555.6,51.1,68.3,126.1,20.0,0.0
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,194.1,68.9,21.0,130.6,154.2,0.6,10.4,12.7,41.2,20.1,66.3,9.7,3.7,17.5,12.0,14.1,3.1,1.6,8.9,52.2,0.4,11.7,0.0,107.4,29.5,2.2,367.1,8.9,429.0,433.0,918.0,24.8,13.9,265.5,52.9,41.4,34.6,20.8,249.9,61.3,14.3,3.9,6.1,93.7,138.0,0.0,0.0,0.0,0.0,224.0,131.0,23.9,60.3,97.2,20.0,0.0
"AUT Wholesale trade, except of motor vehicles and motorcycles",1018.0,74.4,51.2,671.7,1524.9,296.7,227.4,162.1,151.5,259.9,576.6,107.5,295.9,209.3,620.2,445.6,189.6,173.0,305.0,888.0,212.2,195.9,0.0,227.9,159.6,18.6,2217.9,698.0,1093.8,634.6,812.2,40.0,243.4,202.7,129.0,966.4,70.0,138.1,527.2,249.6,56.6,11.3,16.1,292.7,519.7,0.0,0.0,0.0,0.0,413.4,571.3,472.8,684.8,794.4,110.0,0.0
"AUT Retail trade, except of motor vehicles and motorcycles",312.6,31.2,15.4,128.9,432.5,116.4,43.2,32.3,37.4,37.8,125.3,29.4,48.4,46.7,98.2,78.3,31.3,26.0,48.2,156.2,36.0,38.6,0.0,66.6,36.5,5.1,531.3,112.6,492.9,398.2,316.7,11.4,56.6,116.6,39.6,371.1,29.7,51.3,162.0,67.2,36.3,5.7,8.9,112.6,153.4,0.0,0.0,0.0,0.0,179.8,175.1,135.9,211.0,241.1,34.1,0.0
AUT Land transport and transport via pipelines,449.7,17.2,8.7,360.5,1251.4,65.1,242.9,94.1,42.6,81.0,224.4,32.9,109.6,337.0,719.2,164.6,31.2,39.7,64.8,117.1,29.9,72.1,0.0,157.0,31.3,3.4,880.2,38.3,505.0,188.9,550.0,13.8,47.8,175.7,36.9,289.3,35.1,27.0,156.9,51.7,17.1,4.7,10.7,75.4,136.6,0.0,0.0,0.0,0.0,140.9,298.5,122.5,118.7,148.7,22.9,0.0
AUT Water transport,4.9,0.2,2.6,114.6,41.9,5.0,4.3,17.4,2.2,207.1,58.5,5.3,28.1,81.6,342.2,26.0,3.2,1.9,32.1,8.2,0.9,2.3,0.0,80.1,0.3,1.3,41.2,3.1,84.1,28.6,6.6,300.9,7.8,6.6,10.5,29.7,6.5,0.7,49.5,41.9,5.8,1.0,0.9,30.8,125.9,0.0,0.0,0.0,0.0,66.0,85.1,21.6,17.9,13.1,11.0,0.0
AUT Air transport,88.0,2.0,2.4,166.7,144.4,30.9,20.2,32.0,49.6,41.9,71.9,22.8,49.4,35.3,51.7,60.7,32.5,22.1,58.0,76.1,19.8,10.2,0.0,101.6,59.4,2.0,179.7,16.8,801.4,271.5,51.6,16.9,169.1,166.0,58.9,95.3,56.8,63.6,275.8,214.9,79.3,27.4,53.7,77.0,946.0,0.0,0.0,0.0,0.0,518.5,707.8,210.8,58.1,202.1,23.8,0.0
AUT Warehousing and support activities for transportation,400.8,2.5,6.4,265.6,460.7,22.0,105.7,149.6,35.4,56.4,242.7,80.0,72.9,66.9,144.1,155.7,10.2,9.4,24.2,150.0,12.5,12.0,0.0,16.6,8.0,1.2,657.1,54.8,3607.2,272.3,228.8,285.7,448.6,802.3,20.3,52.0,147.4,14.3,95.4,89.3,33.1,5.6,2.1,152.1,380.6,0.0,0.0,0.0,0.0,538.1,508.3,83.6,30.0,79.1,9.8,0.0
AUT Postal and courier activities,23.0,2.4,0.7,46.1,27.2,4.5,2.4,3.9,6.0,1.1,9.8,2.2,2.3,12.6,7.3,7.1,3.9,6.0,8.6,4.5,1.7,4.7,0.0,23.3,15.6,5.8,93.5,55.8,363.6,287.7,136.8,1.8,11.4,95.8,104.4,132.0,52.6,31.6,205.4,104.9,58.0,28.7,72.6,50.8,430.8,0.0,0.0,0.0,0.0,203.6,246.4,119.3,85.6,162.7,54.2,0.0
AUT Accommodation and food service activities,80.2,2.0,3.1,77.1,287.7,11.2,11.2,20.3,24.2,120.1,65.2,28.8,20.0,29.6,34.1,56.5,18.2,5.1,13.3,51.4,4.1,8.2,0.0,54.2,19.3,2.5,61.7,14.3,381.6,142.5,58.9,4.3,33.5,102.4,25.1,37.4,59.5,38.6,116.7,80.2,61.3,14.3,23.1,46.0,447.5,0.0,0.0,0.0,0.0,267.9,265.0,74.7,28.2,97.0,24.7,0.0
AUT Publishing activities,21.1,0.6,0.2,28.5,21.6,7.9,26.2,23.1,10.2,6.6,19.6,10.4,12.3,9.7,9.6,23.8,49.4,5.9,10.3,33.0,2.5,2.9,0.0,14.1,13.7,3.1,89.8,27.9,312.8,374.4,23.8,1.5,9.2,36.6,30.7,74.5,57.0,32.2,148.5,185.2,21.2,0.9,3.3,184.4,449.7,0.0,0.0,0.0,0.0,239.8,207.3,458.0,36.3,134.5,28.9,0.0
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",16.9,2.5,0.2,12.8,59.9,1.4,8.2,1.8,2.5,4.9,10.0,8.8,9.1,5.7,3.6,6.3,2.2,3.3,3.0,64.5,0.6,2.0,0.0,6.3,6.3,1.2,72.7,9.4,98.2,209.1,12.0,1.9,10.4,18.5,4.4,582.6,420.5,1230.5,34.8,192.8,62.8,4.5,5.3,180.8,488.2,0.0,0.0,0.0,0.0,346.7,93.8,34.8,15.4,319.9,12.2,0.0
AUT Telecommunications,69.2,2.4,3.3,65.8,147.5,14.8,29.7,21.5,39.4,67.7,42.6,14.0,46.8,66.6,40.2,73.5,30.1,24.3,80.7,81.3,11.3,17.8,0.0,165.1,62.3,10.3,833.0,142.0,1071.3,807.0,167.5,8.8,42.7,460.9,56.5,274.7,39.3,117.9,277.0,261.6,133.6,22.9,140.2,308.0,915.6,0.0,0.0,0.0,0.0,437.5,830.3,308.9,204.6,446.1,110.4,0.0
"AUT Computer programming, consultancy and related activities; information service activities",20.9,0.3,0.3,36.6,85.2,15.5,13.4,15.8,19.1,13.1,39.1,16.9,25.2,32.8,95.6,24.5,39.4,14.2,27.0,108.7,5.5,7.3,0.0,82.0,9.0,8.3,154.7,20.4,799.1,287.7,62.3,8.4,28.5,116.6,40.2,113.5,36.2,34.6,654.8,1150.1,214.0,186.5,163.4,148.9,1174.0,0.0,0.0,0.0,0.0,619.8,2182.9,342.8,103.2,195.7,129.0,0.0
"AUT Financial service activities, except insurance and pension funding",491.0,15.2,23.1,415.8,237.0,25.3,31.7,26.9,35.9,42.7,68.5,25.4,37.9,40.3,138.0,74.0,34.7,21.7,25.9,50.6,15.2,16.7,0.0,743.9,280.3,8.5,826.7,85.8,975.9,459.5,180.5,37.8,66.0,370.9,33.0,202.0,51.8,82.8,194.7,110.8,580.4,961.2,77.6,6146.5,765.5,0.0,0.0,0.0,0.0,599.8,406.4,217.3,277.2,227.6,80.7,0.0
"AUT Insurance, reinsurance and pension funding, except compulsory social security",124.9,9.9,8.5,98.1,150.9,2.6,7.6,12.2,7.3,9.5,15.3,6.7,12.0,18.2,9.4,13.3,5.0,2.7,5.2,33.2,13.0,2.1,0.0,5.9,1.2,0.7,454.2,112.2,229.0,169.0,37.0,0.7,1.9,22.3,5.5,146.2,51.2,38.2,25.5,38.9,51.7,5.9,25.0,232.5,124.0,0.0,0.0,0.0,0.0,116.4,60.1,13.3,44.9,126.8,5.8,0.0
AUT Activities auxiliary to financial services and insurance activities,182.9,0.5,1.3,197.2,40.3,3.1,1.5,4.7,6.3,2.7,8.7,3.4,8.3,13.8,3.2,3.5,4.9,3.1,9.3,3.6,0.5,3.2,0.0,53.0,156.4,0.8,2510.3,38.4,177.6,76.8,17.7,0.7,4.2,15.7,19.1,35.9,6.4,10.3,96.6,17.2,5233.9,3119.2,2854.9,51.1,211.4,0.0,0.0,0.0,0.0,60.5,1274.9,39.2,47.8,51.7,7.5,0.0
AUT Real estate activities,104.8,0.0,0.4,523.8,173.0,15.7,29.5,30.8,29.6,35.2,34.6,6.4,25.6,47.9,263.4,94.5,35.9,6.7,15.4,95.9,46.7,2.9,0.0,18.2,2.1,1.3,2548.8,16.8,2995.3,962.6,425.6,9.6,159.8,629.1,155.3,538.3,21.7,139.7,729.6,205.1,440.1,304.9,95.5,3694.9,820.2,0.0,0.0,0.0,0.0,2211.7,189.5,89.1,12.2,373.9,12.1,0.0
AUT Legal and accounting activities; activities of head offices; management consultancy activities,612.4,8.1,9.1,925.2,474.7,53.5,80.9,137.9,134.7,49.6,176.8,150.1,150.6,171.1,165.2,197.0,193.1,120.3,193.1,504.8,52.2,42.5,0.0,266.0,215.7,5.2,3550.7,367.8,2106.0,1858.5,520.6,40.9,182.1,705.0,46.6,527.0,167.7,198.6,335.5,1379.1,109.9,56.5,418.8,2111.9,5423.0,0.0,0.0,0.0,0.0,1436.8,1275.9,229.2,383.3,825.8,94.6,0.0
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
