Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
"AUT Crop and animal production, hunting and related service activities",7606.4,247.2,99.7,152.1,16971.9,374.5,2.7,1.6,1.1,1.3,77.1,31.3,61.6,3.3,7.1,3.8,1.0,0.7,1.2,2.9,1.2,5.9,0.0,5.4,8.7,0.2,389.1,5.0,264.4,811.8,23.1,2.2,4.3,22.0,3.2,879.0,1.5,56.2,15.4,13.5,10.3,6.6,6.7,119.2,68.2,0.0,0.0,0.0,0.0,184.7,101.0,57.8,102.0,271.8,22.0,0.0
AUT Forestry and logging,88.2,75.2,0.7,9.9,1.4,0.1,1204.4,138.1,2.8,1.7,124.1,20.0,23.8,0.4,2.3,0.5,0.2,0.1,0.2,0.7,0.2,15.3,0.0,0.7,0.1,0.1,44.5,0.4,5.5,4.1,4.3,0.1,1.5,4.1,0.4,3.7,0.7,0.5,1.4,2.1,1.4,1.4,1.4,5.9,6.4,0.0,0.0,0.0,0.0,6.8,3.0,1.6,1.7,2.8,0.3,0.0
AUT Fishing and aquaculture,14.3,0.0,12.6,2.4,347.7,26.2,0.2,0.2,0.2,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.2,0.5,0.1,28.7,0.0,0.5,0.1,0.0,6.2,0.3,13.0,160.5,0.7,0.1,1.1,2.6,0.2,338.1,0.5,0.3,0.6,1.3,1.0,0.8,0.9,2.3,4.3,0.0,0.0,0.0,0.0,3.4,5.2,1.4,2.1,10.5,0.3,0.0
AUT Mining and quarrying,74.0,1.2,2.3,5425.4,250.6,9.5,25.1,39.3,15.0,10613.3,599.5,23.5,31.0,751.1,19617.4,71.6,15.0,19.7,32.0,46.9,16.9,21.2,0.0,1411.9,32.5,2.2,1576.9,28.8,1949.4,182.2,218.0,27.1,38.2,117.0,46.6,175.5,20.1,26.1,89.4,104.0,24.2,21.6,78.9,198.5,488.1,0.0,0.0,0.0,0.0,181.6,193.6,59.4,90.5,104.5,12.3,0.0
"AUT Manufacture of food products, beverages and tobacco products",1216.0,6.9,62.7,166.4,9684.9,261.4,10.9,15.1,9.1,10.2,286.6,102.2,54.8,15.6,19.0,20.5,12.2,10.5,20.3,34.4,18.6,21.4,0.0,20.6,21.8,6.7,297.8,67.0,821.6,2636.6,38.0,3.9,26.5,30.4,20.8,9214.2,13.6,37.7,71.8,62.1,59.9,10.3,13.7,66.7,236.3,0.0,0.0,0.0,0.0,147.4,402.0,296.2,652.0,679.6,73.1,0.0
"AUT Manufacture of textiles, wearing apparel and leather products",36.1,2.9,5.6,77.4,90.5,375.8,12.1,13.7,18.9,3.2,30.6,7.4,36.2,14.6,17.5,38.5,9.3,7.5,16.7,41.7,23.4,62.4,0.0,13.7,4.7,2.8,333.2,25.3,126.8,100.1,42.3,2.5,8.2,17.3,11.4,82.3,9.0,11.7,23.0,13.7,4.3,1.4,1.6,15.9,37.6,0.0,0.0,0.0,0.0,38.0,96.3,57.2,154.6,85.2,29.1,0.0
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",27.7,7.4,8.9,57.1,35.3,18.9,748.9,67.3,11.4,6.1,8.7,3.6,25.1,20.9,17.5,158.9,5.1,4.6,17.8,18.4,86.1,540.8,0.0,3.6,20.1,0.8,5057.5,8.5,183.2,155.2,33.8,1.3,3.2,62.2,7.0,30.2,7.4,17.4,23.3,7.5,1.6,0.6,1.6,68.0,17.8,0.0,0.0,0.0,0.0,27.4,67.3,129.7,19.3,69.4,3.1,0.0
AUT Manufacture of paper and paper products,38.5,0.4,0.5,62.5,736.7,17.6,21.6,665.1,403.9,3.3,85.8,78.0,65.2,76.3,14.5,26.8,13.7,11.2,17.3,20.6,7.7,12.5,0.0,25.2,4.7,2.2,456.7,13.3,483.9,320.0,38.2,4.8,30.1,12.2,19.7,146.9,328.9,22.1,52.1,35.6,24.8,7.8,3.1,20.7,89.9,0.0,0.0,0.0,0.0,72.9,227.1,151.7,192.2,68.3,22.8,0.0
AUT Printing and reproduction of recorded media,22.4,1.4,0.8,105.5,152.0,14.6,12.3,190.6,317.8,2.5,42.0,18.4,29.5,28.0,20.2,38.2,13.5,13.9,36.3,41.0,12.1,13.4,0.0,33.3,8.3,4.0,335.5,26.2,654.5,800.4,37.9,2.9,8.5,15.2,59.8,177.2,368.8,254.8,201.7,177.8,66.8,85.6,24.7,84.5,319.2,0.0,0.0,0.0,0.0,240.8,563.3,287.6,85.6,263.1,48.3,0.0
AUT Manufacture of coke and refined petroleum products ,659.5,137.4,86.0,2834.5,110.7,7.3,39.7,29.6,11.7,480.0,459.9,11.8,153.2,73.9,382.0,70.9,7.9,10.1,17.4,33.9,29.6,8.6,0.0,129.4,161.0,47.7,1864.5,119.3,232.1,103.3,2710.3,207.0,1786.0,114.3,208.1,66.0,12.4,14.4,317.6,23.1,20.0,9.1,35.9,34.5,148.3,0.0,0.0,0.0,0.0,89.7,348.6,37.5,106.8,79.7,21.3,0.0
AUT Manufacture of chemicals and chemical products ,799.5,26.3,5.2,719.4,171.6,32.1,71.9,183.6,106.7,197.4,1769.6,308.6,1383.3,186.0,95.1,101.7,57.0,87.4,35.3,110.6,58.2,49.2,0.0,59.6,171.0,3.0,1628.1,38.2,280.0,123.6,82.2,3.4,20.5,37.5,10.3,145.6,10.1,34.8,31.5,50.1,6.3,2.8,12.8,87.9,202.7,0.0,0.0,0.0,0.0,318.5,156.2,75.1,223.3,315.3,69.4,0.0
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,644.3,1.0,0.7,113.4,44.4,4.3,5.3,31.6,9.1,6.1,46.9,361.9,32.9,14.7,10.9,15.2,5.4,3.9,5.1,11.7,5.0,4.0,0.0,6.3,5.1,0.3,141.4,10.2,110.5,59.8,11.8,5.6,5.8,12.2,2.2,25.9,6.1,14.5,8.7,16.5,4.3,3.5,7.1,17.8,65.0,0.0,0.0,0.0,0.0,50.5,25.4,67.5,392.8,491.5,5.4,0.0
AUT Manufacture of rubber and plastic products,95.6,4.5,11.5,204.0,742.3,42.6,77.3,145.2,296.1,33.4,362.6,109.7,377.1,62.3,48.1,78.8,82.4,51.8,92.5,418.1,77.3,141.7,0.0,27.7,63.3,2.0,2503.4,121.8,431.6,218.3,217.7,4.0,54.5,75.0,59.6,141.6,30.3,11.1,116.8,46.9,4.2,1.7,4.4,207.7,93.1,0.0,0.0,0.0,0.0,99.9,256.3,67.6,96.6,159.4,17.5,0.0
AUT Manufacture of other non-metallic mineral products,40.5,16.6,2.1,122.7,320.9,5.2,51.6,10.0,8.1,4.9,95.5,47.1,55.5,1665.7,84.4,230.8,22.8,34.7,42.3,148.0,32.2,41.7,0.0,90.9,69.2,1.6,8044.9,68.1,198.5,60.4,22.5,1.0,5.4,13.3,3.1,85.5,3.2,5.3,11.6,13.0,3.4,1.9,7.5,110.6,67.7,0.0,0.0,0.0,0.0,49.2,59.0,22.8,53.8,118.7,11.4,0.0
AUT Manufacture of basic metals,40.1,3.3,3.4,784.7,76.0,35.7,72.9,33.3,38.9,57.8,92.4,14.3,104.0,147.5,6726.8,4535.5,461.3,924.8,1267.8,1412.4,627.2,595.1,0.0,101.7,55.5,1.5,5135.4,113.3,843.7,152.9,82.7,3.6,11.3,39.6,12.4,66.9,7.0,18.7,43.8,44.9,8.4,5.6,32.5,196.5,223.7,0.0,0.0,0.0,0.0,88.2,137.6,60.5,60.5,349.2,9.8,0.0
"AUT Manufacture of fabricated metal products, except machinery and equipment",103.7,22.6,27.3,1362.9,373.8,30.5,164.2,53.8,18.9,11.0,131.1,34.9,156.0,280.8,413.6,1497.2,72.2,175.5,606.4,383.7,341.9,157.5,0.0,97.1,223.5,2.6,7505.6,82.2,280.4,278.9,360.9,7.8,22.6,51.7,67.2,203.5,14.5,43.9,119.9,48.2,13.0,6.0,14.1,256.7,138.7,0.0,0.0,0.0,0.0,91.7,314.2,208.7,119.3,286.9,32.2,0.0
"AUT Manufacture of computer, electronic and optical products",24.9,3.4,2.9,100.5,36.0,5.6,5.5,6.8,7.2,3.0,12.9,5.7,10.4,8.8,10.3,19.4,78.9,38.6,59.4,35.9,68.7,8.3,0.0,21.3,12.9,1.4,321.4,37.2,82.8,45.2,47.7,2.6,12.8,47.8,31.5,37.7,8.1,41.2,134.9,65.5,12.7,8.8,15.1,37.1,161.4,0.0,0.0,0.0,0.0,71.6,89.1,112.7,214.8,146.7,8.3,0.0
AUT Manufacture of electrical equipment,27.5,3.0,5.2,102.7,44.5,4.6,4.2,11.6,3.8,2.5,11.5,3.7,17.5,8.6,14.6,26.4,57.3,157.7,154.8,44.3,69.8,7.8,0.0,184.1,10.9,0.9,835.8,55.6,64.3,36.9,59.0,1.4,4.5,18.0,21.0,28.5,2.6,19.4,131.8,30.2,6.7,1.7,6.2,30.6,76.3,0.0,0.0,0.0,0.0,34.0,42.8,27.0,40.6,132.1,6.9,0.0
AUT Manufacture of machinery and equipment n.e.c.,94.9,28.2,23.0,718.6,98.2,10.5,18.2,14.8,18.9,5.5,27.7,10.7,22.5,36.4,37.4,86.8,33.5,53.4,188.6,120.6,90.3,16.1,0.0,54.4,25.8,1.4,642.2,175.4,133.9,88.3,63.0,5.7,14.0,41.8,16.2,53.6,9.5,22.8,67.5,45.6,15.6,6.9,25.9,61.6,222.1,0.0,0.0,0.0,0.0,105.9,108.4,66.2,62.5,248.1,8.7,0.0
"AUT Manufacture of motor vehicles, trailers and semi-trailers",36.7,3.4,7.1,105.2,31.0,5.3,4.7,4.3,5.0,1.5,8.6,4.5,6.0,14.0,15.2,18.6,10.5,15.2,40.9,2293.7,10.8,19.5,0.0,11.8,5.7,0.6,328.2,1879.2,131.4,146.2,595.6,4.7,41.1,245.0,25.7,35.0,2.7,9.3,78.8,30.4,4.1,3.1,14.8,33.4,107.9,0.0,0.0,0.0,0.0,63.4,143.5,57.1,26.2,97.5,6.1,0.0
AUT Manufacture of other transport equipment,30.1,0.5,15.1,154.5,11.2,1.4,2.4,2.4,2.3,0.7,3.3,2.7,7.5,3.7,5.5,9.3,3.3,3.1,12.1,37.2,213.3,3.0,0.0,4.5,3.3,0.2,185.3,29.5,133.0,56.3,383.9,109.0,808.4,159.3,22.4,17.6,2.3,5.4,15.9,20.6,5.4,5.1,16.4,49.8,96.9,0.0,0.0,0.0,0.0,74.2,211.8,14.3,9.9,23.5,1.7,0.0
AUT Manufacture of furniture; other manufacturing,18.7,2.3,3.1,51.2,47.6,23.0,50.4,11.9,8.1,2.2,22.2,6.0,19.5,11.1,54.3,53.3,6.9,8.9,20.1,128.8,18.5,144.4,0.0,11.5,10.5,1.4,686.7,38.0,101.4,76.0,26.4,0.9,5.0,11.9,9.4,101.9,2.4,31.9,22.7,16.2,6.7,2.9,3.5,30.2,50.5,0.0,0.0,0.0,0.0,34.8,73.6,205.5,130.3,304.2,9.4,0.0
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",228.7,2.9,5.9,1792.4,668.6,28.8,98.2,196.8,48.3,209.7,362.7,87.1,175.0,399.9,2314.9,161.5,62.2,28.5,59.8,147.3,42.3,48.5,0.0,8289.6,290.1,4.3,1262.4,102.8,452.3,747.4,182.7,17.4,18.8,359.8,32.2,804.1,28.5,63.4,280.5,104.7,60.7,26.7,44.6,379.7,527.8,0.0,0.0,0.0,0.0,574.5,1233.2,456.9,276.8,230.1,38.5,0.0
"AUT Water collection, treatment and supply",484.2,0.9,2.1,205.8,159.8,12.2,10.1,47.4,8.4,22.3,70.3,37.7,26.5,29.7,59.2,11.8,8.1,5.1,23.0,68.4,3.9,4.1,0.0,119.4,705.4,8.3,797.5,66.3,88.3,34.9,134.3,3.2,2.9,132.4,7.0,239.2,9.1,11.3,188.6,34.6,13.7,18.6,21.2,338.1,697.1,0.0,0.0,0.0,0.0,441.5,262.0,57.2,121.1,138.7,30.3,0.0
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",26.5,0.2,0.4,36.2,31.9,2.1,2.6,4.4,2.8,1.4,8.4,3.7,7.8,12.6,13.9,11.0,2.4,3.6,5.4,7.4,10.1,3.3,0.0,37.4,17.3,10.2,991.9,7.5,85.8,26.3,28.1,3.6,3.9,35.7,2.5,22.8,1.1,2.6,110.5,75.2,3.8,2.8,15.9,91.7,93.3,0.0,0.0,0.0,0.0,110.5,41.2,19.0,77.8,28.8,2.1,0.0
AUT Construction,865.9,18.3,12.7,5464.1,320.2,28.7,222.6,57.3,47.4,329.0,87.1,53.9,86.6,80.5,240.4,103.5,62.3,37.4,77.9,166.3,80.3,73.4,0.0,1937.0,793.5,9.8,68489.9,100.6,2231.9,1002.0,1119.5,34.3,178.9,1231.1,51.1,958.4,87.0,105.2,1330.8,550.0,176.7,159.8,255.2,5039.5,1396.0,0.0,0.0,0.0,0.0,783.1,3832.2,234.8,314.8,415.4,49.8,0.0
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,223.1,67.1,23.0,493.7,194.3,0.6,14.0,15.2,51.8,16.3,82.0,20.3,5.8,23.2,12.0,20.9,3.6,2.6,13.1,67.7,0.5,19.4,0.0,113.4,44.1,12.5,941.6,29.5,616.6,542.5,2211.5,45.6,20.3,359.9,134.2,54.2,37.3,30.7,338.0,163.5,39.5,20.0,31.5,110.1,225.3,0.0,0.0,0.0,0.0,420.7,233.1,49.6,93.9,166.7,24.3,0.0
"AUT Wholesale trade, except of motor vehicles and motorcycles",1625.8,102.4,77.5,2353.9,2753.0,465.3,376.6,267.2,251.1,240.8,986.6,345.5,468.8,358.1,846.7,758.0,316.7,293.6,624.0,1245.4,385.2,340.1,0.0,350.6,223.6,28.7,6279.6,1160.9,2070.6,1359.3,1577.7,78.9,560.9,387.5,259.5,1898.3,210.7,308.0,818.0,429.6,191.4,85.5,87.1,451.2,1094.4,0.0,0.0,0.0,0.0,858.8,1063.1,1026.9,2019.6,1790.1,166.7,0.0
"AUT Retail trade, except of motor vehicles and motorcycles",569.0,42.5,26.0,607.6,908.5,207.4,89.5,62.8,69.7,40.2,263.0,77.9,81.6,93.0,138.7,165.4,63.6,50.7,114.3,273.7,75.3,86.9,0.0,112.3,64.6,12.3,1746.0,239.4,1025.2,898.6,926.3,26.9,111.9,240.2,109.3,816.9,48.8,128.0,288.6,155.5,131.7,39.0,42.3,200.1,365.3,0.0,0.0,0.0,0.0,419.0,385.3,358.4,750.1,798.8,61.9,0.0
AUT Land transport and transport via pipelines,817.6,25.9,16.6,1274.1,2649.8,109.1,611.1,185.2,92.6,106.4,435.1,114.3,193.8,688.1,1528.4,361.8,58.2,80.0,139.0,219.8,75.9,151.3,0.0,241.4,58.5,9.4,3313.6,91.8,1222.4,508.1,1787.9,101.6,268.9,475.9,120.0,715.3,68.7,62.0,279.9,120.1,61.9,35.5,93.2,164.5,386.1,0.0,0.0,0.0,0.0,363.9,593.5,302.0,368.8,348.9,43.1,0.0
AUT Water transport,17.3,0.4,3.3,263.9,92.0,6.8,9.9,29.2,4.5,252.4,167.2,9.2,39.5,108.2,475.1,41.0,4.1,2.6,34.1,14.7,2.8,4.0,0.0,135.6,1.4,2.4,176.1,8.6,353.8,56.5,39.4,706.0,31.0,42.3,20.8,74.3,11.0,2.1,64.8,51.5,18.5,11.2,6.0,50.8,228.4,0.0,0.0,0.0,0.0,171.4,165.2,49.9,43.8,33.1,15.8,0.0
AUT Air transport,160.5,2.5,4.2,710.5,267.1,41.9,31.3,68.2,98.1,41.4,134.9,49.8,85.8,69.0,62.8,114.3,47.7,38.6,117.1,124.5,32.7,21.0,0.0,180.7,101.4,4.5,569.4,33.6,1595.2,560.8,174.8,46.3,395.2,383.4,192.6,196.3,81.9,154.0,624.7,700.3,203.0,117.6,264.0,135.6,2358.7,0.0,0.0,0.0,0.0,1224.9,1511.8,529.4,180.4,519.6,45.5,0.0
AUT Warehousing and support activities for transportation,717.8,4.5,12.1,1476.3,1025.6,37.0,164.9,348.5,83.5,73.7,417.5,253.9,142.2,167.6,256.7,411.1,19.4,21.6,56.1,285.1,32.3,33.7,0.0,54.3,21.3,3.6,2367.1,122.7,6370.3,669.5,852.9,553.5,1236.0,1870.1,87.4,172.5,205.1,32.9,409.1,157.6,120.7,36.8,33.5,291.5,975.8,0.0,0.0,0.0,0.0,1141.0,1085.3,287.2,133.4,241.7,23.0,0.0
AUT Postal and courier activities,47.7,3.0,1.2,219.6,59.5,7.8,7.3,9.8,12.3,2.4,22.8,5.9,5.8,24.8,14.3,16.7,6.5,10.8,17.6,10.3,5.0,10.0,0.0,44.5,28.9,7.2,355.1,86.2,610.9,545.0,339.1,6.1,27.6,214.0,308.5,201.4,78.8,57.0,296.1,139.4,188.8,164.8,433.2,87.5,975.5,0.0,0.0,0.0,0.0,486.8,534.1,277.9,240.5,330.3,82.1,0.0
AUT Accommodation and food service activities,135.5,2.8,5.1,680.9,572.1,15.4,20.5,50.6,43.6,111.7,126.1,61.3,33.4,57.3,41.4,108.7,29.8,9.6,28.5,86.6,11.5,15.8,0.0,87.1,33.4,4.6,656.4,24.0,640.4,320.1,153.1,19.2,120.3,227.6,62.0,99.3,81.6,88.1,242.7,144.8,179.1,55.7,73.1,84.7,1134.4,0.0,0.0,0.0,0.0,632.5,570.0,189.2,196.6,222.7,39.8,0.0
AUT Publishing activities,24.5,0.5,0.2,77.3,41.0,9.8,28.2,32.3,14.1,3.8,33.3,20.3,20.6,15.9,9.5,40.2,50.8,8.5,15.6,42.6,4.3,4.4,0.0,14.4,16.0,5.1,211.5,38.5,540.5,648.1,81.8,4.7,15.7,74.7,68.1,108.0,520.6,68.0,226.4,248.2,76.9,40.2,15.2,195.7,848.7,0.0,0.0,0.0,0.0,458.8,428.9,800.3,82.8,259.2,39.6,0.0
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",23.5,3.0,2.2,66.8,96.9,1.7,12.0,3.1,4.0,2.4,19.3,15.5,13.8,9.6,3.2,9.4,3.9,6.2,5.8,77.4,37.3,3.1,0.0,10.3,11.5,1.9,242.4,15.4,206.8,571.3,32.8,4.9,65.2,56.6,11.1,1036.2,496.2,2500.9,247.8,258.4,190.8,25.5,20.6,260.0,1206.5,0.0,0.0,0.0,0.0,690.0,188.5,70.7,90.6,536.6,18.2,0.0
AUT Telecommunications,104.5,2.5,4.3,223.4,244.2,19.2,46.2,33.4,66.4,59.1,75.3,27.2,72.8,111.8,47.7,123.5,42.2,37.9,136.9,126.9,26.2,32.1,0.0,201.7,91.0,12.5,1979.9,246.0,1810.5,1545.0,368.4,18.6,76.9,827.7,136.2,428.3,54.7,410.8,4123.1,755.9,408.3,134.7,674.6,451.8,2213.3,0.0,0.0,0.0,0.0,1066.5,1699.8,696.4,467.7,913.1,180.2,0.0
"AUT Computer programming, consultancy and related activities; information service activities",31.6,0.3,0.5,134.9,135.8,17.8,23.9,26.3,29.4,12.1,62.4,29.3,36.7,52.2,90.8,38.4,50.2,22.9,48.7,129.6,12.9,11.5,0.0,93.5,13.6,9.0,458.6,27.8,1213.6,799.2,145.8,17.5,50.3,224.8,83.4,189.1,92.9,50.4,1601.6,3028.4,2007.3,1653.8,965.3,203.4,2538.6,0.0,0.0,0.0,0.0,1340.3,4151.6,770.7,235.9,428.7,178.9,0.0
"AUT Financial service activities, except insurance and pension funding",963.7,21.9,38.3,2315.4,560.4,40.6,63.0,50.0,64.5,43.7,134.6,61.5,66.2,86.2,223.4,127.5,58.0,44.2,56.2,109.6,57.7,34.7,0.0,1841.9,671.8,46.0,2640.4,160.7,1888.3,1064.8,563.2,144.2,126.8,1107.2,73.8,647.3,113.4,204.1,548.0,318.6,4613.0,5115.5,681.0,16253.9,2524.9,0.0,0.0,0.0,0.0,1598.5,1105.5,715.8,826.4,518.3,149.9,0.0
