Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
AUT Manufacture of chemicals and chemical products ,920.1,44.2,7.2,676.2,187.4,49.6,91.3,200.6,142.1,214.0,2138.0,140.5,1583.6,174.0,106.4,133.1,85.3,93.0,41.3,166.1,66.6,69.1,0.0,63.5,194.8,3.9,1486.3,48.1,248.2,111.7,108.9,3.3,26.0,49.4,13.6,197.5,11.6,45.0,45.8,71.9,5.5,0.7,4.8,118.5,221.6,0.0,0.0,0.0,0.0,389.8,196.0,70.9,244.0,289.7,102.4,0.0
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,610.5,1.4,0.8,37.6,45.2,7.8,5.5,34.6,12.7,6.2,53.1,239.4,35.0,8.7,10.3,11.8,5.5,4.3,5.0,15.4,4.5,4.4,0.0,5.5,5.6,0.3,100.6,11.5,59.4,37.2,11.4,6.0,6.9,12.5,2.5,31.5,9.7,17.4,9.6,16.9,3.0,0.8,3.6,21.5,57.9,0.0,0.0,0.0,0.0,54.0,22.6,58.2,308.7,426.8,6.4,0.0
AUT Manufacture of rubber and plastic products,127.7,8.2,15.5,150.1,970.8,70.0,101.9,184.3,389.6,39.1,475.7,118.6,471.2,59.9,59.3,118.1,127.8,68.0,128.3,626.6,96.2,204.5,0.0,31.7,87.3,2.1,2368.7,140.8,431.2,216.8,237.7,3.7,80.5,119.2,71.7,220.9,39.8,14.0,198.1,76.8,4.3,0.4,1.7,217.2,113.6,0.0,0.0,0.0,0.0,137.1,334.0,80.1,118.0,149.1,25.8,0.0
AUT Manufacture of other non-metallic mineral products,54.1,28.0,3.3,90.8,301.4,9.4,53.9,12.9,12.7,5.7,105.9,33.6,78.7,1827.6,94.9,263.6,36.0,55.0,60.3,198.2,38.4,52.5,0.0,126.5,72.5,1.5,7057.0,84.2,209.0,68.8,26.4,0.7,6.7,15.6,3.8,128.8,4.5,5.6,13.8,11.0,3.1,0.5,2.0,129.8,49.4,0.0,0.0,0.0,0.0,63.6,76.5,26.3,78.1,116.9,16.3,0.0
AUT Manufacture of basic metals,28.7,4.5,2.9,438.4,60.7,42.8,70.6,26.3,47.8,30.6,86.4,8.3,111.3,126.2,4930.7,4175.2,501.3,945.7,1215.9,1462.6,577.1,611.3,0.0,46.2,52.8,0.8,3371.5,46.8,431.2,98.0,43.9,1.1,7.2,18.1,10.0,53.0,4.9,9.7,30.0,24.1,2.7,1.0,6.5,196.8,108.9,0.0,0.0,0.0,0.0,55.9,91.8,26.6,37.1,248.5,8.7,0.0
"AUT Manufacture of fabricated metal products, except machinery and equipment",101.9,38.3,32.6,760.0,450.8,42.0,200.2,63.8,22.7,9.5,137.6,34.2,204.9,184.4,370.4,2249.8,97.0,222.3,794.2,474.2,384.1,190.9,0.0,103.1,298.8,2.6,7337.3,97.0,257.5,224.3,326.3,2.8,21.1,59.4,74.3,260.0,19.4,47.1,176.1,53.0,9.4,1.8,2.2,299.7,106.3,0.0,0.0,0.0,0.0,82.4,323.7,210.4,115.5,261.4,39.8,0.0
"AUT Manufacture of computer, electronic and optical products",19.2,6.6,4.3,81.1,27.0,4.9,5.0,5.7,6.7,2.4,12.9,3.0,13.3,6.8,9.2,27.3,90.4,52.5,50.6,50.6,92.3,9.1,0.0,19.9,19.0,1.2,296.2,47.5,82.3,37.0,67.4,1.9,10.7,65.2,43.7,38.9,7.4,48.2,189.9,76.4,10.6,1.5,4.9,34.3,187.7,0.0,0.0,0.0,0.0,81.5,102.1,120.5,215.7,176.3,12.1,0.0
AUT Manufacture of electrical equipment,25.7,5.0,5.3,62.0,39.9,5.8,4.8,11.0,4.5,2.5,13.4,2.4,20.5,7.9,14.9,30.9,56.3,156.5,128.7,53.9,57.2,7.7,0.0,143.7,12.7,0.8,530.0,60.1,68.6,35.8,63.7,1.2,4.8,22.4,22.1,31.1,3.5,21.9,130.7,36.7,5.7,0.7,2.8,31.8,80.1,0.0,0.0,0.0,0.0,36.5,45.0,28.3,40.9,121.1,8.2,0.0
AUT Manufacture of machinery and equipment n.e.c.,83.1,47.9,24.4,387.2,95.9,15.7,25.3,15.4,23.2,6.5,29.2,9.3,28.4,33.7,43.0,112.3,44.1,66.3,175.8,163.2,90.2,21.6,0.0,59.6,30.7,1.7,568.0,209.4,135.4,84.9,63.2,5.1,18.1,47.0,19.0,69.1,13.0,25.8,78.2,47.8,16.0,3.5,11.3,64.8,190.1,0.0,0.0,0.0,0.0,105.0,107.9,69.8,67.5,238.4,11.6,0.0
"AUT Manufacture of motor vehicles, trailers and semi-trailers",38.8,6.4,10.2,78.4,27.0,7.1,4.8,4.8,6.2,1.3,8.2,3.8,8.1,12.8,16.7,27.9,14.5,18.2,54.2,2743.8,13.5,26.4,0.0,14.0,8.3,0.8,318.8,2028.1,174.1,176.2,689.5,4.8,71.5,203.5,32.8,45.1,3.8,10.7,127.7,42.9,3.5,1.5,7.9,44.4,130.2,0.0,0.0,0.0,0.0,84.4,127.0,63.0,23.1,94.1,8.5,0.0
AUT Manufacture of other transport equipment,27.0,1.0,14.4,130.3,8.8,2.2,2.6,1.6,1.7,0.7,2.7,1.4,11.0,2.1,4.8,8.0,3.6,3.1,16.3,21.0,280.9,4.4,0.0,4.2,2.9,0.2,132.7,16.6,162.0,42.7,398.6,118.9,788.4,223.3,1.7,11.5,1.6,3.3,8.0,11.5,2.0,1.1,3.8,23.4,51.2,0.0,0.0,0.0,0.0,72.2,202.3,8.6,7.8,20.4,1.8,0.0
AUT Manufacture of furniture; other manufacturing,22.8,4.0,4.5,39.8,65.6,58.8,46.2,13.6,11.2,2.2,29.6,6.7,27.6,11.2,63.4,88.6,10.5,11.7,27.2,140.0,20.5,98.8,0.0,14.5,15.3,1.4,619.5,47.6,147.3,91.5,28.0,0.8,6.6,14.1,9.3,150.1,3.2,26.0,34.0,20.4,2.5,0.2,0.4,31.4,60.6,0.0,0.0,0.0,0.0,29.9,104.5,265.1,132.6,237.1,13.4,0.0
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",168.3,4.4,6.7,1341.9,579.1,23.3,122.6,155.3,56.1,127.0,353.5,44.2,140.4,534.2,1970.6,138.7,86.5,41.3,84.0,173.1,38.7,26.0,0.0,4750.3,281.6,7.5,1580.4,159.0,451.5,350.9,120.1,5.6,16.6,433.4,50.6,725.0,21.0,70.6,236.0,145.6,36.5,4.7,5.3,279.1,555.4,0.0,0.0,0.0,0.0,514.2,392.4,613.7,297.9,315.6,60.5,0.0
"AUT Water collection, treatment and supply",563.1,1.5,2.4,163.3,152.1,17.3,11.1,35.8,8.5,21.4,91.5,12.3,29.3,26.7,70.2,13.3,11.6,6.3,23.9,79.2,2.9,4.2,0.0,104.8,410.6,4.4,685.4,95.8,112.2,39.4,206.5,2.8,2.9,216.1,12.2,274.9,8.6,12.6,247.7,57.7,10.3,8.5,7.1,485.4,750.1,0.0,0.0,0.0,0.0,477.3,242.5,48.7,115.5,108.0,44.5,0.0
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1.8,0.0,0.0,40.5,14.3,2.2,2.5,6.3,1.2,1.6,7.3,3.2,7.7,7.1,13.4,4.9,2.2,2.2,2.7,7.3,5.7,2.0,0.0,22.6,25.8,0.0,1480.8,10.6,39.7,23.2,4.3,0.8,3.7,6.8,1.8,12.9,1.5,2.3,10.7,5.2,1.8,1.3,1.4,25.0,15.7,0.0,0.0,0.0,0.0,23.8,19.7,3.5,33.7,21.0,1.6,0.0
AUT Construction,694.3,27.8,11.8,4056.3,342.3,30.1,103.2,64.4,47.7,420.2,100.5,48.5,115.1,78.6,254.6,125.3,72.1,39.9,76.3,206.2,77.4,22.2,0.0,2146.5,997.1,3.3,60241.4,114.9,2127.7,938.9,817.2,17.6,159.0,774.0,37.7,1025.1,92.7,56.2,1784.8,421.7,75.9,33.9,110.2,3477.9,1117.8,0.0,0.0,0.0,0.0,580.7,3346.8,128.6,195.6,294.2,46.0,0.0
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,326.7,122.1,37.0,370.8,276.8,1.1,20.3,23.5,76.8,19.2,117.1,17.5,6.9,30.1,14.8,29.3,6.0,3.1,17.8,100.6,0.9,24.1,0.0,176.4,55.5,4.2,919.7,17.7,789.5,868.1,2086.1,52.1,31.6,590.9,122.5,86.6,64.7,40.7,476.6,115.0,32.9,8.9,13.9,182.6,321.0,0.0,0.0,0.0,0.0,496.6,249.4,48.4,141.0,185.2,37.7,0.0
"AUT Wholesale trade, except of motor vehicles and motorcycles",1674.4,127.2,86.8,1798.6,2696.0,560.1,437.0,295.8,278.3,234.3,1003.1,191.5,546.4,352.7,742.2,904.8,364.2,341.6,595.5,1676.4,430.7,398.7,0.0,363.2,290.2,33.4,5414.2,1366.5,1975.7,1255.7,1734.2,78.0,505.8,440.6,288.7,1994.9,130.1,267.0,985.1,461.3,129.2,24.8,35.6,552.2,1177.6,0.0,0.0,0.0,0.0,890.6,1067.1,948.9,1583.5,1494.7,205.9,0.0
"AUT Retail trade, except of motor vehicles and motorcycles",550.2,57.9,28.7,381.9,834.4,254.4,87.6,62.7,73.4,37.2,231.7,55.4,96.0,83.9,127.0,171.4,64.2,55.0,100.9,316.0,78.5,86.6,0.0,114.0,71.5,10.3,1382.6,236.2,945.3,839.1,752.2,25.2,132.6,269.2,95.8,831.2,57.7,104.6,322.5,132.0,86.3,13.1,20.7,224.2,370.4,0.0,0.0,0.0,0.0,407.5,351.5,289.2,520.2,479.3,68.7,0.0
AUT Land transport and transport via pipelines,966.6,39.0,19.5,1307.6,2869.1,151.7,605.2,222.5,101.6,98.7,506.8,75.9,260.7,740.4,1139.6,439.3,78.2,103.0,166.0,288.7,79.2,189.2,0.0,329.2,75.2,8.3,2819.6,98.0,1188.8,485.5,1596.5,36.9,139.3,501.1,109.1,774.4,84.1,67.5,382.4,124.6,50.9,13.9,31.8,190.5,408.4,0.0,0.0,0.0,0.0,400.1,727.1,318.3,354.9,361.1,55.4,0.0
AUT Water transport,11.1,0.5,6.1,433.9,100.5,12.1,11.3,43.0,5.6,263.3,138.0,12.8,69.7,187.2,566.0,72.6,8.5,5.1,85.8,21.4,2.5,6.4,0.0,175.4,0.9,3.2,138.7,8.3,206.8,77.1,20.0,841.8,24.0,20.2,32.4,83.3,16.4,2.0,126.0,105.2,18.0,3.2,2.8,80.7,391.7,0.0,0.0,0.0,0.0,195.4,216.6,58.7,55.9,34.0,27.8,0.0
AUT Air transport,172.5,4.1,5.1,552.9,302.8,65.8,46.0,69.2,107.9,46.8,148.5,48.4,107.7,70.9,75.0,148.4,74.3,52.3,135.8,171.6,50.7,24.4,0.0,194.3,130.3,4.5,530.0,39.0,1723.3,637.8,141.0,42.7,457.1,435.8,159.0,235.3,124.6,145.1,613.4,471.6,211.9,71.7,143.2,179.3,2572.1,0.0,0.0,0.0,0.0,1354.7,1574.8,500.3,159.0,446.9,52.7,0.0
AUT Warehousing and support activities for transportation,825.5,5.5,13.9,924.9,1011.9,49.1,252.3,338.9,80.8,65.9,524.7,176.5,165.9,141.0,219.2,398.0,24.7,23.4,59.5,353.9,31.8,30.2,0.0,33.3,18.3,2.7,2024.4,134.4,8129.0,670.8,637.5,733.5,1245.0,2186.3,58.0,134.9,337.6,34.8,224.9,205.9,95.2,16.5,6.2,374.5,1087.8,0.0,0.0,0.0,0.0,1475.6,1185.4,208.2,85.8,185.3,22.7,0.0
AUT Postal and courier activities,45.3,4.9,1.4,153.1,57.0,9.6,5.4,8.4,13.0,1.2,20.4,4.7,5.0,25.4,10.6,17.2,9.0,14.3,20.2,10.1,4.2,11.4,0.0,44.7,34.4,12.9,274.0,130.9,782.9,675.0,363.8,4.5,30.2,249.4,282.6,323.1,115.2,72.4,458.5,230.5,156.5,76.0,194.5,115.8,1174.4,0.0,0.0,0.0,0.0,523.7,549.3,283.6,234.1,360.1,119.8,0.0
AUT Accommodation and food service activities,135.4,3.6,5.5,220.2,517.8,20.4,22.0,37.8,45.3,114.8,115.5,52.2,37.4,51.1,42.6,118.4,35.8,10.3,26.7,99.5,8.6,16.9,0.0,89.3,36.5,4.8,159.7,28.8,707.4,287.9,134.6,9.0,76.6,229.7,58.4,79.7,111.9,75.9,224.0,151.4,142.4,33.0,53.3,94.8,1046.6,0.0,0.0,0.0,0.0,602.1,506.5,152.3,66.0,184.4,46.8,0.0
AUT Publishing activities,32.9,0.9,0.2,75.5,36.2,13.6,48.3,40.5,17.8,5.7,32.7,17.5,21.4,15.6,11.0,46.9,91.7,11.2,19.4,59.8,4.7,5.6,0.0,21.6,24.3,5.7,208.3,52.6,545.0,711.2,50.7,3.0,19.1,75.7,67.4,146.6,100.8,59.6,268.5,329.5,46.0,1.7,6.6,339.1,990.0,0.0,0.0,0.0,0.0,495.2,373.7,883.7,79.9,240.4,51.7,0.0
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",27.2,4.4,0.3,34.1,105.7,2.3,15.5,3.0,4.3,4.0,17.2,15.3,16.3,9.3,3.9,12.3,4.1,6.4,5.8,122.5,1.0,3.9,0.0,9.6,11.8,2.3,172.9,18.0,176.7,413.5,26.5,4.0,21.6,37.3,9.8,1208.7,781.2,2392.4,64.9,359.0,143.2,9.8,10.9,346.2,1125.2,0.0,0.0,0.0,0.0,750.2,175.1,69.0,34.4,597.9,22.4,0.0
AUT Telecommunications,113.2,4.1,5.7,172.2,262.4,26.8,57.3,39.3,72.8,63.2,74.5,24.7,86.4,113.7,48.9,152.3,58.3,48.8,160.8,154.8,23.0,36.3,0.0,263.7,113.8,19.6,1905.3,282.6,1955.9,1606.8,376.1,18.3,95.9,1019.4,130.2,569.5,72.9,229.3,521.2,485.9,306.9,51.6,318.7,585.2,2109.9,0.0,0.0,0.0,0.0,949.4,1565.1,624.8,475.5,841.8,207.4,0.0
"AUT Computer programming, consultancy and related activities; information service activities",30.7,0.4,0.5,91.9,142.0,26.4,24.3,27.0,33.0,11.6,64.3,28.0,43.5,52.5,111.3,47.2,71.8,26.6,50.2,195.2,10.5,14.0,0.0,125.8,15.0,14.9,344.6,36.7,1377.3,535.1,130.6,16.5,59.7,240.7,87.4,221.0,63.0,62.8,1175.8,2030.9,464.9,397.6,350.5,264.0,2549.8,0.0,0.0,0.0,0.0,1293.0,3914.7,655.4,225.2,345.8,229.0,0.0
"AUT Financial service activities, except insurance and pension funding",1043.4,33.9,51.2,1490.8,537.1,58.4,78.1,62.9,84.5,51.4,152.9,57.8,89.2,87.5,216.1,195.3,85.8,55.5,65.7,123.4,39.7,43.2,0.0,1541.5,666.5,20.5,2617.3,217.0,2268.2,1163.8,518.1,100.2,189.0,1042.3,96.4,533.6,122.4,204.5,469.1,263.5,1690.6,2746.1,224.5,15130.2,2254.3,0.0,0.0,0.0,0.0,1613.4,978.3,557.4,819.2,543.4,192.2,0.0
"AUT Insurance, reinsurance and pension funding, except compulsory social security",264.0,22.1,18.8,351.9,340.4,6.1,18.6,28.5,17.3,11.4,34.0,15.1,28.1,39.4,15.2,35.2,12.3,6.8,13.1,80.6,34.0,5.5,0.0,12.1,2.9,1.6,1439.0,282.0,538.8,428.7,107.3,1.9,6.0,64.8,16.6,385.6,120.2,94.3,63.8,93.0,151.6,18.2,72.4,581.4,366.6,0.0,0.0,0.0,0.0,329.1,145.7,34.6,131.8,304.8,14.0,0.0
AUT Activities auxiliary to financial services and insurance activities,352.0,1.1,2.6,640.9,83.1,6.6,3.5,10.0,13.6,3.0,17.7,7.2,17.7,27.2,4.9,8.6,11.0,7.2,21.4,8.3,1.2,7.6,0.0,99.5,336.6,1.7,7194.7,88.0,377.8,178.3,46.8,1.8,11.7,41.7,50.7,87.3,14.0,23.2,212.0,38.2,13801.7,8068.4,7470.6,119.4,566.3,0.0,0.0,0.0,0.0,155.4,2777.6,91.6,128.3,113.6,16.3,0.0
AUT Real estate activities,185.6,0.1,0.7,1565.1,326.8,30.2,60.6,60.0,58.0,35.3,64.4,12.2,50.0,86.6,343.8,207.8,74.0,14.3,32.5,194.5,101.7,6.3,0.0,31.5,4.3,2.7,6721.7,35.3,5800.6,2030.9,1017.7,21.2,381.4,1473.5,378.3,1185.1,42.8,287.3,1464.4,405.4,1068.8,726.3,230.1,7582.3,2011.0,0.0,0.0,0.0,0.0,4989.3,380.0,190.5,30.0,739.5,24.0,0.0
AUT Legal and accounting activities; activities of head offices; management consultancy activities,1218.2,17.0,18.8,3104.7,1007.3,115.3,186.5,301.7,296.7,56.0,369.5,320.0,331.3,348.0,242.3,486.4,447.2,288.4,457.8,1150.2,127.9,103.3,0.0,516.3,480.2,11.7,10518.2,870.9,4581.6,4405.0,1398.1,101.6,488.8,1855.5,127.6,1304.1,371.2,459.1,757.0,3063.4,300.1,151.6,1133.7,4868.2,14935.2,0.0,0.0,0.0,0.0,3748.5,2875.5,550.9,1060.9,1858.6,211.1,0.0
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
