Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
AUT Manufacture of chemicals and chemical products ,718.4,34.3,5.7,285.3,126.1,34.9,62.9,145.2,102.6,350.3,1649.4,103.9,1160.4,138.7,125.7,85.7,59.4,62.3,28.1,116.1,44.3,45.5,0.0,52.1,135.4,2.7,839.9,32.5,180.6,74.1,66.0,2.3,16.2,30.4,8.1,124.7,8.2,30.7,32.5,51.9,3.3,0.5,3.2,76.0,133.7,0.0,0.0,0.0,0.0,239.4,137.4,45.4,141.6,208.5,73.9,0.0
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,484.0,1.2,0.6,16.9,31.2,5.2,4.1,25.1,9.2,11.0,42.9,179.7,27.0,7.3,12.8,8.0,4.1,3.1,3.7,11.7,3.2,3.0,0.0,4.8,4.2,0.2,62.0,8.2,44.9,25.9,7.3,3.9,4.6,8.7,1.6,21.2,7.0,12.2,7.2,12.9,2.0,0.6,2.5,15.4,37.4,0.0,0.0,0.0,0.0,35.2,17.0,38.0,182.1,312.4,4.9,0.0
AUT Manufacture of rubber and plastic products,105.2,6.9,12.9,67.5,688.5,49.5,73.4,139.5,294.8,67.4,385.2,92.0,362.1,49.7,73.3,79.4,93.1,48.1,91.4,457.0,67.4,141.0,0.0,27.5,63.7,1.5,1397.5,98.3,325.8,147.6,147.2,2.7,50.7,75.5,44.0,145.8,29.1,10.0,145.2,56.9,2.6,0.3,1.2,142.7,70.6,0.0,0.0,0.0,0.0,88.5,243.2,53.4,71.2,112.2,19.3,0.0
AUT Manufacture of other non-metallic mineral products,46.1,23.1,2.9,42.2,217.7,7.0,39.5,10.3,10.3,10.5,87.7,26.6,62.1,1544.6,119.5,180.4,26.9,39.5,44.1,147.6,27.5,36.9,0.0,109.3,53.5,1.1,4202.9,60.3,161.3,48.8,17.9,0.6,4.8,10.8,2.6,87.4,3.6,4.3,11.1,9.1,2.1,0.3,1.5,87.2,33.6,0.0,0.0,0.0,0.0,42.5,57.7,18.3,48.6,90.2,12.6,0.0
AUT Manufacture of basic metals,30.9,4.9,3.2,264.5,55.4,44.5,69.0,26.8,49.6,71.8,92.5,8.4,114.5,143.7,8432.0,3887.8,504.5,916.4,1185.5,1474.4,554.1,584.4,0.0,53.9,50.8,0.8,2709.8,44.2,449.8,91.7,35.2,1.0,6.1,15.7,8.0,46.7,4.9,9.3,29.0,24.9,2.3,0.9,5.8,177.5,94.5,0.0,0.0,0.0,0.0,49.6,90.6,22.9,30.3,254.3,8.7,0.0
"AUT Manufacture of fabricated metal products, except machinery and equipment",90.5,34.3,29.1,358.7,339.4,30.0,151.3,51.4,18.7,17.7,118.0,28.2,166.2,163.0,495.5,1604.7,76.2,167.2,597.3,369.3,284.5,139.0,0.0,94.8,229.4,2.0,4571.1,76.1,209.3,162.4,213.0,2.1,14.4,40.4,48.3,183.0,15.3,35.6,137.7,42.1,6.4,1.3,1.7,209.4,72.1,0.0,0.0,0.0,0.0,58.6,250.6,149.0,74.3,211.8,31.7,0.0
"AUT Manufacture of computer, electronic and optical products",17.0,5.9,3.9,38.7,20.2,3.8,3.7,4.6,5.3,4.3,10.8,2.5,10.7,5.9,12.1,19.2,69.2,40.2,39.3,39.1,67.7,6.5,0.0,19.8,14.6,0.9,187.9,35.9,65.9,26.7,43.8,1.4,7.0,43.1,28.0,27.1,5.6,35.8,145.6,59.2,6.7,1.0,3.3,24.6,121.4,0.0,0.0,0.0,0.0,55.2,78.0,83.8,136.6,138.9,9.5,0.0
AUT Manufacture of electrical equipment,23.7,4.9,5.3,32.1,31.7,4.2,3.6,9.8,3.6,4.6,11.1,2.0,17.9,7.3,20.6,23.3,49.4,135.7,112.1,42.8,48.0,5.7,0.0,152.0,10.6,0.7,376.1,48.3,60.1,27.9,46.1,0.9,3.1,15.9,16.1,22.7,2.8,18.3,115.2,31.7,4.0,0.5,1.9,24.1,55.8,0.0,0.0,0.0,0.0,26.6,37.5,20.4,26.6,107.8,7.2,0.0
AUT Manufacture of machinery and equipment n.e.c.,85.4,51.5,26.4,217.8,78.4,14.0,19.0,13.0,20.3,12.2,26.7,8.2,23.8,31.0,62.9,84.3,39.4,58.7,159.5,139.3,79.3,15.2,0.0,62.9,26.0,1.5,362.2,186.2,118.1,63.5,42.1,3.7,12.0,31.4,12.6,52.1,10.3,19.6,63.2,39.0,9.8,2.3,7.2,45.3,134.6,0.0,0.0,0.0,0.0,78.3,92.7,51.3,43.8,222.1,9.9,0.0
"AUT Manufacture of motor vehicles, trailers and semi-trailers",32.2,5.6,8.3,37.3,20.2,4.9,3.6,3.9,5.0,2.4,7.0,3.3,6.6,10.7,20.7,19.0,11.1,13.8,38.9,1860.9,10.8,17.2,0.0,13.5,6.4,0.6,190.4,1312.3,129.3,116.6,396.8,3.4,43.0,121.4,19.0,29.9,3.1,7.8,88.8,33.1,2.4,1.0,5.6,32.6,88.0,0.0,0.0,0.0,0.0,55.0,90.5,40.4,14.4,70.8,6.3,0.0
AUT Manufacture of other transport equipment,29.1,1.2,15.8,76.0,7.7,2.1,2.3,1.6,1.6,1.6,2.7,1.4,11.1,2.2,7.6,6.6,3.4,2.9,15.2,17.6,259.3,3.9,0.0,4.7,2.7,0.2,101.3,13.6,161.6,38.2,325.4,106.0,647.0,186.3,1.3,9.7,1.5,3.1,7.4,11.1,1.6,0.8,3.0,20.0,40.9,0.0,0.0,0.0,0.0,61.0,195.0,7.3,5.9,20.1,1.7,0.0
AUT Manufacture of furniture; other manufacturing,18.2,3.2,3.6,17.4,44.6,36.0,31.3,9.9,8.2,3.7,23.3,5.0,20.3,9.0,75.5,57.5,7.6,8.5,19.3,98.7,14.0,64.6,0.0,12.5,10.8,0.9,350.5,32.3,106.5,59.3,16.9,0.6,4.3,8.6,5.5,94.8,2.2,17.8,24.4,14.5,1.5,0.1,0.3,20.0,35.7,0.0,0.0,0.0,0.0,18.5,72.5,170.1,76.5,171.5,9.4,0.0
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",118.6,3.1,4.7,509.7,350.6,15.0,75.4,100.5,36.2,209.3,243.7,29.2,91.9,382.2,2093.4,79.8,53.6,24.7,50.6,107.8,23.0,15.3,0.0,3450.3,176.3,4.5,897.6,94.2,295.9,204.7,64.6,3.2,8.8,233.2,26.5,410.8,13.2,42.9,150.6,91.8,18.9,2.5,2.9,161.6,287.2,0.0,0.0,0.0,0.0,280.4,249.8,349.6,154.3,201.1,38.9,0.0
"AUT Water collection, treatment and supply",432.0,1.2,1.9,68.7,101.5,12.3,7.6,25.5,6.0,34.9,69.4,8.9,21.2,21.1,81.5,8.5,8.0,4.2,15.9,54.3,1.9,2.7,0.0,85.1,280.4,2.9,407.4,62.5,81.1,25.7,119.8,1.8,1.7,128.0,7.1,171.5,6.0,8.4,170.9,40.1,6.0,5.0,4.1,299.7,425.8,0.0,0.0,0.0,0.0,286.5,167.3,30.6,65.9,75.9,31.6,0.0
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1.6,0.0,0.0,18.2,10.3,1.7,1.8,4.8,1.0,2.8,6.0,2.5,6.0,6.0,16.8,3.4,1.7,1.6,2.0,5.5,4.0,1.4,0.0,19.6,19.0,0.0,887.5,7.5,30.8,16.2,2.8,0.6,2.4,4.5,1.1,8.8,1.1,1.7,8.1,4.0,1.2,0.9,0.9,17.0,10.1,0.0,0.0,0.0,0.0,15.7,14.7,2.4,20.8,16.0,1.2,0.0
AUT Construction,491.8,19.4,8.3,1551.8,206.2,18.7,63.8,41.7,30.6,625.6,68.7,31.8,75.5,56.2,270.8,71.5,45.0,23.7,45.8,127.1,46.1,12.6,0.0,1594.2,631.6,2.0,30983.6,66.9,1392.7,551.6,437.3,10.2,82.9,420.2,19.5,585.8,57.7,34.0,1136.0,268.8,38.8,17.7,57.5,1976.7,584.7,0.0,0.0,0.0,0.0,315.6,2120.1,72.2,99.8,186.0,29.4,0.0
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,248.7,92.2,28.4,151.7,183.1,0.8,13.6,16.6,54.2,30.6,88.1,12.6,5.0,23.5,17.1,18.4,4.1,2.0,11.7,68.4,0.6,15.5,0.0,139.9,37.6,2.8,505.6,11.5,554.8,550.2,1197.4,32.6,18.2,346.4,70.0,53.5,44.4,27.0,324.6,78.8,18.6,5.1,7.9,111.2,181.0,0.0,0.0,0.0,0.0,295.8,169.0,30.2,79.8,129.1,26.5,0.0
"AUT Wholesale trade, except of motor vehicles and motorcycles",1300.5,99.2,68.9,772.1,1805.0,392.2,296.9,212.1,199.0,391.4,770.4,139.9,397.6,280.6,881.6,583.4,252.4,229.1,402.2,1160.9,285.9,259.9,0.0,295.6,202.6,23.3,3046.6,903.4,1413.5,804.4,1047.2,51.7,312.8,264.3,170.0,1247.1,89.6,179.7,684.3,320.7,73.7,14.8,20.7,348.4,680.3,0.0,0.0,0.0,0.0,541.7,736.3,598.9,909.8,1059.4,146.6,0.0
"AUT Retail trade, except of motor vehicles and motorcycles",404.0,42.1,21.1,151.1,518.2,164.7,57.0,42.9,50.0,58.0,168.6,38.7,66.1,63.5,141.6,104.2,42.1,34.7,64.2,207.2,49.1,53.0,0.0,87.5,46.8,6.6,741.1,147.6,646.4,512.2,416.9,15.2,75.2,154.4,53.0,485.6,38.9,67.4,212.6,87.6,48.0,7.7,11.8,137.1,204.1,0.0,0.0,0.0,0.0,238.7,230.2,174.5,284.3,324.3,46.5,0.0
AUT Land transport and transport via pipelines,601.2,24.1,12.2,436.9,1550.5,87.1,332.1,128.5,58.5,128.4,311.6,44.7,152.2,472.5,1070.3,225.4,43.3,54.9,89.2,160.2,41.9,99.6,0.0,213.3,41.6,4.5,1265.5,51.8,682.1,251.0,748.7,18.9,65.3,239.7,50.9,390.4,47.0,36.5,212.7,69.5,23.4,6.5,14.7,94.3,187.3,0.0,0.0,0.0,0.0,194.1,402.1,162.0,164.1,205.6,31.8,0.0
AUT Water transport,6.2,0.3,3.4,130.4,48.9,6.2,5.6,22.3,2.9,308.6,76.3,6.8,36.6,107.5,478.2,33.5,4.2,2.5,41.5,10.6,1.2,3.0,0.0,102.3,0.4,1.6,55.9,3.9,106.7,35.8,8.4,387.3,10.1,8.6,13.6,37.7,8.2,0.9,63.0,52.9,7.5,1.3,1.2,36.0,162.0,0.0,0.0,0.0,0.0,85.4,107.8,26.9,23.2,17.3,14.4,0.0
AUT Air transport,113.5,2.6,3.4,195.8,173.1,40.0,26.6,42.2,65.8,63.9,96.7,30.0,66.5,47.8,74.2,80.5,43.6,29.5,77.4,100.6,28.6,13.6,0.0,133.5,76.5,2.6,249.4,21.7,1048.2,349.0,70.1,23.0,227.9,219.8,78.8,124.3,73.5,83.3,362.1,279.5,104.4,36.1,70.5,92.4,1254.3,0.0,0.0,0.0,0.0,697.6,924.7,270.0,77.5,269.5,31.9,0.0
AUT Warehousing and support activities for transportation,528.3,3.5,8.9,317.9,562.7,29.0,142.5,201.5,47.9,88.3,332.0,107.1,99.7,92.6,211.8,210.2,14.0,12.8,32.9,202.3,17.3,16.4,0.0,22.2,10.4,1.5,934.9,73.2,4801.6,357.3,307.6,386.0,602.9,1077.6,27.8,70.0,194.7,19.3,128.6,118.4,45.2,7.9,2.9,191.1,514.7,0.0,0.0,0.0,0.0,738.5,674.9,109.1,40.9,108.7,13.4,0.0
AUT Postal and courier activities,29.8,3.2,0.9,54.2,32.6,5.8,3.1,5.1,8.0,1.7,13.3,3.0,3.1,17.1,10.6,9.4,5.3,8.0,11.5,6.0,2.3,6.3,0.0,30.7,20.1,7.4,130.3,73.3,475.8,370.0,180.6,2.4,15.0,126.5,139.7,172.6,68.3,41.5,270.1,136.5,76.6,37.8,95.5,61.0,571.8,0.0,0.0,0.0,0.0,269.6,321.8,152.9,114.6,217.9,72.9,0.0
AUT Accommodation and food service activities,107.5,2.8,4.4,93.9,357.2,15.0,15.4,27.9,33.3,190.9,90.7,39.3,27.9,41.6,51.1,77.6,25.2,7.0,18.3,70.5,5.8,11.3,0.0,73.8,25.8,3.3,91.5,19.5,518.4,190.3,80.6,5.9,46.0,140.4,34.8,51.3,80.0,52.4,159.1,108.1,84.0,19.8,31.6,60.2,614.4,0.0,0.0,0.0,0.0,374.0,357.7,99.0,38.9,134.4,34.3,0.0
AUT Publishing activities,26.7,0.8,0.2,32.8,25.5,10.1,34.0,30.0,13.3,10.0,25.8,13.4,16.2,12.9,13.5,31.0,64.8,7.7,13.4,42.9,3.3,3.8,0.0,18.2,17.3,3.9,122.9,35.8,400.5,471.1,30.7,2.0,12.1,47.6,40.2,95.6,72.5,41.3,190.8,235.7,27.4,1.1,4.4,217.0,583.8,0.0,0.0,0.0,0.0,309.1,264.9,574.0,47.6,176.1,38.1,0.0
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",21.5,3.3,0.3,14.8,70.9,1.8,10.7,2.4,3.3,7.5,13.3,11.5,12.1,7.6,5.2,8.2,3.0,4.3,4.0,84.4,0.7,2.6,0.0,8.1,8.1,1.5,100.3,12.1,126.8,265.3,15.6,2.5,13.8,24.4,5.8,750.9,538.3,1588.7,45.0,247.4,81.8,5.8,6.9,214.3,638.6,0.0,0.0,0.0,0.0,451.2,120.9,44.0,20.4,419.4,16.1,0.0
AUT Telecommunications,89.3,3.2,4.4,75.9,177.0,19.2,39.2,28.4,52.3,103.6,57.3,18.4,63.0,90.4,57.8,97.4,40.4,32.5,107.7,107.6,15.3,23.8,0.0,216.1,79.8,13.2,1134.9,186.3,1399.7,1036.5,220.6,11.7,56.4,607.9,75.6,358.5,51.0,154.4,362.9,339.9,176.3,30.2,184.2,368.1,1213.4,0.0,0.0,0.0,0.0,575.5,1081.7,395.4,273.7,597.6,148.2,0.0
"AUT Computer programming, consultancy and related activities; information service activities",26.5,0.4,0.4,42.1,100.6,19.8,17.5,20.6,25.0,19.9,51.7,21.8,33.4,43.9,135.8,32.0,52.0,18.7,35.5,141.8,7.3,9.7,0.0,106.3,11.4,10.5,211.4,26.2,1028.9,363.9,80.8,11.0,37.1,151.5,53.0,146.1,46.4,44.6,847.3,1473.3,278.4,241.8,211.6,175.7,1532.7,0.0,0.0,0.0,0.0,818.4,2806.3,432.5,136.0,257.3,170.6,0.0
"AUT Financial service activities, except insurance and pension funding",646.2,20.9,32.0,495.9,288.9,33.4,42.7,36.1,48.4,66.7,93.6,33.9,51.8,55.6,202.0,99.8,47.2,29.4,35.1,68.1,20.9,22.6,0.0,995.1,367.1,11.1,1169.1,114.3,1296.0,599.6,241.8,51.0,88.5,497.0,44.8,268.0,68.3,110.1,259.7,146.2,778.5,1285.0,103.6,7494.5,1030.7,0.0,0.0,0.0,0.0,780.1,538.5,282.6,377.4,309.0,110.0,0.0
"AUT Insurance, reinsurance and pension funding, except compulsory social security",161.1,13.4,11.6,115.0,180.4,3.4,10.0,16.2,9.7,14.5,20.5,8.7,16.1,24.6,13.7,17.6,6.7,3.5,6.9,43.8,17.7,2.8,0.0,7.7,1.6,0.8,631.9,146.5,300.9,217.0,49.0,1.0,2.6,29.9,7.5,190.5,66.1,50.0,34.0,50.5,68.3,8.1,32.8,281.0,164.4,0.0,0.0,0.0,0.0,155.1,78.2,17.1,59.8,169.6,7.8,0.0
AUT Activities auxiliary to financial services and insurance activities,232.2,0.7,1.7,227.0,47.4,4.0,2.0,6.0,8.2,4.0,11.4,4.4,10.9,18.3,4.6,4.5,6.4,4.0,12.1,4.6,0.6,4.2,0.0,68.3,197.6,1.0,3427.6,49.3,228.3,96.9,23.0,1.0,5.5,20.3,25.0,46.0,8.1,13.2,124.6,21.9,6775.3,4024.6,3679.5,60.9,274.8,0.0,0.0,0.0,0.0,78.3,1630.9,49.2,62.8,67.9,9.8,0.0
AUT Real estate activities,125.3,0.1,0.5,567.7,191.7,18.8,36.1,37.6,36.3,50.0,43.0,7.8,31.7,60.0,350.5,115.8,44.4,8.3,18.9,117.2,58.5,3.6,0.0,22.1,2.6,1.6,3276.0,20.3,3614.8,1141.6,518.1,11.8,194.8,766.2,191.7,649.2,26.0,168.8,884.5,246.1,536.4,370.4,115.9,4093.7,1003.9,0.0,0.0,0.0,0.0,2632.1,228.2,105.3,15.1,459.0,15.0,0.0
AUT Legal and accounting activities; activities of head offices; management consultancy activities,801.4,11.1,12.5,1097.2,575.7,70.0,108.2,184.4,180.8,77.1,240.3,199.5,204.6,234.9,240.6,264.0,261.6,162.5,260.3,675.5,71.6,57.5,0.0,353.9,280.9,6.7,4994.5,487.5,2781.3,2412.2,693.5,54.9,243.1,939.8,63.0,695.7,220.0,262.7,445.0,1811.5,146.6,75.2,556.1,2560.6,7264.2,0.0,0.0,0.0,0.0,1927.8,1681.7,296.4,519.0,1119.6,128.3,0.0
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
