Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
"AUT Crop and animal production, hunting and related service activities",10954.2,337.3,166.4,410.5,23137.5,498.6,4.6,2.6,1.6,0.9,54.7,74.6,94.4,4.8,6.7,5.9,1.1,1.1,2.0,3.7,2.2,9.6,0.0,8.6,10.7,0.4,603.2,5.4,374.3,1336.5,42.8,4.7,6.3,32.7,5.7,1123.4,1.7,49.4,19.4,21.2,12.3,11.1,14.2,118.1,104.0,0.0,0.0,0.0,0.0,210.9,151.7,78.4,159.5,376.4,38.2,0.0
AUT Forestry and logging,113.9,127.9,0.6,20.8,2.5,0.2,1458.4,57.1,3.1,1.1,152.1,26.1,25.2,0.7,1.0,0.9,0.2,0.2,0.3,0.9,0.3,6.7,0.0,1.4,0.2,0.1,55.3,0.4,8.4,6.5,6.5,0.4,2.5,7.9,0.8,6.1,0.6,0.7,1.7,4.3,2.6,3.1,2.5,7.8,10.7,0.0,0.0,0.0,0.0,11.5,5.4,3.2,3.8,5.1,0.4,0.0
AUT Fishing and aquaculture,22.3,0.0,21.9,7.8,388.9,32.5,0.3,0.3,0.3,0.2,1.4,0.6,0.4,0.6,0.3,0.7,0.2,0.2,0.3,0.7,0.3,77.7,0.0,1.2,0.2,0.1,11.5,0.4,21.3,268.5,1.9,0.3,2.1,6.2,0.5,280.2,0.5,0.5,0.9,3.3,2.2,2.4,1.8,3.9,8.5,0.0,0.0,0.0,0.0,7.5,9.3,3.5,6.6,14.0,0.5,0.0
AUT Mining and quarrying,232.4,2.3,8.4,11305.9,645.5,19.2,64.5,99.2,40.7,12437.8,1202.4,64.0,82.3,1284.4,27838.0,192.0,31.1,37.6,64.5,103.3,49.6,64.7,0.0,2156.5,70.8,10.0,5219.4,59.2,3821.2,466.9,485.3,96.9,134.2,410.1,155.3,424.0,37.9,64.7,224.4,279.7,92.9,99.3,263.2,623.2,1277.8,0.0,0.0,0.0,0.0,560.0,583.7,183.6,271.8,307.9,22.4,0.0
"AUT Manufacture of food products, beverages and tobacco products",1662.2,4.0,79.0,324.1,12908.0,306.0,11.3,18.7,9.0,5.9,406.3,118.3,60.2,18.3,12.5,22.8,10.8,16.1,23.0,28.5,24.3,27.8,0.0,33.6,19.6,9.9,429.5,57.9,1262.4,2410.5,50.0,6.6,43.7,33.3,24.7,12119.6,7.3,30.0,45.3,45.5,83.0,21.7,25.3,59.8,287.7,0.0,0.0,0.0,0.0,189.1,498.6,419.8,1216.8,953.9,78.0,0.0
"AUT Manufacture of textiles, wearing apparel and leather products",53.2,1.8,5.9,154.9,110.7,289.1,11.0,11.0,18.0,2.4,35.2,11.1,30.5,18.9,9.8,46.9,9.3,9.1,24.7,41.5,30.1,66.7,0.0,17.7,5.0,2.9,485.4,26.6,157.2,139.6,57.6,3.5,8.0,15.8,13.1,68.9,4.2,12.9,20.4,9.7,6.2,2.7,3.1,15.6,37.7,0.0,0.0,0.0,0.0,42.0,102.5,71.0,193.5,107.5,26.0,0.0
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",30.0,3.2,5.2,75.0,24.7,12.4,685.3,106.6,5.6,3.8,6.7,3.2,21.4,26.4,8.1,115.1,3.5,4.2,21.5,17.2,87.8,601.8,0.0,3.5,16.0,1.2,7101.8,7.2,136.5,105.3,36.4,1.2,2.4,56.1,5.5,20.9,2.8,10.1,10.5,5.0,1.7,0.9,2.5,34.5,15.8,0.0,0.0,0.0,0.0,17.2,41.6,120.7,18.3,70.9,1.6,0.0
AUT Manufacture of paper and paper products,40.2,0.4,0.7,90.3,756.4,19.3,21.3,708.7,479.1,3.2,98.9,106.5,65.9,80.0,6.2,29.8,11.8,12.5,21.6,20.5,8.8,13.0,0.0,27.9,5.0,3.1,577.8,13.8,646.3,440.6,49.5,7.9,31.4,9.8,25.5,130.8,363.0,50.2,36.9,30.8,31.5,23.2,7.1,20.8,88.2,0.0,0.0,0.0,0.0,87.2,270.5,153.8,181.7,92.8,20.8,0.0
AUT Printing and reproduction of recorded media,39.5,1.0,1.1,218.7,150.8,14.3,14.1,281.3,673.7,1.9,46.5,26.2,28.2,28.3,11.3,48.6,13.0,16.1,40.2,38.8,16.6,15.5,0.0,39.4,8.6,3.7,427.1,28.0,622.3,803.4,55.3,3.8,10.0,22.6,73.8,163.6,650.6,475.2,203.8,167.5,84.2,199.6,63.2,96.9,402.1,0.0,0.0,0.0,0.0,258.4,618.9,325.1,91.7,285.1,35.0,0.0
AUT Manufacture of coke and refined petroleum products ,818.6,207.4,114.0,3310.7,113.7,6.1,33.1,25.8,11.4,346.7,595.4,11.1,163.7,75.4,506.2,84.5,4.2,7.7,16.0,25.8,46.4,6.1,0.0,129.8,108.8,42.1,2925.3,93.9,310.9,155.4,2494.7,238.0,2326.2,106.2,193.7,55.7,12.4,14.2,340.8,12.1,36.4,17.6,72.0,31.7,214.7,0.0,0.0,0.0,0.0,98.4,312.5,39.9,108.8,78.8,15.8,0.0
AUT Manufacture of chemicals and chemical products ,879.9,11.4,4.7,1040.4,198.9,24.5,69.1,198.8,91.8,113.5,1554.7,555.9,1419.4,220.7,43.1,111.7,43.1,113.1,43.2,87.9,67.6,45.5,0.0,72.3,181.5,3.5,2153.0,35.7,364.0,171.1,81.8,4.7,20.0,39.7,10.6,115.1,9.6,28.5,26.7,38.2,9.9,7.2,27.5,88.0,234.0,0.0,0.0,0.0,0.0,323.9,145.7,91.9,243.5,407.7,33.2,0.0
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,959.4,0.7,1.1,296.3,61.0,4.3,7.4,38.7,7.9,4.2,45.5,668.1,37.7,26.5,7.9,29.7,7.6,5.5,8.2,12.6,8.4,5.7,0.0,9.9,5.8,0.5,254.1,12.0,215.0,115.3,17.9,6.5,7.3,17.6,2.7,27.6,3.5,13.7,11.5,20.5,8.3,7.8,14.4,23.1,96.8,0.0,0.0,0.0,0.0,66.5,38.2,98.0,632.6,732.8,5.1,0.0
AUT Manufacture of rubber and plastic products,94.1,2.3,12.1,373.3,698.0,37.2,77.4,142.2,281.4,19.4,313.9,127.7,378.0,76.5,20.0,81.8,64.1,58.0,96.9,341.0,88.8,133.7,0.0,32.8,56.5,2.8,3473.6,130.8,540.6,289.1,274.3,5.3,42.6,55.9,67.9,90.9,24.9,11.1,52.5,26.0,5.8,3.8,9.4,284.4,98.3,0.0,0.0,0.0,0.0,95.8,236.0,70.6,103.1,214.4,11.9,0.0
AUT Manufacture of other non-metallic mineral products,37.7,7.5,1.4,226.0,428.1,3.6,66.8,8.7,5.4,2.5,98.7,77.8,40.8,1781.8,38.6,308.6,15.0,26.4,38.0,140.8,37.8,46.2,0.0,79.2,85.7,2.5,11784.6,64.1,231.1,68.6,26.5,1.8,5.5,14.9,3.3,50.6,2.4,6.1,13.7,17.1,4.3,3.6,17.9,131.9,105.2,0.0,0.0,0.0,0.0,49.0,52.5,23.3,38.2,152.2,6.2,0.0
