Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
AUT Manufacture of basic metals,49.6,1.3,3.3,1179.1,77.0,19.3,61.1,33.9,20.3,50.7,71.1,17.3,69.8,125.9,3845.9,4747.3,336.1,822.7,1186.9,1128.7,598.1,510.6,0.0,171.1,46.2,2.3,6159.6,182.1,1100.3,192.5,123.8,6.7,12.7,67.0,13.6,57.8,6.8,26.3,51.4,56.4,14.6,11.3,64.1,174.9,315.9,0.0,0.0,0.0,0.0,120.1,168.6,75.9,75.6,392.9,6.7,0.0
"AUT Manufacture of fabricated metal products, except machinery and equipment",147.3,11.6,32.3,2822.2,381.6,37.1,175.1,55.3,19.4,9.3,147.3,47.6,141.0,440.1,292.6,1397.6,66.7,199.7,650.2,394.4,425.6,177.7,0.0,122.3,201.4,4.1,9932.3,82.6,380.5,424.4,519.3,16.2,30.2,60.3,81.9,179.7,9.7,48.3,80.4,52.2,20.9,13.3,37.2,303.6,214.0,0.0,0.0,0.0,0.0,137.3,378.1,250.6,157.8,393.4,26.4,0.0
"AUT Manufacture of computer, electronic and optical products",44.4,1.9,3.1,193.3,63.9,8.7,8.0,9.5,8.9,2.6,17.0,12.2,10.2,13.1,7.0,23.5,98.6,44.6,94.9,34.8,78.1,11.9,0.0,31.6,11.7,2.4,488.8,38.0,114.7,73.8,53.3,4.8,21.3,56.0,33.7,49.0,8.3,45.2,120.0,75.2,19.7,19.1,34.6,57.6,202.5,0.0,0.0,0.0,0.0,98.1,110.3,137.4,289.5,171.7,6.0,0.0
AUT Manufacture of electrical equipment,41.5,2.0,7.4,229.5,63.3,5.8,5.2,14.8,4.4,1.7,12.8,6.7,17.8,10.9,8.3,36.0,74.1,216.9,247.0,46.1,111.9,11.1,0.0,279.9,12.0,1.5,1458.4,61.9,73.0,48.8,70.4,2.0,6.2,19.4,25.8,31.7,2.0,18.6,146.2,26.3,9.2,2.8,11.3,41.3,94.0,0.0,0.0,0.0,0.0,43.9,51.0,31.3,51.8,174.3,5.8,0.0
AUT Manufacture of machinery and equipment n.e.c.,214.3,21.9,49.8,2350.2,177.3,10.9,20.4,23.0,26.0,4.2,42.7,19.5,26.8,58.3,24.0,136.8,45.7,88.7,445.3,143.9,194.8,17.0,0.0,82.7,37.8,2.5,1050.1,263.7,205.4,129.2,97.2,10.5,13.8,55.1,23.5,59.7,8.1,26.5,89.5,54.3,19.2,10.9,53.0,84.9,382.2,0.0,0.0,0.0,0.0,183.9,179.5,104.0,85.6,465.0,8.5,0.0
"AUT Manufacture of motor vehicles, trailers and semi-trailers",57.3,2.1,7.7,224.9,56.0,8.0,7.3,6.1,6.5,1.6,14.0,9.7,7.1,20.3,9.7,24.5,12.2,21.9,54.5,2816.7,15.8,21.9,0.0,16.0,6.2,0.7,510.1,2334.0,142.2,181.6,761.8,6.3,24.7,401.3,29.9,40.9,3.0,11.6,48.0,29.9,7.0,5.8,27.1,45.6,141.3,0.0,0.0,0.0,0.0,75.1,216.6,72.7,48.7,145.2,5.1,0.0
AUT Manufacture of other transport equipment,51.7,0.2,21.4,277.7,19.4,1.1,3.2,4.6,4.5,0.7,5.1,6.2,5.9,7.9,3.4,15.5,4.2,5.5,13.6,78.5,221.5,3.0,0.0,7.5,5.0,0.5,327.0,61.3,143.7,109.7,503.7,123.9,1062.8,149.8,52.1,34.6,3.7,10.3,33.0,40.2,9.4,11.2,44.7,98.6,198.4,0.0,0.0,0.0,0.0,114.8,282.7,28.5,17.9,39.0,1.7,0.0
AUT Manufacture of furniture; other manufacturing,20.8,1.1,2.7,87.3,40.8,13.6,63.7,15.1,6.8,1.4,17.0,7.0,16.1,13.1,24.5,40.3,5.4,9.9,21.0,157.2,23.5,247.6,0.0,11.9,8.0,2.2,1024.4,35.2,72.4,79.1,33.5,1.2,4.3,13.9,12.4,71.0,1.8,42.8,15.6,15.0,12.5,6.1,8.8,38.6,52.9,0.0,0.0,0.0,0.0,52.3,56.8,178.0,157.5,444.8,7.1,0.0
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",460.1,3.0,9.2,3925.1,1166.9,53.4,135.3,365.1,68.9,304.5,561.6,194.2,323.2,442.1,2476.1,329.0,76.8,36.8,78.1,218.4,77.7,111.0,0.0,17708.8,489.7,4.6,1830.8,92.1,716.1,1691.2,381.0,43.1,34.1,522.4,33.2,1324.4,50.3,86.4,476.9,110.7,120.6,62.3,107.6,784.8,791.7,0.0,0.0,0.0,0.0,1025.9,2947.3,515.2,412.7,256.7,27.3,0.0
"AUT Water collection, treatment and supply",663.8,0.5,2.9,410.1,242.5,12.2,14.2,84.2,12.3,20.5,71.6,88.4,36.0,44.8,31.2,18.7,8.3,7.2,36.7,93.3,7.7,6.5,0.0,200.3,1433.8,18.5,1367.7,57.7,98.7,46.4,123.6,5.2,4.4,105.5,4.6,291.0,12.6,13.9,184.9,19.5,23.4,35.1,43.7,374.6,928.4,0.0,0.0,0.0,0.0,635.8,399.2,90.1,182.5,238.2,20.7,0.0
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",75.4,0.6,1.3,56.4,71.2,3.2,4.4,4.1,6.4,0.9,13.4,6.6,12.1,25.3,11.1,27.7,4.1,8.1,12.6,11.8,22.4,7.2,0.0,77.7,15.5,30.2,895.7,6.8,187.9,45.6,76.1,9.5,6.4,95.3,4.8,46.0,0.9,4.0,288.5,198.7,10.6,7.6,40.5,240.1,243.0,0.0,0.0,0.0,0.0,292.3,89.5,47.7,172.9,53.3,3.4,0.0
AUT Construction,1376.6,10.4,19.0,10054.2,376.1,34.4,437.8,62.1,56.6,118.3,82.7,74.3,69.6,97.3,120.1,123.8,70.0,50.2,112.2,160.3,114.3,163.0,0.0,2338.9,793.1,19.8,100462.3,100.8,2891.9,1374.2,1875.3,65.6,248.0,2219.6,85.9,1056.7,71.2,180.3,992.7,850.6,412.8,400.0,467.7,8908.7,2060.9,0.0,0.0,0.0,0.0,1266.9,5316.0,417.8,547.8,681.5,51.1,0.0
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,211.7,30.8,18.6,931.7,172.3,0.3,13.1,11.4,43.8,9.9,67.1,31.8,6.6,22.1,5.3,24.4,2.5,3.4,14.9,61.6,0.4,24.0,0.0,94.6,48.9,27.8,1353.1,52.6,634.9,400.1,3323.1,53.6,16.2,269.7,205.3,34.7,15.3,28.1,273.9,259.9,57.9,34.8,55.2,88.2,190.4,0.0,0.0,0.0,0.0,516.0,290.5,65.6,77.8,204.2,13.7,0.0
"AUT Wholesale trade, except of motor vehicles and motorcycles",2308.8,108.2,104.9,4622.3,3851.3,564.6,466.0,336.3,339.4,185.0,1212.2,678.7,517.1,468.8,690.0,1073.6,405.4,402.6,1022.6,1292.4,531.1,448.0,0.0,488.6,225.6,40.8,10122.1,1311.9,2943.2,2039.1,2107.3,104.5,835.7,499.7,346.9,2378.1,421.7,457.5,820.0,504.4,309.8,173.3,165.0,548.9,1366.1,0.0,0.0,0.0,0.0,1209.1,1438.5,1459.7,3293.2,2810.8,150.2,0.0
"AUT Retail trade, except of motor vehicles and motorcycles",876.2,31.8,35.0,1393.2,1371.6,267.5,133.6,85.9,89.2,33.4,386.9,151.1,95.3,133.8,102.0,265.3,92.7,75.6,203.1,331.8,111.6,137.2,0.0,157.8,80.7,24.5,3115.0,325.5,1511.4,1343.2,1686.6,38.9,138.7,296.4,185.4,1076.7,46.4,197.0,302.2,242.4,237.3,82.2,82.1,271.5,477.1,0.0,0.0,0.0,0.0,631.9,576.2,573.5,1360.9,1543.7,65.5,0.0
AUT Land transport and transport via pipelines,1147.2,23.9,23.6,2217.4,3712.9,118.5,963.9,239.7,131.1,105.1,542.6,228.5,215.0,914.7,1715.3,552.2,68.9,110.6,198.7,267.4,119.9,206.9,0.0,286.3,69.6,18.3,5771.8,126.0,1808.3,820.3,3080.8,233.0,576.1,734.4,208.9,963.1,65.5,80.2,283.4,164.7,99.7,75.6,198.9,243.0,533.4,0.0,0.0,0.0,0.0,535.3,719.4,427.2,575.3,515.3,40.9,0.0
AUT Water transport,34.7,0.5,3.5,361.5,142.3,6.6,13.5,37.6,6.8,259.3,277.2,15.7,39.8,104.1,401.6,53.7,3.4,2.7,20.2,18.4,5.0,5.2,0.0,196.8,2.7,4.0,336.1,13.5,651.8,79.8,91.9,1022.5,62.5,90.9,27.4,108.4,8.2,3.4,55.2,37.6,26.2,23.5,10.2,65.4,231.2,0.0,0.0,0.0,0.0,264.9,221.7,73.5,62.7,54.9,13.4,0.0
AUT Air transport,243.9,2.0,5.5,1444.3,361.8,38.8,32.9,102.1,138.5,31.7,177.7,79.6,106.6,96.2,37.2,165.2,47.2,51.0,176.3,146.2,37.1,31.0,0.0,268.0,125.1,7.6,943.6,41.1,2220.1,778.9,313.9,73.3,533.6,564.3,342.7,236.2,61.5,225.6,880.5,1227.9,290.9,207.0,485.5,177.2,3225.3,0.0,0.0,0.0,0.0,1796.2,2152.6,795.3,295.2,859.0,52.3,0.0
AUT Warehousing and support activities for transportation,992.9,4.0,17.4,3272.3,1511.5,38.9,157.0,517.9,124.6,66.3,452.6,471.2,174.0,260.4,248.0,714.8,21.8,32.3,85.1,351.6,52.9,56.6,0.0,106.4,33.3,8.3,4104.2,156.6,7175.6,983.7,1603.5,584.7,1855.0,2565.4,172.3,269.5,105.2,43.5,747.6,180.7,212.2,95.5,86.9,382.5,1264.4,0.0,0.0,0.0,0.0,1372.8,1424.3,495.7,267.7,430.5,25.1,0.0
AUT Postal and courier activities,88.8,1.8,1.9,516.5,95.5,9.2,13.3,16.8,18.2,2.6,35.8,11.6,9.1,35.2,15.1,29.0,6.8,14.2,26.9,15.5,9.6,15.0,0.0,87.2,39.6,7.9,656.4,69.7,700.2,692.5,524.1,13.2,40.8,312.0,525.5,143.7,58.9,62.1,213.2,93.3,239.2,319.0,810.4,130.7,1196.6,0.0,0.0,0.0,0.0,737.8,792.7,401.8,375.8,469.2,59.5,0.0
AUT Accommodation and food service activities,175.4,2.3,6.3,1663.4,754.5,12.4,24.1,78.3,50.7,66.1,156.2,89.3,35.2,72.5,20.2,145.5,30.6,12.4,41.5,94.0,19.2,19.9,0.0,107.8,37.0,6.5,1501.1,21.1,665.4,438.0,222.6,37.4,208.3,293.3,84.7,139.6,45.3,113.9,292.3,153.5,252.8,85.7,98.7,105.7,1435.1,0.0,0.0,0.0,0.0,845.1,747.7,264.5,400.5,316.6,31.1,0.0
AUT Publishing activities,23.9,0.2,0.2,105.9,56.2,8.5,15.9,32.3,14.3,1.5,41.2,30.1,26.0,19.0,5.2,53.6,24.5,9.6,18.3,39.5,5.5,4.8,0.0,10.3,11.6,6.8,279.9,32.5,666.7,778.2,141.5,7.6,17.3,95.9,92.1,88.6,1053.7,89.1,221.5,206.0,128.3,84.4,26.1,124.8,885.5,0.0,0.0,0.0,0.0,570.6,589.4,879.0,103.7,345.7,31.0,0.0
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",27.7,2.3,5.3,140.5,111.9,1.3,12.3,4.4,5.1,0.7,26.7,22.4,15.6,11.5,1.6,11.2,4.5,9.1,8.6,49.3,100.0,3.3,0.0,12.3,14.0,2.3,415.9,15.2,293.8,963.1,50.3,7.4,143.6,95.2,16.2,1052.0,210.1,3138.2,533.3,174.3,290.8,41.7,38.1,267.1,1603.6,0.0,0.0,0.0,0.0,859.9,251.7,86.2,179.0,589.6,15.3,0.0
AUT Telecommunications,129.7,1.2,4.1,390.7,282.7,14.7,46.5,34.5,76.6,36.5,90.3,38.7,75.4,129.7,21.8,151.4,34.6,41.6,166.2,129.0,40.6,39.4,0.0,189.8,90.0,10.0,2628.2,254.5,2040.2,1955.9,489.5,23.2,75.5,877.7,191.5,330.5,39.0,712.6,9489.3,1273.7,725.7,324.8,1196.6,456.0,2812.6,0.0,0.0,0.0,0.0,1569.4,2222.1,932.3,579.1,1250.2,155.2,0.0
"AUT Computer programming, consultancy and related activities; information service activities",43.2,0.2,0.8,255.5,167.1,14.4,31.5,32.9,34.1,8.9,73.9,40.2,39.8,62.9,36.5,48.5,45.1,29.5,68.6,104.9,20.5,13.5,0.0,92.4,16.2,7.7,732.1,23.8,1364.0,1345.0,216.8,23.7,55.8,291.2,110.7,195.7,141.8,48.1,2416.5,4732.5,4119.9,3164.4,1717.5,220.8,3176.8,0.0,0.0,0.0,0.0,1875.5,5504.6,1077.7,313.9,639.3,148.4,0.0
"AUT Financial service activities, except insurance and pension funding",1284.3,13.7,39.1,4773.6,768.4,33.1,68.7,50.1,61.6,23.0,146.2,89.9,59.6,105.6,152.9,117.8,46.3,53.2,72.5,136.9,106.3,40.6,0.0,2940.2,917.3,104.7,3530.9,131.5,1976.5,1333.9,858.3,253.0,95.5,1660.4,75.9,969.0,120.1,247.9,761.8,456.3,8988.4,8372.0,1151.9,25206.6,3588.1,0.0,0.0,0.0,0.0,2225.7,1636.1,1104.2,1103.9,650.6,115.6,0.0
"AUT Insurance, reinsurance and pension funding, except compulsory social security",235.2,6.9,10.7,458.8,161.9,7.2,21.5,13.7,12.2,6.7,24.0,17.5,20.1,26.1,8.1,35.6,11.0,11.7,18.1,34.2,20.5,12.3,0.0,114.7,23.7,15.1,919.4,122.5,399.5,374.6,210.6,37.5,79.1,102.1,213.9,243.3,38.1,42.6,53.6,105.5,1174.4,304.6,227.3,2117.3,438.7,0.0,0.0,0.0,0.0,298.0,204.9,80.6,211.4,222.8,12.1,0.0
AUT Activities auxiliary to financial services and insurance activities,1151.7,0.5,18.2,2936.3,392.1,18.1,38.5,35.3,45.2,16.8,110.3,44.9,48.1,78.9,31.5,75.8,14.1,19.7,64.5,85.6,15.9,29.3,0.0,1743.5,466.3,158.4,4210.7,108.1,1210.2,1024.4,554.7,207.6,34.8,1018.4,53.6,744.0,4.1,38.6,214.3,159.2,3677.7,6523.4,2356.5,2108.6,1964.7,0.0,0.0,0.0,0.0,1230.1,4799.3,605.5,559.5,217.6,7.1,0.0
AUT Real estate activities,1732.6,0.0,0.3,1801.8,475.8,12.8,59.6,89.8,75.9,34.7,69.5,31.4,54.2,137.0,122.4,305.0,32.8,27.9,74.0,192.7,134.8,10.7,0.0,50.1,12.3,24.7,3606.4,78.5,8916.6,7401.3,1909.6,188.0,341.3,1808.9,600.8,4006.4,102.7,345.9,1748.6,1511.1,798.2,973.7,1039.3,7976.4,3653.8,0.0,0.0,0.0,0.0,8224.9,1996.3,1247.0,583.5,1068.6,41.7,0.0
AUT Legal and accounting activities; activities of head offices; management consultancy activities,2116.5,6.0,35.1,9892.8,1579.6,69.7,182.7,449.8,478.6,43.3,439.8,696.7,348.1,493.8,109.1,652.3,396.3,445.0,661.1,1028.4,586.6,119.9,0.0,732.6,443.7,40.6,18732.3,564.8,5785.5,6131.2,2238.8,361.0,618.0,2419.5,198.6,862.1,375.9,935.9,2561.0,3762.7,544.2,642.7,4725.9,5689.1,21565.7,0.0,0.0,0.0,0.0,6147.3,5258.5,1054.3,1497.0,3043.7,128.4,0.0
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
