Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
AUT Manufacture of chemicals and chemical products ,571.0,27.8,4.9,224.4,79.9,21.7,37.2,90.5,65.9,185.3,1023.5,67.1,726.0,86.8,75.4,58.6,38.6,41.4,19.1,78.4,29.2,30.2,0.0,33.9,90.0,1.9,501.5,21.6,115.9,51.6,45.3,1.6,11.6,20.4,5.5,86.8,5.7,20.4,22.7,35.4,2.3,0.3,2.4,51.5,87.6,0.0,0.0,0.0,0.0,148.4,93.9,30.7,91.0,133.7,46.8,0.0
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,359.0,0.9,0.5,12.6,18.4,2.5,2.3,14.8,5.6,5.5,24.7,107.8,15.6,4.3,7.3,5.2,2.5,1.9,2.4,7.6,2.0,1.8,0.0,3.1,2.7,0.1,35.6,5.2,27.1,16.9,4.7,2.4,3.0,5.5,1.0,14.2,4.6,7.6,4.8,8.3,1.3,0.4,1.7,9.9,23.1,0.0,0.0,0.0,0.0,20.6,11.1,23.8,108.4,189.9,2.9,0.0
AUT Manufacture of rubber and plastic products,84.9,5.7,11.3,54.6,439.9,29.2,45.4,91.0,197.1,36.6,246.8,62.2,235.2,32.2,45.8,56.6,63.1,33.2,63.6,316.5,46.2,96.8,0.0,18.5,44.2,1.1,865.4,65.8,215.6,104.6,102.3,1.8,35.5,51.4,29.8,104.6,20.6,6.8,102.3,39.8,1.8,0.2,0.9,99.1,47.1,0.0,0.0,0.0,0.0,56.6,171.7,37.3,46.9,74.4,12.4,0.0
AUT Manufacture of other non-metallic mineral products,39.9,20.5,2.6,36.1,144.1,4.2,25.5,6.9,7.0,6.0,59.1,18.7,42.1,1052.0,77.9,133.7,18.9,28.5,31.7,106.2,19.6,26.4,0.0,77.1,38.9,0.8,2704.8,42.1,111.1,35.9,12.9,0.4,3.5,7.6,1.8,65.3,2.6,3.0,8.0,6.6,1.5,0.3,1.1,62.8,23.3,0.0,0.0,0.0,0.0,29.2,42.3,13.3,33.9,62.9,8.7,0.0
AUT Manufacture of basic metals,22.0,3.7,2.5,188.0,30.7,25.9,36.7,15.0,28.4,34.3,51.1,4.9,64.4,80.9,4544.5,2379.9,293.9,548.2,706.9,876.7,327.9,345.4,0.0,31.6,30.7,0.5,1444.7,25.3,256.6,56.3,21.2,0.6,3.7,9.3,4.7,29.1,3.0,5.6,17.7,15.3,1.4,0.5,3.6,106.1,55.1,0.0,0.0,0.0,0.0,28.0,55.6,14.0,17.6,146.1,5.0,0.0
"AUT Manufacture of fabricated metal products, except machinery and equipment",75.5,29.1,25.6,295.6,215.5,14.8,93.7,33.4,12.2,9.8,76.8,19.0,109.1,106.5,309.2,1142.0,51.0,115.7,413.6,253.0,195.1,95.0,0.0,63.9,160.4,1.4,2826.2,49.5,137.1,114.4,147.3,1.4,9.8,27.0,32.4,130.8,10.7,24.5,95.6,29.0,4.4,0.9,1.1,144.6,47.4,0.0,0.0,0.0,0.0,37.2,176.1,103.8,48.3,141.1,20.8,0.0
"AUT Manufacture of computer, electronic and optical products",14.5,4.8,3.2,30.6,13.2,2.5,2.4,3.1,3.6,2.5,7.2,1.8,6.9,4.0,7.6,13.4,40.3,24.5,24.8,25.3,40.2,4.2,0.0,12.7,9.3,0.6,110.1,22.3,41.5,19.7,27.3,0.9,4.7,26.2,16.4,18.7,3.9,21.9,88.6,37.2,4.4,0.7,2.5,17.3,74.7,0.0,0.0,0.0,0.0,32.8,50.0,51.4,79.1,82.7,5.8,0.0
AUT Manufacture of electrical equipment,18.8,4.0,4.2,25.0,19.0,2.6,2.2,5.7,2.4,2.5,7.0,1.3,10.7,4.5,12.2,15.5,28.9,81.1,67.6,27.4,28.7,3.7,0.0,88.7,6.7,0.4,205.0,29.5,36.3,18.5,28.3,0.6,2.1,9.8,9.4,15.4,1.9,11.1,69.8,19.8,2.5,0.3,1.4,15.6,34.8,0.0,0.0,0.0,0.0,15.9,24.1,12.9,15.9,63.8,4.3,0.0
AUT Manufacture of machinery and equipment n.e.c.,71.6,43.9,23.3,179.7,49.7,9.4,11.8,8.4,13.5,6.8,17.5,5.6,15.6,20.3,39.4,60.1,25.5,38.7,109.2,94.5,53.4,10.4,0.0,40.7,18.0,1.1,220.5,123.8,77.3,44.7,28.0,2.5,8.0,20.7,8.1,37.3,7.3,13.1,41.5,26.6,6.8,1.6,5.1,31.1,89.1,0.0,0.0,0.0,0.0,50.2,64.7,35.1,28.0,146.7,6.5,0.0
"AUT Manufacture of motor vehicles, trailers and semi-trailers",24.5,4.4,6.4,28.4,12.1,2.5,2.1,2.4,3.2,1.3,4.4,2.1,4.1,6.3,11.9,12.6,6.7,8.4,24.1,1115.0,6.6,10.5,0.0,8.2,4.2,0.4,107.2,763.5,76.4,73.4,239.2,2.0,26.3,72.3,11.2,19.6,2.1,4.9,54.4,21.3,1.6,0.7,3.8,21.5,55.8,0.0,0.0,0.0,0.0,32.1,56.9,25.2,8.9,42.7,3.8,0.0
AUT Manufacture of other transport equipment,19.7,0.9,10.8,49.6,4.5,1.2,1.3,0.9,1.0,0.8,1.6,0.9,5.8,1.3,4.1,4.2,2.0,1.7,8.6,10.5,137.2,2.2,0.0,2.9,1.8,0.1,54.9,7.9,84.4,22.4,174.5,56.1,351.6,98.2,0.7,6.2,1.0,1.8,4.5,7.0,1.0,0.5,2.0,12.6,24.9,0.0,0.0,0.0,0.0,31.4,107.4,4.3,3.4,11.4,1.0,0.0
AUT Manufacture of furniture; other manufacturing,14.7,2.6,3.0,13.9,27.5,14.8,19.5,6.2,5.2,2.0,14.5,3.3,12.4,5.7,47.0,40.6,4.9,5.6,13.1,67.6,9.2,43.5,0.0,8.1,7.5,0.6,215.3,21.4,68.9,41.1,11.2,0.4,2.7,5.5,3.6,66.6,1.4,12.2,16.5,9.8,1.0,0.1,0.2,13.6,23.3,0.0,0.0,0.0,0.0,11.4,49.6,118.6,49.7,115.5,5.7,0.0
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",102.2,2.7,4.3,430.6,227.7,10.4,47.5,67.0,24.7,114.5,162.7,20.2,62.0,254.6,1331.8,57.9,37.1,17.5,35.8,76.1,16.2,10.8,0.0,2388.2,126.7,3.3,614.9,64.5,201.3,148.6,46.4,2.3,6.4,162.6,18.2,302.2,9.5,30.4,109.9,66.0,13.5,1.8,2.1,117.2,196.2,0.0,0.0,0.0,0.0,184.6,183.9,249.9,106.0,138.3,26.5,0.0
"AUT Water collection, treatment and supply",361.5,1.0,1.7,57.4,64.5,8.3,4.7,16.7,4.0,19.6,45.4,6.0,14.0,13.8,51.1,6.0,5.4,2.9,11.0,37.5,1.3,1.9,0.0,58.4,195.8,2.1,264.3,41.9,54.1,18.4,83.3,1.2,1.2,87.2,4.8,123.4,4.2,5.9,120.4,28.1,4.2,3.4,2.9,207.9,284.5,0.0,0.0,0.0,0.0,186.3,119.1,21.4,44.3,50.9,21.0,0.0
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1.4,0.0,0.0,16.0,7.0,1.2,1.2,3.4,0.7,1.6,4.2,1.8,4.2,4.2,11.2,2.6,1.2,1.2,1.4,4.0,3.0,1.0,0.0,14.2,14.2,0.0,584.8,5.4,21.7,12.2,2.1,0.4,1.8,3.2,0.8,6.7,0.9,1.2,6.0,3.0,0.9,0.6,0.7,12.5,7.2,0.0,0.0,0.0,0.0,10.8,11.1,1.8,14.9,11.6,0.9,0.0
AUT Construction,381.7,15.4,6.8,1195.4,118.4,11.1,36.0,24.3,17.9,325.7,40.3,18.6,44.9,32.8,156.5,45.2,27.3,14.5,28.3,77.5,29.0,7.6,0.0,1013.7,413.2,1.3,17942.6,39.4,848.9,351.8,281.7,6.3,50.5,259.5,11.6,385.9,35.2,20.5,745.9,169.1,23.1,10.4,34.5,1265.9,338.2,0.0,0.0,0.0,0.0,177.3,1399.2,43.9,58.8,109.0,17.2,0.0
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,199.7,75.3,24.1,119.9,111.7,0.5,8.1,10.4,34.7,16.4,55.4,8.2,3.1,14.7,10.3,12.6,2.7,1.4,7.8,45.4,0.4,10.2,0.0,91.0,25.2,1.9,299.4,7.4,352.3,373.8,798.1,21.5,12.3,226.4,45.3,36.9,30.1,18.0,218.7,53.0,12.5,3.4,5.3,73.8,116.1,0.0,0.0,0.0,0.0,182.9,114.7,20.3,51.5,83.6,17.0,0.0
"AUT Wholesale trade, except of motor vehicles and motorcycles",1052.9,81.9,59.2,617.7,1118.5,249.5,178.6,134.1,128.7,211.2,481.2,90.9,247.7,177.9,536.3,402.8,163.6,153.4,270.3,781.4,188.6,172.9,0.0,194.5,136.8,16.2,1828.3,590.9,906.0,551.6,708.4,34.6,215.1,173.3,110.6,872.0,61.2,119.9,462.1,215.2,49.5,9.8,13.9,232.4,436.7,0.0,0.0,0.0,0.0,337.7,501.0,403.7,588.5,688.4,94.0,0.0
"AUT Retail trade, except of motor vehicles and motorcycles",346.7,36.9,19.1,128.3,340.3,103.1,36.4,28.8,34.3,33.5,113.2,26.7,44.1,42.6,91.6,76.2,29.4,25.0,46.1,148.0,34.6,36.5,0.0,61.2,33.7,4.8,471.0,102.6,436.2,370.2,298.9,10.7,54.1,108.0,36.7,357.5,28.1,47.8,153.7,62.8,34.1,5.4,8.5,96.9,139.9,0.0,0.0,0.0,0.0,158.7,165.4,124.7,194.1,224.0,31.2,0.0
AUT Land transport and transport via pipelines,466.2,19.0,10.0,333.6,913.4,54.6,189.9,77.9,36.1,66.4,189.0,28.0,93.1,285.9,620.9,148.4,27.1,35.3,57.2,102.6,26.7,63.3,0.0,134.0,26.9,3.0,724.2,32.3,418.3,164.8,481.8,12.1,42.8,151.4,31.8,260.2,30.9,23.5,138.5,45.2,15.2,4.2,9.6,60.6,116.4,0.0,0.0,0.0,0.0,116.5,263.5,105.1,102.3,129.2,19.7,0.0
AUT Water transport,5.3,0.2,3.1,109.2,31.6,4.3,3.5,14.8,2.0,174.7,50.8,4.7,24.5,71.3,304.3,24.2,2.9,1.7,29.2,7.5,0.8,2.1,0.0,70.4,0.3,1.1,35.0,2.7,71.8,25.7,5.9,270.6,7.2,5.9,9.3,27.5,5.9,0.7,45.0,37.6,5.3,0.9,0.8,25.3,110.0,0.0,0.0,0.0,0.0,56.0,77.4,19.1,15.9,11.8,9.7,0.0
AUT Air transport,93.4,2.2,2.8,157.5,107.9,26.5,16.3,27.1,42.9,35.5,61.9,20.0,43.0,30.7,45.9,56.1,28.8,20.0,52.3,68.3,17.8,9.1,0.0,88.5,52.0,1.8,153.1,14.6,677.2,242.0,46.0,15.1,153.8,146.7,51.8,88.7,51.4,56.5,248.1,191.2,71.2,24.4,48.6,64.3,818.5,0.0,0.0,0.0,0.0,437.5,636.5,184.6,51.4,179.7,21.0,0.0
AUT Warehousing and support activities for transportation,425.6,2.8,7.6,251.9,344.4,18.9,84.6,126.8,30.7,47.3,209.2,69.8,63.3,58.2,127.5,143.8,9.1,8.6,21.9,134.5,11.4,10.8,0.0,14.5,7.0,1.0,554.3,47.3,3057.5,243.1,205.5,255.5,409.7,706.3,18.0,48.2,132.4,12.9,86.6,79.8,30.2,5.2,1.9,125.7,330.8,0.0,0.0,0.0,0.0,455.4,459.2,73.5,26.4,70.0,8.6,0.0
AUT Postal and courier activities,24.5,2.7,0.8,43.8,20.4,3.9,1.9,3.3,5.2,0.9,8.5,2.0,2.0,11.0,6.5,6.5,3.5,5.5,7.8,4.0,1.6,4.3,0.0,20.4,13.8,5.2,79.0,48.3,309.2,257.3,123.2,1.6,10.4,84.6,92.5,121.9,47.4,28.3,186.2,93.9,52.6,25.8,66.0,41.4,375.4,0.0,0.0,0.0,0.0,171.9,223.4,105.1,75.7,144.1,47.7,0.0
AUT Accommodation and food service activities,88.3,2.4,3.8,76.2,222.6,9.9,9.4,17.9,21.8,104.3,58.2,26.1,18.1,26.7,31.5,54.1,16.8,4.8,12.5,47.9,3.9,7.6,0.0,49.1,17.6,2.3,57.1,12.9,337.6,132.7,55.1,4.0,32.0,94.3,23.1,36.7,55.5,35.7,109.8,74.4,57.8,13.6,21.9,42.8,403.1,0.0,0.0,0.0,0.0,236.5,248.0,68.0,25.9,89.6,22.5,0.0
AUT Publishing activities,23.2,0.7,0.2,28.0,16.8,7.0,21.7,20.2,9.1,5.8,17.5,9.4,11.0,8.7,8.8,22.8,45.2,5.5,9.6,30.7,2.3,2.7,0.0,12.8,12.4,2.9,78.6,24.8,273.4,344.0,22.0,1.4,8.9,33.6,27.9,71.0,52.9,29.6,138.2,170.4,19.8,0.8,3.2,155.0,402.8,0.0,0.0,0.0,0.0,207.9,193.2,414.3,33.1,122.7,26.2,0.0
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",18.8,2.9,0.2,12.7,46.4,1.2,6.9,1.6,2.3,4.5,9.0,8.0,8.3,5.2,3.5,6.1,2.1,3.1,2.9,60.0,0.5,1.9,0.0,5.8,5.8,1.1,64.2,8.5,86.5,193.1,11.2,1.8,10.1,17.4,4.1,554.6,390.5,1132.3,32.6,178.1,58.8,4.2,5.1,152.6,438.9,0.0,0.0,0.0,0.0,301.9,88.1,31.8,14.2,293.7,11.1,0.0
AUT Telecommunications,76.3,2.8,4.0,65.6,113.9,13.1,24.5,18.8,35.2,58.9,37.9,12.6,42.0,59.7,36.9,70.0,27.7,22.8,75.3,75.3,10.7,16.5,0.0,149.9,57.1,9.5,742.7,126.3,937.0,741.8,155.3,8.1,40.3,418.5,51.5,261.0,36.4,108.2,258.8,241.0,124.4,21.2,130.9,259.7,820.5,0.0,0.0,0.0,0.0,379.0,775.0,279.6,186.1,407.9,99.8,0.0
"AUT Computer programming, consultancy and related activities; information service activities",23.4,0.3,0.4,36.6,66.7,13.9,11.3,14.1,17.4,11.6,35.3,15.4,22.9,29.9,88.4,23.7,36.6,13.6,25.6,102.1,5.3,6.9,0.0,75.0,8.3,7.8,137.3,18.5,708.4,268.6,58.6,7.9,27.3,107.6,37.1,109.5,34.1,32.3,618.2,1073.2,202.1,174.8,154.8,127.2,1067.0,0.0,0.0,0.0,0.0,547.2,2061.6,314.7,95.3,181.1,118.3,0.0
"AUT Financial service activities, except insurance and pension funding",565.5,18.6,29.6,427.4,192.2,23.6,27.6,24.7,33.8,38.8,64.1,24.1,35.8,38.0,132.3,74.2,33.5,21.4,25.5,49.4,15.0,16.3,0.0,705.0,267.9,8.3,755.5,80.3,897.3,444.5,175.8,36.7,65.4,354.2,31.6,201.6,50.5,80.0,190.8,107.6,568.4,934.6,76.3,5418.6,722.3,0.0,0.0,0.0,0.0,542.9,398.5,207.0,265.0,218.5,76.7,0.0
"AUT Insurance, reinsurance and pension funding, except compulsory social security",142.6,12.1,10.8,100.4,121.4,2.4,6.5,11.2,6.9,8.6,14.2,6.3,11.2,17.0,9.1,13.3,4.8,2.6,5.1,32.1,12.8,2.1,0.0,5.5,1.2,0.6,413.1,104.0,211.2,162.8,36.1,0.7,2.0,21.7,5.4,145.0,49.4,36.7,25.4,37.5,50.6,6.0,24.4,206.3,116.6,0.0,0.0,0.0,0.0,107.1,58.6,12.7,42.5,121.4,5.5,0.0
AUT Activities auxiliary to financial services and insurance activities,204.1,0.6,1.6,196.5,31.8,2.9,1.3,4.2,5.8,2.5,7.9,3.2,7.6,12.6,3.2,3.5,4.6,3.0,8.9,3.5,0.5,3.1,0.0,48.7,144.7,0.8,2219.8,34.8,159.3,72.6,16.9,0.7,4.3,15.1,17.7,35.2,6.2,9.7,92.0,16.4,4963.3,2937.3,2713.8,45.2,193.7,0.0,0.0,0.0,0.0,54.6,1209.8,36.3,44.4,48.5,6.9,0.0
AUT Real estate activities,106.7,0.1,0.4,475.9,124.0,13.0,22.7,25.0,24.6,28.3,28.6,5.4,21.3,39.9,223.4,83.7,30.6,5.8,13.3,82.5,40.9,2.5,0.0,15.3,1.8,1.1,2057.3,13.9,2434.2,822.5,366.2,8.2,140.0,531.1,131.6,475.0,18.7,119.2,632.0,175.5,381.2,262.3,82.9,2881.0,682.9,0.0,0.0,0.0,0.0,1772.1,164.2,75.0,10.3,318.6,10.2,0.0
AUT Legal and accounting activities; activities of head offices; management consultancy activities,665.8,9.4,11.0,897.4,363.4,47.1,66.3,119.6,119.6,42.6,156.1,134.1,134.0,152.3,149.5,186.3,175.8,112.1,178.9,463.5,48.8,39.2,0.0,238.1,194.6,4.8,3059.6,324.7,1827.1,1695.4,478.2,37.5,170.4,635.4,42.2,496.5,154.2,181.0,310.2,1260.1,101.6,51.9,388.1,1757.9,4820.5,0.0,0.0,0.0,0.0,1238.4,1180.0,206.0,346.0,750.7,84.9,0.0
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
