Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
AUT Manufacture of chemicals and chemical products ,808.0,1.5,3.7,865.0,186.9,17.9,56.9,180.4,71.8,82.2,1287.0,631.1,1277.5,212.7,20.0,98.0,29.9,110.7,40.5,63.9,63.1,36.9,0.0,73.0,161.0,3.4,2110.9,28.1,362.0,170.8,71.1,4.9,16.6,35.2,9.3,84.6,8.1,22.5,22.2,27.7,10.5,8.2,31.0,71.6,212.9,0.0,0.0,0.0,0.0,279.4,119.6,90.7,231.8,392.2,8.0,0.0
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,869.4,0.3,1.0,266.0,55.4,3.5,6.6,32.6,5.4,3.2,36.6,673.0,33.4,26.6,5.2,29.6,6.9,5.1,7.8,9.8,8.3,5.3,0.0,10.0,4.9,0.5,252.9,9.7,218.5,115.9,17.2,5.4,6.5,16.1,2.4,22.0,1.5,10.1,10.9,17.9,8.6,8.0,15.1,20.0,89.0,0.0,0.0,0.0,0.0,57.2,35.6,90.6,622.1,680.6,3.0,0.0
AUT Manufacture of rubber and plastic products,81.0,0.7,10.6,336.6,582.0,30.4,65.1,120.6,233.8,14.7,259.4,121.1,335.2,73.5,7.4,69.5,44.6,52.0,83.0,246.1,81.9,108.1,0.0,32.4,44.4,3.0,3512.5,114.4,533.3,287.7,273.8,5.5,30.3,36.8,64.3,51.8,19.5,10.1,12.5,12.2,6.0,4.2,10.8,285.0,86.0,0.0,0.0,0.0,0.0,79.2,191.2,64.2,96.8,204.3,6.4,0.0
AUT Manufacture of other non-metallic mineral products,31.4,0.5,0.8,216.1,455.2,2.4,68.8,7.1,3.6,1.7,94.1,91.4,28.3,1693.6,16.8,315.1,8.3,17.2,29.3,121.2,37.0,44.1,0.0,66.8,85.8,3.0,12835.2,53.8,229.9,65.8,27.0,2.3,5.1,14.1,3.2,24.5,1.8,6.2,14.8,17.8,4.4,4.1,22.6,128.7,114.3,0.0,0.0,0.0,0.0,42.6,42.7,21.8,25.5,150.4,1.9,0.0
AUT Manufacture of basic metals,47.4,0.3,2.7,1018.0,68.4,10.4,49.2,30.8,10.3,52.0,58.9,16.3,50.4,106.6,2834.1,4394.0,256.6,707.0,1049.2,921.5,540.4,432.7,0.0,185.9,36.7,2.7,6116.7,199.2,1146.4,187.0,134.3,7.7,11.3,74.6,12.9,44.9,5.8,27.5,49.7,54.2,15.8,12.2,70.7,142.6,309.1,0.0,0.0,0.0,0.0,117.9,162.2,72.5,76.0,363.7,3.7,0.0
"AUT Manufacture of fabricated metal products, except machinery and equipment",152.2,2.7,30.6,2719.7,340.7,37.5,156.8,48.7,17.0,9.0,142.3,50.3,116.6,481.2,227.8,1118.1,54.3,185.8,580.7,346.5,420.0,165.4,0.0,127.9,160.1,4.7,10071.2,67.1,399.9,455.3,560.2,20.0,31.4,56.7,81.9,144.6,5.6,46.5,51.4,48.3,23.0,15.4,46.5,285.8,222.9,0.0,0.0,0.0,0.0,142.5,365.5,250.8,166.7,391.5,16.5,0.0
"AUT Manufacture of computer, electronic and optical products",44.9,0.8,2.4,160.0,65.6,8.7,7.3,8.5,7.0,2.0,16.1,13.7,7.8,12.4,4.0,19.9,93.0,38.7,94.1,25.5,69.2,11.4,0.0,31.7,8.6,2.7,475.6,29.1,110.0,72.5,46.9,5.3,22.2,49.9,29.8,44.5,6.0,41.1,97.2,68.8,19.7,20.3,38.1,54.6,182.0,0.0,0.0,0.0,0.0,91.7,100.7,130.7,296.0,147.6,3.0,0.0
AUT Manufacture of electrical equipment,41.4,0.7,7.1,208.4,62.7,5.6,4.6,13.7,3.8,1.4,11.9,7.3,14.9,10.1,4.5,33.8,69.6,206.3,249.3,38.0,114.5,11.0,0.0,297.6,10.2,1.6,1536.0,51.9,64.7,46.1,65.0,2.1,6.3,16.8,24.2,27.9,1.4,15.4,131.9,19.9,9.1,2.7,12.2,39.3,86.0,0.0,0.0,0.0,0.0,40.7,45.6,28.5,51.0,157.9,3.4,0.0
AUT Manufacture of machinery and equipment n.e.c.,252.6,4.1,56.5,2521.6,199.7,8.3,18.5,24.3,25.4,3.7,46.1,22.6,25.5,63.3,12.7,140.4,42.7,92.2,524.4,123.6,225.3,14.7,0.0,88.1,37.2,2.7,1144.7,245.8,216.5,133.5,108.0,12.7,12.4,55.7,25.1,51.9,6.2,26.1,95.1,52.0,18.9,11.4,63.8,86.2,415.0,0.0,0.0,0.0,0.0,198.8,190.8,114.6,89.6,473.7,5.6,0.0
"AUT Manufacture of motor vehicles, trailers and semi-trailers",61.0,0.8,6.7,209.2,63.7,8.7,7.6,6.1,6.2,1.5,15.4,12.1,6.5,21.1,6.2,23.7,11.2,22.1,52.5,2757.6,15.5,19.5,0.0,16.4,5.1,0.7,541.1,2267.4,131.0,178.1,780.5,6.7,11.3,446.3,28.7,39.0,2.8,11.7,24.0,25.8,7.8,6.3,30.0,44.5,136.5,0.0,0.0,0.0,0.0,69.0,229.6,74.4,59.4,145.2,3.0,0.0
AUT Manufacture of other transport equipment,57.1,0.0,21.8,250.6,20.7,0.7,3.1,5.0,5.0,0.6,5.3,7.6,4.1,9.3,1.7,15.1,3.7,5.8,11.3,95.6,193.6,2.4,0.0,8.3,4.8,0.7,354.1,73.6,128.1,124.9,514.3,120.4,1087.3,124.2,62.5,38.8,4.0,11.9,38.4,45.5,9.5,12.4,55.4,105.1,221.7,0.0,0.0,0.0,0.0,118.4,282.6,33.5,20.2,41.0,1.1,0.0
AUT Manufacture of furniture; other manufacturing,18.1,0.2,1.9,72.0,30.3,7.5,56.6,15.3,5.0,1.1,12.1,6.5,12.1,12.1,10.8,23.7,3.6,8.5,17.1,146.7,21.9,262.1,0.0,10.6,5.1,2.4,1065.8,27.2,44.6,66.4,32.2,1.2,3.2,12.6,12.2,44.0,1.2,43.0,10.1,12.4,13.7,6.5,10.4,35.4,45.1,0.0,0.0,0.0,0.0,52.3,38.0,139.9,151.7,455.0,4.0,0.0
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",549.6,2.5,10.0,3906.5,1334.2,64.1,135.7,421.1,71.6,370.7,622.6,243.7,379.5,403.1,2408.7,386.1,74.0,35.7,76.2,231.2,89.9,136.7,0.0,22610.7,541.1,4.2,1943.3,67.6,795.6,2081.1,470.7,57.1,40.5,551.5,28.7,1486.2,58.9,92.0,553.2,100.7,144.5,74.9,133.2,939.5,841.3,0.0,0.0,0.0,0.0,1179.1,3646.4,485.6,460.5,228.6,12.3,0.0
"AUT Water collection, treatment and supply",667.2,0.1,3.0,387.9,257.8,10.4,14.3,93.8,12.8,20.0,62.0,109.8,36.5,47.5,15.1,19.6,6.9,7.3,39.1,93.4,8.9,7.0,0.0,232.0,1651.7,23.7,1508.8,41.1,90.4,46.0,96.2,5.9,4.9,67.6,2.3,279.0,13.2,13.8,157.7,7.1,26.2,39.0,50.8,327.0,916.0,0.0,0.0,0.0,0.0,648.9,419.4,98.9,200.9,264.3,8.9,0.0
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",99.5,0.7,1.7,49.2,88.8,3.5,4.9,3.1,7.9,0.6,15.1,7.8,13.4,30.6,9.0,35.0,4.6,10.0,15.8,12.9,27.8,8.9,0.0,99.4,11.0,42.7,652.4,5.0,234.5,52.4,101.4,12.9,7.4,124.4,5.9,55.7,0.6,4.5,380.1,261.1,14.7,10.0,51.6,309.1,310.1,0.0,0.0,0.0,0.0,373.7,109.1,62.1,223.3,61.3,3.1,0.0
AUT Construction,1433.1,3.1,19.7,8933.3,352.3,33.2,475.8,54.1,51.7,19.0,67.7,75.5,47.1,92.5,55.1,109.6,61.8,48.2,112.0,124.7,114.4,185.9,0.0,2278.0,638.7,23.4,100363.5,81.7,2814.7,1355.4,2036.1,77.3,252.6,2430.7,95.1,944.4,48.0,200.2,662.4,916.2,504.3,476.3,518.3,9506.2,2097.8,0.0,0.0,0.0,0.0,1327.0,5202.8,468.3,624.7,724.5,34.4,0.0
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,163.1,2.9,12.3,815.6,128.2,0.0,9.8,7.0,30.7,6.8,47.7,32.9,5.9,17.5,2.0,20.9,1.3,3.2,12.7,45.7,0.2,21.7,0.0,69.7,41.5,33.3,1317.4,54.6,533.2,241.0,3395.5,49.9,11.1,164.5,210.6,17.9,1.1,22.4,195.8,270.6,58.0,35.5,57.5,56.8,133.7,0.0,0.0,0.0,0.0,464.0,265.7,63.8,57.2,178.3,4.2,0.0
"AUT Wholesale trade, except of motor vehicles and motorcycles",2266.8,83.2,100.3,4207.3,3777.9,530.3,416.7,313.8,334.7,155.8,1154.2,767.2,463.2,450.0,551.1,1054.6,387.2,388.4,1065.8,1049.3,520.6,423.3,0.0,502.4,178.8,43.1,10509.0,1120.0,2939.0,2028.2,2074.9,104.8,871.3,468.7,341.1,2219.8,487.5,481.8,685.4,459.6,319.7,188.3,179.8,481.2,1237.5,0.0,0.0,0.0,0.0,1166.0,1371.2,1472.4,3591.2,2819.9,91.9,0.0
"AUT Retail trade, except of motor vehicles and motorcycles",874.6,13.2,32.2,1324.5,1376.3,255.8,128.6,80.2,80.1,27.7,387.7,171.6,83.2,130.9,67.8,260.9,90.3,73.3,214.7,287.4,109.4,137.9,0.0,158.4,70.4,29.4,3318.6,302.1,1504.3,1312.9,1878.8,39.3,129.0,256.4,199.1,1015.0,34.5,204.3,244.6,252.8,255.2,89.4,89.9,249.2,432.0,0.0,0.0,0.0,0.0,618.6,565.9,598.3,1518.5,1677.1,43.8,0.0
AUT Land transport and transport via pipelines,1103.1,16.1,22.7,1892.9,3594.2,101.5,951.7,221.7,126.3,97.7,502.5,258.8,182.7,864.4,1574.7,535.7,60.0,103.7,188.4,236.2,121.2,194.6,0.0,265.8,59.7,21.5,6038.7,117.2,1789.7,838.9,3304.2,267.0,668.7,742.0,226.1,917.7,48.2,77.0,237.4,160.5,101.0,82.9,222.2,234.8,501.8,0.0,0.0,0.0,0.0,517.0,638.5,427.2,608.5,499.9,25.0,0.0
AUT Water transport,35.9,0.3,2.7,259.5,131.7,4.8,11.0,32.4,6.3,226.4,257.6,16.8,29.4,75.2,289.9,45.8,2.0,2.0,7.4,15.3,4.9,4.5,0.0,182.3,2.7,4.0,332.4,12.1,626.3,72.0,101.3,930.9,67.8,96.0,24.3,96.7,3.7,3.3,40.3,23.0,22.1,23.2,9.1,54.8,171.1,0.0,0.0,0.0,0.0,235.3,189.7,68.3,58.6,50.9,7.2,0.0
AUT Air transport,255.5,1.2,5.5,1364.3,363.5,31.4,27.3,105.5,139.6,26.9,178.1,86.9,102.7,97.9,21.9,164.4,38.4,49.2,180.9,133.7,35.4,31.8,0.0,292.9,116.1,8.8,1024.2,37.3,2267.2,782.2,361.2,81.7,545.5,592.2,388.6,224.1,39.8,240.8,915.7,1378.7,304.6,226.1,545.2,171.9,3195.0,0.0,0.0,0.0,0.0,1823.4,2173.8,848.8,335.1,921.8,39.8,0.0
AUT Warehousing and support activities for transportation,983.5,2.2,17.7,3140.6,1555.3,33.1,119.9,527.0,126.9,59.6,402.5,535.8,161.8,272.3,219.1,758.7,18.5,32.3,86.0,324.6,56.5,60.0,0.0,126.1,33.4,10.8,4463.4,145.5,6507.3,996.0,1845.6,516.3,1967.8,2555.9,200.6,278.0,26.6,44.2,841.2,173.3,237.9,118.6,107.2,363.5,1210.3,0.0,0.0,0.0,0.0,1248.5,1369.5,551.4,323.7,465.7,16.9,0.0
AUT Postal and courier activities,103.3,0.4,2.1,520.1,103.6,8.4,14.4,18.5,18.6,2.5,38.6,13.8,9.4,36.1,13.8,31.0,5.5,13.5,27.7,15.7,11.0,15.5,0.0,112.4,38.9,8.0,725.6,44.1,639.0,661.6,566.3,17.1,43.5,324.4,585.1,81.8,36.1,56.6,124.9,50.5,189.6,346.1,886.6,141.1,1114.7,0.0,0.0,0.0,0.0,761.3,818.8,423.2,417.0,471.2,27.1,0.0
AUT Accommodation and food service activities,151.8,1.3,5.3,1455.9,662.3,7.8,19.3,72.5,41.2,39.7,135.3,83.1,27.4,62.6,8.1,123.5,22.9,10.6,37.3,72.9,18.5,16.8,0.0,96.4,28.8,6.2,1568.3,13.9,518.3,390.2,208.4,39.6,208.2,255.5,76.8,128.6,16.2,102.4,252.6,124.5,231.3,79.4,88.3,91.8,1218.4,0.0,0.0,0.0,0.0,732.3,646.7,243.7,424.4,286.1,15.5,0.0
AUT Publishing activities,19.6,0.0,0.1,81.2,55.4,6.6,6.2,26.7,12.0,0.7,39.6,31.3,25.1,17.8,3.2,50.4,5.6,8.5,16.5,31.2,5.2,4.2,0.0,6.3,7.0,6.9,269.0,23.5,631.7,717.5,153.6,8.2,16.0,90.6,91.3,65.0,1185.2,88.8,189.8,156.1,136.9,91.1,28.0,62.2,751.8,0.0,0.0,0.0,0.0,526.9,573.1,796.6,101.0,329.9,18.0,0.0
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",25.7,1.4,6.3,132.2,102.3,0.9,10.2,4.6,5.2,0.4,27.5,23.7,14.6,10.9,1.0,10.2,4.0,9.3,8.9,22.3,122.2,2.8,0.0,11.6,12.7,2.2,452.3,12.1,299.9,1037.6,53.2,8.0,172.7,102.5,16.7,892.2,14.2,3104.7,632.2,97.9,304.9,42.4,43.7,220.2,1555.3,0.0,0.0,0.0,0.0,802.1,245.7,82.5,209.3,523.8,9.3,0.0
AUT Telecommunications,123.5,0.2,3.3,348.7,261.4,9.5,37.5,29.2,69.7,26.1,86.6,40.3,65.1,120.5,7.4,137.7,23.3,35.8,153.2,106.3,42.8,36.7,0.0,159.2,73.2,6.8,2583.6,213.4,1867.4,1885.0,493.9,23.0,63.3,758.7,197.4,220.7,25.1,806.9,11502.1,1424.3,833.2,392.1,1320.4,371.6,2690.9,0.0,0.0,0.0,0.0,1598.1,2154.8,948.0,579.6,1221.7,94.8,0.0
"AUT Computer programming, consultancy and related activities; information service activities",44.6,0.1,0.9,240.9,164.5,10.8,31.0,32.2,32.2,7.6,72.5,42.2,36.7,61.5,11.4,46.3,35.9,28.9,70.0,75.3,22.3,12.8,0.0,84.1,15.4,6.2,792.7,18.0,1290.4,1481.2,235.5,25.3,53.0,292.5,114.0,176.0,155.4,43.1,2645.7,5198.6,4820.1,3504.6,1906.1,198.7,3103.2,0.0,0.0,0.0,0.0,1906.9,5514.9,1138.7,332.4,669.9,94.2,0.0
"AUT Financial service activities, except insurance and pension funding",1323.3,5.8,33.9,4685.1,806.8,24.7,61.7,43.5,51.6,13.7,138.9,98.9,48.3,105.6,112.7,90.0,31.9,50.8,72.6,136.2,123.6,38.5,0.0,3442.8,933.4,139.4,3550.4,93.2,1805.4,1335.1,960.3,305.7,64.0,1809.4,68.0,1062.0,112.3,253.0,820.7,497.2,10493.4,9070.0,1221.6,27259.5,3776.5,0.0,0.0,0.0,0.0,2317.9,1775.0,1237.8,1192.7,636.1,65.3,0.0
"AUT Insurance, reinsurance and pension funding, except compulsory social security",200.6,0.8,7.0,367.2,85.6,7.1,19.6,7.1,9.2,4.6,18.4,16.7,15.3,18.5,5.2,32.0,9.4,12.0,17.8,15.5,13.9,13.1,0.0,151.8,27.8,20.0,619.9,51.3,310.7,306.8,226.6,47.8,95.9,110.2,255.6,164.9,6.4,21.4,45.4,96.7,1278.9,326.6,203.2,2378.6,404.6,0.0,0.0,0.0,0.0,255.5,202.7,87.4,219.9,161.8,7.7,0.0
AUT Activities auxiliary to financial services and insurance activities,1335.1,0.3,21.9,2898.4,461.2,21.1,46.1,40.5,51.8,20.7,132.2,54.8,55.2,89.2,35.5,91.8,14.6,22.7,74.3,104.1,19.5,34.3,0.0,2230.6,475.1,209.4,3182.5,106.0,1396.2,1213.8,689.3,270.2,41.3,1258.4,53.7,889.7,1.6,42.0,208.5,187.1,797.7,5422.4,823.3,2583.0,2232.9,0.0,0.0,0.0,0.0,1472.8,5066.6,726.2,677.7,234.8,3.1,0.0
AUT Real estate activities,2092.3,0.0,0.2,1393.8,483.3,6.7,53.5,90.7,74.7,32.8,65.6,35.8,51.6,140.0,32.1,312.7,17.5,30.3,81.5,177.2,135.6,11.3,0.0,54.8,13.7,31.9,2294.5,83.3,9200.1,8469.3,2094.6,237.2,310.1,1788.0,638.4,4539.7,113.0,341.3,1706.2,1738.5,648.7,908.7,1161.0,7530.8,3794.9,0.0,0.0,0.0,0.0,8567.2,2304.5,1485.1,727.7,1080.5,36.6,0.0
AUT Legal and accounting activities; activities of head offices; management consultancy activities,2244.4,2.0,37.6,9326.0,1630.8,53.6,165.5,455.1,493.3,37.9,430.2,774.7,330.9,494.5,53.4,658.0,357.2,464.5,677.1,922.9,684.7,117.0,0.0,786.0,393.1,49.8,19672.1,416.5,5738.7,6181.2,2392.8,430.6,629.0,2437.2,210.3,664.9,349.1,1021.9,2925.4,3710.7,573.3,695.7,5217.3,5571.6,21486.7,0.0,0.0,0.0,0.0,6345.7,5470.7,1132.6,1575.9,3125.2,73.8,0.0
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
