Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
"AUT Crop and animal production, hunting and related service activities",6013.4,191.5,64.3,33.8,14065.0,314.4,1.8,1.0,0.8,1.0,86.0,6.9,42.6,2.2,4.1,3.0,1.0,0.5,0.8,2.5,0.7,4.2,0.0,3.6,7.6,0.1,268.1,4.6,191.2,528.4,12.9,0.9,3.1,17.0,2.0,712.3,1.2,56.9,11.4,8.8,8.5,3.1,2.0,127.9,44.7,0.0,0.0,0.0,0.0,174.2,72.5,44.6,64.7,209.9,11.6,0.0
AUT Forestry and logging,75.0,40.0,0.9,4.9,0.6,0.1,1082.8,193.1,2.6,1.4,98.3,16.5,22.9,0.2,2.1,0.3,0.1,0.1,0.1,0.5,0.1,22.1,0.0,0.4,0.1,0.0,37.2,0.3,3.4,2.3,3.2,0.0,0.9,2.0,0.2,1.8,0.5,0.3,1.0,0.8,0.7,0.4,0.5,4.7,3.5,0.0,0.0,0.0,0.0,3.8,1.5,0.6,0.5,1.3,0.2,0.0
AUT Fishing and aquaculture,11.3,0.0,8.5,0.6,370.0,25.6,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.4,0.0,4.0,0.0,0.2,0.1,0.0,3.7,0.2,9.2,110.6,0.2,0.0,0.5,1.0,0.1,391.3,0.4,0.1,0.3,0.5,0.5,0.1,0.3,1.4,2.2,0.0,0.0,0.0,0.0,1.5,3.2,0.4,0.4,9.3,0.1,0.0
AUT Mining and quarrying,50.2,0.9,0.7,5477.6,174.1,10.0,19.9,28.1,11.2,9922.6,489.3,21.0,17.1,744.9,13868.8,55.5,16.8,24.7,38.8,46.4,12.3,10.2,0.0,1807.6,31.6,0.5,774.3,28.9,1753.3,169.6,230.5,3.0,17.4,67.9,10.0,125.4,13.8,23.1,64.6,95.0,10.4,4.9,32.6,162.0,429.9,0.0,0.0,0.0,0.0,129.1,133.1,33.6,59.6,76.2,11.6,0.0
"AUT Manufacture of food products, beverages and tobacco products",1062.1,8.9,57.5,97.4,8593.2,262.5,12.1,14.1,10.2,10.1,210.7,99.8,54.0,13.6,17.1,23.5,14.5,8.8,20.8,44.7,17.2,20.7,0.0,15.4,25.2,6.1,226.6,74.8,561.0,2999.4,35.4,2.4,17.8,32.2,20.8,7587.8,17.7,42.3,88.7,72.9,45.4,1.9,5.3,81.6,204.4,0.0,0.0,0.0,0.0,133.6,365.6,223.8,297.0,537.3,68.4,0.0
"AUT Manufacture of textiles, wearing apparel and leather products",39.0,7.1,10.9,57.3,129.5,1000.2,18.5,24.1,29.9,3.4,41.7,8.8,78.0,18.4,25.2,60.3,16.0,9.9,17.5,63.9,33.5,117.0,0.0,18.3,5.7,6.8,302.9,34.4,168.7,115.6,52.5,2.8,16.1,36.7,18.5,179.7,21.2,16.4,37.5,31.4,5.0,0.2,0.7,27.5,62.3,0.0,0.0,0.0,0.0,65.5,173.7,70.9,219.9,115.1,59.2,0.0
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",29.2,10.8,12.3,52.8,48.9,27.7,866.6,41.3,16.7,6.0,10.4,3.7,29.4,16.8,17.5,219.5,7.0,5.8,17.8,23.1,93.6,563.6,0.0,4.1,24.9,0.6,3809.9,10.6,217.3,205.4,36.1,1.3,4.1,74.6,9.1,38.9,10.7,22.9,33.3,9.9,1.7,0.2,0.8,104.0,20.3,0.0,0.0,0.0,0.0,37.6,91.3,138.9,20.5,70.7,4.2,0.0
AUT Manufacture of paper and paper products,41.2,0.5,0.5,55.4,785.0,19.4,24.1,657.7,380.6,2.3,75.2,64.2,66.8,71.5,13.8,29.5,15.8,11.7,16.4,22.2,7.8,13.9,0.0,25.9,4.7,2.0,391.2,13.0,369.7,255.5,34.3,2.8,30.8,15.2,17.7,157.7,294.7,9.7,59.6,36.9,20.0,0.3,0.9,23.3,88.5,0.0,0.0,0.0,0.0,66.9,206.3,151.9,198.6,53.9,22.3,0.0
AUT Printing and reproduction of recorded media,15.6,1.8,0.8,67.9,185.1,21.8,13.3,150.3,105.4,2.0,41.9,16.6,34.5,30.0,19.1,41.7,16.2,15.9,43.0,49.8,12.1,15.1,0.0,36.5,9.1,5.7,329.0,26.4,744.3,946.7,33.9,2.9,9.2,13.2,62.3,207.9,177.7,112.1,217.0,200.6,59.7,1.1,1.4,95.2,288.5,0.0,0.0,0.0,0.0,272.5,614.0,295.3,93.8,281.6,59.6,0.0
AUT Manufacture of coke and refined petroleum products ,623.0,91.5,73.3,3035.0,124.8,9.9,51.8,36.1,14.0,444.6,361.2,10.7,160.0,74.8,135.4,78.2,13.3,15.0,22.6,51.2,20.2,13.2,0.0,151.3,227.7,67.7,1138.9,148.9,175.5,70.5,3356.7,194.7,1522.4,142.2,256.7,80.7,12.7,15.3,303.9,34.6,6.1,0.7,1.5,45.9,101.2,0.0,0.0,0.0,0.0,95.6,419.2,37.5,108.1,86.7,26.7,0.0
