Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
AUT Manufacture of chemicals and chemical products ,802.5,0.4,2.3,676.5,152.0,11.5,42.1,145.2,69.4,13.5,865.8,491.0,960.5,196.4,77.9,105.8,12.4,82.6,35.5,56.2,78.7,37.3,0.0,70.0,156.5,2.8,1829.0,27.6,363.8,138.0,64.2,3.7,13.2,20.9,9.1,79.6,11.4,19.5,18.8,24.2,9.2,8.6,29.3,67.8,209.7,0.0,0.0,0.0,0.0,273.7,93.7,88.1,246.3,302.6,4.2,0.0
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,709.5,0.3,0.8,243.3,47.2,1.7,6.5,37.3,6.6,0.8,31.2,724.7,27.3,24.7,31.1,35.9,3.2,4.4,8.0,7.6,9.9,4.1,0.0,11.8,5.5,0.5,242.9,9.8,209.6,92.0,15.7,4.1,6.8,11.3,2.1,19.8,2.2,7.9,9.6,15.0,7.0,7.7,14.5,20.7,83.5,0.0,0.0,0.0,0.0,50.0,29.2,79.8,767.3,561.6,2.0,0.0
AUT Manufacture of rubber and plastic products,91.8,0.7,7.7,300.1,397.5,16.7,42.0,88.7,175.3,2.0,197.9,101.5,274.5,62.5,33.2,75.9,19.8,44.1,76.8,203.4,94.0,90.9,0.0,40.0,44.3,2.5,2723.2,111.2,460.5,201.9,273.2,3.7,17.6,16.0,48.7,68.0,20.3,9.6,11.1,13.0,5.4,5.5,11.2,225.9,87.2,0.0,0.0,0.0,0.0,75.4,153.4,63.5,134.9,174.9,3.8,0.0
AUT Manufacture of other non-metallic mineral products,31.7,0.3,0.6,173.5,286.6,1.5,48.9,8.0,4.5,0.5,68.4,74.5,23.0,1404.3,105.8,289.3,3.7,16.7,24.3,141.1,51.8,25.1,0.0,55.4,98.3,2.8,13054.8,56.4,211.6,48.7,27.2,2.0,7.6,13.4,3.0,61.3,2.7,5.1,12.0,16.0,5.0,6.0,20.4,91.5,108.5,0.0,0.0,0.0,0.0,39.5,35.6,41.0,86.2,144.4,1.3,0.0
AUT Manufacture of basic metals,47.9,0.1,1.7,785.0,54.6,4.2,30.3,26.1,13.7,2.2,23.4,13.1,34.7,91.1,2561.5,3490.9,64.6,389.7,613.8,519.3,460.3,241.1,0.0,64.3,37.0,2.0,4764.0,101.5,577.3,141.7,94.9,7.6,17.7,53.0,10.6,36.8,9.4,20.8,45.7,55.5,14.4,15.4,79.2,125.3,337.4,0.0,0.0,0.0,0.0,116.9,117.7,70.2,78.0,273.7,2.5,0.0
"AUT Manufacture of fabricated metal products, except machinery and equipment",159.3,0.7,22.3,2492.0,354.2,8.3,121.8,70.9,21.7,1.1,120.4,48.2,104.8,534.7,320.6,1249.4,22.3,151.0,582.6,258.8,411.8,124.4,0.0,178.9,199.8,4.2,9459.4,61.4,408.2,399.2,456.1,17.1,25.7,48.4,76.2,130.2,9.1,42.0,51.5,49.7,23.4,18.2,54.3,254.3,259.7,0.0,0.0,0.0,0.0,155.6,367.3,250.2,203.3,381.9,17.1,0.0
"AUT Manufacture of computer, electronic and optical products",33.2,0.2,1.7,136.5,31.7,2.2,4.2,7.4,7.6,0.3,6.5,7.4,5.2,9.9,10.3,15.6,74.1,35.9,90.3,10.8,49.1,5.5,0.0,33.1,9.1,2.0,393.6,18.6,90.6,57.0,42.3,7.0,34.2,42.1,28.7,30.0,9.6,49.7,98.5,70.5,18.0,23.0,44.0,60.3,205.6,0.0,0.0,0.0,0.0,95.8,81.6,102.1,293.2,128.1,1.8,0.0
AUT Manufacture of electrical equipment,37.8,0.3,8.2,215.6,44.8,1.8,3.4,16.5,5.4,0.2,7.6,4.6,13.5,10.2,20.2,43.4,23.3,186.2,254.0,21.7,126.2,7.2,0.0,424.3,12.2,1.5,1627.2,46.5,61.7,37.8,63.9,2.0,5.5,13.9,21.4,18.9,2.2,13.6,126.5,20.0,8.2,3.4,15.0,37.1,101.4,0.0,0.0,0.0,0.0,43.5,39.5,27.6,44.3,157.8,2.6,0.0
AUT Manufacture of machinery and equipment n.e.c.,293.0,0.7,66.7,2527.6,245.8,6.2,19.1,34.7,54.5,0.9,50.8,23.6,27.5,87.9,95.7,217.9,17.9,64.0,569.6,106.0,237.5,19.8,0.0,160.7,60.3,2.3,1301.1,358.2,231.5,110.7,104.2,9.3,14.8,37.5,24.8,65.0,8.0,21.5,82.1,41.6,13.9,10.5,55.6,75.8,416.1,0.0,0.0,0.0,0.0,170.9,167.1,127.5,107.1,687.7,5.3,0.0
"AUT Manufacture of motor vehicles, trailers and semi-trailers",41.0,0.5,4.2,138.1,44.6,3.3,5.5,5.5,6.9,0.2,10.4,7.9,5.0,13.2,13.3,19.6,3.8,13.1,35.3,1117.5,13.6,9.3,0.0,17.0,5.0,0.5,298.5,986.5,87.1,87.1,329.9,4.0,10.9,172.0,14.9,27.0,3.7,8.3,18.6,21.8,6.0,6.9,27.1,37.8,121.7,0.0,0.0,0.0,0.0,53.2,80.9,38.3,47.1,86.1,1.5,0.0
AUT Manufacture of other transport equipment,55.0,0.1,32.6,255.9,25.4,1.0,3.1,5.9,7.0,0.1,5.6,7.0,3.8,10.4,8.5,18.1,1.3,5.3,13.8,63.7,352.4,2.6,0.0,11.3,5.4,0.6,351.8,55.9,130.5,107.7,521.8,142.2,1031.4,112.9,48.5,42.0,5.9,10.2,31.8,39.3,9.1,13.6,52.1,99.9,208.2,0.0,0.0,0.0,0.0,112.2,265.1,35.2,31.3,41.3,1.0,0.0
AUT Manufacture of furniture; other manufacturing,19.1,0.2,1.2,67.0,31.9,3.3,17.8,9.2,5.2,0.2,9.6,5.7,8.7,11.5,13.0,22.1,1.9,7.8,17.7,81.0,17.4,61.3,0.0,14.8,5.2,1.5,520.9,25.7,48.5,51.6,26.0,1.1,4.3,6.2,7.1,47.0,2.1,20.6,9.4,14.0,11.7,8.8,10.4,30.4,53.5,0.0,0.0,0.0,0.0,47.9,32.1,163.7,138.5,554.3,2.7,0.0
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",606.5,3.4,15.9,4248.4,1426.7,88.7,218.4,380.4,130.9,684.1,721.8,195.0,372.4,445.8,2375.4,361.0,13.2,45.0,96.0,299.3,180.3,146.8,0.0,22028.8,510.7,3.4,1674.8,52.7,758.8,1993.8,443.9,6.2,38.5,580.1,27.1,1530.1,70.6,94.3,532.4,110.9,146.3,58.4,154.7,904.3,823.2,0.0,0.0,0.0,0.0,1091.8,2782.7,416.9,479.3,178.9,7.9,0.0
"AUT Water collection, treatment and supply",1062.7,0.0,1.0,234.1,263.8,7.4,11.9,116.1,19.0,2.9,54.2,106.2,35.6,62.5,192.2,28.5,3.7,8.1,42.0,103.8,12.7,7.2,0.0,175.2,570.2,12.2,1629.1,52.6,113.1,45.6,115.0,6.6,6.7,68.0,2.7,365.6,25.2,15.4,181.8,8.0,26.6,49.9,64.7,485.4,1222.9,0.0,0.0,0.0,0.0,842.7,463.3,130.1,318.3,343.0,6.8,0.0
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",96.5,0.0,1.3,40.1,72.7,3.2,4.2,4.3,10.0,0.1,11.1,6.3,10.8,29.0,47.1,43.5,2.0,9.3,14.1,9.7,29.4,8.5,0.0,119.2,12.5,28.3,573.7,5.0,231.7,44.8,92.8,11.7,8.3,98.3,4.7,54.8,1.0,3.9,340.3,240.9,13.0,10.6,51.0,222.2,313.1,0.0,0.0,0.0,0.0,362.7,92.9,62.2,279.5,57.3,1.8,0.0
AUT Construction,1624.3,1.3,11.3,8369.0,303.4,14.3,357.0,57.4,63.6,3.3,51.0,59.2,44.4,103.7,171.6,118.6,24.1,40.9,105.6,85.0,70.6,179.8,0.0,2723.3,778.6,26.1,100681.4,81.5,3027.2,1242.1,1633.3,72.8,289.0,2305.2,91.2,1098.4,66.5,191.4,582.0,799.6,437.6,496.7,506.3,10771.7,2108.8,0.0,0.0,0.0,0.0,1263.1,5561.8,449.3,724.3,671.3,25.1,0.0
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,154.6,0.1,6.6,686.6,102.6,0.0,7.6,7.7,36.7,1.4,35.8,26.9,5.1,20.0,15.7,27.9,0.6,2.7,11.3,43.8,0.3,18.7,0.0,86.8,47.9,22.3,1161.6,53.7,512.8,192.3,3369.2,42.1,12.0,139.7,196.3,17.0,2.0,18.2,171.1,249.4,50.0,37.7,57.0,67.9,135.2,0.0,0.0,0.0,0.0,438.5,216.7,63.4,68.3,152.8,2.4,0.0
"AUT Wholesale trade, except of motor vehicles and motorcycles",2341.7,82.7,104.0,4222.1,3164.7,249.8,427.0,295.4,349.1,33.5,970.0,608.8,450.0,487.7,872.0,1056.7,313.2,346.0,1083.9,894.4,535.1,344.4,0.0,611.8,229.8,39.1,10442.2,1082.7,2870.6,1550.3,1995.7,106.6,872.2,352.9,323.7,1793.7,379.1,512.7,687.8,721.5,283.9,251.3,196.4,509.7,1293.8,0.0,0.0,0.0,0.0,1237.4,1189.1,1343.6,3512.8,2741.4,78.0,0.0
"AUT Retail trade, except of motor vehicles and motorcycles",856.5,10.3,26.4,1115.0,1083.5,104.1,125.9,75.7,79.3,5.5,294.7,125.0,69.3,132.2,160.5,262.3,75.5,65.3,212.5,229.2,111.7,97.7,0.0,169.9,82.8,18.3,3118.0,280.6,1354.1,927.9,1450.5,26.7,122.4,161.9,153.7,803.1,33.9,139.5,188.9,206.6,187.1,90.5,76.0,217.5,380.0,0.0,0.0,0.0,0.0,507.0,411.7,485.2,1433.6,1265.4,36.4,0.0
AUT Land transport and transport via pipelines,1098.7,11.5,18.3,1742.7,3012.6,95.2,871.1,235.9,128.0,74.9,385.4,216.4,141.9,821.0,1371.3,537.7,41.7,88.3,176.2,192.7,127.6,145.5,0.0,250.4,72.1,18.3,5320.3,124.5,1850.0,598.7,3943.5,237.5,583.5,698.7,213.2,704.0,53.6,77.0,224.4,141.6,86.5,79.0,289.4,181.0,499.1,0.0,0.0,0.0,0.0,477.9,583.8,425.3,654.6,458.4,21.4,0.0
AUT Water transport,34.3,0.3,3.5,252.9,109.5,2.9,11.6,32.8,6.8,245.9,259.0,15.0,32.7,67.5,306.4,51.7,1.9,1.8,5.6,13.5,7.3,4.1,0.0,123.9,2.9,2.4,303.8,10.6,442.3,48.9,160.0,901.4,71.5,87.2,18.8,84.2,4.2,2.5,32.5,14.7,17.5,21.9,8.4,52.5,157.2,0.0,0.0,0.0,0.0,204.7,151.5,60.2,49.4,38.0,5.2,0.0
AUT Air transport,248.7,0.2,4.4,1144.8,323.5,20.0,21.2,104.1,158.2,7.1,133.6,74.0,89.8,117.0,128.6,202.5,19.7,46.4,168.0,123.4,42.2,27.0,0.0,343.1,138.6,9.9,932.2,38.8,2325.1,645.8,328.5,73.3,594.9,478.0,416.9,221.4,50.7,212.6,840.8,1373.9,265.4,241.6,544.9,181.3,3438.0,0.0,0.0,0.0,0.0,1918.1,1980.5,835.3,391.0,814.4,23.8,0.0
AUT Warehousing and support activities for transportation,850.1,1.1,9.8,2546.9,1208.3,19.7,99.7,470.1,139.6,32.3,307.3,458.8,127.8,273.0,402.5,937.0,9.9,26.5,72.2,287.5,68.5,43.6,0.0,120.0,38.0,11.1,3870.6,150.2,6277.4,802.8,1812.9,436.4,1947.8,2113.1,186.8,256.8,33.1,36.1,808.5,139.4,221.6,127.4,113.9,408.3,1326.2,0.0,0.0,0.0,0.0,1250.0,1189.8,521.0,362.9,385.7,11.4,0.0
AUT Postal and courier activities,101.3,0.1,1.2,511.2,74.0,4.0,11.1,17.7,21.6,0.5,25.2,10.6,8.2,35.3,32.1,33.3,2.5,10.6,21.8,12.7,11.1,11.7,0.0,143.5,40.3,6.0,664.8,38.8,658.5,493.5,613.0,14.3,42.3,276.0,555.9,72.7,45.3,44.9,107.1,46.3,153.6,334.1,870.8,165.1,1171.4,0.0,0.0,0.0,0.0,763.6,657.8,382.5,499.8,366.7,14.5,0.0
AUT Accommodation and food service activities,164.4,0.1,4.0,1453.6,551.0,5.1,15.1,52.0,57.2,8.5,107.5,76.3,27.0,78.7,70.1,150.3,12.3,10.6,37.7,66.5,26.1,14.4,0.0,101.2,39.7,7.0,1697.2,15.0,556.7,368.7,208.7,33.0,172.4,236.0,79.6,122.5,24.2,96.1,245.8,114.9,233.0,94.4,114.2,96.3,1295.3,0.0,0.0,0.0,0.0,760.5,627.3,260.4,442.0,283.7,18.6,0.0
AUT Publishing activities,24.9,0.0,0.1,75.8,45.5,3.9,4.6,23.3,13.1,0.1,26.1,25.7,19.8,21.3,21.8,63.4,2.5,7.8,15.2,26.9,6.5,3.4,0.0,6.6,6.8,4.0,241.7,18.9,487.5,521.1,153.5,5.3,10.1,40.0,68.4,58.7,376.3,36.3,167.2,848.8,153.1,171.7,35.8,68.8,595.8,0.0,0.0,0.0,0.0,490.5,528.5,614.7,103.5,319.9,10.3,0.0
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",22.6,0.1,4.1,91.1,91.2,0.9,7.5,3.6,4.9,0.1,21.0,19.3,9.3,8.9,5.1,11.0,1.1,8.0,7.2,13.6,119.7,2.2,0.0,11.6,14.1,1.8,354.5,10.6,273.0,645.0,42.9,6.0,172.1,71.0,13.0,847.0,2.1,2716.1,606.8,90.3,253.5,44.0,32.5,281.8,1460.8,0.0,0.0,0.0,0.0,872.0,188.0,70.8,218.8,458.8,5.1,0.0
AUT Telecommunications,109.5,0.0,1.5,309.4,167.2,4.6,29.3,29.4,87.1,5.4,64.1,32.0,55.7,146.7,81.6,174.9,10.7,33.9,144.2,100.9,52.4,32.1,0.0,208.5,88.8,5.3,2448.9,211.5,1908.4,1575.7,460.7,19.6,70.6,608.9,175.5,226.9,40.5,734.1,10645.4,1385.0,773.6,447.8,1321.6,444.9,2778.6,0.0,0.0,0.0,0.0,1605.0,1898.9,971.0,740.4,1125.7,59.6,0.0
"AUT Computer programming, consultancy and related activities; information service activities",51.4,0.0,0.5,226.4,148.6,6.1,25.7,39.1,40.6,1.0,56.9,37.8,29.7,67.4,116.3,62.5,15.6,28.4,68.5,78.2,29.1,10.8,0.0,106.7,21.1,5.5,810.9,19.5,1278.2,1356.4,223.9,23.3,58.7,229.7,98.1,183.6,233.4,38.3,2301.7,4913.2,4126.0,3602.3,1930.4,249.0,3107.6,0.0,0.0,0.0,0.0,1747.8,4529.3,1112.8,395.8,620.8,59.7,0.0
"AUT Financial service activities, except insurance and pension funding",1501.7,0.3,21.5,3788.9,668.9,20.1,42.0,39.9,63.4,2.9,103.2,86.7,44.4,97.2,382.1,111.5,16.0,54.1,77.8,119.0,152.2,28.6,0.0,3450.5,1366.5,117.5,3161.9,77.9,1950.5,1143.3,880.7,336.0,87.1,1867.0,51.2,1017.6,147.9,220.0,824.5,371.4,9785.8,8824.5,963.8,25837.7,3970.3,0.0,0.0,0.0,0.0,1750.6,1738.3,1329.6,1423.7,485.8,32.3,0.0
"AUT Insurance, reinsurance and pension funding, except compulsory social security",253.3,0.1,5.0,439.1,84.4,6.9,17.2,10.7,11.6,0.9,14.0,13.5,15.8,22.3,67.3,43.0,3.8,11.6,15.8,17.2,19.1,11.4,0.0,147.2,38.8,18.6,608.6,60.4,368.2,310.6,218.1,32.5,96.9,135.1,291.3,193.1,8.6,14.5,45.0,100.1,1406.0,400.6,265.7,2656.5,739.8,0.0,0.0,0.0,0.0,281.2,201.0,97.9,244.3,153.2,4.5,0.0
AUT Activities auxiliary to financial services and insurance activities,1322.4,0.0,10.9,2959.0,396.9,16.4,36.4,43.9,64.9,2.6,93.7,43.5,44.5,100.3,367.8,115.6,6.7,22.6,68.4,98.4,25.0,31.2,0.0,2894.4,552.7,132.5,3138.0,101.2,1383.2,987.0,626.2,229.4,45.6,999.7,42.7,891.0,2.7,33.7,185.6,176.2,703.9,5608.3,827.4,3078.1,2438.3,0.0,0.0,0.0,0.0,1520.1,4799.2,717.0,868.4,210.3,1.9,0.0
AUT Real estate activities,1526.6,0.0,0.3,1250.8,427.0,7.6,44.6,133.0,70.0,4.4,53.6,32.4,45.4,163.2,104.4,365.2,8.8,31.0,81.2,185.8,158.5,9.0,0.0,70.2,10.6,24.0,4431.6,78.1,10080.6,8350.5,1628.4,151.8,372.8,1385.3,596.5,4876.5,158.9,320.6,1418.3,1622.9,661.0,1028.7,1274.0,7816.7,3679.7,0.0,0.0,0.0,0.0,9012.6,1855.4,1666.9,889.8,1088.6,53.8,0.0
AUT Legal and accounting activities; activities of head offices; management consultancy activities,2340.4,0.1,20.2,9015.7,1515.5,31.4,128.3,504.3,717.5,6.5,320.4,661.3,278.6,593.0,500.0,885.1,59.9,410.0,837.7,416.8,834.6,109.2,0.0,1030.3,445.5,36.3,17613.9,430.2,5682.6,5370.6,2319.3,429.8,1048.2,2297.5,201.1,734.3,565.9,878.5,2680.7,3449.9,555.0,828.8,5335.7,5882.9,22181.6,0.0,0.0,0.0,0.0,6377.7,4836.2,1146.7,2014.9,3026.9,45.8,0.0
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
