Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,789.3,0.8,0.9,209.6,49.3,4.2,6.1,33.9,8.3,4.1,44.2,487.8,33.8,18.8,8.2,21.3,6.3,4.5,6.4,11.6,6.5,4.7,0.0,7.5,5.3,0.4,183.0,10.6,153.8,82.5,14.3,6.0,6.6,14.3,2.4,26.5,4.7,14.0,9.6,17.9,6.0,5.5,10.4,18.9,76.8,0.0,0.0,0.0,0.0,58.9,30.5,78.8,506.0,585.3,5.1,0.0
AUT Manufacture of rubber and plastic products,97.5,3.8,12.9,321.8,723.5,41.2,78.8,146.9,297.3,21.9,340.0,121.1,385.4,67.8,30.4,83.3,77.1,56.8,98.8,383.6,86.2,143.1,0.0,29.8,62.3,2.4,2967.9,127.9,494.9,257.5,251.7,4.7,52.0,67.1,65.2,122.1,28.2,11.1,88.4,37.3,5.1,2.7,6.9,236.9,95.9,0.0,0.0,0.0,0.0,103.2,253.7,69.5,104.4,187.1,15.0,0.0
AUT Manufacture of other non-metallic mineral products,41.1,13.7,1.9,194.5,367.5,4.5,59.1,9.6,7.0,3.1,97.7,62.0,50.0,1698.5,55.4,275.0,20.0,32.4,42.5,143.7,36.1,45.0,0.0,84.9,79.2,2.0,9735.6,66.7,218.1,65.8,25.1,1.4,5.8,14.2,3.3,72.1,2.9,5.7,12.6,15.1,4.0,2.8,12.7,117.0,85.8,0.0,0.0,0.0,0.0,51.3,57.4,23.3,49.3,134.8,9.2,0.0
AUT Manufacture of basic metals,46.1,2.6,3.7,1125.7,76.0,28.2,68.1,34.1,29.9,46.5,81.4,16.1,88.2,135.5,4685.0,4805.9,412.6,905.6,1274.5,1261.7,636.3,568.2,0.0,132.1,52.7,1.9,5678.2,150.0,997.7,175.7,105.8,5.1,12.8,52.5,13.3,65.2,7.0,22.7,48.0,51.1,11.7,8.6,49.4,179.8,269.5,0.0,0.0,0.0,0.0,108.0,155.2,70.2,71.4,376.9,8.5,0.0
"AUT Manufacture of fabricated metal products, except machinery and equipment",127.4,19.3,31.7,2291.2,372.4,34.0,169.9,55.0,19.3,8.6,138.7,40.9,151.7,348.1,318.1,1499.5,71.9,192.0,646.6,384.9,391.6,170.1,0.0,106.7,219.6,3.3,8569.7,83.7,329.0,349.1,440.8,11.7,27.1,55.3,74.9,197.2,12.4,46.3,101.6,49.7,16.8,9.5,24.8,268.3,171.5,0.0,0.0,0.0,0.0,116.7,347.9,227.3,141.9,338.0,30.0,0.0
"AUT Manufacture of computer, electronic and optical products",34.6,2.9,3.2,162.4,47.5,7.1,6.7,8.2,8.3,2.4,14.6,8.6,10.5,10.6,8.0,21.8,90.2,42.5,78.3,35.2,75.1,10.1,0.0,25.7,12.7,1.8,394.2,37.8,98.2,58.7,50.7,3.6,17.4,51.0,32.8,43.9,8.6,43.3,128.0,69.6,16.2,14.0,24.5,44.7,178.2,0.0,0.0,0.0,0.0,86.9,99.4,123.6,258.5,158.7,7.4,0.0
AUT Manufacture of electrical equipment,35.0,2.9,6.7,181.7,52.3,5.2,4.7,13.3,4.1,1.8,11.8,5.0,18.0,9.5,10.4,31.6,67.5,191.7,203.8,45.4,92.1,9.5,0.0,226.0,11.8,1.2,1118.7,59.6,69.6,43.0,66.0,1.7,5.4,18.7,23.7,30.8,2.4,19.4,141.4,28.7,8.1,2.3,8.8,34.2,84.2,0.0,0.0,0.0,0.0,40.5,47.4,29.1,47.5,154.3,6.6,0.0
AUT Manufacture of machinery and equipment n.e.c.,151.1,31.1,37.4,1563.0,130.0,11.3,19.0,18.4,22.4,4.1,34.2,14.6,24.7,44.9,28.8,111.3,40.7,71.1,306.4,133.0,139.4,16.7,0.0,66.3,32.1,1.9,807.5,221.7,167.2,107.0,78.4,7.7,14.3,46.9,19.4,58.2,8.9,24.3,76.2,49.2,17.3,8.9,38.3,68.0,289.6,0.0,0.0,0.0,0.0,146.1,141.4,81.8,74.7,349.9,8.8,0.0
"AUT Manufacture of motor vehicles, trailers and semi-trailers",53.0,3.5,9.0,202.1,45.2,7.3,6.5,5.7,6.3,1.5,12.0,7.3,7.3,18.8,12.7,24.3,13.0,21.2,54.8,2857.4,15.1,23.9,0.0,15.0,6.8,0.7,456.6,2383.6,155.3,186.0,782.3,6.2,40.1,359.6,32.0,42.7,3.1,11.6,74.1,33.5,6.0,4.9,23.2,41.2,135.2,0.0,0.0,0.0,0.0,80.9,203.5,72.4,40.9,135.7,6.5,0.0
AUT Manufacture of other transport equipment,41.5,0.4,20.4,245.7,14.5,1.3,2.8,3.4,3.3,0.6,4.1,4.1,7.0,5.3,4.2,12.5,3.9,4.2,13.5,54.8,236.8,3.1,0.0,5.6,4.2,0.4,248.7,43.7,141.9,79.7,470.8,124.6,1017.1,161.6,38.4,25.5,2.9,7.6,23.4,28.9,7.5,8.1,28.9,68.9,138.7,0.0,0.0,0.0,0.0,96.1,258.5,20.8,13.8,30.3,1.7,0.0
AUT Manufacture of furniture; other manufacturing,20.5,1.9,3.2,79.1,44.5,18.9,57.7,13.3,7.7,1.5,19.9,6.6,18.3,12.0,35.6,50.1,6.5,9.8,21.6,142.6,21.8,198.5,0.0,11.7,9.7,1.8,835.3,37.5,90.9,80.1,30.7,1.0,5.1,12.9,11.2,91.4,2.2,38.3,19.7,15.8,9.8,4.6,6.1,33.6,52.0,0.0,0.0,0.0,0.0,45.9,68.1,196.2,152.7,379.5,8.6,0.0
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",344.9,3.2,8.0,3118.8,889.5,40.8,117.5,276.8,59.2,219.5,458.9,136.8,246.9,420.0,2190.3,241.9,72.0,33.7,71.2,178.5,60.1,77.7,0.0,12315.3,392.7,4.6,1547.0,100.4,585.1,1185.7,277.0,29.2,26.8,437.7,33.9,1076.1,39.1,75.7,376.8,110.0,90.5,44.5,76.8,541.7,654.9,0.0,0.0,0.0,0.0,789.6,2030.7,491.9,357.2,249.0,35.1,0.0
"AUT Water collection, treatment and supply",590.8,0.8,2.7,338.7,196.3,12.6,12.2,64.8,10.4,18.4,72.2,61.0,31.6,36.1,41.4,15.4,8.5,6.3,30.1,79.1,5.8,5.4,0.0,153.8,1058.0,13.0,1058.1,63.5,95.8,41.3,134.6,4.2,3.7,123.3,6.2,272.7,10.9,12.7,191.8,28.6,18.7,27.1,33.0,347.9,810.1,0.0,0.0,0.0,0.0,554.6,331.1,72.5,156.5,184.9,27.0,0.0
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",49.2,0.4,0.8,52.4,48.7,2.7,3.5,4.4,4.4,1.0,10.7,5.1,10.0,18.0,11.5,18.6,3.3,5.7,8.8,9.3,15.9,5.1,0.0,54.3,17.5,19.0,973.5,7.4,133.2,35.6,49.8,6.2,5.3,61.4,3.6,34.1,1.0,3.3,191.7,130.6,6.8,5.0,28.2,150.1,159.2,0.0,0.0,0.0,0.0,200.4,63.7,31.7,125.4,40.1,2.7,0.0
AUT Construction,1168.4,16.6,16.8,8802.4,350.2,32.7,331.0,61.9,53.8,194.0,88.0,65.9,83.2,88.7,167.1,119.5,69.6,45.6,98.3,167.0,101.1,118.8,0.0,2150.8,843.5,14.9,85227.4,102.6,2646.9,1221.9,1530.5,50.1,225.2,1718.8,68.9,1062.9,83.9,144.7,1227.4,703.3,290.7,280.3,375.7,6728.9,1739.2,0.0,0.0,0.0,0.0,1071.6,4717.4,325.7,448.2,546.8,53.4,0.0
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,228.9,55.8,22.9,791.3,184.4,0.5,13.9,13.8,49.5,11.1,76.3,26.1,6.3,22.5,7.8,23.4,3.2,3.1,14.5,64.8,0.5,22.2,0.0,104.3,48.0,19.7,1132.8,40.2,640.3,491.6,2787.3,50.6,19.4,323.4,170.1,47.0,27.6,30.1,315.2,210.6,49.6,28.0,44.8,98.2,212.2,0.0,0.0,0.0,0.0,492.6,265.7,57.4,91.2,186.8,20.1,0.0
"AUT Wholesale trade, except of motor vehicles and motorcycles",2028.6,117.9,98.6,3878.8,3244.0,525.7,425.7,304.0,294.6,186.9,1105.2,502.6,502.9,405.7,711.7,933.8,371.0,356.1,829.9,1269.6,469.5,401.4,0.0,411.4,235.9,35.3,8040.1,1242.6,2526.9,1710.1,1898.8,96.1,744.6,444.4,308.6,2196.8,305.8,383.1,847.0,473.6,256.0,131.0,130.1,488.4,1239.5,0.0,0.0,0.0,0.0,1076.2,1268.6,1236.1,2728.9,2282.7,164.8,0.0
"AUT Retail trade, except of motor vehicles and motorcycles",728.6,42.2,32.2,1061.1,1100.1,238.5,109.8,74.3,80.1,31.5,319.1,110.1,90.0,109.4,110.1,214.8,78.6,63.4,156.2,298.7,94.0,111.3,0.0,130.5,74.2,17.6,2317.7,277.6,1257.8,1113.3,1263.8,32.7,128.8,268.8,143.6,959.3,48.9,160.7,301.9,194.2,182.7,60.4,62.6,226.1,419.2,0.0,0.0,0.0,0.0,537.0,476.8,453.3,1059.8,1125.7,65.2,0.0
AUT Land transport and transport via pipelines,1006.9,27.5,21.3,1934.8,3117.3,116.9,779.3,213.6,112.2,90.6,489.6,167.0,209.6,783.4,1475.6,461.2,65.5,97.0,172.1,240.4,99.2,181.3,0.0,259.1,66.1,13.4,4402.2,107.8,1522.1,659.9,2415.3,162.9,420.9,593.3,161.9,856.0,69.7,71.7,287.0,141.9,81.8,55.2,147.1,194.8,456.9,0.0,0.0,0.0,0.0,466.1,666.2,359.6,483.6,426.6,43.6,0.0
AUT Water transport,25.7,0.5,3.6,349.3,113.4,6.9,11.9,33.2,5.6,217.9,219.1,11.9,40.4,104.4,394.7,47.6,3.9,2.8,28.8,16.2,3.9,4.6,0.0,160.3,2.0,3.2,244.8,10.8,499.2,67.5,62.9,864.1,46.2,63.5,24.0,92.2,10.2,2.7,60.2,44.9,22.9,17.2,8.3,55.3,229.5,0.0,0.0,0.0,0.0,225.6,193.4,60.2,54.4,42.7,15.0,0.0
AUT Air transport,202.8,2.5,5.1,1158.8,304.2,41.1,32.2,83.7,116.9,30.8,153.8,63.5,96.2,79.2,45.0,139.5,48.7,45.0,146.1,131.6,35.9,25.7,0.0,213.9,114.4,5.9,722.5,36.7,1890.1,663.7,240.1,59.5,475.5,459.3,260.4,219.1,73.3,186.9,743.9,934.4,246.3,161.8,376.4,148.4,2730.7,0.0,0.0,0.0,0.0,1555.7,1812.7,643.3,239.5,665.5,49.2,0.0
AUT Warehousing and support activities for transportation,872.4,4.8,15.4,2555.2,1229.7,38.9,163.4,429.6,103.4,60.1,436.7,354.5,160.3,205.8,227.9,558.4,21.3,27.2,71.1,311.8,42.5,44.8,0.0,75.5,27.6,5.6,3107.8,137.9,6849.0,824.6,1200.6,580.2,1567.1,2176.1,126.0,223.3,163.3,37.9,570.1,166.6,164.2,62.7,58.6,322.5,1106.7,0.0,0.0,0.0,0.0,1319.3,1258.2,379.6,198.7,322.9,24.9,0.0
AUT Postal and courier activities,66.2,2.7,1.6,386.5,73.9,8.6,10.0,12.9,15.0,2.2,28.6,8.4,7.4,28.8,13.3,22.6,6.9,12.7,22.2,12.4,7.2,12.4,0.0,59.3,34.3,7.4,482.3,79.5,660.7,619.0,426.1,9.0,34.5,255.0,407.9,181.7,71.4,60.0,264.4,119.5,225.5,239.4,630.9,99.9,1074.8,0.0,0.0,0.0,0.0,623.6,652.8,331.1,312.1,390.4,74.3,0.0
AUT Accommodation and food service activities,155.6,2.7,5.9,1223.9,630.3,14.0,21.8,62.0,46.3,73.3,136.6,72.9,34.1,61.5,27.1,125.4,30.3,10.9,34.4,86.7,15.0,17.6,0.0,92.4,35.1,5.4,999.4,22.2,649.0,372.0,183.5,27.0,161.3,251.8,71.6,120.1,64.2,98.4,262.1,146.6,212.8,70.7,86.9,93.1,1240.6,0.0,0.0,0.0,0.0,754.6,643.6,217.9,293.7,259.4,35.7,0.0
AUT Publishing activities,25.2,0.4,0.2,104.7,47.7,9.4,22.9,32.8,14.4,2.1,37.2,25.2,23.5,17.1,6.5,47.7,40.2,9.3,17.4,40.7,5.1,4.7,0.0,12.5,14.5,6.0,242.5,35.7,610.0,721.0,111.6,6.1,17.1,85.0,80.6,102.0,782.5,79.1,227.3,230.1,103.6,63.6,21.2,158.9,870.9,0.0,0.0,0.0,0.0,537.6,512.8,839.6,97.4,300.1,36.3,0.0
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",26.3,3.0,3.8,112.9,103.3,1.6,12.3,3.7,4.5,1.2,22.7,18.8,14.9,10.3,2.1,10.5,4.4,7.7,7.3,65.0,66.7,3.2,0.0,11.2,13.1,2.2,318.2,15.4,251.0,759.3,41.7,6.1,103.7,74.3,13.6,1079.6,372.7,2838.8,382.2,224.0,243.5,34.7,29.5,256.5,1395.7,0.0,0.0,0.0,0.0,807.1,221.4,78.3,137.1,568.3,17.3,0.0
AUT Telecommunications,120.5,2.1,4.5,340.7,259.8,17.7,47.2,34.5,72.3,40.5,82.7,32.8,75.7,118.3,31.7,140.5,40.5,41.0,155.1,127.2,33.6,36.3,0.0,194.3,93.4,11.7,2271.2,250.2,1950.2,1758.2,431.6,21.1,79.6,854.0,163.6,396.9,48.2,554.5,6625.2,993.4,558.8,224.0,952.5,442.2,2496.0,0.0,0.0,0.0,0.0,1355.3,1973.3,804.1,542.1,1066.0,173.2,0.0
"AUT Computer programming, consultancy and related activities; information service activities",38.4,0.3,0.7,215.7,149.4,16.7,27.8,29.9,32.3,9.0,68.4,35.0,39.1,56.5,56.9,44.5,49.6,26.7,59.7,117.7,16.9,12.8,0.0,91.9,15.3,8.6,583.1,26.1,1307.8,1068.4,182.2,20.8,55.3,256.2,97.7,198.6,117.3,50.0,2010.3,3856.9,3081.8,2461.6,1385.7,205.5,2850.2,0.0,0.0,0.0,0.0,1684.4,4870.0,916.7,285.4,527.9,168.4,0.0
"AUT Financial service activities, except insurance and pension funding",1182.7,20.6,42.9,3973.9,667.4,39.4,68.4,52.5,66.5,29.1,144.9,77.6,66.7,96.4,175.1,132.2,56.6,51.4,67.6,124.0,84.0,39.4,0.0,2360.0,828.9,74.2,3142.8,152.9,2022.4,1241.6,728.7,200.8,121.7,1391.3,78.6,837.3,121.7,234.2,674.2,395.7,7018.1,7059.1,988.8,20111.6,3103.4,0.0,0.0,0.0,0.0,1999.9,1400.3,917.3,1024.3,596.3,141.9,0.0
"AUT Insurance, reinsurance and pension funding, except compulsory social security",244.9,12.5,13.6,459.3,212.2,6.8,20.1,18.3,13.7,7.7,27.0,16.5,22.5,29.9,10.4,34.3,11.4,10.0,16.3,46.4,24.5,9.9,0.0,74.2,16.8,10.1,1061.3,172.1,448.4,395.8,176.6,25.6,57.3,84.7,152.0,298.2,65.7,59.7,58.5,104.4,922.3,237.2,215.9,1515.3,415.3,0.0,0.0,0.0,0.0,314.0,185.9,66.6,192.7,249.2,13.5,0.0
AUT Activities auxiliary to financial services and insurance activities,899.7,0.7,13.8,2361.7,288.8,14.3,27.1,27.1,35.0,11.9,81.7,32.9,38.2,61.2,23.7,53.4,12.7,15.3,49.8,59.1,11.3,22.0,0.0,1202.4,414.8,108.7,4685.9,97.3,949.8,758.5,397.4,143.0,27.8,700.7,49.9,556.4,6.5,33.6,208.8,123.3,6278.8,7163.4,3855.8,1395.7,1507.2,0.0,0.0,0.0,0.0,906.5,4102.4,447.6,440.5,181.2,9.7,0.0
AUT Real estate activities,1122.3,0.0,0.4,1674.0,370.6,15.7,51.7,70.8,61.8,29.3,60.0,22.3,46.6,105.6,175.2,234.2,39.4,20.5,53.2,162.3,108.8,8.1,0.0,37.5,8.7,15.6,3887.7,57.0,7053.4,5062.9,1428.2,120.0,314.3,1452.7,462.5,2849.5,76.4,293.5,1489.7,1049.9,791.0,849.4,754.9,6368.0,2763.4,0.0,0.0,0.0,0.0,6358.3,1336.4,819.6,383.9,846.6,32.6,0.0
AUT Legal and accounting activities; activities of head offices; management consultancy activities,1756.2,9.2,29.6,8023.5,1302.7,77.4,169.6,382.0,400.2,42.1,396.6,548.7,322.9,419.1,145.6,549.6,384.7,367.4,557.6,955.4,425.1,106.0,0.0,605.0,429.9,29.5,14983.4,609.8,5145.2,5269.9,1859.0,268.1,554.1,2056.4,165.3,954.1,361.3,765.9,1959.5,3383.2,458.2,505.0,3749.6,4735.2,18412.1,0.0,0.0,0.0,0.0,5259.7,4339.2,856.1,1332.1,2532.9,149.5,0.0
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
