Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
"AUT Crop and animal production, hunting and related service activities",0.3482466295701535,0.29635164835164834,0.15759613364152134,0.004155622761089446,0.4012850875123838,0.16469329283026685,0.000699839037021485,0.0005314555238158507,0.00042329834067050457,6.555657532450504e-05,0.0073917109373445545,0.01227839935938786,0.015361346987863988,0.0005443052067741257,0.00017682453029427587,0.00043815623854818927,0.00046698058139082375,0.00031776294884016526,0.0002987551867219917,0.00032401285542896674,0.00047357926221335987,0.002385008517887564,0.0,0.0002955723265483064,0.0018023082773901253,0.00047649301143583235,0.002655524540718126,0.0007379118389539776,0.006384846872973426,0.03018589423159967,0.0013866703440244853,0.0010348781920398288,0.000574526247509614,0.001356876488295817,0.0011040452216922807,0.03409199153154315,0.00037224692379278257,0.007016169242823563,0.0008796768391154216,0.0010344047324016507,0.0005400079970649947,0.0004417286313774571,0.0006949797930245054,0.0025505659985867167,0.0015477860395962902,0.0,0.0,0.0,0.0,0.005540255391656677,0.003072381563926941,0.004436717915285851,0.007679712670997729,0.01421288302740123,0.01435791921993112,0.0
AUT Forestry and logging,0.0036530672524249103,0.09696703296703296,0.0008405127127547805,0.00022397104502329938,3.774118979100816e-05,6.903931789153924e-05,0.2418468752186997,0.023760490710600324,0.0008748165707190428,7.866789038940606e-05,0.01419646232515569,0.005338434504081678,0.004719559750719778,7.422343728738078e-05,3.7357295132593496e-05,6.373181651610026e-05,7.783009689847063e-05,6.355258976803305e-05,4.9792531120331946e-05,7.881393780704596e-05,7.477567298105683e-05,0.0034923339011925045,0.0,4.33506078937516e-05,3.30698766493601e-05,0.00015883100381194413,0.0002576923402195559,5.178328694413878e-05,0.000138444611225672,0.00015441024446543963,0.0002183431204679438,8.390904259782395e-05,0.00021313070472130842,0.00028305701577031943,0.00013248542660307367,0.00016900040867371552,0.0001654430772412367,7.123014459719353e-05,7.440052868140381e-05,0.00018317583802945897,9.068836591931209e-05,0.00010393614855940168,0.00012848365921461444,0.00014289433453325425,0.00014999843408228158,0.0,0.0,0.0,0.0,0.00025261781401384934,0.00010033176369863014,0.00015090877262877045,0.00015845349389954048,0.00017143626856716015,0.0001789148812452476,0.0
AUT Fishing and aquaculture,0.0006620335634041427,0.0,0.01964698466064299,7.039089986446552e-05,0.007240647261404915,0.01077013359108012,5.248792777661138e-05,6.643194047698134e-05,5.643977875606728e-05,1.311131506490101e-05,0.0001094331363536879,0.00011121738550170164,7.288895367906994e-05,4.948229152492052e-05,7.471459026518699e-06,4.779886238707519e-05,7.783009689847063e-05,3.1776294884016526e-05,3.319502074688797e-05,6.129972940548019e-05,4.985044865403789e-05,0.014991482112436115,0.0,3.1527714831819346e-05,3.30698766493601e-05,0.00015883100381194413,4.576775154478598e-05,5.178328694413878e-05,0.000324251852607495,0.005802161219997959,4.9797553790934555e-05,5.593936173188264e-05,0.0001575313904461845,0.00019769061418879456,8.832361773538246e-05,0.010502607215395629,0.00012408230793092752,5.935845383099461e-05,3.5012013497131204e-05,0.00012930059155020633,7.007737366492296e-05,6.92907657062678e-05,8.76024949190553e-05,6.263861239813885e-05,0.00011043840751113039,0.0,0.0,0.0,0.0,0.00014612206889036387,0.000169449200913242,0.00015090877262877045,0.00023239845771932607,0.0005265542534562776,0.0002236436015565595,0.0
AUT Mining and quarrying,0.006593175282722282,0.002373626373626374,0.007039293969321287,0.15286599748384527,0.010305231872434779,0.006593254858641997,0.009902722373854013,0.019309550698642576,0.010074500507958009,0.8527009309033696,0.11317375992359575,0.012233912405187179,0.013192900615911659,0.15862785605601395,0.6989699348488774,0.013160620110574702,0.012219325213059889,0.012202097235462344,0.010622406639004149,0.00856444790836566,0.01036889332003988,0.014877910278250993,0.0,0.09001950777355218,0.011475247197327955,0.010959339263024144,0.02045370766047691,0.007599197359052366,0.06751542928759319,0.010981447216559062,0.017122697341959803,0.020893351606858165,0.010137608302830932,0.014283146875140405,0.026695813460519347,0.011952937995286425,0.008582359631889153,0.006921195716693971,0.008853662913087054,0.013134785091641794,0.0029514940908285203,0.0031354071482086175,0.012848365921461444,0.009560218217265942,0.018558597465191302,0.0,0.0,0.0,0.0,0.011907710291946939,0.01092947345890411,0.008970017445054115,0.012126974066444831,0.010457612382596768,0.010779621595026169,0.0
"AUT Manufacture of food products, beverages and tobacco products",0.048939558033183166,0.005362637362637362,0.0775372977516285,0.0033787631934943446,0.20434023682596594,0.09748351686285338,0.0019245573518090837,0.0036759007063929677,0.0025397900440230275,0.0004326733971417333,0.033367158120933556,0.024378850901972997,0.010423120376107,0.0020164033796405112,0.0003436871152198602,0.001736692000063732,0.004591975717009767,0.004130918334922148,0.0036514522821576765,0.0026884309896403453,0.005333998005982054,0.006927881885292447,0.0,0.0010010049459102642,0.00350540692483217,0.012865311308767472,0.0017431543631840226,0.008026409476341511,0.01846778248165609,0.06678112216990885,0.0016624721804050458,0.0014264537241630072,0.0032154936755780014,0.0014107921103473065,0.004968203497615263,0.32625067984255307,0.002192120773446386,0.0040719899328062305,0.0026215245105976987,0.0029254258838234183,0.002922638701672376,0.0006842463113493944,0.0011329922676197818,0.0011960060054769638,0.004216439498708531,0.0,0.0,0.0,0.0,0.004279642966822861,0.009926155821917809,0.020843519675485776,0.04895684783182802,0.03235247296817408,0.03368072639441786,0.0
"AUT Manufacture of textiles, wearing apparel and leather products",0.0015209796738720816,0.002197802197802198,0.006303845345660853,0.0016125915241677554,0.001826673585884795,0.11512306258414166,0.0019945412555112322,0.0027458535397152286,0.005248899424314257,0.0001507801232463616,0.0032133548220219257,0.001979669461930289,0.00608622763220234,0.001979291660996821,0.0002963678747185751,0.003449484568933926,0.00365801455422812,0.002669208770257388,0.0034190871369294607,0.0035641414097186343,0.006754735792622134,0.01854060193072118,0.0,0.0005990265818045675,0.0008267469162340025,0.0044472681067344345,0.001986917387716035,0.003301184542688847,0.002579441703888836,0.0031300788539095894,0.0019076293682988774,0.0008390904259782396,0.0007505907427141731,0.000732353866199398,0.0027159512453630106,0.0023229874355877984,0.0013649053872402026,0.0014602179642424675,0.0009497008661096839,0.0006141778098634801,0.00021435431944564673,8.661345713283474e-05,0.00013432382554255144,0.0002936184956162759,0.0006082354085314494,0.0,0.0,0.0,0.0,0.001020377836997117,0.0022139875856164383,0.0038089374211501665,0.009427982887022658,0.0038736433064341666,0.012345126805922084,0.0
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.0010049329988083397,0.0051868131868131875,0.008089934860264762,0.000966275079957663,0.0005604566683964712,0.0055576650902689085,0.1259710266638673,0.018822383135144713,0.0024269104865108928,0.0002687819588304707,0.0007759804214170596,0.0007785216985119114,0.004300448267065126,0.0028204906169204697,0.0002814249566655377,0.011407995156381944,0.001712262131766354,0.0014617095646647599,0.0033360995850622408,0.0015324932351370047,0.022158524426719842,0.16331629755820556,0.0,0.00013793375238920963,0.003075498528390489,0.001588310038119441,0.029370957078306136,0.001022719917146741,0.002967450943244996,0.003493858921379015,0.0013560256955377561,0.00036360585125723714,0.0002779965713756197,0.0026418654805229814,0.0014131778837661194,0.000808129226930676,0.0010546996174128837,0.001662036707267849,0.0007571347918754624,0.0003394140528192916,7.007737366492296e-05,3.46453828531339e-05,0.00012264349288667743,0.0009943879718204542,0.0002769201859980583,0.0,0.0,0.0,0.0,0.000591918211267745,0.0012485730593607307,0.007497147824197316,0.0010405112766069826,0.002877680222377331,0.0010734892874714856,0.0
AUT Manufacture of paper and paper products,0.0013682026977018947,0.0003516483516483517,0.0006303845345660853,0.0010865795269987496,0.013694390715667313,0.006558735199696227,0.0037441388480649444,0.15066764100179367,0.12270007901569026,0.00017700275337616364,0.009023259515708629,0.020085859821607314,0.012008455118626773,0.009315041379566288,0.0002316152298220797,0.002294345394579609,0.005136786395299062,0.0038131553860819827,0.0032697095435684645,0.0018039634653612743,0.00211864406779661,0.003719477569562748,0.0,0.001008886874618219,0.0008267469162340025,0.004129606099110547,0.0025072768237578407,0.0017606317561007184,0.010142889411901864,0.00981944469888694,0.0016739639235875694,0.0017341202136883617,0.0029004308946856323,0.0005032124724805679,0.004946122593181417,0.004354065074375543,0.0703546685968359,0.004048246551273833,0.0020044377727107612,0.0018155958063508142,0.001158337764696668,0.0006366089099263352,0.000297848482724788,0.0003954062407632515,0.001467017652013523,0.0,0.0,0.0,0.0,0.0020605688358776735,0.005522706192922375,0.009078671761346831,0.010177996091480483,0.003224634575429917,0.00988504718879993,0.0
AUT Printing and reproduction of recorded media,0.0010456735257870563,0.0012307692307692306,0.0010506408909434755,0.002237150781147013,0.0028003962824928058,0.005108909523973903,0.0023094688221709002,0.05144046590934255,0.13576588779771984,0.0001245574931165596,0.00438727392108876,0.0048713214849745315,0.0053755603338314075,0.003414278115219516,0.00035613954693072467,0.0035211828625145393,0.005370276685994474,0.004861773117254528,0.006522821576763485,0.0034940845761123706,0.003614157527417747,0.004173764906303236,0.0,0.001395101381308006,0.0014550745725718443,0.006353240152477764,0.0018595636442870654,0.003534209333937472,0.011860695574873032,0.021371424683131864,0.0017773896122302794,0.0009229994685760635,0.0008710559236436085,0.0008267062047895043,0.014816286875110406,0.0054080130775588965,0.10360872712232448,0.042548139706056934,0.00896745195695273,0.00938506793668581,0.0031576040133724113,0.006171208820714475,0.0025346321863246664,0.0017088596444867256,0.005882905618018274,0.0,0.0,0.0,0.0,0.006488810516826327,0.013335206192922376,0.01836257945346879,0.004827549780806,0.011204584695639395,0.019322807174486742,0.0
AUT Manufacture of coke and refined petroleum products ,0.02562579146961266,0.15973626373626373,0.11063248581634798,0.044748134961112226,0.002062556022078596,0.0023128171493665643,0.006386031212821051,0.006133882504041277,0.003217067389095835,0.0227022420348761,0.05183151276388308,0.002580243343639478,0.028864025656911697,0.008981035911773074,0.010034169472614613,0.0062297850644488,0.002334902906954119,0.002859866539561487,0.002821576763485477,0.002495774697223122,0.009496510468594217,0.002072685973878478,0.0,0.004981378943427457,0.02303316908627931,0.07210927573062263,0.011608094723326481,0.013709625218460742,0.00492935681548248,0.0033525342908513243,0.10121161278954405,0.06262411545884261,0.19472733169624243,0.0049108145751898275,0.04480215509627275,0.0018897318424424552,0.002543687312584014,0.0016857800888002469,0.014429326062505196,0.0009320417640910707,0.0011665821615984237,0.0005889715085032761,0.0032237718130212352,0.000608769014244412,0.0029142552907414705,0.0,0.0,0.0,0.0,0.00237510278077727,0.007440157676940639,0.002299849694862462,0.005878624623672952,0.003200143679920323,0.008319541977904013,0.0
