Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
"AUT Crop and animal production, hunting and related service activities",0.35571538576283757,0.23552155314248105,0.12847474014986704,0.0025075819217397735,0.39541616355168346,0.1363481598415204,0.0005027652086475616,0.00039332731773906196,0.0003616418540172383,8.83140174725887e-05,0.010818026484408372,0.007175678227481589,0.011193766746580174,0.00045912442271855676,0.000190735458588731,0.00037044964354512086,0.0004714757190004714,0.00022425834561414748,0.00023168775619319195,0.00028711110402194806,0.00038027262622126014,0.001858900593077808,0.0,0.0003185580325855908,0.0018651258045640727,0.0002564102564102564,0.0025530382595648905,0.0007735815557866437,0.005883793013307,0.025709270918907123,0.0010908432756604983,0.0006828146337957306,0.0005306937089721847,0.001344875969607921,0.0009291648447748142,0.034006593149149084,0.00035169301107832986,0.010449275362318839,0.0010303037358697044,0.0009723065041098913,0.0005792903692976104,0.00038391183577606643,0.00039175257731958763,0.0035816618911174787,0.001389358195797569,0.0,0.0,0.0,0.0,0.007147467834828003,0.0029816909391094356,0.004795072952562505,0.007688312448336148,0.015163643052814223,0.007536876861788034,0.0
AUT Forestry and logging,0.004285581819134739,0.06062849621586048,0.0013294657964708725,0.00020711591094015828,2.7017534379812494e-05,3.0953044231900206e-05,0.2462856053119745,0.049235325420513176,0.0010246519197155085,0.0001154875613103083,0.014395557454079454,0.007270095046264241,0.005094485968128614,5.4014637966889035e-05,7.513821095919706e-05,4.939328580601611e-05,6.73536741429245e-05,3.2036906516306786e-05,3.5644270183567996e-05,7.177777600548702e-05,5.8503480957116946e-05,0.0070815260688678406,0.0,4.054374960180246e-05,3.6571094207138685e-05,0.0,0.0003204801200300074,5.072665939584549e-05,0.00012033145090684272,0.0001303500353157654,0.00022501699856673955,3.593761230503846e-05,0.0001730522964039733,0.000206496703994917,0.00010931351114997815,0.00012383072005890328,0.00017584650553916493,7.246376811594203e-05,9.313480098257215e-05,0.00011722844375793017,6.143988765277686e-05,6.210338519906958e-05,8.934707903780069e-05,0.00016044037493333815,0.0001227014710962527,0.0,0.0,0.0,0.0,0.00021621011863355206,7.940223804790967e-05,0.00010264682161448786,0.00010241329617193727,0.00013423552866425706,0.00010766966945411476,0.0
AUT Fishing and aquaculture,0.0006813389721860497,0.0,0.01692047377326565,4.068348250610253e-05,0.009368849614168825,0.010462128950382269,3.467346266534908e-05,4.627380208694847e-05,6.0273642336206384e-05,2.03801578782897e-05,4.271678769756514e-05,9.441681878265248e-05,5.288393738541814e-05,2.7007318983444517e-05,8.669793572215044e-06,3.292885720401074e-05,3.367683707146225e-05,3.2036906516306786e-05,3.5644270183567996e-05,4.785185067032467e-05,2.9251740478558473e-05,0.005871765365436251,0.0,2.3167856915315694e-05,1.8285547103569342e-05,0.0,3.9609902475618894e-05,3.8044994546884115e-05,0.00028838054613881275,0.0053231316747554425,2.9350043291313858e-05,3.593761230503846e-05,0.00011536819760264885,0.00012178010748418181,5.465675557498908e-05,0.016067872621697152,0.0001172310036927766,4.3478260869565214e-05,3.492555036846455e-05,7.585369890219012e-05,4.388563403769776e-05,2.8228811454122532e-05,5.498281786941581e-05,5.4233366174649515e-05,8.117174241752101e-05,0.0,0.0,0.0,0.0,0.00010027135936628501,0.0001478524432616249,8.065107412566905e-05,0.00010241329617193727,0.0006413475258403393,0.00010766966945411476,0.0
AUT Mining and quarrying,0.004487161396704576,0.0016452780519907863,0.003142373700749335,0.17450809971151715,0.006536165048039253,0.004921534032872133,0.006206549817097485,0.012146873047823973,0.0069314688686637335,0.8143435551147404,0.07915420760358821,0.011518851891483602,0.0068749118601043584,0.1369271072460637,0.6075791335408304,0.007985247871972604,0.009362160705866505,0.011084769654642147,0.009891284975940117,0.0064280986067136135,0.006961914233896916,0.0070815260688678406,0.0,0.123641060392811,0.009618197776477475,0.005384615384615385,0.012280270067516877,0.00637887741902757,0.05444790685515828,0.00934276299635323,0.015844131703427595,0.008517214116294114,0.005653041682529794,0.00869933550419612,0.01169654569304766,0.008079117789788986,0.0062718586975635485,0.005942028985507246,0.007555560729711166,0.011888343355215977,0.0014043402892063284,0.0012985253268896365,0.007422680412371134,0.007095532074516645,0.015635942847542477,0.0,0.0,0.0,0.0,0.008460395946530298,0.007797847377946439,0.005762885842070533,0.008924587237840249,0.007825434152501504,0.0074650970821519575,0.0
"AUT Manufacture of food products, beverages and tobacco products",0.0533782721404929,0.007732806844356696,0.08569011360889534,0.003334196316295584,0.20865018319966577,0.0921781657225988,0.002219101610582341,0.0037713148700863003,0.0032849135073232476,0.0006589584380647003,0.028556172575822297,0.0360986970479008,0.010471019602312791,0.0021335781996921167,0.0005404171326680711,0.002025124718046661,0.005219909746076648,0.003459985903761133,0.004188201746569239,0.003556987566494134,0.00593810331714737,0.006904487917146144,0.0,0.0010888892750198376,0.004772527794031599,0.017692307692307695,0.001802850712678169,0.010170695208867021,0.015755121348044198,0.0988538291080723,0.0019615612266361427,0.0012218788183713074,0.0027226894634225134,0.0018796494850819368,0.006367512024486227,0.3203701534496896,0.0034778531095523727,0.006594202898550725,0.005361071981559309,0.005302863132344018,0.002760406380971189,0.000389557598066891,0.0007628865979381443,0.0018710511330254085,0.004815560811792933,0.0,0.0,0.0,0.0,0.004872561369205412,0.011833671477347088,0.02170247085563458,0.03854397553785268,0.03417537126067048,0.029393819760973335,0.0
"AUT Manufacture of textiles, wearing apparel and leather products",0.0014554045500542248,0.0033728200065811114,0.008218515832729029,0.001438715881352171,0.0020096889034829754,0.15532237595567522,0.0025831729685685065,0.00393327317739062,0.0065999638358145984,0.00018342142090460733,0.003299871849636907,0.0023289481966387612,0.007721054858271049,0.001890512328841116,0.0005115178207606877,0.0035398521494311545,0.003805482589075234,0.00269110014736977,0.0030297629656032793,0.003915876446521569,0.007195928157725385,0.02112655277212239,0.0,0.0007877071351207335,0.0009691339964891751,0.008717948717948718,0.001896474118529632,0.0035508661577091844,0.0026078729963776087,0.0029465170773703246,0.0020300446609825416,0.0008265650830158843,0.0011190715167456939,0.0011595584147406877,0.0034433756012243115,0.003524155357352031,0.0023836970750864576,0.0017681159420289854,0.0015774706916423158,0.0012481381364814919,0.00019748535316963992,5.081186061742056e-05,8.934707903780069e-05,0.0004338669293971961,0.0008305945735746337,0.0,0.0,0.0,0.0,0.0013223285516428835,0.0029734769144837895,0.004274506928660458,0.011462973935816122,0.004375083897205415,0.012489681656677312,0.0
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.00137477271902629,0.009131293188548863,0.015711868503746673,0.0014590576226052223,0.0009892574126762112,0.008264462809917354,0.16003536693191867,0.014344878646954025,0.0049725754927370264,0.00040080977160636416,0.0011533532678342589,0.0013533077358846854,0.005447045550698068,0.0028222648337699516,0.0005461969950495478,0.01799562046199187,0.0023910554320738194,0.001954251297494714,0.003707004099091071,0.0018981234099228787,0.030714327502486396,0.18848661886636567,0.0,0.00024326249761081478,0.004681100058513752,0.0020512820512820513,0.03131702925731432,0.001394983133385751,0.0047883618740171205,0.0064750622194063925,0.0019224278355810575,0.0005390641845755768,0.0004614727904105954,0.004209355889127154,0.002541539134236992,0.0013621379206479362,0.0020710810652390535,0.0034057971014492755,0.0019325471203883722,0.000696474871738291,8.777126807539552e-05,2.8228811454122532e-05,0.00010309278350515464,0.002225827736751241,0.00042851129136691325,0.0,0.0,0.0,0.0,0.0011656545526330634,0.002527181576490366,0.011628418505755553,0.0017190803286003756,0.004131471271111022,0.001543265262175645,0.0
AUT Manufacture of paper and paper products,0.0019271007615676438,0.00041131951299769657,0.000725163161711385,0.0015496708336415414,0.017914703565691054,0.006252514934843841,0.004524886877828055,0.17739062030031696,0.13709239949370142,0.00018342142090460733,0.009600598035027767,0.025933152892301883,0.013220984346354535,0.011181030059146028,0.00044215947218296733,0.0026754696478258726,0.005927123324577356,0.004260908566668803,0.003510960613081447,0.001985851802818474,0.002661908383548821,0.004455460151662683,0.0,0.0016217499840720984,0.0009691339964891751,0.005897435897435897,0.0030109527381845455,0.0019276130570421285,0.010060124231849661,0.010252181847393455,0.001990911269927457,0.0015453173291166535,0.003910981898729796,0.0008471659651073518,0.005875601224311325,0.00603089074449037,0.07026044821320412,0.00244927536231884,0.0038359896154696906,0.002923815303138964,0.0012068549360366883,0.00022583049163298025,0.00015807560137457043,0.0005694503448338199,0.002021742700678256,0.0,0.0,0.0,0.0,0.002503650504176929,0.006872400603457009,0.013160788914143266,0.016905509103810504,0.0035547556664793996,0.009654380361052291,0.0
AUT Printing and reproduction of recorded media,0.0008909817328586806,0.001563014149391247,0.0010877447425670776,0.0022080035505584734,0.0038946814944437395,0.005757266227133438,0.002496489311905134,0.044862451123296544,0.07223796033994334,0.0001426611051480279,0.004944468175993165,0.006262982312582614,0.006293188548864759,0.004334674696842845,0.0006011056876735765,0.003737425292655219,0.00585976965043443,0.005478311014288461,0.008126893601853502,0.004147160391428139,0.004036740186041069,0.0047505237378655096,0.0,0.0021777785500396753,0.0017919836161497955,0.013589743589743589,0.0023225806451612897,0.0038171811195373733,0.016450139211040618,0.03085051882345452,0.0019371028572267148,0.001185941206066269,0.001107534696985429,0.0008577555396711937,0.01891123742894622,0.007490085175454744,0.059865965885777916,0.029826086956521742,0.01397022014738582,0.014950074474540742,0.003383582384306497,0.002789006571667306,0.0009759450171821305,0.0022936194444695525,0.006748580910293898,0.0,0.0,0.0,0.0,0.009062024102728007,0.018426795243532138,0.024855194662365274,0.0075785839167233585,0.015695613481224426,0.022897749703908406,0.0
AUT Manufacture of coke and refined petroleum products ,0.029442713099850422,0.10718986508719973,0.1107082426879381,0.07353169613137067,0.0027308492442364323,0.0031881635558857215,0.008685702397669944,0.00846810578191157,0.0044903863540473755,0.028919444029293084,0.04655061939342161,0.004217284572291811,0.02987942462276125,0.010775920274394361,0.007039872380638617,0.00686566672703624,0.004209604633932781,0.004645351444864484,0.004188201746569239,0.003907901138076515,0.008307494295910605,0.0037473075447758985,0.0,0.008462059738319056,0.0382899356348742,0.15384615384615385,0.01020675168792198,0.018844953965556598,0.00466388106273418,0.0030313961701340787,0.15807444149313454,0.07820024437576367,0.20107523160165672,0.007523892727609668,0.06916812418014867,0.0028447597851369672,0.0027353900861647874,0.0024347826086956524,0.019959952035577492,0.0022549235946378336,0.0006802273275843153,0.0003218084505769969,0.0014914089347079038,0.001019135339365289,0.0027126463686971557,0.0,0.0,0.0,0.0,0.0032118169797013168,0.01159272675499481,0.0031820514700491237,0.009019685298571332,0.004797677228185484,0.009833829810142481,0.0
