Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
"AUT Crop and animal production, hunting and related service activities",0.39860277410384237,0.22794834307992207,0.1254335260115607,0.0021744532803180915,0.42939202271847166,0.15940176402914485,0.0007154294279971382,0.0006208213944603629,0.0006258605582676179,0.0003262855651265988,0.014663535178188502,0.004466651525475055,0.011078358329824107,0.0008102195695033354,0.0005140528421548105,0.0005288287199323099,0.0007760460453986937,0.00036359229184341286,0.0003815337657382678,0.00048420288100714206,0.0005657530802112144,0.0019646365422396855,0.0,0.0007059800664451826,0.0024678980449620177,0.0006180469715698393,0.0036783566368687034,0.0010298358147472488,0.00755812240327666,0.02791374319962418,0.0014683919225893895,0.0006916996047430829,0.0009113693324219641,0.0021421077174166472,0.0014270692504130989,0.03971242217610436,0.0006335379132844981,0.014027989653114014,0.0018598017143736107,0.0014237266444842589,0.0009030741634193109,0.0006281037156260429,0.0004505954296749276,0.005999690184816673,0.0019488483314386198,0.0,0.0,0.0,0.0,0.01049711064378744,0.003655141913161113,0.005916041355586217,0.00940510957297583,0.019132876952782166,0.0065439987681884665,0.0
AUT Forestry and logging,0.005297249635432563,0.05043859649122808,0.0017341040462427746,0.0003195115024140869,3.4421926767350804e-05,6.391409945033875e-05,0.27591728273089633,0.07435530085959885,0.0013768932281887595,0.00031323414252153485,0.017543143061370368,0.01075024604436369,0.00621942923779599,8.102195695033353e-05,0.0001796088243673434,7.554695999032998e-05,0.00012934100756644895,6.059871530723548e-05,6.936977558877596e-05,0.00010591938022031232,6.286145335680161e-05,0.010054316422050156,0.0,9.689922480620155e-05,7.712181390506305e-05,0.0,0.0005282862350873746,8.82716412640499e-05,0.00021117560970818476,0.0002045795511373108,0.00030120859950551583,0.0,0.0002563226247436774,0.0003060153882023782,0.0001502178158329578,0.00017047139045360215,0.0002771728370619679,9.948928831995754e-05,0.00019576860151301163,0.00015996928589710773,9.896703160759572e-05,7.851296445325536e-05,0.00012874155133569358,0.00032173115191668356,0.00020720513868743948,0.0,0.0,0.0,0.0,0.00035343806881439193,0.00012357241343427248,0.00011340654355756325,0.00013797226757421754,0.00019893511204727634,0.00015397644160443453,0.0
AUT Fishing and aquaculture,0.0007393088479669007,0.0,0.0161849710982659,5.325191706901448e-05,0.010959080934555311,0.012591077591716734,3.406806799986373e-05,4.775549188156638e-05,6.258605582676179e-05,5.220569042025581e-05,4.084550188910447e-05,0.00015141191611779846,6.478572122704156e-05,5.401463796688903e-05,1.8580223210414834e-05,3.0218783996131996e-05,6.467050378322448e-05,6.059871530723548e-05,3.468488779438798e-05,6.052536012589276e-05,6.286145335680161e-05,0.0016757194036750261,0.0,4.15282392026578e-05,3.8560906952531526e-05,0.0,6.985603108593384e-05,5.884776084269994e-05,0.0003437742483621613,0.005591841064419827,3.765107493818948e-05,0.0,0.00014240145819093187,0.0001602937747726743,7.51089079164789e-05,0.02081233323450934,0.00015838447832112454,3.316309610665252e-05,5.593388614657476e-05,9.598157153826463e-05,4.948351580379786e-05,1.962824111331384e-05,6.437077566784679e-05,8.936976442130098e-05,0.00012320305543577485,0.0,0.0,0.0,0.0,0.00013253927580539698,0.0001756029033013346,7.560436237170884e-05,9.198151171614504e-05,0.0008659528406763794,7.698822080221726e-05,0.0
AUT Mining and quarrying,0.0009631362973513751,0.00024366471734892794,0.0003853564547206166,0.08842480829309854,0.0016737661890624327,0.00153393838680813,0.0014649269239941402,0.003151862464183381,0.001502065339842283,0.6121639258679196,0.02671295823547432,0.0038610038610038607,0.0012633215639273104,0.0541226672428228,0.3413248937830573,0.0020397679197389097,0.002392808639979306,0.0035753242031268933,0.003191009677083694,0.001543396683210265,0.0017601206939904448,0.0013290188373974343,0.0,0.06825858250276855,0.0026992634866772063,0.0006180469715698393,0.002595588155036729,0.0015888895427528984,0.020263036410603962,0.0025079937565351804,0.00576061446554299,0.0005928853754940711,0.0008544087491455913,0.0017340871998134766,0.00135196034249662,0.0021049510821227395,0.001187883587408434,0.001658154805332626,0.0021115042020331968,0.003231379575121576,0.00022267582111709037,0.00017665417001982457,0.0012230447376890892,0.0018052692413102799,0.004071300968264014,0.0,0.0,0.0,0.0,0.0019085655715977167,0.0017820442779468769,0.0012474719791331957,0.002506496194264952,0.001895734597156398,0.001847717299253214,0.0
"AUT Manufacture of food products, beverages and tobacco products",0.055651643096957984,0.008528265107212477,0.0884393063583815,0.0040648963362681055,0.20694462372531305,0.1016234181260386,0.0025210370319899158,0.004250238777459408,0.004130679684566278,0.0016183764030279302,0.028162973552537527,0.04799757740934211,0.010981179747983544,0.0025656953034272284,0.0011272002080984999,0.0023721745436963613,0.006014356851839877,0.0035753242031268933,0.004717144740036765,0.0045394020094419564,0.006537591149107367,0.006991794753264764,0.0,0.0015780730897009968,0.005899818763737323,0.022249690976514216,0.002257223004464237,0.012063790972753487,0.016093545884040033,0.12255072815166165,0.0024347695126695863,0.0013833992094861658,0.002791068580542265,0.002579272557705759,0.007585999699564368,0.32776460124518236,0.0044743615125717685,0.008224447834449825,0.0077468432313006035,0.007358587151266956,0.0028576730376693267,0.00021591065224645225,0.0007080785323463147,0.002782378665649837,0.005908146522033747,0.0,0.0,0.0,0.0,0.005769876473394948,0.01348890449803585,0.022794715255070215,0.03343527950881872,0.03859341173717161,0.029255523904842557,0.0
"AUT Manufacture of textiles, wearing apparel and leather products",0.001010614847220809,0.002192982456140351,0.004816955684007707,0.0009674098267537631,0.0014715373693042469,0.08570880736290426,0.002384764759990461,0.0032951289398280804,0.005006884466140943,0.00033933698773166277,0.0024098846114571633,0.0021197668256491783,0.004761750510187555,0.001323358630188781,0.0007184352974693736,0.0023419557597002295,0.002845502166461877,0.0022421524663677125,0.002323887482223995,0.0032229754267037894,0.004337440281619311,0.011267768404021727,0.0,0.0007198228128460687,0.0010025835807658196,0.006180469715698393,0.00141458462949016,0.0030012358029776966,0.001664849574211038,0.0016669444907484582,0.0014056401310257405,0.0004940711462450593,0.0009683299156983368,0.0009471904872930753,0.0024034850533273247,0.002534835458049215,0.0017818253811126509,0.0011938714598394907,0.001482247982884231,0.0011037880726900435,0.00013607966846044414,1.962824111331384e-05,8.58277008904624e-05,0.0004468488221065049,0.0006944172215470945,0.0,0.0,0.0,0.0,0.0009454468340784984,0.0018796014464476183,0.0029296690419037172,0.006737645733207624,0.0028904101573927797,0.0061590576641773805,0.0
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.0019262725947027503,0.01230506822612086,0.023121387283236993,0.0025915932973587046,0.0014500236650746526,0.012527163492266395,0.19936633393520253,0.013944603629417383,0.007447740643384653,0.001109370921430436,0.001756356581231492,0.0021954727837080776,0.007223607916815134,0.003645988062765009,0.0013068090324658433,0.024854949836818564,0.003427536700510897,0.0027875409041328318,0.004751829627831153,0.0027539038857281204,0.04155142066884585,0.23101814399630188,0.0,0.0004983388704318937,0.006863841437550611,0.002472187886279357,0.03987687874521104,0.0022067910316012477,0.0075041007356768915,0.010198669475215567,0.002798729903738751,0.0008893280632411068,0.0007404875825928458,0.006572044765679646,0.003980772119573381,0.0020975392825378007,0.002969708968521085,0.005372421569277707,0.0034818844126242783,0.0012317635014077297,0.00013607966846044414,3.925648222662768e-05,0.00012874155133569358,0.003991849477484777,0.0007448184714980933,0.0,0.0,0.0,0.0,0.0019262374750384362,0.004064882020864227,0.01706768480541327,0.0028284314852714603,0.005851032707272834,0.002155670182462083,0.0
AUT Manufacture of paper and paper products,0.002245057143826093,0.0004873294346978559,0.0007707129094412332,0.0022632064754331154,0.019271976248870528,0.005944011248881504,0.004803597587980785,0.19159503342884432,0.14632619852296908,0.00037849125554685457,0.01025222097416522,0.03156938451056098,0.013766965760746331,0.012855483836119588,0.0008608836754158873,0.0028405656956364076,0.006402379874539223,0.004544903648042661,0.003641913218410738,0.0022545696646895054,0.003017349761126477,0.0048538079278862825,0.0,0.0024501661129568107,0.0011568272085759456,0.007416563658838071,0.0035124485630396106,0.0022067910316012477,0.01075522291304476,0.01078967706739002,0.0022339637796659094,0.0015810276679841897,0.00455684666210982,0.0011803450687806016,0.006534474988733663,0.006996738808182628,0.07257968719065531,0.001989785766399151,0.005243801826241383,0.003775275147171743,0.001274200531947795,3.925648222662768e-05,0.00012874155133569358,0.0008102858640864622,0.002548063191967161,0.0,0.0,0.0,0.0,0.0029158640677187336,0.007752542990192254,0.015744608463908363,0.022604456504242643,0.003873383652214616,0.009700515821079374,0.0
AUT Printing and reproduction of recorded media,0.0008681791976125073,0.0018274853801169594,0.0011560693641618496,0.0028667282022152795,0.004651262854438277,0.006327495845583536,0.0026913773719892346,0.04479465138490926,0.04168231318062335,0.00033933698773166277,0.005922597773920147,0.008403361344537815,0.007320786498655697,0.005590515029573014,0.0012201013241505741,0.004139973407470083,0.00679040289723857,0.006362865107259725,0.009746453470223022,0.00493281685026026,0.0047146090017601205,0.005258291921876806,0.0,0.0035991140642303433,0.002236532603246828,0.022249690976514216,0.0030692993658382175,0.004384158182781145,0.022635078724302874,0.04155237994211156,0.002271614854604099,0.0016798418972332016,0.0013955342902711326,0.0010346234553508978,0.023809523809523808,0.009598280462496295,0.045693921995644426,0.023048351794123498,0.019716694866667602,0.02087599180957256,0.003983423022205728,0.00011776944667988304,0.0001716554017809248,0.0032351854720510955,0.008400208325166466,0.0,0.0,0.0,0.0,0.012175941470655803,0.02405109394104946,0.032018447464418696,0.010991790650079332,0.02122754666198584,0.02725383016398491,0.0
AUT Manufacture of coke and refined petroleum products ,0.03482212500423915,0.09222709551656923,0.1211946050096339,0.1279199801192843,0.0031194871132911666,0.003962674165921003,0.010390760739958437,0.010744985673352435,0.0051946426336212295,0.07136517880448968,0.050301235576432145,0.005148005148005148,0.03317028926824528,0.013908769276473923,0.00842922792979153,0.007433820863048471,0.005108969798874733,0.005453884377651193,0.004717144740036765,0.004675584069725215,0.007480512949459391,0.004391540506182827,0.0,0.01488095238095238,0.054563683337832104,0.26390605686032137,0.010417280635689882,0.024304125228035073,0.005254834939250179,0.0030308081649971967,0.2251659784886858,0.1108695652173913,0.23490544543176123,0.011001981813942645,0.09809223373892142,0.003616958197450341,0.0032468818055830526,0.003084167937918684,0.02751947198411478,0.0035353212183260813,0.0003958681264303829,5.888472333994152e-05,0.0001716554017809248,0.0015014120422778565,0.002906472080507597,0.0,0.0,0.0,0.0,0.004241256825772703,0.016389604308124563,0.003950327933921786,0.01271644399475705,0.006049967819320111,0.012010162445145892,0.0
