Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
"AUT Crop and animal production, hunting and related service activities",0.37812539410443124,0.22155485999492427,0.11941683233929754,0.0016022185708656443,0.4106677741545151,0.11077050050109062,0.0005255498059508408,0.0004448769637147227,0.0004381640924526235,0.00013881498276380628,0.01312063662549431,0.003890706516933416,0.010024870862827625,0.0005687635081333181,0.00026729311136711013,0.00037442922374429226,0.0005539347834114997,0.0002490305596072432,0.0002478929102627665,0.00033257774004673594,0.000388967468175389,0.00167689573062347,0.0,0.00043715505733756953,0.002115625404775269,0.00035038542396636303,0.0029234552858275584,0.0008837017963524445,0.006467595037132192,0.025808144329038222,0.001112198890465059,0.0005620273860617209,0.000639690568283249,0.0016235942503910032,0.0010386213263579014,0.03661368875331473,0.0004494063106107194,0.013538693307960674,0.0013715482701866968,0.0011519741957780145,0.0007503986492824312,0.00047869284939259203,0.00033849242477297664,0.005044258898863708,0.0015786003263372004,0.0,0.0,0.0,0.0,0.009014409928103517,0.0032662473495205934,0.00545669506169097,0.008331565016361585,0.017268167961451468,0.005926657612050871,0.0
AUT Forestry and logging,0.004722246874022037,0.046273580915320196,0.0015904572564612324,0.0002267641132779682,2.3072663508275397e-05,2.947591817485115e-05,0.25570019404915906,0.06539691366606423,0.0011684375798736628,0.0001696627567113188,0.014902602157887026,0.009063577681492616,0.005337669791467381,4.8751157839998695e-05,0.00010917605957248162,4.566210045662101e-05,7.38579711215333e-05,3.557579422960618e-05,4.131548504379442e-05,7.001636632562862e-05,3.5360678925035366e-05,0.008585706140792166,0.0,5.464438216719619e-05,4.317602866888304e-05,0.0,0.0004022774818683952,6.094495147258238e-05,0.0001392293001494745,0.00013743242905571424,0.0002464153230371688,5.109339873288372e-05,0.00017851829812555786,0.00020853504133462426,0.00011540236959532236,0.00011699048477390505,0.00018922370973082923,7.928956549318111e-05,0.0001246862063806088,0.00011519741957780146,6.699987940021708e-05,5.318809437695467e-05,8.170506804864952e-05,0.00021658610082239942,0.00013690516104517315,0.0,0.0,0.0,0.0,0.00023630006607649998,8.210239239232093e-05,8.083992683986622e-05,7.817822401411675e-05,0.00013767332087717574,0.00012347203358439315,0.0
AUT Fishing and aquaculture,0.000747338773336821,0.0,0.016434724983432736,3.717444479966692e-05,0.011262023421317092,0.009373341979602665,4.042690815006468e-05,5.5609620464340336e-05,7.302734874210392e-05,2.3135830460634377e-05,2.4410486745105696e-05,8.842514811212309e-05,5.739429883298259e-05,3.2500771893332466e-05,1.1294075128187753e-05,2.7397260273972607e-05,3.692898556076665e-05,3.557579422960618e-05,2.065774252189721e-05,4.376022895351789e-05,3.5360678925035366e-05,0.001609819901398531,0.0,2.3419020928798368e-05,2.158801433444152e-05,0.0,4.9276751676529486e-05,4.570871360443678e-05,0.0003204900871365262,0.005597248019723635,1.9979620786797465e-05,0.0,0.00010413567390657542,0.00011171520071497728,3.8467456531774125e-05,0.020811307347002442,0.0001419177822981219,3.9644782746590555e-05,4.156206879353626e-05,7.679827971853431e-05,4.0199927640130244e-05,1.0637618875390935e-05,5.8360762891892525e-05,6.591750894594765e-05,9.220143498960638e-05,0.0,0.0,0.0,0.0,9.627039729042592e-05,0.0001570654463157444,6.062994512989966e-05,6.700990629781437e-05,0.0008129281804176091,8.23146890562621e-05,0.0
AUT Mining and quarrying,0.0019430808106757345,0.0005921664833770408,0.0007952286282306162,0.14972379387513848,0.00320710022765028,0.002210693863113836,0.0029511642949547213,0.005978034199916585,0.003067148647168365,0.7381640947335136,0.04723429185177952,0.007162436997081969,0.0024679548498182514,0.09769732031135739,0.4560547536762215,0.0035981735159817357,0.004542265223974298,0.006368067167099505,0.005866798876218807,0.002975695568839216,0.0032178217821782176,0.0024818056813227358,0.0,0.11585389653476552,0.005202711454600406,0.0014015416958654521,0.004832705428058182,0.003184373714442429,0.03621800681435481,0.005047518303500778,0.010675777373745447,0.0010729613733905582,0.0017703064564117822,0.0034482758620689655,0.00261578704416064,0.003999341386900532,0.0024126022990680726,0.0033896289248334928,0.0040481455004904325,0.0067582486152310195,0.0004890991196215847,0.0003723166606386827,0.0026729229404486776,0.003638018708016825,0.008370772703904872,0.0,0.0,0.0,0.0,0.003885823308813555,0.003569669234448736,0.002506037732035853,0.004724198393995912,0.0037892942603336937,0.003580688973947401,0.0
"AUT Manufacture of food products, beverages and tobacco products",0.05548990392025895,0.008628711614922596,0.08853545394300862,0.003535289700448324,0.2081820792058902,0.07669633909096268,0.002445827943078913,0.004031697483664674,0.00390696315770256,0.0010025526532941565,0.026583020065420102,0.045583163851799446,0.010541419552324469,0.00237255634821327,0.0007567030335885796,0.00206392694063927,0.005428560877432697,0.003095094097975737,0.004255494959510825,0.003990932880560832,0.0060466760961810475,0.006741120837106349,0.0,0.0013270778526319076,0.005634471741289237,0.02207428170988087,0.001979133535517339,0.011335760973900324,0.0152127712672756,0.12057821571060895,0.002224397780930118,0.0012262415695892092,0.0025290092234454033,0.0023087808147761973,0.007347284197568858,0.32113888070436936,0.004281186432660011,0.008345226768157313,0.007472859969077821,0.007161439583753324,0.002927894729789486,0.00021275237750781868,0.0006419683918108178,0.002567643919894532,0.005543262030890275,0.0,0.0,0.0,0.0,0.005531171917049925,0.013311296575259335,0.022493709643192774,0.031561665866270565,0.03661454748090602,0.028522039757994815,0.0
"AUT Manufacture of textiles, wearing apparel and leather products",0.0020224855553427714,0.006683021740969462,0.016434724983432736,0.002014854908141947,0.0031019914272236923,0.2841183752873902,0.0036182082794307883,0.00667315445572084,0.010954102311315588,0.0003393255134226376,0.005175023189962407,0.003979131665045539,0.014769466233020855,0.003087573329866584,0.0010654077537590447,0.005068493150684933,0.005797850733040363,0.0033441246575829807,0.0034911584862006282,0.005487532710771143,0.011350777934936352,0.036690478586041526,0.0,0.0015144300200622945,0.0012736928457320496,0.023826208829712685,0.0025193859220800164,0.00511937592369692,0.004465845476492578,0.004556093254150043,0.0031501202107184004,0.0013284283670549767,0.0021868491520380838,0.002494972815967826,0.0063855977842745045,0.0074483941972719545,0.0049434694167179135,0.0031715826197272444,0.0030922179182390984,0.0029855331240580215,0.00032159942112104195,2.127523775078187e-05,8.170506804864952e-05,0.0008380940423127629,0.0016344799839066587,0.0,0.0,0.0,0.0,0.0026299322168884536,0.0061505400909551726,0.0069724436899384614,0.022727526552675372,0.0075982561379355565,0.02395357451537227,0.0
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.0016021074953408098,0.010743591912697742,0.019748177601060304,0.00196652812990238,0.001240796570889477,0.008430112598007428,0.17678686934023283,0.012011678020297512,0.006462920363676197,0.000609243535463372,0.001379192501098472,0.0017685029622424616,0.005949875645685862,0.0029900710141865863,0.0007868205672637468,0.01953424657534247,0.002695815945935965,0.0020989718595467643,0.0037390513964633953,0.002109243035559562,0.0336987270155587,0.18838246637824063,0.0,0.00035909165424157495,0.005742411812961444,0.002452697967764541,0.033263599263536545,0.001691222403364161,0.006115581334867484,0.008599938363637876,0.002297656390481709,0.0006642141835274883,0.000609937518595656,0.00537722499441424,0.0033466687182643483,0.0017288593861032634,0.0026254789725152555,0.004678084364097686,0.0029093448155475387,0.0010175772062705796,0.00011389979498036903,3.19128566261728e-05,0.00010504937320540655,0.0033147090212819388,0.0005811484387223675,0.0,0.0,0.0,0.0,0.001605965263890287,0.003448300480477479,0.014480451895191038,0.0022895051318419907,0.004923460189464712,0.0018109231592377663,0.0
AUT Manufacture of paper and paper products,0.0021626115753434253,0.000507571271466035,0.0007952286282306162,0.0019851153523022134,0.01901700198937632,0.005688852207746272,0.004770375161707632,0.18479076880300294,0.14127140614160003,0.0002313583046063438,0.009483474100473562,0.02926872402511274,0.012971111536254064,0.012220290231893007,0.000594821290084555,0.002529680365296804,0.00583477971860113,0.003984488953715891,0.0033052388035035535,0.001960458257117601,0.002758132956152758,0.0044940805580708995,0.0,0.002170162606068649,0.0010578127023876346,0.007007708479327261,0.003300646421387902,0.0019807109228589274,0.009995612963561329,0.01029910294105398,0.002097860182613734,0.0013795217657878605,0.004269562630169592,0.0010650182468161168,0.006231727958147407,0.006690122536700348,0.07003642556412318,0.0019227719632096418,0.004995760668983059,0.0035999193618062955,0.0012863976844841678,3.19128566261728e-05,0.00011672152578378505,0.0007282315274028502,0.00237209146382351,0.0,0.0,0.0,0.0,0.002752458177076268,0.007496305392342346,0.015238326209314784,0.02102994225979741,0.0036450650670337955,0.009301559863357617,0.0
AUT Printing and reproduction of recorded media,0.0008174017833371479,0.001691904238220117,0.0011928429423459245,0.0024349261343781835,0.004483787608441519,0.006337322407592997,0.002627749029754204,0.04217989712220214,0.03910614525139665,0.0002005105306588313,0.005284870380315383,0.007560350163586524,0.006696001530514636,0.005135121959146529,0.0008207027926483101,0.0035799086757990874,0.005982495660844196,0.005443096517129745,0.008655594116674931,0.004332262666398271,0.004207920792079208,0.004896535533420532,0.0,0.0030600854013629873,0.0020292733474375027,0.02067274001401542,0.002779208794556263,0.003961421845717855,0.02017248671410971,0.03819372142030168,0.0020712206882313377,0.001430615164520744,0.0012645046117227016,0.0009235123259104789,0.02192645022311125,0.008830615109971055,0.04233880505227304,0.022042499207104348,0.018170936476534054,0.01948756347857808,0.003839093089632438,0.00011701380762930028,0.00016341013609729905,0.002928620754598531,0.007680658932922059,0.0,0.0,0.0,0.0,0.011171742012838971,0.02234255973841464,0.02968846313194087,0.009950971085225432,0.019162815091618317,0.024900193439519283,0.0
AUT Manufacture of coke and refined petroleum products ,0.03373300388149076,0.09136282886388632,0.117428760768721,0.11246013040795236,0.0031019914272236923,0.0029181158993102636,0.010510996119016815,0.010426803837063812,0.0052579691094314825,0.04478325582830128,0.04686813455060294,0.004951808294278892,0.0317581786875837,0.01319531338869298,0.006038565501871053,0.006922374429223745,0.00494848406514273,0.005229641751752108,0.004627334324904975,0.004507303582212342,0.0071782178217821785,0.004326390985008552,0.0,0.013138070741055887,0.052242994689348475,0.25157673440784867,0.009898355500405413,0.023021955418767993,0.004899295184505092,0.0029235625817306487,0.21242998807882627,0.09876353975066422,0.21862540910443318,0.010203321665301258,0.09355285428527466,0.0035053815622995994,0.003122191210558682,0.0030922930542340633,0.02633372678758458,0.003465522372298861,0.00040199927640130245,7.446333212773654e-05,0.0001750822886756776,0.0014470462678134223,0.0027772189812020837,0.0,0.0,0.0,0.0,0.004043356686197888,0.01578507735473231,0.0038601065066036122,0.011816080143847933,0.00592650867014128,0.011482899123348562,0.0
