Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
"AUT Crop and animal production, hunting and related service activities",0.3363353464699343,0.1541137326073805,0.22985468956406868,0.007519705604889955,0.42435280320968854,0.35556991599145005,0.0007361195458142402,0.0005983289527106439,0.00041836885366934096,6.921421106181522e-06,0.009539711966997754,0.019081693500298154,0.031304738378621154,0.0004912601393807837,0.00019513130282666522,0.0004475361954712477,0.0003011443485243927,0.00039422849483560673,0.00033701373732186415,0.00031892840057407115,0.00044275896586905874,0.003101110630318765,0.0,0.00033614794523297064,0.0022430605314807317,0.0004534119247336205,0.0031809538408444065,0.0009504313496125164,0.006659701391931516,0.03101432785927887,0.0014689882061232592,0.0009815892168833346,0.0004763206184359505,0.00107420579386376,0.0007778642071341261,0.03061412764583441,0.00045474067150039156,0.003953875253526583,0.0004534742820610034,0.0007600582559621336,0.0003763045223441263,0.0003555140589650591,0.0007833241332176748,0.0012522750155610327,0.0015948985245813735,0.0,0.0,0.0,0.0,0.0037875408387395546,0.0032398598109057626,0.0039308762868644044,0.006684799474270276,0.015098260511277117,0.06264935064935065,0.0
AUT Forestry and logging,0.002410735735316301,0.308227465214761,0.00022016732716864817,0.00026637975617806127,5.0086615301979115e-05,4.970920117313716e-05,0.2708367838937043,8.547556467294912e-05,0.0012551065610080228,1.3842842212363044e-05,0.01975469312084863,0.0057766845557543234,0.006040871322703795,0.00011424654404204273,3.423356189941495e-05,7.85151220124996e-05,0.00010038144950813091,7.884569896712135e-05,4.814481961740916e-05,0.00010147721836447718,7.700155928157544e-05,7.211885186787826e-05,0.0,3.7628501332048953e-05,4.6730427739181905e-05,0.00034005894355021535,6.808071889813712e-05,7.311010381634741e-05,0.00012638603350072463,0.00011579085151585326,0.00019048418496982924,0.00011970600205894325,0.000265490180767579,0.0003552154617159047,0.000166685187243027,0.00018739224945656243,0.00010105348255564258,7.976117226134317e-05,4.088702543172982e-05,0.00018660112870926633,0.00012125367942199623,0.00015800624842891517,0.00015245905948531923,9.905835424154568e-05,0.00017598880271242745,0.0,0.0,0.0,0.0,0.00023579194228832897,0.00011654171981675405,0.00018410433242276326,0.00023365765502637777,0.00021497285967646585,0.0002077922077922078,0.0
AUT Fishing and aquaculture,0.0005531004352174133,0.0,0.021356230735358868,6.497067223855152e-05,0.005925764727623805,0.01222846348859174,5.520896593606801e-05,6.410667350471184e-05,7.382979770635429e-05,0.0,2.4555243158295377e-05,3.726893261776983e-05,6.737031214911295e-05,9.139723523363419e-05,2.3963493329590463e-05,5.496058540874972e-05,0.00010038144950813091,3.942284948356067e-05,4.814481961740916e-05,7.248372740319798e-05,5.775116946118158e-05,0.04471368815808452,0.0,3.010280106563916e-05,4.6730427739181905e-05,0.00022670596236681024,5.052531339610176e-05,5.483257786226056e-05,0.0005122847224562705,0.010798755500065446,6.779945566722734e-05,7.182360123536594e-05,0.00020302190293991333,0.0002739010789134687,0.00011112345816201801,0.0066884618267573056,7.579011191673192e-05,5.697226590095941e-05,2.6019016183828064e-05,0.00014108865829237213,9.198554990634199e-05,0.00012209573742234353,0.00011565859685093185,6.801021335986718e-05,0.00013474142707670225,0.0,0.0,0.0,0.0,0.00016994013858618305,0.00018434781134650185,0.00013434640474093535,0.00017889414212957048,0.0005696780781426345,0.0002077922077922078,0.0
AUT Mining and quarrying,0.006167907883636609,0.0019661222020568663,0.011889035667107,0.1252738513834855,0.011252217196289447,0.005815976537257047,0.010342479618690075,0.01974485543945125,0.009967022690357829,0.9129977366952983,0.12073813060933836,0.00879546809779368,0.021131821244105096,0.12228950074260254,0.5723166878344191,0.01563236079268867,0.009435856253764306,0.009185523929669637,0.007510591860315829,0.007393340195126195,0.00962519491019693,0.01864272320784653,0.0,0.04766276835392867,0.009205894264618835,0.007821355701654953,0.019528889988837332,0.0058488083053077925,0.04195510768090054,0.007717711972774047,0.011932704197432014,0.007996360937537408,0.009534220903447467,0.012381184707760388,0.020650442641775013,0.009427271626507064,0.007806381527423388,0.004591964631617328,0.00602897775002416,0.007295649007828146,0.0021491169387208987,0.002219269580206126,0.01049338905974818,0.007472252572190624,0.012260094951458715,0.0,0.0,0.0,0.0,0.00769191552275711,0.008799959316345083,0.0062844262662148645,0.00806483999926982,0.006671324411959657,0.006961038961038961,0.0
"AUT Manufacture of food products, beverages and tobacco products",0.04775100424043668,0.0013611615245009074,0.04931748128577718,0.003274521880822997,0.21127052471774466,0.14574737783963812,0.002245164614733432,0.004124195995469796,0.0028793621105478173,0.00014534984322981195,0.03095188400103132,0.021932766845557547,0.006804401527060409,0.0024677253513081233,0.0009414229522339111,0.0022769385383624883,0.006324031319012247,0.006504770164787511,0.004300937219155219,0.0037111668430437374,0.005640364217375401,0.010926006057983556,0.0,0.0006296502556229525,0.002928440138322066,0.010768533212423485,0.0019837608217299955,0.009650533703757857,0.02129688921842877,0.04105037405479424,0.0019306702137619977,0.0012449424214130097,0.002623667668761957,0.0010613666807896911,0.0044264177501203835,0.33542347765419495,0.0011621150493898896,0.0026093297782639408,0.0007917214924507683,0.001333515383215001,0.004168617875301043,0.001325097856142493,0.0015193333859054227,0.0007540262785550491,0.004126112476093709,0.0,0.0,0.0,0.0,0.0042973612544981036,0.009081778384265599,0.021724311225886066,0.05770978989065552,0.042116766091614265,0.06909090909090909,0.0
"AUT Manufacture of textiles, wearing apparel and leather products",0.001223525205177914,0.0007562008469449485,0.00297225891677675,0.001405965347242255,0.001238348385224794,0.0334542923895213,0.0013434181711109883,0.0015385601641130842,0.0031008515036668803,2.768568442472609e-05,0.0034991221500570912,0.0023293082886106146,0.00523242757691444,0.002387752770478693,0.0005922406208598787,0.0029600200998712353,0.003814495081308974,0.0024442166679807618,0.0030491719091025804,0.0034647221698728635,0.004562342387433345,0.012224145391605363,0.0,0.0004440163157181776,0.0008411476993052744,0.0017002947177510769,0.001304238174614627,0.00325339961982746,0.0016025749047891883,0.0012233555181892324,0.0012333043840419451,0.0004548828078239843,0.0004685120837074923,0.00018830699175300972,0.0012593991925028707,0.00102921589316912,0.00035368718894474894,0.0008659784416945829,0.00043860627281310167,0.00024121609320953941,0.00014215948621889213,7.900312421445758e-05,0.00012091580579870146,0.0001315849780223517,0.00035472743046723656,0.0,0.0,0.0,0.0,0.0006032874919809498,0.0011527035560057128,0.0023684773576550084,0.005819535970500721,0.002475770767273965,0.008935064935064935,0.0
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.0007570213027470656,0.0001512401693889897,0.001431087626596213,0.000553550127472459,0.00022107195719494232,0.0018392404434060747,0.1184968438874473,0.047118405025963206,0.0004675887188069105,2.768568442472609e-05,0.0004174391336910214,0.0002608825283243888,0.00296429373456097,0.0025819718953501657,0.0007599850741670119,0.006171288590182468,0.00110419594458944,0.0009855712370890168,0.002696109898574913,0.0016526289847929143,0.017075095770689355,0.1458964373287177,0.0,6.522273564221818e-05,0.001947101155799246,0.0015869417365676716,0.03107692136420059,0.0009504313496125164,0.001022884297799198,0.0008357078848535498,0.0008329647410545074,0.0002394120041178865,0.0001717877640260805,0.0005092848186047308,0.0005926584435307627,0.0003430719643897066,0.00012631685319455322,0.00043298922084729146,7.062304392753331e-05,0.0001592936464591298,7.526090446882526e-05,6.822997091248608e-05,0.00011565859685093185,0.00010349380293892831,0.00015536511489456486,0.0,0.0,0.0,0.0,0.00019118265590945593,0.00033903045764873904,0.005010623317560071,0.0006133513444442416,0.0024972680532416116,0.0004155844155844156,0.0
AUT Manufacture of paper and paper products,0.0008184769066601115,0.0003024803387779794,0.0005504183179216203,0.0008043369223132679,0.01254410644614739,0.004076154496197246,0.0028340602513848246,0.13026476056157446,0.11303342028842843,2.768568442472609e-05,0.00876622180751145,0.023404889683959453,0.010779249943858073,0.010110819147720782,0.0002944086323349686,0.002316196099368738,0.00451716522786589,0.004612473389576598,0.003338040826807035,0.0021745118220959396,0.0016170327449130844,0.0031732294821866435,0.0,0.0008453869965933666,0.0007321100345805165,0.0032872364543187482,0.0019593545262759464,0.0018277525954086852,0.011223079774864347,0.009925289728848031,0.0013463034768206575,0.001436472024707319,0.0009135985632296099,0.00011127231330859665,0.0038708004593102936,0.003021339652776576,0.10736932521537022,0.006745516282673595,0.0006802114230915052,0.0008965956672128163,0.0010912831147979662,0.0012676410385319783,0.0003890334621349526,0.0001877673281891985,0.0008318220753204578,0.0,0.0,0.0,0.0,0.0016760346168062303,0.004644717269787725,0.005941096565210253,0.00673226118544751,0.0027803156518156247,0.008519480519480519,0.0
AUT Printing and reproduction of recorded media,0.0019218843405534357,0.0001512401693889897,0.0009907529722589167,0.0038306708351849984,0.0017029449202672897,0.002584878461003132,0.0018218958758902445,0.015321494967626132,0.10759462519072699,2.768568442472609e-05,0.0028238529632039684,0.004789057841383423,0.0036379968560520995,0.0034959442476865075,0.0010475469941220975,0.004263371125278728,0.003814495081308974,0.006347078766853269,0.00593786108614713,0.0033342514605471073,0.005698115386836583,0.004002596278667243,0.0,0.0013847288490194014,0.0020405620112776096,0.003854001360235774,0.002535257462867106,0.003765170346541892,0.007578106568703448,0.012656443509167614,0.002711978226689094,0.0027053556465321173,0.0023503689532659196,0.002811765763221077,0.009260288180168167,0.0018450929177261533,0.1478917717201829,0.04781112554408514,0.0061367708170714476,0.007609685053704715,0.0021825662295959325,0.008176823356196359,0.008395762689588098,0.0025267272746089787,0.009295783555771264,0.0,0.0,0.0,0.0,0.005909668319334515,0.008727915344094726,0.011469202330661333,0.003508515726255453,0.007459558230773365,0.008,0.0
AUT Manufacture of coke and refined petroleum products ,0.025786212714605766,0.3558681185722928,0.13265081461911052,0.03551426885903704,0.0020051917367447498,0.003579062484465875,0.0032573289902280127,0.004466098254161591,0.0033961706944922974,0.004851916195433246,0.06227209664943707,0.0018075432319618367,0.030855602964293734,0.008534216839940592,0.018948276511326176,0.006807261078483715,0.002308773338687011,0.0018528739257273517,0.0018936962382847605,0.0025079369681506505,0.01335977053535334,0.0012620799076878695,0.0,0.003690101697296267,0.013520670425869965,0.053842666062117434,0.01340076892676099,0.012775990641906711,0.005940143574534058,0.0035089662394152056,0.07655204253931559,0.06919006919006919,0.1790184671846328,0.004390976671331545,0.030521909841834283,0.0015164357417561823,0.004370563120531541,0.002051001572434539,0.011318272039965209,0.0003595485162934644,0.0021031241637677277,0.0008582612130570617,0.0053833819625161,0.0006120919202388046,0.0030289322841834192,0.0,0.0,0.0,0.0,0.0024004044575298353,0.005608835133726326,0.002189348818000428,0.004976177871889889,0.0028340588667347412,0.008207792207792209,0.0
