Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
"AUT Crop and animal production, hunting and related service activities",0.3261498701855521,0.32432692307692385,0.1607263595093214,0.004497412755122711,0.3819771185181525,0.1690627966906282,0.0007438069982536016,0.000516149524546801,0.00039936102236420086,6.132252239975485e-05,0.005085391816888713,0.01311902082160943,0.016757198139666942,0.0005343961879738013,0.00017046350808810028,0.0004411841682182011,0.0004413416787032011,0.00032989443378110084,0.0002986233463732006,0.0003201605994790008,0.00048029691081750113,0.002499739610457206,0.0002603433504978007,0.0016097003249488015,0.000479443845139601,0.0025246743810425068,0.0006937218175511014,0.0060561247273692165,0.02958108404215056,0.0013739306293436035,0.0010868308474968028,0.0005241569808557011,0.0012224481861411029,0.0010383270183619022,0.03111523494301268,0.0003486178328274008,0.005063810158372212,0.0007053416907840015,0.0009584693425442026,0.000467302146930401,0.0004211500811947008,0.0007536514945652017,0.001851451217944405,0.0014683624370298036,0.004480284834798711,0.0028819374522685063,0.003946341831726709,0.007098353360035617,0.012783328691848428,0.018983252994086344
AUT Forestry and logging,0.003391253602648608,0.12298076923076952,0.0005795421616922016,0.00022788352084420057,4.1272514156472464e-05,6.781500067815012e-05,0.23581915788112073,0.01133543763524112,0.0007737619808306016,7.494974959970038e-05,0.014140550189191437,0.0045898987056837105,0.004473319842368711,7.793277741285466e-05,2.5442314640016733e-05,6.729927989770527e-05,8.024394158241074e-05,5.998080614203471e-05,4.4793501955983e-05,7.787690257599506e-05,6.549503329330874e-05,0.0017446099364649044,4.238147566243771e-05,3.008785654110005e-05,0.00011986096128490025,0.00023145638804980063,5.1386801300086186e-05,0.00013591089422890036,0.0001438661027115003,0.00020865768903580053,9.249624234015516e-05,0.0002079988019269005,0.00029533151897590063,0.0001457301078402003,0.00016895400850300044,0.0001230415880567003,7.175439495669127e-05,6.180829249138332e-05,0.00019440651759150052,9.877931561131121e-05,0.0001176184911444002,0.00013268512228260029,0.00012228043607080032,0.00015107190457900037,0.0002443019231872006,0.00010258709454350021,0.0001610751768051004,0.0001691143747218004,0.00017320663211590036,0.00019877751826260048
AUT Fishing and aquaculture,0.0006639592215896015,0.0,0.021153288901767656,8.545632031658301e-05,0.006420352302180816,0.011019937610199319,4.85091520600221e-05,5.9555714370794e-05,7.488019169329091e-05,1.3627227199945522e-05,0.00013015628050530034,0.00010551491277430023,7.100507686299588e-05,6.679952349673256e-05,7.63269439200502e-06,5.234388436488187e-05,8.024394158241074e-05,5.998080614203471e-05,4.4793501955983e-05,6.0570924225773934e-05,6.549503329330874e-05,0.020232267472138347,3.6326979139232324e-05,3.008785654110005e-05,0.00011986096128490025,4.813288359083043e-05,5.1386801300086186e-05,0.00034463119608050093,0.005942776704315312,6.09922475643229e-05,6.937218175511638e-05,0.00017471899361850042,0.00023177916679120053,9.108131740017506e-05,0.00776080543976512,0.00010253465671390024,5.125313925477948e-05,3.2722037201320586e-05,0.0001491956995469004,8.358249782495566e-05,9.105947701507048e-05,9.553328804347848e-05,6.114021803542386e-05,0.0001200103914880003,0.00015932734120900039,0.00017667777393600039,0.00017617597463060044,0.0002937249666221007,0.00047546918620050105,0.0002484718978283006
AUT Mining and quarrying,0.006919467403472816,0.0022115384615384055,0.008113590263691621,0.1238667451111866,0.010656563155201125,0.006510240065102411,0.010429467692904723,0.019693089551942537,0.01015874600638972,0.8474636323374118,0.11178565119976229,0.011254924029262824,0.014609294564561337,0.14299551329867216,0.7082631549487858,0.014357179711510435,0.01247793291606483,0.011276391554702428,0.00963060292053632,0.008938537817889123,0.010828512171160326,0.01684720341631084,0.06528260876146208,0.01065110121554941,0.011986096128490926,0.021845632401215658,0.007605246592412716,0.061826512979490565,0.010334012824003022,0.01557870407524514,0.02240721470690256,0.011165375687436026,0.015331070371145734,0.028289857184494355,0.01174368845988723,0.007772126978918818,0.0066321562195684166,0.008158694608862515,0.012645465807058333,0.003529460930881008,0.0037675858614985066,0.013969089673913032,0.009769893302481026,0.018041091558045445,0.01189644147694323,0.011088905015749023,0.009241688269196822,0.012096128170894527,0.010456925887938723,0.011131541022710328
"AUT Manufacture of food products, beverages and tobacco products",0.049490269871138415,0.00384615384615381,0.07630638462281479,0.0035508196685390086,0.21309824509269853,0.10375695103756968,0.001827178060927404,0.003712306195779407,0.002246405750798705,0.00040200320239830087,0.0377732119780966,0.020804023635340445,0.010686264067880827,0.002037385466650305,0.0003180289330002005,0.001704915090741804,0.004333172845450111,0.004828454894433712,0.003434168483292007,0.002466101914906506,0.005305097696757912,0.007238829288615718,0.0010171554158985028,0.002948609941027803,0.011866235167206024,0.0017976585654140048,0.007438239488187416,0.020425465818410156,0.05335219085941191,0.0016050591464295042,0.0015261879986125041,0.0036358190576822086,0.0012448784280886028,0.004499417079568609,0.33568114777936353,0.0014970059880239034,0.0030751883552867076,0.0016470092057997033,0.002057092221026606,0.003153339690668707,0.0008233294380112015,0.001342773437500003,0.0009374833432098025,0.004061998780129609,0.004017173363017709,0.00947220839618372,0.02113104975712885,0.054152202937249726,0.03239643262262017,0.0387616160612235
"AUT Manufacture of textiles, wearing apparel and leather products",0.0015839744658552037,0.0017307692307692044,0.005698831256640515,0.001697074873979304,0.0018275469268485046,0.09802658348026598,0.0017786689088674038,0.0021837095269291043,0.00449281150159741,0.00016352672639930035,0.0032725007669923084,0.0019520258863252042,0.005414137110803413,0.002104184990147005,0.00024933468347210046,0.0035070402524470085,0.0037313432835820093,0.0027291266794625063,0.0036879983277092075,0.0035909905076708087,0.006571335007095215,0.01736798250182274,0.0005358229423036015,0.0007521964135275008,0.0034759678772623074,0.0020316262343468053,0.0034172222864557074,0.002543475306284907,0.0030898012213125066,0.0018490281366868048,0.0008093421204763021,0.0006655961661660015,0.0005906630379519013,0.0023863305158845047,0.0019083493747316048,0.0008612911163973021,0.0013223309927733033,0.0007416995098965015,0.0004385449350320012,0.00023555067568850052,0.00010244191164190017,0.00016452955163040036,0.00024456087214160064,0.0005322813834233013,0.0008922331107707022,0.0019472550353165042,0.0035738554853648086,0.00861148197596792,0.003650924108325408,0.01292053868707443
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.000893218683752902,0.003076923076923008,0.005022698734666213,0.0008216953876594021,0.00040777243986590096,0.004204530042045308,0.11081107302244375,0.02116213050642204,0.001397763578274703,0.00025891731679890054,0.0006228907709900016,0.0005627462014631013,0.0037987716121702093,0.0029391790338562074,0.00020608274858410034,0.008606830129139821,0.0014042689776921035,0.001259596928982703,0.0032102009735121063,0.0014883141381190038,0.019168213077174943,0.15670242683053878,0.0001059536891560003,0.0024070285232880026,0.001438331535418903,0.02972435762481378,0.000924962423401502,0.002208552031220606,0.002330630863927005,0.001168483058600703,0.00027748872702040075,0.00019967884984980046,0.002097227622095205,0.001001894491401902,0.0005788752094614015,0.0005741940775982013,0.0010353134129465027,0.00038175710068200075,0.0002260540902227006,6.458647559201119e-05,3.414730388065144e-05,0.00013268512228260029,0.0005408557749287014,0.00022307813947180054,0.00036539070250610087,0.0007903005801870016,0.006075554325120114,0.0008144192256341019,0.0024079118072583053,0.0007951100730507019
AUT Manufacture of paper and paper products,0.0011969130362289029,0.00038461538461530097,0.0006761325219743018,0.0009893212467419023,0.01248741188318223,0.006544147565441411,0.0034441497962615078,0.1406904492486057,0.11958366613418556,0.00021803563519910045,0.009194611529987025,0.01872889701744514,0.011698086413178528,0.008906603132897623,0.00015774235076810027,0.0022283539343906054,0.0047343925533622115,0.003748800383877109,0.0032251321408307064,0.0017738627808976044,0.0019211876432703046,0.003385064055827508,0.0008446022649871024,0.0007521964135275008,0.003715689799832108,0.0024183634903288064,0.0017728446448529037,0.010457048921449929,0.009751908439185521,0.001589008554965204,0.0018268007862180047,0.0026124649522018062,0.0003663606184765008,0.004645147187408909,0.0036228171003614093,0.07444016077434187,0.005145815181179812,0.0013416035252541026,0.0013924931957718038,0.0011967494006754026,0.0008802416111456015,0.00037682574728260083,0.0003260811628555009,0.0012452842975580031,0.0018524458871240046,0.0051388535322256105,0.007741675685198719,0.008086337338673718,0.0031516814628149066,0.010336430949659525
AUT Printing and reproduction of recorded media,0.0011760712669413027,0.0009615384615384025,0.0010624939631024028,0.0023960637504149055,0.002489558053918406,0.004848772548487709,0.0022799301468210053,0.05584340817501451,0.16815595047923357,0.00012945865839940026,0.004323047888214311,0.004607484524479411,0.005005857918841112,0.0031507108582625076,0.0002874981554321005,0.003634161114476009,0.005215856202856613,0.004828454894433712,0.0060023292621017126,0.003357359799942808,0.0036240585088964084,0.00403603791271741,0.0011927358150714033,0.0012937778312673014,0.00443485556754161,0.0017876134418820047,0.0035970760910060073,0.010068732080795726,0.01778185029514684,0.0017751954159510046,0.0008787143022314024,0.000831995207707602,0.0008448724466907019,0.013443602448265826,0.004531291113296111,0.1334180953162172,0.048710983547742316,0.007409723535143415,0.00757281202246072,0.003198930144027807,0.007573113171753314,0.003354279891304307,0.0015190992634955042,0.0056771974608624135,0.005489357995789513,0.011757620891291825,0.016364231243550742,0.0040809968847352095,0.009682590356126421,0.01739303284798484
AUT Manufacture of coke and refined petroleum products ,0.024372960484005456,0.1994230769230774,0.11011301072153028,0.03627182559898859,0.0018770739438363046,0.0020683575206835035,0.005352176443955712,0.00512179143588821,0.002845447284345006,0.023622798351105548,0.05535360672350164,0.0019520258863252042,0.02905882770618097,0.008394473452756021,0.012878899670776421,0.006318654612617816,0.0016851227732306042,0.0023092610364683058,0.0023889867709857046,0.0022324712071785054,0.010129898482698324,0.0015883762108113038,0.003929368243560211,0.01636779395835842,0.050461464700947006,0.012243749945065732,0.012063051605195226,0.005030321073307713,0.0034395065171344075,0.08008282105195591,0.05503526419239225,0.19353872521694315,0.003970152824715109,0.03528490236082777,0.001542743979282304,0.002542859486506406,0.0014555891548357035,0.012390744753566725,0.0005470508983389014,0.001382910418558303,0.0006677694981105012,0.003821331521739109,0.0004969602337751013,0.003031321300291407,0.0020903747166628054,0.005936753156452912,0.0020084061107895046,0.004842011570983512,0.0026762122766143055,0.007851711971376019
