Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
"AUT Crop and animal production, hunting and related service activities",0.3344207518135861,0.24972219416102687,0.1351314719436165,0.0033123255094796075,0.3809535567023046,0.13991631173877334,0.0005300977735893014,0.00040370398405360097,0.0003591484915763008,9.521856322512624e-05,0.008630435999328324,0.009185350393238622,0.01190752338977802,0.000474287849607601,0.00020304220132060053,0.00034307485351600084,0.0004058771004139011,0.00025062656641600063,0.00023546956555860053,0.0002699859421112006,0.0003658648129516008,0.0019126037344398053,0.00029143976641640067,0.0017025107140760038,0.0004534119247336011,0.0023747445822134058,0.0007131039990872016,0.005734711052115515,0.02597036984903407,0.0011196037281350024,0.0007838945305540018,0.0004924359546958011,0.0012205879905237025,0.0008904223941232019,0.031613246633674784,0.00032451377020090085,0.00797061368052302,0.0008398137140488021,0.0008902488080557019,0.0005021818093171008,0.0003653675819309008,0.00047880741222450137,0.0028014101057579066,0.0013332864141633028,0.005845547161570614,0.002784279023352107,0.00423868644720341,0.007117934403349615,0.013621192530895731,0.009588563458856319
AUT Forestry and logging,0.003877775335238509,0.07596726942115377,0.0009487666034155028,0.0002155951515045005,3.1424588842924266e-05,3.7360830904879414e-05,0.23646287352259843,0.03484470012363439,0.0009141961603761022,0.00012451658267900032,0.01389153187440534,0.005869233478107715,0.004600634036959708,5.748943631607705e-05,6.57742342306275e-05,4.51414280942193e-05,8.117542008279916e-05,3.580379520229154e-05,3.924492759310868e-05,6.516902050962189e-05,6.09774688252692e-05,0.004959802904564315,3.777922897990693e-05,1.95690886675408e-05,0.00022670596236680054,0.00027159119483030066,5.704831992697829e-05,0.0001192924008571003,0.00013116348408600035,0.00020841108359220047,3.563156957063967e-05,0.0001717799841962004,0.00022747321641570053,0.00011130279926540024,0.00013307054896990035,0.0001514397594271004,7.091293310073909e-05,7.634670127717143e-05,0.0001384831479197003,6.825772165476232e-05,7.750221434898156e-05,0.00010004931001700027,0.00013866039952990032,0.00012511778666630027,0.00021521234812490051,8.270135712927067e-05,0.00011733388089140025,0.00011863224005580026,0.00014032133585910032,0.00013075313807530027
AUT Fishing and aquaculture,0.0006287096065069014,0.0,0.01707779886148005,5.2265491273840803e-05,0.00780452110048912,0.009788537697078324,3.9266501747359426e-05,5.04629980067117e-05,6.529972574115204e-05,2.1973514590413745e-05,6.71629260648124e-05,8.803850217161659e-05,5.7991185339828446e-05,4.311707723705778e-05,8.579247943125326e-06,2.7084856856531587e-05,4.058771004139958e-05,3.580379520229154e-05,3.924492759310868e-05,4.654930036401563e-05,3.04887344126346e-05,0.009303682572614127,2.698516355707638e-05,1.95690886675408e-05,0.0,3.783967208872558e-05,4.278623994523371e-05,0.0002819638565714007,0.0051345705355628135,3.3927385701061024e-05,3.563156957063967e-05,0.00012597198841050026,0.00014425130797090033,5.5651399632700894e-05,0.012159770974795732,0.00010817125673360029,4.254775986044345e-05,3.272001483307347e-05,8.572766299796252e-05,4.875551546768738e-05,4.428697962798947e-05,6.431741358240864e-05,5.4054054054054176e-05,8.406351291645669e-05,0.00010760617406240026,0.00014334901902400036,0.00010266714578000022,0.00014654570830420033,0.0005262050094716012,0.00013075313807530027
AUT Mining and quarrying,0.0032534622994064076,0.0012122436609758025,0.0031173759826511093,0.11815049848212326,0.005625001402883415,0.003549278935963509,0.004927945969293513,0.009915979108318825,0.004897479430586311,0.7773716746747941,0.0671069569597584,0.0068963493367766165,0.00599242248511551,0.10795078904251364,0.5610084619982226,0.006464252503092116,0.006088156506209917,0.007053347654851419,0.006279188414897314,0.00436632437414461,0.005152596115735211,0.00687240663900412,0.07620070485247227,0.006359953816950714,0.004987531172069811,0.009624093373663125,0.004107479034742409,0.04228156476926691,0.0058287772684084155,0.010565957261187524,0.009656155353643323,0.004374663597530909,0.006491308858694715,0.01296677611441923,0.006311859822764417,0.004348484520693112,0.003701655107858509,0.004875282210127912,0.006858213039836916,0.0011798834743180023,0.0011957484499557026,0.005638493257391116,0.004665099882491111,0.00954218619872612,0.005747435649925413,0.005336994246742213,0.0043560203280948095,0.0063154221912072135,0.005236992713313412,0.005360878661087811
"AUT Manufacture of food products, beverages and tobacco products",0.05346229940646302,0.006970401050611115,0.08498238004879395,0.003623740728319608,0.21738857177488374,0.09766121198535474,0.0021400243452310056,0.003809956349506709,0.002971137521222407,0.000747099496074002,0.03208149101695869,0.029991783073130673,0.010593056522075319,0.0022420880163270046,0.0005433523697312014,0.0018507985518629046,0.004951700625050714,0.00375939849624061,0.0039833601507005085,0.003202591865044207,0.005670904600750013,0.00693724066390042,0.0011117887385515023,0.00426606132952381,0.015189299478576234,0.0018175248948423043,0.009555593587768823,0.017820115735318345,0.08434771759542162,0.001841772366629004,0.0013896312132549032,0.003034779720800207,0.0016866306778147036,0.005787745561800813,0.3313888249510884,0.002942258183155508,0.0053468351557957134,0.00391549510835771,0.004095144517056509,0.0029204553765144053,0.0005701948627103012,0.000979053962309903,0.0015675675675675036,0.0046195832795717096,0.004665044134355811,0.011081981855322227,0.021721434700028647,0.0454989532449407,0.03405799280352008,0.031860181311018164
"AUT Manufacture of textiles, wearing apparel and leather products",0.0015871620136293034,0.0029295888473583067,0.007590132827324422,0.0016855620935813038,0.0020313752073461053,0.14040200254053684,0.0023756233557152063,0.003456715363459708,0.006170824082538814,0.00023438415563100062,0.00342530922930541,0.002171616386899805,0.006997603031005912,0.0020983644255368047,0.0005004561300156013,0.0034758899632548086,0.0037746570338501105,0.002685284640171807,0.0032769514540245074,0.0038822116503588085,0.0071343638525564156,0.02022821576763486,0.0007393934814638016,0.0009197471673744022,0.006347766946270615,0.0020335772161231046,0.003608306235381308,0.002750232077943407,0.0032023084773199085,0.002050183450221204,0.000890789239265902,0.0009390639136061021,0.0009598260107300022,0.003172129779063907,0.0029599205892507077,0.0019470826212058053,0.001659362634557204,0.001254267235267803,0.000903437679286202,0.00020964871651100038,7.750221434898156e-05,0.00011434206859090032,0.00037367802585190087,0.0007350669966648015,0.0012026572395218028,0.0026547135638495065,0.004194686241869109,0.010788555478018125,0.004269777791141709,0.012683054393305426
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.0012178500769399025,0.007475502576017716,0.012062889671997834,0.0012434831465567028,0.000792348561539402,0.007061197041022117,0.1470334157929873,0.01698079882925844,0.0037220843672456086,0.0004467947966717012,0.0009738624279397028,0.0010564620260593027,0.004851929173432309,0.0030038230475150063,0.0005004561300156013,0.014345945848342834,0.0020699732121113056,0.0016469745793054043,0.003492798555786608,0.0017130142533957038,0.02625080032927836,0.1753112033195025,0.00019429317761090044,0.003933386822175609,0.0018136476989344043,0.030866797030440176,0.0012122767984482027,0.003973521424915111,0.004965017739061413,0.0016382080524226037,0.00046321040441830107,0.00036646396628530083,0.003450935136844508,0.0019477989871445043,0.0010861433997007028,0.0016009345996581042,0.002467770071905706,0.001270627242684303,0.000494582671142001,7.800882474829981e-05,3.321523472099209e-05,0.00011434206859090032,0.0015981198589894038,0.0003479838441657008,0.000867179167444702,0.0018552671115999045,0.00951137771976262,0.001346824842986703,0.0034779645387938082,0.0013511157601115026
AUT Manufacture of paper and paper products,0.0016926797098263037,0.00040408122032520094,0.0006776904310111019,0.001361080501922903,0.01653606757184444,0.006575506239258716,0.004240782188714811,0.16781469987131972,0.1318727961342565,0.00024170866049450066,0.009604298427268128,0.022890010564620256,0.012603417613856022,0.010966109977291624,0.00041466365058430107,0.002419580545850106,0.005560516275671715,0.00401002506265661,0.0033946862368038075,0.0019178311749974044,0.002347632549772805,0.004052126556016511,0.0013600522432766031,0.0009197471673744022,0.004987531172069811,0.002787319071438807,0.0018968566375720042,0.010495562322688126,0.010237149977446227,0.0018514659054007041,0.001710315339390704,0.003447051682871208,0.0006768715220177015,0.005481662863821012,0.005283260444239814,0.0711550526794022,0.0031343516430526078,0.002841187954671807,0.002347619079021105,0.0012091367835986022,0.0004317980513728009,0.00022153775789490062,0.00048648648648640113,0.0017575139095789038,0.0023072029673984053,0.006260492734685715,0.011124718582020025,0.01341242149337053,0.0034228382997063076,0.00993723849372382
AUT Printing and reproduction of recorded media,0.000984831831171602,0.001414284271138403,0.0010843046896177031,0.002297503887245905,0.003411812502946009,0.005454681312112313,0.0024148898574625063,0.04809123710039622,0.10376126420269054,0.0001831126215867005,0.004701404824536814,0.005399694799859113,0.00570246655841641,0.004024260542125309,0.0005776693615037015,0.0034488051063983082,0.005479340855588916,0.004976727533118513,0.007122954358149216,0.0038170426298492085,0.003689136863928708,0.004343879668049712,0.0017972118929012039,0.0016242343594058037,0.00906823849467242,0.002047614513833405,0.0037366649552170086,0.014195795702003236,0.025605671381087568,0.001836925597243104,0.0010333155175485025,0.0009734199104453022,0.0008433153389073018,0.016639768490177537,0.006373000345264117,0.07978711896674831,0.03613723070813659,0.010999378319718126,0.011724906523875126,0.0032568684332415056,0.00473870682019481,0.001765155683872705,0.001985898942420605,0.006240249609984413,0.0076210490336016175,0.015528558156972638,0.021090765090237044,0.005973482205163913,0.013185194094476332,0.02105125523012554
AUT Manufacture of coke and refined petroleum products ,0.028995383600791368,0.1388018991817358,0.11656275413391193,0.061727722923209036,0.0024847871320797066,0.0027273406560561065,0.0077944005968508204,0.007468523704993318,0.003820033955857309,0.035157623344662,0.051480382828678645,0.0034628477520835086,0.029614165313539054,0.010621173359395225,0.01092424238091283,0.006401054503760216,0.003206429093270509,0.0036161833154314095,0.0034143087006004076,0.003156042564680207,0.009024665386139821,0.0027878630705394083,0.0069837603285713154,0.031506232754740675,0.10813874404896875,0.011379365904746528,0.01701466141822124,0.005034139316172513,0.0033046799770943087,0.1313619906651224,0.07375734901122406,0.20453270118299194,0.006341509423494014,0.057905281317825234,0.0023736908735182065,0.002682647166994707,0.0020422924733012053,0.01731979451830684,0.0015233146271176035,0.0009751103093537018,0.000503764393268301,0.002565550164009407,0.0008108108108108019,0.002899213712909406,0.0028389040627660065,0.009609897698421225,0.002750012833393206,0.007452896022330717,0.00399414659570411,0.00928347280334722
