Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
"AUT Crop and animal production, hunting and related service activities",0.35004382528835565,0.19570372436881064,0.10449389179755691,0.0015470297029702034,0.38086679228873843,0.12708809037375343,0.0004893165878323013,0.00040558810274890104,0.0004144218814753009,0.0002052817794307005,0.011829515801681624,0.0035002500178584087,0.00888262680715512,0.0005393881796933011,0.00031832388007870075,0.00033162235423030053,0.00047545465351240125,0.00022498453231340048,0.00022900513625800052,0.0003098111560180007,0.00033871514056670076,0.0014817253868949036,0.00046172788836440113,0.0019315377186393053,0.0005704506560182014,0.002671577031051206,0.0007753101240496014,0.005898482881159015,0.022903158335076362,0.0009946835877208025,0.0005368647100930011,0.0005584039798974015,0.0014825103842506034,0.0008847148495984019,0.03236450057299317,0.00042301184433160105,0.01177191511320383,0.0012316260140833027,0.0010549832443837025,0.0006789805233179017,0.00043937608595790063,0.0003271823059808008,0.004636649646706812,0.0014543986501524032,0.008227527431393123,0.0029267992744489066,0.004811660374045111,0.007523484911463918,0.015331637129320941,0.005341287458379513
AUT Forestry and logging,0.004677282987255712,0.043799693123169225,0.001527050610820203,0.00023660454280720051,2.4848321702938377e-05,6.008893161879599e-05,0.24136356222476002,0.06255069851284377,0.0011248593925759025,0.00024150797580090063,0.01436165072001543,0.00871490820772912,0.005053908355795111,5.137030282793527e-05,0.00013311725894200034,4.3255089682219345e-05,5.943183168905281e-05,5.6246133078350995e-05,3.271501946543666e-05,7.0411626367746e-05,5.645252342779735e-05,0.00806717155087252,5.130309870716204e-05,3.576921701183971e-05,0.0,0.0003915992390791009,5.0020008003201385e-05,0.00013667737306080036,0.0001324688001115004,0.00022866289372890054,0.0,0.00015229199451740038,0.00020033924111490046,0.0001361099768613003,0.00011536775394360025,0.00019227811105980045,6.450364445591194e-05,0.00012048515355160026,0.00010860121633360027,6.286856697388456e-05,5.9914920812446416e-05,8.724861492823821e-05,0.00021661766981270056,0.0001397464895164003,0.00022686196961560061,8.6082331601439e-05,8.780402142418141e-05,8.313242996092796e-05,0.00013160203544480037,0.00013873473917860036
AUT Fishing and aquaculture,0.0006748318737831016,0.0,0.014179755671902227,3.640069889341884e-05,0.010241649928561023,0.010575651964908027,3.2621105855488585e-05,4.5065344749887454e-05,5.9203125925048975e-05,3.6226196370135215e-05,1.932927418575437e-05,7.143367383384544e-05,3.062974761087976e-05,2.5685151413967636e-05,1.1575413821044133e-05,2.8836726454812897e-05,5.943183168905281e-05,0.0,3.271501946543666e-05,4.2246975820647595e-05,0.0,0.0013719679508286033,2.565154935358102e-05,3.576921701183971e-05,0.0,4.69919086895002e-05,5.0020008003201385e-05,0.0002861682498462007,0.004873457435682914,2.286628937289207e-05,0.0,0.00010152799634490025,0.00010684759526130024,0.0,0.01804351671678754,0.00011536686663590028,3.225182222795597e-05,4.016171785054494e-05,6.205783790492754e-05,3.772114018433074e-05,1.9971640270815474e-05,4.362430746411911e-05,6.189076280365171e-05,8.798853043626803e-05,9.074478784624833e-05,0.00014142097334520032,5.268241285450885e-05,6.234932247069596e-05,0.000712844358659402,6.936736958934536e-05
AUT Mining and quarrying,0.0009230458963241022,0.0002789789370902008,0.00043630017452000086,0.08794408852649989,0.0017766550017600043,0.0014421343588510037,0.001500570869352404,0.003064443442992308,0.001361671896276103,0.6075012377283774,0.026577752005412156,0.0035716836916922087,0.0011639304092134024,0.05532581614568621,0.32062738742910135,0.0018455504931080028,0.002020682277427705,0.003206029585465907,0.0029443517518892067,0.001337820900987103,0.0015806706559783035,0.001262210514762303,0.06890006156371857,0.0025038451908287063,0.0005704506560182014,0.002246909411783105,0.0013755502200880026,0.02027523406000135,0.0022728857282297067,0.005499342594180513,0.00044738725841080094,0.0007106959744149019,0.0014958663336583035,0.0012930447801823028,0.0020073989186195043,0.0010383017997231026,0.001580339289169804,0.001967924174676604,0.002870175003102807,0.0002011794143164005,0.00015977312216650024,0.0011342319940670026,0.0015988447057609042,0.003602353951978908,0.0016787785751555045,0.0016048206105696034,0.0011765738870840026,0.002327708038905906,0.0017108264607825045,0.0017341842397336044
"AUT Manufacture of food products, beverages and tobacco products",0.06018414377797265,0.008927325986887924,0.09075043630017468,0.003976776354105909,0.22605760669248184,0.10010816007691405,0.0025770673625835063,0.004281207751239211,0.004085015688828309,0.0015698018427058038,0.02810476466608676,0.04786056146867642,0.010904190149473122,0.002568515141396705,0.0010128487093413023,0.0021483361208835035,0.005705455842149015,0.0032622757185443068,0.00441652762783391,0.00421061525679121,0.006040420006774313,0.006750082318077016,0.0015390929612148036,0.005937690023965316,0.022247575584711955,0.0021564064765292046,0.011779711884753923,0.016230438050980643,0.12525970856864005,0.002298062081975605,0.0013421617752326029,0.0025889639067972064,0.0024975625392331057,0.007486048727371716,0.33251294041640145,0.004499307798800111,0.008546732890408323,0.0077110498273046165,0.007540027305448618,0.003093133495115108,0.00023965968324970036,0.0007416132268900017,0.0028366599618340075,0.006014274845114313,0.005784980225198316,0.013840809173917031,0.023197822460268653,0.03329453819935158,0.038065888752412805,0.029827968923418473
"AUT Manufacture of textiles, wearing apparel and leather products",0.001225556736295803,0.002929278839447608,0.006544502617801013,0.0011193214909726024,0.0018304930321164045,0.12348275447662573,0.002707551786005507,0.003920684993240111,0.005920312592504813,0.00035018656491130084,0.0028027447569343063,0.002428744910350706,0.006125949522175913,0.0016181645390799032,0.0007639773121889019,0.002595305380933104,0.003149887079519708,0.0023060914562123046,0.002420911440442305,0.003450169692019508,0.005024274585073912,0.014597738996817036,0.000859326903344902,0.0010730765103551029,0.008556759840273822,0.0015803204848172034,0.003276310524209606,0.002088601107086705,0.0021055567175625057,0.0016120734007888037,0.0006263421617752013,0.0010914259607086028,0.0011619675984667027,0.0029263645025180067,0.0032379882940185073,0.0022688817105060055,0.001515835644713904,0.0017135666282899037,0.0013963013528608035,0.00017603198752680045,1.9971640270815474e-05,8.724861492823821e-05,0.0005209139202640014,0.0008436547330065018,0.0011872443076550033,0.0025209825683278056,0.0035472824655369078,0.008999085543270422,0.0035642217932970095,0.00880965593784682
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.0018771185454658046,0.011996094294880733,0.021815008726003445,0.0023478450786255053,0.0014412026587704034,0.01135680807595243,0.1957266351329315,0.013339342045966634,0.007045171985080816,0.0010022580995737026,0.0015656712090461032,0.0020001428673476047,0.006616025483950014,0.003416125138057607,0.0011170274337307029,0.021440106119153333,0.003031023416141608,0.0023623375892907047,0.00412209245264501,0.0023658306459562054,0.03584735237665128,0.2083744923718587,0.0004489021136876011,0.006402689845119217,0.002281802624073006,0.036852099058943585,0.0019007603041216036,0.006970546026105319,0.009572613818587426,0.0025038586863316056,0.0008052970651395017,0.0006599319762424017,0.006050245081671614,0.003674969375255208,0.0019227958990609044,0.002884171665897507,0.005128039734244914,0.003199550188760007,0.0011480700012411029,0.00012573713394770032,3.994328054163095e-05,0.0001308729223923003,0.00381143947599151,0.0006832050598580015,0.0017846474943095049,0.0038368124942355086,0.015997892703485835,0.002556322221298506,0.0054614844709598145,0.0020116537180910046
AUT Manufacture of paper and paper products,0.0022882230202992057,0.00041846840563530114,0.0006544502617801013,0.0021385410599883046,0.020052595614271248,0.005768537435404315,0.004827923666612212,0.18769716088328117,0.14185068971641732,0.00035018656491130084,0.00972262491543442,0.029859275662547372,0.013017642734623828,0.012560039041430123,0.0007639773121889019,0.002523213564796104,0.0058837513372162155,0.003993475448562909,0.003304216966009007,0.001999690188843904,0.0026532686011064063,0.004445176160684811,0.0023471167658526055,0.0010730765103551029,0.006845407872219016,0.003332944634829307,0.002025810324129604,0.010340497505637926,0.01043714704036813,0.0020693991882467047,0.001431639226914803,0.004137265851058411,0.0010951878514284027,0.006193003947189314,0.006729785646713115,0.07068143362559616,0.0019351093336773051,0.00499344025275101,0.003661412436390709,0.0013202399064515034,3.994328054163095e-05,0.0001308729223923003,0.0007787920986126021,0.002463678852215406,0.002782840160618208,0.007562947704983516,0.015260338923522635,0.021489733144899853,0.00369582382874181,0.009433962264150922
AUT Printing and reproduction of recorded media,0.0008920191435064022,0.001813363091086605,0.0013089005235602026,0.002702751892836306,0.004853705505973912,0.006249248888354716,0.002740172891861007,0.04402884182064001,0.04043573500680839,0.0003139603685411008,0.005605489513868712,0.00792913779555682,0.006891693212447915,0.005445252099761111,0.0010823011922676026,0.0036766826229886057,0.006180910495661417,0.005624613307835012,0.00886577027513332,0.00449226176226211,0.00417748673365691,0.0048842059049500125,0.0034373076133798084,0.0021461530207103055,0.02110667427267545,0.0029030556923735065,0.004101640656262508,0.021633465454793957,0.04006135397057801,0.0020922654776196047,0.0015211166785969032,0.0012690999543124033,0.0009616283573517022,0.022526201170545847,0.00919865558110732,0.04430087678818651,0.022673031026252958,0.018768909475487938,0.020339456373339948,0.004073883139907711,0.00011982984162480017,0.0001744972298564004,0.003166744030120108,0.008162230146940817,0.011645581106935133,0.023371353029790654,0.03087189393274217,0.010433119960096425,0.02002544306018595,0.026220865704772462
AUT Manufacture of coke and refined petroleum products ,0.038938574786109396,0.10099037522667058,0.12892670157068084,0.13229834012813071,0.0034663408775598087,0.00390578055522171,0.01145000815527643,0.01140153222172143,0.005387484459179412,0.0734546508398441,0.05207306465642221,0.005214658189870713,0.03427468757657437,0.01474327691161733,0.008195392985299222,0.007194763250475811,0.005051705693569414,0.0052308903762866114,0.00464553276409191,0.00457675571390341,0.007225922998758016,0.00439029744265171,0.015608967781654038,0.057803054691132956,0.27324586423274444,0.010818581644960424,0.02495998399359745,0.005467094922435514,0.0031653071184549087,0.22873149259703932,0.11274158911954203,0.23260063962637748,0.011379268895329427,0.10174220770382482,0.0037379152277744083,0.0034225503768650083,0.003289685867251409,0.02871562826313956,0.003754499193248109,0.00044007996881710115,7.98865610832619e-05,0.00019630938358850046,0.0015936871421940043,0.003064071177545307,0.004408684276196812,0.01745626710117744,0.004126789006936509,0.013093357718846132,0.006360765046499317,0.012624861265260832
