Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
"AUT Crop and animal production, hunting and related service activities",0.4443955823040883,0.2621076233183864,0.1481546883277417,0.002737499879085607,0.47603219772440775,0.18175671106903823,0.0009218968950512021,0.0008277717419421022,0.0008178286648947017,0.00042126058598800103,0.01774335187228385,0.005445544554455414,0.013499517874361633,0.0010952902519167026,0.0006713616309977017,0.0006777307590584015,0.000966717304239702,0.0005244526025960013,0.0004899374387578012,0.0006510310704578016,0.0007196127175192027,0.0023778236656029047,0.0008846605658927021,0.0030179872037342068,0.0006426735218508027,0.00453709634098461,0.0012988546463573033,0.009351001355217523,0.033910967344423976,0.0018992611093766039,0.0008114413226493019,0.0011809776190339026,0.0027437545476594076,0.001863354037267004,0.047821588688355,0.0008474935378617023,0.017218824028568443,0.0024143140681932057,0.0018475434514848045,0.001205206492045603,0.0008717468957305014,0.0006280238183848013,0.0075835833359106175,0.0025000146714476055,0.012766984649220828,0.004511197676130812,0.007238494551351718,0.011310727554907531,0.022852088017397052,0.00800062750019602
AUT Forestry and logging,0.0057922577240573135,0.056950672645740066,0.0021190181882394044,0.00038692577796260096,3.750462947770125e-05,6.761782405842196e-05,0.3135555719448343,0.08738165450876943,0.0016356573297894035,0.00037768190467880094,0.020715588480331455,0.012623762376237633,0.007392593121674218,8.88073177229806e-05,0.00021236949551960052,8.265009256810386e-05,0.00013810247203420027,6.555657532450522e-05,7.537499057812638e-05,0.00014648199085300035,6.541933795630013e-05,0.011951692635004025,0.00011602105782190027,0.00012071948814930029,0.0,0.0006384165616412015,0.0001180776951233003,0.00027104351754250066,0.0002618607516943006,0.00036424185659270075,0.00010143016533110025,0.00034565198605870077,0.00040928935241320107,0.0002329192546583005,0.00022170035964720047,0.0003389974151447009,0.0001414277127603004,0.0002517996267440006,0.00022238948953050053,0.0001205206492045003,0.00010631059704030018,0.00016282098995160037,0.00042062289301950096,0.0002699546358840006,0.00044702327203150096,0.00016063611903130039,0.0001582184601388004,0.00016460518271170047,0.00025800744535770057,0.00023531257353510057
AUT Fishing and aquaculture,0.0008669539760519021,0.0,0.01995408793925484,7.738515559252865e-05,0.012700005156886528,0.014943539116911236,7.375175160410075e-05,0.00010347146774270027,0.0001363047774824003,7.263113551517282e-05,4.5033888000720666e-05,0.00016501650165010043,0.00010713903074890026,5.920487848198706e-05,2.0551886663195732e-05,4.959005554086232e-05,6.905123601712486e-05,6.555657532450522e-05,3.768749528906319e-05,9.765466056867589e-05,6.541933795630013e-05,0.002127526437644704,5.8010528910997494e-05,4.023982938312351e-05,0.0,9.503935869093634e-05,8.855827134254362e-05,0.0004417005471063011,0.007054836722119516,3.9025913206369106e-05,0.0,0.00020163032520090045,0.00021222410865870056,7.76397515527952e-05,0.025996419949747957,0.00025424806135850063,7.071385638015788e-05,7.40587137482598e-05,0.00013685507048030032,6.695591622475778e-05,2.1262119408062635e-05,9.304056568663954e-05,0.0001237126155939003,0.00017605737122870037,0.0001788093088126004,0.00022756783529440057,9.888653758677321e-05,0.00011757513050830033,0.0010811740567370023,0.0001568750490234004
AUT Mining and quarrying,0.0008732362512407022,0.00022421524663670064,0.0003531696980399007,0.08837384768666762,0.0015330017299010036,0.0014199743052268035,0.001401283280477903,0.0031041440322830084,0.0014993525523069034,0.6104211153237183,0.026660061696426568,0.0037953795379537096,0.001249955358737103,0.05526775406293483,0.3341736771435626,0.0020001322401481045,0.0023477420245822046,0.0035400550675232087,0.003165749604281208,0.0015136472388144037,0.0017009027868637066,0.0013140604467805027,0.06795933461923355,0.002655828739286106,0.0006426735218508027,0.002483419764054406,0.0015645294603849039,0.02028308989609995,0.0024645717806531056,0.005710791965865312,0.0005071508266558012,0.0008353256329751018,0.0016826340043657045,0.0013198757763975028,0.0020609922322762046,0.001144116276113303,0.0016617756249337043,0.0020884557277009047,0.003198987272478408,0.00022765011516410056,0.00017009695526450027,0.0012560476367696027,0.001775276033773504,0.0040258452220963085,0.0018774977425324042,0.0017536109660923043,0.001245970373593303,0.002469077740676207,0.001867482461636704,0.0018040630637697044
"AUT Manufacture of food products, beverages and tobacco products",0.050509492517810325,0.007959641255605323,0.08493731237859807,0.0039272966463208105,0.18682931174316872,0.09446210020961543,0.0022863042997271054,0.004087122975839411,0.004020990935732209,0.001554306300024604,0.027538222512440674,0.04694719471947202,0.010749616085139826,0.0025162073354844062,0.0010481462198229025,0.002231552499338705,0.005800303825438411,0.003408941916874208,0.004522499434687511,0.004313080841783111,0.0062802564438047236,0.006820599461860914,0.0014937711194581034,0.005754295601786613,0.021850899742930592,0.0021239230594409047,0.01174873066477743,0.01579079455905234,0.12038662969809018,0.0023155375169112047,0.0013185921493052033,0.0026211942276118056,0.0024557361144797066,0.007453416149068316,0.31892828403921697,0.004364591719988111,0.008132093483718121,0.007539177059572817,0.007236211851649118,0.0029058867641544067,0.00021262119408060036,0.0006978042426497015,0.0027093062815080064,0.005774681776301513,0.005632493227597412,0.013292638849845334,0.022427466724680156,0.03240370596811369,0.03704249751207108,0.028865009020315368
"AUT Manufacture of textiles, wearing apparel and leather products",0.0009486235535061023,0.0022421524663677065,0.0051209606215786106,0.0010060070227028027,0.001392359369359603,0.09649063493136803,0.0023231801755291053,0.0034145584355114093,0.0053158863218155114,0.0003341032233697008,0.0024993807840399066,0.002227722772277206,0.005285525516945813,0.0014209170835676034,0.0007193160332118017,0.0024464427400158056,0.0029001519127192055,0.0022289235610331057,0.0022989372126328055,0.0032551553522891076,0.004644772994897218,0.012702584318878626,0.0007396342436152018,0.0010059957345780024,0.007069408740359829,0.0014441850374992036,0.0030700200732081077,0.0018069567836169044,0.001802218114602504,0.0014569674263711031,0.0005071508266558012,0.0010081516260045022,0.0010156439485811027,0.002562111801242205,0.0027343044356494058,0.0019492351370820052,0.0012728494148428035,0.0015256095032141035,0.0011974818667031028,0.00014730301569440036,2.1262119408062635e-05,6.978042426497966e-05,0.0004639223084774011,0.0007335723801196016,0.0010281535256725025,0.002101655890660305,0.0031050372802246076,0.007524808352537221,0.003096089344292507,0.007137814730567117
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.0016396738242721038,0.011098654708520131,0.02119018188239444,0.002398939823368306,0.0012189004580252026,0.011089323145581127,0.1806180396784427,0.013037404935589034,0.007019696040346215,0.0010313621243154027,0.0015761860800252042,0.001980198019801905,0.006785471947430417,0.0034634853911962088,0.0011851587975776029,0.023125495900555453,0.0031073056207706062,0.002491149862331106,0.00437174945353131,0.002473918067739706,0.038662828732173346,0.21794631124460334,0.000435078966832401,0.0064786125306828144,0.0025706940874035107,0.03752608417181469,0.001948281969535905,0.007057170104903817,0.009588724584103522,0.0025887189093558058,0.0008114413226493019,0.0006913039721174015,0.006154499151103517,0.0037267080745341076,0.001913191992511404,0.002839103351836907,0.005091397659371314,0.0032437716621737073,0.001129054331462903,0.0001205206492045003,2.1262119408062635e-05,0.00011630070710820025,0.0037856060371756085,0.0006748865897100015,0.0018059740190074038,0.0038284941702475097,0.016098728319126638,0.002563137845083007,0.005528730971950912,0.002039375637304805
AUT Manufacture of paper and paper products,0.002010328060410305,0.0004484304932735013,0.0007063393960798014,0.0021958037899379055,0.017313074582643837,0.005544661572790514,0.00449885684785011,0.1862486419369863,0.144483064131398,0.00036315567757580085,0.009975006192159526,0.03069306930693068,0.013463804864111932,0.01284745863059113,0.000815224837640002,0.002727453054747406,0.0062146112415412125,0.0043267339714173104,0.003504937061882809,0.002132126755749405,0.002878450870077111,0.00469307302421621,0.0023784316853508055,0.0010864753933443026,0.007069408740359829,0.003406954401768508,0.002095879088440105,0.010505445966972827,0.010482131854590224,0.0021594338640857046,0.0015214524799675036,0.00437825849007691,0.001121756002910503,0.006366459627329113,0.006741333158162614,0.0713589558879615,0.001909274122264205,0.005095239505880212,0.003677980019159709,0.001285553591515303,4.252423881612527e-05,0.00011630070710820025,0.0007793894782420019,0.002476540355283706,0.0028341275446799063,0.007590056624231918,0.015406522556019238,0.02186897427456146,0.0037349649232735083,0.009490940465918822
AUT Printing and reproduction of recorded media,0.0007601552978426018,0.0015695067264573045,0.0012360939431396024,0.002718153590187507,0.0040973807704388085,0.005882750693082615,0.0024706836787373055,0.04273371617776401,0.04027806174606419,0.0003195769962667008,0.005606719056089715,0.008003300330033021,0.0069997500089282174,0.005446848820342713,0.0011303537664757027,0.003884554350700809,0.006352713713575413,0.005965648354529915,0.009233436345820422,0.004654872153773511,0.004383095643072017,0.00500594455916401,0.0033936159412933076,0.0020924711279224047,0.02120822622107969,0.002900766513088507,0.00416223875309951,0.02151282437383925,0.03937153419593349,0.0021334165886148044,0.0015214524799675036,0.0012961949477201028,0.0009701673538685026,0.02267080745341615,0.009015814625654818,0.04373066655366762,0.022098080118799258,0.018722042835560046,0.019980840290132747,0.003923616690770709,0.0001275727164483002,0.00016282098995160037,0.0030866297590696075,0.008022347548987917,0.011586843211057527,0.022950885506606157,0.030476830884243473,0.01039364153694213,0.019829715086063945,0.02596282061338146
AUT Manufacture of coke and refined petroleum products ,0.03176318335448368,0.08688340807174905,0.11707575490022974,0.12635061279370113,0.002803471053458106,0.0035837446750963085,0.009845858839147422,0.010502353975891127,0.005111429155591911,0.07027788672448117,0.04951475985679233,0.005033003300330013,0.032820256419413586,0.014031556200230834,0.00815224837640092,0.0072566781274795164,0.004971688993232909,0.005310082601284913,0.004635561920554711,0.004557217493204811,0.007261546513149228,0.004317627182278909,0.014633155917799035,0.05432376966721673,0.2622107969151682,0.010262184665606024,0.024146888652733463,0.005179942779701813,0.002965187923598207,0.22148506608388008,0.10842884673902037,0.2286487887778326,0.010793111811787529,0.09720496894409951,0.0035061501321991075,0.0032204754438747087,0.003040695824346708,0.027223983173860263,0.0035069111810592086,0.000401735497348501,6.378635822418789e-05,0.00016282098995160037,0.0014845513871277036,0.0028697351510278066,0.00415731642989331,0.016291179738430837,0.0038961295809188095,0.012415933781686435,0.006020173725013213,0.01192250372578243
