Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
"AUT Crop and animal production, hunting and related service activities",0.39860277410384326,0.22794834307992257,0.125433526011561,0.0021744532803180047,0.42939202271847254,0.15940176402914516,0.0007154294279971018,0.0006208213944603016,0.0006258605582676016,0.0003262855651265007,0.014663535178188528,0.004466651525475013,0.011078358329824128,0.0008102195695033019,0.0005140528421548012,0.0005288287199323013,0.0007760460453986019,0.000363592291843401,0.00038153376573820086,0.00048420288100710113,0.0005657530802112012,0.001964636542239605,0.0007059800664451018,0.0024678980449620064,0.0006180469715698016,0.003678356636868708,0.001029835814747203,0.0075581224032766165,0.027913743199624162,0.0014683919225893037,0.0006916996047430014,0.000911369332421902,0.0021421077174166056,0.0014270692504130037,0.03971242217610439,0.0006335379132844013,0.014027989653114034,0.0018598017143736036,0.001423726644484204,0.0009030741634193024,0.0006281037156260011,0.0004505954296749011,0.0059996901848166145,0.0019488483314386046,0.010497110643787427,0.003655141913161108,0.005916041355586217,0.009405109572975823,0.019132876952782152,0.006543998768188417
AUT Forestry and logging,0.0052972496354325126,0.05043859649122812,0.001734104046242704,0.0003195115024140007,3.442192676735088e-05,6.391409945033889e-05,0.275917282730897,0.07435530085959899,0.0013768932281887035,0.0003132341425215007,0.017543143061370333,0.01075024604436363,0.006219429237795915,8.102195695033371e-05,0.0001796088243673004,7.554695999033017e-05,0.00012934100756640033,6.059871530723564e-05,6.936977558877611e-05,0.00010591938022030025,6.286145335680175e-05,0.010054316422050125,9.68992248062018e-05,7.712181390506326e-05,0.0,0.0005282862350873012,8.827164126405016e-05,0.00021117560970810046,0.00020457955113730046,0.00030120859950550076,0.0,0.00025632262474360057,0.0003060153882023008,0.00015021781583290038,0.00017047139045360042,0.0002771728370619006,9.948928831995779e-05,0.00019576860151300038,0.00015996928589710044,9.896703160759598e-05,7.851296445325551e-05,0.00012874155133560034,0.00032173115191660073,0.00020720513868740048,0.00035343806881430086,0.00012357241343420027,0.00011340654355750032,0.00013797226757420033,0.00019893511204720053,0.0001539764416044004
AUT Fishing and aquaculture,0.0007393088479669017,0.0,0.016184971098265936,5.3251917069014595e-05,0.010959080934555325,0.012591077591716729,3.4068067999863817e-05,4.77554918815665e-05,6.258605582676196e-05,5.2205690420255925e-05,4.084550188910454e-05,0.00015141191611770042,6.478572122704172e-05,5.401463796688915e-05,1.8580223210414878e-05,3.0218783996132074e-05,6.467050378322464e-05,6.059871530723564e-05,3.4684887794388056e-05,6.05253601258929e-05,6.286145335680175e-05,0.0016757194036750042,4.152823920265791e-05,3.856090695253163e-05,0.0,6.985603108593399e-05,5.884776084270011e-05,0.0003437742483621008,0.0055918410644198125,3.7651074938189574e-05,0.0,0.00014240145819090032,0.00016029377477260042,7.510890791647909e-05,0.02081233323450935,0.00015838447832110033,3.31630961066526e-05,5.593388614657487e-05,9.59815715382649e-05,4.948351580379799e-05,1.9628241113313877e-05,6.437077566784695e-05,8.936976442130119e-05,0.0001232030554357003,0.00013253927580530032,0.00017560290330130037,7.560436237170906e-05,9.198151171614526e-05,0.0008659528406763022,7.698822080221747e-05
AUT Mining and quarrying,0.0009631362973513023,0.0002436647173489006,0.0003853564547206009,0.08842480829309869,0.0016737661890624037,0.0015339383868081034,0.0014649269239941037,0.003151862464183308,0.001502065339842204,0.6121639258679209,0.026712958235474354,0.0038610038610038112,0.001263321563927303,0.05412266724282292,0.3413248937830581,0.002039767919738905,0.0023928086399793063,0.0035753242031268096,0.003191009677083607,0.0015433966832102037,0.0017601206939904038,0.0013290188373974033,0.06825858250276869,0.002699263486677207,0.0006180469715698016,0.0025955881550367055,0.0015888895427528045,0.020263036410603945,0.0025079937565351054,0.005760614465542915,0.0005928853754940012,0.0008544087491455019,0.0017340871998134046,0.0013519603424966035,0.0021049510821227048,0.0011878835874084026,0.0016581548053326042,0.002111504202033104,0.003231379575121509,0.0002226758211170006,0.00017665417001980031,0.001223044737689003,0.0018052692413102044,0.00407130096826401,0.0019085655715977046,0.0017820442779468038,0.0012474719791331036,0.002506496194264906,0.001895734597156305,0.001847717299253205
"AUT Manufacture of food products, beverages and tobacco products",0.05565164309695803,0.008528265107212421,0.08843930635838171,0.004064896336268109,0.20694462372531347,0.10162341812603883,0.0025210370319899067,0.004250238777459411,0.00413067968456621,0.0016183764030279037,0.02816297355253755,0.04799757740934224,0.010981179747983526,0.0025656953034272055,0.0011272002080984025,0.0023721745436963058,0.006014356851839816,0.0035753242031268096,0.00471714474003671,0.0045394020094419105,0.006537591149107314,0.006991794753264717,0.0015780730897009042,0.005899818763737315,0.022249690976514254,0.002257223004464205,0.012063790972753435,0.016093545884040036,0.12255072815166188,0.002434769512669506,0.0013833992094861027,0.002791068580542206,0.0025792725577057068,0.007585999699564319,0.3277646012451831,0.0044743615125717095,0.008224447834449821,0.007746843231300615,0.007358587151266921,0.002857673037669308,0.0002159106522464004,0.0007080785323463017,0.002782378665649807,0.0059081465220337135,0.005769876473394914,0.013488904498035829,0.022794715255070267,0.03343527950881878,0.03859341173717171,0.029255523904842578
"AUT Manufacture of textiles, wearing apparel and leather products",0.0010106148472208024,0.0021929824561403052,0.004816955684007711,0.0009674098267537022,0.0014715373693042033,0.0857088073629044,0.0023847647599904063,0.0032951289398280084,0.005006884466140913,0.00033933698773160075,0.0024098846114571043,0.002119766825649106,0.0047617505101875115,0.001323358630188703,0.0007184352974693016,0.0023419557597002057,0.002845502166461807,0.002242152466367706,0.002323887482223905,0.0032229754267037074,0.004337440281619309,0.011267768404021728,0.0007198228128460018,0.0010025835807658027,0.006180469715698316,0.001414584629490103,0.0030012358029776086,0.0016648495742110038,0.0016669444907484038,0.0014056401310257036,0.0004940711462450009,0.0009683299156983022,0.0009471904872930025,0.002403485053327306,0.0025348354580492062,0.0017818253811126036,0.0011938714598394029,0.0014822479828842028,0.001103788072690003,0.00013607966846040036,1.9628241113313877e-05,8.58277008904626e-05,0.0004468488221065011,0.0006944172215470017,0.0009454468340784022,0.0018796014464476042,0.002929669041903708,0.006737645733207616,0.0028904101573927077,0.006159057664177316
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.0019262725947027045,0.01230506822612083,0.023121387283236955,0.0025915932973587055,0.0014500236650746032,0.012527163492266328,0.199366333935203,0.013944603629417336,0.0074477406433846195,0.0011093709214304024,0.0017563565812314032,0.0021954727837080064,0.007223607916815118,0.003645988062765008,0.0013068090324658028,0.02485494983681856,0.0034275367005108088,0.0027875409041328075,0.004751829627831111,0.0027539038857281066,0.04155142066884589,0.23101814399630236,0.0004983388704318013,0.006863841437550617,0.0024721878862793067,0.03987687874521109,0.0022067910316012065,0.007504100735676817,0.010198669475215522,0.002798729903738707,0.0008893280632411017,0.0007404875825928017,0.006572044765679618,0.00398077211957331,0.0020975392825378046,0.002969708968521006,0.005372421569277713,0.0034818844126242067,0.0012317635014077034,0.00013607966846040036,3.9256482226627755e-05,0.00012874155133560034,0.003991849477484709,0.0007448184714980017,0.0019262374750384048,0.0040648820208642085,0.01706768480541325,0.0028284314852714066,0.005851032707272816,0.0021556701824620057
AUT Manufacture of paper and paper products,0.0022450571438260053,0.0004873294346978012,0.0007707129094412018,0.002263206475433105,0.019271976248870542,0.005944011248881513,0.0048035975879807125,0.1915950334288448,0.14632619852296935,0.00037849125554680085,0.010252220974165218,0.03156938451056099,0.013766965760746333,0.012855483836119527,0.000860883675415802,0.0028405656956364067,0.006402379874539217,0.004544903648042612,0.0036419132184107085,0.0022545696646895054,0.0030173497611264066,0.004853807927886212,0.002450166112956806,0.001156827208575903,0.007416563658838019,0.0035124485630396076,0.0022067910316012065,0.010755222913044725,0.010789677067390025,0.0022339637796659055,0.0015810276679841032,0.00455684666210981,0.0011803450687806034,0.006534474988733617,0.006996738808182616,0.07257968719065545,0.0019897857663991048,0.00524380182624131,0.0037752751471717104,0.0012742005319477034,3.9256482226627755e-05,0.00012874155133560034,0.0008102858640864019,0.002548063191967106,0.0029158640677187067,0.007752542990192218,0.015744608463908346,0.022604456504242653,0.0038733836522146102,0.009700515821079326
AUT Printing and reproduction of recorded media,0.0008681791976125021,0.0018274853801169045,0.0011560693641618025,0.0028667282022152066,0.00465126285443821,0.006327495845583514,0.002691377371989207,0.04479465138490931,0.041682313180623404,0.00033933698773160075,0.005922597773920111,0.008403361344537823,0.007320786498655618,0.005590515029573012,0.0012201013241505026,0.004139973407470011,0.006790402897238517,0.006362865107259717,0.00974645347022302,0.004932816850260212,0.004714609001760109,0.005258291921876813,0.003599114064230309,0.0022365326032468056,0.022249690976514254,0.003069299365838207,0.004384158182781113,0.02263507872430285,0.04155237994211159,0.0022716148546040055,0.0016798418972332032,0.001395534290271103,0.0010346234553508028,0.023809523809523864,0.009598280462496223,0.045693921995644496,0.023048351794123456,0.019716694866667637,0.02087599180957256,0.00398342302220571,0.00011776944667980022,0.0001716554017809004,0.003235185472051008,0.008400208325166419,0.01217594147065583,0.024051093941049453,0.03201844746441869,0.010991790650079327,0.021227546661985855,0.02725383016398497
AUT Manufacture of coke and refined petroleum products ,0.03482212500423918,0.09222709551656942,0.12119460500963418,0.12791998011928457,0.0031194871132911067,0.003962674165921009,0.010390760739958427,0.010744985673352428,0.005194642633621213,0.07136517880448975,0.0503012355764322,0.005148005148005115,0.033170289268245286,0.013908769276473932,0.008429227929791519,0.007433820863048418,0.0051089697988747134,0.005453884377651114,0.00471714474003671,0.004675584069725212,0.007480512949459316,0.00439154050618281,0.014880952380952338,0.054563683337832236,0.263906056860322,0.010417280635689823,0.02430412522803507,0.005254834939250112,0.003030808164997107,0.22516597848868639,0.11086956521739152,0.23490544543176173,0.01100198181394263,0.09809223373892165,0.0036169581974503083,0.003246881805583007,0.0030841679379186074,0.02751947198411475,0.00353532121832601,0.00039586812643030103,5.888472333994163e-05,0.0001716554017809004,0.0015014120422778036,0.002906472080507507,0.00424125682577271,0.016389604308124535,0.003950327933921712,0.01271644399475703,0.006049967819320117,0.012010162445145831
