Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
"AUT Crop and animal production, hunting and related service activities",0.35571538576283845,0.23552155314248158,0.12847474014986737,0.0025075819217397063,0.39541616355168435,0.13634815984152066,0.000502765208647501,0.000393327317739001,0.00036164185401720087,8.831401747258885e-05,0.010818026484408324,0.007175678227481516,0.011193766746580125,0.0004591244227185011,0.00019073545858870047,0.00037044964354510074,0.0004714757190004011,0.00022425834561410054,0.00023168775619310052,0.0002871111040219006,0.00038027262622120084,0.0018589005930778053,0.0003185580325855008,0.0018651258045640046,0.0002564102564102006,0.002553038259564806,0.0007735815557866017,0.005883793013307012,0.025709270918907165,0.0010908432756604027,0.0006828146337957016,0.0005306937089721013,0.0013448759696079034,0.0009291648447748023,0.03400659314914908,0.00035169301107830086,0.010449275362318822,0.0010303037358697024,0.0009723065041098023,0.0005792903692976013,0.00038391183577600094,0.000391752577319501,0.003581661891117408,0.0013893581957975024,0.007147467834828017,0.0029816909391094074,0.004795072952562513,0.007688312448336122,0.015163643052814233,0.0075368768617880165
AUT Forestry and logging,0.0042855818191347116,0.06062849621586055,0.001329465796470804,0.00020711591094010054,2.7017534379812555e-05,3.095304423190026e-05,0.24628560531197502,0.04923532542051322,0.0010246519197155024,0.00011548756131030019,0.014395557454079432,0.007270095046264216,0.005094485968128611,5.401463796688917e-05,7.513821095919725e-05,4.939328580601621e-05,6.735367414292466e-05,3.203690651630687e-05,3.5644270183568084e-05,7.177777600548718e-05,5.8503480957117074e-05,0.007081526068867821,4.054374960180256e-05,3.657109420713877e-05,0.0,0.00032048012003000074,5.0726659395845606e-05,0.00012033145090680024,0.0001303500353157003,0.00022501699856670052,3.5937612305038546e-05,0.00017305229640390043,0.0002064967039949005,0.00010931351114990027,0.0001238307200589003,0.00017584650553910045,7.246376811594218e-05,9.313480098257236e-05,0.00011722844375790028,6.143988765277701e-05,6.210338519906973e-05,8.93470790378009e-05,0.0001604403749333004,0.0001227014710962002,0.0002162101186335005,7.940223804790986e-05,0.00010264682161440027,0.00010241329617190029,0.0001342355286642003,0.00010766966945410024
AUT Fishing and aquaculture,0.0006813389721860018,0.0,0.016920473773265648,4.068348250610263e-05,0.009368849614168822,0.010462128950382218,3.467346266534915e-05,4.6273802086948585e-05,6.0273642336206526e-05,2.0380157878289734e-05,4.271678769756524e-05,9.441681878265268e-05,5.288393738541826e-05,2.7007318983444585e-05,8.669793572215066e-06,3.292885720401081e-05,3.367683707146233e-05,3.203690651630687e-05,3.5644270183568084e-05,4.7851850670324776e-05,2.9251740478558537e-05,0.005871765365436217,2.316785691531575e-05,1.8285547103569387e-05,0.0,3.960990247561899e-05,3.80449945468842e-05,0.0002883805461388006,0.005323131674755414,2.9350043291313922e-05,3.5937612305038546e-05,0.00011536819760260028,0.00012178010748410032,5.465675557498921e-05,0.01606787262169714,0.00011723100369270028,4.347826086956531e-05,3.4925550368464624e-05,7.58536989021903e-05,4.3885634037697864e-05,2.8228811454122596e-05,5.498281786941595e-05,5.423336617464965e-05,8.117174241752116e-05,0.00010027135936620023,0.00014785244326160035,8.065107412566926e-05,0.00010241329617190029,0.0006413475258403014,0.00010766966945410024
AUT Mining and quarrying,0.004487161396704512,0.001645278051990704,0.0031423737007493092,0.17450809971151754,0.006536165048039216,0.004921534032872109,0.006206549817097413,0.01214687304782393,0.006931468868663716,0.8143435551147418,0.07915420760358838,0.011518851891483627,0.006874911860104316,0.13692710724606402,0.6075791335408318,0.007985247871972615,0.009362160705866523,0.011084769654642128,0.009891284975940122,0.006428098606713614,0.0069619142338969145,0.007081526068867821,0.12364106039281132,0.009618197776477424,0.005384615384615312,0.01228027006751683,0.006378877419027514,0.05444790685515831,0.009342762996353225,0.01584413170342754,0.00851721411629412,0.0056530416825297134,0.008699335504196123,0.011696545693047627,0.008079117789788919,0.006271858697563516,0.0059420289855072125,0.007555560729711116,0.011888343355215929,0.0014043402892063032,0.0012985253268896033,0.007422680412371118,0.007095532074516617,0.01563594284754243,0.00846039594653022,0.007797847377946419,0.0057628858420705155,0.008924587237840224,0.007825434152501518,0.007465097082151917
"AUT Manufacture of food products, beverages and tobacco products",0.05337827214049304,0.007732806844356619,0.08569011360889554,0.0033341963162955087,0.2086501831996662,0.09217816572259897,0.0022191016105823046,0.003771314870086309,0.0032849135073232077,0.0006589584380647011,0.028556172575822263,0.036098697047900884,0.010471019602312722,0.0021335781996921046,0.0005404171326680013,0.002025124718046604,0.005219909746076612,0.003459985903761108,0.004188201746569209,0.0035569875664941083,0.005938103317147312,0.00690448791714612,0.0010888892750198027,0.004772527794031511,0.017692307692307643,0.0018028507126781044,0.010170695208867023,0.015755121348044132,0.09885382910807256,0.001961561226636105,0.001221878818371303,0.0027226894634225065,0.0018796494850819047,0.006367512024486216,0.32037015344969033,0.0034778531095523086,0.006594202898550714,0.005361071981559312,0.005302863132344013,0.0027604063809711066,0.00038955759806680096,0.0007628865979381019,0.0018710511330254044,0.004815560811792909,0.004872561369205411,0.011833671477347029,0.021702470855634558,0.0385439755378527,0.034175371260670474,0.029393819760973366
"AUT Manufacture of textiles, wearing apparel and leather products",0.001455404550054204,0.0033728200065811084,0.008218515832729024,0.0014387158813521036,0.0020096889034829047,0.15532237595567547,0.0025831729685685057,0.003933273177390609,0.006599963835814516,0.0001834214209046003,0.0032998718496369075,0.0023289481966387053,0.007721054858271017,0.0018905123288411043,0.0005115178207606013,0.003539852149431107,0.0038054825890752085,0.0026911001473697064,0.003029762965603207,0.003915876446521509,0.007195928157725315,0.021126552772122362,0.0007877071351207021,0.0009691339964891023,0.008717948717948721,0.0018964741185296045,0.0035508661577091077,0.002607872996377605,0.0029465170773703073,0.002030044660982505,0.000826565083015802,0.0011190715167456028,0.001159558414740603,0.0034433756012243084,0.0035241553573520084,0.0023836970750864056,0.0017681159420289037,0.0015774706916423034,0.001248138136481403,0.00019748535316960045,5.0811860617420683e-05,8.93470790378009e-05,0.00043386692939710104,0.0008305945735746015,0.001322328551642803,0.0029734769144837076,0.0042745069286604116,0.01146297393581613,0.00437508389720541,0.012489681656677328
"AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.0013747727190262036,0.009131293188548823,0.015711868503746645,0.0014590576226052037,0.0009892574126762024,0.008264462809917314,0.16003536693191894,0.014344878646954034,0.004972575492737012,0.0004008097716063006,0.0011533532678342027,0.001353307735884603,0.0054470455506980126,0.0028222648337699065,0.0005461969950495013,0.017995620461991834,0.0023910554320738056,0.001954251297494705,0.0037070040990910083,0.0018981234099228043,0.030714327502486365,0.18848661886636617,0.00024326249761080063,0.004681100058513711,0.002051282051282005,0.031317029257314374,0.0013949831333857031,0.004788361874017109,0.006475062219406316,0.0019224278355810046,0.0005390641845755013,0.00046147279041050115,0.00420935588912711,0.002541539134236906,0.0013621379206479032,0.0020710810652390054,0.0034057971014492074,0.0019325471203883043,0.0006964748717382017,8.777126807539573e-05,2.8228811454122596e-05,0.00010309278350510026,0.0022258277367512053,0.0004285112913669008,0.0011656545526330029,0.002527181576490306,0.011628418505755531,0.0017190803286003047,0.00413147127111101,0.0015432652621756035
AUT Manufacture of paper and paper products,0.0019271007615676052,0.00041131951299760105,0.000725163161711302,0.0015496708336415039,0.017914703565691047,0.0062525149348438116,0.00452488687782801,0.17739062030031735,0.13709239949370172,0.0001834214209046003,0.00960059803502772,0.02593315289230186,0.01322098434635453,0.011181030059146026,0.0004421594721829011,0.0026754696478258054,0.005927123324577314,0.004260908566668811,0.0035109606130814077,0.001985851802818405,0.0026619083835488057,0.004455460151662613,0.001621749984072004,0.0009691339964891023,0.0058974358974358135,0.0030109527381845073,0.0019276130570421044,0.010060124231849621,0.010252181847393425,0.001990911269927405,0.0015453173291166036,0.00391098189872971,0.0008471659651073022,0.005875601224311315,0.006030890744490314,0.07026044821320426,0.002449275362318805,0.0038359896154696086,0.002923815303138907,0.0012068549360366029,0.00022583049163290054,0.0001580756013745004,0.0005694503448338013,0.0020217427006782034,0.0025036505041769056,0.006872400603457017,0.013160788914143235,0.01690550910381055,0.0035547556664793077,0.00965438036105222
AUT Printing and reproduction of recorded media,0.0008909817328586024,0.001563014149391204,0.001087744742567003,0.0022080035505584058,0.0038946814944437096,0.005757266227133411,0.002496489311905105,0.044862451123296614,0.07223796033994347,0.00014266110514800023,0.004944468175993111,0.006262982312582614,0.006293188548864714,0.00433467469684281,0.0006011056876735015,0.0037374252926552073,0.005859769650434414,0.005478311014288413,0.008126893601853518,0.00414716039142811,0.004036740186041009,0.004750523737865514,0.0021777785500396054,0.0017919836161497044,0.013589743589743531,0.0023225806451612056,0.0038171811195373087,0.016450139211040632,0.03085051882345458,0.0019371028572267046,0.0011859412060662028,0.0011075346969854026,0.0008577555396711022,0.018911237428946244,0.007490085175454717,0.05986596588577805,0.029826086956521763,0.013970220147385831,0.014950074474540737,0.003383582384306408,0.002789006571667307,0.0009759450171821024,0.0022936194444695053,0.006748580910293812,0.00906202410272802,0.018426795243532145,0.024855194662365267,0.007578583916723321,0.015695613481224436,0.02289774970390845
AUT Manufacture of coke and refined petroleum products ,0.02944271309985048,0.10718986508719996,0.11070824268793841,0.0735316961313708,0.0027308492442364063,0.0031881635558857055,0.00868570239766992,0.00846810578191152,0.00449038635404731,0.02891944402929305,0.046550619393421706,0.004217284572291809,0.029879424622761264,0.010775920274394325,0.007039872380638617,0.006865666727036214,0.00420960463393271,0.004645351444864412,0.004188201746569209,0.0039079011380765095,0.008307494295910618,0.003747307544775811,0.008462059738319021,0.03828993563487429,0.15384615384615416,0.010206751687921924,0.018844953965556542,0.0046638810627341095,0.003031396170134008,0.15807444149313485,0.0782002443757638,0.2010752316016572,0.007523892727609619,0.06916812418014877,0.0028447597851369065,0.0027353900861647063,0.002434782608695605,0.019959952035577447,0.002254923594637806,0.0006802273275843016,0.00032180845057690075,0.0014914089347079036,0.0010191353393652024,0.002712646368697105,0.003211816979701307,0.011592726754994828,0.0031820514700491086,0.009019685298571323,0.00479767722818541,0.009833829810142422
AUT Manufacture of chemicals and chemical products ,0.0358005329764031,0.029779532741033274,0.007855934251873323,0.01601264886456094,0.00397573409758311,0.012845513356238522,0.014146772767462429,0.044978135628514014,0.03857513109517209,0.012071846849906922,0.20257368645877874,0.07298420091899047,0.25639895642363614,0.023806951683906355,0.0027598842871551068,0.00954113637486212,0.024516737388024557,0.02889728967770877,0.007093209766530015,0.011356839225757026,0.01842859650149184,0.01761529609630875,0.0034520106803820087,0.033115125804564084,0.00846153846153842,0.009722430607651924,0.005732112511730513,0.005537321421902811,0.00382259057053901,0.004647090187791311,0.001221878818371303,0.0026419317251006064,0.002398538638710106,0.0034160472234368083,0.006037584296925914,0.0022469275707782056,0.005869565217391312,0.0023691164999941053,0.00434434820985271,0.00028964518464880064,0.00011291524581640027,0.0007010309278350017,0.002370450046550306,0.004228481465470808,0.010967179930687425,0.005048887136563612,0.005638243272967215,0.017359053701143348,0.015611094815028434,0.032444460395506566
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.02546756383017327,0.0009049029285949022,0.0008460236886632025,0.001642133293882604,0.0009144396251628022,0.001578605255826903,0.0008841732979664018,0.007426945234955218,0.0031945030438189073,0.00033287591201200053,0.00470952584365651,0.0934411783218986,0.005270765759413311,0.0014448915656142035,0.0002745434631201007,0.0010537234305283021,0.0017848723647874041,0.001217402447619603,0.0008732846194974019,0.0010447654063020025,0.0013163283215351029,0.0011507479861910034,0.0003185580325855008,0.0008959918080748021,0.0007692307692307018,0.0007051762940735017,0.001331574809140903,0.0016763415919436033,0.0014641643501747037,0.0005380841270074013,0.002012506289082105,0.0006806723658556017,0.0006459640483943017,0.0006285526891123015,0.0009538312220753023,0.0015044645473906036,0.0022753623188405047,0.0005180623304655012,0.0011309096927235027,0.0001623768459394004,0.00012985253268890033,0.0003780068728522009,0.000420308587853501,0.0011496183984248019,0.0015542060701774036,0.0006489079454260016,0.004626438888481512,0.02517904038741487,0.022576427246829348,0.002081613609446205
